dim,precision,solver_type,api,bc_name,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
1,double,uniform,GPU,"N | D",64,0,0.07296,0,0.06009,198.646,198.876,198.779
1,double,uniform,GPU,"N | D",64,52,0.013568,0,0.03148,0.006336,0.083199,0.051384
1,double,uniform,GPU,"N | D",64,53,0.012384,0,0.031889,0.009056,0.087429,0.053329
1,double,uniform,GPU,"N | D",64,54,0.01344,0,0.031859,0.008768,0.087919,0.054067
1,double,uniform,GPU,"N | D",64,55,0.012032,0,0.031399,0.005568,0.082179,0.048999
1,double,uniform,GPU,"N | D",64,56,0.012992,0,0.03168,0.009376,0.086619,0.054048
1,double,uniform,GPU,"N | D",64,57,0.012608,0,0.03134,0.008256,0.08543,0.052204
1,double,uniform,GPU,"N | D",64,58,0.012736,0,0.0318,0.009216,0.087749,0.053752
1,double,uniform,GPU,"N | D",64,59,0.012832,0,0.031501,0.00832,0.085109,0.052653
1,double,uniform,GPU,"N | D",64,60,0.012544,0,0.03204,0.006208,0.083289,0.050792
1,double,uniform,GPU,"N | D",64,61,0.01296,0,0.031739,0.009472,0.087429,0.054171
1,double,uniform,GPU,"N | D",64,62,0.01392,0,0.03122,0.007456,0.085629,0.052596
1,double,uniform,GPU,"N | D",64,63,0.011968,0,0.03135,0.00736,0.083479,0.050678
1,double,uniform,GPU,"N | D",64,64,0.0112,0,0.02768,0.008672,0.07635,0.047552
1,double,uniform,GPU,"N | D",64,65,0.013024,0,0.03117,0.008256,0.087399,0.05245
1,double,uniform,GPU,"N | D",64,66,0.013216,0,0.03207,0.013696,0.092949,0.058982
1,double,uniform,GPU,"N | D",64,67,0.012704,0,0.03145,0.007424,0.083908,0.051578
1,double,uniform,GPU,"N | D",64,68,0.012768,0,0.03133,0.007616,0.08485,0.051714
1,double,uniform,GPU,"N | D",64,69,0.012352,0,0.03233,0.00976,0.089019,0.054442
1,double,uniform,GPU,"N | D",64,70,0.013344,0,0.03198,0.01008,0.089539,0.055404
1,double,uniform,GPU,"N | D",64,71,0.012096,0,0.031439,0.0064,0.082639,0.049935
1,double,uniform,GPU,"N | D",64,72,0.013696,0,0.031319,0.008512,0.088209,0.053527
1,double,uniform,GPU,"N | D",64,73,0.012448,0,0.03164,0.008896,0.086829,0.052984
1,double,uniform,GPU,"N | D",64,74,0.013568,0,0.031349,0.008352,0.085399,0.053269
1,double,uniform,GPU,"N | D",128,0,0.025088,0,0.03946,0.015168,0.121818,0.079716
1,double,uniform,GPU,"N | D",128,1,0.017504,0,0.03352,0.008,0.093029,0.059024
1,double,uniform,GPU,"N | D",128,2,0.014848,0,0.034249,0.008128,0.090339,0.057225
1,double,uniform,GPU,"N | D",128,3,0.01168,0,0.03352,0.008608,0.089049,0.053808
1,double,uniform,GPU,"N | D",128,4,0.012992,0,0.03425,0.005696,0.086099,0.052938
1,double,uniform,GPU,"N | D",128,5,0.012512,0,0.033969,0.007936,0.088169,0.054417
1,double,uniform,GPU,"N | D",128,6,0.012352,0,0.03345,0.00656,0.086599,0.052362
1,double,uniform,GPU,"N | D",128,7,0.012896,0,0.03368,0.007072,0.086799,0.053648
1,double,uniform,GPU,"N | D",128,8,0.014336,0,0.034049,0.006464,0.088099,0.054849
1,double,uniform,GPU,"N | D",128,9,0.012256,0,0.03385,0.006272,0.085419,0.052378
1,double,uniform,GPU,"N | D",128,10,0.01232,0,0.034009,0.008,0.088829,0.054329
1,double,uniform,GPU,"N | D",128,11,0.01264,0,0.0304,0.008608,0.080039,0.051648
1,double,uniform,GPU,"N | D",128,12,0.01248,0,0.04069,0.005856,0.092159,0.059026
1,double,uniform,GPU,"N | D",128,13,0.01232,0,0.118599,0.006368,0.170759,0.137287
1,double,uniform,GPU,"N | D",128,14,0.01248,0,0.03343,0.009184,0.088309,0.055094
1,double,uniform,GPU,"N | D",128,15,0.01248,0,0.03421,0.00848,0.08891,0.05517
1,double,uniform,GPU,"N | D",128,16,0.014624,0,0.035129,0.010528,0.096719,0.060281
1,double,uniform,GPU,"N | D",128,17,0.012384,0,0.03503,0.007648,0.088819,0.055062
1,double,uniform,GPU,"N | D",128,18,0.012128,0,0.03379,0.00912,0.097079,0.055038
1,double,uniform,GPU,"N | D",128,19,0.012832,0,0.03918,0.008416,0.09465,0.060428
1,double,uniform,GPU,"N | D",128,20,0.012768,0,0.03397,0.00832,0.089499,0.055058
1,double,uniform,GPU,"N | D",128,21,0.014432,0,0.03451,0.005792,0.088599,0.054734
1,double,uniform,GPU,"N | D",128,22,0.012704,0,0.03407,0.008256,0.088948,0.05503
1,double,uniform,GPU,"N | D",128,23,0.011744,0,0.03387,0.007136,0.086289,0.05275
1,double,uniform,GPU,"N | D",128,24,0.01376,0,0.033609,0.005632,0.086069,0.053001
1,double,uniform,GPU,"N | D",128,25,0.012128,0,0.03375,0.006464,0.085679,0.052342
1,double,uniform,GPU,"N | D",128,26,0.013984,0,0.034429,0.006048,0.087819,0.054461
1,double,uniform,GPU,"N | D",128,27,0.01248,0,0.03346,0.009024,0.088919,0.054964
1,double,uniform,GPU,"N | D",128,28,0.013056,0,0.03156,0.006624,0.080389,0.05124
1,double,uniform,GPU,"N | D",128,29,0.012704,0,0.03373,0.007296,0.093169,0.05373
1,double,uniform,GPU,"N | D",128,30,0.013056,0,0.03351,0.006432,0.093859,0.052998
1,double,uniform,GPU,"N | D",128,31,0.012896,0,0.03389,0.0056,0.085879,0.052386
1,double,uniform,GPU,"N | D",128,32,0.013216,0,0.03399,0.006784,0.087969,0.05399
1,double,uniform,GPU,"N | D",128,33,0.01232,0,0.0336,0.008096,0.08808,0.054016
1,double,uniform,GPU,"N | D",128,34,0.012064,0,0.030369,0.009376,0.080549,0.051809
1,double,uniform,GPU,"N | D",128,35,0.01264,0,0.03443,0.007456,0.089009,0.054526
1,double,uniform,GPU,"N | D",128,36,0.01312,0,0.03378,0.007136,0.087849,0.054036
1,double,uniform,GPU,"N | D",128,37,0.013472,0,0.033709,0.008128,0.088249,0.055309
1,double,uniform,GPU,"N | D",128,38,0.012352,0,0.03352,0.007424,0.08607,0.053296
1,double,uniform,GPU,"N | D",128,39,0.01312,0,0.03406,0.007136,0.087929,0.054316
1,double,uniform,GPU,"N | D",128,40,0.011904,0,0.03408,0.008032,0.088769,0.054016
1,double,uniform,GPU,"N | D",128,41,0.012544,0,0.033969,0.006048,0.086159,0.052561
1,double,uniform,GPU,"N | D",128,42,0.01184,0,0.03376,0.007936,0.087089,0.053536
1,double,uniform,GPU,"N | D",128,43,0.017344,0,0.033469,0.007424,0.092289,0.058237
1,double,uniform,GPU,"N | D",128,44,0.012832,0,0.03408,0.00704,0.089129,0.053952
1,double,uniform,GPU,"N | D",128,45,0.012896,0,0.034139,0.007456,0.089089,0.054491
1,double,uniform,GPU,"N | D",128,46,0.012064,0,0.033829,0.00784,0.087499,0.053733
1,double,uniform,GPU,"N | D",128,47,0.011712,0,0.03376,0.0056,0.08488,0.051072
1,double,uniform,GPU,"N | D",128,48,0.013504,0,0.03426,0.009184,0.090939,0.056948
1,double,uniform,GPU,"N | D",128,49,0.01376,0,0.034119,0.008512,0.089699,0.056391
1,double,uniform,GPU,"N | D",128,50,0.01312,0,0.03334,0.005504,0.084259,0.051964
1,double,uniform,GPU,"N | D",128,51,0.012416,0,0.033279,0.007392,0.087059,0.053087
1,double,uniform,GPU,"N | D",128,52,0.01392,0,0.03371,0.005856,0.085529,0.053486
1,double,uniform,GPU,"N | D",128,53,0.0128,0,0.03392,0.00544,0.084439,0.05216
1,double,uniform,GPU,"N | D",128,54,0.011904,0,0.03379,0.00704,0.086099,0.052734
1,double,uniform,GPU,"N | D",128,55,0.012672,0,0.03425,0.009024,0.090059,0.055946
1,double,uniform,GPU,"N | D",128,56,0.013216,0,0.03339,0.008896,0.090019,0.055502
1,double,uniform,GPU,"N | D",128,57,0.012128,0,0.03322,0.006048,0.084599,0.051396
1,double,uniform,GPU,"N | D",128,58,0.014176,0,0.03361,0.005728,0.086999,0.053514
1,double,uniform,GPU,"N | D",128,59,0.011584,0,0.03354,0.008096,0.087909,0.05322
1,double,uniform,GPU,"N | D",128,60,0.01168,0,0.03025,0.007616,0.08092,0.049546
1,double,uniform,GPU,"N | D",128,61,0.013216,0,0.03371,0.007712,0.088059,0.054638
1,double,uniform,GPU,"N | D",128,62,0.013536,0,0.034549,0.008896,0.090449,0.056981
1,double,uniform,GPU,"N | D",128,63,0.01232,0,0.03384,0.007136,0.087039,0.053296
1,double,uniform,GPU,"N | D",128,64,0.012416,0,0.033909,0.008736,0.088739,0.055061
1,double,uniform,GPU,"N | D",128,65,0.0128,0,0.033589,0.0056,0.088389,0.051989
1,double,uniform,GPU,"N | D",128,66,0.012992,0,0.03387,0.007072,0.087399,0.053934
1,double,uniform,GPU,"N | D",128,67,0.011424,0,0.03349,0.007232,0.086609,0.052146
1,double,uniform,GPU,"N | D",128,68,0.01296,0,0.0337,0.006464,0.086089,0.053124
1,double,uniform,GPU,"N | D",128,69,0.012544,0,0.03348,0.007968,0.086368,0.053992
1,double,uniform,GPU,"N | D",128,70,0.012288,0,0.03385,0.007264,0.087149,0.053402
1,double,uniform,GPU,"N | D",128,71,0.012544,0,0.03436,0.007744,0.089809,0.054648
1,double,uniform,GPU,"N | D",128,72,0.012096,0,0.03073,0.008832,0.081609,0.051658
1,double,uniform,GPU,"N | D",128,73,0.012288,0,0.03426,0.009536,0.089849,0.056084
1,double,uniform,GPU,"N | D",128,74,0.011808,0,0.03376,0.009888,0.089539,0.055456
1,double,uniform,GPU,"N | D",192,0,0.023808,0,0.048719,0.016224,0.131769,0.088751
1,double,uniform,GPU,"N | D",192,1,0.012544,0,0.04313,0.009696,0.101098,0.06537
1,double,uniform,GPU,"N | D",192,2,0.013696,0,0.043029,0.008064,0.098638,0.064789
1,double,uniform,GPU,"N | D",192,3,0.01088,0,0.043259,0.009568,0.098259,0.063707
1,double,uniform,GPU,"N | D",192,4,0.014592,0,0.043299,0.00848,0.101429,0.066371
1,double,uniform,GPU,"N | D",192,5,0.014144,0,0.04303,0.006432,0.098518,0.063606
1,double,uniform,GPU,"N | D",192,6,0.012448,0,0.04289,0.009568,0.103799,0.064906
1,double,uniform,GPU,"N | D",192,7,0.012128,0,0.112469,0.008192,0.165789,0.132789
1,double,uniform,GPU,"N | D",192,8,0.012352,0,0.042908,0.006432,0.095369,0.061692
1,double,uniform,GPU,"N | D",192,9,0.012928,0,0.04389,0.007968,0.099759,0.064786
1,double,uniform,GPU,"N | D",192,10,0.012672,0,0.042739,0.008448,0.098019,0.063859
1,double,uniform,GPU,"N | D",192,11,0.013344,0,0.04249,0.008128,0.098048,0.063962
1,double,uniform,GPU,"N | D",192,12,0.01216,0,0.042579,0.00944,0.098309,0.064179
1,double,uniform,GPU,"N | D",192,13,0.012192,0,0.042609,0.00704,0.095769,0.061841
1,double,uniform,GPU,"N | D",192,14,0.012832,0,0.043259,0.009184,0.100109,0.065275
1,double,uniform,GPU,"N | D",192,15,0.01296,0,0.043529,0.008288,0.098859,0.064777
1,double,uniform,GPU,"N | D",192,16,0.012576,0,0.04301,0.00848,0.09751,0.064066
1,double,uniform,GPU,"N | D",192,17,0.012928,0,0.04237,0.007616,0.096779,0.062914
1,double,uniform,GPU,"N | D",192,18,0.011392,0,0.04257,0.006208,0.093469,0.06017
1,double,uniform,GPU,"N | D",192,19,0.013248,0,0.04342,0.006816,0.098178,0.063484
1,double,uniform,GPU,"N | D",192,20,0.011296,0,0.04326,0.006272,0.095148,0.060828
1,double,uniform,GPU,"N | D",192,21,0.013952,0,0.04024,0.010368,0.095019,0.06456
1,double,uniform,GPU,"N | D",192,22,0.012416,0,0.04255,0.006592,0.093829,0.061558
1,double,uniform,GPU,"N | D",192,23,0.190176,0,0.043979,0.00784,0.275717,0.241995
1,double,uniform,GPU,"N | D",192,24,0.013376,0,0.04294,0.00832,0.098459,0.064636
1,double,uniform,GPU,"N | D",192,25,0.014112,0,0.04291,0.008224,0.09869,0.065246
1,double,uniform,GPU,"N | D",192,26,0.012128,0,0.042659,0.006912,0.095389,0.061699
1,double,uniform,GPU,"N | D",192,27,0.02032,0,0.04281,0.00864,0.107308,0.07177
1,double,uniform,GPU,"N | D",192,28,0.01264,0,0.159938,0.008672,0.215258,0.18125
1,double,uniform,GPU,"N | D",192,29,0.012896,0,0.0433,0.008288,0.09837,0.064484
1,double,uniform,GPU,"N | D",192,30,0.01264,0,0.04322,0.0096,0.098848,0.06546
1,double,uniform,GPU,"N | D",192,31,0.01184,0,0.042919,0.00864,0.098309,0.063399
1,double,uniform,GPU,"N | D",192,32,0.012192,0,0.043549,0.008224,0.098829,0.063965
1,double,uniform,GPU,"N | D",192,33,0.011136,0,0.042829,0.0096,0.098759,0.063565
1,double,uniform,GPU,"N | D",192,34,0.012416,0,0.04312,0.009248,0.099009,0.064784
1,double,uniform,GPU,"N | D",192,35,0.012224,0,0.03889,0.010496,0.090229,0.06161
1,double,uniform,GPU,"N | D",192,36,0.014112,0,0.043299,0.009056,0.105689,0.066467
1,double,uniform,GPU,"N | D",192,37,0.013696,0,0.042769,0.009152,0.098649,0.065617
1,double,uniform,GPU,"N | D",192,38,0.013632,0,0.04869,0.006016,0.101309,0.068338
1,double,uniform,GPU,"N | D",192,39,0.013024,0,0.0426,0.008032,0.097849,0.063656
1,double,uniform,GPU,"N | D",192,40,0.015648,0,0.04288,0.00864,0.101409,0.067168
1,double,uniform,GPU,"N | D",192,41,0.013728,0,0.043639,0.009792,0.101219,0.067159
1,double,uniform,GPU,"N | D",192,42,0.012736,0,0.04244,0.007776,0.096348,0.062952
1,double,uniform,GPU,"N | D",192,43,0.013408,0,0.043459,0.0088,0.100429,0.065667
1,double,uniform,GPU,"N | D",192,44,0.013088,0,0.04262,0.009536,0.100339,0.065244
1,double,uniform,GPU,"N | D",192,45,0.012544,0,0.04261,0.00832,0.097789,0.063474
1,double,uniform,GPU,"N | D",192,46,0.01408,0,0.043019,0.008032,0.097859,0.065131
1,double,uniform,GPU,"N | D",192,47,0.012384,0,0.04317,0.009184,0.100019,0.064738
1,double,uniform,GPU,"N | D",192,48,0.012832,0,0.040409,0.008384,0.090639,0.061625
1,double,uniform,GPU,"N | D",192,49,0.012416,0,0.042769,0.015104,0.104629,0.070289
1,double,uniform,GPU,"N | D",192,50,0.0128,0,0.04346,0.007584,0.097799,0.063844
1,double,uniform,GPU,"N | D",192,51,0.013568,0,0.043419,0.007328,0.098819,0.064315
1,double,uniform,GPU,"N | D",192,52,0.01216,0,0.042889,0.008736,0.103868,0.063785
1,double,uniform,GPU,"N | D",192,53,0.011648,0,0.042909,0.007296,0.095289,0.061853
1,double,uniform,GPU,"N | D",192,54,0.011872,0,0.03884,0.0112,0.089869,0.061912
1,double,uniform,GPU,"N | D",192,55,0.017472,0,0.04255,0.009792,0.104119,0.069814
1,double,uniform,GPU,"N | D",192,56,0.01248,0,0.042909,0.008288,0.097499,0.063677
1,double,uniform,GPU,"N | D",192,57,0.013024,0,0.042879,0.00656,0.095049,0.062463
1,double,uniform,GPU,"N | D",192,58,0.013792,0,0.043189,0.010112,0.100699,0.067093
1,double,uniform,GPU,"N | D",192,59,0.013184,0,0.043129,0.010016,0.102619,0.066329
1,double,uniform,GPU,"N | D",192,60,0.013024,0,0.043179,0.007488,0.098229,0.063691
1,double,uniform,GPU,"N | D",192,61,0.011712,0,0.04308,0.0088,0.098169,0.063592
1,double,uniform,GPU,"N | D",192,62,0.013984,0,0.043669,0.006752,0.098619,0.064405
1,double,uniform,GPU,"N | D",192,63,0.01264,0,0.043129,0.010016,0.100519,0.065785
1,double,uniform,GPU,"N | D",192,64,0.013408,0,0.047279,0.007584,0.101989,0.068271
1,double,uniform,GPU,"N | D",192,65,0.013632,0,0.125828,0.008288,0.181448,0.147748
1,double,uniform,GPU,"N | D",192,66,0.011104,0,0.042689,0.009312,0.097609,0.063105
1,double,uniform,GPU,"N | D",192,67,0.012736,0,0.040069,0.00928,0.090289,0.062085
1,double,uniform,GPU,"N | D",192,68,0.012352,0,0.04316,0.007232,0.096688,0.062744
1,double,uniform,GPU,"N | D",192,69,0.014912,0,0.04282,0.005792,0.097559,0.063524
1,double,uniform,GPU,"N | D",192,70,0.013152,0,0.043369,0.009568,0.099889,0.066089
1,double,uniform,GPU,"N | D",192,71,0.012768,0,0.04249,0.005856,0.095789,0.061114
1,double,uniform,GPU,"N | D",192,72,0.011744,0,0.042949,0.007584,0.096359,0.062277
1,double,uniform,GPU,"N | D",192,73,0.013856,0,0.043589,0.007168,0.099979,0.064613
1,double,uniform,GPU,"N | D",192,74,0.011072,0,0.042809,0.008224,0.096819,0.062105
1,double,uniform,GPU,"N | D",256,0,0.024544,0,0.042329,0.014912,0.124729,0.081785
1,double,uniform,GPU,"N | D",256,1,0.013024,0,0.03489,0.010432,0.093539,0.058346
1,double,uniform,GPU,"N | D",256,2,0.013376,0,0.03615,0.00944,0.093009,0.058966
1,double,uniform,GPU,"N | D",256,3,0.012544,0,0.03579,0.008768,0.090819,0.057102
1,double,uniform,GPU,"N | D",256,4,0.010976,0,0.036259,0.00912,0.091789,0.056355
1,double,uniform,GPU,"N | D",256,5,0.013408,0,0.036269,0.00816,0.093489,0.057837
1,double,uniform,GPU,"N | D",256,6,0.013088,0,0.03626,0.009984,0.095579,0.059332
1,double,uniform,GPU,"N | D",256,7,0.012064,0,0.03616,0.008288,0.090628,0.056512
1,double,uniform,GPU,"N | D",256,8,0.012224,0,0.035649,0.008864,0.091659,0.056737
1,double,uniform,GPU,"N | D",256,9,0.013312,0,0.04194,0.007648,0.100559,0.0629
1,double,uniform,GPU,"N | D",256,10,0.018656,0,0.035769,0.009856,0.098839,0.064281
1,double,uniform,GPU,"N | D",256,11,0.014752,0,0.035729,0.008864,0.093389,0.059345
1,double,uniform,GPU,"N | D",256,12,0.01296,0,0.035479,0.008224,0.090519,0.056663
1,double,uniform,GPU,"N | D",256,13,0.013408,0,0.035648,0.008928,0.091979,0.057984
1,double,uniform,GPU,"N | D",256,14,0.013568,0,0.03627,0.009088,0.093679,0.058926
1,double,uniform,GPU,"N | D",256,15,0.012288,0,0.03433,0.008192,0.085859,0.05481
1,double,uniform,GPU,"N | D",256,16,0.01312,0,0.033619,0.010144,0.085859,0.056883
1,double,uniform,GPU,"N | D",256,17,0.012864,0,0.03547,0.00864,0.092479,0.056974
1,double,uniform,GPU,"N | D",256,18,0.011872,0,0.0332,0.01056,0.091239,0.055632
1,double,uniform,GPU,"N | D",256,19,0.013632,0,0.035669,0.009312,0.093309,0.058613
1,double,uniform,GPU,"N | D",256,20,0.011424,0,0.03586,0.009024,0.092239,0.056308
1,double,uniform,GPU,"N | D",256,21,0.013856,0,0.03596,0.009472,0.093919,0.059288
1,double,uniform,GPU,"N | D",256,22,0.012448,0,0.03584,0.009408,0.092019,0.057696
1,double,uniform,GPU,"N | D",256,23,0.012992,0,0.036179,0.008384,0.091589,0.057555
1,double,uniform,GPU,"N | D",256,24,0.012736,0,0.035679,0.007712,0.089619,0.056127
1,double,uniform,GPU,"N | D",256,25,0.012448,0,0.03589,0.008544,0.090348,0.056882
1,double,uniform,GPU,"N | D",256,26,0.01264,0,0.03587,0.008448,0.090969,0.056958
1,double,uniform,GPU,"N | D",256,27,0.012608,0,0.035429,0.008608,0.096129,0.056645
1,double,uniform,GPU,"N | D",256,28,0.01184,0,0.035709,0.008608,0.091039,0.056157
1,double,uniform,GPU,"N | D",256,29,0.01232,0,0.036169,0.009472,0.092779,0.057961
1,double,uniform,GPU,"N | D",256,30,0.012544,0,0.036079,0.009504,0.091279,0.058127
1,double,uniform,GPU,"N | D",256,31,0.011808,0,0.03632,0.008224,0.090779,0.056352
1,double,uniform,GPU,"N | D",256,32,0.013024,0,0.03619,0.009184,0.093999,0.058398
1,double,uniform,GPU,"N | D",256,33,0.014176,0,0.036139,0.009984,0.095949,0.060299
1,double,uniform,GPU,"N | D",256,34,0.012672,0,0.03619,0.008128,0.090519,0.05699
1,double,uniform,GPU,"N | D",256,35,0.012128,0,0.042029,0.009248,0.097989,0.063405
1,double,uniform,GPU,"N | D",256,36,0.0136,0,0.0361,0.008,0.092389,0.0577
1,double,uniform,GPU,"N | D",256,37,0.01216,0,0.03609,0.009152,0.091759,0.057402
1,double,uniform,GPU,"N | D",256,38,0.012704,0,0.03561,0.008768,0.091529,0.057082
1,double,uniform,GPU,"N | D",256,39,0.012704,0,0.035359,0.008192,0.090339,0.056255
1,double,uniform,GPU,"N | D",256,40,0.01264,0,0.035399,0.009024,0.091279,0.057063
1,double,uniform,GPU,"N | D",256,41,0.012896,0,0.03632,0.007936,0.091569,0.057152
1,double,uniform,GPU,"N | D",256,42,0.013024,0,0.035419,0.009024,0.091139,0.057467
1,double,uniform,GPU,"N | D",256,43,0.012896,0,0.03641,0.00816,0.092059,0.057466
1,double,uniform,GPU,"N | D",256,44,0.012832,0,0.036899,0.009184,0.093919,0.058915
1,double,uniform,GPU,"N | D",256,45,0.01264,0,0.035339,0.007424,0.089369,0.055403
1,double,uniform,GPU,"N | D",256,46,0.013312,0,0.035899,0.009504,0.093339,0.058715
1,double,uniform,GPU,"N | D",256,47,0.012064,0,0.03222,0.010624,0.08374,0.054908
1,double,uniform,GPU,"N | D",256,48,0.012736,0,0.03573,0.008864,0.091459,0.05733
1,double,uniform,GPU,"N | D",256,49,0.012064,0,0.03185,0.011488,0.083979,0.055402
1,double,uniform,GPU,"N | D",256,50,0.013088,0,0.03626,0.008832,0.092749,0.05818
1,double,uniform,GPU,"N | D",256,51,0.013376,0,0.0356,0.00832,0.091399,0.057296
1,double,uniform,GPU,"N | D",256,52,0.012032,0,0.035529,0.00816,0.089269,0.055721
1,double,uniform,GPU,"N | D",256,53,0.011456,0,0.03538,0.008416,0.089859,0.055252
1,double,uniform,GPU,"N | D",256,54,0.012064,0,0.035529,0.008128,0.089469,0.055721
1,double,uniform,GPU,"N | D",256,55,0.02176,0,0.034539,0.009312,0.099739,0.065611
1,double,uniform,GPU,"N | D",256,56,0.013152,0,0.132309,0.008352,0.189278,0.153813
1,double,uniform,GPU,"N | D",256,57,0.012352,0,0.035499,0.009184,0.091259,0.057035
1,double,uniform,GPU,"N | D",256,58,0.012512,0,0.035879,0.008896,0.091709,0.057287
1,double,uniform,GPU,"N | D",256,59,0.01232,0,0.035809,0.0088,0.092069,0.056929
1,double,uniform,GPU,"N | D",256,60,0.01168,0,0.036009,0.009216,0.091879,0.056905
1,double,uniform,GPU,"N | D",256,61,0.012448,0,0.035839,0.008736,0.091199,0.057023
