dim,precision,solver_type,api,bc_name,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,CPU,"P | P | P | P | D | N",64,0,182.243,0.002811,0.076889,68.1102,250.551,250.433
3,float,uniform,CPU,"P | P | P | P | D | N",64,38,0.148736,0.00147,0.042689,0.012384,0.260297,0.205279
3,float,uniform,CPU,"P | P | P | P | D | N",64,39,0.152512,0.001479,0.04218,0.013216,0.264246,0.209387
3,float,uniform,CPU,"P | P | P | P | D | N",64,40,0.148224,0.00149,0.036329,0.014784,0.245647,0.200827
3,float,uniform,CPU,"P | P | P | P | D | N",64,41,0.153312,0.00146,0.0397,0.01376,0.260447,0.208232
3,float,uniform,CPU,"P | P | P | P | D | N",64,42,0.148704,0.0015,0.042208,0.014112,0.259026,0.206524
3,float,uniform,CPU,"P | P | P | P | D | N",64,43,0.151072,0.001531,0.042779,0.011712,0.261687,0.207094
3,float,uniform,CPU,"P | P | P | P | D | N",64,44,0.152192,0.00151,0.042649,0.01216,0.263037,0.208511
3,float,uniform,CPU,"P | P | P | P | D | N",64,45,0.149216,0.001519,0.04221,0.013792,0.261637,0.206737
3,float,uniform,CPU,"P | P | P | P | D | N",64,46,0.150368,0.001578,0.042129,0.013568,0.363355,0.207643
3,float,uniform,CPU,"P | P | P | P | D | N",64,47,0.148832,0.001652,0.0422,0.01168,0.259248,0.204364
3,float,uniform,CPU,"P | P | P | P | D | N",64,48,0.148032,0.00158,0.042341,0.014208,0.261417,0.206161
3,float,uniform,CPU,"P | P | P | P | D | N",64,49,0.14688,0.00169,0.042589,0.01088,0.256797,0.202039
3,float,uniform,CPU,"P | P | P | P | D | N",64,50,0.147424,0.0016,0.04281,0.020192,0.267457,0.212026
3,float,uniform,CPU,"P | P | P | P | D | N",64,51,0.149856,0.00153,0.042379,0.012064,0.262557,0.205829
3,float,uniform,CPU,"P | P | P | P | D | N",64,52,0.151648,0.00147,0.042649,0.012224,0.264867,0.207991
3,float,uniform,CPU,"P | P | P | P | D | N",64,53,0.15312,0.00149,0.04914,0.00992,0.269027,0.21367
3,float,uniform,CPU,"P | P | P | P | D | N",64,54,0.146496,0.00151,0.041868,0.011936,0.252447,0.20181
3,float,uniform,CPU,"P | P | P | P | D | N",64,55,0.148576,0.0015,0.04282,0.012096,0.259247,0.204992
3,float,uniform,CPU,"P | P | P | P | D | N",64,56,0.147424,0.00148,0.04218,0.01216,0.258987,0.203244
3,float,uniform,CPU,"P | P | P | P | D | N",64,57,0.149792,0.0016,0.04174,0.013056,0.266657,0.206188
3,float,uniform,CPU,"P | P | P | P | D | N",64,58,0.147232,0.001499,0.04205,0.013408,0.258447,0.204189
3,float,uniform,CPU,"P | P | P | P | D | N",64,59,0.151168,0.00151,0.04232,0.009888,0.261527,0.204886
3,float,uniform,CPU,"P | P | P | P | D | N",64,60,0.145344,0.001521,0.03542,0.01424,0.238817,0.196525
3,float,uniform,CPU,"P | P | P | P | D | N",64,61,0.154784,0.00144,0.042639,0.012,0.266766,0.210863
3,float,uniform,CPU,"P | P | P | P | D | N",64,62,0.147712,0.00153,0.04305,0.01376,0.261557,0.206052
3,float,uniform,CPU,"P | P | P | P | D | N",64,63,0.148576,0.00147,0.04255,0.013856,0.261417,0.206452
3,float,uniform,CPU,"P | P | P | P | D | N",64,64,0.155168,0.00154,0.041961,0.010816,0.263397,0.209485
3,float,uniform,CPU,"P | P | P | P | D | N",64,65,0.150144,0.00156,0.042469,0.0144,0.261617,0.208573
3,float,uniform,CPU,"P | P | P | P | D | N",64,66,0.147552,0.00149,0.035099,0.01456,0.243507,0.198701
3,float,uniform,CPU,"P | P | P | P | D | N",64,67,0.15552,0.00146,0.04258,0.013088,0.267257,0.212648
3,float,uniform,CPU,"P | P | P | P | D | N",64,68,0.147968,0.00154,0.04248,0.010336,0.263257,0.202324
3,float,uniform,CPU,"P | P | P | P | D | N",64,69,0.154432,0.00146,0.042569,0.012,0.264607,0.210461
3,float,uniform,CPU,"P | P | P | P | D | N",64,70,0.14896,0.001529,0.04241,0.012672,0.260257,0.205571
3,float,uniform,CPU,"P | P | P | P | D | N",64,71,0.147872,0.001531,0.04207,0.013632,0.260707,0.205105
3,float,uniform,CPU,"P | P | P | P | D | N",64,72,0.154944,0.00149,0.042239,0.01232,0.264417,0.210993
3,float,uniform,CPU,"P | P | P | P | D | N",64,73,0.147296,0.001589,0.03542,0.01568,0.246038,0.199985
3,float,uniform,CPU,"P | P | P | P | D | N",64,74,0.148384,0.00155,0.04206,0.013536,0.261147,0.20553
3,float,uniform,CPU,"P | P | P | P | D | N",128,0,1.0271,0.00171,0.085119,0.033632,1.21454,1.14757
3,float,uniform,CPU,"P | P | P | P | D | N",128,1,0.778976,0.001659,0.071648,0.031136,0.929269,0.883419
3,float,uniform,CPU,"P | P | P | P | D | N",128,2,0.811616,0.00193,0.079908,0.028544,0.979339,0.921998
3,float,uniform,CPU,"P | P | P | P | D | N",128,3,0.805856,0.001641,0.07843,0.028192,0.970188,0.914119
3,float,uniform,CPU,"P | P | P | P | D | N",128,4,0.787584,0.00167,0.07858,0.028288,0.954209,0.896122
3,float,uniform,CPU,"P | P | P | P | D | N",128,5,0.855424,0.001641,0.078408,0.027552,1.01949,0.963025
3,float,uniform,CPU,"P | P | P | P | D | N",128,6,0.78208,0.0015,0.07834,0.026272,0.944869,0.888192
3,float,uniform,CPU,"P | P | P | P | D | N",128,7,0.789824,0.00209,0.077859,0.027968,0.954469,0.897741
3,float,uniform,CPU,"P | P | P | P | D | N",128,8,0.765504,0.00153,0.079299,0.028896,0.931139,0.875229
3,float,uniform,CPU,"P | P | P | P | D | N",128,9,0.889184,0.0015,0.079119,0.02944,1.05263,0.999243
3,float,uniform,CPU,"P | P | P | P | D | N",128,10,0.8584,0.00151,0.077909,0.029792,1.02186,0.967611
3,float,uniform,CPU,"P | P | P | P | D | N",128,11,0.91648,0.00151,0.07862,0.02816,1.07937,1.02477
3,float,uniform,CPU,"P | P | P | P | D | N",128,12,0.788,0.00167,0.078758,0.029664,0.955609,0.898092
3,float,uniform,CPU,"P | P | P | P | D | N",128,13,0.855904,0.00149,0.078709,0.028544,1.02086,0.964647
3,float,uniform,CPU,"P | P | P | P | D | N",128,14,0.804736,0.001581,0.078659,0.02624,0.965469,0.911216
3,float,uniform,CPU,"P | P | P | P | D | N",128,15,0.793216,0.001641,0.07764,0.029664,0.955309,0.902161
3,float,uniform,CPU,"P | P | P | P | D | N",128,16,0.790208,0.001539,0.077779,0.028832,0.956699,0.898358
3,float,uniform,CPU,"P | P | P | P | D | N",128,17,0.78048,0.00163,0.080909,0.029088,0.946179,0.892107
3,float,uniform,CPU,"P | P | P | P | D | N",128,18,0.794496,0.001501,0.078198,0.02896,0.957009,0.903155
3,float,uniform,CPU,"P | P | P | P | D | N",128,19,0.791392,0.00155,0.078208,0.030592,0.956459,0.901742
3,float,uniform,CPU,"P | P | P | P | D | N",128,20,0.781984,0.0017,0.079018,0.02992,0.981739,0.892622
3,float,uniform,CPU,"P | P | P | P | D | N",128,21,0.776288,0.00158,0.071789,0.029408,0.927139,0.879065
3,float,uniform,CPU,"P | P | P | P | D | N",128,22,0.773248,0.00195,0.07956,0.028672,0.937249,0.88343
3,float,uniform,CPU,"P | P | P | P | D | N",128,23,0.844,0.001521,0.078458,0.028,1.01032,0.951979
3,float,uniform,CPU,"P | P | P | P | D | N",128,24,0.80816,0.00164,0.0781,0.026656,0.970759,0.914556
3,float,uniform,CPU,"P | P | P | P | D | N",128,25,0.770848,0.001639,0.078609,0.02992,0.936869,0.881016
3,float,uniform,CPU,"P | P | P | P | D | N",128,26,0.803296,0.001961,0.087289,0.036192,1.01429,0.928738
3,float,uniform,CPU,"P | P | P | P | D | N",128,27,0.800896,0.00159,0.079029,0.02928,0.966509,0.910795
3,float,uniform,CPU,"P | P | P | P | D | N",128,28,0.790016,0.001601,0.078139,0.027552,0.953859,0.897308
3,float,uniform,CPU,"P | P | P | P | D | N",128,29,0.776096,0.00152,0.194238,0.029152,1.05647,1.00101
3,float,uniform,CPU,"P | P | P | P | D | N",128,30,0.787552,0.001589,0.078988,0.028672,0.954849,0.896801
3,float,uniform,CPU,"P | P | P | P | D | N",128,31,0.884896,0.00156,0.078639,0.027936,1.04939,0.993031
3,float,uniform,CPU,"P | P | P | P | D | N",128,32,0.884064,0.00157,0.078429,0.02992,1.04798,0.993983
3,float,uniform,CPU,"P | P | P | P | D | N",128,33,0.785344,0.00161,0.077909,0.028864,0.950729,0.893727
3,float,uniform,CPU,"P | P | P | P | D | N",128,34,0.773216,0.001511,0.070278,0.030848,0.922039,0.875853
3,float,uniform,CPU,"P | P | P | P | D | N",128,35,0.796992,0.00157,0.078639,0.028448,0.961709,0.905649
3,float,uniform,CPU,"P | P | P | P | D | N",128,36,0.876064,0.00156,0.07844,0.02848,1.03906,0.984544
3,float,uniform,CPU,"P | P | P | P | D | N",128,37,0.780384,0.00158,0.078148,0.027008,0.943249,0.88712
3,float,uniform,CPU,"P | P | P | P | D | N",128,38,0.898112,0.001831,0.08186,0.030912,1.0659,1.01271
3,float,uniform,CPU,"P | P | P | P | D | N",128,39,1.00474,0.001639,0.079129,0.028576,1.16812,1.11408
3,float,uniform,CPU,"P | P | P | P | D | N",128,40,0.78688,0.00162,0.078748,0.027808,0.951789,0.895056
3,float,uniform,CPU,"P | P | P | P | D | N",128,41,0.785632,0.00163,0.07853,0.028096,0.952489,0.893888
3,float,uniform,CPU,"P | P | P | P | D | N",128,42,0.775968,0.00151,0.072259,0.029856,0.928249,0.879593
3,float,uniform,CPU,"P | P | P | P | D | N",128,43,0.790016,0.001571,0.07827,0.03024,0.95306,0.900097
3,float,uniform,CPU,"P | P | P | P | D | N",128,44,0.786432,0.001611,0.078459,0.031136,0.952689,0.897638
3,float,uniform,CPU,"P | P | P | P | D | N",128,45,0.792608,0.001639,0.0782,0.03088,0.956469,0.903327
3,float,uniform,CPU,"P | P | P | P | D | N",128,46,0.789408,0.001601,0.077969,0.029664,0.953278,0.898642
3,float,uniform,CPU,"P | P | P | P | D | N",128,47,0.7832,0.001501,0.07832,0.02944,0.945459,0.892461
3,float,uniform,CPU,"P | P | P | P | D | N",128,48,0.783744,0.00151,0.08413,0.027168,0.954559,0.896552
3,float,uniform,CPU,"P | P | P | P | D | N",128,49,0.856672,0.001491,0.079679,0.028224,1.02282,0.966066
3,float,uniform,CPU,"P | P | P | P | D | N",128,50,0.783776,0.001479,0.0783,0.028128,0.947589,0.891683
3,float,uniform,CPU,"P | P | P | P | D | N",128,51,0.787168,0.001539,0.078439,0.028576,0.952649,0.895722
3,float,uniform,CPU,"P | P | P | P | D | N",128,52,0.770976,0.00157,0.07783,0.028288,0.932189,0.878664
3,float,uniform,CPU,"P | P | P | P | D | N",128,53,0.828928,0.00159,0.078598,0.028992,0.991838,0.938108
3,float,uniform,CPU,"P | P | P | P | D | N",128,54,0.783968,0.00146,0.078359,0.030176,0.946669,0.893963
3,float,uniform,CPU,"P | P | P | P | D | N",128,55,0.998688,0.00156,0.07853,0.028704,1.16192,1.10748
3,float,uniform,CPU,"P | P | P | P | D | N",128,56,0.796,0.00161,0.078768,0.029824,0.961379,0.906202
3,float,uniform,CPU,"P | P | P | P | D | N",128,57,0.882432,0.0017,0.07865,0.030208,1.04808,0.99299
3,float,uniform,CPU,"P | P | P | P | D | N",128,58,0.785632,0.001619,0.078579,0.027712,0.94914,0.893542
3,float,uniform,CPU,"P | P | P | P | D | N",128,59,0.782816,0.001549,0.078339,0.029088,0.948539,0.891792
3,float,uniform,CPU,"P | P | P | P | D | N",128,60,0.847648,0.00152,0.071499,0.02928,0.997218,0.949947
3,float,uniform,CPU,"P | P | P | P | D | N",128,61,0.783616,0.00164,0.07828,0.029152,0.948679,0.892688
3,float,uniform,CPU,"P | P | P | P | D | N",128,62,0.789216,0.00157,0.07922,0.030976,0.955799,0.900982
3,float,uniform,CPU,"P | P | P | P | D | N",128,63,0.779232,0.00155,0.07791,0.02976,0.941669,0.888452
3,float,uniform,CPU,"P | P | P | P | D | N",128,64,0.791008,0.0016,0.077939,0.027904,0.95236,0.898451
3,float,uniform,CPU,"P | P | P | P | D | N",128,65,0.777632,0.001591,0.070979,0.031072,0.92614,0.881274
3,float,uniform,CPU,"P | P | P | P | D | N",128,66,0.806784,0.00164,0.079029,0.027904,0.975129,0.915357
3,float,uniform,CPU,"P | P | P | P | D | N",128,67,0.83968,0.00153,0.079028,0.027456,1.00425,0.947694
3,float,uniform,CPU,"P | P | P | P | D | N",128,68,0.7776,0.00155,0.123239,0.029088,0.985119,0.931477
3,float,uniform,CPU,"P | P | P | P | D | N",128,69,0.818016,0.00153,0.078378,0.030496,0.982719,0.92842
3,float,uniform,CPU,"P | P | P | P | D | N",128,70,0.780416,0.00155,0.08311,0.028384,0.948739,0.89346
3,float,uniform,CPU,"P | P | P | P | D | N",128,71,0.787424,0.00157,0.081208,0.027904,0.952039,0.898106
3,float,uniform,CPU,"P | P | P | P | D | N",128,72,0.871552,0.001499,0.078178,0.028736,1.03472,0.979965
3,float,uniform,CPU,"P | P | P | P | D | N",128,73,0.79408,0.001579,0.078629,0.029408,0.961019,0.903696
3,float,uniform,CPU,"P | P | P | P | D | N",128,74,0.80912,0.00206,0.087899,0.03664,1.0172,0.935719
3,float,uniform,CPU,"P | P | P | P | D | N",192,0,3.0879,0.002161,0.167369,0.076864,3.41548,3.3343
3,float,uniform,CPU,"P | P | P | P | D | N",192,1,2.71968,0.002149,0.164777,0.085152,3.03521,2.97176
3,float,uniform,CPU,"P | P | P | P | D | N",192,2,2.74573,0.00217,0.167527,0.084384,3.08296,2.99981
3,float,uniform,CPU,"P | P | P | P | D | N",192,3,2.60746,0.00214,0.167506,0.085856,2.94779,2.86296
3,float,uniform,CPU,"P | P | P | P | D | N",192,4,2.58544,0.00213,0.166917,0.090176,2.92854,2.84466
3,float,uniform,CPU,"P | P | P | P | D | N",192,5,2.74176,0.001921,0.16498,0.084416,3.05683,2.99308
3,float,uniform,CPU,"P | P | P | P | D | N",192,6,2.59965,0.00171,0.165678,0.084928,2.92525,2.85196
3,float,uniform,CPU,"P | P | P | P | D | N",192,7,2.61834,0.00175,0.16354,0.083808,2.92723,2.86743
3,float,uniform,CPU,"P | P | P | P | D | N",192,8,2.6489,0.001809,0.161778,0.081632,2.95868,2.89411
3,float,uniform,CPU,"P | P | P | P | D | N",192,9,2.64477,0.00195,0.164078,0.082432,2.95551,2.89323
3,float,uniform,CPU,"P | P | P | P | D | N",192,10,2.85952,0.001751,0.163939,0.079104,3.16675,3.10431
3,float,uniform,CPU,"P | P | P | P | D | N",192,11,2.67482,0.0021,0.168826,0.087232,3.0143,2.93297
3,float,uniform,CPU,"P | P | P | P | D | N",192,12,2.58486,0.00229,0.167299,0.086304,2.92279,2.84076
3,float,uniform,CPU,"P | P | P | P | D | N",192,13,2.56618,0.001779,0.163506,0.08592,2.88694,2.81738
3,float,uniform,CPU,"P | P | P | P | D | N",192,14,2.62218,0.001711,0.162716,0.083616,2.92974,2.87022
3,float,uniform,CPU,"P | P | P | P | D | N",192,15,2.59568,0.00183,0.165557,0.082496,2.91471,2.84556
3,float,uniform,CPU,"P | P | P | P | D | N",192,16,2.69917,0.00179,0.163787,0.081696,3.00672,2.94644
3,float,uniform,CPU,"P | P | P | P | D | N",192,17,2.69302,0.00217,0.168957,0.08576,3.0374,2.94991
3,float,uniform,CPU,"P | P | P | P | D | N",192,18,2.57299,0.00214,0.1633,0.083744,2.89063,2.82218
3,float,uniform,CPU,"P | P | P | P | D | N",192,19,2.67088,0.001829,0.164778,0.083296,2.98165,2.92078
3,float,uniform,CPU,"P | P | P | P | D | N",192,20,2.73613,0.001829,0.16246,0.080896,3.04177,2.98131
3,float,uniform,CPU,"P | P | P | P | D | N",192,21,2.72701,0.001729,0.164187,0.08096,3.03365,2.97388
3,float,uniform,CPU,"P | P | P | P | D | N",192,22,2.58362,0.001659,0.162059,0.081408,2.88882,2.82874
3,float,uniform,CPU,"P | P | P | P | D | N",192,23,2.67872,0.00153,0.16365,0.083168,2.98819,2.92707
3,float,uniform,CPU,"P | P | P | P | D | N",192,24,2.58419,0.001741,0.160389,0.078304,2.88729,2.82463
3,float,uniform,CPU,"P | P | P | P | D | N",192,25,2.61299,0.002211,0.167397,0.084384,2.95226,2.86698
3,float,uniform,CPU,"P | P | P | P | D | N",192,26,2.67059,0.00192,0.162906,0.085184,2.98633,2.9206
3,float,uniform,CPU,"P | P | P | P | D | N",192,27,2.63942,0.00209,0.16859,0.087392,2.98125,2.8975
3,float,uniform,CPU,"P | P | P | P | D | N",192,28,2.76541,0.002111,0.164897,0.083168,3.08855,3.01558
3,float,uniform,CPU,"P | P | P | P | D | N",192,29,2.67744,0.00177,0.162768,0.07984,2.98051,2.92182
3,float,uniform,CPU,"P | P | P | P | D | N",192,30,2.63526,0.001741,0.165026,0.08352,2.95595,2.88555
3,float,uniform,CPU,"P | P | P | P | D | N",192,31,2.5671,0.002211,0.170046,0.084288,2.90773,2.82365
3,float,uniform,CPU,"P | P | P | P | D | N",192,32,2.62714,0.0019,0.168056,0.084608,2.96253,2.8817
3,float,uniform,CPU,"P | P | P | P | D | N",192,33,2.57264,0.002139,0.16745,0.084352,2.89062,2.82658
3,float,uniform,CPU,"P | P | P | P | D | N",192,34,2.60006,0.002389,0.165276,0.0848,2.92703,2.85253
3,float,uniform,CPU,"P | P | P | P | D | N",192,35,2.69478,0.002109,0.162298,0.088896,3.02257,2.94809
3,float,uniform,CPU,"P | P | P | P | D | N",192,36,2.61005,0.00189,0.165756,0.084928,2.93527,2.86262
3,float,uniform,CPU,"P | P | P | P | D | N",192,37,2.64685,0.00206,0.16218,0.088448,2.97608,2.89954
3,float,uniform,CPU,"P | P | P | P | D | N",192,38,2.67341,0.001759,0.165367,0.081088,2.98406,2.92162
3,float,uniform,CPU,"P | P | P | P | D | N",192,39,2.67357,0.001931,0.163647,0.0824,2.98332,2.92155
3,float,uniform,CPU,"P | P | P | P | D | N",192,40,2.62582,0.00209,0.167798,0.086336,2.96626,2.88205
3,float,uniform,CPU,"P | P | P | P | D | N",192,41,2.60813,0.002,0.16221,0.08352,2.91718,2.85586
3,float,uniform,CPU,"P | P | P | P | D | N",192,42,2.60726,0.002059,0.168058,0.083968,2.94118,2.86135
3,float,uniform,CPU,"P | P | P | P | D | N",192,43,2.58749,0.00247,0.17385,0.088992,2.93592,2.8528
3,float,uniform,CPU,"P | P | P | P | D | N",192,44,2.66675,0.00219,0.16602,0.084832,2.99594,2.91979
3,float,uniform,CPU,"P | P | P | P | D | N",192,45,2.69248,0.002,0.15908,0.087136,2.9952,2.9407
3,float,uniform,CPU,"P | P | P | P | D | N",192,46,2.74973,0.00177,0.16356,0.081184,3.05862,2.99624
3,float,uniform,CPU,"P | P | P | P | D | N",192,47,2.59171,0.0017,0.16926,0.087488,2.92516,2.85016
3,float,uniform,CPU,"P | P | P | P | D | N",192,48,2.59686,0.00169,0.162898,0.083104,2.90825,2.84456
3,float,uniform,CPU,"P | P | P | P | D | N",192,49,2.63373,0.00211,0.167516,0.084608,2.97205,2.88796
3,float,uniform,CPU,"P | P | P | P | D | N",192,50,2.60259,0.002189,0.166237,0.086304,2.93497,2.85732
3,float,uniform,CPU,"P | P | P | P | D | N",192,51,2.69245,0.002,0.16681,0.086144,3.0151,2.9474
3,float,uniform,CPU,"P | P | P | P | D | N",192,52,2.57766,0.00207,0.169916,0.085632,2.91827,2.83528
3,float,uniform,CPU,"P | P | P | P | D | N",192,53,2.70573,0.00181,0.16422,0.081888,3.01503,2.95365
3,float,uniform,CPU,"P | P | P | P | D | N",192,54,2.66902,0.00156,0.1616,0.079008,2.9727,2.91119
3,float,uniform,CPU,"P | P | P | P | D | N",192,55,2.59331,0.00172,0.167796,0.085024,2.92148,2.84785
3,float,uniform,CPU,"P | P | P | P | D | N",192,56,2.66358,0.00173,0.16314,0.085248,2.97414,2.9137
3,float,uniform,CPU,"P | P | P | P | D | N",192,57,2.62598,0.002329,0.167386,0.084352,2.96523,2.88005
3,float,uniform,CPU,"P | P | P | P | D | N",192,58,2.66774,0.00196,0.159697,0.082688,2.97144,2.91209
3,float,uniform,CPU,"P | P | P | P | D | N",192,59,2.65158,0.00198,0.167799,0.084384,2.9857,2.90575
3,float,uniform,CPU,"P | P | P | P | D | N",192,60,2.60867,0.001989,0.165629,0.082048,2.92423,2.85834
3,float,uniform,CPU,"P | P | P | P | D | N",192,61,2.74534,0.00171,0.16359,0.08336,3.05409,2.994
3,float,uniform,CPU,"P | P | P | P | D | N",192,62,2.65011,0.00169,0.156467,0.086976,2.95026,2.89525
3,float,uniform,CPU,"P | P | P | P | D | N",192,63,2.59104,0.002039,0.167686,0.085408,2.92864,2.84617
3,float,uniform,CPU,"P | P | P | P | D | N",192,64,2.64394,0.00208,0.168878,0.085184,2.98414,2.90008
3,float,uniform,CPU,"P | P | P | P | D | N",192,65,2.76163,0.001911,0.165868,0.085888,3.08346,3.0153
3,float,uniform,CPU,"P | P | P | P | D | N",192,66,2.68893,0.001809,0.161137,0.080768,2.9926,2.93264
3,float,uniform,CPU,"P | P | P | P | D | N",192,67,2.58912,0.00179,0.1657,0.084832,2.91272,2.84144
3,float,uniform,CPU,"P | P | P | P | D | N",192,68,2.73158,0.00219,0.16428,0.083296,3.04523,2.98135
3,float,uniform,CPU,"P | P | P | P | D | N",192,69,2.70064,0.001821,0.163806,0.082176,3.01074,2.94844
3,float,uniform,CPU,"P | P | P | P | D | N",192,70,2.67229,0.00195,0.160677,0.083904,2.9772,2.91882
3,float,uniform,CPU,"P | P | P | P | D | N",192,71,2.62474,0.00153,0.163658,0.082432,2.94203,2.87236
3,float,uniform,CPU,"P | P | P | P | D | N",192,72,2.61046,0.00209,0.168489,0.083008,2.94829,2.86405
3,float,uniform,CPU,"P | P | P | P | D | N",192,73,2.57558,0.00207,0.168486,0.086848,2.92293,2.83299
3,float,uniform,CPU,"P | P | P | P | D | N",192,74,2.63053,0.00165,0.16182,0.083296,2.93904,2.87729
3,float,uniform,CPU,"P | P | P | P | D | N",256,0,7.56992,0.002109,0.466654,0.302112,8.43026,8.3408
3,float,uniform,CPU,"P | P | P | P | D | N",256,1,7.30397,0.00204,0.464124,0.302752,8.15766,8.07288
3,float,uniform,CPU,"P | P | P | P | D | N",256,2,7.044,0.002119,0.459286,0.308224,7.89167,7.81363
3,float,uniform,CPU,"P | P | P | P | D | N",256,3,7.20634,0.0021,0.460636,0.3088,8.06719,7.97787
3,float,uniform,CPU,"P | P | P | P | D | N",256,4,7.02867,0.00222,0.457914,0.306944,7.86712,7.79575
3,float,uniform,CPU,"P | P | P | P | D | N",256,5,7.21715,0.002491,0.459594,0.301312,8.05083,7.98055
3,float,uniform,CPU,"P | P | P | P | D | N",256,6,6.95552,0.00222,0.463176,0.305568,7.79823,7.72648
3,float,uniform,CPU,"P | P | P | P | D | N",256,7,7.18013,0.002031,0.459595,0.303104,8.01436,7.94486
3,float,uniform,CPU,"P | P | P | P | D | N",256,8,7.03738,0.002049,0.463674,0.302688,7.88969,7.80579
