dim,precision,solver_type,api,bc_name,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",192,66,2.59846,0.00185,0.15877,0.075456,2.89375,2.83454
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",192,67,2.62154,0.00171,0.159757,0.078848,2.91972,2.86185
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",192,68,2.61491,0.00167,0.158529,0.074112,2.90723,2.84922
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",192,69,2.55757,0.001629,0.157469,0.075392,2.85002,2.79206
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",192,70,2.57053,0.00171,0.15882,0.076864,2.86559,2.80792
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",192,71,2.63706,0.00194,0.156698,0.073408,2.9244,2.8691
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",192,72,2.57994,0.002049,0.159457,0.07968,2.88118,2.82112
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",192,73,2.59414,0.001699,0.15932,0.07648,2.88862,2.83164
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",192,74,2.57203,0.00168,0.158707,0.07696,2.87059,2.80938
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",256,0,6.96102,0.00247,0.480605,0.31344,7.85874,7.75754
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",256,1,6.42323,0.00239,0.471694,0.307584,7.27186,7.2049
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",256,2,6.8079,0.0024,0.511363,0.30528,7.69476,7.62695
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",256,3,6.38272,0.00217,0.477685,0.307072,7.24377,7.16965
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",256,4,6.98656,0.002311,0.483074,0.305984,7.86601,7.77793
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",256,5,6.3976,0.002199,0.471234,0.31312,7.25289,7.18415
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",256,6,6.4369,0.00229,0.476004,0.311904,7.30275,7.22709
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",256,7,6.41667,0.00212,0.474045,0.307424,7.2738,7.20026
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",256,8,6.31446,0.00226,0.473395,0.309344,7.16748,7.09946
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",256,9,6.34019,0.001871,0.478934,0.309248,7.20076,7.13024
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",256,10,6.4399,0.00215,0.473026,0.31344,7.29791,7.22852
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",256,11,6.31485,0.00243,0.472665,0.307488,7.16823,7.09743
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",256,12,6.7593,0.00261,0.478466,0.306336,7.6143,7.54671
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",256,13,6.60016,0.002448,0.475864,0.307712,7.46129,7.38618
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",256,14,6.58931,0.00232,0.475036,0.307584,7.44649,7.37425
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",256,15,6.47302,0.00216,0.477944,0.3072,7.3284,7.26033
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",256,16,6.49776,0.00237,0.473834,0.307392,7.3476,7.28136
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",256,17,6.47776,0.002401,0.475084,0.309056,7.34049,7.2643
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",256,18,6.41424,0.00233,0.476235,0.306976,7.26826,7.19978
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",256,19,6.52064,0.0025,0.474415,0.30816,7.37458,7.30571
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",256,20,6.54493,0.00222,0.479725,0.305696,7.40294,7.33257
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",256,21,6.47674,0.00233,0.471576,0.307296,7.32379,7.25794
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",256,22,6.68515,0.00227,0.474175,0.307072,7.54021,7.46867
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",256,23,6.66358,0.0024,0.476335,0.310176,7.51965,7.45249
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",256,24,6.6977,0.00214,0.472375,0.309632,7.54828,7.48184
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",256,25,6.41578,0.00214,0.474275,0.308544,7.2716,7.20074
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",256,26,6.40666,0.00218,0.475264,0.304704,7.25761,7.1888
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",256,27,6.42131,0.002281,0.470545,0.30928,7.27143,7.20342
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",256,28,6.36653,0.00253,0.477296,0.307168,7.22535,7.15352
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",256,29,6.37235,0.0021,0.467834,0.306752,7.21361,7.14904
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",256,30,6.73779,0.00227,0.478795,0.30896,7.59264,7.52782
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",256,31,6.34147,0.00228,0.483785,0.311296,7.21012,7.13883
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",256,32,6.31958,0.00227,0.479824,0.30432,7.17143,7.106
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",256,33,6.42253,0.00255,0.474635,0.309344,7.27592,7.20906
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",256,34,6.43971,0.00224,0.476874,0.309952,7.30183,7.22878
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",256,35,6.41002,0.001979,0.477464,0.308832,7.26472,7.19829
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",256,36,6.3767,0.00224,0.472005,0.308288,7.22715,7.15924
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",256,37,6.46714,0.00242,0.473613,0.305312,7.31915,7.24848
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",256,38,6.51952,0.0022,0.475863,0.307104,7.37057,7.30469
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",256,39,6.31661,0.00231,0.469375,0.30992,7.15982,7.09821
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",256,40,6.36134,0.00245,0.473425,0.308064,7.21616,7.14528
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",256,41,6.48298,0.001919,0.473074,0.309664,7.33312,7.26763
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",256,42,6.4609,0.00249,0.476204,0.306304,7.31761,7.24589
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",256,43,6.40115,0.0022,0.473674,0.303744,7.24952,7.18077
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",256,44,6.62166,0.00229,0.470134,0.308512,7.4699,7.4026
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",256,45,6.47952,0.00228,0.477004,0.308864,7.34596,7.26767
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",256,46,6.36464,0.00237,0.473634,0.306304,7.21398,7.14695
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",256,47,6.40064,0.00219,0.471004,0.305824,7.24614,7.17966
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",256,48,6.59571,0.00228,0.474695,0.305216,7.45186,7.3779
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",256,49,6.68736,0.002551,0.479744,0.311936,7.56597,7.48159
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",256,50,6.52774,0.002371,0.475005,0.306848,7.37786,7.31197
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",256,51,6.38742,0.00235,0.475305,0.308064,7.24285,7.17314
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",256,52,6.39549,0.002179,0.483214,0.308416,7.25762,7.1893
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",256,53,6.9672,0.00236,0.479604,0.306624,7.8372,7.75579
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",256,54,6.48294,0.0023,0.471675,0.309504,7.33615,7.26642
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",256,55,6.47834,0.00226,0.474055,0.30976,7.3316,7.26441
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",256,56,6.37869,0.00221,0.475415,0.3048,7.23007,7.16111
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",256,57,6.53859,0.0023,0.476884,0.3056,7.39503,7.32338
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",256,58,6.36822,0.00232,0.474105,0.307968,7.21991,7.15262
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",256,59,7.00509,0.002439,0.479204,0.308224,7.88063,7.79496
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",256,60,6.3759,0.00228,0.475614,0.306944,7.23358,7.16074
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",256,61,6.33958,0.00207,0.473854,0.30608,7.18784,7.12159
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",256,62,6.53824,0.00206,0.474145,0.307232,7.38896,7.32168
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",256,63,6.43411,0.00237,0.475805,0.309152,7.29061,7.22144
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",256,64,6.56778,0.00216,0.473295,0.308576,7.42242,7.35181
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",256,65,6.57005,0.002259,0.475514,0.30832,7.42145,7.35614
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",256,66,6.56378,0.002381,0.473694,0.305184,7.41524,7.34503
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",256,67,6.51581,0.00228,0.470064,0.306592,7.35701,7.29474
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",256,68,6.34314,0.002342,0.473835,0.307136,7.19465,7.12645
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",256,69,6.50621,0.00236,0.475275,0.308672,7.36162,7.29251
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",256,70,6.34992,0.002271,0.473945,0.309984,7.20492,7.13612
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",256,71,6.49862,0.00225,0.473025,0.309696,7.35243,7.2836
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",256,72,6.93197,0.00234,0.475865,0.308672,7.78953,7.71884
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",256,73,6.54886,0.00234,0.477975,0.310208,7.42302,7.33939
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",256,74,6.41642,0.00237,0.473874,0.305312,7.26569,7.19797
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",320,0,14.2194,0.00223,1.83724,0.875328,17.0238,16.9342
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",320,1,12.9522,0.002279,1.82281,0.875424,15.7336,15.6527
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",320,2,13.8527,0.00223,1.83506,0.876928,16.6465,16.5669
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",320,3,13.101,0.00222,1.82402,0.880544,15.8856,15.8078
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",320,4,13.0556,0.002091,1.81998,0.872416,15.8218,15.7501
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",320,5,13.5467,0.00242,1.85544,0.876736,16.3617,16.2813
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",320,6,13.0637,0.002379,1.81777,0.875776,15.8319,15.7596
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",320,7,13.4961,0.00216,1.82854,0.879744,16.2827,16.2066
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",320,8,14.1623,0.00224,1.83172,0.879008,16.9647,16.8752
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",320,9,14.3113,0.00224,1.83211,0.876192,17.1018,17.0219
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",320,10,13.2468,0.002448,1.81788,0.871968,16.011,15.9391
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",320,11,13.546,0.00234,1.82603,0.873408,16.3221,16.2478
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",320,12,13.5995,0.002109,1.82289,0.879328,16.3788,16.3038
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",320,13,14.2517,0.00242,1.83673,0.879776,17.0537,16.9706
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",320,14,13.5094,0.00194,1.81973,0.873344,16.2767,16.2044
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",320,15,13.3118,0.00237,1.83088,0.875008,16.0965,16.0201
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",320,16,13.3365,0.00202,1.82579,0.872736,16.1086,16.037
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",320,17,13.085,0.00205,1.83102,0.874336,15.8668,15.7924
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",320,18,13.5425,0.00215,1.82577,0.875872,16.3242,16.2463
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",320,19,13.6914,0.002449,1.82949,0.873824,16.5206,16.3971
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",320,20,13.0805,0.00234,1.82689,0.877376,15.8686,15.7871
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",320,21,14.0898,0.00228,1.82923,0.88016,16.893,16.8015
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",320,22,13.1323,0.00235,1.82768,0.874528,15.9141,15.8369
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",320,23,14.5136,0.002259,1.82929,0.878208,17.3028,17.2233
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",320,24,13.3744,0.00231,1.83525,0.874528,16.1642,16.0865
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",320,25,13.4499,0.002369,1.82944,0.877888,16.2371,16.1596
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",320,26,13.1753,0.00235,1.83507,0.883456,15.976,15.8962
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",320,27,13.4666,0.002319,1.83021,0.87456,16.2477,16.1737
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",320,28,13.6512,0.002291,1.82869,0.879264,16.4431,16.3615
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",320,29,13.487,0.001959,1.81542,0.867968,16.2397,16.1723
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",320,30,13.7569,0.00215,1.82429,0.875776,16.5323,16.4591
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",320,31,13.2373,0.002119,1.8182,0.87152,16.0015,15.9291
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",320,32,13.4201,0.00199,1.82071,0.876256,16.1922,16.1191
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",320,33,13.1942,0.00203,1.82375,0.875424,15.9697,15.8954
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",320,34,14.2362,0.00207,1.82466,0.878592,17.0209,16.9415
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",320,35,13.0693,0.00247,1.82502,0.87616,15.8504,15.7729
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",320,36,14.2296,0.00237,1.8295,0.875392,17.0119,16.9368
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",320,37,13.3775,0.002159,1.82976,0.876448,16.1662,16.0859
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",320,38,14.0782,0.002239,1.8257,0.89312,16.8775,16.7992
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",320,39,12.8261,0.00252,1.83606,0.874976,15.6193,15.5396
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",320,40,13.9555,0.002179,1.81756,0.877344,16.7291,16.6526
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",320,41,14.2037,0.002141,1.83582,0.872832,17.0003,16.9145
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",320,42,13.4398,0.00231,1.82261,0.87136,16.2072,16.1361
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",320,43,13.8073,0.0021,1.82335,0.873696,16.5752,16.5064
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",320,44,13.468,0.00219,1.82219,0.873824,16.24,16.1662
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",320,45,13.0953,0.00201,1.82348,0.872704,15.8623,15.7935
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",320,46,13.157,0.0021,1.81937,0.872448,15.9266,15.8509
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",320,47,13.6662,0.002121,1.82548,0.874656,16.4425,16.3685
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",320,48,13.2326,0.00206,1.8201,0.873344,16.0027,15.9281
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",320,49,13.1492,0.00213,1.83057,0.884192,15.9403,15.866
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",320,50,13.76,0.00204,1.81885,0.876288,16.5267,16.4572
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",320,51,13.6099,0.00228,1.81821,0.873248,16.3759,16.3036
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",320,52,13.3105,0.002131,1.8208,0.874528,16.0783,16.008
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",320,53,13.135,0.00212,1.8223,0.87536,15.9097,15.8348
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",320,54,14.11,0.00256,1.82687,0.891712,16.9093,16.8311
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",320,55,13.5025,0.00214,1.82135,0.877248,16.2799,16.2033
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",320,56,13.7355,0.0026,1.82565,0.879648,16.532,16.4434
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",320,57,13.643,0.00196,1.82595,0.874208,16.4167,16.3451
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",320,58,13.0147,0.00198,1.82268,0.877536,15.7912,15.7169
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",320,59,13.3104,0.00211,1.81702,0.87088,16.0653,16.0004
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",320,60,13.3171,0.002381,1.83277,0.874176,16.1099,16.0264
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",320,61,13.3547,0.002161,1.83148,0.878432,16.1449,16.0668
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",320,62,13.7704,0.002302,1.82817,0.873472,16.5524,16.4743
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",320,63,13.0767,0.00244,1.8374,0.877248,15.8733,15.7938
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",320,64,13.414,0.00259,1.83207,0.89552,16.2426,16.1442
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",320,65,13.3723,0.00254,1.82687,0.874336,16.1565,16.076
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",320,66,13.763,0.002479,1.82486,0.879488,16.5468,16.4698
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",320,67,14.234,0.00228,1.83012,0.89552,17.0536,16.9619
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",320,68,13.6122,0.00255,1.83638,0.878528,16.4117,16.3296
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",320,69,13.2046,0.00191,1.82376,0.871072,15.975,15.9013
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",320,70,14.3592,0.00226,1.82551,0.874336,17.1496,17.0613
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",320,71,12.9237,0.00233,1.82311,0.89072,15.73,15.6398
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",320,72,13.0406,0.0022,1.83083,0.875904,15.8281,15.7496
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",320,73,13.3685,0.00211,1.83731,0.873696,16.1614,16.0816
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",320,74,13.1884,0.002209,1.82224,0.876192,15.9663,15.889
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",384,0,23.2082,0.00245,3.28674,1.56317,28.1538,28.0605
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",384,1,23.339,0.002271,3.28995,1.56851,28.3012,28.1998
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",384,2,23.4839,0.00227,3.30237,1.56006,28.443,28.3486
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",384,3,23.3676,0.002279,3.29751,1.54947,28.307,28.2169
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",384,4,23.2814,0.002381,3.2948,1.56451,28.2379,28.1431
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",384,5,23.3928,0.00228,3.3017,1.57987,28.3718,28.2766
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",384,6,23.3051,0.00236,3.29935,1.54982,28.2536,28.1566
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",384,7,23.3998,0.002279,3.30281,1.55248,28.3514,28.2574
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",384,8,23.2871,0.00254,3.29545,1.55398,28.2287,28.1391
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",384,9,23.5634,0.00239,3.30191,1.55126,28.5118,28.4189
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",384,10,23.2473,0.00236,3.30153,1.55123,28.1958,28.1024
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",384,11,23.3859,0.00252,3.30357,1.55206,28.3391,28.244
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",384,12,23.2832,0.002172,3.30675,1.55178,28.2353,28.1439
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",384,13,23.2978,0.002382,3.2983,1.55309,28.2413,28.1516
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",384,14,23.3041,0.00232,3.30138,1.54902,28.25,28.1568
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",384,15,23.0716,0.002429,3.30274,1.55226,28.0219,27.9291
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",384,16,23.4631,0.00239,3.30169,1.54896,28.4063,28.3161
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",384,17,23.4468,0.00236,3.29845,1.55008,28.3903,28.2977
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",384,18,23.47,0.00244,3.29855,1.5607,28.4201,28.3317
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",384,19,23.3505,0.00225,3.28569,1.56387,28.2911,28.2023
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",384,20,23.4244,0.00251,3.29956,1.5577,28.3791,28.2842
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",384,21,23.3077,0.00223,3.2977,1.54941,28.2475,28.1571
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",384,22,23.1194,0.0023,3.30387,1.5624,28.0887,27.988
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",384,23,23.2097,0.00242,3.29722,1.55238,28.1546,28.0617
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",384,24,23.4164,0.00252,3.30249,1.55181,28.3681,28.2732
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",384,25,23.1876,0.00232,3.31074,1.55203,28.1456,28.0527
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",384,26,23.6771,0.00219,3.2893,1.56429,28.6255,28.5329
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",384,27,23.3683,0.002599,3.2979,1.54714,28.3079,28.2159
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",384,28,23.187,0.00249,3.30235,1.55488,28.1385,28.0468
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",384,29,23.1705,0.00218,3.30286,1.55571,28.1241,28.0313
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",384,30,23.3964,0.00238,3.297,1.55302,28.3413,28.2489
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",384,31,23.2011,0.00239,3.29139,1.56902,28.1541,28.0639
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",384,32,23.342,0.00241,3.30318,1.55085,28.2903,28.1984
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",384,33,23.093,0.00231,3.30071,1.55939,28.0451,27.9554
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",384,34,23.1954,0.002371,3.30398,1.54944,28.1422,28.0512
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",384,35,23.5465,0.0024,3.28732,1.56115,28.4889,28.3974
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",384,36,23.4639,0.00225,3.29804,1.54922,28.404,28.3134
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",384,37,23.4368,0.00227,3.30174,1.55184,28.385,28.2927
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",384,38,23.2347,0.00222,3.30318,1.5512,28.1871,28.0913
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",384,39,23.4207,0.00252,3.30063,1.54954,28.3634,28.2734
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",384,40,23.4922,0.002321,3.29879,1.55443,28.4367,28.3477
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",384,41,23.6583,0.00214,3.30054,1.54998,28.6122,28.5109
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",384,42,23.5335,0.00237,3.30132,1.56474,28.497,28.402
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",384,43,23.3416,0.00237,3.30119,1.55162,28.288,28.1968
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",384,44,23.1919,0.00243,3.30223,1.55117,28.1382,28.0478
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",384,45,22.9044,0.00248,3.30069,1.55485,27.8616,27.7624
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",384,46,23.3381,0.00245,3.30008,1.5488,28.2825,28.1894
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",384,47,23.4164,0.00248,3.3041,1.55206,28.371,28.275
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",384,48,23.4834,0.00226,3.30259,1.55187,28.4306,28.3401
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",384,49,23.4823,0.00268,3.30521,1.54874,28.437,28.339
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",384,50,23.3753,0.002332,3.30095,1.54944,28.3169,28.228
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",384,51,23.2948,0.00235,3.30029,1.54819,28.2369,28.1456
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",384,52,23.626,0.00237,3.30271,1.54592,28.5694,28.477
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",384,53,23.7117,0.00224,3.29832,1.55098,28.6546,28.5633
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",384,54,23.3468,0.00228,3.31279,1.57187,28.3274,28.2338
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",384,55,23.3414,0.00223,3.30001,1.55078,28.2889,28.1944
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",384,56,23.5205,0.00236,3.30432,1.54883,28.4679,28.376
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",384,57,23.2977,0.00232,3.2991,1.5521,28.2447,28.1512
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",384,58,23.0956,0.002521,3.29917,1.56758,28.0529,27.9649
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",384,59,23.5929,0.002239,3.30404,1.57446,28.5653,28.4736
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",384,60,23.3694,0.00232,3.30281,1.5607,28.3278,28.2353
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",384,61,23.4878,0.002441,3.28922,1.56925,28.4446,28.3487
