dim,precision,solver_type,api,bc_name,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",192,52,0.067744,0.00176,0.169569,0.089696,0.388136,0.328769
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",192,53,0.053856,0.00177,0.162509,0.08528,0.370786,0.303415
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",192,54,0.057152,0.00173,0.161748,0.0848,0.366626,0.30543
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",192,55,0.068544,0.00211,0.168737,0.090592,0.394865,0.329983
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",192,56,0.05552,0.001801,0.163938,0.082144,0.367046,0.303403
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",192,57,0.064384,0.0018,0.166128,0.08896,0.384116,0.321272
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",192,58,0.074368,0.00202,0.169997,0.092448,0.401486,0.338833
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",192,59,0.055104,0.00155,0.163818,0.085696,0.368776,0.306168
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",192,60,0.079072,0.00216,0.170217,0.088896,0.406006,0.340345
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",192,61,0.062432,0.00167,0.164569,0.08928,0.380736,0.317951
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",192,62,0.053088,0.00155,0.160878,0.083008,0.366436,0.298524
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",192,63,0.072288,0.00207,0.168868,0.092352,0.399185,0.335578
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",192,64,0.051936,0.00177,0.162799,0.089824,0.370956,0.306329
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",192,65,0.060384,0.00214,0.164979,0.08704,0.377226,0.314543
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",192,66,0.067712,0.001941,0.167037,0.085728,0.391056,0.322418
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",192,67,0.052384,0.00184,0.164309,0.083136,0.364246,0.301669
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",192,68,0.052672,0.00161,0.16195,0.086752,0.366195,0.302984
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",192,69,0.056064,0.00171,0.167017,0.082112,0.370336,0.306903
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",192,70,0.06464,0.00214,0.160928,0.088128,0.375496,0.315836
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",192,71,0.052064,0.00182,0.161568,0.084448,0.361565,0.2999
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",192,72,0.071104,0.00209,0.166508,0.093216,0.396205,0.332918
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",192,73,0.055488,0.001611,0.162198,0.083072,0.365976,0.302369
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",192,74,0.069248,0.001969,0.167437,0.088608,0.392296,0.327262
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",256,0,0.127936,0.00196,0.392417,0.299008,0.88716,0.821321
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",256,1,0.154048,0.002101,0.392755,0.301664,0.91781,0.850568
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",256,2,0.158336,0.001862,0.391504,0.29936,0.93319,0.851062
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",256,3,0.156736,0.002018,0.392905,0.298464,0.916859,0.850123
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",256,4,0.152032,0.00211,0.393135,0.296288,0.911649,0.843565
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",256,5,0.150112,0.00193,0.392886,0.29984,0.91175,0.844768
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",256,6,0.152544,0.002049,0.392795,0.301792,0.915729,0.84918
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",256,7,0.15344,0.00186,0.395566,0.302784,0.923519,0.85365
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",256,8,0.149184,0.00196,0.392776,0.298496,0.91654,0.842416
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",256,9,0.153888,0.002152,0.393107,0.297984,0.91385,0.847131
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",256,10,0.156512,0.00202,0.395986,0.303008,0.925349,0.857526
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",256,11,0.156736,0.00209,0.392585,0.3056,0.92975,0.857011
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",256,12,0.153152,0.002029,0.389926,0.299712,0.9084,0.844819
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",256,13,0.154944,0.002051,0.391546,0.3,0.91667,0.848541
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",256,14,0.148032,0.00189,0.392665,0.304064,0.91275,0.846651
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",256,15,0.154976,0.001899,0.395386,0.302848,0.92468,0.855109
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",256,16,0.157824,0.00204,0.396364,0.30048,0.92316,0.856708
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",256,17,0.14944,0.00217,0.391975,0.30224,0.972569,0.845825
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",256,18,0.151168,0.001991,0.391965,0.302688,0.91665,0.847812
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",256,19,0.156832,0.00209,0.391476,0.301088,0.919569,0.851486
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",256,20,0.155328,0.00207,0.389495,0.30176,0.910729,0.848653
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",256,21,0.149568,0.00211,0.392956,0.301184,0.91318,0.845818
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",256,22,0.149568,0.00182,0.393324,0.301216,0.91357,0.845928
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",256,23,0.157952,0.00201,0.393976,0.301504,0.92977,0.855442
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",256,24,0.158592,0.002011,0.398644,0.301536,0.93021,0.860783
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",256,25,0.152608,0.00186,0.392956,0.300896,0.91821,0.84832
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",256,26,0.150944,0.00204,0.389735,0.30208,0.91184,0.844799
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",256,27,0.154656,0.00198,0.393746,0.30176,0.91975,0.852142
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",256,28,0.150848,0.001879,0.393616,0.29936,0.91214,0.845703
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",256,29,0.149216,0.00215,0.414484,0.30016,0.932249,0.86601
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",256,30,0.157344,0.00182,0.391476,0.30144,0.91983,0.85208
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",256,31,0.151744,0.00193,0.392764,0.299168,0.91477,0.845606
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",256,32,0.153536,0.00195,0.393356,0.301888,0.91777,0.85073
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",256,33,0.152128,0.002131,0.391934,0.299328,0.91291,0.845521
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",256,34,0.151584,0.001859,0.392866,0.29776,0.911889,0.844069
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",256,35,0.154976,0.00187,0.394667,0.298784,0.91863,0.850297
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",256,36,0.15344,0.00205,0.396986,0.30192,0.923559,0.854396
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",256,37,0.150912,0.002151,0.389824,0.299712,0.90993,0.842599
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",256,38,0.155648,0.0021,0.392726,0.302656,0.92101,0.85313
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",256,39,0.156352,0.001949,0.392866,0.30032,0.92121,0.851487
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",256,40,0.155136,0.00187,0.394775,0.29952,0.917849,0.851301
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",256,41,0.154912,0.001921,0.389785,0.300096,0.91477,0.846714
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",256,42,0.155328,0.001981,0.398446,0.296704,0.91853,0.852459
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",256,43,0.1544,0.00191,0.393925,0.301152,0.919759,0.851387
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",256,44,0.152928,0.00185,0.394585,0.299456,0.915569,0.848819
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",256,45,0.155872,0.00205,0.389035,0.29936,0.91383,0.846317
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",256,46,0.156288,0.002,0.395296,0.297632,0.9223,0.851216
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",256,47,0.154688,0.002,0.393746,0.301056,0.920169,0.85149
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",256,48,0.150816,0.00183,0.385246,0.301056,0.89987,0.838948
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",256,49,0.154368,0.00194,0.391855,0.300192,0.91929,0.848355
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",256,50,0.1488,0.001959,0.392126,0.299232,0.90948,0.842117
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",256,51,0.15584,0.00189,0.395066,0.301376,0.928859,0.854172
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",256,52,0.15184,0.001861,0.395596,0.300608,0.916679,0.849905
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",256,53,0.151904,0.002079,0.392116,0.302048,0.914099,0.848147
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",256,54,0.155808,0.00199,0.391966,0.299232,0.91549,0.848996
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",256,55,0.14992,0.00194,0.389515,0.302592,0.91082,0.843967
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",256,56,0.159232,0.00197,0.397985,0.301088,0.93119,0.860275
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",256,57,0.153952,0.00217,0.395386,0.300608,0.918649,0.852116
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",256,58,0.14912,0.002259,0.391825,0.303072,0.91529,0.846276
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",256,59,0.158752,0.002051,0.392534,0.303584,0.92665,0.856921
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",256,60,0.159008,0.00185,0.390526,0.305824,0.92135,0.857208
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",256,61,0.152992,0.00227,0.393796,0.300064,0.91671,0.849122
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",256,62,0.149088,0.00202,0.390556,0.306464,0.91624,0.848128
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",256,63,0.142752,0.002,0.390036,0.29808,0.90259,0.832868
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",256,64,0.147936,0.00223,0.394686,0.299808,0.91142,0.84466
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",256,65,0.147328,0.00193,0.392034,0.297888,0.90636,0.83918
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",256,66,0.155168,0.00208,0.392714,0.300544,0.91833,0.850506
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",256,67,0.153376,0.00177,0.394836,0.298464,0.915509,0.848446
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",256,68,0.151168,0.00183,0.393915,0.303456,0.91835,0.850369
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",256,69,0.154752,0.00213,0.392915,0.300416,0.92312,0.850213
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",256,70,0.15648,0.00212,0.394916,0.300672,0.92207,0.854188
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",256,71,0.160128,0.00213,0.393126,0.300416,0.92495,0.8558
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",256,72,0.156352,0.001981,0.393305,0.299616,0.9179,0.851254
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",256,73,0.150912,0.001871,0.391015,0.30128,0.91306,0.845078
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",256,74,0.1472,0.00184,0.392984,0.300832,0.91093,0.842856
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",320,0,0.386528,0.002301,1.42227,0.854528,2.74083,2.66563
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",320,1,0.387072,0.00224,1.42151,0.852672,2.7414,2.6635
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",320,2,0.385408,0.00227,1.42367,0.858944,2.74585,2.6703
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",320,3,0.391296,0.00204,1.41965,0.856992,2.74866,2.66998
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",320,4,0.38768,0.002481,1.418,0.855744,2.74048,2.66391
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",320,5,0.388064,0.002091,1.42467,0.8584,2.75215,2.67323
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",320,6,0.388576,0.00225,1.42036,0.858528,2.75322,2.66972
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",320,7,0.3912,0.002281,1.42061,0.856,2.74713,2.67009
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",320,8,0.38416,0.00196,1.42041,0.853408,2.73634,2.65994
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",320,9,0.387552,0.00198,1.41997,0.857024,2.75079,2.66653
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",320,10,0.384448,0.002159,1.4209,0.856128,2.73961,2.66364
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",320,11,0.385504,0.00229,1.41891,0.866656,2.75142,2.67336
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",320,12,0.389344,0.0021,1.41984,0.857152,2.74601,2.66843
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",320,13,0.387744,0.00238,1.42343,0.855296,2.75023,2.66885
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",320,14,0.383968,0.00221,1.41998,0.8568,2.74364,2.66296
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",320,15,0.386272,0.00204,1.42139,0.868416,2.75405,2.67812
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",320,16,0.3848,0.00222,1.42317,0.85312,2.73451,2.66331
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",320,17,0.384736,0.00223,1.41935,0.854944,2.73769,2.66126
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",320,18,0.386176,0.00229,1.41834,0.855808,2.73793,2.66262
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",320,19,0.374048,0.00194,1.41644,0.858336,2.71933,2.65077
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",320,20,0.387072,0.00213,1.41803,0.857984,2.74065,2.66522
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",320,21,0.38544,0.0022,1.42268,0.857184,2.74693,2.66751
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",320,22,0.382592,0.00216,1.42249,0.857664,2.74742,2.66491
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",320,23,0.388128,0.00233,1.42005,0.864128,2.75631,2.67464
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",320,24,0.384672,0.002199,1.42145,0.855168,2.74269,2.66349
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",320,25,0.383648,0.002221,1.42368,0.854912,2.74255,2.66446
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",320,26,0.386176,0.00219,1.4187,0.854368,2.8331,2.66144
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",320,27,0.384,0.002319,1.41782,0.868704,2.75083,2.67285
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",320,28,0.387072,0.002231,1.4204,0.857376,2.74362,2.66708
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",320,29,0.383616,0.002151,1.42232,0.857856,2.74349,2.66595
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",320,30,0.386656,0.00207,1.41742,0.863872,2.74466,2.67002
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",320,31,0.386432,0.002159,1.42097,0.859232,2.74747,2.6688
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",320,32,0.386944,0.002101,1.41853,0.858528,2.74174,2.66611
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",320,33,0.38752,0.002201,1.42124,0.857696,2.75069,2.66866
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",320,34,0.384768,0.00198,1.41935,0.856448,2.7381,2.66255
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",320,35,0.384352,0.0021,1.42004,0.854624,2.73856,2.66112
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",320,36,0.382368,0.00212,1.42337,0.857952,2.73969,2.66581
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",320,37,0.383552,0.00209,1.4257,0.856384,2.74218,2.66773
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",320,38,0.385856,0.00221,1.42237,0.856928,2.74571,2.66737
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",320,39,0.373728,0.00178,1.41759,0.856864,2.71769,2.64997
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",320,40,0.385632,0.0021,1.41918,0.85392,2.73966,2.66084
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",320,41,0.38608,0.00216,1.42086,0.855808,2.74464,2.66491
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",320,42,0.369856,0.00169,1.41585,0.85088,2.70318,2.63828
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",320,43,0.38448,0.00206,1.42042,0.858464,2.74308,2.66543
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",320,44,0.386432,0.002131,1.42092,0.860032,2.76481,2.66951
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",320,45,0.385248,0.00198,1.42046,0.857056,2.74786,2.66475
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",320,46,0.386592,0.00227,1.41898,0.857152,2.74129,2.665
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",320,47,0.388096,0.002091,1.42071,0.87568,2.7641,2.68657
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",320,48,0.385888,0.002241,1.41995,0.855008,2.73798,2.66309
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",320,49,0.384192,0.001969,1.42027,0.85488,2.73962,2.66131
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",320,50,0.385344,0.00209,1.42004,0.867168,2.84726,2.67465
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",320,51,0.385248,0.00199,1.41956,0.856736,2.7411,2.66354
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",320,52,0.385696,0.00204,1.41956,0.857216,2.74198,2.66452
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",320,53,0.382752,0.00258,1.41648,0.858496,2.73514,2.66031
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",320,54,0.385728,0.00253,1.42073,0.858176,2.76906,2.66716
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",320,55,0.383776,0.00213,1.41895,0.854144,2.72706,2.659
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",320,56,0.384864,0.00202,1.41905,0.859264,2.74192,2.6652
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",320,57,0.383296,0.00214,1.41976,0.8576,2.74002,2.6628
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",320,58,0.381728,0.0022,1.41953,0.855552,2.73177,2.65901
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",320,59,0.386816,0.00207,1.41765,0.861152,2.74709,2.66769
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",320,60,0.383648,0.002218,1.42023,0.855392,2.73809,2.66149
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",320,61,0.376288,0.00219,1.41659,0.85472,2.71821,2.64979
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",320,62,0.388128,0.00238,1.41832,0.855392,2.73793,2.66422
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",320,63,0.388128,0.00226,1.42114,0.858176,2.7457,2.66971
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",320,64,0.385888,0.00221,1.42228,0.85824,2.74711,2.66862
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",320,65,0.38448,0.002079,1.41792,0.8536,2.73234,2.65808
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",320,66,0.386304,0.00797,1.42136,0.856832,2.75025,2.67247
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",320,67,0.382208,0.00248,1.42285,0.855104,2.73448,2.66265
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",320,68,0.39856,0.00301,1.43025,0.881216,2.8196,2.71303
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",320,69,0.377408,0.001999,1.41778,0.853344,2.72228,2.65053
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",320,70,0.384576,0.002329,1.41944,0.860576,2.76632,2.66692
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",320,71,0.385312,0.00225,1.42543,0.856416,2.74664,2.66941
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",320,72,0.388832,0.00233,1.42172,0.858848,2.74847,2.67173
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",320,73,0.387392,0.00213,1.41865,0.86064,2.75167,2.66881
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",320,74,0.386432,0.00209,1.42128,0.85312,2.74029,2.66293
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",384,0,0.644064,0.002191,2.8054,1.55661,5.08686,5.00826
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",384,1,0.644,0.002041,2.78374,1.55949,5.06975,4.98927
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",384,2,0.641888,0.002199,2.79437,1.55718,5.07359,4.99564
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",384,3,0.643936,0.00207,2.7949,1.57104,5.09552,5.01195
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",384,4,0.6416,0.00222,2.79593,1.55891,5.07769,4.99866
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",384,5,0.644768,0.00212,2.79649,1.56093,5.08793,5.0043
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",384,6,0.642688,0.00208,2.78677,1.56154,5.07179,4.99307
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",384,7,0.644096,0.0021,2.78978,1.5625,5.07631,4.99847
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",384,8,0.64432,0.002129,2.78675,1.5617,5.07203,4.99489
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",384,9,0.642656,0.00201,2.85179,1.55536,5.13317,5.05181
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",384,10,0.644448,0.0021,2.79319,1.5593,5.07522,4.99903
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",384,11,0.642336,0.00218,2.79239,1.56426,5.07786,5.00116
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",384,12,0.644704,0.00222,2.78903,1.55869,5.07078,4.99464
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",384,13,0.643712,0.00202,2.78902,1.55853,5.06466,4.99328
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",384,14,0.644896,0.00229,2.79127,1.5599,5.0773,4.99836
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",384,15,0.643776,0.00221,2.78988,1.5615,5.0764,4.99737
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",384,16,0.646144,0.002199,2.79054,1.55862,5.0815,4.99751
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",384,17,0.642464,0.00247,2.78985,1.55696,5.07042,4.99174
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",384,18,0.6424,0.00205,2.78764,1.55846,5.06618,4.99055
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",384,19,0.643968,0.002061,2.79253,1.56186,5.08243,5.00041
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",384,20,0.643968,0.00205,2.79817,1.5591,5.08262,5.00329
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",384,21,0.641216,0.002069,2.7944,1.55226,5.06684,4.98994
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",384,22,0.640896,0.00205,2.7908,1.55565,5.06338,4.98939
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",384,23,0.644032,0.002,2.79379,1.5592,5.07686,4.99902
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",384,24,0.641472,0.00204,2.78972,1.57613,5.08652,5.00936
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",384,25,0.642976,0.00227,2.7842,1.5585,5.06831,4.98794
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",384,26,0.643072,0.00219,2.79151,1.56042,5.07294,4.99719
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",384,27,0.640832,0.001969,2.79497,1.57789,5.09653,5.01566
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",384,28,0.643712,0.00201,2.78852,1.56291,5.0747,4.99715
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",384,29,0.644288,0.002471,2.79494,1.5601,5.07671,5.00179
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",384,30,0.643008,0.002091,2.78835,1.55984,5.0685,4.99329
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",384,31,0.643712,0.00223,2.78588,1.55453,5.06474,4.98635
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",384,32,0.64416,0.002058,2.80174,1.5641,5.09378,5.01205
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",384,33,0.642848,0.002159,2.79355,1.55667,5.0739,4.99523
