dim,precision,solver_type,api,bc_name,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",64,0,0.28272,0.002901,0.187628,218.263,218.855,218.737
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",64,26,0.224384,0.00151,0.124738,0.0248,0.427156,0.375432
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",64,27,0.225184,0.00155,0.123779,0.023104,0.426176,0.373617
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",64,28,0.227296,0.00156,0.123958,0.02448,0.428145,0.377294
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",64,29,0.231456,0.001531,0.125368,0.024672,0.435025,0.383027
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",64,30,0.223712,0.00155,0.124028,0.026592,0.428025,0.375882
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",64,31,0.2264,0.00153,0.124608,0.023744,0.427375,0.376282
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",64,32,0.224704,0.00165,0.123608,0.02288,0.425626,0.372842
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",64,33,0.22336,0.00146,0.123199,0.024288,0.611223,0.372307
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",64,34,0.224288,0.00157,0.124328,0.025088,0.428205,0.375274
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",64,35,0.226336,0.001959,0.126178,0.025664,0.434195,0.380137
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",64,36,0.226912,0.001611,0.126428,0.024544,0.434226,0.379495
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",64,37,0.227264,0.00156,0.124259,0.02416,0.428695,0.377243
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",64,38,0.224864,0.00162,0.123718,0.0232,0.426265,0.373402
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",64,39,0.283136,0.001549,0.117609,0.025152,0.471245,0.427446
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",64,40,0.225504,0.00149,0.124539,0.023424,0.430405,0.374957
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",64,41,0.223712,0.00159,0.124608,0.024448,0.425305,0.374358
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",64,42,0.230048,0.00168,0.124059,0.024352,0.433095,0.380139
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",64,43,0.226784,0.001501,0.124339,0.022976,0.428865,0.3756
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",64,44,0.219392,0.001529,0.117569,0.02544,0.404315,0.36393
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",64,45,0.22432,0.00155,0.120828,0.027712,0.424565,0.37441
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",64,46,0.2232,0.001659,0.123988,0.024448,0.511895,0.373295
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",64,47,0.223936,0.00155,0.123369,0.026336,0.427005,0.375191
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",64,48,0.225312,0.00159,0.12484,0.025568,0.428456,0.37731
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",64,49,0.232864,0.00155,0.124328,0.023392,0.435255,0.382134
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",64,50,0.223552,0.00159,0.124438,0.025024,0.427005,0.374604
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",64,51,0.225504,0.001478,0.124019,0.023712,0.429935,0.374713
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",64,52,0.224672,0.00153,0.123338,0.023136,0.424185,0.372676
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",64,53,0.337664,0.00149,0.123838,0.023008,0.537314,0.486
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",64,54,0.223296,0.00146,0.124799,0.024928,0.425975,0.374483
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",64,55,0.22432,0.00149,0.124138,0.024064,0.424955,0.374012
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",64,56,0.23088,0.0015,0.124209,0.024096,0.432255,0.380685
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",64,57,0.226464,0.00168,0.122168,0.024672,0.423826,0.374984
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",64,58,0.225824,0.00151,0.124028,0.024096,0.427255,0.375458
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",64,59,0.228256,0.001499,0.125467,0.025408,0.433805,0.38063
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",64,60,0.225824,0.001691,0.260107,0.026784,0.565914,0.514406
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",64,61,0.22464,0.001451,0.12552,0.025184,0.430415,0.376795
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",64,62,0.230624,0.00154,0.123509,0.022336,0.429416,0.378009
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",64,63,0.225376,0.00154,0.123208,0.025472,0.427295,0.375596
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",64,64,0.230048,0.00151,0.124459,0.02352,0.431415,0.379537
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",64,65,0.224608,0.0017,0.12428,0.024896,0.427205,0.375484
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",64,66,0.223136,0.001609,0.124368,0.026304,0.427275,0.375417
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",64,67,0.221152,0.001531,0.124437,0.024864,0.431355,0.371984
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",64,68,0.225536,0.00147,0.124439,0.024512,0.426556,0.375957
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",64,69,0.23072,0.00196,0.123828,0.023616,0.431546,0.380124
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",64,70,0.22688,0.00165,0.124938,0.025472,0.436205,0.37894
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",64,71,0.224128,0.00155,0.128678,0.024832,0.430905,0.379188
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",64,72,0.225536,0.00152,0.124418,0.026016,0.427115,0.37749
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",64,73,0.219552,0.001489,0.119657,0.026176,0.562864,0.366874
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",64,74,0.22192,0.0015,0.116969,0.027136,0.408726,0.367525
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",128,0,1.55386,0.00194,0.567354,0.110272,2.30647,2.23342
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",128,1,1.55002,0.00159,0.552334,0.102592,2.2671,2.20653
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",128,2,1.56614,0.00167,0.567584,0.100832,2.29257,2.23623
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",128,3,1.56867,0.00158,0.554365,0.102048,2.28098,2.22666
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",128,4,1.54419,0.00164,0.553024,0.098656,2.25282,2.19751
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",128,5,1.53757,0.00164,0.554944,0.104416,2.25425,2.19857
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",128,6,1.50589,0.0018,0.553374,0.101376,2.21749,2.16244
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",128,7,1.5224,0.00175,0.553364,0.098816,2.23461,2.17633
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",128,8,1.55962,0.00201,0.569785,0.11152,2.32247,2.24293
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",128,9,1.55856,0.00192,0.553694,0.10048,2.26957,2.21465
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",128,10,1.55744,0.00236,0.553534,0.10352,2.27477,2.21685
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",128,11,1.53907,0.0017,0.588304,0.104192,2.28971,2.23327
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",128,12,1.54259,0.00161,0.547944,0.102816,2.24496,2.19496
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",128,13,1.53619,0.001619,0.554533,0.100928,2.24837,2.19327
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",128,14,1.5456,0.0016,0.551444,0.101664,2.25441,2.20031
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",128,15,1.61958,0.00162,0.555534,0.103136,2.33867,2.27987
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",128,16,1.58538,0.00179,0.551334,0.099424,2.29352,2.23792
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",128,17,1.56557,0.0018,0.553864,0.100928,2.27833,2.22216
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",128,18,1.53104,0.00167,0.553464,0.10208,2.24204,2.18825
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",128,19,1.59568,0.001689,0.553325,0.10336,2.31194,2.25405
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",128,20,1.61232,0.001579,0.560554,0.102176,2.33356,2.27663
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",128,21,1.53206,0.001541,0.552204,0.103616,2.24201,2.18942
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",128,22,1.53219,0.00156,0.553834,0.100544,2.24329,2.18813
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",128,23,1.52902,0.00158,0.551895,0.10112,2.23466,2.18362
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",128,24,1.54221,0.00153,0.553014,0.102208,2.25421,2.19896
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",128,25,1.54832,0.00176,0.554154,0.100192,2.26363,2.20443
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",128,26,1.55994,0.00173,0.552225,0.102656,2.2693,2.21655
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",128,27,1.52518,0.00176,0.553294,0.101728,2.23807,2.18197
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",128,28,1.55395,0.002001,0.569113,0.111328,2.31518,2.23639
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",128,29,1.55386,0.00176,0.553673,0.101728,2.26994,2.21102
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",128,30,1.58112,0.00223,0.569933,0.108768,2.34279,2.26205
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",128,31,1.53043,0.00165,0.549534,0.10544,2.23906,2.18706
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",128,32,1.5359,0.00157,0.551244,0.101472,2.24628,2.19019
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",128,33,1.53674,0.00167,0.555464,0.101248,2.25076,2.19512
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",128,34,1.56122,0.00158,0.550414,0.101888,2.26939,2.2151
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",128,35,1.54496,0.001881,0.561995,0.10816,2.28426,2.217
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",128,36,1.56806,0.001969,0.565514,0.11152,2.3214,2.24707
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",128,37,1.53533,0.001719,0.552875,0.101856,2.24737,2.19178
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",128,38,1.60979,0.00168,0.551484,0.102272,2.31858,2.26523
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",128,39,1.53366,0.00169,0.552853,0.103552,2.24844,2.19176
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",128,40,1.54323,0.00166,0.552594,0.105664,2.26174,2.20315
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",128,41,1.52928,0.00156,0.553373,0.100992,2.24049,2.1852
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",128,42,1.52944,0.00159,0.554404,0.099936,2.24604,2.18537
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",128,43,1.53904,0.00169,0.553984,0.1016,2.25165,2.19631
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",128,44,1.5409,0.001649,0.554134,0.101824,2.25292,2.1985
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",128,45,1.55392,0.001659,0.553783,0.102592,2.2679,2.21195
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",128,46,1.5847,0.00178,0.551214,0.099616,2.29243,2.23731
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",128,47,1.51763,0.001901,0.552045,0.100032,2.22533,2.17161
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",128,48,1.55939,0.001969,0.576364,0.110592,2.32707,2.24832
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",128,49,1.53155,0.00171,0.553314,0.102272,2.24709,2.18885
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",128,50,1.54464,0.00165,0.552984,0.102176,2.25847,2.20145
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",128,51,1.5607,0.00173,0.551174,0.102976,2.27371,2.21658
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",128,52,1.53059,0.001559,0.547023,0.105312,2.23346,2.18449
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",128,53,1.58602,0.00157,0.552774,0.102112,2.29679,2.24247
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",128,54,1.53766,0.0015,0.553684,0.103456,2.25109,2.1963
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",128,55,1.53626,0.00175,0.553854,0.102432,2.25257,2.19429
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",128,56,1.52701,0.00171,0.550875,0.102784,2.23631,2.18238
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",128,57,1.52365,0.00176,0.552674,0.099264,2.2331,2.17735
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",128,58,1.61536,0.001641,0.554914,0.102848,2.3295,2.27476
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",128,59,1.54221,0.00168,0.552193,0.104256,2.2529,2.20034
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",128,60,1.54013,0.001532,0.554354,0.103648,2.25544,2.19966
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",128,61,1.51837,0.001581,0.557433,0.100704,2.2328,2.17809
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",128,62,1.53312,0.001599,0.554064,0.100032,2.24386,2.18882
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",128,63,1.52877,0.001549,0.552305,0.101408,2.2387,2.18403
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",128,64,1.52765,0.001641,0.555615,0.100576,2.24541,2.18548
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",128,65,1.52781,0.00182,0.551054,0.09968,2.23561,2.18036
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",128,66,1.52717,0.00192,0.551743,0.102176,2.23935,2.18301
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",128,67,1.60288,0.0016,0.552615,0.101152,2.31311,2.25825
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",128,68,1.52685,0.00176,0.550863,0.10016,2.23452,2.17963
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",128,69,1.56611,0.00162,0.552974,0.103616,2.27962,2.22432
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",128,70,1.51379,0.001591,0.546053,0.102016,2.21075,2.16345
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",128,71,1.56064,0.001639,0.553194,0.100224,2.27105,2.2157
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",128,72,1.54746,0.00163,0.554544,0.100448,2.258,2.20408
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",128,73,1.56845,0.00157,0.544596,0.105408,2.26849,2.22002
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",128,74,1.57651,0.001609,0.553553,0.102816,2.29071,2.23449
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",192,0,5.95696,0.002159,1.91236,0.34768,8.30486,8.21916
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",192,1,5.64093,0.00218,1.91057,0.34784,7.98292,7.90152
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",192,2,5.58723,0.001999,1.90691,0.349024,7.91107,7.84516
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",192,3,5.58634,0.002101,1.89919,0.344064,7.89727,7.83169
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",192,4,5.84371,0.00199,1.90865,0.346752,8.16795,8.1011
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",192,5,5.52912,0.00223,1.89885,0.344416,7.83766,7.77462
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",192,6,5.62016,0.0021,1.89565,0.351008,7.93416,7.86892
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",192,7,5.57283,0.002,1.90239,0.344896,7.88525,7.82212
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",192,8,5.68291,0.00203,1.8972,0.348832,7.99741,7.93097
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",192,9,5.91859,0.002249,1.90419,0.346848,8.25705,8.17188
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",192,10,5.58192,0.00215,1.89803,0.34224,7.88834,7.82434
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",192,11,5.69552,0.002,1.90685,0.345152,8.01679,7.94952
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",192,12,5.67101,0.00218,1.91156,0.347424,7.99876,7.93217
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",192,13,5.54464,0.00188,1.89678,0.344512,7.84929,7.78781
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",192,14,5.99171,0.00215,1.9048,0.34832,8.32958,8.24698
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",192,15,5.58077,0.002141,1.90301,0.34528,7.89685,7.8312
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",192,16,5.48762,0.00188,1.90329,0.350048,7.80861,7.74283
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",192,17,5.5775,0.001892,1.89713,0.343392,7.88346,7.81992
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",192,18,5.72723,0.00201,1.89745,0.342816,8.03391,7.96951
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",192,19,5.63021,0.002021,1.89749,0.344672,7.93936,7.87439
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",192,20,5.56214,0.00179,1.89741,0.344704,7.8697,7.80605
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",192,21,5.5241,0.00204,1.9034,0.344224,7.83964,7.77376
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",192,22,5.56774,0.00204,1.89751,0.343968,7.87324,7.81126
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",192,23,5.58042,0.02022,1.89914,0.344256,7.90721,7.84403
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",192,24,5.59478,0.002039,1.91137,0.3512,7.94833,7.85939
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",192,25,5.54486,0.002139,1.89444,0.344896,7.84628,7.78634
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",192,26,5.52771,0.00202,1.89747,0.344384,7.83597,7.77159
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",192,27,5.64483,0.001851,1.90323,0.346624,7.96334,7.89653
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",192,28,5.68858,0.00215,1.89847,0.342528,8.00202,7.93172
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",192,29,6.04406,0.00237,1.90967,0.348064,8.36957,8.30416
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",192,30,5.52877,0.002029,1.90607,0.343648,7.84447,7.78051
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",192,31,5.62746,0.001918,1.8989,0.344928,7.94098,7.8732
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",192,32,5.55747,0.002089,1.8984,0.34256,7.86456,7.80052
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",192,33,5.57427,0.00205,1.89856,0.342432,7.88317,7.81731
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",192,34,5.63882,0.0018,1.9029,0.347744,7.95166,7.89126
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",192,35,5.62045,0.00212,1.90597,0.344768,7.94034,7.87331
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",192,36,5.55526,0.00208,1.8959,0.351008,7.87112,7.80425
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",192,37,5.5783,0.00178,1.89614,0.346144,7.88579,7.82237
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",192,38,5.65437,0.00187,1.90829,0.346112,7.97545,7.91064
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",192,39,5.55702,0.00207,1.90226,0.345536,7.87283,7.80689
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",192,40,5.51056,0.00178,1.89672,0.343168,7.81689,7.75223
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",192,41,5.58426,0.00189,1.90776,0.346144,7.90679,7.84005
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",192,42,5.55296,0.002211,1.89792,0.345472,7.86587,7.79856
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",192,43,5.65226,0.00169,1.89317,0.344896,7.95023,7.89201
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",192,44,5.56742,0.002019,1.89711,0.344704,7.89401,7.81126
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",192,45,5.62064,0.002278,1.90273,0.34336,7.93622,7.869
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",192,46,5.66022,0.001941,1.90406,0.344544,7.97452,7.91077
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",192,47,5.55222,0.00176,1.8981,0.344512,7.86401,7.7966
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",192,48,5.60813,0.00232,1.89909,0.343904,7.91829,7.85344
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",192,49,5.7161,0.00198,1.90536,0.346176,8.03705,7.96961
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",192,50,5.58301,0.00176,1.90451,0.346816,7.89921,7.83609
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",192,51,5.60294,0.00212,1.90374,0.34512,7.9182,7.85392
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",192,52,5.60573,0.00199,1.89751,0.34528,7.91985,7.85051
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",192,53,5.66973,0.00191,1.89963,0.345504,7.98136,7.91677
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",192,54,5.5057,0.002,1.90475,0.347424,7.8252,7.75987
