dim,precision,solver_type,api,bc_name,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",64,0,0.072192,0.00249,0.147427,219.603,219.934,219.825
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",192,55,0.110592,0.002201,1.64536,0.335808,2.16,2.09396
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",192,56,0.116032,0.00213,1.63905,0.331808,2.15777,2.08902
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",192,57,0.11616,0.002289,1.63946,0.334368,2.1595,2.09228
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",192,58,0.115136,0.00231,1.64717,0.335936,2.16742,2.10055
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",192,59,0.119872,0.002152,1.63989,0.333536,2.16287,2.09545
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",192,60,0.114528,0.002181,1.63704,0.331648,2.14925,2.0854
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",192,61,0.1136,0.00202,1.64816,0.335456,2.16525,2.09924
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",192,62,0.115968,0.00198,1.64453,0.334816,2.16689,2.0973
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",192,63,0.112576,0.002039,1.64076,0.337984,2.16233,2.09336
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",192,64,0.11248,0.00197,1.63876,0.331968,2.14854,2.08518
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",192,65,0.110432,0.00235,1.63851,0.33344,2.15094,2.08473
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",192,66,0.129536,0.00229,1.64792,0.337536,2.18703,2.11728
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",192,67,0.11664,0.00225,1.641,0.33312,2.1603,2.09301
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",192,68,0.11728,0.00205,1.64772,0.335904,2.17295,2.10296
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",192,69,0.124736,0.00236,1.64446,0.33536,2.17062,2.10692
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",192,70,0.112608,0.00224,1.64895,0.335968,2.16752,2.09977
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",192,71,0.114816,0.00195,1.64603,0.335296,2.16487,2.09809
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",192,72,0.109472,0.00204,1.64363,0.33552,2.15634,2.09066
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",192,73,0.114912,0.00262,1.64332,0.333856,2.16004,2.09471
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",192,74,0.117152,0.00233,1.6382,0.334176,2.16065,2.09186
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",256,0,0.373536,0.00234,4.18108,0.922688,5.56106,5.47964
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",256,1,0.364576,0.00252,4.17603,0.921792,5.53585,5.46491
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",256,2,0.357664,0.002362,4.1859,0.918656,5.53558,5.46458
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",256,3,0.370496,0.002399,4.17806,0.920288,5.54994,5.47125
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",256,4,0.3688,0.00234,4.1812,0.918144,5.54922,5.47048
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",256,5,0.371168,0.002449,4.18547,0.91728,5.55571,5.47636
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",256,6,0.361312,0.00231,4.18802,0.922048,5.59099,5.47369
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",256,7,0.372896,0.00264,4.2295,0.919904,5.60343,5.52494
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",256,8,0.373312,0.002311,4.17436,0.92112,5.55378,5.47111
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",256,9,0.366816,0.002399,4.18197,0.91728,5.54765,5.46847
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",256,10,0.36992,0.002469,4.17622,0.921536,5.54724,5.47014
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",256,11,0.366496,0.00253,4.17812,0.918368,5.53638,5.46551
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",256,12,0.36816,0.00238,4.17631,0.919936,5.54245,5.46678
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",256,13,0.364768,0.002489,4.17846,0.918048,5.53852,5.46377
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",256,14,0.370336,0.002198,4.17614,0.917088,5.54372,5.46577
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",256,15,0.367712,0.002509,4.18094,0.920064,5.54817,5.47123
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",256,16,0.373728,0.00255,4.17589,0.925344,5.55405,5.47751
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",256,17,0.36688,0.00254,4.17533,0.92096,5.54353,5.46571
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",256,18,0.370368,0.00233,4.17812,0.923488,5.55363,5.47431
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",256,19,0.367808,0.0025,4.1814,0.918496,5.55509,5.4702
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",256,20,0.370752,0.00236,4.17975,0.9216,5.55277,5.47447
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",256,21,0.367424,0.00245,4.17572,0.918944,5.54054,5.46453
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",256,22,0.3616,0.0023,4.18291,0.916576,5.53276,5.46338
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",256,23,0.366912,0.00233,4.17782,0.917536,5.54338,5.4646
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",256,24,0.362144,0.00216,4.17518,0.917376,5.52767,5.45686
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",256,25,0.365728,0.00232,4.17551,0.92624,5.54174,5.46979
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",256,26,0.358976,0.002382,4.18195,0.918624,5.53074,5.46194
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",256,27,0.363648,0.00243,4.17327,0.91856,5.52631,5.4579
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",256,28,0.358112,0.002179,4.17612,0.915648,5.5218,5.45205
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",256,29,0.361664,0.00216,4.17402,0.916736,5.52202,5.45458
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",256,30,0.356032,0.00223,4.17702,0.91472,5.51797,5.45
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",256,31,0.370464,0.00263,4.17519,0.918176,5.54224,5.46646
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",256,32,0.366848,0.00218,4.18174,0.91776,5.54667,5.46852
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",256,33,0.369792,0.00238,4.17777,0.92368,5.55158,5.47362
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",256,34,0.370112,0.00233,4.18287,0.918624,5.55264,5.47393
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",256,35,0.368896,0.00264,4.17592,0.919136,5.54486,5.46659
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",256,36,0.372384,0.00239,4.17797,0.915072,5.54461,5.46781
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",256,37,0.367872,0.00221,4.17661,0.920512,5.54777,5.46721
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",256,38,0.373248,0.00251,4.18027,0.916256,5.55171,5.47228
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",256,39,0.36864,0.00238,4.17597,0.921344,5.54302,5.46834
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",256,40,0.369344,0.002631,4.17993,0.9192,5.54968,5.47111
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",256,41,0.369376,0.002471,4.17788,0.920992,5.54839,5.47072
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",256,42,0.359712,0.00246,4.17428,0.916416,5.52125,5.45287
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",256,43,0.36528,0.00223,4.19092,0.917952,5.54515,5.47638
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",256,44,0.361792,0.0024,4.17231,0.9176,5.52306,5.4541
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",256,45,0.362816,0.002168,4.16904,0.9208,5.52572,5.45483
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",256,46,0.353344,0.00224,4.17206,0.913024,5.5109,5.44066
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",256,47,0.35744,0.00226,4.19939,0.916448,5.54438,5.47553
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",256,48,0.356288,0.002189,4.17475,0.917824,5.52081,5.45105
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",256,49,0.370432,0.00263,4.17595,0.921824,5.54874,5.47084
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",256,50,0.369696,0.0025,4.1809,0.915328,5.54782,5.46843
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",256,51,0.364352,0.00232,4.1768,0.9152,5.53406,5.45868
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",256,52,0.371264,0.00228,4.17395,0.91984,5.54865,5.46734
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",256,53,0.37024,0.00262,4.17403,0.925312,5.54977,5.47221
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",256,54,0.3584,0.002101,4.17607,0.918464,5.52611,5.45504
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",256,55,0.358016,0.00224,4.17352,0.917504,5.52032,5.45128
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",256,56,0.36864,0.00289,4.17483,0.921248,5.64559,5.4676
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",256,57,0.370016,0.002239,4.17545,0.918208,5.54451,5.46592
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",256,58,0.369728,0.00214,4.1744,0.916448,5.53834,5.46271
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",256,59,0.358944,0.00223,4.17792,0.91616,5.52354,5.45525
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",256,60,0.367904,0.002559,4.18926,0.916512,5.55332,5.47623
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",256,61,0.371744,0.00231,4.17846,0.920256,5.5555,5.47277
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",256,62,0.36896,0.0022,4.19963,0.920064,5.56683,5.49086
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",256,63,0.368352,0.002399,4.17932,0.915968,5.54436,5.46603
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",256,64,0.369408,0.00257,4.17812,0.921984,5.55401,5.47208
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",256,65,0.367552,0.002331,4.17599,0.918528,5.53868,5.46441
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",256,66,0.374496,0.00238,4.1749,0.9168,5.55184,5.46857
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",256,67,0.359104,0.002389,4.17356,0.9136,5.51931,5.44866
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",256,68,0.35856,0.00235,4.17282,0.919584,5.52095,5.45331
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",256,69,0.369152,0.00232,4.17725,0.91424,5.54217,5.46296
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",256,70,0.371008,0.002469,4.17249,0.91776,5.53614,5.46372
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",256,71,0.38288,0.003029,4.18892,0.937504,5.62123,5.51234
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",256,72,0.368,0.00237,4.17146,0.921216,5.53513,5.46304
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",256,73,0.370464,0.0023,4.17894,0.921504,5.55614,5.4732
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",256,74,0.380544,0.00194,4.1711,0.913184,5.53058,5.46676
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",320,0,0.751168,0.00256,9.24554,1.83626,11.9184,11.8355
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",320,1,0.751296,0.00224,9.24374,1.84445,11.9229,11.8417
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",320,2,0.748544,0.00221,9.23603,1.84275,11.9048,11.8295
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",320,3,0.749664,0.00218,9.24223,1.83942,11.9155,11.8335
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",320,4,0.75184,0.00214,9.24293,1.84006,11.9207,11.837
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",320,5,0.753824,0.002469,9.2432,1.84086,11.9204,11.8404
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",320,6,0.75088,0.00238,9.23891,1.84339,11.9154,11.8356
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",320,7,0.749472,0.0022,9.24141,1.84326,11.9229,11.8363
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",320,8,0.750816,0.002169,9.24083,1.84282,11.9129,11.8366
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",320,9,0.750176,0.002449,9.23172,1.84314,11.9049,11.8275
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",320,10,0.749472,0.002119,9.24016,1.84886,11.9209,11.8406
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",320,11,0.753568,0.002439,9.24043,1.84035,11.9204,11.8368
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",320,12,0.75216,0.0023,9.2438,1.84134,11.9227,11.8396
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",320,13,0.752128,0.0023,9.25265,1.84083,11.9278,11.8479
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",320,14,0.753344,0.002199,9.24052,1.84083,11.919,11.8369
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",320,15,0.752576,0.00226,9.2448,1.83744,11.9202,11.8371
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",320,16,0.753312,0.00219,9.24636,1.83981,11.9261,11.8417
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",320,17,0.753632,0.00216,9.23759,1.83994,11.916,11.8333
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",320,18,0.75056,0.00216,9.24063,1.84035,11.9153,11.8337
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",320,19,0.749824,0.00219,9.24258,1.84803,11.9244,11.8426
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",320,20,0.753632,0.0022,9.23774,1.84067,11.9156,11.8342
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",320,21,0.753536,0.002131,9.24886,1.83526,11.9236,11.8398
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",320,22,0.75376,0.002178,9.24991,1.83814,11.93,11.844
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",320,23,0.75296,0.002221,9.23841,1.84298,11.9187,11.8366
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",320,24,0.754336,0.00217,9.24518,1.84403,11.9301,11.8457
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",320,25,0.75776,0.002329,9.23846,1.84474,11.9259,11.8433
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",320,26,0.751872,0.00231,9.24216,1.84074,11.915,11.8371
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",320,27,0.750496,0.00219,9.2393,1.8432,11.9187,11.8352
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",320,28,0.750976,0.00223,9.24299,1.84221,11.9184,11.8384
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",320,29,0.751008,0.002321,9.23648,1.84525,11.955,11.8351
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",320,30,0.75056,0.002541,9.23678,1.84416,11.914,11.834
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",320,31,0.7512,0.002091,9.24055,1.84323,11.9176,11.8371
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",320,32,0.75296,0.00255,9.24019,1.84342,11.92,11.8391
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",320,33,0.750784,0.00229,9.24413,1.84262,11.9254,11.8398
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",320,34,0.750432,0.0023,9.24226,1.84288,11.9228,11.8379
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",320,35,0.753824,0.00249,9.24715,1.84016,11.9291,11.8436
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",320,36,0.749888,0.00216,9.24355,1.84518,11.9261,11.8408
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",320,37,0.753248,0.00206,9.24079,1.83885,11.9187,11.8349
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",320,38,0.750912,0.002339,9.24302,1.84368,11.9213,11.84
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",320,39,0.756512,0.00228,9.24883,1.83626,11.9269,11.8439
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",320,40,0.752192,0.002239,9.2417,1.8424,11.9192,11.8385
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",320,41,0.805888,0.00211,9.23942,1.84144,11.9739,11.8889
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",320,42,0.751424,0.002181,9.24345,1.84368,11.9282,11.8407
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",320,43,0.750784,0.00211,9.2391,1.84237,11.912,11.8344
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",320,44,0.751392,0.00227,9.24664,1.84198,11.9236,11.8423
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",320,45,0.754016,0.00225,9.24717,1.84547,11.9326,11.8489
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",320,46,0.749504,0.0022,9.24006,1.83939,11.912,11.8312
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",320,47,0.750368,0.00214,9.24472,1.84109,11.9191,11.8383
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",320,48,0.752096,0.00223,9.24492,1.84243,11.9233,11.8417
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",320,49,0.752736,0.00225,9.24244,1.84054,11.9176,11.838
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",320,50,0.751552,0.00213,9.24292,1.84272,11.9272,11.8393
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",320,51,0.75344,0.002269,9.24165,1.83872,11.9199,11.8361
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",320,52,0.751424,0.0024,9.24116,1.84262,11.9203,11.8376
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",320,53,0.750688,0.00214,9.23686,1.84182,11.9111,11.8315
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",320,54,0.753952,0.00218,9.2436,1.84406,11.9245,11.8438
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",320,55,0.753088,0.002409,9.26367,1.83936,11.9446,11.8585
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",320,56,0.74944,0.00226,9.24256,1.84115,11.9144,11.8354
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",320,57,0.749792,0.002159,9.24105,1.8424,11.9168,11.8354
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",320,58,0.751488,0.00229,9.24314,1.84234,11.921,11.8393
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",320,59,0.75024,0.00222,9.24496,1.83632,11.911,11.8337
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",320,60,0.753664,0.00227,9.23858,1.8473,11.9276,11.8418
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",320,61,0.756896,0.002369,9.24566,1.83818,11.9263,11.8431
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",320,62,0.751936,0.0024,9.25452,1.83898,11.9289,11.8478
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",320,63,0.7504,0.002171,9.24222,1.84243,11.92,11.8372
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",320,64,0.753376,0.00227,9.24179,1.84506,11.9566,11.8425
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",320,65,0.752096,0.00235,9.24719,1.84077,11.9234,11.8424
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",320,66,0.750816,0.002279,9.2483,1.84128,11.923,11.8427
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",320,67,0.75344,0.00232,9.24546,1.8432,11.9293,11.8444
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",320,68,0.754048,0.002251,9.2398,1.84208,11.9192,11.8382
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",320,69,0.750784,0.00248,9.23908,1.8471,11.9236,11.8394
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",320,70,0.753024,0.00226,9.23797,1.84186,11.917,11.8351
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",320,71,0.75056,0.002089,9.24717,1.83888,11.9214,11.8387
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",320,72,0.744896,0.00207,9.23578,1.84557,11.9021,11.8283
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",320,73,0.75136,0.00213,9.23969,1.84371,11.9188,11.8369
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",320,74,0.750688,0.00222,9.23842,1.84218,11.9149,11.8335
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",384,0,1.27325,0.00221,13.9364,3.20502,18.499,18.4169
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",384,1,1.27347,0.00231,13.9342,3.20467,18.4935,18.4147
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",384,2,1.27117,0.002,13.9346,3.20448,18.4948,18.4123
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",384,3,1.27405,0.002199,13.9327,3.21024,18.5028,18.4192
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",384,4,1.27136,0.00213,13.9314,3.20614,18.4953,18.411
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",384,5,1.27165,0.00218,13.9329,3.20499,18.491,18.4117
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",384,6,1.2704,0.002328,13.9368,3.2064,18.4938,18.416
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",384,7,1.26906,0.00225,13.9363,3.2119,18.5003,18.4195
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",384,8,1.2705,0.002221,13.9328,3.20451,18.4919,18.4101
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",384,9,1.26982,0.00219,13.9335,3.20714,18.4949,18.4127
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",384,10,1.27066,0.00209,13.9324,3.19888,18.4843,18.404
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",384,11,1.2704,0.0021,13.9346,3.20243,18.4919,18.4095
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",384,12,1.26819,0.00208,13.931,3.20179,18.4816,18.4031
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",384,13,1.26762,0.002049,13.9333,3.20301,18.4859,18.406
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",384,14,1.26934,0.002099,13.9312,3.20534,18.4891,18.408
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",384,15,1.27251,0.00223,13.9344,3.2064,18.5002,18.4156
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",384,16,1.27229,0.002259,13.9427,3.20704,18.5081,18.4243
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",384,17,1.2737,0.00221,13.9359,3.20557,18.5007,18.4174
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",384,18,1.27158,0.002491,13.935,3.20234,18.492,18.4114
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",384,19,1.2703,0.0021,13.9351,3.20272,18.4915,18.4102
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",384,20,1.27261,0.002369,13.9391,3.20525,18.5075,18.4194
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",384,21,1.27488,0.00248,13.9359,3.20474,18.5013,18.418
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",384,22,1.27139,0.00223,13.936,3.20003,18.4919,18.4096
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",384,23,1.27542,0.00226,13.9355,3.20272,18.5024,18.4159
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",384,24,1.27264,0.0024,13.9381,3.2049,18.4997,18.418
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",384,25,1.27242,0.002341,13.933,3.20646,18.4964,18.4142
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",384,26,1.27251,0.002489,13.9365,3.2097,18.5048,18.4212
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",384,27,1.27216,0.002489,13.9406,3.20528,18.5068,18.4206
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",384,28,1.27152,0.00208,13.9403,3.20685,18.5029,18.4207
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",384,29,1.27261,0.00209,13.9417,3.20765,18.5033,18.424
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",384,30,1.27062,0.00225,13.9336,3.20128,18.4869,18.4077
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",384,31,1.27011,0.002158,13.934,3.20899,18.493,18.4152
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",384,32,1.26886,0.002269,13.9345,3.20298,18.4842,18.4086
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",384,33,1.27155,0.002199,13.9335,3.20832,18.4954,18.4155
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",384,34,1.26912,0.0023,13.9346,3.20742,18.493,18.4135
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",384,35,1.27018,0.00224,13.9374,3.20723,18.4953,18.417
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",384,36,1.26781,0.00229,13.9339,3.20122,18.4864,18.4052
