dim,precision,solver_type,api,bc_name,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,GPU,"P | P | P | P | D | N",64,0,182.871,0.00298,0.148859,69.159,252.3,252.182
3,double,uniform,GPU,"P | P | P | P | D | N",64,16,0.016256,0.001529,0.117858,0.021184,0.219838,0.156827
3,double,uniform,GPU,"P | P | P | P | D | N",64,17,0.013568,0.00166,0.116579,0.021696,0.216638,0.153503
3,double,uniform,GPU,"P | P | P | P | D | N",64,18,0.016768,0.00175,0.116737,0.024992,0.217078,0.160247
3,double,uniform,GPU,"P | P | P | P | D | N",64,19,0.017056,0.001599,0.11048,0.027232,0.212097,0.156367
3,double,uniform,GPU,"P | P | P | P | D | N",64,20,0.016736,0.00162,0.116778,0.024608,0.223298,0.159742
3,double,uniform,GPU,"P | P | P | P | D | N",64,21,0.01584,0.00162,0.116998,0.023072,0.219398,0.15753
3,double,uniform,GPU,"P | P | P | P | D | N",64,22,0.010976,0.001609,0.116238,0.025248,0.216188,0.154071
3,double,uniform,GPU,"P | P | P | P | D | N",64,23,0.01104,0.00161,0.117508,0.022624,0.215588,0.152782
3,double,uniform,GPU,"P | P | P | P | D | N",64,24,0.015104,0.001599,0.11723,0.023808,0.220857,0.157741
3,double,uniform,GPU,"P | P | P | P | D | N",64,25,0.014912,0.00163,0.109708,0.024544,0.204998,0.150794
3,double,uniform,GPU,"P | P | P | P | D | N",64,26,0.01632,0.001661,0.11657,0.02384,0.220428,0.158391
3,double,uniform,GPU,"P | P | P | P | D | N",64,27,0.016736,0.001539,0.11714,0.023744,0.223307,0.159159
3,double,uniform,GPU,"P | P | P | P | D | N",64,28,0.016256,0.00167,0.117648,0.028032,0.224798,0.163606
3,double,uniform,GPU,"P | P | P | P | D | N",64,29,0.015424,0.00157,0.117018,0.025088,0.221938,0.1591
3,double,uniform,GPU,"P | P | P | P | D | N",64,30,0.009152,0.001559,0.117669,0.023264,0.214427,0.151644
3,double,uniform,GPU,"P | P | P | P | D | N",64,31,0.015392,0.001521,0.115639,0.026528,0.220158,0.15908
3,double,uniform,GPU,"P | P | P | P | D | N",64,32,0.010112,0.001571,0.117389,0.021824,0.212807,0.150896
3,double,uniform,GPU,"P | P | P | P | D | N",64,33,0.009408,0.001771,0.117018,0.024608,0.215417,0.152805
3,double,uniform,GPU,"P | P | P | P | D | N",64,34,0.016736,0.001551,0.116869,0.022592,0.221138,0.157748
3,double,uniform,GPU,"P | P | P | P | D | N",64,35,0.016576,0.001629,0.117008,0.021792,0.218707,0.157005
3,double,uniform,GPU,"P | P | P | P | D | N",64,36,0.015328,0.001591,0.11694,0.02368,0.220028,0.157539
3,double,uniform,GPU,"P | P | P | P | D | N",64,37,0.017472,0.00153,0.116969,0.02256,0.221538,0.158531
3,double,uniform,GPU,"P | P | P | P | D | N",64,38,0.01552,0.00154,0.116428,0.023264,0.219908,0.156752
3,double,uniform,GPU,"P | P | P | P | D | N",64,39,0.01744,0.001609,0.120638,0.021856,0.224758,0.161543
3,double,uniform,GPU,"P | P | P | P | D | N",64,40,0.015904,0.00158,0.116989,0.024352,0.222817,0.158825
3,double,uniform,GPU,"P | P | P | P | D | N",64,41,0.008704,0.00172,0.116488,0.02128,0.211288,0.148192
3,double,uniform,GPU,"P | P | P | P | D | N",64,42,0.014752,0.00163,0.115848,0.022496,0.217567,0.154726
3,double,uniform,GPU,"P | P | P | P | D | N",64,43,0.01392,0.001599,0.116548,0.024864,0.218067,0.156931
3,double,uniform,GPU,"P | P | P | P | D | N",64,44,0.015456,0.00148,0.116419,0.02272,0.219388,0.156075
3,double,uniform,GPU,"P | P | P | P | D | N",64,45,0.016384,0.001609,0.115939,0.022144,0.219827,0.156076
3,double,uniform,GPU,"P | P | P | P | D | N",64,46,0.016,0.001639,0.11674,0.022432,0.228888,0.156811
3,double,uniform,GPU,"P | P | P | P | D | N",64,47,0.008864,0.00161,0.113239,0.026272,0.208998,0.149985
3,double,uniform,GPU,"P | P | P | P | D | N",64,48,0.015456,0.00159,0.113348,0.024736,0.214368,0.15513
3,double,uniform,GPU,"P | P | P | P | D | N",64,49,0.016288,0.00155,0.116199,0.023552,0.220178,0.157589
3,double,uniform,GPU,"P | P | P | P | D | N",64,50,0.015552,0.00163,0.116148,0.022336,0.218578,0.155666
3,double,uniform,GPU,"P | P | P | P | D | N",64,51,0.01552,0.001621,0.116339,0.030176,0.227627,0.163656
3,double,uniform,GPU,"P | P | P | P | D | N",64,52,0.009568,0.00161,0.117148,0.023488,0.213868,0.151814
3,double,uniform,GPU,"P | P | P | P | D | N",64,53,0.017088,0.00164,0.117208,0.022592,0.222228,0.158528
3,double,uniform,GPU,"P | P | P | P | D | N",64,54,0.016192,0.00162,0.117099,0.02288,0.221708,0.157791
3,double,uniform,GPU,"P | P | P | P | D | N",64,55,0.015808,0.00151,0.11708,0.024576,0.221298,0.158974
3,double,uniform,GPU,"P | P | P | P | D | N",64,56,0.00928,0.00166,0.123648,0.021792,0.220718,0.15638
3,double,uniform,GPU,"P | P | P | P | D | N",64,57,0.008448,0.001651,0.116438,0.02128,0.211178,0.147817
3,double,uniform,GPU,"P | P | P | P | D | N",64,58,0.016256,0.001859,0.11627,0.023552,0.221317,0.157937
3,double,uniform,GPU,"P | P | P | P | D | N",64,59,0.016384,0.00156,0.116118,0.020768,0.218128,0.15483
3,double,uniform,GPU,"P | P | P | P | D | N",64,60,0.016384,0.001601,0.116589,0.02368,0.220027,0.158254
3,double,uniform,GPU,"P | P | P | P | D | N",64,61,0.015712,0.00163,0.116648,0.021248,0.219207,0.155238
3,double,uniform,GPU,"P | P | P | P | D | N",64,62,0.016096,0.001619,0.117049,0.022496,0.220838,0.15726
3,double,uniform,GPU,"P | P | P | P | D | N",64,63,0.013536,0.001521,0.115889,0.022464,0.216888,0.15341
3,double,uniform,GPU,"P | P | P | P | D | N",64,64,0.01008,0.001611,0.116329,0.023008,0.213448,0.151028
3,double,uniform,GPU,"P | P | P | P | D | N",64,65,0.014624,0.00156,0.116498,0.023872,0.292787,0.156554
3,double,uniform,GPU,"P | P | P | P | D | N",64,66,0.014816,0.00171,0.114728,0.023264,0.219027,0.154518
3,double,uniform,GPU,"P | P | P | P | D | N",64,67,0.014624,0.001609,0.11624,0.022496,0.219068,0.154969
3,double,uniform,GPU,"P | P | P | P | D | N",64,68,0.0152,0.00167,0.11662,0.02256,0.218987,0.15605
3,double,uniform,GPU,"P | P | P | P | D | N",64,69,0.01648,0.00161,0.11626,0.023552,0.221588,0.157902
3,double,uniform,GPU,"P | P | P | P | D | N",64,70,0.015936,0.001599,0.115459,0.02272,0.218828,0.155714
3,double,uniform,GPU,"P | P | P | P | D | N",64,71,0.015008,0.001709,0.116429,0.020224,0.219498,0.15337
3,double,uniform,GPU,"P | P | P | P | D | N",64,72,0.008672,0.001521,0.116379,0.025248,0.214928,0.15182
3,double,uniform,GPU,"P | P | P | P | D | N",64,73,0.015968,0.001631,0.116498,0.022912,0.219828,0.157009
3,double,uniform,GPU,"P | P | P | P | D | N",64,74,0.014464,0.00152,0.115908,0.022112,0.217458,0.154004
3,double,uniform,GPU,"P | P | P | P | D | N",128,0,0.036672,0.002198,0.530785,0.100896,0.735922,0.670551
3,double,uniform,GPU,"P | P | P | P | D | N",128,1,0.039712,0.00235,0.531495,0.104032,0.772782,0.677589
3,double,uniform,GPU,"P | P | P | P | D | N",128,2,0.041216,0.0022,0.530305,0.10096,0.736523,0.674681
3,double,uniform,GPU,"P | P | P | P | D | N",128,3,0.0192,0.00184,0.525475,0.09472,0.705333,0.641235
3,double,uniform,GPU,"P | P | P | P | D | N",128,4,0.021504,0.00179,0.525404,0.094112,0.707702,0.64281
3,double,uniform,GPU,"P | P | P | P | D | N",128,5,0.020064,0.00163,0.524846,0.095232,0.704313,0.641772
3,double,uniform,GPU,"P | P | P | P | D | N",128,6,0.038336,0.0022,0.532634,0.100544,0.739503,0.673714
3,double,uniform,GPU,"P | P | P | P | D | N",128,7,0.021952,0.00164,0.524926,0.094016,0.706813,0.642534
3,double,uniform,GPU,"P | P | P | P | D | N",128,8,0.019872,0.00165,0.518855,0.098848,0.697023,0.639225
3,double,uniform,GPU,"P | P | P | P | D | N",128,9,0.021344,0.00168,0.524484,0.169792,0.781342,0.7173
3,double,uniform,GPU,"P | P | P | P | D | N",128,10,0.02016,0.00201,0.525234,0.093344,0.706512,0.640748
3,double,uniform,GPU,"P | P | P | P | D | N",128,11,0.018848,0.001772,0.524874,0.094784,0.704942,0.640278
3,double,uniform,GPU,"P | P | P | P | D | N",128,12,0.034656,0.00221,0.531225,0.102976,0.736482,0.671067
3,double,uniform,GPU,"P | P | P | P | D | N",128,13,0.020096,0.001759,0.526325,0.095808,0.709612,0.643988
3,double,uniform,GPU,"P | P | P | P | D | N",128,14,0.0216,0.001728,0.524714,0.094976,0.707762,0.643018
3,double,uniform,GPU,"P | P | P | P | D | N",128,15,0.020352,0.00177,0.525415,0.09872,0.711182,0.646257
3,double,uniform,GPU,"P | P | P | P | D | N",128,16,0.021024,0.00164,0.524534,0.0928,0.704833,0.639998
3,double,uniform,GPU,"P | P | P | P | D | N",128,17,0.022816,0.001819,0.525845,0.09632,0.710742,0.6468
3,double,uniform,GPU,"P | P | P | P | D | N",128,18,0.018976,0.001799,0.526714,0.09632,0.708872,0.643809
3,double,uniform,GPU,"P | P | P | P | D | N",128,19,0.019744,0.001779,0.524795,0.094944,0.705773,0.641262
3,double,uniform,GPU,"P | P | P | P | D | N",128,20,0.020832,0.001639,0.524183,0.09216,0.703802,0.638814
3,double,uniform,GPU,"P | P | P | P | D | N",128,21,0.03968,0.00231,0.525744,0.101952,0.727642,0.669686
3,double,uniform,GPU,"P | P | P | P | D | N",128,22,0.040192,0.0022,0.532285,0.10176,0.741322,0.676437
3,double,uniform,GPU,"P | P | P | P | D | N",128,23,0.020096,0.00177,0.525355,0.095712,0.705473,0.642933
3,double,uniform,GPU,"P | P | P | P | D | N",128,24,0.021216,0.00176,0.518815,0.097696,0.693723,0.639487
3,double,uniform,GPU,"P | P | P | P | D | N",128,25,0.019808,0.00184,0.524974,0.094528,0.711873,0.64115
3,double,uniform,GPU,"P | P | P | P | D | N",128,26,0.023936,0.00205,0.528362,0.099456,0.719252,0.653804
3,double,uniform,GPU,"P | P | P | P | D | N",128,27,0.021472,0.00171,0.521275,0.09696,0.700992,0.641417
3,double,uniform,GPU,"P | P | P | P | D | N",128,28,0.028352,0.00203,0.535705,0.09808,0.727792,0.664167
3,double,uniform,GPU,"P | P | P | P | D | N",128,29,0.019872,0.00168,0.525815,0.096448,0.707612,0.643815
3,double,uniform,GPU,"P | P | P | P | D | N",128,30,0.022368,0.00182,0.525295,0.093024,0.707953,0.642507
3,double,uniform,GPU,"P | P | P | P | D | N",128,31,0.026208,0.002,0.529175,0.098048,0.720642,0.655431
3,double,uniform,GPU,"P | P | P | P | D | N",128,32,0.018432,0.001731,0.524665,0.096,0.705553,0.640828
3,double,uniform,GPU,"P | P | P | P | D | N",128,33,0.021344,0.00173,0.521275,0.095776,0.701153,0.640125
3,double,uniform,GPU,"P | P | P | P | D | N",128,34,0.020448,0.001579,0.524224,0.095552,0.706442,0.641803
3,double,uniform,GPU,"P | P | P | P | D | N",128,35,0.02208,0.001729,0.525426,0.095584,0.708962,0.644819
3,double,uniform,GPU,"P | P | P | P | D | N",128,36,0.022528,0.00173,0.524054,0.093312,0.706663,0.641624
3,double,uniform,GPU,"P | P | P | P | D | N",128,37,0.020928,0.00176,0.525294,0.0928,0.705082,0.640782
3,double,uniform,GPU,"P | P | P | P | D | N",128,38,0.020864,0.00177,0.523684,0.094752,0.707293,0.64107
3,double,uniform,GPU,"P | P | P | P | D | N",128,39,0.022016,0.001671,0.524783,0.092832,0.707183,0.641302
3,double,uniform,GPU,"P | P | P | P | D | N",128,40,0.02048,0.001662,0.523965,0.092448,0.702972,0.638555
3,double,uniform,GPU,"P | P | P | P | D | N",128,41,0.021024,0.001609,0.524405,0.093888,0.706003,0.640926
3,double,uniform,GPU,"P | P | P | P | D | N",128,42,0.04,0.0023,0.532813,0.100608,0.740552,0.675721
3,double,uniform,GPU,"P | P | P | P | D | N",128,43,0.038656,0.002089,0.532213,0.103168,0.741152,0.676126
3,double,uniform,GPU,"P | P | P | P | D | N",128,44,0.02272,0.00185,0.529666,0.096192,0.714793,0.650428
3,double,uniform,GPU,"P | P | P | P | D | N",128,45,0.019424,0.00184,0.561155,0.093472,0.742412,0.675891
3,double,uniform,GPU,"P | P | P | P | D | N",128,46,0.020704,0.001671,0.524783,0.09456,0.705872,0.641718
3,double,uniform,GPU,"P | P | P | P | D | N",128,47,0.022432,0.001669,0.525364,0.094464,0.709562,0.643929
3,double,uniform,GPU,"P | P | P | P | D | N",128,48,0.020576,0.00168,0.523644,0.094464,0.703963,0.640364
3,double,uniform,GPU,"P | P | P | P | D | N",128,49,0.020448,0.00177,0.523805,0.092896,0.704403,0.638919
3,double,uniform,GPU,"P | P | P | P | D | N",128,50,0.02224,0.001941,0.524915,0.095104,0.708553,0.6442
3,double,uniform,GPU,"P | P | P | P | D | N",128,51,0.023456,0.00168,0.524246,0.095104,0.706573,0.644486
3,double,uniform,GPU,"P | P | P | P | D | N",128,52,0.021408,0.00169,0.525484,0.096,0.709312,0.644582
3,double,uniform,GPU,"P | P | P | P | D | N",128,53,0.019616,0.0017,0.525454,0.095136,0.705782,0.641906
3,double,uniform,GPU,"P | P | P | P | D | N",128,54,0.020768,0.00173,0.524535,0.093856,0.706263,0.640889
3,double,uniform,GPU,"P | P | P | P | D | N",128,55,0.017984,0.00166,0.525924,0.09664,0.706573,0.642208
3,double,uniform,GPU,"P | P | P | P | D | N",128,56,0.030464,0.00179,0.525594,0.094784,0.718213,0.652632
3,double,uniform,GPU,"P | P | P | P | D | N",128,57,0.021344,0.00168,0.524025,0.094656,0.704263,0.641705
3,double,uniform,GPU,"P | P | P | P | D | N",128,58,0.041664,0.00213,0.532695,0.103296,0.744812,0.679785
3,double,uniform,GPU,"P | P | P | P | D | N",128,59,0.019744,0.0019,0.525234,0.096896,0.714182,0.643774
3,double,uniform,GPU,"P | P | P | P | D | N",128,60,0.028448,0.00165,0.524234,0.094592,0.713063,0.648924
3,double,uniform,GPU,"P | P | P | P | D | N",128,61,0.020672,0.001731,0.525314,0.09616,0.709642,0.643877
3,double,uniform,GPU,"P | P | P | P | D | N",128,62,0.022016,0.00164,0.524755,0.095552,0.707352,0.643963
3,double,uniform,GPU,"P | P | P | P | D | N",128,63,0.03792,0.0022,0.532175,0.10768,0.745392,0.679975
3,double,uniform,GPU,"P | P | P | P | D | N",128,64,0.020736,0.001809,0.524114,0.09408,0.705292,0.640739
3,double,uniform,GPU,"P | P | P | P | D | N",128,65,0.01968,0.00169,0.525184,0.093856,0.703563,0.64041
3,double,uniform,GPU,"P | P | P | P | D | N",128,66,0.019456,0.00172,0.524924,0.095488,0.706762,0.641588
3,double,uniform,GPU,"P | P | P | P | D | N",128,67,0.020576,0.00167,0.524096,0.092128,0.704443,0.63847
3,double,uniform,GPU,"P | P | P | P | D | N",128,68,0.01856,0.001751,0.524844,0.095008,0.704123,0.640163
3,double,uniform,GPU,"P | P | P | P | D | N",128,69,0.039232,0.00251,0.531945,0.10064,0.739082,0.674327
3,double,uniform,GPU,"P | P | P | P | D | N",128,70,0.020096,0.00175,0.524054,0.095008,0.705982,0.640908
3,double,uniform,GPU,"P | P | P | P | D | N",128,71,0.019744,0.00188,0.524235,0.09312,0.703083,0.638979
3,double,uniform,GPU,"P | P | P | P | D | N",128,72,0.025728,0.002089,0.529353,0.097312,0.720602,0.654482
3,double,uniform,GPU,"P | P | P | P | D | N",128,73,0.018656,0.0017,0.524044,0.095392,0.703723,0.639792
3,double,uniform,GPU,"P | P | P | P | D | N",128,74,0.0208,0.00171,0.524714,0.095104,0.707233,0.642328
3,double,uniform,GPU,"P | P | P | P | D | N",192,0,0.103968,0.00211,1.81169,0.333408,2.31532,2.25118
3,double,uniform,GPU,"P | P | P | P | D | N",192,1,0.101632,0.00185,1.81634,0.333472,2.31962,2.25329
3,double,uniform,GPU,"P | P | P | P | D | N",192,2,0.105024,0.00207,1.80586,0.330016,2.30759,2.24297
3,double,uniform,GPU,"P | P | P | P | D | N",192,3,0.108896,0.002181,1.81354,0.334592,2.32522,2.25921
3,double,uniform,GPU,"P | P | P | P | D | N",192,4,0.105152,0.00192,1.82113,0.333536,2.326,2.26174
3,double,uniform,GPU,"P | P | P | P | D | N",192,5,0.113184,0.00221,1.81701,0.33168,2.32945,2.26408
3,double,uniform,GPU,"P | P | P | P | D | N",192,6,0.113472,0.002159,1.80675,0.333376,2.32301,2.25576
3,double,uniform,GPU,"P | P | P | P | D | N",192,7,0.10848,0.002081,1.80589,0.331936,2.31392,2.24839
3,double,uniform,GPU,"P | P | P | P | D | N",192,8,0.1144,0.002409,1.81732,0.334688,2.33618,2.26882
3,double,uniform,GPU,"P | P | P | P | D | N",192,9,0.110656,0.00201,1.8088,0.329248,2.31727,2.25072
3,double,uniform,GPU,"P | P | P | P | D | N",192,10,0.113024,0.00234,1.80758,0.33168,2.32153,2.25462
3,double,uniform,GPU,"P | P | P | P | D | N",192,11,0.113408,0.00219,1.80737,0.334432,2.32482,2.2574
3,double,uniform,GPU,"P | P | P | P | D | N",192,12,0.114752,0.002239,1.81678,0.334208,2.33425,2.26798
3,double,uniform,GPU,"P | P | P | P | D | N",192,13,0.107712,0.002079,1.81737,0.333024,2.32685,2.26019
3,double,uniform,GPU,"P | P | P | P | D | N",192,14,0.103488,0.00193,1.80851,0.33392,2.31337,2.24785
3,double,uniform,GPU,"P | P | P | P | D | N",192,15,0.101664,0.00193,1.80376,0.332,2.30003,2.23936
3,double,uniform,GPU,"P | P | P | P | D | N",192,16,0.116704,0.00229,1.80728,0.332896,2.32851,2.25917
3,double,uniform,GPU,"P | P | P | P | D | N",192,17,0.115904,0.00223,1.81266,0.332832,2.33215,2.26363
3,double,uniform,GPU,"P | P | P | P | D | N",192,18,0.112032,0.00211,1.80399,0.331232,2.31636,2.24937
3,double,uniform,GPU,"P | P | P | P | D | N",192,19,0.116064,0.00224,1.80564,0.333536,2.32575,2.25748
3,double,uniform,GPU,"P | P | P | P | D | N",192,20,0.105952,0.00202,1.8066,0.331616,2.31273,2.24619
3,double,uniform,GPU,"P | P | P | P | D | N",192,21,0.105536,0.00236,1.80958,0.332192,2.31505,2.24967
3,double,uniform,GPU,"P | P | P | P | D | N",192,22,0.109568,0.00216,1.80656,0.335296,2.32024,2.25358
3,double,uniform,GPU,"P | P | P | P | D | N",192,23,0.116896,0.0022,1.80819,0.33008,2.32411,2.25737
3,double,uniform,GPU,"P | P | P | P | D | N",192,24,0.111424,0.002289,1.80563,0.332544,2.32436,2.25189
3,double,uniform,GPU,"P | P | P | P | D | N",192,25,0.105408,0.002019,1.81091,0.332032,2.32136,2.25037
3,double,uniform,GPU,"P | P | P | P | D | N",192,26,0.100736,0.00199,1.80356,0.33264,2.30302,2.23893
3,double,uniform,GPU,"P | P | P | P | D | N",192,27,0.116096,0.00224,1.80469,0.3312,2.31751,2.25423
3,double,uniform,GPU,"P | P | P | P | D | N",192,28,0.103136,0.002039,1.81181,0.333952,2.31345,2.25094
3,double,uniform,GPU,"P | P | P | P | D | N",192,29,0.114112,0.00207,1.80763,0.333536,2.3245,2.25735
3,double,uniform,GPU,"P | P | P | P | D | N",192,30,0.113088,0.00213,1.8216,0.333984,2.33648,2.2708
3,double,uniform,GPU,"P | P | P | P | D | N",192,31,0.099264,0.001911,1.81808,0.33312,2.32014,2.25238
3,double,uniform,GPU,"P | P | P | P | D | N",192,32,0.117408,0.00236,1.8191,0.332736,2.33916,2.27161
3,double,uniform,GPU,"P | P | P | P | D | N",192,33,0.112448,0.002,1.81509,0.333344,2.32967,2.26288
3,double,uniform,GPU,"P | P | P | P | D | N",192,34,0.116192,0.00207,1.82288,0.335584,2.34339,2.27673
3,double,uniform,GPU,"P | P | P | P | D | N",192,35,0.115232,0.002241,1.81462,0.336896,2.33092,2.26899
3,double,uniform,GPU,"P | P | P | P | D | N",192,36,0.11296,0.00211,1.81626,0.33312,2.33033,2.26445
3,double,uniform,GPU,"P | P | P | P | D | N",192,37,0.115808,0.002101,1.81733,0.334592,2.33595,2.26983
3,double,uniform,GPU,"P | P | P | P | D | N",192,38,0.115136,0.002328,1.81949,0.337504,2.34218,2.27446
3,double,uniform,GPU,"P | P | P | P | D | N",192,39,0.105984,0.00209,1.80247,0.33808,2.31049,2.24863
3,double,uniform,GPU,"P | P | P | P | D | N",192,40,0.117312,0.00218,1.82061,0.333184,2.33987,2.27329
3,double,uniform,GPU,"P | P | P | P | D | N",192,41,0.11504,0.00234,1.81459,0.333568,2.33202,2.26554
3,double,uniform,GPU,"P | P | P | P | D | N",192,42,0.098528,0.00206,1.8101,0.331584,2.34572,2.24227
3,double,uniform,GPU,"P | P | P | P | D | N",192,43,0.098752,0.002151,1.80426,0.330592,2.3019,2.23575
3,double,uniform,GPU,"P | P | P | P | D | N",192,44,0.114368,0.00226,1.80707,0.329888,2.32018,2.25358
3,double,uniform,GPU,"P | P | P | P | D | N",192,45,0.108,0.00216,1.81599,0.332064,2.32431,2.25821
3,double,uniform,GPU,"P | P | P | P | D | N",192,46,0.114592,0.00229,1.80552,0.332416,2.32194,2.25482
3,double,uniform,GPU,"P | P | P | P | D | N",192,47,0.113248,0.002191,1.81925,0.335168,2.33751,2.26986
3,double,uniform,GPU,"P | P | P | P | D | N",192,48,0.117952,0.00212,1.82059,0.333824,2.3412,2.27449
3,double,uniform,GPU,"P | P | P | P | D | N",192,49,0.11216,0.00221,1.81632,0.332736,2.32924,2.26343
3,double,uniform,GPU,"P | P | P | P | D | N",192,50,0.106112,0.001969,1.811,0.333088,2.31089,2.25217
3,double,uniform,GPU,"P | P | P | P | D | N",192,51,0.104608,0.00211,1.80547,0.331296,2.30854,2.24348
3,double,uniform,GPU,"P | P | P | P | D | N",192,52,0.113856,0.002149,1.81124,0.335584,2.33095,2.26283
3,double,uniform,GPU,"P | P | P | P | D | N",192,53,0.117376,0.00218,1.80644,0.331712,2.32072,2.25771
3,double,uniform,GPU,"P | P | P | P | D | N",192,54,0.10848,0.002139,1.8111,0.333216,2.32129,2.25494
3,double,uniform,GPU,"P | P | P | P | D | N",192,55,0.110464,0.00219,1.82103,0.333024,2.33263,2.26671
3,double,uniform,GPU,"P | P | P | P | D | N",192,56,0.117824,0.00218,1.81301,0.336864,2.33684,2.26988
3,double,uniform,GPU,"P | P | P | P | D | N",192,57,0.11472,0.002131,1.80757,0.335456,2.32741,2.25988
3,double,uniform,GPU,"P | P | P | P | D | N",192,58,0.117184,0.002089,1.81038,0.333088,2.32888,2.26274
3,double,uniform,GPU,"P | P | P | P | D | N",192,59,0.114048,0.00218,1.81549,0.333248,2.33217,2.26497
3,double,uniform,GPU,"P | P | P | P | D | N",192,60,0.1136,0.00204,1.81041,0.331328,2.32875,2.25738
3,double,uniform,GPU,"P | P | P | P | D | N",192,61,0.100288,0.00213,1.8049,0.330272,2.30416,2.23759
3,double,uniform,GPU,"P | P | P | P | D | N",192,62,0.104896,0.00215,1.80527,0.33168,2.31132,2.244
3,double,uniform,GPU,"P | P | P | P | D | N",192,63,0.1064,0.00201,1.81058,0.331744,2.31772,2.25074
3,double,uniform,GPU,"P | P | P | P | D | N",192,64,0.107232,0.00208,1.81945,0.3344,2.33021,2.26316
3,double,uniform,GPU,"P | P | P | P | D | N",192,65,0.109088,0.002269,1.81811,0.33136,2.32655,2.26083
3,double,uniform,GPU,"P | P | P | P | D | N",192,66,0.115296,0.002349,1.8066,0.334816,2.32513,2.25906
3,double,uniform,GPU,"P | P | P | P | D | N",192,67,0.1064,0.0019,1.81578,0.33456,2.32145,2.25864
3,double,uniform,GPU,"P | P | P | P | D | N",192,68,0.117088,0.00222,1.822,0.334688,2.34327,2.276
3,double,uniform,GPU,"P | P | P | P | D | N",192,69,0.10528,0.00222,1.81248,0.333632,2.32156,2.25361
3,double,uniform,GPU,"P | P | P | P | D | N",192,70,0.104448,0.00206,1.81611,0.331936,2.3215,2.25455
3,double,uniform,GPU,"P | P | P | P | D | N",192,71,0.116256,0.002319,1.82051,0.329952,2.34003,2.26904
3,double,uniform,GPU,"P | P | P | P | D | N",192,72,0.116384,0.002261,1.80499,0.33072,2.31749,2.25435
3,double,uniform,GPU,"P | P | P | P | D | N",192,73,0.117152,0.0023,1.816,0.33536,2.33963,2.27081
3,double,uniform,GPU,"P | P | P | P | D | N",192,74,0.099712,0.001988,1.80543,0.330976,2.30598,2.23811
3,double,uniform,GPU,"P | P | P | P | D | N",256,0,0.33568,0.00254,4.72489,0.901664,6.04296,5.96477
3,double,uniform,GPU,"P | P | P | P | D | N",256,1,0.330912,0.00261,4.73197,0.90096,6.04079,5.96645
3,double,uniform,GPU,"P | P | P | P | D | N",256,2,0.326656,0.00233,4.73213,0.898432,6.02891,5.95955
3,double,uniform,GPU,"P | P | P | P | D | N",256,3,0.334016,0.002441,4.72279,0.901024,6.04083,5.96027
3,double,uniform,GPU,"P | P | P | P | D | N",256,4,0.328608,0.0023,4.72971,0.906272,6.03786,5.96689
3,double,uniform,GPU,"P | P | P | P | D | N",256,5,0.336064,0.00867,4.72331,0.90256,6.04102,5.9706
3,double,uniform,GPU,"P | P | P | P | D | N",256,6,0.336448,0.00238,4.72403,0.905984,6.0514,5.96884
3,double,uniform,GPU,"P | P | P | P | D | N",256,7,0.33632,0.002369,4.73576,0.908832,6.06275,5.98328
3,double,uniform,GPU,"P | P | P | P | D | N",256,8,0.336,0.00238,4.72791,0.906208,6.05427,5.9725
