dim,precision,solver_type,api,bc_name,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,GPU,"D | D | D | D | D | D",64,0,184.203,0,0.054879,52.0123,236.369,236.27
3,float,uniform,GPU,"D | D | D | D | D | D",192,38,0.045184,0,0.419106,0.04688,0.562693,0.51117
3,float,uniform,GPU,"D | D | D | D | D | D",192,39,0.042528,0,0.416676,0.042784,0.555703,0.501988
3,float,uniform,GPU,"D | D | D | D | D | D",192,40,0.060992,0,0.422955,0.049536,0.586844,0.533483
3,float,uniform,GPU,"D | D | D | D | D | D",192,41,0.062752,0,0.420736,0.048576,0.584563,0.532064
3,float,uniform,GPU,"D | D | D | D | D | D",192,42,0.047936,0,0.413015,0.04576,0.552234,0.506711
3,float,uniform,GPU,"D | D | D | D | D | D",192,43,0.045152,0,0.416066,0.044704,0.557163,0.505922
3,float,uniform,GPU,"D | D | D | D | D | D",192,44,0.044608,0,0.426896,0.044832,0.568363,0.516336
3,float,uniform,GPU,"D | D | D | D | D | D",192,45,0.046112,0,0.418846,0.044544,0.562394,0.509502
3,float,uniform,GPU,"D | D | D | D | D | D",192,46,0.045824,0,0.463605,0.043776,0.605814,0.553205
3,float,uniform,GPU,"D | D | D | D | D | D",192,47,0.04512,0,0.419725,0.047328,0.563403,0.512173
3,float,uniform,GPU,"D | D | D | D | D | D",192,48,0.063168,0,0.422495,0.04992,0.588383,0.535583
3,float,uniform,GPU,"D | D | D | D | D | D",192,49,0.04544,0,0.416325,0.044704,0.559114,0.506469
3,float,uniform,GPU,"D | D | D | D | D | D",192,50,0.044512,0,0.423645,0.044928,0.565594,0.513085
3,float,uniform,GPU,"D | D | D | D | D | D",192,51,0.065216,0,0.421425,0.050144,0.589243,0.536785
3,float,uniform,GPU,"D | D | D | D | D | D",192,52,0.046528,0,0.417625,0.047616,0.558574,0.511769
3,float,uniform,GPU,"D | D | D | D | D | D",192,53,0.045312,0,0.416835,0.044352,0.560854,0.506499
3,float,uniform,GPU,"D | D | D | D | D | D",192,54,0.045728,0,0.415155,0.044128,0.557344,0.505011
3,float,uniform,GPU,"D | D | D | D | D | D",192,55,0.045792,0,0.417395,0.04464,0.559794,0.507827
3,float,uniform,GPU,"D | D | D | D | D | D",192,56,0.04512,0,0.418285,0.044128,0.559883,0.507533
3,float,uniform,GPU,"D | D | D | D | D | D",192,57,0.060864,0,0.420295,0.04864,0.583134,0.529799
3,float,uniform,GPU,"D | D | D | D | D | D",192,58,0.046144,0,0.419606,0.044,0.561483,0.50975
3,float,uniform,GPU,"D | D | D | D | D | D",192,59,0.065152,0,0.421046,0.0504,0.589773,0.536598
3,float,uniform,GPU,"D | D | D | D | D | D",192,60,0.047776,0,0.416265,0.046784,0.563264,0.510825
3,float,uniform,GPU,"D | D | D | D | D | D",192,61,0.060288,0,0.420125,0.046912,0.580484,0.527325
3,float,uniform,GPU,"D | D | D | D | D | D",192,62,0.045408,0,0.418935,0.04768,0.565633,0.512023
3,float,uniform,GPU,"D | D | D | D | D | D",192,63,0.04496,0,0.415555,0.046304,0.558063,0.506819
3,float,uniform,GPU,"D | D | D | D | D | D",192,64,0.065376,0,0.420405,0.048032,0.587223,0.533813
3,float,uniform,GPU,"D | D | D | D | D | D",192,65,0.048608,0,0.416705,0.045312,0.562694,0.510625
3,float,uniform,GPU,"D | D | D | D | D | D",192,66,0.045056,0,0.417516,0.043904,0.558884,0.506476
3,float,uniform,GPU,"D | D | D | D | D | D",192,67,0.061536,0,0.419866,0.049344,0.583343,0.530746
3,float,uniform,GPU,"D | D | D | D | D | D",192,68,0.046624,0,0.420345,0.048032,0.569014,0.515001
3,float,uniform,GPU,"D | D | D | D | D | D",192,69,0.045632,0,0.417896,0.044992,0.560194,0.50852
3,float,uniform,GPU,"D | D | D | D | D | D",192,70,0.062816,0,0.419465,0.050368,0.582534,0.532649
3,float,uniform,GPU,"D | D | D | D | D | D",192,71,0.064448,0,0.421825,0.050048,0.588873,0.536321
3,float,uniform,GPU,"D | D | D | D | D | D",192,72,0.063104,0,0.425435,0.047648,0.589994,0.536187
3,float,uniform,GPU,"D | D | D | D | D | D",192,73,0.050016,0,0.417525,0.04576,0.566254,0.513301
3,float,uniform,GPU,"D | D | D | D | D | D",192,74,0.0448,0,0.417084,0.04688,0.561554,0.508764
3,float,uniform,GPU,"D | D | D | D | D | D",256,0,0.16448,0,0.88499,0.101856,1.20955,1.15133
3,float,uniform,GPU,"D | D | D | D | D | D",256,1,0.168192,0,0.89268,0.10032,1.2203,1.16119
3,float,uniform,GPU,"D | D | D | D | D | D",256,2,0.169248,0,0.89224,0.10272,1.21607,1.16421
3,float,uniform,GPU,"D | D | D | D | D | D",256,3,0.171008,0,0.89182,0.102528,1.22038,1.16536
3,float,uniform,GPU,"D | D | D | D | D | D",256,4,0.166848,0,0.89226,0.100672,1.21353,1.15978
3,float,uniform,GPU,"D | D | D | D | D | D",256,5,0.164352,0,0.8976,0.101216,1.2161,1.16317
3,float,uniform,GPU,"D | D | D | D | D | D",256,6,0.161856,0,0.89891,0.101024,1.21657,1.16179
3,float,uniform,GPU,"D | D | D | D | D | D",256,7,0.164032,0,0.89486,0.10016,1.2123,1.15905
3,float,uniform,GPU,"D | D | D | D | D | D",256,8,0.174272,0,0.89171,0.102368,1.22217,1.16835
3,float,uniform,GPU,"D | D | D | D | D | D",256,9,0.161888,0,0.89164,0.099552,1.20666,1.15308
3,float,uniform,GPU,"D | D | D | D | D | D",256,10,0.170592,0,0.89049,0.103392,1.21615,1.16447
3,float,uniform,GPU,"D | D | D | D | D | D",256,11,0.159584,0,0.896429,0.100128,1.20895,1.15614
3,float,uniform,GPU,"D | D | D | D | D | D",256,12,0.164864,0,0.89043,0.097856,1.20638,1.15315
3,float,uniform,GPU,"D | D | D | D | D | D",256,13,0.161248,0,0.89473,0.100928,1.21088,1.15691
3,float,uniform,GPU,"D | D | D | D | D | D",256,14,0.171488,0,0.89559,0.1016,1.23519,1.16868
3,float,uniform,GPU,"D | D | D | D | D | D",256,15,0.1672,0,0.888859,0.101088,1.20715,1.15715
3,float,uniform,GPU,"D | D | D | D | D | D",256,16,0.163392,0,0.89208,0.099904,1.20827,1.15538
3,float,uniform,GPU,"D | D | D | D | D | D",256,17,0.167488,0,0.89529,0.102944,1.21962,1.16572
3,float,uniform,GPU,"D | D | D | D | D | D",256,18,0.170144,0,0.8929,0.102144,1.21783,1.16519
3,float,uniform,GPU,"D | D | D | D | D | D",256,19,0.156224,0,0.889979,0.096096,1.1976,1.1423
3,float,uniform,GPU,"D | D | D | D | D | D",256,20,0.15728,0,0.8927,0.099488,1.20296,1.14947
