dim,precision,solver_type,api,bc_name,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,GPU,"D | D | D | D | D | D",64,0,184.203,0,0.054879,52.0123,236.369,236.27
3,float,uniform,GPU,"D | D | D | D | D | D",64,1,0.010752,0,0.03605,0.009408,0.109868,0.05621
3,float,uniform,GPU,"D | D | D | D | D | D",64,2,0.014176,0,0.030949,0.015648,0.113149,0.060773
3,float,uniform,GPU,"D | D | D | D | D | D",64,3,0.013152,0,0.030639,0.007744,0.105239,0.051535
3,float,uniform,GPU,"D | D | D | D | D | D",64,4,0.008384,0,0.031609,0.00848,0.102198,0.048473
3,float,uniform,GPU,"D | D | D | D | D | D",64,5,0.012896,0,0.030929,0.008064,0.105509,0.051889
3,float,uniform,GPU,"D | D | D | D | D | D",64,6,0.01376,0,0.03167,0.007744,0.105768,0.053174
3,float,uniform,GPU,"D | D | D | D | D | D",64,7,0.013952,0,0.031139,0.008544,0.106349,0.053635
3,float,uniform,GPU,"D | D | D | D | D | D",64,8,0.008256,0,0.03143,0.00848,0.100829,0.048166
3,float,uniform,GPU,"D | D | D | D | D | D",64,9,0.013376,0,0.031029,0.00848,0.106089,0.052885
3,float,uniform,GPU,"D | D | D | D | D | D",64,10,0.015168,0,0.030869,0.008896,0.108179,0.054933
3,float,uniform,GPU,"D | D | D | D | D | D",64,11,0.011808,0,0.03078,0.008416,0.104289,0.051004
3,float,uniform,GPU,"D | D | D | D | D | D",64,12,0.014272,0,0.03094,0.008384,0.106499,0.053596
3,float,uniform,GPU,"D | D | D | D | D | D",64,13,0.01408,0,0.03073,0.008896,0.106869,0.053706
3,float,uniform,GPU,"D | D | D | D | D | D",64,14,0.01488,0,0.03139,0.00848,0.106838,0.05475
3,float,uniform,GPU,"D | D | D | D | D | D",64,15,0.012864,0,0.030919,0.008192,0.105269,0.051975
3,float,uniform,GPU,"D | D | D | D | D | D",64,16,0.016864,0,0.03114,0.008192,0.108069,0.056196
3,float,uniform,GPU,"D | D | D | D | D | D",64,17,0.01376,0,0.03059,0.010528,0.107819,0.054878
3,float,uniform,GPU,"D | D | D | D | D | D",64,18,0.014144,0,0.031109,0.0088,0.106619,0.054053
3,float,uniform,GPU,"D | D | D | D | D | D",64,19,0.01424,0,0.03182,0.007424,0.106189,0.053484
3,float,uniform,GPU,"D | D | D | D | D | D",64,20,0.015808,0,0.027709,0.01008,0.098699,0.053597
3,float,uniform,GPU,"D | D | D | D | D | D",64,21,0.012864,0,0.030439,0.007936,0.104558,0.051239
3,float,uniform,GPU,"D | D | D | D | D | D",64,22,0.016,0,0.03072,0.007904,0.108389,0.054624
3,float,uniform,GPU,"D | D | D | D | D | D",64,23,0.014752,0,0.03141,0.008704,0.108989,0.054866
3,float,uniform,GPU,"D | D | D | D | D | D",64,24,0.014304,0,0.037839,0.008032,0.113718,0.060175
3,float,uniform,GPU,"D | D | D | D | D | D",64,25,0.014048,0,0.031209,0.007904,0.105499,0.053161
3,float,uniform,GPU,"D | D | D | D | D | D",64,26,0.012704,0,0.03112,0.007648,0.104509,0.051472
3,float,uniform,GPU,"D | D | D | D | D | D",64,27,0.016256,0,0.030999,0.00768,0.106939,0.054935
3,float,uniform,GPU,"D | D | D | D | D | D",64,28,0.015648,0,0.031059,0.008032,0.106699,0.054739
3,float,uniform,GPU,"D | D | D | D | D | D",64,29,0.013888,0,0.03128,0.007872,0.107639,0.05304
3,float,uniform,GPU,"D | D | D | D | D | D",64,30,0.00848,0,0.03165,0.008544,0.102429,0.048674
3,float,uniform,GPU,"D | D | D | D | D | D",64,31,0.013088,0,0.031239,0.006752,0.105339,0.051079
3,float,uniform,GPU,"D | D | D | D | D | D",64,32,0.012864,0,0.03098,0.008384,0.105189,0.052228
3,float,uniform,GPU,"D | D | D | D | D | D",64,33,0.015648,0,0.03146,0.009152,0.108239,0.05626
3,float,uniform,GPU,"D | D | D | D | D | D",64,34,0.01456,0,0.031269,0.00768,0.107048,0.053509
3,float,uniform,GPU,"D | D | D | D | D | D",64,35,0.0144,0,0.03095,0.010432,0.109168,0.055782
3,float,uniform,GPU,"D | D | D | D | D | D",64,36,0.010336,0,0.031029,0.008864,0.103689,0.050229
3,float,uniform,GPU,"D | D | D | D | D | D",64,37,0.012992,0,0.030309,0.008512,0.104789,0.051813
3,float,uniform,GPU,"D | D | D | D | D | D",64,38,0.012032,0,0.031249,0.00976,0.106139,0.053041
3,float,uniform,GPU,"D | D | D | D | D | D",64,39,0.014336,0,0.02967,0.007616,0.102729,0.051622
3,float,uniform,GPU,"D | D | D | D | D | D",64,40,0.014592,0,0.031289,0.00864,0.107479,0.054521
3,float,uniform,GPU,"D | D | D | D | D | D",64,41,0.014016,0,0.030819,0.008192,0.105779,0.053027
3,float,uniform,GPU,"D | D | D | D | D | D",64,42,0.015744,0,0.03149,0.009856,0.110678,0.05709
3,float,uniform,GPU,"D | D | D | D | D | D",64,43,0.013184,0,0.03102,0.007616,0.105509,0.05182
3,float,uniform,GPU,"D | D | D | D | D | D",64,44,0.01632,0,0.031749,0.007936,0.108389,0.056005
3,float,uniform,GPU,"D | D | D | D | D | D",64,45,0.015232,0,0.028999,0.009888,0.099199,0.054119
3,float,uniform,GPU,"D | D | D | D | D | D",64,46,0.013408,0,0.030939,0.007616,0.106489,0.051963
3,float,uniform,GPU,"D | D | D | D | D | D",64,47,0.01392,0,0.03097,0.00816,0.106629,0.05305
3,float,uniform,GPU,"D | D | D | D | D | D",64,48,0.016256,0,0.032629,0.007872,0.110449,0.056757
3,float,uniform,GPU,"D | D | D | D | D | D",64,49,0.008672,0,0.031329,0.008352,0.100529,0.048353
3,float,uniform,GPU,"D | D | D | D | D | D",64,50,0.013792,0,0.030399,0.008608,0.106109,0.052799
3,float,uniform,GPU,"D | D | D | D | D | D",64,51,0.013952,0,0.03084,0.007872,0.106069,0.052664
3,float,uniform,GPU,"D | D | D | D | D | D",64,52,0.015232,0,0.03097,0.008128,0.111729,0.05433
3,float,uniform,GPU,"D | D | D | D | D | D",64,53,0.016128,0,0.03063,0.007808,0.107749,0.054566
3,float,uniform,GPU,"D | D | D | D | D | D",64,54,0.014624,0,0.03153,0.007424,0.106789,0.053578
3,float,uniform,GPU,"D | D | D | D | D | D",64,55,0.012512,0,0.030808,0.008,0.104929,0.05132
3,float,uniform,GPU,"D | D | D | D | D | D",64,56,0.014976,0,0.0307,0.009504,0.107709,0.05518
3,float,uniform,GPU,"D | D | D | D | D | D",64,57,0.008096,0,0.031529,0.007904,0.100019,0.047529
3,float,uniform,GPU,"D | D | D | D | D | D",64,58,0.014048,0,0.031559,0.007296,0.104699,0.052903
3,float,uniform,GPU,"D | D | D | D | D | D",64,59,0.013504,0,0.03126,0.008192,0.106759,0.052956
3,float,uniform,GPU,"D | D | D | D | D | D",64,60,0.014688,0,0.03127,0.008224,0.107289,0.054182
3,float,uniform,GPU,"D | D | D | D | D | D",64,61,0.014592,0,0.03046,0.007904,0.106039,0.052956
3,float,uniform,GPU,"D | D | D | D | D | D",64,62,0.014816,0,0.03106,0.009248,0.108919,0.055124
3,float,uniform,GPU,"D | D | D | D | D | D",64,63,0.014144,0,0.03066,0.007936,0.105539,0.05274
3,float,uniform,GPU,"D | D | D | D | D | D",64,64,0.014464,0,0.030409,0.007648,0.104389,0.052521
3,float,uniform,GPU,"D | D | D | D | D | D",64,65,0.013952,0,0.03049,0.008672,0.106509,0.053114
3,float,uniform,GPU,"D | D | D | D | D | D",64,66,0.013472,0,0.03094,0.007616,0.105208,0.052028
3,float,uniform,GPU,"D | D | D | D | D | D",64,67,0.01472,0,0.03095,0.00912,0.107628,0.05479
3,float,uniform,GPU,"D | D | D | D | D | D",64,68,0.015072,0,0.03081,0.008224,0.106098,0.054106
3,float,uniform,GPU,"D | D | D | D | D | D",64,69,0.015744,0,0.03103,0.010336,0.108309,0.05711
3,float,uniform,GPU,"D | D | D | D | D | D",64,70,0.010016,0,0.02748,0.010976,0.092559,0.048472
3,float,uniform,GPU,"D | D | D | D | D | D",64,71,0.01376,0,0.031019,0.009696,0.108079,0.054475
3,float,uniform,GPU,"D | D | D | D | D | D",64,72,0.013792,0,0.031409,0.008128,0.106329,0.053329
3,float,uniform,GPU,"D | D | D | D | D | D",64,73,0.014848,0,0.031,0.008544,0.106419,0.054392
3,float,uniform,GPU,"D | D | D | D | D | D",64,74,0.013728,0,0.03067,0.008064,0.104769,0.052462
3,float,uniform,GPU,"D | D | D | D | D | D",128,0,0.029824,0,0.136958,0.022496,0.243597,0.189278
3,float,uniform,GPU,"D | D | D | D | D | D",128,1,0.019168,0,0.131449,0.018464,0.222117,0.169081
3,float,uniform,GPU,"D | D | D | D | D | D",128,2,0.019904,0,0.130038,0.018784,0.220778,0.168726
3,float,uniform,GPU,"D | D | D | D | D | D",128,3,0.019296,0,0.13165,0.018496,0.222957,0.169442
3,float,uniform,GPU,"D | D | D | D | D | D",128,4,0.021408,0,0.131598,0.019456,0.224518,0.172462
3,float,uniform,GPU,"D | D | D | D | D | D",128,5,0.025792,0,0.131668,0.016544,0.228898,0.174004
3,float,uniform,GPU,"D | D | D | D | D | D",128,6,0.018944,0,0.12785,0.021632,0.212977,0.168426
3,float,uniform,GPU,"D | D | D | D | D | D",128,7,0.01808,0,0.131198,0.01808,0.220737,0.167358
3,float,uniform,GPU,"D | D | D | D | D | D",128,8,0.01824,0,0.131428,0.018656,0.221468,0.168324
3,float,uniform,GPU,"D | D | D | D | D | D",128,9,0.025824,0,0.13152,0.017856,0.228457,0.1752
3,float,uniform,GPU,"D | D | D | D | D | D",128,10,0.020704,0,0.131419,0.018912,0.223347,0.171035
3,float,uniform,GPU,"D | D | D | D | D | D",128,11,0.019328,0,0.13253,0.018272,0.223977,0.17013
3,float,uniform,GPU,"D | D | D | D | D | D",128,12,0.0192,0,0.131148,0.01824,0.220828,0.168588
3,float,uniform,GPU,"D | D | D | D | D | D",128,13,0.018272,0,0.13142,0.018208,0.220067,0.1679
3,float,uniform,GPU,"D | D | D | D | D | D",128,14,0.018784,0,0.127968,0.02144,0.213228,0.168192
3,float,uniform,GPU,"D | D | D | D | D | D",128,15,0.026112,0,0.131098,0.018848,0.227928,0.176058
3,float,uniform,GPU,"D | D | D | D | D | D",128,16,0.019168,0,0.131328,0.01776,0.221768,0.168256
3,float,uniform,GPU,"D | D | D | D | D | D",128,17,0.018272,0,0.13128,0.017952,0.221027,0.167504
3,float,uniform,GPU,"D | D | D | D | D | D",128,18,0.026464,0,0.131788,0.019456,0.230048,0.177708
3,float,uniform,GPU,"D | D | D | D | D | D",128,19,0.019392,0,0.131918,0.017536,0.221957,0.168846
3,float,uniform,GPU,"D | D | D | D | D | D",128,20,0.03568,0,0.136408,0.024448,0.249798,0.196536
3,float,uniform,GPU,"D | D | D | D | D | D",128,21,0.018304,0,0.131808,0.018656,0.222118,0.168768
3,float,uniform,GPU,"D | D | D | D | D | D",128,22,0.01984,0,0.13128,0.018528,0.222627,0.169648
3,float,uniform,GPU,"D | D | D | D | D | D",128,23,0.020032,0,0.131619,0.018016,0.221787,0.169667
3,float,uniform,GPU,"D | D | D | D | D | D",128,24,0.020288,0,0.130678,0.018528,0.221857,0.169494
3,float,uniform,GPU,"D | D | D | D | D | D",128,25,0.017984,0,0.13132,0.017856,0.219828,0.16716
3,float,uniform,GPU,"D | D | D | D | D | D",128,26,0.019584,0,0.132719,0.018304,0.222128,0.170607
3,float,uniform,GPU,"D | D | D | D | D | D",128,27,0.0216,0,0.132729,0.0184,0.225367,0.172729
3,float,uniform,GPU,"D | D | D | D | D | D",128,28,0.018176,0,0.130719,0.019296,0.219837,0.168191
3,float,uniform,GPU,"D | D | D | D | D | D",128,29,0.02304,0,0.131979,0.017568,0.256477,0.172587
3,float,uniform,GPU,"D | D | D | D | D | D",128,30,0.01968,0,0.130568,0.017344,0.219367,0.167592
3,float,uniform,GPU,"D | D | D | D | D | D",128,31,0.019104,0,0.131478,0.018816,0.219728,0.169398
3,float,uniform,GPU,"D | D | D | D | D | D",128,32,0.02576,0,0.127399,0.02112,0.220298,0.174279
3,float,uniform,GPU,"D | D | D | D | D | D",128,33,0.026272,0,0.131568,0.018688,0.229667,0.176528
3,float,uniform,GPU,"D | D | D | D | D | D",128,34,0.020096,0,0.130868,0.0168,0.221467,0.167764
3,float,uniform,GPU,"D | D | D | D | D | D",128,35,0.02592,0,0.131338,0.018656,0.228338,0.175914
3,float,uniform,GPU,"D | D | D | D | D | D",128,36,0.01904,0,0.132078,0.018272,0.222168,0.16939
3,float,uniform,GPU,"D | D | D | D | D | D",128,37,0.0192,0,0.131298,0.019328,0.223018,0.169826
3,float,uniform,GPU,"D | D | D | D | D | D",128,38,0.018752,0,0.131468,0.019264,0.221458,0.169484
3,float,uniform,GPU,"D | D | D | D | D | D",128,39,0.020576,0,0.131279,0.01792,0.222977,0.169775
3,float,uniform,GPU,"D | D | D | D | D | D",128,40,0.01968,0,0.131778,0.017568,0.221928,0.169026
3,float,uniform,GPU,"D | D | D | D | D | D",128,41,0.026208,0,0.13133,0.017408,0.227387,0.174946
3,float,uniform,GPU,"D | D | D | D | D | D",128,42,0.018688,0,0.130908,0.018944,0.221198,0.16854
3,float,uniform,GPU,"D | D | D | D | D | D",128,43,0.03856,0,0.136538,0.024064,0.252637,0.199162
3,float,uniform,GPU,"D | D | D | D | D | D",128,44,0.019232,0,0.13192,0.018656,0.222707,0.169808
3,float,uniform,GPU,"D | D | D | D | D | D",128,45,0.0272,0,0.131438,0.019648,0.230007,0.178286
3,float,uniform,GPU,"D | D | D | D | D | D",128,46,0.018304,0,0.131928,0.018304,0.221087,0.168536
3,float,uniform,GPU,"D | D | D | D | D | D",128,47,0.019072,0,0.130968,0.018016,0.221678,0.168056
3,float,uniform,GPU,"D | D | D | D | D | D",128,48,0.018144,0,0.131358,0.01808,0.219768,0.167582
3,float,uniform,GPU,"D | D | D | D | D | D",128,49,0.018784,0,0.129188,0.020224,0.214168,0.168196
3,float,uniform,GPU,"D | D | D | D | D | D",128,50,0.018976,0,0.199038,0.017664,0.288407,0.235678
3,float,uniform,GPU,"D | D | D | D | D | D",128,51,0.020224,0,0.131658,0.019072,0.223808,0.170954
3,float,uniform,GPU,"D | D | D | D | D | D",128,52,0.019616,0,0.221387,0.02,0.313387,0.261003
3,float,uniform,GPU,"D | D | D | D | D | D",128,53,0.018176,0,0.131538,0.01952,0.221397,0.169234
3,float,uniform,GPU,"D | D | D | D | D | D",128,54,0.01952,0,0.131879,0.018752,0.221857,0.170151
3,float,uniform,GPU,"D | D | D | D | D | D",128,55,0.0184,0,0.131668,0.017984,0.221158,0.168052
3,float,uniform,GPU,"D | D | D | D | D | D",128,56,0.018144,0,0.130849,0.018432,0.220077,0.167425
3,float,uniform,GPU,"D | D | D | D | D | D",128,57,0.019072,0,0.127968,0.021024,0.242167,0.168064
3,float,uniform,GPU,"D | D | D | D | D | D",128,58,0.01824,0,0.13135,0.019008,0.221147,0.168598
3,float,uniform,GPU,"D | D | D | D | D | D",128,59,0.018208,0,0.131528,0.018112,0.220798,0.167848
3,float,uniform,GPU,"D | D | D | D | D | D",128,60,0.019296,0,0.13256,0.0208,0.223927,0.172656
3,float,uniform,GPU,"D | D | D | D | D | D",128,61,0.019008,0,0.131838,0.018464,0.221587,0.16931
3,float,uniform,GPU,"D | D | D | D | D | D",128,62,0.036768,0,0.135958,0.022912,0.248807,0.195638
3,float,uniform,GPU,"D | D | D | D | D | D",128,63,0.01968,0,0.132638,0.018304,0.223418,0.170622
3,float,uniform,GPU,"D | D | D | D | D | D",128,64,0.01824,0,0.131828,0.019456,0.221678,0.169524
3,float,uniform,GPU,"D | D | D | D | D | D",128,65,0.019136,0,0.131098,0.01792,0.221697,0.168154
3,float,uniform,GPU,"D | D | D | D | D | D",128,66,0.019296,0,0.131118,0.017376,0.220028,0.16779
3,float,uniform,GPU,"D | D | D | D | D | D",128,67,0.018976,0,0.132848,0.0184,0.222318,0.170224
3,float,uniform,GPU,"D | D | D | D | D | D",128,68,0.019136,0,0.132108,0.01872,0.222208,0.169964
3,float,uniform,GPU,"D | D | D | D | D | D",128,69,0.019904,0,0.131418,0.01808,0.221928,0.169402
3,float,uniform,GPU,"D | D | D | D | D | D",128,70,0.0192,0,0.131748,0.017472,0.221567,0.16842
3,float,uniform,GPU,"D | D | D | D | D | D",128,71,0.020576,0,0.128368,0.021312,0.216757,0.170256
3,float,uniform,GPU,"D | D | D | D | D | D",128,72,0.019904,0,0.131738,0.019296,0.222518,0.170938
3,float,uniform,GPU,"D | D | D | D | D | D",128,73,0.018784,0,0.131168,0.019392,0.222498,0.169344
3,float,uniform,GPU,"D | D | D | D | D | D",128,74,0.019712,0,0.132678,0.018144,0.230798,0.170534
3,float,uniform,GPU,"D | D | D | D | D | D",192,0,0.065696,0,0.422116,0.047168,0.587744,0.53498
3,float,uniform,GPU,"D | D | D | D | D | D",192,1,0.044704,0,0.418355,0.045216,0.561594,0.508275
3,float,uniform,GPU,"D | D | D | D | D | D",192,2,0.045024,0,0.418255,0.044864,0.561114,0.508143
3,float,uniform,GPU,"D | D | D | D | D | D",192,3,0.044992,0,0.417566,0.045312,0.560783,0.50787
3,float,uniform,GPU,"D | D | D | D | D | D",192,4,0.044352,0,0.418636,0.043648,0.559674,0.506636
3,float,uniform,GPU,"D | D | D | D | D | D",192,5,0.045024,0,0.413325,0.047552,0.553144,0.505901
3,float,uniform,GPU,"D | D | D | D | D | D",192,6,0.045088,0,0.428665,0.047744,0.573184,0.521497
3,float,uniform,GPU,"D | D | D | D | D | D",192,7,0.064256,0,0.420356,0.04944,0.586863,0.534052
3,float,uniform,GPU,"D | D | D | D | D | D",192,8,0.046272,0,0.417166,0.044544,0.560824,0.507982
3,float,uniform,GPU,"D | D | D | D | D | D",192,9,0.045696,0,0.418086,0.043648,0.560563,0.50743
3,float,uniform,GPU,"D | D | D | D | D | D",192,10,0.044992,0,0.420694,0.045216,0.563734,0.510902
3,float,uniform,GPU,"D | D | D | D | D | D",192,11,0.045472,0,0.418565,0.045536,0.562544,0.509573
3,float,uniform,GPU,"D | D | D | D | D | D",192,12,0.045536,0,0.414996,0.046432,0.554854,0.506964
3,float,uniform,GPU,"D | D | D | D | D | D",192,13,0.06304,0,0.419696,0.049344,0.585043,0.53208
3,float,uniform,GPU,"D | D | D | D | D | D",192,14,0.062688,0,0.422845,0.049888,0.594433,0.535421
3,float,uniform,GPU,"D | D | D | D | D | D",192,15,0.045568,0,0.419836,0.046976,0.566013,0.51238
3,float,uniform,GPU,"D | D | D | D | D | D",192,16,0.04512,0,0.417096,0.046176,0.560563,0.508392
3,float,uniform,GPU,"D | D | D | D | D | D",192,17,0.04464,0,0.416905,0.046912,0.561864,0.508457
3,float,uniform,GPU,"D | D | D | D | D | D",192,18,0.045344,0,0.416885,0.04736,0.563204,0.509589
3,float,uniform,GPU,"D | D | D | D | D | D",192,19,0.045408,0,0.415445,0.047168,0.554403,0.508021
3,float,uniform,GPU,"D | D | D | D | D | D",192,20,0.045024,0,0.418924,0.046304,0.562974,0.510252
3,float,uniform,GPU,"D | D | D | D | D | D",192,21,0.047712,0,0.415915,0.044,0.565484,0.507627
3,float,uniform,GPU,"D | D | D | D | D | D",192,22,0.044224,0,0.420225,0.045984,0.563664,0.510433
3,float,uniform,GPU,"D | D | D | D | D | D",192,23,0.044896,0,0.415514,0.047008,0.559504,0.507418
3,float,uniform,GPU,"D | D | D | D | D | D",192,24,0.045088,0,0.415816,0.043488,0.557414,0.504392
3,float,uniform,GPU,"D | D | D | D | D | D",192,25,0.047008,0,0.416515,0.045024,0.560143,0.508547
3,float,uniform,GPU,"D | D | D | D | D | D",192,26,0.044928,0,0.417206,0.0424,0.557734,0.504534
3,float,uniform,GPU,"D | D | D | D | D | D",192,27,0.044512,0,0.418125,0.044768,0.560254,0.507405
3,float,uniform,GPU,"D | D | D | D | D | D",192,28,0.065408,0,0.420865,0.048064,0.587994,0.534337
3,float,uniform,GPU,"D | D | D | D | D | D",192,29,0.046112,0,0.416145,0.046912,0.556234,0.509169
3,float,uniform,GPU,"D | D | D | D | D | D",192,30,0.04512,0,0.415465,0.044544,0.557904,0.505129
3,float,uniform,GPU,"D | D | D | D | D | D",192,31,0.058528,0,0.421076,0.04784,0.579224,0.527444
3,float,uniform,GPU,"D | D | D | D | D | D",192,32,0.046016,0,0.417705,0.044384,0.560044,0.508105
3,float,uniform,GPU,"D | D | D | D | D | D",192,33,0.05392,0,0.417734,0.046464,0.570684,0.518118
3,float,uniform,GPU,"D | D | D | D | D | D",192,34,0.044384,0,0.417586,0.045408,0.559333,0.507378
3,float,uniform,GPU,"D | D | D | D | D | D",192,35,0.062112,0,0.421736,0.048576,0.584884,0.532424
3,float,uniform,GPU,"D | D | D | D | D | D",192,36,0.045344,0,0.417535,0.046656,0.562524,0.509535
3,float,uniform,GPU,"D | D | D | D | D | D",192,37,0.045184,0,0.417256,0.045504,0.560713,0.507944
