dim,precision,solver_type,api,bc_name,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
2,double,uniform,CPU,"D | D | D | D",64,0,0.082272,0,0.163098,199.437,199.78,199.682
2,double,uniform,CPU,"D | D | D | D",256,40,0.083904,0,0.184857,0.009824,0.319656,0.278585
2,double,uniform,CPU,"D | D | D | D",256,41,0.081696,0,0.184989,0.009824,0.319166,0.276509
2,double,uniform,CPU,"D | D | D | D",256,42,0.081664,0,0.185658,0.010944,0.318966,0.278266
2,double,uniform,CPU,"D | D | D | D",256,43,0.084192,0,0.186308,0.010368,0.323896,0.280868
2,double,uniform,CPU,"D | D | D | D",256,44,0.081888,0,0.185528,0.009376,0.318187,0.276792
2,double,uniform,CPU,"D | D | D | D",256,45,0.086464,0,0.185638,0.008288,0.397476,0.28039
2,double,uniform,CPU,"D | D | D | D",256,46,0.082752,0,0.185588,0.012576,0.321036,0.280916
2,double,uniform,CPU,"D | D | D | D",256,47,0.0848,0,0.185228,0.01072,0.323267,0.280748
2,double,uniform,CPU,"D | D | D | D",256,48,0.080672,0,0.185548,0.010176,0.317316,0.276396
2,double,uniform,CPU,"D | D | D | D",256,49,0.083392,0,0.184758,0.008992,0.318406,0.277142
2,double,uniform,CPU,"D | D | D | D",256,50,0.091552,0,0.184898,0.009216,0.328016,0.285666
2,double,uniform,CPU,"D | D | D | D",256,51,0.18688,0,0.184648,0.01008,0.421595,0.381608
2,double,uniform,CPU,"D | D | D | D",256,52,0.081632,0,0.184128,0.008768,0.315106,0.274528
2,double,uniform,CPU,"D | D | D | D",256,53,0.089728,0,0.185097,0.0112,0.327926,0.286025
2,double,uniform,CPU,"D | D | D | D",256,54,0.084768,0,0.185169,0.008224,0.319167,0.278161
2,double,uniform,CPU,"D | D | D | D",256,55,0.08128,0,0.186578,0.011008,0.319716,0.278866
2,double,uniform,CPU,"D | D | D | D",256,56,0.08976,0,0.184478,0.01008,0.325466,0.284318
2,double,uniform,CPU,"D | D | D | D",256,57,0.18672,0,0.184768,0.010912,0.423085,0.3824
2,double,uniform,CPU,"D | D | D | D",256,58,0.080448,0,0.184317,0.009568,0.314937,0.274333
2,double,uniform,CPU,"D | D | D | D",256,59,0.08128,0,0.185288,0.011872,0.319856,0.27844
2,double,uniform,CPU,"D | D | D | D",256,60,0.09104,0,0.185307,0.008768,0.326637,0.285115
2,double,uniform,CPU,"D | D | D | D",256,61,0.081952,0,0.184728,0.008096,0.317296,0.274776
2,double,uniform,CPU,"D | D | D | D",256,62,0.0808,0,0.185098,0.0088,0.316506,0.274698
2,double,uniform,CPU,"D | D | D | D",256,63,0.08304,0,0.183948,0.009376,0.316497,0.276364
2,double,uniform,CPU,"D | D | D | D",256,64,0.080096,0,0.185038,0.008448,0.314256,0.273582
2,double,uniform,CPU,"D | D | D | D",256,65,0.082304,0,0.185259,0.010688,0.320036,0.278251
2,double,uniform,CPU,"D | D | D | D",256,66,0.081216,0,0.185048,0.010144,0.318396,0.276408
2,double,uniform,CPU,"D | D | D | D",256,67,0.081056,0,0.185668,0.010048,0.317926,0.276772
2,double,uniform,CPU,"D | D | D | D",256,68,0.07936,0,0.375566,0.01232,0.500314,0.467246
2,double,uniform,CPU,"D | D | D | D",256,69,0.080864,0,0.182988,0.011936,0.309377,0.275788
2,double,uniform,CPU,"D | D | D | D",256,70,0.085504,0,0.186228,0.01152,0.322786,0.283252
2,double,uniform,CPU,"D | D | D | D",256,71,0.083456,0,0.185438,0.008896,0.317146,0.27779
2,double,uniform,CPU,"D | D | D | D",256,72,0.0824,0,0.184878,0.00944,0.317917,0.276718
2,double,uniform,CPU,"D | D | D | D",256,73,0.080448,0,0.184989,0.010336,0.316766,0.275773
2,double,uniform,CPU,"D | D | D | D",256,74,0.084128,0,0.303606,0.008832,0.436566,0.396566
2,double,uniform,CPU,"D | D | D | D",320,0,0.123968,0,0.229848,0.017632,0.417135,0.371448
2,double,uniform,CPU,"D | D | D | D",320,1,0.115072,0,0.223468,0.012704,0.387906,0.351244
2,double,uniform,CPU,"D | D | D | D",320,2,0.11312,0,0.298217,0.013952,0.459575,0.425289
2,double,uniform,CPU,"D | D | D | D",320,3,0.11328,0,0.222837,0.013216,0.387495,0.349333
2,double,uniform,CPU,"D | D | D | D",320,4,0.114272,0,0.226888,0.011936,0.393756,0.353096
2,double,uniform,CPU,"D | D | D | D",320,5,0.115392,0,0.226557,0.0104,0.393125,0.352349
2,double,uniform,CPU,"D | D | D | D",320,6,0.113568,0,0.226548,0.011232,0.392696,0.351348
2,double,uniform,CPU,"D | D | D | D",320,7,0.114688,0,0.226938,0.010464,0.395596,0.35209
2,double,uniform,CPU,"D | D | D | D",320,8,0.109664,0,0.223087,0.011424,0.376326,0.344175
2,double,uniform,CPU,"D | D | D | D",320,9,0.121728,0,0.226128,0.010848,0.399415,0.358704
2,double,uniform,CPU,"D | D | D | D",320,10,0.114528,0,0.226037,0.009376,0.393146,0.349941
2,double,uniform,CPU,"D | D | D | D",320,11,0.11568,0,0.226447,0.011232,0.398676,0.353359
2,double,uniform,CPU,"D | D | D | D",320,12,0.116864,0,0.226698,0.0096,0.395886,0.353162
2,double,uniform,CPU,"D | D | D | D",320,13,0.119136,0,0.227827,0.011104,0.401875,0.358067
2,double,uniform,CPU,"D | D | D | D",320,14,0.117024,0,0.226607,0.011616,0.396086,0.355247
2,double,uniform,CPU,"D | D | D | D",320,15,0.114688,0,0.225818,0.009568,0.390985,0.350074
2,double,uniform,CPU,"D | D | D | D",320,16,0.114528,0,0.225518,0.012064,0.393796,0.35211
2,double,uniform,CPU,"D | D | D | D",320,17,0.115328,0,0.225857,0.013024,0.393596,0.354209
2,double,uniform,CPU,"D | D | D | D",320,18,0.116544,0,0.227117,0.010976,0.397535,0.354637
2,double,uniform,CPU,"D | D | D | D",320,19,0.112192,0,0.225758,0.0128,0.388756,0.35075
2,double,uniform,CPU,"D | D | D | D",320,20,0.116288,0,0.226438,0.011328,0.396726,0.354054
2,double,uniform,CPU,"D | D | D | D",320,21,0.115712,0,0.226028,0.009472,0.392666,0.351212
2,double,uniform,CPU,"D | D | D | D",320,22,0.115296,0,0.226617,0.013248,0.395675,0.355161
2,double,uniform,CPU,"D | D | D | D",320,23,0.115392,0,0.227598,0.010304,0.394545,0.353294
2,double,uniform,CPU,"D | D | D | D",320,24,0.1152,0,0.225858,0.01408,0.395996,0.355138
2,double,uniform,CPU,"D | D | D | D",320,25,0.111776,0,0.222587,0.012256,0.378075,0.346619
2,double,uniform,CPU,"D | D | D | D",320,26,0.114208,0,0.226197,0.011904,0.394175,0.352309
2,double,uniform,CPU,"D | D | D | D",320,27,0.113312,0,0.225228,0.013088,0.400396,0.351628
2,double,uniform,CPU,"D | D | D | D",320,28,0.111744,0,0.226227,0.011712,0.391005,0.349683
2,double,uniform,CPU,"D | D | D | D",320,29,0.118048,0,0.226387,0.011808,0.398646,0.356243
2,double,uniform,CPU,"D | D | D | D",320,30,0.212384,0,0.223877,0.014752,0.486054,0.451013
2,double,uniform,CPU,"D | D | D | D",320,31,0.113568,0,0.226688,0.012192,0.391565,0.352448
2,double,uniform,CPU,"D | D | D | D",320,32,0.115616,0,0.225817,0.011424,0.394695,0.352857
2,double,uniform,CPU,"D | D | D | D",320,33,0.116576,0,0.226457,0.01232,0.395986,0.355353
2,double,uniform,CPU,"D | D | D | D",320,34,0.114464,0,0.225788,0.010464,0.394365,0.350716
2,double,uniform,CPU,"D | D | D | D",320,35,0.115392,0,0.225897,0.011328,0.396615,0.352617
2,double,uniform,CPU,"D | D | D | D",320,36,0.115296,0,0.226347,0.012,0.395046,0.353643
2,double,uniform,CPU,"D | D | D | D",320,37,0.11584,0,0.227947,0.01136,0.397686,0.355147
2,double,uniform,CPU,"D | D | D | D",320,38,0.115904,0,0.225627,0.010688,0.393995,0.352219
2,double,uniform,CPU,"D | D | D | D",320,39,0.115328,0,0.226618,0.011968,0.395086,0.353914
2,double,uniform,CPU,"D | D | D | D",320,40,0.118528,0,0.228948,0.012032,0.401856,0.359508
2,double,uniform,CPU,"D | D | D | D",320,41,0.115296,0,0.225918,0.011392,0.394626,0.352606
2,double,uniform,CPU,"D | D | D | D",320,42,0.113216,0,0.227077,0.01408,0.395085,0.354373
2,double,uniform,CPU,"D | D | D | D",320,43,0.115264,0,0.226747,0.01248,0.395416,0.354491
2,double,uniform,CPU,"D | D | D | D",320,44,0.1176,0,0.226897,0.010848,0.397615,0.355345
2,double,uniform,CPU,"D | D | D | D",320,45,0.114624,0,0.225798,0.01072,0.393066,0.351142
2,double,uniform,CPU,"D | D | D | D",320,46,0.115232,0,0.225807,0.011072,0.392965,0.352111
2,double,uniform,CPU,"D | D | D | D",320,47,0.117504,0,0.226868,0.012544,0.399255,0.356916
2,double,uniform,CPU,"D | D | D | D",320,48,0.115072,0,0.226528,0.012704,0.395335,0.354304
2,double,uniform,CPU,"D | D | D | D",320,49,0.114432,0,0.226378,0.011072,0.392006,0.351882
2,double,uniform,CPU,"D | D | D | D",320,50,0.113152,0,0.225567,0.011712,0.392076,0.350431
2,double,uniform,CPU,"D | D | D | D",320,51,0.114272,0,0.226478,0.012256,0.395465,0.353006
2,double,uniform,CPU,"D | D | D | D",320,52,0.113376,0,0.225888,0.012128,0.390776,0.351392
2,double,uniform,CPU,"D | D | D | D",320,53,0.113952,0,0.227627,0.01152,0.395925,0.353099
2,double,uniform,CPU,"D | D | D | D",320,54,0.115648,0,0.227167,0.010464,0.396336,0.353279
2,double,uniform,CPU,"D | D | D | D",320,55,0.123904,0,0.225748,0.014016,0.403825,0.363668
2,double,uniform,CPU,"D | D | D | D",320,56,0.115808,0,0.225888,0.011488,0.395975,0.353184
2,double,uniform,CPU,"D | D | D | D",320,57,0.11568,0,0.225887,0.010688,0.393555,0.352255
2,double,uniform,CPU,"D | D | D | D",320,58,0.116864,0,0.370616,0.011936,0.538984,0.499416
2,double,uniform,CPU,"D | D | D | D",320,59,0.112608,0,0.222978,0.012064,0.385586,0.34765
2,double,uniform,CPU,"D | D | D | D",320,60,0.113248,0,0.224087,0.013376,0.386926,0.350711
2,double,uniform,CPU,"D | D | D | D",320,61,0.11568,0,0.226017,0.01152,0.394175,0.353217
2,double,uniform,CPU,"D | D | D | D",320,62,0.117856,0,0.228107,0.012608,0.400886,0.358571
2,double,uniform,CPU,"D | D | D | D",320,63,0.11504,0,0.227338,0.011584,0.396235,0.353962
2,double,uniform,CPU,"D | D | D | D",320,64,0.11472,0,0.226787,0.013504,0.396376,0.355011
2,double,uniform,CPU,"D | D | D | D",320,65,0.115968,0,0.293337,0.009504,0.460575,0.418809
2,double,uniform,CPU,"D | D | D | D",320,66,0.112032,0,0.222328,0.011648,0.379796,0.346008
2,double,uniform,CPU,"D | D | D | D",320,67,0.11568,0,0.226248,0.01216,0.394695,0.354088
2,double,uniform,CPU,"D | D | D | D",320,68,0.114624,0,0.226628,0.011328,0.394246,0.35258
2,double,uniform,CPU,"D | D | D | D",320,69,0.115712,0,0.225357,0.012128,0.393796,0.353197
2,double,uniform,CPU,"D | D | D | D",320,70,0.113696,0,0.225628,0.009472,0.390725,0.348796
2,double,uniform,CPU,"D | D | D | D",320,71,0.115264,0,0.296086,0.012064,0.463815,0.423414
2,double,uniform,CPU,"D | D | D | D",320,72,0.115872,0,0.223138,0.011744,0.384685,0.350754
2,double,uniform,CPU,"D | D | D | D",320,73,0.11424,0,0.227367,0.01104,0.393376,0.352647
2,double,uniform,CPU,"D | D | D | D",320,74,0.11536,0,0.226708,0.011264,0.394486,0.353332
2,double,uniform,CPU,"D | D | D | D",384,0,0.169056,0,0.163069,0.019872,0.401745,0.351997
2,double,uniform,CPU,"D | D | D | D",384,1,0.15312,0,0.152768,0.014048,0.361045,0.319936
2,double,uniform,CPU,"D | D | D | D",384,2,0.152736,0,0.153578,0.01456,0.360896,0.320874
2,double,uniform,CPU,"D | D | D | D",384,3,0.15184,0,0.153118,0.011552,0.357856,0.31651
2,double,uniform,CPU,"D | D | D | D",384,4,0.153088,0,0.152898,0.011936,0.360136,0.317922
2,double,uniform,CPU,"D | D | D | D",384,5,0.155232,0,0.153438,0.013568,0.369696,0.322238
2,double,uniform,CPU,"D | D | D | D",384,6,0.154112,0,0.152638,0.011808,0.360596,0.318558
2,double,uniform,CPU,"D | D | D | D",384,7,0.154144,0,0.152488,0.013312,0.360826,0.319944
2,double,uniform,CPU,"D | D | D | D",384,8,0.153632,0,0.152468,0.014944,0.362526,0.321044
2,double,uniform,CPU,"D | D | D | D",384,9,0.15328,0,0.153348,0.013856,0.364167,0.320484
2,double,uniform,CPU,"D | D | D | D",384,10,0.152832,0,0.216189,0.014016,0.425215,0.383037
2,double,uniform,CPU,"D | D | D | D",384,11,0.153536,0,0.154148,0.014368,0.364556,0.322052
2,double,uniform,CPU,"D | D | D | D",384,12,0.154336,0,0.152988,0.012672,0.361936,0.319996
2,double,uniform,CPU,"D | D | D | D",384,13,0.153088,0,0.153118,0.01264,0.359576,0.318846
2,double,uniform,CPU,"D | D | D | D",384,14,0.149824,0,0.151188,0.01584,0.350886,0.316852
2,double,uniform,CPU,"D | D | D | D",384,15,0.153856,0,0.152248,0.017568,0.363226,0.323672
2,double,uniform,CPU,"D | D | D | D",384,16,0.151168,0,0.154068,0.014176,0.360925,0.319412
2,double,uniform,CPU,"D | D | D | D",384,17,0.20384,0,0.15263,0.013536,0.411455,0.370006
2,double,uniform,CPU,"D | D | D | D",384,18,0.160288,0,0.154128,0.012736,0.369126,0.327152
2,double,uniform,CPU,"D | D | D | D",384,19,0.15248,0,0.152638,0.013888,0.361336,0.319006
2,double,uniform,CPU,"D | D | D | D",384,20,0.153024,0,0.153088,0.013568,0.360876,0.31968
2,double,uniform,CPU,"D | D | D | D",384,21,0.151808,0,0.153648,0.013376,0.360716,0.318832
2,double,uniform,CPU,"D | D | D | D",384,22,0.1544,0,0.153268,0.013248,0.361746,0.320916
2,double,uniform,CPU,"D | D | D | D",384,23,0.152512,0,0.152178,0.014752,0.361026,0.319442
2,double,uniform,CPU,"D | D | D | D",384,24,0.154432,0,0.152678,0.014048,0.368876,0.321158
2,double,uniform,CPU,"D | D | D | D",384,25,0.153184,0,0.152628,0.013504,0.361646,0.319316
2,double,uniform,CPU,"D | D | D | D",384,26,0.1544,0,0.152068,0.014944,0.360586,0.321412
2,double,uniform,CPU,"D | D | D | D",384,27,0.153056,0,0.153498,0.014848,0.363266,0.321402
2,double,uniform,CPU,"D | D | D | D",384,28,0.153568,0,0.153458,0.012096,0.360016,0.319122
2,double,uniform,CPU,"D | D | D | D",384,29,0.159936,0,0.152678,0.013632,0.367086,0.326246
2,double,uniform,CPU,"D | D | D | D",384,30,0.153856,0,0.153428,0.012512,0.361226,0.319796
2,double,uniform,CPU,"D | D | D | D",384,31,0.148672,0,0.149448,0.015296,0.347616,0.313416
2,double,uniform,CPU,"D | D | D | D",384,32,0.154464,0,0.152928,0.012576,0.360616,0.319968
2,double,uniform,CPU,"D | D | D | D",384,33,0.152128,0,0.152338,0.013344,0.361376,0.31781
2,double,uniform,CPU,"D | D | D | D",384,34,0.153824,0,0.215747,0.011584,0.426115,0.381155
2,double,uniform,CPU,"D | D | D | D",384,35,0.15424,0,0.152258,0.014272,0.361756,0.32077
2,double,uniform,CPU,"D | D | D | D",384,36,0.155488,0,0.154428,0.012096,0.364606,0.322012
2,double,uniform,CPU,"D | D | D | D",384,37,0.14816,0,0.150039,0.015232,0.353696,0.313431
2,double,uniform,CPU,"D | D | D | D",384,38,0.152768,0,0.15344,0.013856,0.361265,0.320064
2,double,uniform,CPU,"D | D | D | D",384,39,0.154048,0,0.152748,0.014112,0.361836,0.320908
2,double,uniform,CPU,"D | D | D | D",384,40,0.152384,0,0.152708,0.013024,0.359046,0.318116
2,double,uniform,CPU,"D | D | D | D",384,41,0.153344,0,0.153399,0.012384,0.360806,0.319127
2,double,uniform,CPU,"D | D | D | D",384,42,0.152224,0,0.152838,0.01312,0.356966,0.318182
2,double,uniform,CPU,"D | D | D | D",384,43,0.155328,0,0.152458,0.01216,0.360406,0.319946
2,double,uniform,CPU,"D | D | D | D",384,44,0.150656,0,0.155168,0.013024,0.360006,0.318848
2,double,uniform,CPU,"D | D | D | D",384,45,0.152224,0,0.153378,0.013888,0.361785,0.31949
2,double,uniform,CPU,"D | D | D | D",384,46,0.153216,0,0.153339,0.01376,0.361425,0.320315
2,double,uniform,CPU,"D | D | D | D",384,47,0.15376,0,0.160398,0.01344,0.369456,0.327598
2,double,uniform,CPU,"D | D | D | D",384,48,0.151808,0,0.153428,0.014624,0.360656,0.31986
2,double,uniform,CPU,"D | D | D | D",384,49,0.153824,0,0.152508,0.013568,0.360456,0.3199
2,double,uniform,CPU,"D | D | D | D",384,50,0.152576,0,0.152738,0.017952,0.363536,0.323266
2,double,uniform,CPU,"D | D | D | D",384,51,0.152352,0,0.153028,0.012032,0.358466,0.317412
2,double,uniform,CPU,"D | D | D | D",384,52,0.154688,0,0.153638,0.012768,0.370036,0.321094
2,double,uniform,CPU,"D | D | D | D",384,53,0.156832,0,0.153268,0.0136,0.365016,0.3237
2,double,uniform,CPU,"D | D | D | D",384,54,0.152224,0,0.153119,0.01248,0.359516,0.317823
2,double,uniform,CPU,"D | D | D | D",384,55,0.153408,0,0.151979,0.013152,0.359116,0.318539
2,double,uniform,CPU,"D | D | D | D",384,56,0.15968,0,0.154878,0.0144,0.369786,0.328958
2,double,uniform,CPU,"D | D | D | D",384,57,0.15392,0,0.1524,0.012256,0.359676,0.318576
2,double,uniform,CPU,"D | D | D | D",384,58,0.16128,0,0.153158,0.01344,0.371196,0.327878
2,double,uniform,CPU,"D | D | D | D",384,59,0.15296,0,0.152768,0.013856,0.361186,0.319584
2,double,uniform,CPU,"D | D | D | D",384,60,0.152832,0,0.152128,0.013216,0.360536,0.318176
2,double,uniform,CPU,"D | D | D | D",384,61,0.155648,0,0.153818,0.01488,0.366516,0.324346
2,double,uniform,CPU,"D | D | D | D",384,62,0.15552,0,0.153608,0.012832,0.362186,0.32196
2,double,uniform,CPU,"D | D | D | D",384,63,0.154304,0,0.153148,0.01424,0.362876,0.321692
2,double,uniform,CPU,"D | D | D | D",384,64,0.152,0,0.152068,0.013408,0.365546,0.317476
2,double,uniform,CPU,"D | D | D | D",384,65,0.151328,0,0.152338,0.014208,0.358886,0.317874
2,double,uniform,CPU,"D | D | D | D",384,66,0.154912,0,0.153689,0.014976,0.365245,0.323577
2,double,uniform,CPU,"D | D | D | D",384,67,0.161632,0,0.153108,0.012448,0.367606,0.327188
2,double,uniform,CPU,"D | D | D | D",384,68,0.160544,0,0.152848,0.014336,0.370216,0.327728
2,double,uniform,CPU,"D | D | D | D",384,69,0.15392,0,0.153199,0.013408,0.362146,0.320527
2,double,uniform,CPU,"D | D | D | D",384,70,0.152896,0,0.161128,0.013248,0.369636,0.327272
2,double,uniform,CPU,"D | D | D | D",384,71,0.154208,0,0.153418,0.01248,0.360046,0.320106
2,double,uniform,CPU,"D | D | D | D",384,72,0.156096,0,0.153439,0.014432,0.363975,0.323967
2,double,uniform,CPU,"D | D | D | D",384,73,0.155744,0,0.153257,0.01424,0.369236,0.323241
2,double,uniform,CPU,"D | D | D | D",384,74,0.151456,0,0.152518,0.013824,0.358636,0.317798
2,double,uniform,CPU,"D | D | D | D",448,0,0.193216,0,0.283378,0.019808,0.544744,0.496402
2,double,uniform,CPU,"D | D | D | D",448,1,0.182336,0,0.268866,0.01552,0.500734,0.466722
2,double,uniform,CPU,"D | D | D | D",448,2,0.185056,0,0.271747,0.01344,0.513894,0.470243
2,double,uniform,CPU,"D | D | D | D",448,3,0.181792,0,0.270567,0.012704,0.615774,0.465063
2,double,uniform,CPU,"D | D | D | D",448,4,0.18464,0,0.271058,0.014368,0.511995,0.470066
2,double,uniform,CPU,"D | D | D | D",448,5,0.183872,0,0.271486,0.013728,0.510644,0.469086
2,double,uniform,CPU,"D | D | D | D",448,6,0.18704,0,0.271627,0.013664,0.513204,0.472331
2,double,uniform,CPU,"D | D | D | D",448,7,0.186336,0,0.271447,0.015584,0.513534,0.473367
2,double,uniform,CPU,"D | D | D | D",448,8,0.184896,0,0.271327,0.015168,0.514005,0.471391
2,double,uniform,CPU,"D | D | D | D",448,9,0.18512,0,0.375116,0.013184,0.615363,0.57342
2,double,uniform,CPU,"D | D | D | D",448,10,0.183424,0,0.270778,0.014336,0.508815,0.468538
2,double,uniform,CPU,"D | D | D | D",448,11,0.186528,0,0.272268,0.013472,0.514405,0.472268
2,double,uniform,CPU,"D | D | D | D",448,12,0.18528,0,0.271236,0.013472,0.511904,0.469988
2,double,uniform,CPU,"D | D | D | D",448,13,0.184032,0,0.271216,0.01296,0.510614,0.468208
2,double,uniform,CPU,"D | D | D | D",448,14,0.182912,0,0.270797,0.015296,0.512674,0.469005
2,double,uniform,CPU,"D | D | D | D",448,15,0.18608,0,0.270547,0.015872,0.514064,0.472499
2,double,uniform,CPU,"D | D | D | D",448,16,0.181952,0,0.271427,0.0128,0.508194,0.466179
2,double,uniform,CPU,"D | D | D | D",448,17,0.186912,0,0.272976,0.012096,0.516124,0.471984
2,double,uniform,CPU,"D | D | D | D",448,18,0.264,0,0.266597,0.01568,0.579934,0.546277
2,double,uniform,CPU,"D | D | D | D",448,19,0.187072,0,0.272477,0.01408,0.517754,0.473629
2,double,uniform,CPU,"D | D | D | D",448,20,0.191616,0,0.271468,0.012864,0.518525,0.475948
2,double,uniform,CPU,"D | D | D | D",448,21,0.187584,0,0.272207,0.013696,0.515064,0.473487
2,double,uniform,CPU,"D | D | D | D",448,22,0.182304,0,0.271347,0.014624,0.509655,0.468275
2,double,uniform,CPU,"D | D | D | D",448,23,0.179328,0,0.268037,0.015616,0.495175,0.462981
2,double,uniform,CPU,"D | D | D | D",448,24,0.186304,0,0.279336,0.013984,0.517234,0.479624
2,double,uniform,CPU,"D | D | D | D",448,25,0.187424,0,0.271377,0.014528,0.514384,0.473329
2,double,uniform,CPU,"D | D | D | D",448,26,0.194688,0,0.270506,0.012864,0.520654,0.478058
2,double,uniform,CPU,"D | D | D | D",448,27,0.182912,0,0.269976,0.013696,0.508684,0.466584
2,double,uniform,CPU,"D | D | D | D",448,28,0.193472,0,0.271477,0.014336,0.521844,0.479285
2,double,uniform,CPU,"D | D | D | D",448,29,0.190048,0,0.273986,0.013696,0.520764,0.47773
2,double,uniform,CPU,"D | D | D | D",448,30,0.184928,0,0.271697,0.01568,0.511984,0.472305
2,double,uniform,CPU,"D | D | D | D",448,31,0.185184,0,0.270617,0.01488,0.512014,0.470681
2,double,uniform,CPU,"D | D | D | D",448,32,0.191488,0,0.270477,0.012768,0.517824,0.474733
2,double,uniform,CPU,"D | D | D | D",448,33,0.183552,0,0.269987,0.014368,0.509114,0.467907
2,double,uniform,CPU,"D | D | D | D",448,34,0.182528,0,0.271317,0.015328,0.511414,0.469173
2,double,uniform,CPU,"D | D | D | D",448,35,0.188576,0,0.271167,0.014176,0.512074,0.473919
2,double,uniform,CPU,"D | D | D | D",448,36,0.189568,0,0.271416,0.013632,0.516614,0.474616
2,double,uniform,CPU,"D | D | D | D",448,37,0.184288,0,0.271056,0.013632,0.511634,0.468976
2,double,uniform,CPU,"D | D | D | D",448,38,0.186976,0,0.270276,0.012032,0.513054,0.469284
2,double,uniform,CPU,"D | D | D | D",448,39,0.18704,0,0.514394,0.015744,0.758572,0.717178
2,double,uniform,CPU,"D | D | D | D",448,40,0.183904,0,0.271277,0.013184,0.511895,0.468365
2,double,uniform,CPU,"D | D | D | D",448,41,0.18544,0,0.271977,0.014528,0.513635,0.471945
2,double,uniform,CPU,"D | D | D | D",448,42,0.185952,0,0.270337,0.01248,0.509854,0.468769
2,double,uniform,CPU,"D | D | D | D",448,43,0.19088,0,0.271816,0.013888,0.520824,0.476584
2,double,uniform,CPU,"D | D | D | D",448,44,0.18512,0,0.271177,0.013376,0.510434,0.469673
2,double,uniform,CPU,"D | D | D | D",448,45,0.191904,0,0.272468,0.01456,0.520594,0.478932
2,double,uniform,CPU,"D | D | D | D",448,46,0.191424,0,0.270917,0.012448,0.516094,0.474789
2,double,uniform,CPU,"D | D | D | D",448,47,0.186912,0,0.270987,0.015936,0.520224,0.473835
2,double,uniform,CPU,"D | D | D | D",448,48,0.184448,0,0.271368,0.012672,0.510985,0.468488
2,double,uniform,CPU,"D | D | D | D",448,49,0.18624,0,0.271028,0.012928,0.513534,0.470196
2,double,uniform,CPU,"D | D | D | D",448,50,0.291616,0,0.271697,0.012736,0.617763,0.576049
2,double,uniform,CPU,"D | D | D | D",448,51,0.179488,0,0.268436,0.016416,0.500314,0.46434
2,double,uniform,CPU,"D | D | D | D",448,52,0.17952,0,0.267727,0.015968,0.496074,0.463215
2,double,uniform,CPU,"D | D | D | D",448,53,0.188224,0,0.271837,0.014304,0.515154,0.474365
2,double,uniform,CPU,"D | D | D | D",448,54,0.185216,0,0.271756,0.016,0.512944,0.472972
2,double,uniform,CPU,"D | D | D | D",448,55,0.186688,0,0.271346,0.013984,0.513174,0.472018
2,double,uniform,CPU,"D | D | D | D",448,56,0.182688,0,0.272257,0.013472,0.510424,0.468417
2,double,uniform,CPU,"D | D | D | D",448,57,0.1832,0,0.270906,0.014304,0.508524,0.46841
2,double,uniform,CPU,"D | D | D | D",448,58,0.185888,0,0.363976,0.015968,0.605243,0.565832
2,double,uniform,CPU,"D | D | D | D",448,59,0.185312,0,0.271397,0.013024,0.511195,0.469733
2,double,uniform,CPU,"D | D | D | D",448,60,0.18464,0,0.278547,0.017088,0.523314,0.480275
2,double,uniform,CPU,"D | D | D | D",448,61,0.18576,0,0.270418,0.013952,0.512605,0.47013
2,double,uniform,CPU,"D | D | D | D",448,62,0.191904,0,0.271317,0.013216,0.518774,0.476437
2,double,uniform,CPU,"D | D | D | D",448,63,0.185696,0,0.271588,0.01296,0.511885,0.470244
2,double,uniform,CPU,"D | D | D | D",448,64,0.192704,0,0.271247,0.01584,0.520654,0.479791
2,double,uniform,CPU,"D | D | D | D",448,65,0.187392,0,0.269937,0.012576,0.512494,0.469905
2,double,uniform,CPU,"D | D | D | D",448,66,0.18768,0,0.272747,0.014016,0.517524,0.474443
2,double,uniform,CPU,"D | D | D | D",448,67,0.18432,0,0.272608,0.014528,0.515034,0.471456
2,double,uniform,CPU,"D | D | D | D",448,68,0.190144,0,0.271727,0.017696,0.519074,0.479567
2,double,uniform,CPU,"D | D | D | D",448,69,0.185088,0,0.270298,0.01408,0.509794,0.469466
2,double,uniform,CPU,"D | D | D | D",448,70,0.189408,0,0.270047,0.016224,0.516784,0.475679
2,double,uniform,CPU,"D | D | D | D",448,71,0.184896,0,0.272537,0.014624,0.514664,0.472057
2,double,uniform,CPU,"D | D | D | D",448,72,0.192928,0,0.271876,0.0128,0.520704,0.477604
2,double,uniform,CPU,"D | D | D | D",448,73,0.186688,0,0.271846,0.012256,0.513574,0.47079
2,double,uniform,CPU,"D | D | D | D",448,74,0.18864,0,0.271077,0.012992,0.514235,0.472709
2,double,uniform,CPU,"D | D | D | D",512,0,0.250752,0,0.251358,0.022208,0.571134,0.524318
2,double,uniform,CPU,"D | D | D | D",512,1,0.241088,0,0.242027,0.01536,0.541614,0.498475
2,double,uniform,CPU,"D | D | D | D",512,2,0.228032,0,0.241387,0.014368,0.522284,0.483787
2,double,uniform,CPU,"D | D | D | D",512,3,0.2368,0,0.241107,0.012992,0.534094,0.490899
2,double,uniform,CPU,"D | D | D | D",512,4,0.234528,0,0.241227,0.013536,0.531705,0.489291
2,double,uniform,CPU,"D | D | D | D",512,5,0.239552,0,0.240748,0.016192,0.539484,0.496492
