dim,precision,solver_type,api,bc_name,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,GPU,"N | D | N | N | N | N",256,4,0.156928,0.00203,0.572713,0.1064,0.895229,0.838071
3,float,uniform,GPU,"N | D | N | N | N | N",256,5,0.161088,0.001979,0.571654,0.104896,0.89851,0.839617
3,float,uniform,GPU,"N | D | N | N | N | N",256,6,0.155712,0.00206,0.566224,0.105216,0.88332,0.829212
3,float,uniform,GPU,"N | D | N | N | N | N",256,7,0.158976,0.002,0.570603,0.106208,0.89491,0.837787
3,float,uniform,GPU,"N | D | N | N | N | N",256,8,0.159552,0.002061,0.573994,0.106112,0.901489,0.841719
3,float,uniform,GPU,"N | D | N | N | N | N",256,9,0.158048,0.002059,0.571344,0.104128,0.89362,0.835579
3,float,uniform,GPU,"N | D | N | N | N | N",256,10,0.158976,0.002179,0.577813,0.10544,0.901521,0.844408
3,float,uniform,GPU,"N | D | N | N | N | N",256,11,0.153152,0.00194,0.569074,0.106272,0.886861,0.830438
3,float,uniform,GPU,"N | D | N | N | N | N",256,12,0.159456,0.00197,0.568264,0.104576,0.89327,0.834266
3,float,uniform,GPU,"N | D | N | N | N | N",256,13,0.160704,0.00195,0.572974,0.106592,0.90273,0.84222
3,float,uniform,GPU,"N | D | N | N | N | N",256,14,0.160512,0.00211,0.574554,0.106304,0.90105,0.84348
3,float,uniform,GPU,"N | D | N | N | N | N",256,15,0.159168,0.001952,0.571086,0.106272,0.89468,0.838478
3,float,uniform,GPU,"N | D | N | N | N | N",256,16,0.152896,0.00211,0.570534,0.105024,0.88711,0.830564
3,float,uniform,GPU,"N | D | N | N | N | N",256,17,0.15936,0.00198,0.572204,0.105664,0.90121,0.839208
3,float,uniform,GPU,"N | D | N | N | N | N",256,18,0.1568,0.002089,0.573013,0.10496,0.89381,0.836862
3,float,uniform,GPU,"N | D | N | N | N | N",256,19,0.158272,0.00212,0.571432,0.106976,0.89649,0.8388
3,float,uniform,GPU,"N | D | N | N | N | N",256,20,0.1568,0.00195,0.571403,0.10576,0.89349,0.835913
3,float,uniform,GPU,"N | D | N | N | N | N",256,21,0.149952,0.00199,0.567963,0.104256,0.88085,0.824161
3,float,uniform,GPU,"N | D | N | N | N | N",256,22,0.150176,0.002221,0.570824,0.105888,0.88613,0.829109
3,float,uniform,GPU,"N | D | N | N | N | N",256,23,0.159936,0.00202,0.570723,0.106528,0.89609,0.839207
3,float,uniform,GPU,"N | D | N | N | N | N",256,24,0.156736,0.00199,0.570103,0.106464,0.89655,0.835293
3,float,uniform,GPU,"N | D | N | N | N | N",256,25,0.155648,0.002001,0.568574,0.104352,0.88799,0.830575
3,float,uniform,GPU,"N | D | N | N | N | N",256,26,0.15328,0.00192,0.569774,0.105056,0.88542,0.83003
3,float,uniform,GPU,"N | D | N | N | N | N",256,27,0.160064,0.00194,0.572693,0.107392,0.905299,0.842089
3,float,uniform,GPU,"N | D | N | N | N | N",256,28,0.143424,0.00174,0.565944,0.103136,0.87782,0.814244
3,float,uniform,GPU,"N | D | N | N | N | N",256,29,0.155232,0.00204,0.570814,0.105728,0.89097,0.833814
3,float,uniform,GPU,"N | D | N | N | N | N",256,30,0.159808,0.002041,0.572353,0.106368,0.89997,0.84057
3,float,uniform,GPU,"N | D | N | N | N | N",256,31,0.153216,0.00193,0.573974,0.106272,0.89205,0.835392
3,float,uniform,GPU,"N | D | N | N | N | N",256,32,0.158656,0.00203,0.569174,0.10496,0.891279,0.83482
3,float,uniform,GPU,"N | D | N | N | N | N",256,33,0.160128,0.00207,0.574853,0.106144,0.90403,0.843195
3,float,uniform,GPU,"N | D | N | N | N | N",256,34,0.138048,0.001689,0.565844,0.102592,0.865001,0.808173
3,float,uniform,GPU,"N | D | N | N | N | N",256,35,0.148352,0.00169,0.566214,0.103072,0.8747,0.819328
3,float,uniform,GPU,"N | D | N | N | N | N",256,36,0.159168,0.00202,0.571684,0.106368,0.895289,0.83924
3,float,uniform,GPU,"N | D | N | N | N | N",256,37,0.160608,0.00224,0.573875,0.106048,0.90156,0.842771
3,float,uniform,GPU,"N | D | N | N | N | N",256,38,0.140864,0.00175,0.563512,0.102656,0.86621,0.808782
3,float,uniform,GPU,"N | D | N | N | N | N",256,39,0.1584,0.001969,0.571523,0.106304,0.895209,0.838196
3,float,uniform,GPU,"N | D | N | N | N | N",256,40,0.16192,0.00217,0.572552,0.106336,0.90158,0.842978
3,float,uniform,GPU,"N | D | N | N | N | N",256,41,0.159968,0.00216,0.571713,0.105024,0.903829,0.838865
3,float,uniform,GPU,"N | D | N | N | N | N",256,42,0.15904,0.00193,0.572564,0.107168,0.90719,0.840702
3,float,uniform,GPU,"N | D | N | N | N | N",256,43,0.159264,0.001891,0.572143,0.104288,0.89669,0.837586
3,float,uniform,GPU,"N | D | N | N | N | N",256,44,0.1592,0.002019,0.571974,0.10608,0.89601,0.839273
3,float,uniform,GPU,"N | D | N | N | N | N",256,45,0.160352,0.002151,0.576754,0.10512,0.90288,0.844377
3,float,uniform,GPU,"N | D | N | N | N | N",256,46,0.16096,0.001999,0.574214,0.105856,0.90131,0.843029
3,float,uniform,GPU,"N | D | N | N | N | N",256,47,0.15664,0.002111,0.626633,0.108608,0.950469,0.893992
3,float,uniform,GPU,"N | D | N | N | N | N",256,48,0.156768,0.00204,0.571024,0.1064,0.90312,0.836232
3,float,uniform,GPU,"N | D | N | N | N | N",256,49,0.154368,0.002141,0.571844,0.105536,0.892,0.833889
3,float,uniform,GPU,"N | D | N | N | N | N",256,50,0.157824,0.00201,0.572813,0.105248,0.897699,0.837895
3,float,uniform,GPU,"N | D | N | N | N | N",256,51,0.159104,0.002,0.570214,0.105472,0.89274,0.83679
3,float,uniform,GPU,"N | D | N | N | N | N",256,52,0.158016,0.00218,0.571104,0.10512,0.89282,0.83642
3,float,uniform,GPU,"N | D | N | N | N | N",256,53,0.153696,0.00211,0.570322,0.104736,0.88748,0.830864
3,float,uniform,GPU,"N | D | N | N | N | N",256,54,0.152608,0.00216,0.570672,0.105376,0.88674,0.830816
3,float,uniform,GPU,"N | D | N | N | N | N",256,55,0.157088,0.00208,0.570513,0.105632,0.89181,0.835313
3,float,uniform,GPU,"N | D | N | N | N | N",256,56,0.157056,0.0021,0.570122,0.106304,0.89322,0.835582
3,float,uniform,GPU,"N | D | N | N | N | N",256,57,0.159328,0.00208,0.571243,0.105632,0.89871,0.838283
3,float,uniform,GPU,"N | D | N | N | N | N",256,58,0.155808,0.00196,0.571402,0.105152,0.89285,0.834322
3,float,uniform,GPU,"N | D | N | N | N | N",256,59,0.155616,0.001979,0.569484,0.106752,0.88995,0.833831
3,float,uniform,GPU,"N | D | N | N | N | N",256,60,0.162176,0.001949,0.572064,0.106048,0.89933,0.842237
3,float,uniform,GPU,"N | D | N | N | N | N",256,61,0.157184,0.00205,0.571064,0.10512,0.89154,0.835418
3,float,uniform,GPU,"N | D | N | N | N | N",256,62,0.156032,0.00207,0.567144,0.105952,0.884681,0.831198
3,float,uniform,GPU,"N | D | N | N | N | N",256,63,0.15728,0.00196,0.569504,0.105856,0.89154,0.8346
3,float,uniform,GPU,"N | D | N | N | N | N",256,64,0.158944,0.00205,0.572313,0.105728,0.89785,0.839035
3,float,uniform,GPU,"N | D | N | N | N | N",256,65,0.157472,0.001941,0.568214,0.104544,0.89307,0.832171
3,float,uniform,GPU,"N | D | N | N | N | N",256,66,0.155776,0.00201,0.571175,0.104608,0.89416,0.833569
3,float,uniform,GPU,"N | D | N | N | N | N",256,67,0.154784,0.001931,0.568735,0.104,0.8867,0.82945
3,float,uniform,GPU,"N | D | N | N | N | N",256,68,0.158464,0.00196,0.571163,0.105664,0.89638,0.837251
3,float,uniform,GPU,"N | D | N | N | N | N",256,69,0.156192,0.001961,0.571154,0.105088,0.89179,0.834395
3,float,uniform,GPU,"N | D | N | N | N | N",256,70,0.160512,0.00196,0.571333,0.104608,0.897339,0.838413
3,float,uniform,GPU,"N | D | N | N | N | N",256,71,0.157472,0.002029,0.573633,0.107712,0.89997,0.840846
3,float,uniform,GPU,"N | D | N | N | N | N",256,72,0.156064,0.001942,0.573374,0.106048,0.899,0.837428
3,float,uniform,GPU,"N | D | N | N | N | N",256,73,0.160032,0.00216,0.572314,0.105344,0.89904,0.83985
3,float,uniform,GPU,"N | D | N | N | N | N",256,74,0.156608,0.0021,0.572054,0.106624,0.89092,0.837386
3,float,uniform,GPU,"N | D | N | N | N | N",320,0,0.389632,0.002079,1.73699,0.196544,2.39057,2.32524
3,float,uniform,GPU,"N | D | N | N | N | N",320,1,0.386176,0.00214,1.74328,0.202208,2.40063,2.3338
3,float,uniform,GPU,"N | D | N | N | N | N",320,2,0.388288,0.001961,1.7365,0.195296,2.38883,2.32205
3,float,uniform,GPU,"N | D | N | N | N | N",320,3,0.385984,0.002041,1.74009,0.201344,2.39752,2.32946
3,float,uniform,GPU,"N | D | N | N | N | N",320,4,0.388096,0.00196,1.7441,0.198688,2.40031,2.33284
3,float,uniform,GPU,"N | D | N | N | N | N",320,5,0.38416,0.00176,1.74827,0.198688,2.39122,2.33288
3,float,uniform,GPU,"N | D | N | N | N | N",320,6,0.389984,0.00207,1.74022,0.1968,2.39706,2.32907
3,float,uniform,GPU,"N | D | N | N | N | N",320,7,0.382752,0.00201,1.73957,0.198048,2.37977,2.32238
3,float,uniform,GPU,"N | D | N | N | N | N",320,8,0.38736,0.0021,1.73585,0.200064,2.38225,2.32538
3,float,uniform,GPU,"N | D | N | N | N | N",320,9,0.38912,0.00221,1.7414,0.196512,2.39746,2.32924
3,float,uniform,GPU,"N | D | N | N | N | N",320,10,0.384448,0.00199,1.73819,0.195648,2.37687,2.32028
3,float,uniform,GPU,"N | D | N | N | N | N",320,11,0.388928,0.002039,1.7416,0.199424,2.4759,2.33199
3,float,uniform,GPU,"N | D | N | N | N | N",320,12,0.376928,0.00181,1.74189,0.196832,2.37411,2.31746
3,float,uniform,GPU,"N | D | N | N | N | N",320,13,0.372544,0.002058,1.73473,0.198112,2.36341,2.30745
3,float,uniform,GPU,"N | D | N | N | N | N",320,14,0.390176,0.00209,1.7372,0.195744,2.38928,2.32521
3,float,uniform,GPU,"N | D | N | N | N | N",320,15,0.385568,0.002069,1.73388,0.204352,2.38937,2.32587
3,float,uniform,GPU,"N | D | N | N | N | N",320,16,0.374016,0.001989,1.73309,0.198624,2.36435,2.30772
3,float,uniform,GPU,"N | D | N | N | N | N",320,17,0.389504,0.002289,1.74208,0.196928,2.39773,2.3308
3,float,uniform,GPU,"N | D | N | N | N | N",320,18,0.384064,0.002099,1.7395,0.20224,2.38709,2.3279
3,float,uniform,GPU,"N | D | N | N | N | N",320,19,0.390496,0.00206,1.73666,0.200224,2.39797,2.32944
3,float,uniform,GPU,"N | D | N | N | N | N",320,20,0.388448,0.001989,1.74533,0.204928,2.42569,2.34069
3,float,uniform,GPU,"N | D | N | N | N | N",320,21,0.385216,0.00186,1.73312,0.196064,2.38212,2.31626
3,float,uniform,GPU,"N | D | N | N | N | N",320,22,0.371008,0.00184,1.73702,0.194304,2.36092,2.30417
3,float,uniform,GPU,"N | D | N | N | N | N",320,23,0.37536,0.00195,1.73355,0.20288,2.37297,2.31374
3,float,uniform,GPU,"N | D | N | N | N | N",320,24,0.382336,0.00237,1.73592,0.199872,2.37968,2.3205
3,float,uniform,GPU,"N | D | N | N | N | N",320,25,0.386144,0.00215,1.74382,0.201856,2.40101,2.33397
3,float,uniform,GPU,"N | D | N | N | N | N",320,26,0.38544,0.00219,1.74204,0.1968,2.38935,2.32647
3,float,uniform,GPU,"N | D | N | N | N | N",320,27,0.387424,0.002158,1.73644,0.205056,2.39162,2.33108
3,float,uniform,GPU,"N | D | N | N | N | N",320,28,0.389056,0.00208,1.7412,0.198816,2.39853,2.33115
3,float,uniform,GPU,"N | D | N | N | N | N",320,29,0.376768,0.00198,1.74112,0.197344,2.37643,2.31721
3,float,uniform,GPU,"N | D | N | N | N | N",320,30,0.371584,0.00193,1.73632,0.196224,2.3624,2.30606
3,float,uniform,GPU,"N | D | N | N | N | N",320,31,0.372192,0.0018,1.73452,0.197728,2.36322,2.30624
3,float,uniform,GPU,"N | D | N | N | N | N",320,32,0.385088,0.00194,1.73816,0.205024,2.38814,2.33021
3,float,uniform,GPU,"N | D | N | N | N | N",320,33,0.386656,0.00207,1.74411,0.198432,2.39853,2.33127
3,float,uniform,GPU,"N | D | N | N | N | N",320,34,0.387744,0.001951,1.74628,0.195456,2.39706,2.33143
3,float,uniform,GPU,"N | D | N | N | N | N",320,35,0.376096,0.00174,1.73223,0.198272,2.36376,2.30834
3,float,uniform,GPU,"N | D | N | N | N | N",320,36,0.379712,0.00202,1.73695,0.198528,2.37456,2.31721
3,float,uniform,GPU,"N | D | N | N | N | N",320,37,0.386944,0.00212,1.73649,0.197312,2.38944,2.32287
3,float,uniform,GPU,"N | D | N | N | N | N",320,38,0.386912,0.002031,1.74472,0.19872,2.39917,2.33239
3,float,uniform,GPU,"N | D | N | N | N | N",320,39,0.389408,0.002201,1.74317,0.198016,2.44057,2.3328
3,float,uniform,GPU,"N | D | N | N | N | N",320,40,0.375744,0.002492,1.72919,0.199872,2.3644,2.3073
3,float,uniform,GPU,"N | D | N | N | N | N",320,41,0.389792,0.00192,1.73718,0.20048,2.39604,2.32937
3,float,uniform,GPU,"N | D | N | N | N | N",320,42,0.390432,0.00201,1.73775,0.19808,2.39656,2.32827
3,float,uniform,GPU,"N | D | N | N | N | N",320,43,0.388928,0.00208,1.74066,0.2056,2.40356,2.33727
3,float,uniform,GPU,"N | D | N | N | N | N",320,44,0.388608,0.00216,1.74281,0.199616,2.40039,2.33319
3,float,uniform,GPU,"N | D | N | N | N | N",320,45,0.38128,0.00186,1.73739,0.196192,2.37371,2.31672
3,float,uniform,GPU,"N | D | N | N | N | N",320,46,0.38336,0.002231,1.74262,0.197696,2.38569,2.32591
3,float,uniform,GPU,"N | D | N | N | N | N",320,47,0.369312,0.00181,1.73516,0.197952,2.36054,2.30424
3,float,uniform,GPU,"N | D | N | N | N | N",320,48,0.385824,0.00219,1.73977,0.201056,2.39962,2.32884
3,float,uniform,GPU,"N | D | N | N | N | N",320,49,0.374752,0.00181,1.7356,0.198336,2.36838,2.3105
3,float,uniform,GPU,"N | D | N | N | N | N",320,50,0.387744,0.002161,1.73807,0.197632,2.3945,2.32561
3,float,uniform,GPU,"N | D | N | N | N | N",320,51,0.3872,0.00204,1.74002,0.199488,2.39865,2.32875
3,float,uniform,GPU,"N | D | N | N | N | N",320,52,0.393536,0.00199,1.74035,0.20384,2.43807,2.33972
3,float,uniform,GPU,"N | D | N | N | N | N",320,53,0.38608,0.00199,1.74357,0.198848,2.39402,2.33049
3,float,uniform,GPU,"N | D | N | N | N | N",320,54,0.385184,0.00199,1.73966,0.1968,2.38872,2.32363
3,float,uniform,GPU,"N | D | N | N | N | N",320,55,0.388384,0.002059,1.74301,0.199808,2.40109,2.33326
3,float,uniform,GPU,"N | D | N | N | N | N",320,56,0.389312,0.00215,1.73993,0.200192,2.39819,2.33158
3,float,uniform,GPU,"N | D | N | N | N | N",320,57,0.389248,0.00217,1.74568,0.197984,2.40406,2.33508
3,float,uniform,GPU,"N | D | N | N | N | N",320,58,0.388064,0.00207,1.74041,0.196832,2.39256,2.32738
3,float,uniform,GPU,"N | D | N | N | N | N",320,59,0.387136,0.00221,1.73515,0.199936,2.38936,2.32443
3,float,uniform,GPU,"N | D | N | N | N | N",320,60,0.380192,0.001919,1.73655,0.196128,2.37245,2.31479
3,float,uniform,GPU,"N | D | N | N | N | N",320,61,0.384704,0.00208,1.74346,0.195872,2.38451,2.32612
3,float,uniform,GPU,"N | D | N | N | N | N",320,62,0.387904,0.00196,1.73926,0.194912,2.38914,2.32404
3,float,uniform,GPU,"N | D | N | N | N | N",320,63,0.38656,0.00182,1.73461,0.200384,2.38811,2.32337
3,float,uniform,GPU,"N | D | N | N | N | N",320,64,0.394336,0.001832,1.73219,0.197696,2.39204,2.32605
3,float,uniform,GPU,"N | D | N | N | N | N",320,65,0.386432,0.00199,1.74671,0.19632,2.39761,2.33145
3,float,uniform,GPU,"N | D | N | N | N | N",320,66,0.388448,0.00184,1.74298,0.196608,2.39588,2.32988
3,float,uniform,GPU,"N | D | N | N | N | N",320,67,0.388448,0.00196,1.73552,0.200544,2.39011,2.32647
3,float,uniform,GPU,"N | D | N | N | N | N",320,68,0.385152,0.00193,1.7331,0.202624,2.38831,2.32281
3,float,uniform,GPU,"N | D | N | N | N | N",320,69,0.384864,0.001811,1.73935,0.196672,2.38796,2.3227
3,float,uniform,GPU,"N | D | N | N | N | N",320,70,0.38512,0.00184,1.74019,0.197184,2.38065,2.32433
3,float,uniform,GPU,"N | D | N | N | N | N",320,71,0.382496,0.002061,1.73645,0.199648,2.378,2.32065
3,float,uniform,GPU,"N | D | N | N | N | N",320,72,0.389056,0.002019,1.73997,0.197568,2.39402,2.32861
3,float,uniform,GPU,"N | D | N | N | N | N",320,73,0.376224,0.00192,1.73875,0.197376,2.37075,2.31427
3,float,uniform,GPU,"N | D | N | N | N | N",320,74,0.389184,0.002099,1.74334,0.194112,2.39643,2.32874
3,float,uniform,GPU,"N | D | N | N | N | N",384,0,0.646016,0.00225,6.59856,0.664256,7.98256,7.91108
3,float,uniform,GPU,"N | D | N | N | N | N",384,1,0.643264,0.001971,6.6132,0.677856,8.00622,7.9363
3,float,uniform,GPU,"N | D | N | N | N | N",384,2,0.641664,0.00223,6.60716,0.677152,7.99951,7.9282
3,float,uniform,GPU,"N | D | N | N | N | N",384,3,0.6424,0.001919,6.60596,0.660768,7.98015,7.91104
3,float,uniform,GPU,"N | D | N | N | N | N",384,4,0.640832,0.002091,6.59674,0.661696,7.97284,7.90135
3,float,uniform,GPU,"N | D | N | N | N | N",384,5,0.642624,0.00181,6.59608,0.664896,7.9778,7.90541
3,float,uniform,GPU,"N | D | N | N | N | N",384,6,0.64416,0.00184,6.60343,0.66496,7.98042,7.91438
3,float,uniform,GPU,"N | D | N | N | N | N",384,7,0.6464,0.00203,6.59243,0.664928,7.98073,7.90578
3,float,uniform,GPU,"N | D | N | N | N | N",384,8,0.641376,0.0019,6.60964,0.662048,7.98451,7.91496
3,float,uniform,GPU,"N | D | N | N | N | N",384,9,0.64304,0.00212,6.61428,0.661728,7.99316,7.92117
3,float,uniform,GPU,"N | D | N | N | N | N",384,10,0.65008,0.001999,6.60038,0.665216,7.98798,7.91767
3,float,uniform,GPU,"N | D | N | N | N | N",384,11,0.6432,0.00205,6.5968,0.662784,7.97655,7.90484
3,float,uniform,GPU,"N | D | N | N | N | N",384,12,0.645248,0.0019,6.59835,0.663968,7.97943,7.90946
3,float,uniform,GPU,"N | D | N | N | N | N",384,13,0.64144,0.001951,6.59569,0.665472,7.97409,7.90455
3,float,uniform,GPU,"N | D | N | N | N | N",384,14,0.63936,0.001831,6.60207,0.664224,7.97883,7.90748
3,float,uniform,GPU,"N | D | N | N | N | N",384,15,0.642816,0.002111,6.61416,0.664896,7.99543,7.92399
3,float,uniform,GPU,"N | D | N | N | N | N",384,16,0.643968,0.00193,6.61122,0.662624,7.99834,7.91974
3,float,uniform,GPU,"N | D | N | N | N | N",384,17,0.643232,0.00199,6.59236,0.771712,8.07942,8.00929
3,float,uniform,GPU,"N | D | N | N | N | N",384,18,0.641664,0.00198,6.60734,0.666304,7.98738,7.91728
3,float,uniform,GPU,"N | D | N | N | N | N",384,19,0.637536,0.00199,6.58668,0.682368,7.97156,7.90857
3,float,uniform,GPU,"N | D | N | N | N | N",384,20,0.643104,0.00196,6.5979,0.666816,7.97683,7.90977
3,float,uniform,GPU,"N | D | N | N | N | N",384,21,0.642528,0.00183,6.60425,0.663968,7.98135,7.91257
3,float,uniform,GPU,"N | D | N | N | N | N",384,22,0.641664,0.00194,6.59861,0.664512,7.97445,7.90672
3,float,uniform,GPU,"N | D | N | N | N | N",384,23,0.642304,0.00207,6.59712,0.802368,8.11338,8.04386
3,float,uniform,GPU,"N | D | N | N | N | N",384,24,0.641632,0.00207,6.60662,0.804928,8.12508,8.05525
3,float,uniform,GPU,"N | D | N | N | N | N",384,25,0.6424,0.00196,6.61175,0.66704,7.9937,7.92315
3,float,uniform,GPU,"N | D | N | N | N | N",384,26,0.643808,0.00196,6.61238,0.672288,7.99998,7.93043
3,float,uniform,GPU,"N | D | N | N | N | N",384,27,0.642336,0.00189,6.614,0.666432,7.99244,7.92465
3,float,uniform,GPU,"N | D | N | N | N | N",384,28,0.643456,0.00182,6.59713,0.785376,8.09909,8.02778
3,float,uniform,GPU,"N | D | N | N | N | N",384,29,0.643392,0.00199,6.59139,0.66672,7.97417,7.90349
3,float,uniform,GPU,"N | D | N | N | N | N",384,30,0.643872,0.00193,6.59616,0.665056,7.97666,7.90701
3,float,uniform,GPU,"N | D | N | N | N | N",384,31,0.644448,0.001949,6.59688,0.666464,7.98044,7.90975
3,float,uniform,GPU,"N | D | N | N | N | N",384,32,0.646912,0.00197,6.6161,0.664416,7.99962,7.92939
3,float,uniform,GPU,"N | D | N | N | N | N",384,33,0.641888,0.002061,6.60384,0.664064,7.98216,7.91185
3,float,uniform,GPU,"N | D | N | N | N | N",384,34,0.641824,0.00187,6.59983,0.777696,8.09341,8.02122
3,float,uniform,GPU,"N | D | N | N | N | N",384,35,0.642496,0.001929,6.59965,0.664672,7.98417,7.90874
3,float,uniform,GPU,"N | D | N | N | N | N",384,36,0.641984,0.00187,6.59813,0.661536,7.97242,7.90352
3,float,uniform,GPU,"N | D | N | N | N | N",384,37,0.643616,0.00194,6.60499,0.81568,8.13589,8.06622
3,float,uniform,GPU,"N | D | N | N | N | N",384,38,0.642432,0.00183,6.59643,0.664256,7.9756,7.90494
3,float,uniform,GPU,"N | D | N | N | N | N",384,39,0.6432,0.001939,6.61502,0.665824,7.99702,7.92599
3,float,uniform,GPU,"N | D | N | N | N | N",384,40,0.641632,0.001891,6.58441,0.665536,7.96607,7.89347
3,float,uniform,GPU,"N | D | N | N | N | N",384,41,0.643296,0.00183,6.64413,0.66736,8.02432,7.95661
3,float,uniform,GPU,"N | D | N | N | N | N",384,42,0.646624,0.00208,6.58874,0.79376,8.10117,8.0312
3,float,uniform,GPU,"N | D | N | N | N | N",384,43,0.64272,0.001951,6.60726,0.66448,7.98847,7.91642
3,float,uniform,GPU,"N | D | N | N | N | N",384,44,0.642272,0.001989,6.61304,0.793984,8.12044,8.05128
3,float,uniform,GPU,"N | D | N | N | N | N",384,45,0.642624,0.00197,6.59191,0.666272,7.97122,7.90277
3,float,uniform,GPU,"N | D | N | N | N | N",384,46,0.642656,0.001961,6.60451,0.820768,8.13566,8.06989
3,float,uniform,GPU,"N | D | N | N | N | N",384,47,0.643584,0.002059,6.59904,0.663776,7.97813,7.90846
3,float,uniform,GPU,"N | D | N | N | N | N",384,48,0.644832,0.00194,6.60646,0.665504,7.99538,7.91873
3,float,uniform,GPU,"N | D | N | N | N | N",384,49,0.642336,0.002031,6.59836,0.664512,7.97758,7.90723
3,float,uniform,GPU,"N | D | N | N | N | N",384,50,0.643776,0.002031,6.60209,0.663296,7.97887,7.91119
3,float,uniform,GPU,"N | D | N | N | N | N",384,51,0.646208,0.00207,6.59151,0.664064,7.97755,7.90385
3,float,uniform,GPU,"N | D | N | N | N | N",384,52,0.641088,0.0019,6.58477,0.662528,7.959,7.89028
3,float,uniform,GPU,"N | D | N | N | N | N",384,53,0.644544,0.001909,6.59345,0.664,7.97459,7.9039
3,float,uniform,GPU,"N | D | N | N | N | N",384,54,0.644352,0.00189,6.58801,0.8008,8.10427,8.03505
3,float,uniform,GPU,"N | D | N | N | N | N",384,55,0.645408,0.00184,6.62385,0.785248,8.12596,8.05635
3,float,uniform,GPU,"N | D | N | N | N | N",384,56,0.644544,0.00187,6.59325,0.665344,7.97479,7.905
3,float,uniform,GPU,"N | D | N | N | N | N",384,57,0.637088,0.00186,6.58378,0.663392,7.94868,7.88612
3,float,uniform,GPU,"N | D | N | N | N | N",384,58,0.641696,0.0021,6.58381,0.662976,7.96103,7.89058
3,float,uniform,GPU,"N | D | N | N | N | N",384,59,0.64128,0.00183,6.60602,0.66288,7.98144,7.912
3,float,uniform,GPU,"N | D | N | N | N | N",384,60,0.6432,0.00195,6.60145,0.664864,7.98089,7.91147
3,float,uniform,GPU,"N | D | N | N | N | N",384,61,0.642688,0.001899,6.59982,0.774912,8.09218,8.01932
3,float,uniform,GPU,"N | D | N | N | N | N",384,62,0.64256,0.00202,6.61788,0.665984,7.99734,7.92845
3,float,uniform,GPU,"N | D | N | N | N | N",384,63,0.643328,0.00194,6.60725,0.664224,7.98905,7.91674
3,float,uniform,GPU,"N | D | N | N | N | N",384,64,0.64256,0.00187,6.59627,0.663296,7.9754,7.90399
3,float,uniform,GPU,"N | D | N | N | N | N",384,65,0.642528,0.00192,6.59915,0.665056,7.97801,7.90865
3,float,uniform,GPU,"N | D | N | N | N | N",384,66,0.647232,0.0019,6.58339,0.668416,7.96722,7.90093
3,float,uniform,GPU,"N | D | N | N | N | N",384,67,0.64336,0.00187,6.61159,0.665472,7.99224,7.92229
3,float,uniform,GPU,"N | D | N | N | N | N",384,68,0.643712,0.00187,6.61249,0.666496,7.99634,7.92456
3,float,uniform,GPU,"N | D | N | N | N | N",384,69,0.642848,0.001851,6.58718,0.665984,7.96945,7.89787
3,float,uniform,GPU,"N | D | N | N | N | N",384,70,0.643968,0.00185,6.61747,0.663872,7.99687,7.92716
3,float,uniform,GPU,"N | D | N | N | N | N",384,71,0.642784,0.001962,6.59529,0.663744,7.97416,7.90378
3,float,uniform,GPU,"N | D | N | N | N | N",384,72,0.644128,0.0019,6.59653,0.67872,7.99121,7.92127
3,float,uniform,GPU,"N | D | N | N | N | N",384,73,0.642752,0.00232,6.60962,0.666784,7.99506,7.92148
3,float,uniform,GPU,"N | D | N | N | N | N",384,74,0.642368,0.001861,6.59184,0.6688,7.97447,7.90487
3,float,uniform,GPU,"N | D | N | N | N | N",448,0,1.01987,0.00237,12.6477,1.35264,15.094,15.0226
3,float,uniform,GPU,"N | D | N | N | N | N",448,1,1.02016,0.002,12.6505,1.41325,15.1583,15.0859
3,float,uniform,GPU,"N | D | N | N | N | N",448,2,1.02176,0.00215,12.6365,1.1224,14.8575,14.7828
3,float,uniform,GPU,"N | D | N | N | N | N",448,3,1.02016,0.00215,12.6367,1.11334,14.8442,14.7724
3,float,uniform,GPU,"N | D | N | N | N | N",448,4,1.01994,0.00209,12.6532,1.11386,14.8691,14.7891
3,float,uniform,GPU,"N | D | N | N | N | N",448,5,1.01942,0.00214,12.6479,1.33494,15.077,15.0044
3,float,uniform,GPU,"N | D | N | N | N | N",448,6,1.01978,0.00208,12.6374,1.11504,14.845,14.7743
3,float,uniform,GPU,"N | D | N | N | N | N",448,7,1.02058,0.00204,12.6362,1.35757,15.0914,15.0164
3,float,uniform,GPU,"N | D | N | N | N | N",448,8,1.02602,0.00239,12.6325,1.14419,14.8779,14.8051
3,float,uniform,GPU,"N | D | N | N | N | N",448,9,1.02173,0.002151,12.6418,1.11219,14.8527,14.7778
3,float,uniform,GPU,"N | D | N | N | N | N",448,10,1.01747,0.0023,12.6441,1.4136,15.1489,15.0774
3,float,uniform,GPU,"N | D | N | N | N | N",448,11,1.02157,0.002149,12.6622,1.1159,14.8748,14.8018
3,float,uniform,GPU,"N | D | N | N | N | N",448,12,1.02029,0.00217,12.6484,1.11293,14.8512,14.7838
3,float,uniform,GPU,"N | D | N | N | N | N",448,13,1.02179,0.002369,12.6253,1.11491,14.8355,14.7644
3,float,uniform,GPU,"N | D | N | N | N | N",448,14,1.02035,0.00219,12.6545,1.11277,14.8619,14.7898
