dim,precision,solver_type,api,bc_name,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",64,0,182.335,0.002689,0.07846,68.0667,250.596,250.483
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",192,68,0.05216,0.00156,0.15627,0.080128,0.354666,0.290118
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",192,69,0.0536,0.00165,0.154908,0.081152,0.354336,0.29131
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",192,70,0.052704,0.00171,0.15431,0.084704,0.355276,0.293428
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",192,71,0.055136,0.001581,0.154069,0.082496,0.356606,0.293282
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",192,72,0.053504,0.00163,0.208578,0.083392,0.409915,0.347104
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",192,73,0.0584,0.001709,0.15492,0.084096,0.359296,0.299125
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",192,74,0.068032,0.00207,0.16091,0.088,0.382385,0.319012
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",256,0,0.141216,0.00213,0.469474,0.306624,0.988599,0.919444
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",256,1,0.167392,0.00218,0.464876,0.306528,1.01003,0.940976
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",256,2,0.160288,0.00205,0.464965,0.301056,1.00219,0.928359
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",256,3,0.163744,0.002,0.463644,0.299872,0.996009,0.92926
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",256,4,0.168544,0.002181,0.465636,0.303232,1.01062,0.939593
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",256,5,0.168832,0.0022,0.460885,0.300736,0.996039,0.932653
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",256,6,0.165952,0.00213,0.462734,0.300192,0.997278,0.931008
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",256,7,0.161504,0.00209,0.462854,0.30256,0.995359,0.929008
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",256,8,0.164064,0.001941,0.463024,0.303712,1.01024,0.932741
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",256,9,0.173568,0.002129,0.462244,0.303616,1.01187,0.941557
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",256,10,0.15984,0.002011,0.461315,0.301408,0.991569,0.924574
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",256,11,0.16944,0.00229,0.465364,0.302208,1.00637,0.939302
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",256,12,0.161152,0.00185,0.462544,0.305056,0.998118,0.930602
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",256,13,0.173664,0.00222,0.464154,0.303584,1.0211,0.943622
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",256,14,0.159584,0.0022,0.466685,0.303552,0.996689,0.932021
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",256,15,0.161376,0.00217,0.462647,0.303552,0.995379,0.929745
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",256,16,0.162624,0.0021,0.464185,0.3048,1.00071,0.933709
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",256,17,0.158368,0.00213,0.460394,0.304672,0.992889,0.925564
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",256,18,0.16,0.002049,0.462895,0.302432,0.990509,0.927376
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",256,19,0.1648,0.0021,0.461903,0.303616,0.999399,0.932419
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",256,20,0.17216,0.00239,0.459224,0.300256,0.995539,0.93403
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",256,21,0.172384,0.002219,0.466956,0.304416,1.0203,0.945975
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",256,22,0.159552,0.001911,0.460716,0.3024,0.993599,0.924579
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",256,23,0.164928,0.002241,0.463614,0.304064,0.999139,0.934847
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",256,24,0.158112,0.00224,0.463244,0.304704,0.995399,0.9283
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",256,25,0.164576,0.0021,0.460344,0.303392,0.998939,0.930412
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",256,26,0.162976,0.00211,0.465796,0.301216,0.999959,0.932098
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",256,27,0.15904,0.00196,0.460564,0.304992,0.992358,0.926556
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",256,28,0.165344,0.00208,0.464545,0.302336,1.00184,0.934305
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",256,29,0.1672,0.002089,0.472755,0.302848,1.01244,0.944892
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",256,30,0.168928,0.00185,0.463244,0.302272,1.00181,0.936294
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",256,31,0.166112,0.002141,0.463544,0.300224,0.998309,0.932021
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",256,32,0.160704,0.00215,0.461786,0.304128,0.994159,0.928768
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",256,33,0.16496,0.00204,0.463294,0.307328,1.00344,0.937622
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",256,34,0.166784,0.002209,0.471505,0.303648,1.01198,0.944146
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",256,35,0.160384,0.001909,0.462835,0.30448,0.997519,0.929608
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",256,36,0.170752,0.00212,0.462944,0.300928,1.00365,0.936744
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",256,37,0.1592,0.002,0.462144,0.301504,0.993428,0.924848
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",256,38,0.16624,0.00211,0.463967,0.30464,1.00636,0.936957
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",256,39,0.170944,0.00212,0.463554,0.305344,1.01159,0.941962
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",256,40,0.162336,0.0018,0.456777,0.303424,0.984389,0.924337
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",256,41,0.166304,0.00222,0.454514,0.303008,0.988509,0.926046
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",256,42,0.168512,0.002281,0.473024,0.302208,1.01221,0.946025
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",256,43,0.160832,0.00212,0.464235,0.305344,0.999008,0.932531
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",256,44,0.164256,0.002118,0.457176,0.301824,0.987589,0.925374
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",256,45,0.170336,0.00215,0.464576,0.301152,1.00688,0.938214
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",256,46,0.16112,0.002389,0.457356,0.3032,0.988529,0.924065
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",256,47,0.166464,0.00195,0.463164,0.303776,1.00099,0.935354
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",256,48,0.160864,0.00199,0.462114,0.301888,0.995099,0.926856
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",256,49,0.169632,0.00213,0.458844,0.305472,1.00094,0.936078
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",256,50,0.161728,0.00213,0.463335,0.303808,0.997878,0.931001
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",256,51,0.16944,0.002249,0.464136,0.303264,1.00941,0.939089
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",256,52,0.16432,0.00202,0.465504,0.302688,1.00192,0.934532
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",256,53,0.161888,0.00204,0.464484,0.30672,1.00082,0.935132
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",256,54,0.164512,0.00228,0.461904,0.302208,0.997968,0.930904
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",256,55,0.16336,0.00213,0.462024,0.340704,1.0352,0.968218
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",256,56,0.16432,0.00213,0.457584,0.302272,0.988849,0.926306
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",256,57,0.161504,0.00207,0.458966,0.302208,0.991209,0.924748
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",256,58,0.159968,0.002071,0.463925,0.298432,0.989859,0.924396
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",256,59,0.16544,0.002281,0.458925,0.303264,0.994939,0.92991
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",256,60,0.164704,0.0021,0.464175,0.303296,1.00326,0.934275
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",256,61,0.172352,0.00224,0.469615,0.30656,1.0218,0.950767
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",256,62,0.167328,0.00219,0.463894,0.30304,1.00025,0.936452
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",256,63,0.166304,0.00218,0.465724,0.302272,1.01156,0.93648
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",256,64,0.161216,0.0021,0.461367,0.308,1.00021,0.932683
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",256,65,0.163456,0.00206,0.463154,0.302784,0.999879,0.931454
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",256,66,0.166496,0.002051,0.466466,0.297472,0.999239,0.932485
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",256,67,0.165216,0.00198,0.464296,0.300384,0.998359,0.931876
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",256,68,0.161376,0.00205,0.461985,0.303712,0.996869,0.929123
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",256,69,0.161856,0.00203,0.478284,0.301984,1.0112,0.944154
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",256,70,0.16416,0.00196,0.463424,0.30592,1.00315,0.935464
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",256,71,0.17376,0.00216,0.466286,0.306016,1.02031,0.948222
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",256,72,0.160064,0.002101,0.461385,0.301696,0.988709,0.925246
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",256,73,0.158688,0.00205,0.495044,0.30128,1.02382,0.957062
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",256,74,0.161568,0.00192,0.463194,0.302176,0.996109,0.928858
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",320,0,0.381248,0.00227,1.91594,0.869632,3.24955,3.16909
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",320,1,0.37904,0.002131,1.91949,0.869472,3.2491,3.17013
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",320,2,0.3816,0.00233,1.91473,0.886688,3.26547,3.18535
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",320,3,0.380416,0.0022,1.90551,0.870624,3.23695,3.15875
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",320,4,0.382752,0.00235,1.91155,0.872896,3.24913,3.16955
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",320,5,0.377632,0.00222,1.91088,0.877248,3.24756,3.16798
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",320,6,0.381056,0.00228,1.91437,0.87056,3.23942,3.16826
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",320,7,0.379168,0.002249,1.9128,0.8672,3.24025,3.16142
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",320,8,0.383712,0.00201,1.91234,0.871392,3.24706,3.16945
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",320,9,0.379296,0.00216,1.91147,0.868864,3.24019,3.16179
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",320,10,0.381152,0.00215,1.90938,0.890304,3.26177,3.18298
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",320,11,0.381856,0.002161,1.9123,0.86864,3.24392,3.16495
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",320,12,0.380224,0.00227,1.91324,0.869824,3.24518,3.16556
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",320,13,0.379232,0.00211,1.91639,0.868928,3.24517,3.16666
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",320,14,0.37824,0.00213,1.91303,0.879712,3.24049,3.17311
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",320,15,0.37632,0.002132,1.90846,0.871264,3.22598,3.15817
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",320,16,0.370528,0.002039,1.91135,0.867968,3.2223,3.15188
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",320,17,0.383232,0.002479,1.91054,0.868128,3.24815,3.16438
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",320,18,0.380096,0.00221,1.9112,0.868736,3.2443,3.16224
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",320,19,0.381536,0.00241,1.91184,0.872,3.24679,3.16778
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",320,20,0.380512,0.00226,1.90873,0.86944,3.24287,3.16094
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",320,21,0.380256,0.0024,1.9181,0.869664,3.24937,3.17042
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",320,22,0.381024,0.00226,1.91394,0.870496,3.24939,3.16772
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",320,23,0.386496,0.00244,1.91386,0.869984,3.25237,3.17278
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",320,24,0.382272,0.00211,1.90756,0.872608,3.24555,3.16455
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",320,25,0.37856,0.00212,1.91153,0.86896,3.24077,3.16117
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",320,26,0.379328,0.002239,1.91066,0.872096,3.24419,3.16432
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",320,27,0.380992,0.00245,1.91693,0.86704,3.24445,3.16741
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",320,28,0.381152,0.002051,1.90978,0.871392,3.24268,3.16437
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",320,29,0.37888,0.0021,1.90936,0.868096,3.23976,3.15843
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",320,30,0.380256,0.002241,1.90884,0.8872,3.25874,3.17854
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",320,31,0.382208,0.00226,1.91119,0.87216,3.24302,3.16782
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",320,32,0.381568,0.00217,1.91218,0.88032,3.26312,3.17624
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",320,33,0.381408,0.002178,1.90915,0.869344,3.23927,3.16208
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",320,34,0.381088,0.00221,1.91578,0.86912,3.24696,3.1682
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",320,35,0.379872,0.002289,1.91694,0.870656,3.24861,3.16976
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",320,36,0.378912,0.00762,1.91066,0.87216,3.24338,3.16935
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",320,37,0.379872,0.00216,1.91475,0.867936,3.24248,3.16472
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",320,38,0.382144,0.002339,1.91097,0.87344,3.23785,3.16889
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",320,39,0.380288,0.002099,1.91071,0.885696,3.25686,3.17879
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",320,40,0.381792,0.002158,1.93532,0.868928,3.2666,3.1882
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",320,41,0.378368,0.00224,1.91397,0.869344,3.23976,3.16392
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",320,42,0.382272,0.002531,1.91413,0.875296,3.25568,3.17423
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",320,43,0.380224,0.00225,1.91124,0.88704,3.25664,3.18075
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",320,44,0.380736,0.00225,1.9082,0.869888,3.24373,3.16107
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",320,45,0.380672,0.002281,1.90895,0.876928,3.24896,3.16883
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",320,46,0.378272,0.0021,1.9116,0.870464,3.23998,3.16243
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",320,47,0.383136,0.0023,1.91241,0.869056,3.24241,3.1669
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",320,48,0.380544,0.00226,1.91559,0.869376,3.24473,3.16777
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",320,49,0.3696,0.00199,1.91216,0.869536,3.22286,3.15328
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",320,50,0.380256,0.00225,1.90872,0.876896,3.24681,3.16812
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",320,51,0.381504,0.00205,1.91274,0.871488,3.24778,3.16778
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",320,52,0.379776,0.00206,1.9122,0.866944,3.25585,3.16098
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",320,53,0.379808,0.002251,1.9084,0.873888,3.24281,3.16435
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",320,54,0.379936,0.002059,1.91191,0.869632,3.24202,3.16354
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",320,55,0.382688,0.002239,1.91594,0.873696,3.2523,3.17456
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",320,56,0.379104,0.002129,1.90831,0.86944,3.23563,3.15898
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",320,57,0.384096,0.00218,1.91428,0.875072,3.33426,3.17563
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",320,58,0.380512,0.002159,1.9092,0.871136,3.23793,3.16301
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",320,59,0.381792,0.002189,1.90916,0.87088,3.28942,3.16402
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",320,60,0.380928,0.00226,1.91388,0.870688,3.24365,3.16775
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",320,61,0.38016,0.00217,1.91039,0.872896,3.24541,3.16562
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",320,62,0.378656,0.00223,1.91171,0.875424,3.24601,3.16802
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",320,63,0.381984,0.00216,1.91341,0.869728,3.24603,3.16728
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",320,64,0.378496,0.00217,1.91013,0.869664,3.23551,3.16046
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",320,65,0.379104,0.00211,1.9124,0.866816,3.23789,3.16043
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",320,66,0.380672,0.00225,1.9115,0.869344,3.24089,3.16376
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",320,67,0.381344,0.002341,1.92213,0.874336,3.25941,3.18015
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",320,68,0.381248,0.00199,1.91073,0.868352,3.24177,3.16232
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",320,69,0.376992,0.0022,1.91481,0.870624,3.23343,3.16462
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",320,70,0.381216,0.00208,1.91183,0.872064,3.26714,3.16719
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",320,71,0.380992,0.00218,1.91057,0.87008,3.24004,3.16382
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",320,72,0.379648,0.00244,1.90885,0.872,3.23847,3.16294
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",320,73,0.378176,0.002179,1.91368,0.869344,3.24311,3.16338
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",320,74,0.383072,0.00216,1.91353,0.87072,3.24907,3.16948
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",384,0,0.67424,0.00236,3.32831,1.55286,5.63763,5.55778
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",384,1,0.67488,0.00243,3.32925,1.54378,5.6298,5.55034
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",384,2,0.674208,0.00235,3.33164,1.54493,5.66307,5.55313
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",384,3,0.675264,0.00233,3.32089,1.5719,5.65065,5.57039
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",384,4,0.672576,0.00223,3.32882,1.54518,5.62938,5.54881
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",384,5,0.675968,0.002231,3.33068,1.54134,5.63058,5.55023
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",384,6,0.67712,0.00237,3.32897,1.54426,5.63949,5.55272
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",384,7,0.679936,0.00241,3.33601,1.55834,5.65816,5.5767
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",384,8,0.671808,0.002219,3.32671,1.54163,5.62247,5.54237
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",384,9,0.675008,0.00227,3.33625,1.54541,5.64254,5.55894
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",384,10,0.674432,0.00227,3.33179,1.54688,5.63562,5.55538
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",384,11,0.67488,0.002191,3.32764,1.54874,5.63286,5.55345
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",384,12,0.673184,0.002199,3.32841,1.54637,5.63078,5.55016
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",384,13,0.672576,0.00225,3.31639,1.57728,5.65044,5.5685
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",384,14,0.67648,0.002448,3.32991,1.54122,5.628,5.55006
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",384,15,0.676288,0.0022,3.32695,1.54454,5.62802,5.54998
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",384,16,0.672032,0.002152,3.33005,1.54813,5.63397,5.55237
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",384,17,0.675552,0.00228,3.32895,1.55107,5.63721,5.55786
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",384,18,0.677088,0.00223,3.32732,1.54826,5.6359,5.5549
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",384,19,0.673344,0.00219,3.32643,1.56058,5.6435,5.56254
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",384,20,0.675104,0.002231,3.334,1.54442,5.63701,5.55576
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",384,21,0.673728,0.00209,3.32878,1.54947,5.63144,5.55407
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",384,22,0.674144,0.002179,3.32924,1.54419,5.6346,5.54976
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",384,23,0.67248,0.00218,3.3202,1.5591,5.63138,5.55397
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",384,24,0.674816,0.00218,3.33116,1.56083,5.6487,5.56899
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",384,25,0.672928,0.0022,3.33749,1.54406,5.65933,5.55668
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",384,26,0.675296,0.00221,3.32625,1.54749,5.62981,5.55125
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",384,27,0.67184,0.00216,3.32795,1.54499,5.62849,5.54695
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",384,28,0.674368,0.0023,3.32099,1.56026,5.63827,5.55791
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",384,29,0.673312,0.002201,3.33136,1.54102,5.62951,5.5479
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",384,30,0.673056,0.00218,3.32965,1.54707,5.63326,5.55196
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",384,31,0.675328,0.002281,3.32216,1.55888,5.63695,5.55865
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",384,32,0.674336,0.00223,3.335,1.54112,5.63429,5.55269
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",384,33,0.674944,0.00229,3.33174,1.54358,5.63797,5.55256
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",384,34,0.673408,0.00233,3.32682,1.54493,5.62944,5.54749
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",384,35,0.67152,0.0021,3.32557,1.54534,5.62143,5.54454
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",384,36,0.675744,0.00239,3.32625,1.54118,5.62651,5.54557
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",384,37,0.673632,0.002731,3.34013,1.56653,5.69374,5.58302
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",384,38,0.675552,0.00218,3.33041,1.57018,5.7147,5.57832
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",384,39,0.675264,0.00225,3.32882,1.54672,5.63578,5.55306
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",384,40,0.675744,0.00222,3.33664,1.54221,5.63911,5.55681
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",384,41,0.674016,0.00225,3.33258,1.55696,5.6448,5.56581
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",384,42,0.67472,0.00227,3.32893,1.54208,5.62985,5.548
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",384,43,0.674464,0.0022,3.32721,1.54387,5.62445,5.54775
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",384,44,0.675008,0.002331,3.33008,1.54067,5.62946,5.54809
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",384,45,0.674912,0.0024,3.33303,1.54352,5.63538,5.55386
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",384,46,0.675104,0.00217,3.33962,1.54064,5.63858,5.55754
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",384,47,0.675872,0.00225,3.33787,1.54371,5.63919,5.55971
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",384,48,0.675904,0.00219,3.32772,1.54422,5.69268,5.55004
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",384,49,0.674368,0.00222,3.33247,1.5432,5.63357,5.55226
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",384,50,0.675968,0.002319,3.32832,1.54368,5.63513,5.55029
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",384,51,0.674528,0.002519,3.32328,1.58627,5.67069,5.5866
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",384,52,0.672224,0.00247,3.33138,1.54915,5.63638,5.55523
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",384,53,0.675648,0.002091,3.33093,1.54576,5.63378,5.55443
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",384,54,0.675584,0.00231,3.33398,1.54662,5.6385,5.5585
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",384,55,0.673728,0.0021,3.32888,1.54438,5.62863,5.5491
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",384,56,0.677152,0.00214,3.32243,1.55712,5.64251,5.55885
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",384,57,0.67184,0.002311,3.33682,1.54198,5.6356,5.55296
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",384,58,0.674368,0.0023,3.32815,1.54522,5.63054,5.55003
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",384,59,0.673856,0.0022,3.32189,1.55904,5.64587,5.55699
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",384,60,0.67456,0.002129,3.33158,1.54512,5.63642,5.55339
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",384,61,0.675072,0.00221,3.33192,1.54774,5.6382,5.55695
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",384,62,0.67296,0.002191,3.33238,1.54147,5.62818,5.54901
