dim,precision,solver_type,api,bc_name,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
1,double,uniform,CPU,"D | N",64,0,0.067168,0,0.085749,200.152,200.406,200.305
1,double,uniform,CPU,"D | N",256,62,0.019584,0,0.035639,0.009888,0.101909,0.065111
1,double,uniform,CPU,"D | N",256,63,0.020384,0,0.039049,0.010528,0.107249,0.069961
1,double,uniform,CPU,"D | N",256,64,0.021248,0,0.0369,0.009376,0.103129,0.067524
1,double,uniform,CPU,"D | N",256,65,0.018848,0,0.03795,0.008544,0.103179,0.065342
1,double,uniform,CPU,"D | N",256,66,0.020128,0,0.04008,0.009888,0.108139,0.070096
1,double,uniform,CPU,"D | N",256,67,0.021408,0,0.03844,0.009408,0.107539,0.069256
1,double,uniform,CPU,"D | N",256,68,0.019264,0,0.038989,0.006848,0.102789,0.065101
1,double,uniform,CPU,"D | N",256,69,0.021312,0,0.03811,0.009888,0.106449,0.06931
1,double,uniform,CPU,"D | N",256,70,0.018816,0,0.03866,0.010464,0.107198,0.06794
1,double,uniform,CPU,"D | N",256,71,0.019616,0,0.03862,0.007552,0.105288,0.065788
1,double,uniform,CPU,"D | N",256,72,0.0264,0,0.039389,0.010272,0.114559,0.076061
1,double,uniform,CPU,"D | N",256,73,0.021248,0,0.120879,0.007968,0.187428,0.150095
1,double,uniform,CPU,"D | N",256,74,0.020256,0,0.03964,0.008704,0.106498,0.0686
1,double,uniform,CPU,"D | N",320,0,0.028096,0,0.05362,0.013504,0.142068,0.09522
1,double,uniform,CPU,"D | N",320,1,0.021184,0,0.04177,0.0096,0.112879,0.072554
1,double,uniform,CPU,"D | N",320,2,0.0216,0,0.042719,0.01056,0.115278,0.074879
1,double,uniform,CPU,"D | N",320,3,0.019808,0,0.040779,0.00832,0.107209,0.068907
1,double,uniform,CPU,"D | N",320,4,0.020096,0,0.0419,0.008416,0.110709,0.070412
1,double,uniform,CPU,"D | N",320,5,0.020544,0,0.0418,0.009248,0.111368,0.071592
1,double,uniform,CPU,"D | N",320,6,0.018976,0,0.03841,0.009568,0.098039,0.066954
1,double,uniform,CPU,"D | N",320,7,0.020256,0,0.041889,0.0072,0.108619,0.069345
1,double,uniform,CPU,"D | N",320,8,0.023808,0,0.042229,0.007328,0.113369,0.073365
1,double,uniform,CPU,"D | N",320,9,0.01904,0,0.04168,0.009152,0.109779,0.069872
1,double,uniform,CPU,"D | N",320,10,0.023168,0,0.041569,0.007552,0.110639,0.072289
1,double,uniform,CPU,"D | N",320,11,0.019744,0,0.0416,0.00896,0.110419,0.070304
1,double,uniform,CPU,"D | N",320,12,0.019936,0,0.041939,0.00768,0.107619,0.069555
1,double,uniform,CPU,"D | N",320,13,0.020352,0,0.042529,0.008736,0.111499,0.071617
1,double,uniform,CPU,"D | N",320,14,0.019168,0,0.0422,0.008576,0.108128,0.069944
1,double,uniform,CPU,"D | N",320,15,0.02096,0,0.042869,0.009056,0.113149,0.072885
1,double,uniform,CPU,"D | N",320,16,0.02112,0,0.042009,0.010368,0.113489,0.073497
1,double,uniform,CPU,"D | N",320,17,0.01936,0,0.04123,0.008032,0.108199,0.068622
1,double,uniform,CPU,"D | N",320,18,0.019904,0,0.04111,0.006912,0.106739,0.067926
1,double,uniform,CPU,"D | N",320,19,0.02096,0,0.04221,0.00768,0.108629,0.07085
1,double,uniform,CPU,"D | N",320,20,0.018976,0,0.04205,0.009888,0.109589,0.070914
1,double,uniform,CPU,"D | N",320,21,0.019168,0,0.041459,0.007264,0.107809,0.067891
1,double,uniform,CPU,"D | N",320,22,0.02128,0,0.0466,0.006976,0.114879,0.074856
1,double,uniform,CPU,"D | N",320,23,0.019808,0,0.041519,0.008928,0.197998,0.070255
1,double,uniform,CPU,"D | N",320,24,0.019584,0,0.0413,0.008352,0.108568,0.069236
1,double,uniform,CPU,"D | N",320,25,0.02,0,0.04092,0.009056,0.108949,0.069976
1,double,uniform,CPU,"D | N",320,26,0.021184,0,0.04195,0.00736,0.111889,0.070494
1,double,uniform,CPU,"D | N",320,27,0.019104,0,0.04166,0.009216,0.108389,0.06998
1,double,uniform,CPU,"D | N",320,28,0.020384,0,0.042289,0.007424,0.110429,0.070097
1,double,uniform,CPU,"D | N",320,29,0.020576,0,0.04162,0.009312,0.110219,0.071508
1,double,uniform,CPU,"D | N",320,30,0.021632,0,0.048499,0.009024,0.117559,0.079155
1,double,uniform,CPU,"D | N",320,31,0.019136,0,0.03919,0.009792,0.099249,0.068118
1,double,uniform,CPU,"D | N",320,32,0.0184,0,0.04151,0.00864,0.107478,0.06855
1,double,uniform,CPU,"D | N",320,33,0.019072,0,0.04155,0.007552,0.107118,0.068174
1,double,uniform,CPU,"D | N",320,34,0.02192,0,0.043419,0.007744,0.111119,0.073083
1,double,uniform,CPU,"D | N",320,35,0.01984,0,0.041449,0.009728,0.109349,0.071017
1,double,uniform,CPU,"D | N",320,36,0.020064,0,0.04169,0.006848,0.107668,0.068602
1,double,uniform,CPU,"D | N",320,37,0.020352,0,0.04093,0.009536,0.109619,0.070818
1,double,uniform,CPU,"D | N",320,38,0.020352,0,0.041479,0.009632,0.110989,0.071463
1,double,uniform,CPU,"D | N",320,39,0.020512,0,0.04202,0.009024,0.109329,0.071556
1,double,uniform,CPU,"D | N",320,40,0.020544,0,0.042019,0.008672,0.115549,0.071235
1,double,uniform,CPU,"D | N",320,41,0.023104,0,0.04296,0.008576,0.222918,0.07464
1,double,uniform,CPU,"D | N",320,42,0.021632,0,0.041819,0.008224,0.110649,0.071675
1,double,uniform,CPU,"D | N",320,43,0.01936,0,0.04177,0.009888,0.111668,0.071018
1,double,uniform,CPU,"D | N",320,44,0.019712,0,0.037709,0.009504,0.098749,0.066925
1,double,uniform,CPU,"D | N",320,45,0.0184,0,0.041999,0.007136,0.105919,0.067535
1,double,uniform,CPU,"D | N",320,46,0.020256,0,0.042089,0.009088,0.111219,0.071433
1,double,uniform,CPU,"D | N",320,47,0.018688,0,0.04151,0.008672,0.107819,0.06887
1,double,uniform,CPU,"D | N",320,48,0.021216,0,0.04149,0.00752,0.115319,0.070226
1,double,uniform,CPU,"D | N",320,49,0.020416,0,0.04117,0.00976,0.110849,0.071346
1,double,uniform,CPU,"D | N",320,50,0.02016,0,0.04176,0.009344,0.110018,0.071264
1,double,uniform,CPU,"D | N",320,51,0.021408,0,0.04208,0.009664,0.112368,0.073152
1,double,uniform,CPU,"D | N",320,52,0.019744,0,0.040929,0.008672,0.108639,0.069345
1,double,uniform,CPU,"D | N",320,53,0.020928,0,0.041829,0.00704,0.111039,0.069797
1,double,uniform,CPU,"D | N",320,54,0.019008,0,0.041979,0.01008,0.109989,0.071067
1,double,uniform,CPU,"D | N",320,55,0.020736,0,0.04189,0.00736,0.109569,0.069986
1,double,uniform,CPU,"D | N",320,56,0.019712,0,0.041449,0.007744,0.110238,0.068905
1,double,uniform,CPU,"D | N",320,57,0.027936,0,0.04094,0.009632,0.115089,0.078508
1,double,uniform,CPU,"D | N",320,58,0.020928,0,0.041909,0.00752,0.113459,0.070357
1,double,uniform,CPU,"D | N",320,59,0.123392,0,0.04117,0.008896,0.212178,0.173458
1,double,uniform,CPU,"D | N",320,60,0.019616,0,0.04157,0.008672,0.108259,0.069858
1,double,uniform,CPU,"D | N",320,61,0.021952,0,0.043169,0.00848,0.111389,0.073601
1,double,uniform,CPU,"D | N",320,62,0.019232,0,0.041659,0.007712,0.107059,0.068603
1,double,uniform,CPU,"D | N",320,63,0.019264,0,0.041339,0.007648,0.106959,0.068251
1,double,uniform,CPU,"D | N",320,64,0.019712,0,0.04102,0.009696,0.107939,0.070428
1,double,uniform,CPU,"D | N",320,65,0.018752,0,0.0413,0.009792,0.110018,0.069844
1,double,uniform,CPU,"D | N",320,66,0.020544,0,0.04281,0.007392,0.110969,0.070746
1,double,uniform,CPU,"D | N",320,67,0.021728,0,0.04244,0.009568,0.112318,0.073736
1,double,uniform,CPU,"D | N",320,68,0.019808,0,0.042119,0.008736,0.109289,0.070663
1,double,uniform,CPU,"D | N",320,69,0.020352,0,0.041639,0.008608,0.108789,0.070599
1,double,uniform,CPU,"D | N",320,70,0.021088,0,0.04198,0.00848,0.110669,0.071548
1,double,uniform,CPU,"D | N",320,71,0.019296,0,0.04089,0.008,0.107329,0.068186
1,double,uniform,CPU,"D | N",320,72,0.019936,0,0.041739,0.009504,0.110929,0.071179
1,double,uniform,CPU,"D | N",320,73,0.019744,0,0.04214,0.008736,0.108608,0.07062
1,double,uniform,CPU,"D | N",320,74,0.019136,0,0.04158,0.008576,0.108109,0.069292
1,double,uniform,CPU,"D | N",384,0,0.026272,0,0.067839,0.014048,0.153048,0.108159
1,double,uniform,CPU,"D | N",384,1,0.02064,0,0.05393,0.009792,0.123208,0.084362
1,double,uniform,CPU,"D | N",384,2,0.022112,0,0.050109,0.008288,0.196617,0.080509
1,double,uniform,CPU,"D | N",384,3,0.018336,0,0.049379,0.007584,0.119279,0.075299
1,double,uniform,CPU,"D | N",384,4,0.019552,0,0.050389,0.010816,0.119469,0.080757
1,double,uniform,CPU,"D | N",384,5,0.020384,0,0.0488,0.010176,0.117578,0.07936
1,double,uniform,CPU,"D | N",384,6,0.019776,0,0.049609,0.008192,0.114309,0.077577
1,double,uniform,CPU,"D | N",384,7,0.019712,0,0.049079,0.00832,0.115529,0.077111
1,double,uniform,CPU,"D | N",384,8,0.019648,0,0.049149,0.009824,0.118169,0.078621
1,double,uniform,CPU,"D | N",384,9,0.020128,0,0.04977,0.008576,0.116258,0.078474
1,double,uniform,CPU,"D | N",384,10,0.018912,0,0.050659,0.008512,0.116399,0.078083
1,double,uniform,CPU,"D | N",384,11,0.02048,0,0.04993,0.008576,0.117779,0.078986
1,double,uniform,CPU,"D | N",384,12,0.019968,0,0.05018,0.007904,0.117209,0.078052
1,double,uniform,CPU,"D | N",384,13,0.021568,0,0.049209,0.009696,0.119248,0.080473
1,double,uniform,CPU,"D | N",384,14,0.022944,0,0.049429,0.010592,0.120548,0.082965
1,double,uniform,CPU,"D | N",384,15,0.019904,0,0.04898,0.007488,0.113829,0.076372
1,double,uniform,CPU,"D | N",384,16,0.019072,0,0.04952,0.007936,0.115349,0.076528
1,double,uniform,CPU,"D | N",384,17,0.019008,0,0.04996,0.008352,0.116629,0.07732
1,double,uniform,CPU,"D | N",384,18,0.018176,0,0.04983,0.007488,0.114359,0.075494
1,double,uniform,CPU,"D | N",384,19,0.027776,0,0.04975,0.008704,0.124519,0.08623
1,double,uniform,CPU,"D | N",384,20,0.020096,0,0.05009,0.009056,0.222348,0.079242
1,double,uniform,CPU,"D | N",384,21,0.017984,0,0.04507,0.00928,0.103088,0.072334
1,double,uniform,CPU,"D | N",384,22,0.019328,0,0.04916,0.010336,0.117399,0.078824
1,double,uniform,CPU,"D | N",384,23,0.020384,0,0.04995,0.010656,0.122689,0.08099
1,double,uniform,CPU,"D | N",384,24,0.019168,0,0.049539,0.00976,0.117599,0.078467
1,double,uniform,CPU,"D | N",384,25,0.020896,0,0.266657,0.010688,0.337866,0.298241
1,double,uniform,CPU,"D | N",384,26,0.021728,0,0.05105,0.008544,0.122029,0.081322
1,double,uniform,CPU,"D | N",384,27,0.020064,0,0.049129,0.010144,0.118689,0.079337
1,double,uniform,CPU,"D | N",384,28,0.021152,0,0.050389,0.01072,0.120658,0.082261
1,double,uniform,CPU,"D | N",384,29,0.019264,0,0.049439,0.00992,0.116408,0.078623
1,double,uniform,CPU,"D | N",384,30,0.018432,0,0.049309,0.008864,0.114949,0.076605
1,double,uniform,CPU,"D | N",384,31,0.0224,0,0.05063,0.009216,0.124838,0.082246
1,double,uniform,CPU,"D | N",384,32,0.022304,0,0.049529,0.009536,0.119549,0.081369
1,double,uniform,CPU,"D | N",384,33,0.020448,0,0.04978,0.009632,0.118369,0.07986
1,double,uniform,CPU,"D | N",384,34,0.020032,0,0.048109,0.01008,0.115549,0.078221
1,double,uniform,CPU,"D | N",384,35,0.018656,0,0.049579,0.007808,0.115249,0.076043
1,double,uniform,CPU,"D | N",384,36,0.019328,0,0.049729,0.00976,0.118279,0.078817
1,double,uniform,CPU,"D | N",384,37,0.021344,0,0.050729,0.010624,0.120119,0.082697
1,double,uniform,CPU,"D | N",384,38,0.020672,0,0.0499,0.010304,0.122749,0.080876
1,double,uniform,CPU,"D | N",384,39,0.020352,0,0.050089,0.010336,0.120268,0.080777
1,double,uniform,CPU,"D | N",384,40,0.019488,0,0.049499,0.010048,0.117589,0.079035
1,double,uniform,CPU,"D | N",384,41,0.018944,0,0.048889,0.01056,0.116359,0.078393
1,double,uniform,CPU,"D | N",384,42,0.019776,0,0.049799,0.009344,0.117599,0.078919
1,double,uniform,CPU,"D | N",384,43,0.020736,0,0.05019,0.009088,0.118229,0.080014
1,double,uniform,CPU,"D | N",384,44,0.019232,0,0.04954,0.008384,0.116168,0.077156
1,double,uniform,CPU,"D | N",384,45,0.020704,0,0.045839,0.009408,0.107178,0.075951
1,double,uniform,CPU,"D | N",384,46,0.02096,0,0.048499,0.00896,0.115749,0.078419
1,double,uniform,CPU,"D | N",384,47,0.019456,0,0.048859,0.008544,0.115959,0.076859
1,double,uniform,CPU,"D | N",384,48,0.01968,0,0.055549,0.009312,0.124348,0.084541
1,double,uniform,CPU,"D | N",384,49,0.020832,0,0.05052,0.009888,0.124549,0.08124
1,double,uniform,CPU,"D | N",384,50,0.02032,0,0.049609,0.009152,0.117569,0.079081
1,double,uniform,CPU,"D | N",384,51,0.01952,0,0.049389,0.008672,0.117679,0.077581
1,double,uniform,CPU,"D | N",384,52,0.020832,0,0.05084,0.008896,0.121858,0.080568
1,double,uniform,CPU,"D | N",384,53,0.020352,0,0.049329,0.0096,0.116949,0.079281
1,double,uniform,CPU,"D | N",384,54,0.02048,0,0.049999,0.009888,0.118759,0.080367
1,double,uniform,CPU,"D | N",384,55,0.018912,0,0.049839,0.007808,0.114129,0.076559
1,double,uniform,CPU,"D | N",384,56,0.0192,0,0.049328,0.008032,0.118119,0.07656
1,double,uniform,CPU,"D | N",384,57,0.0192,0,0.05039,0.00944,0.118359,0.07903
1,double,uniform,CPU,"D | N",384,58,0.019808,0,0.04913,0.008672,0.116028,0.07761
1,double,uniform,CPU,"D | N",384,59,0.020224,0,0.049719,0.009888,0.117188,0.079831
1,double,uniform,CPU,"D | N",384,60,0.020064,0,0.048869,0.00848,0.115559,0.077413
1,double,uniform,CPU,"D | N",384,61,0.019584,0,0.049069,0.008288,0.116688,0.076941
1,double,uniform,CPU,"D | N",384,62,0.020032,0,0.04981,0.008288,0.116959,0.07813
1,double,uniform,CPU,"D | N",384,63,0.018752,0,0.050319,0.009984,0.116998,0.079055
1,double,uniform,CPU,"D | N",384,64,0.02096,0,0.049899,0.008704,0.117138,0.079563
1,double,uniform,CPU,"D | N",384,65,0.019648,0,0.047649,0.009024,0.112499,0.076321
1,double,uniform,CPU,"D | N",384,66,0.019616,0,0.049119,0.009952,0.117789,0.078687
1,double,uniform,CPU,"D | N",384,67,0.019392,0,0.04984,0.011168,0.121208,0.0804
1,double,uniform,CPU,"D | N",384,68,0.019584,0,0.04894,0.0096,0.116339,0.078124
1,double,uniform,CPU,"D | N",384,69,0.018272,0,0.049709,0.007136,0.112448,0.075117
1,double,uniform,CPU,"D | N",384,70,0.01984,0,0.049999,0.00848,0.115708,0.078319
1,double,uniform,CPU,"D | N",384,71,0.01808,0,0.04969,0.009024,0.115439,0.076794
1,double,uniform,CPU,"D | N",384,72,0.021856,0,0.04974,0.009088,0.120328,0.080684
1,double,uniform,CPU,"D | N",384,73,0.019648,0,0.049429,0.007104,0.114279,0.076181
1,double,uniform,CPU,"D | N",384,74,0.019296,0,0.049069,0.00816,0.114338,0.076525
1,double,uniform,CPU,"D | N",448,0,0.026336,0,0.052499,0.015776,0.148448,0.094611
1,double,uniform,CPU,"D | N",448,1,0.021568,0,0.041179,0.018784,0.119029,0.081531
1,double,uniform,CPU,"D | N",448,2,0.018528,0,0.04008,0.009568,0.184158,0.068176
1,double,uniform,CPU,"D | N",448,3,0.02048,0,0.041679,0.010912,0.112008,0.073071
1,double,uniform,CPU,"D | N",448,4,0.020544,0,0.04,0.007584,0.107129,0.068128
1,double,uniform,CPU,"D | N",448,5,0.021792,0,0.040929,0.007168,0.108779,0.069889
1,double,uniform,CPU,"D | N",448,6,0.019936,0,0.0363,0.008896,0.098259,0.065132
1,double,uniform,CPU,"D | N",448,7,0.01968,0,0.03957,0.007136,0.104789,0.066386
1,double,uniform,CPU,"D | N",448,8,0.021152,0,0.04038,0.007584,0.108209,0.069116
1,double,uniform,CPU,"D | N",448,9,0.019456,0,0.04079,0.008224,0.106439,0.06847
1,double,uniform,CPU,"D | N",448,10,0.020832,0,0.041339,0.007008,0.115289,0.069179
1,double,uniform,CPU,"D | N",448,11,0.021344,0,0.040869,0.007488,0.107139,0.069701
1,double,uniform,CPU,"D | N",448,12,0.019456,0,0.04037,0.007744,0.107689,0.06757
1,double,uniform,CPU,"D | N",448,13,0.02016,0,0.04,0.009088,0.108329,0.069248
1,double,uniform,CPU,"D | N",448,14,0.01952,0,0.039559,0.007552,0.103459,0.066631
1,double,uniform,CPU,"D | N",448,15,0.019872,0,0.041579,0.00864,0.109709,0.070091
1,double,uniform,CPU,"D | N",448,16,0.019168,0,0.041539,0.008256,0.107779,0.068963
1,double,uniform,CPU,"D | N",448,17,0.018528,0,0.039649,0.008192,0.105049,0.066369
1,double,uniform,CPU,"D | N",448,18,0.021408,0,0.04026,0.008032,0.108268,0.0697
1,double,uniform,CPU,"D | N",448,19,0.020032,0,0.040249,0.006848,0.105569,0.067129
1,double,uniform,CPU,"D | N",448,20,0.018464,0,0.03605,0.010048,0.095099,0.064562
1,double,uniform,CPU,"D | N",448,21,0.020032,0,0.040489,0.00736,0.106259,0.067881
1,double,uniform,CPU,"D | N",448,22,0.01968,0,0.04061,0.007072,0.110308,0.067362
1,double,uniform,CPU,"D | N",448,23,0.018496,0,0.04041,0.009824,0.107409,0.06873
1,double,uniform,CPU,"D | N",448,24,0.02752,0,0.04045,0.008736,0.113478,0.076706
1,double,uniform,CPU,"D | N",448,25,0.020128,0,0.04084,0.008064,0.109979,0.069032
1,double,uniform,CPU,"D | N",448,26,0.019584,0,0.040109,0.007872,0.106269,0.067565
1,double,uniform,CPU,"D | N",448,27,0.020512,0,0.041379,0.010048,0.110419,0.071939
1,double,uniform,CPU,"D | N",448,28,0.019968,0,0.04011,0.007424,0.105049,0.067502
1,double,uniform,CPU,"D | N",448,29,0.019072,0,0.04026,0.01024,0.112388,0.069572
1,double,uniform,CPU,"D | N",448,30,0.021024,0,0.04182,0.009248,0.111409,0.072092
1,double,uniform,CPU,"D | N",448,31,0.0208,0,0.04053,0.007104,0.105129,0.068434
1,double,uniform,CPU,"D | N",448,32,0.019616,0,0.040189,0.007072,0.105849,0.066877
1,double,uniform,CPU,"D | N",448,33,0.020064,0,0.039749,0.007008,0.105358,0.066821
1,double,uniform,CPU,"D | N",448,34,0.019712,0,0.039909,0.009536,0.108889,0.069157
1,double,uniform,CPU,"D | N",448,35,0.020352,0,0.041319,0.007808,0.108029,0.069479
1,double,uniform,CPU,"D | N",448,36,0.020576,0,0.04043,0.008736,0.108039,0.069742
1,double,uniform,CPU,"D | N",448,37,0.018432,0,0.04081,0.007328,0.104659,0.06657
1,double,uniform,CPU,"D | N",448,38,0.019616,0,0.03687,0.009024,0.096369,0.06551
1,double,uniform,CPU,"D | N",448,39,0.01968,0,0.036669,0.010304,0.101109,0.066653
1,double,uniform,CPU,"D | N",448,40,0.019872,0,0.039989,0.007456,0.104879,0.067317
1,double,uniform,CPU,"D | N",448,41,0.01984,0,0.040419,0.00768,0.104439,0.067939
1,double,uniform,CPU,"D | N",448,42,0.01968,0,0.040699,0.008448,0.109218,0.068827
1,double,uniform,CPU,"D | N",448,43,0.018688,0,0.040619,0.0096,0.107479,0.068907
1,double,uniform,CPU,"D | N",448,44,0.020736,0,0.04043,0.008608,0.107339,0.069774
1,double,uniform,CPU,"D | N",448,45,0.01968,0,0.039729,0.007168,0.105219,0.066577
1,double,uniform,CPU,"D | N",448,46,0.020352,0,0.040679,0.009184,0.108869,0.070215
1,double,uniform,CPU,"D | N",448,47,0.020384,0,0.04059,0.007808,0.108609,0.068782
1,double,uniform,CPU,"D | N",448,48,0.019584,0,0.166308,0.008832,0.234648,0.194724
1,double,uniform,CPU,"D | N",448,49,0.020448,0,0.04086,0.009184,0.112109,0.070492
1,double,uniform,CPU,"D | N",448,50,0.018816,0,0.040259,0.00976,0.107918,0.068835
1,double,uniform,CPU,"D | N",448,51,0.022112,0,0.041609,0.008416,0.112378,0.072137
1,double,uniform,CPU,"D | N",448,52,0.02048,0,0.04044,0.008704,0.106659,0.069624
1,double,uniform,CPU,"D | N",448,53,0.020256,0,0.04075,0.00816,0.109209,0.069166
1,double,uniform,CPU,"D | N",448,54,0.019008,0,0.040779,0.007936,0.106139,0.067723
1,double,uniform,CPU,"D | N",448,55,0.020384,0,0.040799,0.009056,0.108689,0.070239
1,double,uniform,CPU,"D | N",448,56,0.01984,0,0.040649,0.007808,0.105069,0.068297
1,double,uniform,CPU,"D | N",448,57,0.020288,0,0.04103,0.009088,0.109389,0.070406
1,double,uniform,CPU,"D | N",448,58,0.019008,0,0.040009,0.007648,0.104419,0.066665
1,double,uniform,CPU,"D | N",448,59,0.021504,0,0.04005,0.008544,0.108939,0.070098
1,double,uniform,CPU,"D | N",448,60,0.020032,0,0.03985,0.008896,0.107809,0.068778
1,double,uniform,CPU,"D | N",448,61,0.01984,0,0.04003,0.009184,0.108459,0.069054
1,double,uniform,CPU,"D | N",448,62,0.019008,0,0.04079,0.008064,0.105979,0.067862
1,double,uniform,CPU,"D | N",448,63,0.021696,0,0.04109,0.00832,0.108629,0.071106
1,double,uniform,CPU,"D | N",448,64,0.0192,0,0.040659,0.007744,0.105039,0.067603
1,double,uniform,CPU,"D | N",448,65,0.020736,0,0.04023,0.008352,0.107729,0.069318
1,double,uniform,CPU,"D | N",448,66,0.019488,0,0.040609,0.008224,0.107089,0.068321
1,double,uniform,CPU,"D | N",448,67,0.025856,0,0.04018,0.008096,0.112858,0.074132
1,double,uniform,CPU,"D | N",448,68,0.02144,0,0.04146,0.008352,0.111058,0.071252
1,double,uniform,CPU,"D | N",448,69,0.019808,0,0.040419,0.00768,0.104579,0.067907
1,double,uniform,CPU,"D | N",448,70,0.019168,0,0.04046,0.008512,0.106399,0.06814
1,double,uniform,CPU,"D | N",448,71,0.021856,0,0.04065,0.006432,0.106879,0.068938
1,double,uniform,CPU,"D | N",448,72,0.019936,0,0.040659,0.007872,0.107569,0.068467
1,double,uniform,CPU,"D | N",448,73,0.019392,0,0.03977,0.010016,0.107939,0.069178
1,double,uniform,CPU,"D | N",448,74,0.020064,0,0.040799,0.00784,0.106949,0.068703
1,double,uniform,CPU,"D | N",512,0,0.026624,0,0.0524,0.014912,0.139949,0.093936
1,double,uniform,CPU,"D | N",512,1,0.021472,0,0.04241,0.010624,0.114019,0.074506
1,double,uniform,CPU,"D | N",512,2,0.022048,0,0.04062,0.010112,0.110699,0.07278
1,double,uniform,CPU,"D | N",512,3,0.021056,0,0.04102,0.010752,0.110488,0.072828
1,double,uniform,CPU,"D | N",512,4,0.019488,0,0.04073,0.009824,0.107989,0.070042
1,double,uniform,CPU,"D | N",512,5,0.020736,0,0.041279,0.010336,0.109358,0.072351
1,double,uniform,CPU,"D | N",512,6,0.02048,0,0.041979,0.00928,0.111029,0.071739
1,double,uniform,CPU,"D | N",512,7,0.019264,0,0.04109,0.010176,0.110899,0.07053
1,double,uniform,CPU,"D | N",512,8,0.021376,0,0.041359,0.009728,0.110169,0.072463
1,double,uniform,CPU,"D | N",512,9,0.020768,0,0.040329,0.009952,0.108959,0.071049
1,double,uniform,CPU,"D | N",512,10,0.019936,0,0.041049,0.010368,0.109829,0.071353
1,double,uniform,CPU,"D | N",512,11,0.02032,0,0.04001,0.010592,0.108419,0.070922
1,double,uniform,CPU,"D | N",512,12,0.019712,0,0.04112,0.009184,0.109779,0.070016
1,double,uniform,CPU,"D | N",512,13,0.020736,0,0.042129,0.007616,0.112529,0.070481
1,double,uniform,CPU,"D | N",512,14,0.01984,0,0.04109,0.009664,0.109639,0.070594
1,double,uniform,CPU,"D | N",512,15,0.020672,0,0.042319,0.00752,0.111799,0.070511
1,double,uniform,CPU,"D | N",512,16,0.01984,0,0.04052,0.00928,0.108369,0.06964
1,double,uniform,CPU,"D | N",512,17,0.019936,0,0.04114,0.009344,0.105579,0.07042
1,double,uniform,CPU,"D | N",512,18,0.020352,0,0.041809,0.008256,0.110009,0.070417
1,double,uniform,CPU,"D | N",512,19,0.020096,0,0.04095,0.013344,0.111359,0.07439
1,double,uniform,CPU,"D | N",512,20,0.020352,0,0.04174,0.0088,0.195588,0.070892
1,double,uniform,CPU,"D | N",512,21,0.020096,0,0.04166,0.008704,0.109398,0.07046
1,double,uniform,CPU,"D | N",512,22,0.01872,0,0.04127,0.009664,0.109539,0.069654
1,double,uniform,CPU,"D | N",512,23,0.0208,0,0.04097,0.006912,0.106259,0.068682
1,double,uniform,CPU,"D | N",512,24,0.02112,0,0.04041,0.009696,0.110268,0.071226
1,double,uniform,CPU,"D | N",512,25,0.018752,0,0.040719,0.009184,0.107229,0.068655
1,double,uniform,CPU,"D | N",512,26,0.020864,0,0.04232,0.01088,0.113519,0.074064
1,double,uniform,CPU,"D | N",512,27,0.020672,0,0.04174,0.009792,0.110699,0.072204
1,double,uniform,CPU,"D | N",512,28,0.02,0,0.041999,0.013792,0.114259,0.075791
1,double,uniform,CPU,"D | N",512,29,0.021792,0,0.04084,0.008544,0.285836,0.071176
1,double,uniform,CPU,"D | N",512,30,0.021152,0,0.03722,0.009952,0.101389,0.068324
1,double,uniform,CPU,"D | N",512,31,0.019648,0,0.0407,0.008512,0.106259,0.06886
1,double,uniform,CPU,"D | N",512,32,0.019584,0,0.04127,0.009728,0.109578,0.070582
1,double,uniform,CPU,"D | N",512,33,0.020608,0,0.042019,0.008448,0.110469,0.071075
1,double,uniform,CPU,"D | N",512,34,0.019968,0,0.040759,0.009632,0.107199,0.070359
1,double,uniform,CPU,"D | N",512,35,0.022912,0,0.041429,0.009568,0.112229,0.073909
1,double,uniform,CPU,"D | N",512,36,0.020192,0,0.041269,0.009088,0.109799,0.070549
1,double,uniform,CPU,"D | N",512,37,0.01936,0,0.04034,0.008288,0.105369,0.067988
1,double,uniform,CPU,"D | N",512,38,0.019744,0,0.04123,0.010528,0.110479,0.071502
1,double,uniform,CPU,"D | N",512,39,0.01824,0,0.041639,0.00992,0.109349,0.069799
1,double,uniform,CPU,"D | N",512,40,0.020384,0,0.04184,0.007904,0.110639,0.070128
1,double,uniform,CPU,"D | N",512,41,0.019072,0,0.04079,0.00912,0.107389,0.068982
1,double,uniform,CPU,"D | N",512,42,0.021056,0,0.04229,0.009056,0.112169,0.072402
1,double,uniform,CPU,"D | N",512,43,0.019936,0,0.039449,0.009216,0.105749,0.068601
1,double,uniform,CPU,"D | N",512,44,0.026688,0,0.04177,0.009536,0.116788,0.077994
1,double,uniform,CPU,"D | N",512,45,0.020576,0,0.04217,0.010176,0.112069,0.072922
1,double,uniform,CPU,"D | N",512,46,0.019488,0,0.04103,0.010208,0.109029,0.070726
1,double,uniform,CPU,"D | N",512,47,0.020512,0,0.04182,0.010176,0.111639,0.072508
1,double,uniform,CPU,"D | N",512,48,0.020864,0,0.041259,0.008,0.107639,0.070123
1,double,uniform,CPU,"D | N",512,49,0.019776,0,0.041409,0.008064,0.107369,0.069249
1,double,uniform,CPU,"D | N",512,50,0.021632,0,0.04055,0.009216,0.108959,0.071398
