dim,precision,solver_type,api,bc_name,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",192,64,0.118336,0.00239,1.81857,0.334048,2.33952,2.27334
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",192,65,0.1144,0.00204,1.81747,0.334688,2.33413,2.26859
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",192,66,0.108896,0.00203,1.80526,0.332384,2.31432,2.24857
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",192,67,0.111744,0.001971,1.80382,0.33056,2.31405,2.24809
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",192,68,0.11296,0.002051,1.80556,0.333248,2.31983,2.25382
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",192,69,0.118144,0.002122,1.82045,0.334016,2.34572,2.27473
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",192,70,0.11424,0.001879,1.80493,0.332992,2.32032,2.25404
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",192,71,0.114272,0.002,1.81696,0.332032,2.33234,2.26526
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",192,72,0.11568,0.00213,1.80485,0.333952,2.32434,2.25661
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",192,73,0.112416,0.00197,1.81741,0.33632,2.33403,2.26811
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",192,74,0.123648,0.00198,1.8188,0.33552,2.34109,2.27995
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",256,0,0.364576,0.00227,4.7294,0.901792,6.07031,5.99804
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",256,1,0.350304,0.00185,4.72906,0.903904,6.05351,5.98512
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",256,2,0.35952,0.00206,4.73238,0.90256,6.062,5.99652
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",256,3,0.3536,0.00214,4.72587,0.900384,6.05183,5.98199
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",256,4,0.36672,0.00241,4.72681,0.904096,6.08391,6.00003
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",256,5,0.366368,0.00232,4.72706,0.907616,6.08097,6.00336
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",256,6,0.366176,0.002271,4.72687,0.905824,6.07437,6.00114
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",256,7,0.3768,0.00257,4.74616,0.904896,6.11091,6.03042
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",256,8,0.36448,0.002252,4.72534,0.907168,6.07344,5.99924
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",256,9,0.357472,0.00234,4.7292,0.902752,6.06282,5.99176
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",256,10,0.354208,0.00199,4.7388,0.900192,6.06257,5.99519
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",256,11,0.352608,0.002012,4.72831,0.904672,6.05794,5.9876
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",256,12,0.369248,0.00244,4.73009,0.906464,6.08578,6.00824
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",256,13,0.36656,0.00274,4.73487,0.908832,6.09208,6.013
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",256,14,0.366528,0.0024,4.73199,0.903872,6.08471,6.00479
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",256,15,0.365696,0.00229,4.73096,0.907776,6.08416,6.00672
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",256,16,0.371424,0.00246,4.73222,0.909088,6.09894,6.01519
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",256,17,0.36496,0.002271,4.73679,0.90656,6.08949,6.01058
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",256,18,0.368832,0.00233,4.7283,0.906688,6.08512,6.00615
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",256,19,0.365728,0.00221,4.72416,0.90224,6.07244,5.99433
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",256,20,0.371488,0.002461,4.72692,0.908352,6.08528,6.00922
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",256,21,0.365024,0.00232,4.72989,0.904576,6.07945,6.00181
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",256,22,0.36608,0.00196,4.72825,0.904864,6.07472,6.00115
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",256,23,0.358912,0.002239,4.72615,0.90256,6.05812,5.98986
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",256,24,0.353664,0.00206,4.7275,0.905184,6.05666,5.98841
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",256,25,0.354336,0.001969,4.73612,0.900736,6.0616,5.99316
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",256,26,0.353024,0.00211,4.72459,0.904928,6.05361,5.98465
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",256,27,0.35376,0.00197,4.72221,0.900672,6.04669,5.97861
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",256,28,0.366656,0.00269,4.72973,0.907776,6.08773,6.00685
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",256,29,0.3656,0.00225,4.7277,0.900384,6.07328,5.99593
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",256,30,0.369056,0.00228,4.72744,0.90896,6.0876,6.00773
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",256,31,0.363616,0.00219,4.73684,0.906848,6.08365,6.00949
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",256,32,0.35472,0.002441,4.72444,0.900608,6.05195,5.9822
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",256,33,0.353472,0.002101,4.72753,0.904224,6.05688,5.98732
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",256,34,0.356672,0.00234,4.72302,0.901376,6.07681,5.98341
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",256,35,0.36432,0.0024,4.72495,0.909568,6.0793,6.00124
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",256,36,0.36784,0.00214,4.73062,0.904672,6.08348,6.00527
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",256,37,0.367488,0.0024,4.73048,0.906304,6.08905,6.00667
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",256,38,0.367936,0.0024,4.72724,0.908064,6.08436,6.00564
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",256,39,0.365472,0.0023,4.73947,0.907808,6.09754,6.01505
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",256,40,0.365792,0.00252,4.73757,0.908352,6.09213,6.01423
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",256,41,0.364544,0.00247,4.73276,0.903488,6.08404,6.00326
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",256,42,0.367712,0.002291,4.73597,0.903424,6.08643,6.00939
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",256,43,0.364288,0.00251,4.72598,0.906304,6.07528,5.99908
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",256,44,0.366144,0.002281,4.7347,0.903872,6.08469,6.00699
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",256,45,0.366528,0.00236,4.72609,0.909664,6.08546,6.00464
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",256,46,0.36432,0.00208,4.74472,0.909568,6.097,6.02069
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",256,47,0.367104,0.0025,4.72891,0.906784,6.09152,6.0053
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",256,48,0.358272,0.001989,4.72496,0.904192,6.05888,5.98941
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",256,49,0.356512,0.00234,4.7251,0.905344,6.05914,5.98929
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",256,50,0.353664,0.002179,4.72489,0.901728,6.04984,5.98246
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",256,51,0.363232,0.002151,4.73046,0.903424,6.07431,5.99927
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",256,52,0.349728,0.00212,4.72501,0.902144,6.04818,5.979
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",256,53,0.356096,0.00225,4.72419,0.902208,6.06267,5.98474
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",256,54,0.352512,0.00205,4.72328,0.90832,6.05905,5.98616
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",256,55,0.352704,0.002441,4.7221,0.900832,6.04793,5.97808
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",256,56,0.35408,0.00185,4.72442,0.904288,6.05769,5.98464
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",256,57,0.352512,0.00204,4.72031,0.902848,6.0629,5.97771
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",256,58,0.368928,0.00229,4.73131,0.90672,6.08648,6.00925
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",256,59,0.367104,0.002389,4.72553,0.904736,6.07654,5.99976
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",256,60,0.37008,0.00234,4.72761,0.9048,6.08437,6.00483
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",256,61,0.36528,0.0024,4.73104,0.909792,6.08435,6.00851
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",256,62,0.367904,0.002709,4.72241,0.906336,6.07972,5.99936
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",256,63,0.367904,0.00239,4.73357,0.906112,6.0882,6.00997
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",256,64,0.365888,0.002572,4.72892,0.905312,6.08232,6.00269
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",256,65,0.36624,0.00244,4.72913,0.903872,6.08058,6.00168
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",256,66,0.365632,0.00222,4.72541,0.906048,6.07796,5.99931
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",256,67,0.366304,0.00268,4.72568,0.911904,6.08517,6.00657
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",256,68,0.365536,0.00234,4.73449,0.904992,6.08348,6.00736
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",256,69,0.364576,0.00219,4.73291,0.904032,6.08569,6.00371
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",256,70,0.366496,0.0024,4.73144,0.906176,6.08662,6.00651
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",256,71,0.370656,0.00227,4.73378,0.91056,6.1046,6.01726
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",256,72,0.370432,0.00246,4.72552,0.902368,6.07813,6.00078
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",256,73,0.368288,0.002222,4.73019,0.904416,6.08319,6.00511
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",256,74,0.366656,0.002161,4.73487,0.904576,6.0846,6.00826
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",320,0,0.752512,0.002311,10.5727,1.83795,13.2451,13.1655
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",320,1,0.752,0.002169,10.5824,1.83418,13.2528,13.1708
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",320,2,0.75104,0.00231,10.5803,1.83853,13.2522,13.1722
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",320,3,0.751456,0.00227,10.5785,1.84032,13.2543,13.1725
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",320,4,0.756672,0.002111,10.588,1.84726,13.2804,13.1941
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",320,5,0.749312,0.00206,10.5775,1.83619,13.2438,13.165
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",320,6,0.751232,0.00212,10.5679,1.83206,13.2347,13.1534
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",320,7,0.752128,0.002241,10.5752,1.83373,13.2472,13.1633
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",320,8,0.750336,0.00224,10.5812,1.83885,13.2578,13.1727
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",320,9,0.748544,0.00205,10.5825,1.82758,13.2453,13.1607
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",320,10,0.750208,0.00213,10.5789,1.83488,13.2476,13.1662
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",320,11,0.752896,0.002161,10.577,1.83443,13.2495,13.1665
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",320,12,0.75552,0.00229,10.5792,1.83354,13.2542,13.1706
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",320,13,0.754144,0.0022,10.5784,1.8383,13.2593,13.1731
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",320,14,0.751456,0.00212,10.5867,1.83814,13.2602,13.1784
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",320,15,0.75232,0.002061,10.5794,1.82656,13.2394,13.1604
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",320,16,0.750976,0.002229,10.5811,1.83731,13.2556,13.1717
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",320,17,0.750176,0.002391,10.6002,1.84032,13.2817,13.1931
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",320,18,0.7504,0.00208,10.5742,1.83232,13.2404,13.159
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",320,19,0.7504,0.00199,10.5813,1.83341,13.249,13.1671
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",320,20,0.752224,0.0023,10.5849,1.83888,13.2608,13.1783
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",320,21,0.749024,0.002379,10.5808,1.83696,13.2519,13.1692
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",320,22,0.75456,0.002289,10.5804,1.83946,13.2605,13.1767
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",320,23,0.75024,0.00229,10.582,1.83866,13.2533,13.1732
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",320,24,0.751232,0.00208,10.5638,1.83856,13.2395,13.1557
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",320,25,0.752256,0.002351,10.5782,1.84022,13.2544,13.173
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",320,26,0.751904,0.001969,10.5565,1.8399,13.2346,13.1503
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",320,27,0.748064,0.00201,10.5781,1.83414,13.2408,13.1623
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",320,28,0.7504,0.00213,10.5853,1.83504,13.2563,13.1728
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",320,29,0.748576,0.002219,10.5804,1.83514,13.2471,13.1664
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",320,30,0.750016,0.00241,10.5752,1.83722,13.2487,13.1648
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",320,31,0.74848,0.001908,10.5835,1.83341,13.2477,13.1673
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",320,32,0.752128,0.00227,10.574,1.83632,13.2482,13.1647
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",320,33,0.75264,0.00223,10.5921,1.83568,13.2704,13.1827
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",320,34,0.752736,0.001919,10.5746,1.83309,13.2426,13.1623
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",320,35,0.748992,0.0021,10.585,1.83728,13.252,13.1733
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",320,36,0.75264,0.002119,10.5792,1.83312,13.2503,13.1671
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",320,37,0.75168,0.00234,10.5843,1.84106,13.268,13.1794
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",320,38,0.752448,0.00219,10.6086,1.83757,13.2825,13.2008
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",320,39,0.753088,0.002211,10.5827,1.83907,13.2602,13.1771
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",320,40,0.751712,0.00217,10.5817,1.83667,13.2557,13.1722
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",320,41,0.752096,0.00233,10.5802,1.83565,13.2518,13.1702
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",320,42,0.7504,0.00195,10.5798,1.83472,13.2498,13.1669
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",320,43,0.749696,0.00223,10.5757,1.83834,13.2445,13.1659
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",320,44,0.751104,0.002149,10.5733,1.84086,13.2506,13.1674
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",320,45,0.751584,0.00219,10.5788,1.83789,13.2524,13.1705
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",320,46,0.751744,0.00219,10.5819,1.8425,13.2627,13.1783
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",320,47,0.750016,0.002002,10.5857,1.83757,13.2565,13.1753
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",320,48,0.751968,0.002021,10.5754,1.83994,13.2586,13.1694
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",320,49,0.752992,0.00225,10.5818,1.8416,13.2614,13.1786
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",320,50,0.7536,0.002279,10.5776,1.83699,13.2631,13.1705
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",320,51,0.749216,0.00202,10.5771,1.83939,13.2479,13.1677
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",320,52,0.748736,0.002049,10.5776,1.83741,13.2466,13.1658
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",320,53,0.75168,0.002409,10.5785,1.84182,13.2576,13.1745
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",320,54,0.750848,0.00221,10.5788,1.83622,13.2495,13.1681
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",320,55,0.750208,0.002,10.5795,1.83568,13.2477,13.1673
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",320,56,0.750976,0.00218,10.5801,1.83837,13.2578,13.1716
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",320,57,0.756992,0.00233,10.558,1.83763,13.2381,13.155
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",320,58,0.749344,0.002579,10.5762,1.83619,13.2468,13.1643
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",320,59,0.749568,0.00208,10.5844,1.83741,13.2565,13.1735
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",320,60,0.749312,0.00221,10.5751,1.8376,13.2443,13.1642
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",320,61,0.750368,0.00205,10.5807,1.83715,13.2528,13.1702
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",320,62,0.75136,0.002299,10.5788,1.83779,13.2519,13.1702
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",320,63,0.750208,0.00211,10.5827,1.83987,13.2579,13.1749
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",320,64,0.750784,0.00207,10.5722,1.83523,13.2426,13.1603
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",320,65,0.750848,0.002059,10.5813,1.83981,13.2541,13.174
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",320,66,0.751424,0.002281,10.5763,1.83408,13.2461,13.1641
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",320,67,0.754368,0.00237,10.5788,1.83654,13.2564,13.1721
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",320,68,0.751488,0.00211,10.5836,1.83472,13.2531,13.1719
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",320,69,0.751008,0.00207,10.591,1.8399,13.2639,13.184
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",320,70,0.750528,0.00198,10.5753,1.83482,13.2459,13.1627
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",320,71,0.750208,0.002529,10.5757,1.83894,13.2539,13.1674
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",320,72,0.750976,0.00201,10.5812,1.83664,13.2522,13.1708
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",320,73,0.749824,0.002012,10.5863,1.83642,13.2537,13.1745
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",320,74,0.751072,0.002131,10.585,1.83187,13.2504,13.17
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",384,0,1.27043,0.00264,15.6853,3.20128,20.2447,20.1597
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",384,1,1.26794,0.002291,15.6594,3.2056,20.2218,20.1352
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",384,2,1.26896,0.00207,15.6624,3.20502,20.2185,20.1384
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",384,3,1.2656,0.002211,15.6851,3.20051,20.2359,20.1535
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",384,4,1.26851,0.0021,15.6611,3.20762,20.2325,20.1393
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",384,5,1.26672,0.002298,15.6592,3.20134,20.2113,20.1295
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",384,6,1.2665,0.00215,15.667,3.19939,20.2171,20.135
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",384,7,1.26749,0.002089,15.6722,3.20598,20.2307,20.1477
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",384,8,1.26774,0.00218,15.6598,3.20528,20.2187,20.135
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",384,9,1.27162,0.002671,15.6706,3.20483,20.2406,20.1497
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",384,10,1.26944,0.00217,15.6594,3.20643,20.2209,20.1375
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",384,11,1.26973,0.00226,15.6719,3.20294,20.2311,20.1469
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",384,12,1.2728,0.00229,15.6665,3.2033,20.2294,20.1449
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",384,13,1.2679,0.00231,15.6623,3.20739,20.229,20.1399
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",384,14,1.27178,0.00274,15.6726,3.20246,20.2368,20.1496
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",384,15,1.26634,0.00219,15.6728,3.20736,20.2372,20.1487
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",384,16,1.26979,0.002239,15.6651,3.20816,20.2348,20.1453
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",384,17,1.27034,0.002509,15.6835,3.20122,20.2481,20.1575
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",384,18,1.27142,0.002481,15.6597,3.20678,20.2319,20.1404
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",384,19,1.27107,0.00237,15.6709,3.20678,20.2409,20.1511
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",384,20,1.27056,0.00206,15.6672,3.20163,20.2303,20.1415
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",384,21,1.26813,0.002329,15.6567,3.2063,20.2214,20.1335
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",384,22,1.26899,0.00227,15.6701,3.20512,20.2356,20.1465
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",384,23,1.27082,0.002449,15.6694,3.2096,20.2396,20.1523
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",384,24,1.26662,0.00256,15.6689,3.20672,20.2307,20.1448
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",384,25,1.26842,0.00237,15.6649,3.2129,20.2378,20.1486
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",384,26,1.26842,0.00242,15.6729,3.20387,20.2371,20.1476
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",384,27,1.26957,0.002401,15.6657,3.20688,20.2331,20.1445
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",384,28,1.26813,0.002411,15.6612,3.20816,20.2279,20.1399
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",384,29,1.26938,0.00208,15.6626,3.2047,20.2271,20.1388
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",384,30,1.27306,0.002501,15.6669,3.20339,20.2367,20.1458
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",384,31,1.26957,0.002149,15.6587,3.20624,20.2234,20.1367
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",384,32,1.26886,0.0021,15.6637,3.20067,20.2206,20.1353
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",384,33,1.26541,0.00242,15.6694,3.20374,20.2282,20.1409
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",384,34,1.26746,0.00232,15.6689,3.20122,20.2273,20.1398
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",384,35,1.26822,0.002159,15.6717,3.20435,20.2329,20.1465
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",384,36,1.26874,0.00223,15.671,3.20534,20.2336,20.1473
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",384,37,1.26899,0.00203,15.6653,3.20173,20.2233,20.1381
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",384,38,1.26586,0.00193,15.6648,3.20554,20.2204,20.1382
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",384,39,1.26816,0.00229,15.6638,3.20134,20.2222,20.1356
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",384,40,1.26634,0.001951,15.662,3.20608,20.2214,20.1363
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",384,41,1.27005,0.002041,15.6636,3.20054,20.217,20.1363
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",384,42,1.26714,0.00243,15.6601,3.20314,20.2147,20.1328
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",384,43,1.26736,0.00197,15.6712,3.20125,20.2259,20.1417
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",384,44,1.26758,0.001931,15.6669,3.2007,20.2191,20.1371
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",384,45,1.26435,0.002279,15.6601,3.19581,20.207,20.1226
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",384,46,1.26582,0.00205,15.6637,3.19946,20.2164,20.131
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",384,47,1.268,0.00225,15.6647,3.19936,20.2152,20.1343
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",384,48,1.26717,0.00194,15.6731,3.19834,20.2224,20.1406
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",384,49,1.26586,0.00202,15.6757,3.19885,20.2254,20.1424
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",384,50,1.26531,0.00197,15.6636,3.20074,20.2131,20.1316
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",384,51,1.26531,0.00209,15.6733,3.20288,20.2238,20.1436
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",384,52,1.26512,0.00204,15.6595,3.20141,20.2097,20.1281
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",384,53,1.26813,0.00233,15.6696,3.20717,20.2346,20.1473
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",384,54,1.26762,0.00226,15.6712,3.20346,20.2335,20.1445
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",384,55,1.26765,0.00229,15.6698,3.2025,20.227,20.1422
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",384,56,1.26922,0.00238,15.6837,3.20573,20.2509,20.1611
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",384,57,1.26643,0.00234,15.6646,3.20506,20.2229,20.1385
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",384,58,1.26806,0.00211,15.6594,3.20298,20.2169,20.1326
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",384,59,1.2673,0.002321,15.662,3.20189,20.2144,20.1335
