dim,precision,solver_type,api,bc_name,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,GPU,"P | P | Ns | Ns | P | P",192,63,0.068192,0.002049,0.165408,0.084192,0.383315,0.319841
3,float,uniform,GPU,"P | P | Ns | Ns | P | P",192,64,0.065472,0.002061,0.163708,0.083808,0.377735,0.315049
3,float,uniform,GPU,"P | P | Ns | Ns | P | P",192,65,0.061376,0.00224,0.163439,0.081152,0.372456,0.308207
3,float,uniform,GPU,"P | P | Ns | Ns | P | P",192,66,0.070304,0.002149,0.165457,0.081952,0.384665,0.319862
3,float,uniform,GPU,"P | P | Ns | Ns | P | P",192,67,0.061888,0.002,0.165247,0.079648,0.372446,0.308783
3,float,uniform,GPU,"P | P | Ns | Ns | P | P",192,68,0.0528,0.00184,0.16206,0.078432,0.360146,0.295132
3,float,uniform,GPU,"P | P | Ns | Ns | P | P",192,69,0.070272,0.00226,0.16616,0.080864,0.384125,0.319556
3,float,uniform,GPU,"P | P | Ns | Ns | P | P",192,70,0.061568,0.001759,0.163329,0.080288,0.376095,0.306944
3,float,uniform,GPU,"P | P | Ns | Ns | P | P",192,71,0.06,0.00183,0.163997,0.078112,0.367776,0.303939
3,float,uniform,GPU,"P | P | Ns | Ns | P | P",192,72,0.056256,0.00192,0.162378,0.079488,0.364186,0.300042
3,float,uniform,GPU,"P | P | Ns | Ns | P | P",192,73,0.05392,0.00155,0.161207,0.080896,0.361716,0.297573
3,float,uniform,GPU,"P | P | Ns | Ns | P | P",192,74,0.069984,0.00211,0.17145,0.081792,0.389836,0.325336
3,float,uniform,GPU,"P | P | Ns | Ns | P | P",256,0,0.140128,0.00218,0.486224,0.308864,1.00582,0.937396
3,float,uniform,GPU,"P | P | Ns | Ns | P | P",256,1,0.172384,0.00216,0.484244,0.312032,1.04108,0.97082
3,float,uniform,GPU,"P | P | Ns | Ns | P | P",256,2,0.172,0.00227,0.483925,0.309312,1.03798,0.967507
3,float,uniform,GPU,"P | P | Ns | Ns | P | P",256,3,0.167872,0.00223,0.483073,0.308416,1.02855,0.961591
3,float,uniform,GPU,"P | P | Ns | Ns | P | P",256,4,0.171392,0.002529,0.482484,0.312256,1.03628,0.968661
3,float,uniform,GPU,"P | P | Ns | Ns | P | P",256,5,0.171872,0.00217,0.489095,0.305824,1.03612,0.968961
3,float,uniform,GPU,"P | P | Ns | Ns | P | P",256,6,0.170016,0.0023,0.481904,0.308096,1.03116,0.962316
3,float,uniform,GPU,"P | P | Ns | Ns | P | P",256,7,0.171904,0.002311,0.481304,0.309376,1.03517,0.964895
3,float,uniform,GPU,"P | P | Ns | Ns | P | P",256,8,0.171296,0.002221,0.481994,0.309536,1.03367,0.965047
3,float,uniform,GPU,"P | P | Ns | Ns | P | P",256,9,0.170624,0.002209,0.481594,0.313696,1.03195,0.968123
3,float,uniform,GPU,"P | P | Ns | Ns | P | P",256,10,0.17136,0.00217,0.482155,0.30976,1.03184,0.965445
3,float,uniform,GPU,"P | P | Ns | Ns | P | P",256,11,0.1728,0.00229,0.487835,0.306112,1.03839,0.969037
3,float,uniform,GPU,"P | P | Ns | Ns | P | P",256,12,0.173088,0.00216,0.478715,0.310176,1.03551,0.964139
3,float,uniform,GPU,"P | P | Ns | Ns | P | P",256,13,0.1704,0.00223,0.481144,0.311296,1.03299,0.96507
3,float,uniform,GPU,"P | P | Ns | Ns | P | P",256,14,0.171776,0.002309,0.481755,0.315168,1.03817,0.971008
3,float,uniform,GPU,"P | P | Ns | Ns | P | P",256,15,0.17232,0.0022,0.481534,0.311232,1.03901,0.967286
3,float,uniform,GPU,"P | P | Ns | Ns | P | P",256,16,0.166496,0.002241,0.481354,0.309184,1.03193,0.959275
3,float,uniform,GPU,"P | P | Ns | Ns | P | P",256,17,0.172736,0.002141,0.480444,0.312448,1.03656,0.967769
3,float,uniform,GPU,"P | P | Ns | Ns | P | P",256,18,0.1712,0.00219,0.483454,0.31056,1.03373,0.967404
3,float,uniform,GPU,"P | P | Ns | Ns | P | P",256,19,0.167456,0.00226,0.485405,0.308096,1.03095,0.963217
3,float,uniform,GPU,"P | P | Ns | Ns | P | P",256,20,0.170496,0.002451,0.479146,0.313792,1.03399,0.965885
3,float,uniform,GPU,"P | P | Ns | Ns | P | P",256,21,0.171808,0.00221,0.483984,0.311328,1.03737,0.96933
3,float,uniform,GPU,"P | P | Ns | Ns | P | P",256,22,0.16512,0.00222,0.483844,0.30896,1.02806,0.960144
3,float,uniform,GPU,"P | P | Ns | Ns | P | P",256,23,0.170112,0.00225,0.479875,0.311328,1.03096,0.963565
3,float,uniform,GPU,"P | P | Ns | Ns | P | P",256,24,0.181792,0.00219,0.480295,0.3104,1.04971,0.974677
3,float,uniform,GPU,"P | P | Ns | Ns | P | P",256,25,0.172384,0.00233,0.482674,0.310144,1.0372,0.967532
3,float,uniform,GPU,"P | P | Ns | Ns | P | P",256,26,0.170848,0.001991,0.483675,0.309024,1.03354,0.965538
3,float,uniform,GPU,"P | P | Ns | Ns | P | P",256,27,0.172192,0.002231,0.482344,0.311904,1.0367,0.968671
3,float,uniform,GPU,"P | P | Ns | Ns | P | P",256,28,0.171328,0.00234,0.481335,0.311424,1.03518,0.966427
3,float,uniform,GPU,"P | P | Ns | Ns | P | P",256,29,0.164512,0.00194,0.473305,0.30928,1.01138,0.949037
3,float,uniform,GPU,"P | P | Ns | Ns | P | P",256,30,0.170848,0.002159,0.481285,0.310848,1.03138,0.96514
3,float,uniform,GPU,"P | P | Ns | Ns | P | P",256,31,0.170784,0.002291,0.483895,0.309696,1.03346,0.966666
3,float,uniform,GPU,"P | P | Ns | Ns | P | P",256,32,0.1584,0.00198,0.479474,0.310368,1.01171,0.950222
3,float,uniform,GPU,"P | P | Ns | Ns | P | P",256,33,0.1736,0.0022,0.482504,0.31344,1.04075,0.971744
3,float,uniform,GPU,"P | P | Ns | Ns | P | P",256,34,0.164576,0.00224,0.479305,0.312064,1.02611,0.958185
3,float,uniform,GPU,"P | P | Ns | Ns | P | P",256,35,0.164576,0.00236,0.481903,0.308256,1.02507,0.957095
3,float,uniform,GPU,"P | P | Ns | Ns | P | P",256,36,0.167296,0.002251,0.489185,0.304128,1.02928,0.96286
3,float,uniform,GPU,"P | P | Ns | Ns | P | P",256,37,0.166112,0.00236,0.479566,0.310848,1.02639,0.958886
3,float,uniform,GPU,"P | P | Ns | Ns | P | P",256,38,0.150336,0.00187,0.483024,0.305024,1.00682,0.940254
3,float,uniform,GPU,"P | P | Ns | Ns | P | P",256,39,0.172544,0.00235,0.484715,0.309888,1.04005,0.969497
3,float,uniform,GPU,"P | P | Ns | Ns | P | P",256,40,0.169312,0.002369,0.485354,0.314944,1.03946,0.971979
3,float,uniform,GPU,"P | P | Ns | Ns | P | P",256,41,0.162816,0.00191,0.482914,0.309504,1.02351,0.957144
3,float,uniform,GPU,"P | P | Ns | Ns | P | P",256,42,0.170368,0.00228,0.482755,0.313408,1.03677,0.968811
3,float,uniform,GPU,"P | P | Ns | Ns | P | P",256,43,0.170336,0.0021,0.481985,0.308352,1.03094,0.962773
3,float,uniform,GPU,"P | P | Ns | Ns | P | P",256,44,0.16704,0.002259,0.480615,0.317376,1.03314,0.96729
3,float,uniform,GPU,"P | P | Ns | Ns | P | P",256,45,0.164544,0.00211,0.483775,0.31072,1.0281,0.961149
3,float,uniform,GPU,"P | P | Ns | Ns | P | P",256,46,0.172512,0.00214,0.480375,0.310144,1.03467,0.965171
3,float,uniform,GPU,"P | P | Ns | Ns | P | P",256,47,0.16928,0.00222,0.477125,0.312032,1.02127,0.960657
3,float,uniform,GPU,"P | P | Ns | Ns | P | P",256,48,0.1688,0.002159,0.481335,0.310688,1.03014,0.962982
3,float,uniform,GPU,"P | P | Ns | Ns | P | P",256,49,0.165888,0.00219,0.484275,0.310976,1.03038,0.963329
3,float,uniform,GPU,"P | P | Ns | Ns | P | P",256,50,0.169664,0.0021,0.480904,0.310816,1.03105,0.963484
3,float,uniform,GPU,"P | P | Ns | Ns | P | P",256,51,0.167616,0.00213,0.481024,0.30944,1.02708,0.96021
3,float,uniform,GPU,"P | P | Ns | Ns | P | P",256,52,0.173536,0.002281,0.482446,0.309696,1.03844,0.967959
3,float,uniform,GPU,"P | P | Ns | Ns | P | P",256,53,0.171776,0.00223,0.478873,0.31296,1.03654,0.965839
3,float,uniform,GPU,"P | P | Ns | Ns | P | P",256,54,0.17088,0.00209,0.478914,0.314048,1.03413,0.965932
3,float,uniform,GPU,"P | P | Ns | Ns | P | P",256,55,0.171744,0.00224,0.479534,0.313504,1.03845,0.967022
3,float,uniform,GPU,"P | P | Ns | Ns | P | P",256,56,0.172416,0.002199,0.485075,0.309408,1.03784,0.969098
3,float,uniform,GPU,"P | P | Ns | Ns | P | P",256,57,0.169824,0.002211,0.484876,0.305632,1.03014,0.962543
3,float,uniform,GPU,"P | P | Ns | Ns | P | P",256,58,0.171168,0.002241,0.484534,0.306208,1.03115,0.964151
3,float,uniform,GPU,"P | P | Ns | Ns | P | P",256,59,0.173536,0.002139,0.481345,0.308384,1.03373,0.965404
3,float,uniform,GPU,"P | P | Ns | Ns | P | P",256,60,0.172256,0.00231,0.482925,0.30608,1.0328,0.963571
3,float,uniform,GPU,"P | P | Ns | Ns | P | P",256,61,0.169632,0.00219,0.481745,0.31008,1.03169,0.963647
3,float,uniform,GPU,"P | P | Ns | Ns | P | P",256,62,0.170208,0.00234,0.484515,0.309408,1.03852,0.966471
3,float,uniform,GPU,"P | P | Ns | Ns | P | P",256,63,0.17872,0.002171,0.483954,0.31056,1.04458,0.975405
3,float,uniform,GPU,"P | P | Ns | Ns | P | P",256,64,0.151328,0.00188,0.477364,0.301248,0.997848,0.93182
3,float,uniform,GPU,"P | P | Ns | Ns | P | P",256,65,0.168032,0.00226,0.482735,0.308064,1.02769,0.961091
3,float,uniform,GPU,"P | P | Ns | Ns | P | P",256,66,0.172416,0.00216,0.482745,0.308864,1.03557,0.966185
3,float,uniform,GPU,"P | P | Ns | Ns | P | P",256,67,0.169408,0.00233,0.480374,0.31072,1.02448,0.962832
3,float,uniform,GPU,"P | P | Ns | Ns | P | P",256,68,0.172352,0.002141,0.487065,0.30672,1.03499,0.968278
3,float,uniform,GPU,"P | P | Ns | Ns | P | P",256,69,0.172192,0.00223,0.483365,0.3104,1.03606,0.968187
3,float,uniform,GPU,"P | P | Ns | Ns | P | P",256,70,0.170688,0.00237,0.486914,0.307744,1.03626,0.967716
3,float,uniform,GPU,"P | P | Ns | Ns | P | P",256,71,0.172352,0.0023,0.482615,0.310304,1.0355,0.967571
3,float,uniform,GPU,"P | P | Ns | Ns | P | P",256,72,0.1728,0.0022,0.483105,0.311648,1.03756,0.969753
3,float,uniform,GPU,"P | P | Ns | Ns | P | P",256,73,0.174016,0.00221,0.481205,0.31088,1.03985,0.968311
3,float,uniform,GPU,"P | P | Ns | Ns | P | P",256,74,0.172992,0.002481,0.483135,0.3088,1.0335,0.967408
3,float,uniform,GPU,"P | P | Ns | Ns | P | P",320,0,0.406304,0.00225,2.18358,0.87056,3.54163,3.46269
3,float,uniform,GPU,"P | P | Ns | Ns | P | P",320,1,0.40336,0.002029,2.17716,0.867392,3.53044,3.44994
3,float,uniform,GPU,"P | P | Ns | Ns | P | P",320,2,0.40464,0.00217,2.17499,0.8656,3.51603,3.4474
3,float,uniform,GPU,"P | P | Ns | Ns | P | P",320,3,0.405952,0.00248,2.18477,0.874368,3.54926,3.46757
3,float,uniform,GPU,"P | P | Ns | Ns | P | P",320,4,0.404352,0.00216,2.1839,0.870272,3.54072,3.46069
3,float,uniform,GPU,"P | P | Ns | Ns | P | P",320,5,0.392128,0.002051,2.17726,0.86752,3.51029,3.43895
3,float,uniform,GPU,"P | P | Ns | Ns | P | P",320,6,0.401952,0.00215,2.18052,0.864736,3.51501,3.44935
3,float,uniform,GPU,"P | P | Ns | Ns | P | P",320,7,0.406432,0.0024,2.18282,0.868448,3.53659,3.4601
3,float,uniform,GPU,"P | P | Ns | Ns | P | P",320,8,0.406176,0.00212,2.18272,0.866848,3.5368,3.45786
3,float,uniform,GPU,"P | P | Ns | Ns | P | P",320,9,0.412672,0.002279,2.17993,0.867168,3.53322,3.46204
3,float,uniform,GPU,"P | P | Ns | Ns | P | P",320,10,0.393856,0.00202,2.17916,0.86624,3.5108,3.44127
3,float,uniform,GPU,"P | P | Ns | Ns | P | P",320,11,0.405088,0.00206,2.1833,0.865504,3.52807,3.45595
3,float,uniform,GPU,"P | P | Ns | Ns | P | P",320,12,0.405408,0.00216,2.18287,0.874048,3.5805,3.46449
3,float,uniform,GPU,"P | P | Ns | Ns | P | P",320,13,0.398784,0.002199,2.20096,0.867968,3.53902,3.46991
3,float,uniform,GPU,"P | P | Ns | Ns | P | P",320,14,0.403776,0.00201,2.17975,0.865792,3.52159,3.45132
3,float,uniform,GPU,"P | P | Ns | Ns | P | P",320,15,0.406624,0.002272,2.18063,0.8704,3.53963,3.45992
3,float,uniform,GPU,"P | P | Ns | Ns | P | P",320,16,0.406208,0.00234,2.17799,0.86592,3.53097,3.45245
3,float,uniform,GPU,"P | P | Ns | Ns | P | P",320,17,0.401888,0.002129,2.17987,0.866464,3.5198,3.45035
3,float,uniform,GPU,"P | P | Ns | Ns | P | P",320,18,0.404448,0.002229,2.17895,0.86848,3.52316,3.4541
3,float,uniform,GPU,"P | P | Ns | Ns | P | P",320,19,0.395232,0.00202,2.17945,0.867232,3.51056,3.44393
3,float,uniform,GPU,"P | P | Ns | Ns | P | P",320,20,0.403008,0.00207,2.17898,0.86832,3.52282,3.45238
3,float,uniform,GPU,"P | P | Ns | Ns | P | P",320,21,0.40656,0.00224,2.18256,0.866208,3.53682,3.45757
3,float,uniform,GPU,"P | P | Ns | Ns | P | P",320,22,0.404736,0.00234,2.17882,0.871328,3.53141,3.45722
3,float,uniform,GPU,"P | P | Ns | Ns | P | P",320,23,0.403488,0.00236,2.18471,0.871936,3.53821,3.46249
3,float,uniform,GPU,"P | P | Ns | Ns | P | P",320,24,0.405952,0.00221,2.17854,0.86832,3.52761,3.45503
3,float,uniform,GPU,"P | P | Ns | Ns | P | P",320,25,0.40368,0.00199,2.17759,0.867808,3.5182,3.45107
3,float,uniform,GPU,"P | P | Ns | Ns | P | P",320,26,0.390848,0.00215,2.18173,0.863424,3.50671,3.43816
3,float,uniform,GPU,"P | P | Ns | Ns | P | P",320,27,0.406336,0.00211,2.18015,0.865824,3.53407,3.45442
3,float,uniform,GPU,"P | P | Ns | Ns | P | P",320,28,0.40512,0.00214,2.17945,0.87024,3.52911,3.45694
3,float,uniform,GPU,"P | P | Ns | Ns | P | P",320,29,0.404416,0.00225,2.18231,0.864896,3.53084,3.45387
3,float,uniform,GPU,"P | P | Ns | Ns | P | P",320,30,0.400672,0.00214,2.18143,0.865952,3.5203,3.45019
3,float,uniform,GPU,"P | P | Ns | Ns | P | P",320,31,0.405952,0.002119,2.22241,0.867104,3.57598,3.49758
3,float,uniform,GPU,"P | P | Ns | Ns | P | P",320,32,0.405408,0.002401,2.17955,0.866688,3.56372,3.45404
3,float,uniform,GPU,"P | P | Ns | Ns | P | P",320,33,0.404384,0.00215,2.18289,0.86848,3.538,3.4579
3,float,uniform,GPU,"P | P | Ns | Ns | P | P",320,34,0.40512,0.00216,2.18018,0.868896,3.53373,3.45635
3,float,uniform,GPU,"P | P | Ns | Ns | P | P",320,35,0.405728,0.00228,2.18471,0.866784,3.54346,3.4595
3,float,uniform,GPU,"P | P | Ns | Ns | P | P",320,36,0.406048,0.002261,2.18256,0.867744,3.53636,3.45861
3,float,uniform,GPU,"P | P | Ns | Ns | P | P",320,37,0.403712,0.00214,2.18189,0.864896,3.52244,3.45263
3,float,uniform,GPU,"P | P | Ns | Ns | P | P",320,38,0.405312,0.00217,2.18236,0.867264,3.53578,3.45711
3,float,uniform,GPU,"P | P | Ns | Ns | P | P",320,39,0.406048,0.00224,2.18111,0.868736,3.58545,3.45814
3,float,uniform,GPU,"P | P | Ns | Ns | P | P",320,40,0.405504,0.00215,2.18336,0.869504,3.53913,3.46051
3,float,uniform,GPU,"P | P | Ns | Ns | P | P",320,41,0.405536,0.002149,2.1853,0.868608,3.5395,3.4616
3,float,uniform,GPU,"P | P | Ns | Ns | P | P",320,42,0.396768,0.001819,2.17713,0.8672,3.51291,3.44291
3,float,uniform,GPU,"P | P | Ns | Ns | P | P",320,43,0.405472,0.002121,2.18093,0.868096,3.53336,3.45661
3,float,uniform,GPU,"P | P | Ns | Ns | P | P",320,44,0.403552,0.002089,2.17698,0.874368,3.52141,3.45699
3,float,uniform,GPU,"P | P | Ns | Ns | P | P",320,45,0.405024,0.002129,2.1824,0.866432,3.5359,3.45599
3,float,uniform,GPU,"P | P | Ns | Ns | P | P",320,46,0.405952,0.002109,2.17655,0.87024,3.53384,3.45485
3,float,uniform,GPU,"P | P | Ns | Ns | P | P",320,47,0.404896,0.00204,2.17945,0.864864,3.52866,3.45125
3,float,uniform,GPU,"P | P | Ns | Ns | P | P",320,48,0.402432,0.002322,2.17699,0.867904,3.51312,3.44965
3,float,uniform,GPU,"P | P | Ns | Ns | P | P",320,49,0.404448,0.00225,2.18278,0.870528,3.54095,3.46
3,float,uniform,GPU,"P | P | Ns | Ns | P | P",320,50,0.400928,0.00219,2.17779,0.874432,3.52396,3.45535
3,float,uniform,GPU,"P | P | Ns | Ns | P | P",320,51,0.4056,0.002341,2.18331,0.867264,3.5342,3.45851
3,float,uniform,GPU,"P | P | Ns | Ns | P | P",320,52,0.41376,0.00204,2.18153,0.868832,3.56029,3.46617
3,float,uniform,GPU,"P | P | Ns | Ns | P | P",320,53,0.393312,0.00185,2.1791,0.867264,3.50979,3.44153
3,float,uniform,GPU,"P | P | Ns | Ns | P | P",320,54,0.4056,0.00235,2.18027,0.868288,3.52722,3.45651
3,float,uniform,GPU,"P | P | Ns | Ns | P | P",320,55,0.402912,0.00239,2.18552,0.867008,3.53437,3.45783
3,float,uniform,GPU,"P | P | Ns | Ns | P | P",320,56,0.400544,0.002001,2.20352,0.863744,3.53798,3.4698
3,float,uniform,GPU,"P | P | Ns | Ns | P | P",320,57,0.405952,0.00214,2.18456,0.86928,3.54155,3.46193
3,float,uniform,GPU,"P | P | Ns | Ns | P | P",320,58,0.406144,0.00205,2.18263,0.868896,3.53332,3.45972
3,float,uniform,GPU,"P | P | Ns | Ns | P | P",320,59,0.399648,0.00213,2.18139,0.864416,3.51708,3.44759
3,float,uniform,GPU,"P | P | Ns | Ns | P | P",320,60,0.389152,0.00184,2.17853,0.863904,3.50683,3.43343
3,float,uniform,GPU,"P | P | Ns | Ns | P | P",320,61,0.389152,0.001999,2.1783,0.863744,3.50017,3.43319
3,float,uniform,GPU,"P | P | Ns | Ns | P | P",320,62,0.405984,0.002299,2.18091,0.864992,3.53294,3.45418
3,float,uniform,GPU,"P | P | Ns | Ns | P | P",320,63,0.406048,0.00233,2.18507,0.867584,3.54005,3.46103
3,float,uniform,GPU,"P | P | Ns | Ns | P | P",320,64,0.405664,0.0023,2.18597,0.868672,3.54207,3.4626
3,float,uniform,GPU,"P | P | Ns | Ns | P | P",320,65,0.406912,0.00257,2.1808,0.869792,3.53713,3.46007
3,float,uniform,GPU,"P | P | Ns | Ns | P | P",320,66,0.412256,0.00231,2.18377,0.86416,3.53993,3.46249
3,float,uniform,GPU,"P | P | Ns | Ns | P | P",320,67,0.406016,0.00226,2.18318,0.867776,3.53824,3.45924
3,float,uniform,GPU,"P | P | Ns | Ns | P | P",320,68,0.405408,0.002099,2.18545,0.867712,3.53945,3.46066
3,float,uniform,GPU,"P | P | Ns | Ns | P | P",320,69,0.404096,0.00231,2.18554,0.86752,3.53199,3.45947
3,float,uniform,GPU,"P | P | Ns | Ns | P | P",320,70,0.405344,0.002199,2.18222,0.8688,3.52813,3.45856
3,float,uniform,GPU,"P | P | Ns | Ns | P | P",320,71,0.404128,0.00218,2.24778,0.870112,3.60209,3.5242
3,float,uniform,GPU,"P | P | Ns | Ns | P | P",320,72,0.4064,0.00228,2.17997,0.872224,3.54498,3.46087
3,float,uniform,GPU,"P | P | Ns | Ns | P | P",320,73,0.402208,0.00221,2.1834,0.866368,3.52506,3.45419
3,float,uniform,GPU,"P | P | Ns | Ns | P | P",320,74,0.407392,0.002221,2.17834,0.864992,3.53149,3.45294
3,float,uniform,GPU,"P | P | Ns | Ns | P | P",384,0,0.68832,0.002121,3.59778,1.55213,5.92157,5.84035
3,float,uniform,GPU,"P | P | Ns | Ns | P | P",384,1,0.68976,0.00225,3.60086,1.54986,5.92368,5.84273
3,float,uniform,GPU,"P | P | Ns | Ns | P | P",384,2,0.688928,0.00261,3.5973,1.55235,5.91938,5.84119
3,float,uniform,GPU,"P | P | Ns | Ns | P | P",384,3,0.68688,0.00213,3.59692,1.55341,5.91859,5.83934
3,float,uniform,GPU,"P | P | Ns | Ns | P | P",384,4,0.688,0.00239,3.6,1.54861,5.91977,5.839
3,float,uniform,GPU,"P | P | Ns | Ns | P | P",384,5,0.688608,0.002319,3.59401,1.55098,5.91442,5.83591
3,float,uniform,GPU,"P | P | Ns | Ns | P | P",384,6,0.690176,0.00218,3.5972,1.55322,5.92469,5.84277
3,float,uniform,GPU,"P | P | Ns | Ns | P | P",384,7,0.68848,0.00221,3.59711,1.54979,5.91884,5.83759
3,float,uniform,GPU,"P | P | Ns | Ns | P | P",384,8,0.687008,0.00226,3.5954,1.55014,5.90693,5.83481
3,float,uniform,GPU,"P | P | Ns | Ns | P | P",384,9,0.689568,0.00245,3.60015,1.54832,5.92037,5.84049
3,float,uniform,GPU,"P | P | Ns | Ns | P | P",384,10,0.690496,0.002231,3.59155,1.55136,5.94224,5.83564
3,float,uniform,GPU,"P | P | Ns | Ns | P | P",384,11,0.691584,0.00238,3.5976,1.54931,5.92098,5.84087
3,float,uniform,GPU,"P | P | Ns | Ns | P | P",384,12,0.689024,0.002261,3.59677,1.57667,5.94434,5.86473
3,float,uniform,GPU,"P | P | Ns | Ns | P | P",384,13,0.68864,0.002339,3.59689,1.55328,5.92308,5.84115
3,float,uniform,GPU,"P | P | Ns | Ns | P | P",384,14,0.692192,0.0023,3.60269,1.54915,5.92807,5.84633
3,float,uniform,GPU,"P | P | Ns | Ns | P | P",384,15,0.686016,0.002291,3.59219,1.55622,5.90844,5.83672
3,float,uniform,GPU,"P | P | Ns | Ns | P | P",384,16,0.687776,0.0022,3.59516,1.55053,5.91403,5.83566
3,float,uniform,GPU,"P | P | Ns | Ns | P | P",384,17,0.690304,0.002259,3.59559,1.55341,5.9602,5.84156
3,float,uniform,GPU,"P | P | Ns | Ns | P | P",384,18,0.690112,0.00236,3.59757,1.55302,5.92406,5.84306
3,float,uniform,GPU,"P | P | Ns | Ns | P | P",384,19,0.688576,0.003199,3.60497,1.57296,5.96975,5.8697
3,float,uniform,GPU,"P | P | Ns | Ns | P | P",384,20,0.686816,0.00209,3.60006,1.55002,5.91373,5.83898
3,float,uniform,GPU,"P | P | Ns | Ns | P | P",384,21,0.690016,0.00229,3.59925,1.54774,5.91942,5.8393
3,float,uniform,GPU,"P | P | Ns | Ns | P | P",384,22,0.688928,0.00229,3.59646,1.55318,5.92014,5.84086
3,float,uniform,GPU,"P | P | Ns | Ns | P | P",384,23,0.689856,0.00249,3.59346,1.55312,5.9182,5.83893
3,float,uniform,GPU,"P | P | Ns | Ns | P | P",384,24,0.68944,0.00232,3.59826,1.54966,5.91748,5.83968
3,float,uniform,GPU,"P | P | Ns | Ns | P | P",384,25,0.687744,0.00219,3.59386,1.55203,5.91028,5.83582
3,float,uniform,GPU,"P | P | Ns | Ns | P | P",384,26,0.690144,0.0025,3.59025,1.55066,5.91743,5.83355
3,float,uniform,GPU,"P | P | Ns | Ns | P | P",384,27,0.68688,0.00225,3.60008,1.55091,5.91821,5.84012
3,float,uniform,GPU,"P | P | Ns | Ns | P | P",384,28,0.687328,0.00208,3.59708,1.55216,5.9054,5.83865
3,float,uniform,GPU,"P | P | Ns | Ns | P | P",384,29,0.689344,0.00226,3.60037,1.55072,5.92513,5.84269
3,float,uniform,GPU,"P | P | Ns | Ns | P | P",384,30,0.690496,0.0023,3.59776,1.55261,5.92232,5.84316
3,float,uniform,GPU,"P | P | Ns | Ns | P | P",384,31,0.68768,0.002369,3.59536,1.55398,5.91222,5.83939
3,float,uniform,GPU,"P | P | Ns | Ns | P | P",384,32,0.685792,0.00201,3.59752,1.55222,5.91951,5.83754
3,float,uniform,GPU,"P | P | Ns | Ns | P | P",384,33,0.68656,0.00202,3.59731,1.55139,5.90624,5.83728
3,float,uniform,GPU,"P | P | Ns | Ns | P | P",384,34,0.688896,0.00211,3.59796,1.55222,5.92288,5.84119
3,float,uniform,GPU,"P | P | Ns | Ns | P | P",384,35,0.691648,0.002319,3.60147,1.55178,5.92644,5.84721
3,float,uniform,GPU,"P | P | Ns | Ns | P | P",384,36,0.687584,0.002079,3.59448,1.55139,5.91225,5.83553
3,float,uniform,GPU,"P | P | Ns | Ns | P | P",384,37,0.689952,0.00242,3.60045,1.55312,5.92235,5.84594
3,float,uniform,GPU,"P | P | Ns | Ns | P | P",384,38,0.689184,0.00233,3.59274,1.55155,5.91517,5.83581
3,float,uniform,GPU,"P | P | Ns | Ns | P | P",384,39,0.689344,0.0021,3.59639,1.55309,5.92198,5.84092
3,float,uniform,GPU,"P | P | Ns | Ns | P | P",384,40,0.68976,0.002189,3.59514,1.55728,5.9145,5.84437
3,float,uniform,GPU,"P | P | Ns | Ns | P | P",384,41,0.686208,0.00202,3.59284,1.55421,5.91098,5.83527
3,float,uniform,GPU,"P | P | Ns | Ns | P | P",384,42,0.689504,0.002189,3.59626,1.55053,5.92199,5.83848
3,float,uniform,GPU,"P | P | Ns | Ns | P | P",384,43,0.68768,0.00222,3.59791,1.55485,5.92353,5.84266
3,float,uniform,GPU,"P | P | Ns | Ns | P | P",384,44,0.690432,0.00225,3.59769,1.55299,5.92205,5.84336
3,float,uniform,GPU,"P | P | Ns | Ns | P | P",384,45,0.688832,0.002329,3.65393,1.55088,5.97604,5.89597
3,float,uniform,GPU,"P | P | Ns | Ns | P | P",384,46,0.6872,0.00233,3.59451,1.54931,5.90849,5.83335
3,float,uniform,GPU,"P | P | Ns | Ns | P | P",384,47,0.688576,0.00267,3.59242,1.55027,5.91193,5.83394
3,float,uniform,GPU,"P | P | Ns | Ns | P | P",384,48,0.691008,0.00214,3.60447,1.5495,5.92591,5.84712
3,float,uniform,GPU,"P | P | Ns | Ns | P | P",384,49,0.691136,0.002309,3.59313,1.552,5.91813,5.83857
3,float,uniform,GPU,"P | P | Ns | Ns | P | P",384,50,0.6888,0.002569,3.59418,1.55296,5.91987,5.83851
3,float,uniform,GPU,"P | P | Ns | Ns | P | P",384,51,0.691008,0.002149,3.60005,1.54957,5.92114,5.84277
3,float,uniform,GPU,"P | P | Ns | Ns | P | P",384,52,0.689056,0.002251,3.59333,1.55053,5.91887,5.83517
3,float,uniform,GPU,"P | P | Ns | Ns | P | P",384,53,0.68944,0.00223,3.59708,1.55066,5.9192,5.83941
3,float,uniform,GPU,"P | P | Ns | Ns | P | P",384,54,0.689536,0.00216,3.59968,1.55034,5.92544,5.84171
3,float,uniform,GPU,"P | P | Ns | Ns | P | P",384,55,0.689824,0.002311,3.59321,1.55459,5.92685,5.83994
3,float,uniform,GPU,"P | P | Ns | Ns | P | P",384,56,0.687232,0.00208,3.59405,1.54938,5.91081,5.83274
3,float,uniform,GPU,"P | P | Ns | Ns | P | P",384,57,0.686144,0.00217,3.59921,1.5496,5.91368,5.83712
3,float,uniform,GPU,"P | P | Ns | Ns | P | P",384,58,0.689184,0.00218,3.59891,1.55334,5.92286,5.84362
