dim,precision,solver_type,api,bc_name,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
2,double,uniform,GPU,"D | D | D | D",64,0,0.07888,0,0.134438,199.89,200.2,200.103
2,double,uniform,GPU,"D | D | D | D",256,40,0.008384,0,0.182028,0.009856,0.245127,0.200268
2,double,uniform,GPU,"D | D | D | D",256,41,0.00912,0,0.183478,0.01024,0.247017,0.202838
2,double,uniform,GPU,"D | D | D | D",256,42,0.010112,0,0.182978,0.012384,0.248878,0.205474
2,double,uniform,GPU,"D | D | D | D",256,43,0.010144,0,0.183548,0.01088,0.246138,0.204572
2,double,uniform,GPU,"D | D | D | D",256,44,0.008832,0,0.182818,0.011712,0.248507,0.203362
2,double,uniform,GPU,"D | D | D | D",256,45,0.008224,0,0.182888,0.008544,0.245127,0.199656
2,double,uniform,GPU,"D | D | D | D",256,46,0.008352,0,0.182818,0.009472,0.244638,0.200642
2,double,uniform,GPU,"D | D | D | D",256,47,0.008448,0,0.182948,0.010496,0.246147,0.201892
2,double,uniform,GPU,"D | D | D | D",256,48,0.009984,0,0.183887,0.011872,0.248867,0.205743
2,double,uniform,GPU,"D | D | D | D",256,49,0.008544,0,0.182627,0.009536,0.241517,0.200707
2,double,uniform,GPU,"D | D | D | D",256,50,0.008032,0,0.182809,0.008544,0.244777,0.199385
2,double,uniform,GPU,"D | D | D | D",256,51,0.009152,0,0.183487,0.009568,0.246077,0.202207
2,double,uniform,GPU,"D | D | D | D",256,52,0.008832,0,0.183099,0.009088,0.245327,0.201019
2,double,uniform,GPU,"D | D | D | D",256,53,0.009312,0,0.182629,0.009888,0.244167,0.201829
2,double,uniform,GPU,"D | D | D | D",256,54,0.00864,0,0.178718,0.012544,0.236777,0.199902
2,double,uniform,GPU,"D | D | D | D",256,55,0.01136,0,0.180118,0.012032,0.239698,0.20351
2,double,uniform,GPU,"D | D | D | D",256,56,0.008992,0,0.182378,0.011104,0.246237,0.202474
2,double,uniform,GPU,"D | D | D | D",256,57,0.009024,0,0.182508,0.00976,0.244447,0.201292
2,double,uniform,GPU,"D | D | D | D",256,58,0.115264,0,0.183309,0.010368,0.352126,0.308941
2,double,uniform,GPU,"D | D | D | D",256,59,0.009984,0,0.182548,0.01152,0.246867,0.204052
2,double,uniform,GPU,"D | D | D | D",256,60,0.007936,0,0.182708,0.010944,0.246508,0.201588
2,double,uniform,GPU,"D | D | D | D",256,61,0.011424,0,0.179128,0.011392,0.237638,0.201944
2,double,uniform,GPU,"D | D | D | D",256,62,0.009536,0,0.182589,0.008928,0.245957,0.201053
2,double,uniform,GPU,"D | D | D | D",256,63,0.00768,0,0.182288,0.009152,0.244747,0.19912
2,double,uniform,GPU,"D | D | D | D",256,64,0.008864,0,0.182068,0.011456,0.246767,0.202388
2,double,uniform,GPU,"D | D | D | D",256,65,0.008768,0,0.182538,0.009632,0.244007,0.200938
2,double,uniform,GPU,"D | D | D | D",256,66,0.008832,0,0.183058,0.009216,0.244528,0.201106
2,double,uniform,GPU,"D | D | D | D",256,67,0.008288,0,0.182858,0.009568,0.245378,0.200714
2,double,uniform,GPU,"D | D | D | D",256,68,0.009408,0,0.184138,0.008384,0.246528,0.20193
2,double,uniform,GPU,"D | D | D | D",256,69,0.0088,0,0.183168,0.009952,0.440895,0.20192
2,double,uniform,GPU,"D | D | D | D",256,70,0.007904,0,0.183008,0.010272,0.246038,0.201184
2,double,uniform,GPU,"D | D | D | D",256,71,0.010432,0,0.182798,0.009376,0.245197,0.202606
2,double,uniform,GPU,"D | D | D | D",256,72,0.008032,0,0.182478,0.009152,0.243837,0.199662
2,double,uniform,GPU,"D | D | D | D",256,73,0.009536,0,0.181898,0.011168,0.243727,0.202602
2,double,uniform,GPU,"D | D | D | D",256,74,0.008096,0,0.183219,0.009056,0.245957,0.200371
2,double,uniform,GPU,"D | D | D | D",320,0,0.014272,0,0.227037,0.0168,0.309977,0.258109
2,double,uniform,GPU,"D | D | D | D",320,1,0.00752,0,0.224217,0.0136,0.295227,0.245337
2,double,uniform,GPU,"D | D | D | D",320,2,0.010528,0,0.224478,0.014528,0.299337,0.249534
2,double,uniform,GPU,"D | D | D | D",320,3,0.010208,0,0.224097,0.012416,0.294977,0.246721
2,double,uniform,GPU,"D | D | D | D",320,4,0.010176,0,0.224567,0.009152,0.294367,0.243895
2,double,uniform,GPU,"D | D | D | D",320,5,0.009632,0,0.222077,0.013152,0.291397,0.244861
2,double,uniform,GPU,"D | D | D | D",320,6,0.010208,0,0.224158,0.012384,0.296357,0.24675
2,double,uniform,GPU,"D | D | D | D",320,7,0.010912,0,0.223998,0.01232,0.297367,0.24723
2,double,uniform,GPU,"D | D | D | D",320,8,0.009472,0,0.223577,0.010944,0.294587,0.243993
2,double,uniform,GPU,"D | D | D | D",320,9,0.010816,0,0.306786,0.011968,0.378996,0.32957
2,double,uniform,GPU,"D | D | D | D",320,10,0.008448,0,0.224598,0.011296,0.294227,0.244342
2,double,uniform,GPU,"D | D | D | D",320,11,0.011616,0,0.227937,0.010848,0.300746,0.250401
2,double,uniform,GPU,"D | D | D | D",320,12,0.010336,0,0.224637,0.012704,0.412146,0.247677
2,double,uniform,GPU,"D | D | D | D",320,13,0.010272,0,0.223918,0.011328,0.295476,0.245518
2,double,uniform,GPU,"D | D | D | D",320,14,0.00912,0,0.223688,0.01248,0.293187,0.245288
2,double,uniform,GPU,"D | D | D | D",320,15,0.010304,0,0.224358,0.0104,0.294296,0.245062
2,double,uniform,GPU,"D | D | D | D",320,16,0.00976,0,0.223978,0.011232,0.293887,0.24497
2,double,uniform,GPU,"D | D | D | D",320,17,0.009664,0,0.224837,0.011584,0.294697,0.246085
2,double,uniform,GPU,"D | D | D | D",320,18,0.009984,0,0.224048,0.009568,0.293957,0.2436
2,double,uniform,GPU,"D | D | D | D",320,19,0.009568,0,0.223297,0.010816,0.293487,0.243681
2,double,uniform,GPU,"D | D | D | D",320,20,0.008,0,0.223897,0.011456,0.293207,0.243353
2,double,uniform,GPU,"D | D | D | D",320,21,0.010432,0,0.223258,0.01264,0.295406,0.24633
2,double,uniform,GPU,"D | D | D | D",320,22,0.010048,0,0.223168,0.011552,0.294026,0.244768
2,double,uniform,GPU,"D | D | D | D",320,23,0.011072,0,0.223447,0.010912,0.294977,0.245431
2,double,uniform,GPU,"D | D | D | D",320,24,0.009472,0,0.223038,0.01008,0.292727,0.24259
2,double,uniform,GPU,"D | D | D | D",320,25,0.012,0,0.359116,0.012544,0.433536,0.38366
2,double,uniform,GPU,"D | D | D | D",320,26,0.01104,0,0.223167,0.009632,0.294487,0.243839
2,double,uniform,GPU,"D | D | D | D",320,27,0.010144,0,0.223147,0.0112,0.293997,0.244491
2,double,uniform,GPU,"D | D | D | D",320,28,0.010432,0,0.223808,0.012288,0.296946,0.246528
2,double,uniform,GPU,"D | D | D | D",320,29,0.011296,0,0.223168,0.011648,0.295297,0.246112
2,double,uniform,GPU,"D | D | D | D",320,30,0.011904,0,0.223388,0.011072,0.300406,0.246364
2,double,uniform,GPU,"D | D | D | D",320,31,0.010752,0,0.224078,0.012288,0.456655,0.247118
2,double,uniform,GPU,"D | D | D | D",320,32,0.01008,0,0.223317,0.011552,0.294387,0.244949
2,double,uniform,GPU,"D | D | D | D",320,33,0.010368,0,0.223478,0.011104,0.294276,0.24495
2,double,uniform,GPU,"D | D | D | D",320,34,0.009888,0,0.224528,0.010304,0.294827,0.24472
2,double,uniform,GPU,"D | D | D | D",320,35,0.009408,0,0.223108,0.0128,0.294646,0.245316
2,double,uniform,GPU,"D | D | D | D",320,36,0.009632,0,0.224708,0.01264,0.297817,0.24698
2,double,uniform,GPU,"D | D | D | D",320,37,0.0096,0,0.223507,0.01072,0.294627,0.243827
2,double,uniform,GPU,"D | D | D | D",320,38,0.010528,0,0.222888,0.011296,0.294607,0.244712
2,double,uniform,GPU,"D | D | D | D",320,39,0.01104,0,0.224327,0.010208,0.300307,0.245575
2,double,uniform,GPU,"D | D | D | D",320,40,0.010016,0,0.223158,0.014464,0.293127,0.247638
2,double,uniform,GPU,"D | D | D | D",320,41,0.01136,0,0.223807,0.011264,0.296547,0.246431
2,double,uniform,GPU,"D | D | D | D",320,42,0.010656,0,0.224518,0.01344,0.299137,0.248614
2,double,uniform,GPU,"D | D | D | D",320,43,0.010816,0,0.224437,0.010528,0.296027,0.245781
2,double,uniform,GPU,"D | D | D | D",320,44,0.009856,0,0.223968,0.010784,0.293897,0.244608
2,double,uniform,GPU,"D | D | D | D",320,45,0.010016,0,0.223478,0.014176,0.293577,0.24767
2,double,uniform,GPU,"D | D | D | D",320,46,0.011072,0,0.223518,0.014464,0.294626,0.249054
2,double,uniform,GPU,"D | D | D | D",320,47,0.01056,0,0.223828,0.010368,0.293456,0.244756
2,double,uniform,GPU,"D | D | D | D",320,48,0.011008,0,0.224577,0.011104,0.295127,0.246689
2,double,uniform,GPU,"D | D | D | D",320,49,0.010368,0,0.223658,0.011968,0.295527,0.245994
2,double,uniform,GPU,"D | D | D | D",320,50,0.009632,0,0.311116,0.011456,0.380826,0.332204
2,double,uniform,GPU,"D | D | D | D",320,51,0.01072,0,0.223697,0.01152,0.295297,0.245937
2,double,uniform,GPU,"D | D | D | D",320,52,0.01136,0,0.221008,0.013248,0.288717,0.245616
2,double,uniform,GPU,"D | D | D | D",320,53,0.010656,0,0.224067,0.012736,0.297827,0.247459
2,double,uniform,GPU,"D | D | D | D",320,54,0.012032,0,0.223927,0.010688,0.295947,0.246647
2,double,uniform,GPU,"D | D | D | D",320,55,0.010272,0,0.223657,0.009856,0.293097,0.243785
2,double,uniform,GPU,"D | D | D | D",320,56,0.010624,0,0.223067,0.01136,0.294946,0.245051
2,double,uniform,GPU,"D | D | D | D",320,57,0.009376,0,0.223267,0.011488,0.292617,0.244131
2,double,uniform,GPU,"D | D | D | D",320,58,0.008448,0,0.220357,0.01296,0.282797,0.241765
2,double,uniform,GPU,"D | D | D | D",320,59,0.009664,0,0.224167,0.011936,0.295997,0.245767
2,double,uniform,GPU,"D | D | D | D",320,60,0.010976,0,0.222938,0.011264,0.301327,0.245178
2,double,uniform,GPU,"D | D | D | D",320,61,0.010528,0,0.224738,0.013856,0.297347,0.249122
2,double,uniform,GPU,"D | D | D | D",320,62,0.007776,0,0.223538,0.010688,0.292786,0.242002
2,double,uniform,GPU,"D | D | D | D",320,63,0.009728,0,0.251887,0.012384,0.322457,0.273999
2,double,uniform,GPU,"D | D | D | D",320,64,0.010688,0,0.221387,0.011424,0.288617,0.243499
2,double,uniform,GPU,"D | D | D | D",320,65,0.008032,0,0.224178,0.010368,0.292407,0.242578
2,double,uniform,GPU,"D | D | D | D",320,66,0.011936,0,0.224458,0.011584,0.303257,0.247978
2,double,uniform,GPU,"D | D | D | D",320,67,0.010304,0,0.224967,0.011456,0.297527,0.246727
2,double,uniform,GPU,"D | D | D | D",320,68,0.00976,0,0.224478,0.011456,0.296027,0.245694
2,double,uniform,GPU,"D | D | D | D",320,69,0.010752,0,0.224038,0.010336,0.295957,0.245126
2,double,uniform,GPU,"D | D | D | D",320,70,0.0104,0,0.224088,0.012896,0.295516,0.247384
2,double,uniform,GPU,"D | D | D | D",320,71,0.010688,0,0.224187,0.012384,0.296917,0.247259
2,double,uniform,GPU,"D | D | D | D",320,72,0.010656,0,0.223848,0.010336,0.294647,0.24484
2,double,uniform,GPU,"D | D | D | D",320,73,0.009664,0,0.224228,0.011968,0.295597,0.24586
2,double,uniform,GPU,"D | D | D | D",320,74,0.010624,0,0.223467,0.009312,0.293477,0.243403
2,double,uniform,GPU,"D | D | D | D",384,0,0.022912,0,0.15472,0.019136,0.243997,0.196768
2,double,uniform,GPU,"D | D | D | D",384,1,0.011616,0,0.150728,0.012768,0.224588,0.175112
2,double,uniform,GPU,"D | D | D | D",384,2,0.010592,0,0.15116,0.012992,0.222797,0.174744
2,double,uniform,GPU,"D | D | D | D",384,3,0.017888,0,0.206427,0.013536,0.286717,0.237851
2,double,uniform,GPU,"D | D | D | D",384,4,0.01104,0,0.150859,0.012704,0.223537,0.174603
2,double,uniform,GPU,"D | D | D | D",384,5,0.01744,0,0.150738,0.012864,0.229447,0.181042
2,double,uniform,GPU,"D | D | D | D",384,6,0.01824,0,0.15025,0.01376,0.230527,0.18225
2,double,uniform,GPU,"D | D | D | D",384,7,0.00992,0,0.15032,0.01264,0.220847,0.17288
2,double,uniform,GPU,"D | D | D | D",384,8,0.017088,0,0.149878,0.01216,0.228837,0.179126
2,double,uniform,GPU,"D | D | D | D",384,9,0.01008,0,0.151098,0.012672,0.223548,0.17385
2,double,uniform,GPU,"D | D | D | D",384,10,0.018496,0,0.150859,0.012544,0.232147,0.181899
2,double,uniform,GPU,"D | D | D | D",384,11,0.010528,0,0.150829,0.011904,0.222067,0.173261
2,double,uniform,GPU,"D | D | D | D",384,12,0.0104,0,0.150738,0.013792,0.223307,0.17493
2,double,uniform,GPU,"D | D | D | D",384,13,0.010336,0,0.150298,0.013792,0.222857,0.174426
2,double,uniform,GPU,"D | D | D | D",384,14,0.009408,0,0.150668,0.01312,0.221157,0.173196
2,double,uniform,GPU,"D | D | D | D",384,15,0.010272,0,0.151018,0.013824,0.223117,0.175114
2,double,uniform,GPU,"D | D | D | D",384,16,0.017344,0,0.150719,0.013632,0.230897,0.181695
2,double,uniform,GPU,"D | D | D | D",384,17,0.009824,0,0.151328,0.011136,0.220358,0.172288
2,double,uniform,GPU,"D | D | D | D",384,18,0.009408,0,0.15109,0.011488,0.220158,0.171986
2,double,uniform,GPU,"D | D | D | D",384,19,0.009568,0,0.149898,0.012448,0.220507,0.171914
2,double,uniform,GPU,"D | D | D | D",384,20,0.009952,0,0.150538,0.013152,0.221297,0.173642
2,double,uniform,GPU,"D | D | D | D",384,21,0.017248,0,0.150108,0.012192,0.228748,0.179548
2,double,uniform,GPU,"D | D | D | D",384,22,0.010336,0,0.149948,0.013024,0.221938,0.173308
2,double,uniform,GPU,"D | D | D | D",384,23,0.010304,0,0.150749,0.012992,0.222337,0.174045
2,double,uniform,GPU,"D | D | D | D",384,24,0.01728,0,0.155628,0.013248,0.234558,0.186156
2,double,uniform,GPU,"D | D | D | D",384,25,0.009504,0,0.150329,0.011872,0.220478,0.171705
2,double,uniform,GPU,"D | D | D | D",384,26,0.010112,0,0.150988,0.014752,0.224528,0.175852
2,double,uniform,GPU,"D | D | D | D",384,27,0.009888,0,0.15047,0.013024,0.221758,0.173382
2,double,uniform,GPU,"D | D | D | D",384,28,0.013024,0,0.15066,0.013888,0.225228,0.177572
2,double,uniform,GPU,"D | D | D | D",384,29,0.010304,0,0.151178,0.012416,0.222548,0.173898
2,double,uniform,GPU,"D | D | D | D",384,30,0.017376,0,0.150048,0.0128,0.228737,0.180224
2,double,uniform,GPU,"D | D | D | D",384,31,0.020128,0,0.150479,0.011776,0.411505,0.182383
2,double,uniform,GPU,"D | D | D | D",384,32,0.017408,0,0.150278,0.012576,0.228668,0.180262
2,double,uniform,GPU,"D | D | D | D",384,33,0.016416,0,0.149928,0.01216,0.228298,0.178504
2,double,uniform,GPU,"D | D | D | D",384,34,0.010496,0,0.151828,0.01328,0.223988,0.175604
2,double,uniform,GPU,"D | D | D | D",384,35,0.017536,0,0.150108,0.012672,0.229638,0.180316
2,double,uniform,GPU,"D | D | D | D",384,36,0.010432,0,0.151339,0.01312,0.222937,0.174891
2,double,uniform,GPU,"D | D | D | D",384,37,0.010464,0,0.150579,0.01216,0.222268,0.173203
2,double,uniform,GPU,"D | D | D | D",384,38,0.00992,0,0.150699,0.012,0.221817,0.172619
2,double,uniform,GPU,"D | D | D | D",384,39,0.010272,0,0.150898,0.012512,0.223127,0.173682
2,double,uniform,GPU,"D | D | D | D",384,40,0.009824,0,0.150648,0.01376,0.229288,0.174232
2,double,uniform,GPU,"D | D | D | D",384,41,0.01824,0,0.146939,0.014272,0.221178,0.179451
2,double,uniform,GPU,"D | D | D | D",384,42,0.009664,0,0.151219,0.012896,0.223117,0.173779
2,double,uniform,GPU,"D | D | D | D",384,43,0.010016,0,0.151208,0.010816,0.220838,0.17204
2,double,uniform,GPU,"D | D | D | D",384,44,0.009792,0,0.150588,0.012576,0.221457,0.172956
2,double,uniform,GPU,"D | D | D | D",384,45,0.009728,0,0.150428,0.013408,0.222798,0.173564
2,double,uniform,GPU,"D | D | D | D",384,46,0.010464,0,0.150078,0.012736,0.220758,0.173278
2,double,uniform,GPU,"D | D | D | D",384,47,0.013472,0,0.147068,0.013152,0.214648,0.173692
2,double,uniform,GPU,"D | D | D | D",384,48,0.01744,0,0.150438,0.011872,0.228767,0.17975
2,double,uniform,GPU,"D | D | D | D",384,49,0.00976,0,0.149969,0.01312,0.220627,0.172849
2,double,uniform,GPU,"D | D | D | D",384,50,0.010656,0,0.150338,0.012864,0.222298,0.173858
2,double,uniform,GPU,"D | D | D | D",384,51,0.012672,0,0.150458,0.013216,0.224708,0.176346
2,double,uniform,GPU,"D | D | D | D",384,52,0.009696,0,0.150278,0.0128,0.221917,0.172774
2,double,uniform,GPU,"D | D | D | D",384,53,0.01008,0,0.148748,0.0152,0.217237,0.174028
2,double,uniform,GPU,"D | D | D | D",384,54,0.010624,0,0.15059,0.011616,0.220297,0.17283
2,double,uniform,GPU,"D | D | D | D",384,55,0.0168,0,0.150518,0.012448,0.227868,0.179766
2,double,uniform,GPU,"D | D | D | D",384,56,0.00992,0,0.150298,0.012544,0.220738,0.172762
2,double,uniform,GPU,"D | D | D | D",384,57,0.011072,0,0.150188,0.01232,0.221218,0.17358
2,double,uniform,GPU,"D | D | D | D",384,58,0.018272,0,0.147298,0.01392,0.222458,0.17949
2,double,uniform,GPU,"D | D | D | D",384,59,0.009792,0,0.151418,0.012384,0.222757,0.173594
2,double,uniform,GPU,"D | D | D | D",384,60,0.010784,0,0.150448,0.01312,0.224668,0.174352
2,double,uniform,GPU,"D | D | D | D",384,61,0.010144,0,0.150778,0.01152,0.220177,0.172442
2,double,uniform,GPU,"D | D | D | D",384,62,0.009824,0,0.150088,0.013632,0.221858,0.173544
2,double,uniform,GPU,"D | D | D | D",384,63,0.017216,0,0.150738,0.012832,0.228388,0.180786
2,double,uniform,GPU,"D | D | D | D",384,64,0.010528,0,0.150988,0.014592,0.228717,0.176108
2,double,uniform,GPU,"D | D | D | D",384,65,0.010528,0,0.150578,0.012768,0.222618,0.173874
2,double,uniform,GPU,"D | D | D | D",384,66,0.017536,0,0.151208,0.013728,0.230507,0.182472
2,double,uniform,GPU,"D | D | D | D",384,67,0.017344,0,0.15074,0.01232,0.229697,0.180404
2,double,uniform,GPU,"D | D | D | D",384,68,0.010144,0,0.150649,0.012704,0.222207,0.173497
2,double,uniform,GPU,"D | D | D | D",384,69,0.009856,0,0.150809,0.01344,0.223267,0.174105
2,double,uniform,GPU,"D | D | D | D",384,70,0.016736,0,0.150268,0.013472,0.228818,0.180476
2,double,uniform,GPU,"D | D | D | D",384,71,0.01072,0,0.150178,0.012768,0.221678,0.173666
2,double,uniform,GPU,"D | D | D | D",384,72,0.010624,0,0.150368,0.011808,0.221248,0.1728
2,double,uniform,GPU,"D | D | D | D",384,73,0.01072,0,0.150428,0.013696,0.222588,0.174844
2,double,uniform,GPU,"D | D | D | D",384,74,0.017088,0,0.15026,0.013152,0.229477,0.1805
2,double,uniform,GPU,"D | D | D | D",448,0,0.028672,0,0.274597,0.021568,0.370416,0.324837
2,double,uniform,GPU,"D | D | D | D",448,1,0.01056,0,0.268377,0.014944,0.337257,0.293881
2,double,uniform,GPU,"D | D | D | D",448,2,0.013664,0,0.268647,0.013376,0.339286,0.295687
2,double,uniform,GPU,"D | D | D | D",448,3,0.014176,0,0.275748,0.012864,0.346036,0.302788
2,double,uniform,GPU,"D | D | D | D",448,4,0.014464,0,0.268267,0.012352,0.339247,0.295083
2,double,uniform,GPU,"D | D | D | D",448,5,0.013856,0,0.268277,0.01328,0.338986,0.295413
2,double,uniform,GPU,"D | D | D | D",448,6,0.014944,0,0.268927,0.012512,0.348956,0.296383
2,double,uniform,GPU,"D | D | D | D",448,7,0.010816,0,0.268797,0.01568,0.338656,0.295293
2,double,uniform,GPU,"D | D | D | D",448,8,0.01184,0,0.268716,0.013056,0.337496,0.293612
2,double,uniform,GPU,"D | D | D | D",448,9,0.012032,0,0.269306,0.016256,0.341846,0.297594
2,double,uniform,GPU,"D | D | D | D",448,10,0.014048,0,0.265028,0.01696,0.332076,0.296036
2,double,uniform,GPU,"D | D | D | D",448,11,0.011168,0,0.269287,0.013408,0.338446,0.293863
2,double,uniform,GPU,"D | D | D | D",448,12,0.012896,0,0.269218,0.014368,0.346956,0.296482
2,double,uniform,GPU,"D | D | D | D",448,13,0.011936,0,0.268226,0.012864,0.336576,0.293026
2,double,uniform,GPU,"D | D | D | D",448,14,0.012928,0,0.267977,0.014112,0.338696,0.295017
2,double,uniform,GPU,"D | D | D | D",448,15,0.01168,0,0.268407,0.013376,0.337486,0.293463
2,double,uniform,GPU,"D | D | D | D",448,16,0.010816,0,0.268577,0.012384,0.335597,0.291777
2,double,uniform,GPU,"D | D | D | D",448,17,0.013024,0,0.439115,0.01392,0.509894,0.466059
2,double,uniform,GPU,"D | D | D | D",448,18,0.014272,0,0.270086,0.01536,0.343156,0.299718
2,double,uniform,GPU,"D | D | D | D",448,19,0.013312,0,0.269406,0.01552,0.341056,0.298238
2,double,uniform,GPU,"D | D | D | D",448,20,0.012416,0,0.267986,0.01424,0.338086,0.294642
2,double,uniform,GPU,"D | D | D | D",448,21,0.014624,0,0.268336,0.01504,0.341386,0.298
2,double,uniform,GPU,"D | D | D | D",448,22,0.01424,0,0.267536,0.015456,0.337366,0.297232
2,double,uniform,GPU,"D | D | D | D",448,23,0.01312,0,0.268818,0.013824,0.338807,0.295762
2,double,uniform,GPU,"D | D | D | D",448,24,0.010624,0,0.269417,0.014656,0.338336,0.294697
2,double,uniform,GPU,"D | D | D | D",448,25,0.011488,0,0.270167,0.014272,0.339677,0.295927
2,double,uniform,GPU,"D | D | D | D",448,26,0.010592,0,0.269646,0.01488,0.339356,0.295118
2,double,uniform,GPU,"D | D | D | D",448,27,0.013536,0,0.268627,0.01376,0.339306,0.295923
2,double,uniform,GPU,"D | D | D | D",448,28,0.011744,0,0.265547,0.013536,0.330987,0.290827
2,double,uniform,GPU,"D | D | D | D",448,29,0.013248,0,0.267547,0.013024,0.344306,0.293819
2,double,uniform,GPU,"D | D | D | D",448,30,0.01424,0,0.268857,0.014048,0.340986,0.297145
2,double,uniform,GPU,"D | D | D | D",448,31,0.013664,0,0.267707,0.01424,0.339227,0.295611
2,double,uniform,GPU,"D | D | D | D",448,32,0.012448,0,0.389066,0.012736,0.458215,0.41425
2,double,uniform,GPU,"D | D | D | D",448,33,0.013376,0,0.269217,0.012512,0.339016,0.295105
2,double,uniform,GPU,"D | D | D | D",448,34,0.015072,0,0.269177,0.018048,0.345906,0.302297
2,double,uniform,GPU,"D | D | D | D",448,35,0.013312,0,0.268758,0.013824,0.340077,0.295894
2,double,uniform,GPU,"D | D | D | D",448,36,0.014144,0,0.268697,0.013568,0.340696,0.296409
2,double,uniform,GPU,"D | D | D | D",448,37,0.012096,0,0.268458,0.0128,0.337547,0.293354
2,double,uniform,GPU,"D | D | D | D",448,38,0.013184,0,0.274807,0.01376,0.345237,0.301751
2,double,uniform,GPU,"D | D | D | D",448,39,0.011872,0,0.267577,0.013888,0.336696,0.293337
2,double,uniform,GPU,"D | D | D | D",448,40,0.010688,0,0.274117,0.012672,0.340537,0.297477
2,double,uniform,GPU,"D | D | D | D",448,41,0.013504,0,0.269166,0.01504,0.342026,0.29771
2,double,uniform,GPU,"D | D | D | D",448,42,0.010208,0,0.268667,0.013184,0.335856,0.292059
2,double,uniform,GPU,"D | D | D | D",448,43,0.016032,0,0.269377,0.013536,0.342837,0.298945
2,double,uniform,GPU,"D | D | D | D",448,44,0.012736,0,0.268238,0.014752,0.339597,0.295726
2,double,uniform,GPU,"D | D | D | D",448,45,0.01344,0,0.268137,0.015808,0.341126,0.297385
2,double,uniform,GPU,"D | D | D | D",448,46,0.011744,0,0.268396,0.014752,0.338886,0.294892
2,double,uniform,GPU,"D | D | D | D",448,47,0.013728,0,0.268497,0.01328,0.339267,0.295505
2,double,uniform,GPU,"D | D | D | D",448,48,0.013504,0,0.268718,0.015616,0.341196,0.297838
2,double,uniform,GPU,"D | D | D | D",448,49,0.014464,0,0.269827,0.012544,0.341627,0.296835
2,double,uniform,GPU,"D | D | D | D",448,50,0.01424,0,0.269567,0.015648,0.343046,0.299455
2,double,uniform,GPU,"D | D | D | D",448,51,0.012704,0,0.264797,0.015968,0.329946,0.293469
2,double,uniform,GPU,"D | D | D | D",448,52,0.01264,0,0.268847,0.013312,0.338496,0.294799
2,double,uniform,GPU,"D | D | D | D",448,53,0.01456,0,0.268167,0.013664,0.340006,0.296391
2,double,uniform,GPU,"D | D | D | D",448,54,0.012736,0,0.268028,0.015488,0.339527,0.296252
2,double,uniform,GPU,"D | D | D | D",448,55,0.014144,0,0.267847,0.013408,0.338466,0.295399
2,double,uniform,GPU,"D | D | D | D",448,56,0.010752,0,0.268958,0.01536,0.338557,0.29507
2,double,uniform,GPU,"D | D | D | D",448,57,0.014752,0,0.268947,0.014432,0.341957,0.298131
2,double,uniform,GPU,"D | D | D | D",448,58,0.012,0,0.269066,0.01408,0.338706,0.295146
2,double,uniform,GPU,"D | D | D | D",448,59,0.014048,0,0.268807,0.013408,0.339597,0.296263
2,double,uniform,GPU,"D | D | D | D",448,60,0.011968,0,0.268338,0.013024,0.337517,0.29333
2,double,uniform,GPU,"D | D | D | D",448,61,0.011392,0,0.268677,0.013056,0.337836,0.293125
2,double,uniform,GPU,"D | D | D | D",448,62,0.0128,0,0.337446,0.014624,0.408386,0.36487
2,double,uniform,GPU,"D | D | D | D",448,63,0.013024,0,0.267447,0.012864,0.336876,0.293335
2,double,uniform,GPU,"D | D | D | D",448,64,0.010912,0,0.268207,0.013344,0.335467,0.292463
2,double,uniform,GPU,"D | D | D | D",448,65,0.013568,0,0.268887,0.013728,0.339596,0.296183
2,double,uniform,GPU,"D | D | D | D",448,66,0.012544,0,0.269447,0.012992,0.338287,0.294983
2,double,uniform,GPU,"D | D | D | D",448,67,0.014656,0,0.267337,0.014432,0.336556,0.296425
2,double,uniform,GPU,"D | D | D | D",448,68,0.011456,0,0.268727,0.0144,0.338326,0.294583
2,double,uniform,GPU,"D | D | D | D",448,69,0.011456,0,0.268756,0.014208,0.338066,0.29442
2,double,uniform,GPU,"D | D | D | D",448,70,0.01232,0,0.268496,0.01216,0.336896,0.292976
2,double,uniform,GPU,"D | D | D | D",448,71,0.011008,0,0.268927,0.013888,0.337666,0.293823
2,double,uniform,GPU,"D | D | D | D",448,72,0.011136,0,0.268408,0.013856,0.336777,0.2934
2,double,uniform,GPU,"D | D | D | D",448,73,0.018944,0,0.268387,0.0152,0.345746,0.302531
2,double,uniform,GPU,"D | D | D | D",448,74,0.011424,0,0.268897,0.013184,0.337186,0.293505
2,double,uniform,GPU,"D | D | D | D",512,0,0.023552,0,0.244298,0.021312,0.342776,0.289162
2,double,uniform,GPU,"D | D | D | D",512,1,0.014464,0,0.239368,0.015616,0.321016,0.269448
2,double,uniform,GPU,"D | D | D | D",512,2,0.02144,0,0.238937,0.014176,0.327056,0.274553
2,double,uniform,GPU,"D | D | D | D",512,3,0.014272,0,0.238877,0.013952,0.319817,0.267101
2,double,uniform,GPU,"D | D | D | D",512,4,0.014304,0,0.238377,0.013984,0.318926,0.266665
2,double,uniform,GPU,"D | D | D | D",512,5,0.01168,0,0.238498,0.013408,0.315437,0.263586
