dim,precision,solver_type,api,bc_name,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
1,float,uniform,CPU,"D | D",64,0,183.901,0,0.03546,51.6531,235.69,235.59
1,float,uniform,CPU,"D | D",128,24,0.02976,0,0.02104,0.005632,0.094929,0.056432
1,float,uniform,CPU,"D | D",128,25,0.03056,0,0.020729,0.007392,0.099229,0.058681
1,float,uniform,CPU,"D | D",128,26,0.02816,0,0.02059,0.005952,0.092989,0.054702
1,float,uniform,CPU,"D | D",128,27,0.030592,0,0.02062,0.00624,0.097029,0.057452
1,float,uniform,CPU,"D | D",128,28,0.03536,0,0.0212,0.014208,0.110409,0.070768
1,float,uniform,CPU,"D | D",128,29,0.031392,0,0.020499,0.007424,0.098459,0.059315
1,float,uniform,CPU,"D | D",128,30,0.02944,0,0.02072,0.005728,0.095309,0.055888
1,float,uniform,CPU,"D | D",128,31,0.030368,0,0.02007,0.005984,0.095029,0.056422
1,float,uniform,CPU,"D | D",128,32,0.02992,0,0.021199,0.0056,0.096339,0.056719
1,float,uniform,CPU,"D | D",128,33,0.029248,0,0.020879,0.007744,0.095659,0.057871
1,float,uniform,CPU,"D | D",128,34,0.032064,0,0.020731,0.006272,0.096519,0.059067
1,float,uniform,CPU,"D | D",128,35,0.028,0,0.02058,0.0056,0.09325,0.05418
1,float,uniform,CPU,"D | D",128,36,0.027456,0,0.0204,0.006144,0.091169,0.054
1,float,uniform,CPU,"D | D",128,37,0.036192,0,0.02052,0.007008,0.105498,0.06372
1,float,uniform,CPU,"D | D",128,38,0.030208,0,0.02026,0.007808,0.101389,0.058276
1,float,uniform,CPU,"D | D",128,39,0.032032,0,0.02037,0.005696,0.095029,0.058098
1,float,uniform,CPU,"D | D",128,40,0.029248,0,0.020439,0.007264,0.095329,0.056951
1,float,uniform,CPU,"D | D",128,41,0.028128,0,0.02147,0.004672,0.094329,0.05427
1,float,uniform,CPU,"D | D",128,42,0.029952,0,0.020769,0.005984,0.096179,0.056705
1,float,uniform,CPU,"D | D",128,43,0.028128,0,0.020449,0.005824,0.092249,0.054401
1,float,uniform,CPU,"D | D",128,44,0.034272,0,0.02013,0.005504,0.099659,0.059906
1,float,uniform,CPU,"D | D",128,45,0.030208,0,0.016499,0.007008,0.085299,0.053715
1,float,uniform,CPU,"D | D",128,46,0.032832,0,0.02087,0.00816,0.102119,0.061862
1,float,uniform,CPU,"D | D",128,47,0.028128,0,0.017748,0.007232,0.085709,0.053108
1,float,uniform,CPU,"D | D",128,48,0.028768,0,0.02054,0.007104,0.094379,0.056412
1,float,uniform,CPU,"D | D",128,49,0.0304,0,0.020639,0.005728,0.095359,0.056767
1,float,uniform,CPU,"D | D",128,50,0.029056,0,0.021259,0.00576,0.094629,0.056075
1,float,uniform,CPU,"D | D",128,51,0.030048,0,0.02068,0.007168,0.096129,0.057896
1,float,uniform,CPU,"D | D",128,52,0.028224,0,0.02068,0.005536,0.093639,0.05444
1,float,uniform,CPU,"D | D",128,53,0.03088,0,0.01944,0.010144,0.09895,0.060464
1,float,uniform,CPU,"D | D",128,54,0.028896,0,0.021,0.00576,0.093639,0.055656
1,float,uniform,CPU,"D | D",128,55,0.032768,0,0.0203,0.008512,0.101549,0.06158
1,float,uniform,CPU,"D | D",128,56,0.029216,0,0.02053,0.00736,0.095259,0.057106
1,float,uniform,CPU,"D | D",128,57,0.02928,0,0.02046,0.005536,0.092099,0.055276
1,float,uniform,CPU,"D | D",128,58,0.030304,0,0.02013,0.005664,0.094659,0.056098
1,float,uniform,CPU,"D | D",128,59,0.028832,0,0.01791,0.008352,0.088339,0.055094
1,float,uniform,CPU,"D | D",128,60,0.028928,0,0.02041,0.005888,0.093499,0.055226
1,float,uniform,CPU,"D | D",128,61,0.029984,0,0.020958,0.005536,0.094239,0.056478
1,float,uniform,CPU,"D | D",128,62,0.02896,0,0.02075,0.005312,0.092569,0.055022
1,float,uniform,CPU,"D | D",128,63,0.028864,0,0.02029,0.007936,0.09571,0.05709
1,float,uniform,CPU,"D | D",128,64,0.032096,0,0.020449,0.005888,0.099619,0.058433
1,float,uniform,CPU,"D | D",128,65,0.029888,0,0.02063,0.009568,0.101879,0.060086
1,float,uniform,CPU,"D | D",128,66,0.034624,0,0.020549,0.007136,0.099449,0.062309
1,float,uniform,CPU,"D | D",128,67,0.030592,0,0.02076,0.005632,0.095388,0.056984
1,float,uniform,CPU,"D | D",128,68,0.03472,0,0.02153,0.005376,0.100519,0.061626
1,float,uniform,CPU,"D | D",128,69,0.02928,0,0.02072,0.00736,0.094999,0.05736
1,float,uniform,CPU,"D | D",128,70,0.027872,0,0.02022,0.0056,0.09203,0.053692
1,float,uniform,CPU,"D | D",128,71,0.030944,0,0.02043,0.0056,0.096339,0.056974
1,float,uniform,CPU,"D | D",128,72,0.029952,0,0.01639,0.006656,0.084849,0.052998
1,float,uniform,CPU,"D | D",128,73,0.03424,0,0.02105,0.005472,0.100059,0.060762
1,float,uniform,CPU,"D | D",128,74,0.029792,0,0.02074,0.005888,0.096879,0.05642
1,float,uniform,CPU,"D | D",192,0,0.058208,0,0.02708,0.013344,0.145258,0.098632
1,float,uniform,CPU,"D | D",192,1,0.038048,0,0.023221,0.005376,0.108339,0.066645
1,float,uniform,CPU,"D | D",192,2,0.035904,0,0.023199,0.0056,0.100989,0.064703
1,float,uniform,CPU,"D | D",192,3,0.048768,0,0.024308,0.005856,0.118889,0.078932
1,float,uniform,CPU,"D | D",192,4,0.030592,0,0.02347,0.00592,0.100139,0.059982
1,float,uniform,CPU,"D | D",192,5,0.029408,0,0.023019,0.005952,0.096599,0.058379
1,float,uniform,CPU,"D | D",192,6,0.029024,0,0.02313,0.005888,0.096769,0.058042
1,float,uniform,CPU,"D | D",192,7,0.034624,0,0.01951,0.007296,0.095299,0.06143
1,float,uniform,CPU,"D | D",192,8,0.028992,0,0.01962,0.006912,0.086669,0.055524
1,float,uniform,CPU,"D | D",192,9,0.030016,0,0.02319,0.005984,0.096229,0.05919
1,float,uniform,CPU,"D | D",192,10,0.0288,0,0.02274,0.005376,0.095139,0.056916
1,float,uniform,CPU,"D | D",192,11,0.03056,0,0.022699,0.005312,0.097649,0.058571
1,float,uniform,CPU,"D | D",192,12,0.02832,0,0.02354,0.005664,0.095379,0.057524
1,float,uniform,CPU,"D | D",192,13,0.029216,0,0.02293,0.005504,0.101519,0.05765
1,float,uniform,CPU,"D | D",192,14,0.028352,0,0.02302,0.007232,0.097499,0.058604
1,float,uniform,CPU,"D | D",192,15,0.029632,0,0.02279,0.007552,0.097789,0.059974
1,float,uniform,CPU,"D | D",192,16,0.032704,0,0.02294,0.006368,0.101869,0.062012
1,float,uniform,CPU,"D | D",192,17,0.02944,0,0.02331,0.008384,0.100239,0.061134
1,float,uniform,CPU,"D | D",192,18,0.03056,0,0.02279,0.006016,0.098309,0.059366
1,float,uniform,CPU,"D | D",192,19,0.029664,0,0.02286,0.005632,0.096209,0.058156
1,float,uniform,CPU,"D | D",192,20,0.03168,0,0.02371,0.013888,0.108729,0.069278
1,float,uniform,CPU,"D | D",192,21,0.028512,0,0.023879,0.007072,0.095929,0.059463
1,float,uniform,CPU,"D | D",192,22,0.027936,0,0.02312,0.006112,0.095529,0.057168
1,float,uniform,CPU,"D | D",192,23,0.028512,0,0.02305,0.0056,0.094539,0.057162
1,float,uniform,CPU,"D | D",192,24,0.029408,0,0.02315,0.005632,0.097338,0.05819
1,float,uniform,CPU,"D | D",192,25,0.035392,0,0.02312,0.005472,0.10173,0.063984
1,float,uniform,CPU,"D | D",192,26,0.030688,0,0.02293,0.00752,0.101469,0.061138
1,float,uniform,CPU,"D | D",192,27,0.0312,0,0.02331,0.005344,0.098189,0.059854
1,float,uniform,CPU,"D | D",192,28,0.030336,0,0.02276,0.005856,0.097579,0.058952
1,float,uniform,CPU,"D | D",192,29,0.029344,0,0.02323,0.005504,0.095799,0.058078
1,float,uniform,CPU,"D | D",192,30,0.034016,0,0.023739,0.005792,0.101349,0.063547
1,float,uniform,CPU,"D | D",192,31,0.029952,0,0.023349,0.0056,0.099359,0.058901
1,float,uniform,CPU,"D | D",192,32,0.029216,0,0.02295,0.007136,0.099779,0.059302
1,float,uniform,CPU,"D | D",192,33,0.029152,0,0.02303,0.005888,0.095719,0.05807
1,float,uniform,CPU,"D | D",192,34,0.035424,0,0.023139,0.00624,0.101379,0.064803
1,float,uniform,CPU,"D | D",192,35,0.030976,0,0.023259,0.007072,0.100039,0.061307
1,float,uniform,CPU,"D | D",192,36,0.029088,0,0.023099,0.005856,0.096409,0.058043
1,float,uniform,CPU,"D | D",192,37,0.02832,0,0.02296,0.005728,0.096249,0.057008
1,float,uniform,CPU,"D | D",192,38,0.02992,0,0.022759,0.005344,0.097139,0.058023
1,float,uniform,CPU,"D | D",192,39,0.02912,0,0.019858,0.00672,0.089969,0.055698
1,float,uniform,CPU,"D | D",192,40,0.02688,0,0.01919,0.006752,0.084959,0.052822
1,float,uniform,CPU,"D | D",192,41,0.0304,0,0.02287,0.005536,0.101599,0.058806
1,float,uniform,CPU,"D | D",192,42,0.036,0,0.022969,0.005728,0.102729,0.064697
1,float,uniform,CPU,"D | D",192,43,0.03248,0,0.0238,0.005824,0.101109,0.062104
1,float,uniform,CPU,"D | D",192,44,0.02848,0,0.02341,0.005888,0.096989,0.057778
1,float,uniform,CPU,"D | D",192,45,0.028512,0,0.022809,0.005536,0.094359,0.056857
1,float,uniform,CPU,"D | D",192,46,0.031104,0,0.023241,0.005472,0.098549,0.059817
1,float,uniform,CPU,"D | D",192,47,0.030976,0,0.023639,0.004576,0.097639,0.059191
1,float,uniform,CPU,"D | D",192,48,0.030144,0,0.02384,0.005408,0.097758,0.059392
1,float,uniform,CPU,"D | D",192,49,0.027648,0,0.02291,0.00752,0.096389,0.058078
1,float,uniform,CPU,"D | D",192,50,0.030368,0,0.0229,0.005664,0.097649,0.058932
1,float,uniform,CPU,"D | D",192,51,0.027744,0,0.023171,0.005504,0.094789,0.056419
1,float,uniform,CPU,"D | D",192,52,0.034944,0,0.02315,0.005824,0.103749,0.063918
1,float,uniform,CPU,"D | D",192,53,0.029696,0,0.01961,0.009216,0.091569,0.058522
1,float,uniform,CPU,"D | D",192,54,0.033664,0,0.02337,0.0056,0.101319,0.062634
1,float,uniform,CPU,"D | D",192,55,0.029344,0,0.02291,0.007296,0.099599,0.05955
1,float,uniform,CPU,"D | D",192,56,0.030656,0,0.02276,0.007712,0.098488,0.061128
1,float,uniform,CPU,"D | D",192,57,0.02768,0,0.023809,0.006048,0.095829,0.057537
1,float,uniform,CPU,"D | D",192,58,0.028576,0,0.023469,0.00576,0.105319,0.057805
1,float,uniform,CPU,"D | D",192,59,0.03104,0,0.02283,0.005984,0.097409,0.059854
1,float,uniform,CPU,"D | D",192,60,0.033856,0,0.02336,0.006848,0.102739,0.064064
1,float,uniform,CPU,"D | D",192,61,0.03344,0,0.02359,0.00624,0.101558,0.06327
1,float,uniform,CPU,"D | D",192,62,0.028992,0,0.023099,0.00608,0.096689,0.058171
1,float,uniform,CPU,"D | D",192,63,0.029024,0,0.02292,0.005728,0.094149,0.057672
1,float,uniform,CPU,"D | D",192,64,0.02896,0,0.02267,0.005408,0.096279,0.057038
1,float,uniform,CPU,"D | D",192,65,0.0312,0,0.02346,0.008608,0.104969,0.063268
1,float,uniform,CPU,"D | D",192,66,0.035168,0,0.02321,0.00544,0.100659,0.063818
1,float,uniform,CPU,"D | D",192,67,0.032352,0,0.02314,0.00736,0.100758,0.062852
1,float,uniform,CPU,"D | D",192,68,0.029184,0,0.02299,0.00544,0.096339,0.057614
1,float,uniform,CPU,"D | D",192,69,0.027904,0,0.023099,0.007488,0.096679,0.058491
1,float,uniform,CPU,"D | D",192,70,0.033088,0,0.022849,0.007136,0.110779,0.063073
1,float,uniform,CPU,"D | D",192,71,0.0296,0,0.01918,0.012352,0.09223,0.061132
1,float,uniform,CPU,"D | D",192,72,0.031904,0,0.02282,0.005568,0.097839,0.060292
1,float,uniform,CPU,"D | D",192,73,0.02992,0,0.02346,0.005472,0.096669,0.058852
1,float,uniform,CPU,"D | D",192,74,0.028992,0,0.02433,0.00544,0.095938,0.058762
1,float,uniform,CPU,"D | D",256,0,0.058304,0,0.028731,0.012096,0.147108,0.099131
1,float,uniform,CPU,"D | D",256,1,0.029184,0,0.021939,0.006592,0.089159,0.057715
1,float,uniform,CPU,"D | D",256,2,0.02944,0,0.02464,0.005856,0.097059,0.059936
1,float,uniform,CPU,"D | D",256,3,0.027712,0,0.021,0.007008,0.086849,0.05572
1,float,uniform,CPU,"D | D",256,4,0.035456,0,0.02468,0.00576,0.105268,0.065896
1,float,uniform,CPU,"D | D",256,5,0.036224,0,0.02466,0.005632,0.105569,0.066516
1,float,uniform,CPU,"D | D",256,6,0.031104,0,0.02544,0.006688,0.103479,0.063232
1,float,uniform,CPU,"D | D",256,7,0.029376,0,0.024649,0.006496,0.098909,0.060521
1,float,uniform,CPU,"D | D",256,8,0.02976,0,0.02448,0.007744,0.102109,0.061984
1,float,uniform,CPU,"D | D",256,9,0.030816,0,0.0254,0.00688,0.100868,0.063096
1,float,uniform,CPU,"D | D",256,10,0.031904,0,0.02517,0.005632,0.102079,0.062706
1,float,uniform,CPU,"D | D",256,11,0.028288,0,0.024279,0.0056,0.096849,0.058167
1,float,uniform,CPU,"D | D",256,12,0.03104,0,0.02461,0.007488,0.109239,0.063138
1,float,uniform,CPU,"D | D",256,13,0.029984,0,0.024968,0.00736,0.100339,0.062312
1,float,uniform,CPU,"D | D",256,14,0.034976,0,0.02475,0.006368,0.104299,0.066094
1,float,uniform,CPU,"D | D",256,15,0.029376,0,0.020889,0.006592,0.088339,0.056857
1,float,uniform,CPU,"D | D",256,16,0.029088,0,0.02419,0.005792,0.098328,0.05907
1,float,uniform,CPU,"D | D",256,17,0.029344,0,0.024839,0.005728,0.099679,0.059911
1,float,uniform,CPU,"D | D",256,18,0.030912,0,0.02464,0.00544,0.100188,0.060992
1,float,uniform,CPU,"D | D",256,19,0.028704,0,0.025409,0.005888,0.098579,0.060001
1,float,uniform,CPU,"D | D",256,20,0.029088,0,0.02496,0.00544,0.096839,0.059488
1,float,uniform,CPU,"D | D",256,21,0.032288,0,0.024949,0.005632,0.101649,0.062869
1,float,uniform,CPU,"D | D",256,22,0.029984,0,0.02489,0.00576,0.097799,0.060634
1,float,uniform,CPU,"D | D",256,23,0.031904,0,0.024639,0.005952,0.103339,0.062495
1,float,uniform,CPU,"D | D",256,24,0.031712,0,0.02483,0.005984,0.100089,0.062526
1,float,uniform,CPU,"D | D",256,25,0.030272,0,0.02436,0.006656,0.099479,0.061288
1,float,uniform,CPU,"D | D",256,26,0.029792,0,0.024891,0.005152,0.099429,0.059835
1,float,uniform,CPU,"D | D",256,27,0.028064,0,0.025629,0.005504,0.097569,0.059197
1,float,uniform,CPU,"D | D",256,28,0.030464,0,0.02477,0.007424,0.099159,0.062658
1,float,uniform,CPU,"D | D",256,29,0.0288,0,0.02448,0.005344,0.096199,0.058624
1,float,uniform,CPU,"D | D",256,30,0.036672,0,0.0247,0.005952,0.107639,0.067324
1,float,uniform,CPU,"D | D",256,31,0.030112,0,0.024961,0.009696,0.103909,0.064769
1,float,uniform,CPU,"D | D",256,32,0.035392,0,0.02445,0.005696,0.105059,0.065538
1,float,uniform,CPU,"D | D",256,33,0.030976,0,0.02519,0.005312,0.102459,0.061478
1,float,uniform,CPU,"D | D",256,34,0.030208,0,0.02441,0.005952,0.099129,0.06057
1,float,uniform,CPU,"D | D",256,35,0.031744,0,0.024539,0.005696,0.100239,0.061979
1,float,uniform,CPU,"D | D",256,36,0.029056,0,0.0253,0.0056,0.098099,0.059956
1,float,uniform,CPU,"D | D",256,37,0.031008,0,0.02503,0.005984,0.099679,0.062022
1,float,uniform,CPU,"D | D",256,38,0.028768,0,0.02456,0.005696,0.098119,0.059024
1,float,uniform,CPU,"D | D",256,39,0.028672,0,0.024419,0.007776,0.106339,0.060867
1,float,uniform,CPU,"D | D",256,40,0.032928,0,0.121548,0.004928,0.199008,0.159404
1,float,uniform,CPU,"D | D",256,41,0.034752,0,0.02483,0.00608,0.103699,0.065662
1,float,uniform,CPU,"D | D",256,42,0.031392,0,0.024599,0.005472,0.098549,0.061463
1,float,uniform,CPU,"D | D",256,43,0.029152,0,0.02451,0.005824,0.097789,0.059486
1,float,uniform,CPU,"D | D",256,44,0.028576,0,0.024429,0.007488,0.100189,0.060493
1,float,uniform,CPU,"D | D",256,45,0.030432,0,0.02459,0.005696,0.100649,0.060718
1,float,uniform,CPU,"D | D",256,46,0.028384,0,0.02519,0.006496,0.098599,0.06007
1,float,uniform,CPU,"D | D",256,47,0.029856,0,0.02289,0.00688,0.093159,0.059626
1,float,uniform,CPU,"D | D",256,48,0.028096,0,0.0248,0.005536,0.095939,0.058432
1,float,uniform,CPU,"D | D",256,49,0.028512,0,0.02432,0.00576,0.096099,0.058592
1,float,uniform,CPU,"D | D",256,50,0.032576,0,0.02427,0.006048,0.104339,0.062894
1,float,uniform,CPU,"D | D",256,51,0.030048,0,0.02483,0.006016,0.104348,0.060894
1,float,uniform,CPU,"D | D",256,52,0.0296,0,0.02469,0.005536,0.097778,0.059826
1,float,uniform,CPU,"D | D",256,53,0.030176,0,0.02483,0.00608,0.101739,0.061086
1,float,uniform,CPU,"D | D",256,54,0.0304,0,0.02553,0.00528,0.099819,0.06121
1,float,uniform,CPU,"D | D",256,55,0.029856,0,0.025069,0.0056,0.098159,0.060525
1,float,uniform,CPU,"D | D",256,56,0.029856,0,0.0245,0.008576,0.101959,0.062932
1,float,uniform,CPU,"D | D",256,57,0.028384,0,0.02485,0.006432,0.099979,0.059666
1,float,uniform,CPU,"D | D",256,58,0.028896,0,0.02449,0.005664,0.097809,0.05905
1,float,uniform,CPU,"D | D",256,59,0.035648,0,0.02438,0.005408,0.10613,0.065436
1,float,uniform,CPU,"D | D",256,60,0.029696,0,0.02791,0.007328,0.098159,0.064934
1,float,uniform,CPU,"D | D",256,61,0.030528,0,0.0244,0.007168,0.100839,0.062096
