dim,precision,solver_type,api,bc_name,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",64,0,0.194592,0,0.091219,201.645,202.029,201.93
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",64,36,0.139424,0,0.030319,0.009856,0.219597,0.179599
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",64,37,0.144064,0,0.03346,0.010816,0.227397,0.18834
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",64,38,0.144672,0,0.02729,0.010816,0.216327,0.182778
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",64,39,0.142592,0,0.03127,0.009248,0.225217,0.18311
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",64,40,0.142912,0,0.031169,0.009664,0.223737,0.183745
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",64,41,0.15056,0,0.03042,0.009728,0.230897,0.190708
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",64,42,0.14144,0,0.030451,0.00992,0.221167,0.181811
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",64,43,0.142784,0,0.03088,0.01184,0.224957,0.185504
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",64,44,0.139552,0,0.028249,0.012256,0.213708,0.180057
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",64,45,0.144096,0,0.030729,0.010176,0.223497,0.185001
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",64,46,0.138528,0,0.0306,0.009984,0.218167,0.179112
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",64,47,0.139584,0,0.03397,0.010048,0.223528,0.183602
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",64,48,0.142144,0,0.03006,0.009824,0.223308,0.182028
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",64,49,0.140128,0,0.02683,0.011072,0.209748,0.17803
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",64,50,0.139904,0,0.02775,0.010368,0.212367,0.178022
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",64,51,0.146144,0,0.03023,0.0104,0.225258,0.186774
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",64,52,0.13952,0,0.02964,0.009344,0.333367,0.178504
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",64,53,0.146304,0,0.030619,0.009856,0.228287,0.186779
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",64,54,0.144352,0,0.03082,0.0104,0.225647,0.185572
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",64,55,0.148352,0,0.033679,0.009504,0.233427,0.191535
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",64,56,0.141984,0,0.03187,0.01024,0.224638,0.184094
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",64,57,0.14496,0,0.031581,0.0104,0.227657,0.186941
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",64,58,0.140608,0,0.0312,0.014112,0.227157,0.18592
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",64,59,0.140384,0,0.029939,0.00928,0.219998,0.179603
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",64,60,0.141024,0,0.03277,0.01136,0.232457,0.185154
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",64,61,0.14512,0,0.03054,0.010784,0.225708,0.186444
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",64,62,0.14784,0,0.03273,0.010272,0.231237,0.190842
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",64,63,0.141632,0,0.031889,0.011936,0.223747,0.185457
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",64,64,0.141056,0,0.030459,0.009152,0.220737,0.180667
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",64,65,0.143072,0,0.03038,0.009664,0.223927,0.183116
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",64,66,0.14192,0,0.03126,0.010464,0.222937,0.183644
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",64,67,0.231328,0,0.03067,0.00944,0.312106,0.271438
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",64,68,0.14016,0,0.03135,0.00928,0.221318,0.18079
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",64,69,0.14544,0,0.03024,0.009664,0.225417,0.185344
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",64,70,0.142048,0,0.03158,0.009792,0.224348,0.18342
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",64,71,0.153184,0,0.03044,0.009664,0.233297,0.193288
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",64,72,0.140928,0,0.030539,0.008928,0.220267,0.180395
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",64,73,0.1392,0,0.030029,0.008864,0.218417,0.178093
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",64,74,0.142112,0,0.029599,0.010016,0.222448,0.181727
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,0,0.820064,0,0.0733,0.025568,0.970389,0.918932
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,1,0.81136,0,0.06232,0.021824,0.936099,0.895504
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,2,0.796064,0,0.057629,0.023104,0.91163,0.876797
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,3,0.80192,0,0.138478,0.019552,1.00239,0.95995
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,4,0.81776,0,0.061729,0.018976,0.941279,0.898465
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,5,0.80416,0,0.134579,0.02096,1.00085,0.959699
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,6,0.79376,0,0.058449,0.021792,0.910759,0.874001
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,7,0.813152,0,0.061609,0.019552,0.936249,0.894313
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,8,0.802624,0,0.06328,0.019584,0.928909,0.885488
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,9,0.803264,0,0.06266,0.020992,0.929869,0.886916
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,10,0.807264,0,0.057899,0.022432,0.92144,0.887595
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,11,0.804064,0,0.064339,0.020736,0.939769,0.889139
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,12,0.815008,0,0.062039,0.023072,0.941449,0.900119
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,13,0.80288,0,0.062519,0.02064,0.933779,0.886039
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,14,0.801728,0,0.057469,0.021696,0.915889,0.880893
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,15,0.814496,0,0.062979,0.02096,0.939819,0.898435
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,16,0.919456,0,0.062979,0.019296,1.04449,1.00173
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,17,0.948256,0,0.0615,0.021216,1.07346,1.03097
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,18,0.80704,0,0.061549,0.019968,0.928359,0.888557
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,19,0.8816,0,0.060699,0.02064,1.00344,0.962939
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,20,0.874656,0,0.060879,0.01936,0.996618,0.954895
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,21,0.801376,0,0.062059,0.018368,0.93148,0.881803
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,22,0.81568,0,0.061409,0.020448,0.935779,0.897537
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,23,0.810048,0,0.061698,0.01888,0.989378,0.890626
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,24,0.803776,0,0.063229,0.019968,0.935529,0.886973
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,25,0.804,0,0.06754,0.020736,0.933959,0.892276
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,26,0.813408,0,0.062939,0.0208,0.937249,0.897147
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,27,0.812704,0,0.062519,0.02032,0.936899,0.895543
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,28,0.810272,0,0.062939,0.021344,0.936899,0.894555
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,29,0.816064,0,0.063599,0.019712,0.940779,0.899375
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,30,0.798624,0,0.061009,0.019552,0.917019,0.879185
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,31,0.833984,0,0.07657,0.027264,1.00376,0.937818
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,32,0.823264,0,0.061369,0.020832,0.948219,0.905465
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,33,0.799936,0,0.062029,0.020096,0.928949,0.882061
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,34,0.811552,0,0.062219,0.019872,0.9341,0.893643
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,35,0.809568,0,0.061108,0.020352,0.93198,0.891028
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,36,0.87712,0,0.060959,0.020544,1.00113,0.958623
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,37,0.810432,0,0.06194,0.021088,0.934049,0.89346
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,38,0.801056,0,0.06171,0.019552,0.929889,0.882318
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,39,0.849312,0,0.06082,0.020256,0.971919,0.930388
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,40,0.810176,0,0.061429,0.019392,0.932569,0.890997
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,41,0.806528,0,0.166557,0.02032,1.03676,0.993405
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,42,0.83168,0,0.0621,0.020448,0.958879,0.914228
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,43,0.808416,0,0.06332,0.01968,0.933438,0.891416
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,44,0.811072,0,0.062879,0.021856,0.938549,0.895807
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,45,0.80448,0,0.061949,0.020192,0.929519,0.886621
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,46,0.800992,0,0.063599,0.021568,0.925729,0.886159
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,47,0.804512,0,0.061339,0.02,0.928729,0.885851
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,48,0.809088,0,0.062079,0.019968,0.932649,0.891135
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,49,0.887744,0,0.058319,0.021344,1.00193,0.967407
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,50,0.79904,0,0.061929,0.02064,0.92175,0.881609
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,51,0.8064,0,0.06174,0.019744,0.928239,0.887884
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,52,0.799008,0,0.061079,0.020032,0.921779,0.880119
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,53,0.801376,0,0.061189,0.019232,0.924169,0.881797
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,54,0.822976,0,0.06152,0.019072,0.944219,0.903568
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,55,0.810048,0,0.061459,0.018144,0.931409,0.889651
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,56,0.802336,0,0.06101,0.01952,0.924449,0.882866
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,57,0.802272,0,0.061899,0.019616,0.924179,0.883787
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,58,0.926272,0,0.063549,0.019776,1.0512,1.0096
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,59,0.842176,0,0.06328,0.020288,0.970629,0.925744
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,60,0.803808,0,0.06181,0.019872,0.927799,0.88549
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,61,0.811872,0,0.063209,0.02,0.938159,0.895081
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,62,0.817664,0,0.06368,0.019776,0.943329,0.90112
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,63,0.805472,0,0.061019,0.019744,0.927299,0.886235
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,64,0.805152,0,0.061469,0.0192,0.928349,0.885821
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,65,0.801088,0,0.062149,0.020128,0.926049,0.883365
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,66,0.81312,0,0.06211,0.01984,0.936218,0.89507
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,67,0.80464,0,0.06135,0.020768,0.929179,0.886758
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,68,0.797024,0,0.06721,0.020864,0.925679,0.885098
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,69,0.90976,0,0.05732,0.022432,1.02207,0.989512
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,70,0.848672,0,0.060429,0.019616,0.968879,0.928717
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,71,0.809312,0,0.06161,0.020128,0.932139,0.89105
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,72,0.799008,0,0.061039,0.020608,0.995168,0.880655
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,73,0.797728,0,0.061119,0.019584,0.925129,0.878431
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,74,0.812896,0,0.061549,0.019424,0.93332,0.893869
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,0,2.76602,0,0.146968,0.053952,3.03141,2.96694
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,1,2.66125,0,0.146458,0.053408,2.92858,2.86111
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,2,2.62774,0,0.133058,0.050944,2.85679,2.81175
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,3,2.61491,0,0.132449,0.050144,2.84276,2.7975
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,4,2.66234,0,0.136249,0.052096,2.89971,2.85068
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,5,2.65722,0,0.137368,0.051616,2.96395,2.8462
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,6,2.62019,0,0.132989,0.048416,2.84841,2.8016
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,7,2.62288,0,0.135209,0.051072,2.85613,2.80916
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,8,2.82323,0,0.132689,0.049664,3.05144,3.00559
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,9,2.64637,0,0.134658,0.057216,2.88607,2.83824
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,10,2.63891,0,0.137588,0.05136,2.87627,2.82786
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,11,2.62573,0,0.135888,0.048576,2.85644,2.81019
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,12,2.6887,0,0.146608,0.056256,2.95952,2.89157
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,13,2.60896,0,0.134209,0.052864,2.84131,2.79603
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,14,2.67878,0,0.132068,0.05216,2.90792,2.86301
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,15,2.65347,0,0.134959,0.04752,2.88389,2.83595
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,16,2.62928,0,0.136499,0.049216,2.86253,2.815
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,17,2.63165,0,0.135768,0.048512,2.86297,2.81593
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,18,2.6353,0,0.134999,0.051648,2.87062,2.82194
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,19,2.59946,0,0.131269,0.050112,2.82563,2.78084
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,20,2.68464,0,0.133318,0.048256,2.91155,2.86621
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,21,2.64173,0,0.135839,0.048992,2.87501,2.82656
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,22,2.61437,0,0.136609,0.048672,2.84752,2.79965
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,23,2.60605,0,0.133688,0.050048,2.83491,2.78978
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,24,2.59555,0,0.132378,0.051104,2.82652,2.77903
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,25,2.62038,0,0.132008,0.048736,2.84538,2.80113
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,26,2.63878,0,0.13607,0.048352,2.87172,2.82321
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,27,2.60045,0,0.137268,0.051456,2.83659,2.78917
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,28,2.59792,0,0.133199,0.04912,2.82626,2.78024
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,29,2.64966,0,0.145548,0.053472,2.91843,2.84868
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,30,2.60832,0,0.132658,0.05056,2.83667,2.79154
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,31,2.65107,0,0.136038,0.051424,2.88705,2.83853
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,32,2.64246,0,0.135968,0.048928,2.87548,2.82736
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,33,2.6312,0,0.135108,0.048096,2.85817,2.8144
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,34,2.60454,0,0.134629,0.049568,2.83562,2.78874
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,35,2.64966,0,0.131869,0.048192,2.87544,2.82973
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,36,2.63277,0,0.135298,0.047712,2.8636,2.81578
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,37,2.63843,0,0.137548,0.052512,2.87686,2.82849
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,38,2.63712,0,0.135719,0.050144,2.86969,2.82298
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,39,2.63107,0,0.131478,0.05072,2.85666,2.81327
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,40,2.66621,0,0.132359,0.048288,2.89424,2.84686
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,41,2.62266,0,0.133118,0.049792,2.87748,2.80557
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,42,2.63315,0,0.134838,0.048448,2.86386,2.81644
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,43,2.60954,0,0.137288,0.049952,2.84504,2.79678
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,44,2.668,0,0.133668,0.049696,2.89887,2.85136
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,45,2.65616,0,0.134458,0.050528,2.88834,2.84115
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,46,2.68237,0,0.131149,0.051264,2.90716,2.86478
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,47,2.64954,0,0.135288,0.048416,2.88325,2.83324
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,48,2.63718,0,0.135999,0.049024,2.87117,2.82221
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,49,2.62842,0,0.134928,0.048992,2.85784,2.81234
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,50,2.62922,0,0.135198,0.04976,2.86265,2.81417
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,51,2.616,0,0.131369,0.04848,2.84025,2.79585
