dim,precision,solver_type,api,bc_name,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,GPU,"D | D | D | D | D | D",64,0,0.073728,0,0.253028,201.145,201.566,201.471
3,double,uniform,GPU,"D | D | D | D | D | D",256,21,0.399808,0,16.5492,0.42656,17.4456,17.3755
3,double,uniform,GPU,"D | D | D | D | D | D",256,22,0.397728,0,16.5538,0.426304,17.4491,17.3779
3,double,uniform,GPU,"D | D | D | D | D | D",256,23,0.399008,0,16.5502,0.426048,17.4458,17.3753
3,double,uniform,GPU,"D | D | D | D | D | D",256,24,0.39776,0,16.5504,0.42464,17.4451,17.3728
3,double,uniform,GPU,"D | D | D | D | D | D",256,25,0.398464,0,16.5525,0.427936,17.4482,17.3789
3,double,uniform,GPU,"D | D | D | D | D | D",256,26,0.399744,0,16.5496,0.427168,17.4458,17.3765
3,double,uniform,GPU,"D | D | D | D | D | D",256,27,0.396128,0,16.5511,0.425216,17.438,17.3724
3,double,uniform,GPU,"D | D | D | D | D | D",256,28,0.398912,0,16.5501,0.427264,17.4518,17.3763
3,double,uniform,GPU,"D | D | D | D | D | D",256,29,0.387968,0,16.5501,0.422752,17.4196,17.3608
3,double,uniform,GPU,"D | D | D | D | D | D",256,30,0.400256,0,16.5495,0.425248,17.4505,17.375
3,double,uniform,GPU,"D | D | D | D | D | D",256,31,0.3944,0,16.5506,0.423296,17.4361,17.3683
3,double,uniform,GPU,"D | D | D | D | D | D",256,32,0.398336,0,16.5517,0.425824,17.4463,17.3759
3,double,uniform,GPU,"D | D | D | D | D | D",256,33,0.397824,0,16.5547,0.424032,17.4455,17.3766
3,double,uniform,GPU,"D | D | D | D | D | D",256,34,0.398784,0,16.5509,0.426272,17.4471,17.3759
3,double,uniform,GPU,"D | D | D | D | D | D",256,35,0.398176,0,16.5505,0.424864,17.4425,17.3735
3,double,uniform,GPU,"D | D | D | D | D | D",256,36,0.400832,0,16.5588,0.426656,17.4602,17.3863
3,double,uniform,GPU,"D | D | D | D | D | D",256,37,0.398272,0,16.5504,0.425408,17.446,17.3741
3,double,uniform,GPU,"D | D | D | D | D | D",256,38,0.396384,0,16.5506,0.424992,17.4466,17.372
3,double,uniform,GPU,"D | D | D | D | D | D",256,39,0.397248,0,16.5498,0.426336,17.4408,17.3734
3,double,uniform,GPU,"D | D | D | D | D | D",256,40,0.399616,0,16.5565,0.426112,17.4586,17.3822
3,double,uniform,GPU,"D | D | D | D | D | D",256,41,0.39664,0,16.5495,0.42512,17.4436,17.3713
3,double,uniform,GPU,"D | D | D | D | D | D",256,42,0.393376,0,16.5479,0.421984,17.4295,17.3633
3,double,uniform,GPU,"D | D | D | D | D | D",256,43,0.395872,0,16.5524,0.426144,17.4462,17.3744
3,double,uniform,GPU,"D | D | D | D | D | D",256,44,0.384576,0,16.5464,0.424736,17.4155,17.3557
3,double,uniform,GPU,"D | D | D | D | D | D",256,45,0.386944,0,16.548,0.423104,17.418,17.358
3,double,uniform,GPU,"D | D | D | D | D | D",256,46,0.388672,0,16.5481,0.425216,17.4262,17.362
3,double,uniform,GPU,"D | D | D | D | D | D",256,47,0.399648,0,16.5509,0.42592,17.4489,17.3765
3,double,uniform,GPU,"D | D | D | D | D | D",256,48,0.398144,0,16.5473,0.425088,17.4354,17.3705
3,double,uniform,GPU,"D | D | D | D | D | D",256,49,0.399424,0,16.5513,0.425344,17.4454,17.3761
3,double,uniform,GPU,"D | D | D | D | D | D",256,50,0.398752,0,16.549,0.423712,17.4416,17.3715
3,double,uniform,GPU,"D | D | D | D | D | D",256,51,0.396256,0,16.549,0.425472,17.4384,17.3707
3,double,uniform,GPU,"D | D | D | D | D | D",256,52,0.395872,0,16.5492,0.427712,17.4313,17.3728
3,double,uniform,GPU,"D | D | D | D | D | D",256,53,0.398016,0,16.5491,0.423712,17.4364,17.3708
3,double,uniform,GPU,"D | D | D | D | D | D",256,54,0.397536,0,16.547,0.426944,17.4399,17.3715
3,double,uniform,GPU,"D | D | D | D | D | D",256,55,0.39952,0,16.5507,0.424416,17.4424,17.3746
3,double,uniform,GPU,"D | D | D | D | D | D",256,56,0.39616,0,16.5487,0.423648,17.4356,17.3685
3,double,uniform,GPU,"D | D | D | D | D | D",256,57,0.398112,0,16.5527,0.425792,17.4493,17.3766
3,double,uniform,GPU,"D | D | D | D | D | D",256,58,0.397632,0,16.5491,0.424864,17.5019,17.3716
3,double,uniform,GPU,"D | D | D | D | D | D",256,59,0.395872,0,16.5504,0.423008,17.4369,17.3693
3,double,uniform,GPU,"D | D | D | D | D | D",256,60,0.397824,0,16.5503,0.425312,17.4387,17.3734
3,double,uniform,GPU,"D | D | D | D | D | D",256,61,0.397888,0,16.5502,0.424768,17.4416,17.3729
3,double,uniform,GPU,"D | D | D | D | D | D",256,62,0.398816,0,16.5492,0.425824,17.4447,17.3739
3,double,uniform,GPU,"D | D | D | D | D | D",256,63,0.39648,0,16.5491,0.425664,17.4358,17.3712
3,double,uniform,GPU,"D | D | D | D | D | D",256,64,0.400224,0,16.5525,0.427264,17.4534,17.3799
3,double,uniform,GPU,"D | D | D | D | D | D",256,65,0.399456,0,16.5484,0.42544,17.4409,17.3733
3,double,uniform,GPU,"D | D | D | D | D | D",256,66,0.398848,0,16.5504,0.423616,17.4443,17.3729
3,double,uniform,GPU,"D | D | D | D | D | D",256,67,0.39824,0,16.5488,0.423744,17.4372,17.3708
3,double,uniform,GPU,"D | D | D | D | D | D",256,68,0.397568,0,16.5516,0.42544,17.445,17.3746
3,double,uniform,GPU,"D | D | D | D | D | D",256,69,0.398208,0,16.5513,0.423872,17.4421,17.3734
3,double,uniform,GPU,"D | D | D | D | D | D",256,70,0.399552,0,16.5508,0.424448,17.4457,17.3748
3,double,uniform,GPU,"D | D | D | D | D | D",256,71,0.39664,0,16.55,0.425536,17.4398,17.3721
3,double,uniform,GPU,"D | D | D | D | D | D",256,72,0.398272,0,16.5498,0.423552,17.4445,17.3716
3,double,uniform,GPU,"D | D | D | D | D | D",256,73,0.396288,0,16.55,0.42384,17.4376,17.3701
3,double,uniform,GPU,"D | D | D | D | D | D",256,74,0.406112,0,16.5512,0.425088,17.4514,17.3824
3,double,uniform,GPU,"D | D | D | D | D | D",320,0,0.770528,0,85.587,0.83632,87.2774,87.1939
3,double,uniform,GPU,"D | D | D | D | D | D",320,1,0.771296,0,85.5869,0.83344,87.2772,87.1916
3,double,uniform,GPU,"D | D | D | D | D | D",320,2,0.77008,0,85.5787,0.836256,87.2671,87.185
3,double,uniform,GPU,"D | D | D | D | D | D",320,3,0.771488,0,85.584,0.83536,87.2719,87.1908
3,double,uniform,GPU,"D | D | D | D | D | D",320,4,0.768128,0,85.5916,0.835776,87.2785,87.1955
3,double,uniform,GPU,"D | D | D | D | D | D",320,5,0.767968,0,85.5878,0.83248,87.2673,87.1883
3,double,uniform,GPU,"D | D | D | D | D | D",320,6,0.770688,0,85.5936,0.83616,87.2811,87.2005
3,double,uniform,GPU,"D | D | D | D | D | D",320,7,0.770112,0,85.5838,0.836128,87.2684,87.19
3,double,uniform,GPU,"D | D | D | D | D | D",320,8,0.769376,0,85.5908,0.833728,87.2752,87.1939
3,double,uniform,GPU,"D | D | D | D | D | D",320,9,0.766976,0,85.581,0.83664,87.2665,87.1846
3,double,uniform,GPU,"D | D | D | D | D | D",320,10,0.768768,0,85.5925,0.833824,87.2761,87.1951
3,double,uniform,GPU,"D | D | D | D | D | D",320,11,0.768864,0,85.5885,0.83536,87.2719,87.1927
3,double,uniform,GPU,"D | D | D | D | D | D",320,12,0.771968,0,85.5833,0.835968,87.2727,87.1912
3,double,uniform,GPU,"D | D | D | D | D | D",320,13,0.770464,0,85.5677,0.833856,87.2536,87.172
3,double,uniform,GPU,"D | D | D | D | D | D",320,14,0.76928,0,85.5796,0.8344,87.2649,87.1833
3,double,uniform,GPU,"D | D | D | D | D | D",320,15,0.769088,0,85.5909,0.83296,87.2724,87.1929
3,double,uniform,GPU,"D | D | D | D | D | D",320,16,0.770528,0,85.5875,0.833888,87.2733,87.192
3,double,uniform,GPU,"D | D | D | D | D | D",320,17,0.76832,0,85.5882,0.831936,87.2683,87.1885
3,double,uniform,GPU,"D | D | D | D | D | D",320,18,0.772384,0,85.591,0.83392,87.2789,87.1973
3,double,uniform,GPU,"D | D | D | D | D | D",320,19,0.770944,0,85.6118,0.832928,87.2966,87.2157
3,double,uniform,GPU,"D | D | D | D | D | D",320,20,0.7688,0,85.5854,0.832384,87.2688,87.1866
3,double,uniform,GPU,"D | D | D | D | D | D",320,21,0.76976,0,85.5907,0.836256,87.2804,87.1967
3,double,uniform,GPU,"D | D | D | D | D | D",320,22,0.769856,0,85.5816,0.832352,87.2634,87.1839
3,double,uniform,GPU,"D | D | D | D | D | D",320,23,0.7728,0,85.5825,0.832992,87.2704,87.1883
3,double,uniform,GPU,"D | D | D | D | D | D",320,24,0.767616,0,85.5891,0.833248,87.273,87.19
3,double,uniform,GPU,"D | D | D | D | D | D",320,25,0.772448,0,85.5834,0.836128,87.2744,87.192
3,double,uniform,GPU,"D | D | D | D | D | D",320,26,0.769504,0,85.5915,0.83616,87.2778,87.1971
3,double,uniform,GPU,"D | D | D | D | D | D",320,27,0.770272,0,85.5911,0.83728,87.2819,87.1987
3,double,uniform,GPU,"D | D | D | D | D | D",320,28,0.771872,0,85.5891,0.832128,87.2748,87.1931
3,double,uniform,GPU,"D | D | D | D | D | D",320,29,0.769088,0,85.5733,0.834016,87.2566,87.1764
3,double,uniform,GPU,"D | D | D | D | D | D",320,30,0.769536,0,85.5864,0.832416,87.2696,87.1884
3,double,uniform,GPU,"D | D | D | D | D | D",320,31,0.769312,0,85.5776,0.833184,87.2607,87.1801
3,double,uniform,GPU,"D | D | D | D | D | D",320,32,0.76944,0,85.5911,0.833536,87.2743,87.1941
3,double,uniform,GPU,"D | D | D | D | D | D",320,33,0.768672,0,85.5853,0.832032,87.2688,87.186
3,double,uniform,GPU,"D | D | D | D | D | D",320,34,0.769856,0,85.5913,0.834848,87.278,87.196
3,double,uniform,GPU,"D | D | D | D | D | D",320,35,0.768672,0,85.5911,0.836672,87.2792,87.1964
3,double,uniform,GPU,"D | D | D | D | D | D",320,36,0.771168,0,85.5941,0.838912,87.2873,87.2042
3,double,uniform,GPU,"D | D | D | D | D | D",320,37,0.7696,0,85.5943,0.83168,87.277,87.1956
3,double,uniform,GPU,"D | D | D | D | D | D",320,38,0.768896,0,85.5863,0.834112,87.2692,87.1893
3,double,uniform,GPU,"D | D | D | D | D | D",320,39,0.769696,0,85.5707,0.831392,87.2567,87.1718
3,double,uniform,GPU,"D | D | D | D | D | D",320,40,0.770272,0,85.5874,0.83856,87.2783,87.1962
3,double,uniform,GPU,"D | D | D | D | D | D",320,41,0.771904,0,85.5881,0.833248,87.2759,87.1932
3,double,uniform,GPU,"D | D | D | D | D | D",320,42,0.77296,0,85.596,0.833088,87.2827,87.2021
3,double,uniform,GPU,"D | D | D | D | D | D",320,43,0.769312,0,85.5901,0.834848,87.2799,87.1942
3,double,uniform,GPU,"D | D | D | D | D | D",320,44,0.770112,0,85.5848,0.835104,87.2697,87.19
3,double,uniform,GPU,"D | D | D | D | D | D",320,45,0.77056,0,85.5871,0.833792,87.2738,87.1915
3,double,uniform,GPU,"D | D | D | D | D | D",320,46,0.769568,0,85.5803,0.834592,87.2664,87.1845
3,double,uniform,GPU,"D | D | D | D | D | D",320,47,0.770176,0,85.575,0.831776,87.2593,87.177
3,double,uniform,GPU,"D | D | D | D | D | D",320,48,0.770656,0,85.5857,0.83536,87.2715,87.1917
3,double,uniform,GPU,"D | D | D | D | D | D",320,49,0.76896,0,85.588,0.834432,87.2735,87.1914
3,double,uniform,GPU,"D | D | D | D | D | D",320,50,0.770976,0,85.5934,0.835296,87.2827,87.1997
3,double,uniform,GPU,"D | D | D | D | D | D",320,51,0.770624,0,85.5781,0.83856,87.2694,87.1873
3,double,uniform,GPU,"D | D | D | D | D | D",320,52,0.770368,0,85.5939,0.835584,87.2809,87.1999
3,double,uniform,GPU,"D | D | D | D | D | D",320,53,0.770368,0,85.5994,0.83472,87.2834,87.2045
3,double,uniform,GPU,"D | D | D | D | D | D",320,54,0.853088,0,85.5873,0.832768,87.3529,87.2732
3,double,uniform,GPU,"D | D | D | D | D | D",320,55,0.770144,0,85.5714,0.835136,87.2567,87.1767
3,double,uniform,GPU,"D | D | D | D | D | D",320,56,0.767008,0,85.582,0.832992,87.2613,87.182
3,double,uniform,GPU,"D | D | D | D | D | D",320,57,0.769632,0,85.5803,0.834368,87.2653,87.1843
3,double,uniform,GPU,"D | D | D | D | D | D",320,58,0.77024,0,85.5716,0.835456,87.2571,87.1773
3,double,uniform,GPU,"D | D | D | D | D | D",320,59,0.770592,0,85.5777,0.8344,87.2654,87.1826
3,double,uniform,GPU,"D | D | D | D | D | D",320,60,0.768864,0,85.5844,0.834784,87.2688,87.1881
3,double,uniform,GPU,"D | D | D | D | D | D",320,61,0.76848,0,85.5946,0.833344,87.2776,87.1964
3,double,uniform,GPU,"D | D | D | D | D | D",320,62,0.767648,0,85.5902,0.833856,87.2734,87.1917
3,double,uniform,GPU,"D | D | D | D | D | D",320,63,0.771456,0,85.587,0.833536,87.2733,87.192
3,double,uniform,GPU,"D | D | D | D | D | D",320,64,0.771808,0,85.5809,0.835136,87.2676,87.1878
3,double,uniform,GPU,"D | D | D | D | D | D",320,65,0.771136,0,85.5874,0.831872,87.2719,87.1904
3,double,uniform,GPU,"D | D | D | D | D | D",320,66,0.771616,0,85.5831,0.834624,87.2674,87.1893
3,double,uniform,GPU,"D | D | D | D | D | D",320,67,0.770176,0,85.5809,0.831168,87.2646,87.1823
3,double,uniform,GPU,"D | D | D | D | D | D",320,68,0.769664,0,85.574,0.83472,87.2576,87.1783
3,double,uniform,GPU,"D | D | D | D | D | D",320,69,0.771584,0,85.5863,0.833504,87.2725,87.1914
3,double,uniform,GPU,"D | D | D | D | D | D",320,70,0.770848,0,85.5914,0.833056,87.2786,87.1953
3,double,uniform,GPU,"D | D | D | D | D | D",320,71,0.770368,0,85.5921,0.83584,87.2801,87.1983
3,double,uniform,GPU,"D | D | D | D | D | D",320,72,0.76688,0,85.5917,0.833728,87.2725,87.1923
3,double,uniform,GPU,"D | D | D | D | D | D",320,73,0.768448,0,85.5993,0.833536,87.2803,87.2013
3,double,uniform,GPU,"D | D | D | D | D | D",320,74,0.769312,0,85.5906,0.835776,87.2857,87.1957
3,double,uniform,GPU,"D | D | D | D | D | D",384,0,1.27875,0,39.4565,1.43171,42.2451,42.167
3,double,uniform,GPU,"D | D | D | D | D | D",384,1,1.27542,0,39.4542,1.4319,42.2309,42.1616
3,double,uniform,GPU,"D | D | D | D | D | D",384,2,1.27363,0,39.453,1.42784,42.2286,42.1545
3,double,uniform,GPU,"D | D | D | D | D | D",384,3,1.27507,0,39.4546,1.43027,42.2325,42.1599
3,double,uniform,GPU,"D | D | D | D | D | D",384,4,1.27414,0,39.4536,1.43107,42.2328,42.1588
3,double,uniform,GPU,"D | D | D | D | D | D",384,5,1.27286,0,39.4527,1.42918,42.2294,42.1547
3,double,uniform,GPU,"D | D | D | D | D | D",384,6,1.27606,0,39.4546,1.42842,42.2332,42.1591
3,double,uniform,GPU,"D | D | D | D | D | D",384,7,1.27456,0,39.4534,1.43037,42.2347,42.1583
3,double,uniform,GPU,"D | D | D | D | D | D",384,8,1.27766,0,39.4534,1.42861,42.2412,42.1597
3,double,uniform,GPU,"D | D | D | D | D | D",384,9,1.27517,0,39.4524,1.43165,42.2325,42.1592
3,double,uniform,GPU,"D | D | D | D | D | D",384,10,1.27699,0,39.4514,1.4271,42.2322,42.1554
3,double,uniform,GPU,"D | D | D | D | D | D",384,11,1.27539,0,39.4544,1.42982,42.2365,42.1596
3,double,uniform,GPU,"D | D | D | D | D | D",384,12,1.2759,0,39.4534,1.43002,42.2334,42.1594
3,double,uniform,GPU,"D | D | D | D | D | D",384,13,1.27318,0,39.4536,1.42915,42.2307,42.1559
3,double,uniform,GPU,"D | D | D | D | D | D",384,14,1.27389,0,39.4535,1.42896,42.2316,42.1564
3,double,uniform,GPU,"D | D | D | D | D | D",384,15,1.27789,0,39.457,1.43245,42.2425,42.1673
3,double,uniform,GPU,"D | D | D | D | D | D",384,16,1.27638,0,39.4545,1.42944,42.234,42.1603
3,double,uniform,GPU,"D | D | D | D | D | D",384,17,1.27747,0,39.4583,1.43373,42.2479,42.1695
3,double,uniform,GPU,"D | D | D | D | D | D",384,18,1.27734,0,39.4583,1.42886,42.2381,42.1645
3,double,uniform,GPU,"D | D | D | D | D | D",384,19,1.27904,0,39.4521,1.4311,42.2365,42.1622
3,double,uniform,GPU,"D | D | D | D | D | D",384,20,1.27744,0,39.4597,1.43066,42.2411,42.1678
3,double,uniform,GPU,"D | D | D | D | D | D",384,21,1.27613,0,39.4524,1.42912,42.2342,42.1576
3,double,uniform,GPU,"D | D | D | D | D | D",384,22,1.27472,0,39.4525,1.42982,42.2321,42.1571
3,double,uniform,GPU,"D | D | D | D | D | D",384,23,1.27613,0,39.4546,1.42982,42.2342,42.1605
3,double,uniform,GPU,"D | D | D | D | D | D",384,24,1.27776,0,39.4553,1.43402,42.2439,42.167
3,double,uniform,GPU,"D | D | D | D | D | D",384,25,1.27562,0,39.4553,1.42813,42.2326,42.159
3,double,uniform,GPU,"D | D | D | D | D | D",384,26,1.27722,0,39.4552,1.43101,42.24,42.1634
3,double,uniform,GPU,"D | D | D | D | D | D",384,27,1.27814,0,39.4555,1.43094,42.2413,42.1646
3,double,uniform,GPU,"D | D | D | D | D | D",384,28,1.2761,0,39.4546,1.42672,42.2328,42.1574
3,double,uniform,GPU,"D | D | D | D | D | D",384,29,1.27779,0,39.4565,1.4305,42.2436,42.1648
3,double,uniform,GPU,"D | D | D | D | D | D",384,30,1.27802,0,39.4539,1.42957,42.2364,42.1615
3,double,uniform,GPU,"D | D | D | D | D | D",384,31,1.27738,0,39.4576,1.4303,42.2404,42.1653
3,double,uniform,GPU,"D | D | D | D | D | D",384,32,1.27926,0,39.4566,1.4328,42.2532,42.1687
3,double,uniform,GPU,"D | D | D | D | D | D",384,33,1.27818,0,39.4566,1.4328,42.2513,42.1675
3,double,uniform,GPU,"D | D | D | D | D | D",384,34,1.2745,0,39.4538,1.42733,42.2296,42.1556
3,double,uniform,GPU,"D | D | D | D | D | D",384,35,1.27382,0,39.4549,1.42685,42.2328,42.1556
3,double,uniform,GPU,"D | D | D | D | D | D",384,36,1.27213,0,39.4524,1.42784,42.2242,42.1523
3,double,uniform,GPU,"D | D | D | D | D | D",384,37,1.28362,0,39.4548,1.4319,42.2496,42.1703
3,double,uniform,GPU,"D | D | D | D | D | D",384,38,1.27386,0,39.4521,1.43066,42.2284,42.1567
3,double,uniform,GPU,"D | D | D | D | D | D",384,39,1.27843,0,39.4539,1.43072,42.2411,42.163
3,double,uniform,GPU,"D | D | D | D | D | D",384,40,1.27437,0,39.4574,1.43094,42.2371,42.1627
3,double,uniform,GPU,"D | D | D | D | D | D",384,41,1.27507,0,39.4521,1.4304,42.2337,42.1576
3,double,uniform,GPU,"D | D | D | D | D | D",384,42,1.27475,0,39.4531,1.43046,42.2318,42.1583
3,double,uniform,GPU,"D | D | D | D | D | D",384,43,1.27475,0,39.4521,1.43226,42.2343,42.1591
3,double,uniform,GPU,"D | D | D | D | D | D",384,44,1.27869,0,39.4534,1.4287,42.2355,42.1608
3,double,uniform,GPU,"D | D | D | D | D | D",384,45,1.27558,0,39.4571,1.43104,42.2406,42.1638
3,double,uniform,GPU,"D | D | D | D | D | D",384,46,1.27821,0,39.4558,1.43158,42.2445,42.1656
3,double,uniform,GPU,"D | D | D | D | D | D",384,47,1.27677,0,39.4565,1.432,42.2429,42.1653
3,double,uniform,GPU,"D | D | D | D | D | D",384,48,1.27747,0,39.4579,1.42989,42.2395,42.1652
3,double,uniform,GPU,"D | D | D | D | D | D",384,49,1.27683,0,39.4598,1.4297,42.2398,42.1663
3,double,uniform,GPU,"D | D | D | D | D | D",384,50,1.27658,0,39.4539,1.4311,42.24,42.1616
3,double,uniform,GPU,"D | D | D | D | D | D",384,51,1.27462,0,39.4549,1.42957,42.2394,42.1591
3,double,uniform,GPU,"D | D | D | D | D | D",384,52,1.27619,0,39.459,1.43165,42.2441,42.1668
3,double,uniform,GPU,"D | D | D | D | D | D",384,53,1.27475,0,39.4557,1.43082,42.2428,42.1613
3,double,uniform,GPU,"D | D | D | D | D | D",384,54,1.27574,0,39.4575,1.43235,42.2401,42.1656
3,double,uniform,GPU,"D | D | D | D | D | D",384,55,1.27462,0,39.4548,1.4288,42.2312,42.1583
3,double,uniform,GPU,"D | D | D | D | D | D",384,56,1.28211,0,39.454,1.43082,42.2429,42.1669
3,double,uniform,GPU,"D | D | D | D | D | D",384,57,1.27549,0,39.4564,1.43178,42.2387,42.1637
3,double,uniform,GPU,"D | D | D | D | D | D",384,58,1.27523,0,39.4538,1.42941,42.2323,42.1584
3,double,uniform,GPU,"D | D | D | D | D | D",384,59,1.27642,0,39.4545,1.43139,42.2394,42.1623
3,double,uniform,GPU,"D | D | D | D | D | D",384,60,1.27568,0,39.4553,1.43011,42.2399,42.1611
3,double,uniform,GPU,"D | D | D | D | D | D",384,61,1.27693,0,39.4538,1.43101,42.2358,42.1617
3,double,uniform,GPU,"D | D | D | D | D | D",384,62,1.27373,0,39.4539,1.43171,42.2304,42.1594
3,double,uniform,GPU,"D | D | D | D | D | D",384,63,1.27677,0,39.4555,1.42845,42.2362,42.1607
3,double,uniform,GPU,"D | D | D | D | D | D",384,64,1.27491,0,39.4587,1.4305,42.2398,42.1641
3,double,uniform,GPU,"D | D | D | D | D | D",384,65,1.27472,0,39.4537,1.43117,42.2345,42.1596
3,double,uniform,GPU,"D | D | D | D | D | D",384,66,1.27683,0,39.4574,1.42963,42.241,42.1639
3,double,uniform,GPU,"D | D | D | D | D | D",384,67,1.27642,0,39.4535,1.43053,42.2386,42.1604
3,double,uniform,GPU,"D | D | D | D | D | D",384,68,1.27814,0,39.4592,1.43261,42.2477,42.17
3,double,uniform,GPU,"D | D | D | D | D | D",384,69,1.27568,0,39.4559,1.43322,42.2389,42.1648
3,double,uniform,GPU,"D | D | D | D | D | D",384,70,1.2776,0,39.4543,1.4297,42.2402,42.1616
3,double,uniform,GPU,"D | D | D | D | D | D",384,71,1.27802,0,39.4528,1.4296,42.2364,42.1604
3,double,uniform,GPU,"D | D | D | D | D | D",384,72,1.27616,0,39.4538,1.42954,42.2332,42.1595
3,double,uniform,GPU,"D | D | D | D | D | D",384,73,1.27498,0,39.4537,1.42877,42.2327,42.1574
3,double,uniform,GPU,"D | D | D | D | D | D",384,74,1.27546,0,39.456,1.4297,42.2355,42.1611
3,double,uniform,GPU,"D | D | D | D | D | D",448,0,2.29478,0,107.536,2.26963,112.184,112.1
3,double,uniform,GPU,"D | D | D | D | D | D",448,1,2.29258,0,107.546,2.26646,112.2,112.105
3,double,uniform,GPU,"D | D | D | D | D | D",448,2,2.29139,0,107.591,2.27587,112.243,112.158
3,double,uniform,GPU,"D | D | D | D | D | D",448,3,2.29286,0,107.516,2.26938,112.162,112.078
3,double,uniform,GPU,"D | D | D | D | D | D",448,4,2.29126,0,107.517,2.26806,112.163,112.076
3,double,uniform,GPU,"D | D | D | D | D | D",448,5,2.29123,0,107.529,2.26518,112.171,112.085
3,double,uniform,GPU,"D | D | D | D | D | D",448,6,2.29254,0,107.542,2.26595,112.19,112.101
3,double,uniform,GPU,"D | D | D | D | D | D",448,7,2.29235,0,107.523,2.26566,112.168,112.081
3,double,uniform,GPU,"D | D | D | D | D | D",448,8,2.29232,0,107.502,2.26339,112.144,112.057
3,double,uniform,GPU,"D | D | D | D | D | D",448,9,2.2911,0,107.533,2.26349,112.174,112.088
3,double,uniform,GPU,"D | D | D | D | D | D",448,10,2.29712,0,107.514,2.26189,112.155,112.073
3,double,uniform,GPU,"D | D | D | D | D | D",448,11,2.28947,0,107.512,2.26717,112.154,112.069
3,double,uniform,GPU,"D | D | D | D | D | D",448,12,2.28893,0,107.529,2.26438,112.172,112.083
3,double,uniform,GPU,"D | D | D | D | D | D",448,13,2.30368,0,107.522,2.25987,112.172,112.086
3,double,uniform,GPU,"D | D | D | D | D | D",448,14,2.29341,0,107.517,2.26403,112.162,112.074
3,double,uniform,GPU,"D | D | D | D | D | D",448,15,2.29318,0,107.504,2.26816,112.149,112.065
3,double,uniform,GPU,"D | D | D | D | D | D",448,16,2.29181,0,107.51,2.26563,112.154,112.067
3,double,uniform,GPU,"D | D | D | D | D | D",448,17,2.28989,0,107.518,2.2649,112.159,112.073
3,double,uniform,GPU,"D | D | D | D | D | D",448,18,2.29123,0,107.554,2.26835,112.197,112.114
3,double,uniform,GPU,"D | D | D | D | D | D",448,19,2.29117,0,107.521,2.26704,112.166,112.08
3,double,uniform,GPU,"D | D | D | D | D | D",448,20,2.2929,0,107.535,2.26858,112.182,112.096
3,double,uniform,GPU,"D | D | D | D | D | D",448,21,2.29053,0,107.501,2.26598,112.141,112.057
3,double,uniform,GPU,"D | D | D | D | D | D",448,22,2.29338,0,107.517,2.26954,112.165,112.08
3,double,uniform,GPU,"D | D | D | D | D | D",448,23,2.29155,0,107.571,2.26835,112.217,112.131
3,double,uniform,GPU,"D | D | D | D | D | D",448,24,2.29507,0,107.477,2.26445,112.123,112.037
3,double,uniform,GPU,"D | D | D | D | D | D",448,25,2.29251,0,107.507,2.26586,112.153,112.065
3,double,uniform,GPU,"D | D | D | D | D | D",448,26,2.30077,0,107.491,2.26019,112.135,112.052
3,double,uniform,GPU,"D | D | D | D | D | D",448,27,2.29229,0,107.519,2.26342,112.161,112.075
3,double,uniform,GPU,"D | D | D | D | D | D",448,28,2.29309,0,107.554,2.26237,112.195,112.11
3,double,uniform,GPU,"D | D | D | D | D | D",448,29,2.29267,0,107.508,2.26445,112.15,112.065
3,double,uniform,GPU,"D | D | D | D | D | D",448,30,2.29597,0,107.561,2.27098,112.214,112.128
3,double,uniform,GPU,"D | D | D | D | D | D",448,31,2.2919,0,107.539,2.26707,112.185,112.098
3,double,uniform,GPU,"D | D | D | D | D | D",448,32,2.29312,0,107.525,2.26378,112.165,112.082
3,double,uniform,GPU,"D | D | D | D | D | D",448,33,2.29251,0,107.539,2.2688,112.186,112.101
3,double,uniform,GPU,"D | D | D | D | D | D",448,34,2.29149,0,107.551,2.26634,112.196,112.109
3,double,uniform,GPU,"D | D | D | D | D | D",448,35,2.29747,0,107.543,2.26432,112.187,112.104
3,double,uniform,GPU,"D | D | D | D | D | D",448,36,2.29459,0,107.531,2.26598,112.181,112.091
3,double,uniform,GPU,"D | D | D | D | D | D",448,37,2.2936,0,107.484,2.26451,112.129,112.042
3,double,uniform,GPU,"D | D | D | D | D | D",448,38,2.2991,0,107.52,2.2657,112.171,112.084
3,double,uniform,GPU,"D | D | D | D | D | D",448,39,2.2935,0,107.533,2.26864,112.183,112.095
3,double,uniform,GPU,"D | D | D | D | D | D",448,40,2.29456,0,107.512,2.27344,112.168,112.08
3,double,uniform,GPU,"D | D | D | D | D | D",448,41,2.29021,0,107.556,2.26323,112.195,112.109
3,double,uniform,GPU,"D | D | D | D | D | D",448,42,2.29101,0,107.581,2.26723,112.227,112.139
3,double,uniform,GPU,"D | D | D | D | D | D",448,43,2.29373,0,107.572,2.26698,112.217,112.133
3,double,uniform,GPU,"D | D | D | D | D | D",448,44,2.30282,0,107.565,2.26058,112.218,112.129
3,double,uniform,GPU,"D | D | D | D | D | D",448,45,2.29402,0,107.492,2.26464,112.14,112.051
3,double,uniform,GPU,"D | D | D | D | D | D",448,46,2.29203,0,107.528,2.26544,112.173,112.085
