dim,precision,solver_type,api,bc_name,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",192,62,5.9576,0.002029,1.54348,0.327168,7.89562,7.83028
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",192,63,5.68317,0.00194,1.54367,0.329312,7.62607,7.55809
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",192,64,5.61731,0.00182,1.5319,0.329504,7.54512,7.48054
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",192,65,5.59792,0.001831,1.54281,0.328416,7.54402,7.47098
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",192,66,5.70902,0.002069,1.54435,0.333024,7.65943,7.58847
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",192,67,5.36195,0.002049,1.54113,0.334336,7.30437,7.23947
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",192,68,5.42214,0.00216,1.54525,0.330592,7.36906,7.30015
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",192,69,5.50106,0.00223,1.54123,0.3304,7.44991,7.37492
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",192,70,5.34595,0.00217,1.54495,0.328672,7.29947,7.22175
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",192,71,5.72464,0.00177,1.53484,0.32752,7.65818,7.58877
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",192,72,5.60925,0.001761,1.53543,0.331264,7.5473,7.47771
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",192,73,5.81744,0.00198,1.57935,0.328224,7.79389,7.727
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",192,74,5.69382,0.00218,1.5451,0.333152,7.6437,7.57426
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",256,0,13.8183,0.002519,3.96022,0.900512,18.7727,18.6816
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",256,1,13.0563,0.002379,3.94316,0.903616,17.9957,17.9054
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",256,2,13.1224,0.00225,3.94512,0.9016,18.0584,17.9714
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",256,3,13.9359,0.00243,3.94497,0.901312,18.8814,18.7846
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",256,4,13.0391,0.00227,3.9433,0.900384,17.9724,17.885
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",256,5,13.126,0.00221,3.94699,0.897728,18.0523,17.9729
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",256,6,13.5817,0.00203,3.9437,0.89744,18.5087,18.4249
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",256,7,13.652,0.00213,3.94649,0.90336,18.6501,18.5039
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",256,8,13.7667,0.00238,3.94327,0.90176,18.7121,18.6141
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",256,9,13.3886,0.002169,3.94224,0.89952,18.3136,18.2325
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",256,10,13.3505,0.00229,3.94339,0.901664,18.282,18.1978
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",256,11,13.4636,0.002329,3.95534,0.900704,18.4092,18.3219
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",256,12,13.8536,0.00235,3.94288,0.899744,18.7801,18.6986
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",256,13,13.5018,0.002239,3.95501,0.900864,18.4458,18.3599
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",256,14,13.6718,0.00234,3.94484,0.900512,18.6085,18.5195
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",256,15,13.2799,0.00227,3.94473,0.899904,18.2163,18.1268
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",256,16,13.1171,0.00247,3.94466,0.904256,18.0541,17.9684
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",256,17,13.32,0.002499,3.94685,0.9024,18.2617,18.1718
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",256,18,14.0116,0.0024,3.94407,0.90208,18.9456,18.8602
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",256,19,12.9637,0.002271,3.94167,0.897184,17.888,17.8048
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",256,20,13.6824,0.0022,3.94537,0.901472,18.6198,18.5315
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",256,21,13.2199,0.00226,3.94531,0.901632,18.1506,18.0691
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",256,22,13.5664,0.00231,3.95832,0.897728,18.5196,18.4248
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",256,23,13.644,0.00227,3.96397,0.903328,18.5979,18.5136
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",256,24,13.7159,0.002579,3.94282,0.901792,18.6432,18.5631
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",256,25,13.2549,0.00222,3.94827,0.90064,18.1907,18.106
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",256,26,13.3522,0.0023,3.94125,0.900096,18.2748,18.1958
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",256,27,13.8252,0.00241,3.94015,0.904672,18.7515,18.6724
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",256,28,13.5192,0.002201,3.94095,0.9008,18.438,18.3632
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",256,29,13.9812,0.002849,3.95419,0.899232,18.9356,18.8375
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",256,30,13.9132,0.00245,3.94415,0.900992,18.8414,18.7608
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",256,31,13.7639,0.0022,3.94611,0.90432,18.6988,18.6166
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",256,32,13.7153,0.002429,3.9431,0.901536,18.6465,18.5624
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",256,33,13.8222,0.00221,3.97,0.90656,18.7977,18.701
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",256,34,13.5621,0.00233,3.94647,0.897696,18.4936,18.4086
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",256,35,13.4785,0.0022,3.9462,0.90288,18.42,18.3298
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",256,36,13.6028,0.00216,3.95272,0.899264,18.5397,18.457
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",256,37,14.2142,0.00235,3.95088,0.9048,19.1742,19.0722
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",256,38,13.3931,0.00239,3.94496,0.903104,18.3312,18.2436
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",256,39,12.8929,0.00226,3.94257,0.897664,17.8263,17.7354
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",256,40,13.4492,0.00245,3.94471,0.900928,18.388,18.2972
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",256,41,13.4452,0.00226,3.94389,0.899584,18.3792,18.291
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",256,42,13.6567,0.002381,3.94409,0.902432,18.5965,18.5056
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",256,43,13.6148,0.00231,3.94394,0.898624,18.5475,18.4597
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",256,44,12.8787,0.00219,3.94865,0.900704,17.8149,17.7302
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",256,45,13.0777,0.002449,3.95345,0.902464,18.0231,17.936
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",256,46,14.0688,0.002589,3.94375,0.902688,19.0118,18.9179
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",256,47,13.1297,0.00239,3.94425,0.901536,18.0653,17.9778
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",256,48,13.211,0.00242,3.94136,0.898656,18.1326,18.0534
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",256,49,13.1219,0.00213,3.94233,0.9,18.0469,17.9664
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",256,50,13.4922,0.00235,3.93642,0.901088,18.4118,18.332
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",256,51,13.2779,0.0025,3.94091,0.899456,18.2026,18.1208
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",256,52,13.3753,0.00223,3.94277,0.901824,18.3072,18.2221
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",256,53,13.7603,0.00224,3.94564,0.902912,18.6992,18.6111
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",256,54,13.2965,0.00236,3.95193,0.899328,18.2319,18.1501
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",256,55,13.1085,0.00233,3.95252,0.904704,18.0524,17.968
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",256,56,13.2939,0.00219,3.9539,0.901024,18.2379,18.151
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",256,57,13.4682,0.00244,3.95621,0.89952,18.4089,18.3264
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",256,58,13.8239,0.00233,3.9561,0.903264,18.7646,18.6856
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",256,59,13.1855,0.00226,3.95014,0.906272,18.1303,18.0442
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",256,60,13.0215,0.002301,3.94706,0.900128,17.9538,17.871
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",256,61,13.8423,0.00247,3.94264,0.901344,18.7942,18.6887
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",256,62,13.2496,0.002349,3.9536,0.903776,18.1945,18.1093
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",256,63,13.3682,0.00239,3.94298,0.905952,18.3065,18.2195
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",256,64,12.9489,0.002499,3.94149,0.899168,17.8714,17.792
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",256,65,13.7147,0.00253,3.94341,0.89952,18.6494,18.5602
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",256,66,13.1269,0.002221,3.94277,0.899648,18.0569,17.9715
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",256,67,13.9932,0.0023,3.94138,0.902112,18.9369,18.839
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",256,68,13.1932,0.002321,3.93984,0.902656,18.1218,18.038
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",256,69,13.1856,0.002511,3.94874,0.90144,18.1228,18.0383
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",256,70,13.4072,0.00238,3.95119,0.899264,18.3523,18.26
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",256,71,13.5738,0.00229,3.98983,0.904896,18.5561,18.4708
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",256,72,13.1529,0.00234,3.94494,0.900416,18.0865,18.0006
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",256,73,13.1705,0.00233,3.95421,0.90096,18.1137,18.028
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",256,74,13.3937,0.00246,3.94662,0.904448,18.3468,18.2473
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",320,0,26.091,0.00236,9.03756,1.83517,37.0655,36.9661
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",320,1,25.4488,0.00261,9.03571,1.83715,36.4161,36.3242
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",320,2,25.278,0.002401,9.03097,1.83126,36.2335,36.1426
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",320,3,25.3184,0.002421,9.01304,1.83213,36.2572,36.166
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",320,4,25.4819,0.00248,9.02515,1.83546,36.436,36.3449
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",320,5,25.2001,0.00242,9.03451,1.83533,36.1645,36.0724
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",320,6,25.121,0.0024,9.04834,1.83424,36.0938,36.006
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",320,7,25.2635,0.00242,9.00967,1.83552,36.2029,36.1111
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",320,8,24.7353,0.002539,9.0286,1.83549,35.695,35.6019
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",320,9,25.206,0.00227,9.03779,1.83414,36.1688,36.0802
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",320,10,25.0341,0.00243,9.04428,1.83696,36.0042,35.9178
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",320,11,25.512,0.0024,9.01208,1.83501,36.4548,36.3615
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",320,12,25.2352,0.00234,9.03765,1.83126,36.1959,36.1065
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",320,13,25.0707,0.002299,9.03015,1.8327,36.0248,35.9358
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",320,14,24.9798,0.002581,9.03345,1.83078,35.9343,35.8466
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",320,15,25.3604,0.002261,9.03116,1.82992,36.3118,36.2237
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",320,16,24.8778,0.00223,9.03858,1.8359,35.8453,35.7545
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",320,17,25.073,0.00261,9.02283,1.83549,36.0213,35.934
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",320,18,25.3252,0.002331,9.02724,1.83002,36.2798,36.1847
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",320,19,25.1712,0.002219,9.03233,1.83014,36.1221,36.0359
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",320,20,25.7266,0.00245,9.02878,1.83075,36.6835,36.5886
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",320,21,25.4717,0.00242,9.0418,1.83034,36.4325,36.3463
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",320,22,25.3257,0.00228,9.02654,1.83648,36.2898,36.191
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",320,23,25.5744,0.002519,9.03525,1.8312,36.5386,36.4434
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",320,24,25.2478,0.002801,9.03671,1.83635,36.2155,36.1236
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",320,25,25.3836,0.00213,9.0358,1.82829,36.3446,36.2498
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",320,26,25.5394,0.00267,9.03614,1.83322,36.5067,36.4114
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",320,27,25.9017,0.00232,9.02419,1.83126,36.8546,36.7595
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",320,28,25.197,0.002359,9.04282,1.83856,36.1774,36.0807
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",320,29,25.2162,0.00252,9.0366,1.83338,36.177,36.0887
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",320,30,25.0483,0.002399,9.03455,1.83251,36.0043,35.9178
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",320,31,25.57,0.00237,9.0294,1.83395,36.5261,36.4357
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",320,32,25.1473,0.00262,9.02501,1.83325,36.0943,36.0081
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",320,33,25.0994,0.00263,9.04482,1.83443,36.0758,35.9812
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",320,34,25.4696,0.00253,9.02805,1.83293,36.4328,36.3331
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",320,35,25.3497,0.002469,9.02274,1.82502,36.2948,36.1999
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",320,36,25.4451,0.00233,9.03686,1.83725,36.4187,36.3216
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",320,37,25.1716,0.00237,9.03903,1.83008,36.1413,36.0431
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",320,38,25.4268,0.00251,9.03917,1.83078,36.3884,36.2993
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",320,39,25.528,0.00242,9.03559,1.83024,36.4943,36.3963
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",320,40,25.7006,0.002451,9.0252,1.82909,36.6531,36.5573
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",320,41,25.6495,0.00232,9.03914,1.83606,36.6236,36.527
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",320,42,25.0674,0.00226,9.0294,1.8257,36.0176,35.9248
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",320,43,25.1078,0.002359,9.03998,1.83162,36.0704,35.9818
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",320,44,25.1064,0.00237,9.01843,1.83283,36.0502,35.96
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",320,45,25.3364,0.00264,9.045,1.83517,36.311,36.2192
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",320,46,25.0989,0.00241,9.03621,1.83728,36.066,35.9748
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",320,47,25.2145,0.00273,9.03465,1.8345,36.1816,36.0864
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",320,48,25.1596,0.00234,9.03789,1.83456,36.1284,36.0344
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",320,49,25.3338,0.00269,9.03053,1.83427,36.296,36.2013
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",320,50,25.7632,0.002439,9.00913,1.83722,36.7108,36.612
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",320,51,25.4173,0.00266,9.04443,1.83498,36.3878,36.2994
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",320,52,25.8434,0.002531,9.0453,1.8351,36.8214,36.7263
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",320,53,25.0286,0.002349,9.03236,1.83306,35.9976,35.8964
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",320,54,24.8227,0.002591,9.04333,1.83517,35.7997,35.7037
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",320,55,25.5038,0.00254,9.0376,1.83658,36.4794,36.3806
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",320,56,25.5773,0.0026,9.0337,1.83181,36.5442,36.4454
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",320,57,25.1353,0.00249,9.03176,1.83504,36.0938,36.0046
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",320,58,25.7896,0.00227,9.03203,1.82573,36.7463,36.6497
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",320,59,25.5995,0.002338,9.0467,1.83869,36.5877,36.4872
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",320,60,25.6309,0.002499,9.03283,1.83514,36.5942,36.5014
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",320,61,25.2666,0.0023,9.03107,1.83696,36.2263,36.137
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",320,62,25.3377,0.00245,9.03099,1.83437,36.298,36.2055
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",320,63,25.062,0.0026,9.02182,1.83213,36.0075,35.9185
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",320,64,25.1829,0.002441,9.0399,1.83498,36.1523,36.0602
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",320,65,25.2468,0.00243,9.03025,1.83123,36.2015,36.1107
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",320,66,25.278,0.0024,9.03392,1.83005,36.2359,36.1444
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",320,67,25.1561,0.002241,9.03481,1.83168,36.1159,36.0248
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",320,68,25.3525,0.00237,9.03346,1.83402,36.3155,36.2223
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",320,69,25.3437,0.002639,9.03684,1.83629,36.3105,36.2195
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",320,70,24.7732,0.00236,9.04884,1.8344,35.7511,35.6588
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",320,71,25.5268,0.00242,9.04957,1.83418,36.5085,36.4129
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",320,72,25.2483,0.00251,9.03932,1.83507,36.2237,36.1252
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",320,73,25.4225,0.00313,9.07772,1.8519,36.4729,36.3553
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",320,74,25.0117,0.00239,9.03385,1.83171,35.9768,35.8797
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",384,0,41.7912,0.002431,13.1331,3.20058,58.2275,58.1273
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",384,1,41.0676,0.002418,13.111,3.2033,57.4893,57.3843
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",384,2,40.9774,0.002581,13.1392,3.20026,57.4182,57.3194
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",384,3,40.9075,0.00225,13.1081,3.2024,57.3209,57.2202
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",384,4,41.2054,0.002551,13.1202,3.2009,57.6259,57.529
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",384,5,41.1728,0.002381,13.1323,3.20298,57.6099,57.5104
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",384,6,41.0199,0.00249,13.1128,3.20339,57.4405,57.3386
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",384,7,41.2397,0.002311,13.1235,3.20058,57.6682,57.5661
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",384,8,41.5184,0.002499,13.1301,3.19891,57.9507,57.8499
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",384,9,41.3586,0.00242,13.1173,3.2047,57.7861,57.683
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",384,10,41.0984,0.00258,13.1261,3.1968,57.5228,57.4239
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",384,11,41.1122,0.002648,13.1194,3.2008,57.5387,57.435
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",384,12,40.9332,0.00251,13.1313,3.20019,57.3668,57.2672
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",384,13,41.1752,0.00234,13.1351,3.20157,57.6182,57.5142
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",384,14,41.7533,0.002269,13.1078,3.20259,58.1689,58.0659
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",384,15,40.9454,0.00243,13.1213,3.20282,57.374,57.272
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",384,16,40.9574,0.0026,13.1336,3.20134,57.395,57.295
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",384,17,41.1586,0.00235,13.1249,3.19923,57.5853,57.4851
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",384,18,41.0366,0.00271,13.1266,3.20166,57.4643,57.3676
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",384,19,41.3678,0.00246,13.124,3.19552,57.7868,57.6898
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",384,20,41.5079,0.00245,13.129,3.19958,57.9403,57.8389
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",384,21,41.4803,0.002281,13.1197,3.20138,57.9013,57.8037
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",384,22,41.3714,0.00269,13.1183,3.19814,57.7879,57.6905
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",384,23,41.2928,0.00279,13.1292,3.20326,57.7269,57.628
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",384,24,41.1268,0.002369,13.1276,3.19712,57.5544,57.4539
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",384,25,41.2075,0.002239,13.123,3.20403,57.6419,57.5368
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",384,26,41.2341,0.00261,13.1302,3.204,57.6665,57.5709
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",384,27,41.0558,0.00256,13.1244,3.20714,57.4895,57.3899
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",384,28,41.2112,0.00246,13.1323,3.20038,57.6415,57.5463
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",384,29,40.9822,0.00231,13.1379,3.20346,57.4246,57.3259
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",384,30,41.2017,0.002691,13.1239,3.19837,57.6259,57.5266
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",384,31,41.5184,0.002399,13.1158,3.2,57.933,57.8366
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",384,32,41.1175,0.0024,13.1142,3.1953,57.5298,57.4293
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",384,33,41.2208,0.00278,13.1316,3.20061,57.6564,57.5558
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",384,34,41.0969,0.002279,13.1228,3.20528,57.5263,57.4272
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",384,35,41.2225,0.002431,13.1366,3.19232,57.6509,57.5538
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",384,36,41.0012,0.00273,13.0899,3.19824,57.3965,57.2921
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",384,37,41.1169,0.00256,13.1097,3.19744,57.5247,57.4266
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",384,38,41.1398,0.00245,13.1205,3.20237,57.5701,57.4651
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",384,39,41.1316,0.00252,13.133,3.2039,57.5721,57.4711
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",384,40,41.18,0.00247,13.1218,3.19731,57.5981,57.5016
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",384,41,41.0205,0.002511,13.117,3.20448,57.4393,57.3445
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",384,42,40.9727,0.00237,13.1226,3.20637,57.4022,57.3041
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",384,43,40.8981,0.00258,13.1163,3.20246,57.3145,57.2195
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",384,44,41.1533,0.00258,13.1294,3.19933,57.5827,57.4846
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",384,45,41.253,0.002341,13.1381,3.20736,57.6963,57.6008
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",384,46,41.447,0.002391,13.1097,3.19731,57.8543,57.7564
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",384,47,40.9422,0.002419,13.1306,3.20211,57.3771,57.2773
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",384,48,40.9845,0.002481,13.1258,3.20237,57.4123,57.3152
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",384,49,41.0323,0.002398,13.1119,3.19802,57.448,57.3445
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",384,50,41.0044,0.002631,13.1155,3.19696,57.4157,57.3195
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",384,51,41.1755,0.00271,13.1121,3.19203,57.5798,57.4824
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",384,52,41.4854,0.002419,13.1086,3.20099,57.8933,57.7974
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",384,53,41.0144,0.002509,13.1097,3.20038,57.4247,57.327
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",384,54,41.2628,0.00255,13.1234,3.20003,57.6876,57.5888
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",384,55,41.1259,0.00228,13.1187,3.19821,57.5448,57.445
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",384,56,41.1325,0.00234,13.1129,3.20122,57.548,57.4489
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",384,57,41.3115,0.0025,13.1201,3.20726,57.7441,57.6414
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",384,58,41.2918,0.00266,13.1292,3.20176,57.721,57.6255
