dim,precision,solver_type,api,bc_name,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
2,float,uniform,GPU,"P | P | P | P",256,35,0.01152,0,0.02161,0.01472,0.093349,0.04785
2,float,uniform,GPU,"P | P | P | P",256,36,0.014688,0,0.021429,0.01488,0.094339,0.050997
2,float,uniform,GPU,"P | P | P | P",256,37,0.011968,0,0.02142,0.015584,0.094799,0.048972
2,float,uniform,GPU,"P | P | P | P",256,38,0.014304,0,0.02196,0.01504,0.094929,0.051304
2,float,uniform,GPU,"P | P | P | P",256,39,0.010752,0,0.02221,0.01488,0.092889,0.047842
2,float,uniform,GPU,"P | P | P | P",256,40,0.00864,0,0.021371,0.014048,0.089179,0.044059
2,float,uniform,GPU,"P | P | P | P",256,41,0.01136,0,0.02158,0.013088,0.091189,0.046028
2,float,uniform,GPU,"P | P | P | P",256,42,0.013824,0,0.02139,0.01536,0.095279,0.050574
2,float,uniform,GPU,"P | P | P | P",256,43,0.012128,0,0.02144,0.015264,0.094999,0.048832
2,float,uniform,GPU,"P | P | P | P",256,44,0.013344,0,0.021,0.014848,0.090899,0.049192
2,float,uniform,GPU,"P | P | P | P",256,45,0.01072,0,0.02156,0.014432,0.092679,0.046712
2,float,uniform,GPU,"P | P | P | P",256,46,0.011872,0,0.02163,0.014368,0.093818,0.04787
2,float,uniform,GPU,"P | P | P | P",256,47,0.010464,0,0.02165,0.01392,0.091779,0.046034
2,float,uniform,GPU,"P | P | P | P",256,48,0.010976,0,0.02167,0.014496,0.093009,0.047142
2,float,uniform,GPU,"P | P | P | P",256,49,0.013504,0,0.02146,0.014656,0.092989,0.04962
2,float,uniform,GPU,"P | P | P | P",256,50,0.012032,0,0.0207,0.014784,0.083929,0.047516
2,float,uniform,GPU,"P | P | P | P",256,51,0.013888,0,0.02154,0.013888,0.094599,0.049316
2,float,uniform,GPU,"P | P | P | P",256,52,0.013888,0,0.02135,0.01392,0.093599,0.049158
2,float,uniform,GPU,"P | P | P | P",256,53,0.013088,0,0.02217,0.014848,0.094549,0.050106
2,float,uniform,GPU,"P | P | P | P",256,54,0.013664,0,0.02185,0.01536,0.100149,0.050874
2,float,uniform,GPU,"P | P | P | P",256,55,0.01168,0,0.02011,0.014656,0.082219,0.046446
2,float,uniform,GPU,"P | P | P | P",256,56,0.012352,0,0.022999,0.012512,0.093399,0.047863
2,float,uniform,GPU,"P | P | P | P",256,57,0.012096,0,0.019609,0.01456,0.081329,0.046265
2,float,uniform,GPU,"P | P | P | P",256,58,0.010208,0,0.02179,0.012,0.088459,0.043998
2,float,uniform,GPU,"P | P | P | P",256,59,0.0112,0,0.021569,0.01376,0.092749,0.046529
2,float,uniform,GPU,"P | P | P | P",256,60,0.010304,0,0.0214,0.015168,0.211597,0.046872
2,float,uniform,GPU,"P | P | P | P",256,61,0.010912,0,0.0217,0.014784,0.092799,0.047396
2,float,uniform,GPU,"P | P | P | P",256,62,0.01424,0,0.02138,0.014752,0.095049,0.050372
2,float,uniform,GPU,"P | P | P | P",256,63,0.011872,0,0.0213,0.013824,0.091768,0.046996
2,float,uniform,GPU,"P | P | P | P",256,64,0.013216,0,0.02201,0.013472,0.09437,0.048698
2,float,uniform,GPU,"P | P | P | P",256,65,0.012288,0,0.02198,0.015296,0.095239,0.049564
2,float,uniform,GPU,"P | P | P | P",256,66,0.011136,0,0.0215,0.013312,0.094669,0.045948
2,float,uniform,GPU,"P | P | P | P",256,67,0.012032,0,0.021599,0.014528,0.092949,0.048159
2,float,uniform,GPU,"P | P | P | P",256,68,0.013184,0,0.02144,0.015584,0.094589,0.050208
2,float,uniform,GPU,"P | P | P | P",256,69,0.012064,0,0.02128,0.01456,0.092799,0.047904
2,float,uniform,GPU,"P | P | P | P",256,70,0.011808,0,0.02149,0.014368,0.093869,0.047666
2,float,uniform,GPU,"P | P | P | P",256,71,0.01184,0,0.02163,0.014592,0.093679,0.048062
2,float,uniform,GPU,"P | P | P | P",256,72,0.009952,0,0.02172,0.013888,0.091249,0.04556
2,float,uniform,GPU,"P | P | P | P",256,73,0.01152,0,0.022291,0.014752,0.094639,0.048563
2,float,uniform,GPU,"P | P | P | P",256,74,0.011936,0,0.02149,0.014592,0.091609,0.048018
2,float,uniform,GPU,"P | P | P | P",320,0,0.031872,0,0.02833,0.02416,0.134719,0.084362
2,float,uniform,GPU,"P | P | P | P",320,1,0.011424,0,0.02382,0.01552,0.099769,0.050764
2,float,uniform,GPU,"P | P | P | P",320,2,0.008736,0,0.02366,0.015104,0.096309,0.0475
2,float,uniform,GPU,"P | P | P | P",320,3,0.010592,0,0.02361,0.014112,0.095959,0.048314
2,float,uniform,GPU,"P | P | P | P",320,4,0.01056,0,0.0234,0.01376,0.096949,0.04772
2,float,uniform,GPU,"P | P | P | P",320,5,0.010112,0,0.023258,0.014528,0.097339,0.047898
2,float,uniform,GPU,"P | P | P | P",320,6,0.010848,0,0.02347,0.0136,0.096219,0.047918
2,float,uniform,GPU,"P | P | P | P",320,7,0.012768,0,0.02337,0.013824,0.097959,0.049962
2,float,uniform,GPU,"P | P | P | P",320,8,0.01024,0,0.025709,0.015424,0.100189,0.051373
2,float,uniform,GPU,"P | P | P | P",320,9,0.013312,0,0.02363,0.01424,0.098359,0.051182
2,float,uniform,GPU,"P | P | P | P",320,10,0.008032,0,0.023769,0.014592,0.095439,0.046393
2,float,uniform,GPU,"P | P | P | P",320,11,0.0088,0,0.0231,0.014368,0.096399,0.046268
2,float,uniform,GPU,"P | P | P | P",320,12,0.012096,0,0.023531,0.013184,0.097219,0.048811
2,float,uniform,GPU,"P | P | P | P",320,13,0.008512,0,0.023339,0.01392,0.163138,0.045771
2,float,uniform,GPU,"P | P | P | P",320,14,0.01088,0,0.02306,0.013696,0.097479,0.047636
2,float,uniform,GPU,"P | P | P | P",320,15,0.010528,0,0.023259,0.014304,0.095749,0.048091
2,float,uniform,GPU,"P | P | P | P",320,16,0.008448,0,0.023299,0.013792,0.095039,0.045539
2,float,uniform,GPU,"P | P | P | P",320,17,0.009536,0,0.023099,0.014208,0.095989,0.046843
2,float,uniform,GPU,"P | P | P | P",320,18,0.009024,0,0.02286,0.014048,0.095499,0.045932
2,float,uniform,GPU,"P | P | P | P",320,19,0.009408,0,0.022929,0.015008,0.095879,0.047345
2,float,uniform,GPU,"P | P | P | P",320,20,0.010592,0,0.025649,0.013088,0.093709,0.049329
2,float,uniform,GPU,"P | P | P | P",320,21,0.011936,0,0.02315,0.01616,0.099448,0.051246
2,float,uniform,GPU,"P | P | P | P",320,22,0.011456,0,0.02308,0.0144,0.097839,0.048936
2,float,uniform,GPU,"P | P | P | P",320,23,0.00912,0,0.02294,0.014688,0.095759,0.046748
2,float,uniform,GPU,"P | P | P | P",320,24,0.01088,0,0.02368,0.014816,0.098169,0.049376
2,float,uniform,GPU,"P | P | P | P",320,25,0.01072,0,0.02337,0.013984,0.102108,0.048074
2,float,uniform,GPU,"P | P | P | P",320,26,0.009344,0,0.02337,0.013888,0.095859,0.046602
2,float,uniform,GPU,"P | P | P | P",320,27,0.009056,0,0.02022,0.016064,0.085379,0.04534
2,float,uniform,GPU,"P | P | P | P",320,28,0.009152,0,0.02321,0.014336,0.096559,0.046698
2,float,uniform,GPU,"P | P | P | P",320,29,0.009856,0,0.02375,0.013664,0.096309,0.04727
2,float,uniform,GPU,"P | P | P | P",320,30,0.009248,0,0.02308,0.013696,0.095698,0.046024
2,float,uniform,GPU,"P | P | P | P",320,31,0.009568,0,0.02347,0.011936,0.093988,0.044974
2,float,uniform,GPU,"P | P | P | P",320,32,0.008928,0,0.022939,0.013728,0.095379,0.045595
2,float,uniform,GPU,"P | P | P | P",320,33,0.010656,0,0.02308,0.013696,0.096239,0.047432
2,float,uniform,GPU,"P | P | P | P",320,34,0.010624,0,0.023239,0.01472,0.096179,0.048583
2,float,uniform,GPU,"P | P | P | P",320,35,0.011008,0,0.02338,0.013536,0.097549,0.047924
2,float,uniform,GPU,"P | P | P | P",320,36,0.011104,0,0.02371,0.014496,0.097939,0.04931
2,float,uniform,GPU,"P | P | P | P",320,37,0.008384,0,0.02313,0.014208,0.095949,0.045722
2,float,uniform,GPU,"P | P | P | P",320,38,0.007872,0,0.02349,0.01344,0.094709,0.044802
2,float,uniform,GPU,"P | P | P | P",320,39,0.009472,0,0.02314,0.014208,0.095919,0.04682
2,float,uniform,GPU,"P | P | P | P",320,40,0.011392,0,0.02314,0.01328,0.095478,0.047812
2,float,uniform,GPU,"P | P | P | P",320,41,0.009216,0,0.02309,0.0136,0.094719,0.045906
2,float,uniform,GPU,"P | P | P | P",320,42,0.009024,0,0.02337,0.014752,0.095499,0.047146
2,float,uniform,GPU,"P | P | P | P",320,43,0.009152,0,0.022869,0.014976,0.095899,0.046997
2,float,uniform,GPU,"P | P | P | P",320,44,0.010176,0,0.023149,0.014048,0.096839,0.047373
2,float,uniform,GPU,"P | P | P | P",320,45,0.010368,0,0.023119,0.014368,0.096019,0.047855
2,float,uniform,GPU,"P | P | P | P",320,46,0.010656,0,0.02098,0.015264,0.087819,0.0469
2,float,uniform,GPU,"P | P | P | P",320,47,0.009408,0,0.02401,0.013184,0.095869,0.046602
2,float,uniform,GPU,"P | P | P | P",320,48,0.012224,0,0.0233,0.014144,0.098739,0.049668
2,float,uniform,GPU,"P | P | P | P",320,49,0.010816,0,0.022979,0.013504,0.096269,0.047299
2,float,uniform,GPU,"P | P | P | P",320,50,0.010304,0,0.02311,0.01344,0.09285,0.046854
2,float,uniform,GPU,"P | P | P | P",320,51,0.009472,0,0.02338,0.013664,0.095968,0.046516
2,float,uniform,GPU,"P | P | P | P",320,52,0.010144,0,0.02352,0.013536,0.095739,0.0472
2,float,uniform,GPU,"P | P | P | P",320,53,0.010464,0,0.02344,0.012768,0.094889,0.046672
2,float,uniform,GPU,"P | P | P | P",320,54,0.010752,0,0.02333,0.014816,0.097239,0.048898
2,float,uniform,GPU,"P | P | P | P",320,55,0.00864,0,0.02359,0.01456,0.095389,0.04679
2,float,uniform,GPU,"P | P | P | P",320,56,0.010112,0,0.02364,0.01328,0.096509,0.047032
2,float,uniform,GPU,"P | P | P | P",320,57,0.009216,0,0.02338,0.013312,0.095709,0.045908
2,float,uniform,GPU,"P | P | P | P",320,58,0.008832,0,0.02342,0.013952,0.095259,0.046204
2,float,uniform,GPU,"P | P | P | P",320,59,0.010176,0,0.023029,0.015616,0.096019,0.048821
2,float,uniform,GPU,"P | P | P | P",320,60,0.010208,0,0.023451,0.0216,0.103719,0.055259
2,float,uniform,GPU,"P | P | P | P",320,61,0.01008,0,0.023849,0.014496,0.097599,0.048425
2,float,uniform,GPU,"P | P | P | P",320,62,0.009664,0,0.02355,0.013856,0.097039,0.04707
2,float,uniform,GPU,"P | P | P | P",320,63,0.009856,0,0.0233,0.01472,0.095359,0.047876
2,float,uniform,GPU,"P | P | P | P",320,64,0.008288,0,0.022899,0.0136,0.093879,0.044787
2,float,uniform,GPU,"P | P | P | P",320,65,0.012832,0,0.020079,0.014688,0.086729,0.047599
2,float,uniform,GPU,"P | P | P | P",320,66,0.010272,0,0.031049,0.01456,0.104549,0.055881
2,float,uniform,GPU,"P | P | P | P",320,67,0.010656,0,0.023331,0.014432,0.098229,0.048419
2,float,uniform,GPU,"P | P | P | P",320,68,0.008,0,0.02313,0.014976,0.094609,0.046106
2,float,uniform,GPU,"P | P | P | P",320,69,0.009568,0,0.02338,0.01456,0.09405,0.047508
2,float,uniform,GPU,"P | P | P | P",320,70,0.01056,0,0.02318,0.013856,0.096889,0.047596
2,float,uniform,GPU,"P | P | P | P",320,71,0.009088,0,0.02315,0.020864,0.10125,0.053102
2,float,uniform,GPU,"P | P | P | P",320,72,0.01008,0,0.02325,0.014144,0.095309,0.047474
2,float,uniform,GPU,"P | P | P | P",320,73,0.011264,0,0.023439,0.014144,0.096379,0.048847
2,float,uniform,GPU,"P | P | P | P",320,74,0.010016,0,0.0237,0.012704,0.095979,0.04642
2,float,uniform,GPU,"P | P | P | P",384,0,0.025888,0,0.03113,0.024128,0.133889,0.081146
2,float,uniform,GPU,"P | P | P | P",384,1,0.008256,0,0.02441,0.015456,0.100979,0.048122
2,float,uniform,GPU,"P | P | P | P",384,2,0.008224,0,0.024139,0.01568,0.098399,0.048043
2,float,uniform,GPU,"P | P | P | P",384,3,0.007936,0,0.02377,0.014784,0.097799,0.04649
2,float,uniform,GPU,"P | P | P | P",384,4,0.008928,0,0.023849,0.015552,0.097239,0.048329
2,float,uniform,GPU,"P | P | P | P",384,5,0.00864,0,0.02409,0.014752,0.098568,0.047482
2,float,uniform,GPU,"P | P | P | P",384,6,0.008064,0,0.02366,0.01488,0.098779,0.046604
2,float,uniform,GPU,"P | P | P | P",384,7,0.008096,0,0.023959,0.015168,0.097919,0.047223
2,float,uniform,GPU,"P | P | P | P",384,8,0.009024,0,0.0314,0.012608,0.104649,0.053032
2,float,uniform,GPU,"P | P | P | P",384,9,0.008384,0,0.0241,0.014656,0.097999,0.04714
2,float,uniform,GPU,"P | P | P | P",384,10,0.008256,0,0.02402,0.01376,0.097279,0.046036
2,float,uniform,GPU,"P | P | P | P",384,11,0.009024,0,0.024101,0.014336,0.098109,0.047461
2,float,uniform,GPU,"P | P | P | P",384,12,0.008096,0,0.02457,0.015392,0.098709,0.048058
2,float,uniform,GPU,"P | P | P | P",384,13,0.008992,0,0.02396,0.014304,0.099339,0.047256
2,float,uniform,GPU,"P | P | P | P",384,14,0.009504,0,0.023839,0.015456,0.100129,0.048799
2,float,uniform,GPU,"P | P | P | P",384,15,0.008352,0,0.023729,0.014272,0.099439,0.046353
2,float,uniform,GPU,"P | P | P | P",384,16,0.01024,0,0.02127,0.01536,0.088899,0.04687
2,float,uniform,GPU,"P | P | P | P",384,17,0.008992,0,0.024559,0.014656,0.098199,0.048207
2,float,uniform,GPU,"P | P | P | P",384,18,0.012256,0,0.0244,0.014752,0.102129,0.051408
2,float,uniform,GPU,"P | P | P | P",384,19,0.008928,0,0.02392,0.016,0.099369,0.048848
2,float,uniform,GPU,"P | P | P | P",384,20,0.008544,0,0.02409,0.014912,0.098299,0.047546
2,float,uniform,GPU,"P | P | P | P",384,21,0.00848,0,0.024489,0.013984,0.098069,0.046953
2,float,uniform,GPU,"P | P | P | P",384,22,0.008512,0,0.02382,0.014848,0.097119,0.04718
2,float,uniform,GPU,"P | P | P | P",384,23,0.009888,0,0.02062,0.016288,0.090289,0.046796
2,float,uniform,GPU,"P | P | P | P",384,24,0.007936,0,0.02398,0.014752,0.098178,0.046668
2,float,uniform,GPU,"P | P | P | P",384,25,0.007968,0,0.02393,0.013312,0.096099,0.04521
2,float,uniform,GPU,"P | P | P | P",384,26,0.008032,0,0.024259,0.014432,0.098169,0.046723
2,float,uniform,GPU,"P | P | P | P",384,27,0.010016,0,0.02451,0.014368,0.099339,0.048894
2,float,uniform,GPU,"P | P | P | P",384,28,0.00816,0,0.02398,0.020448,0.103069,0.052588
2,float,uniform,GPU,"P | P | P | P",384,29,0.008352,0,0.02386,0.015104,0.098109,0.047316
2,float,uniform,GPU,"P | P | P | P",384,30,0.008512,0,0.02401,0.012896,0.097769,0.045418
2,float,uniform,GPU,"P | P | P | P",384,31,0.00864,0,0.02409,0.014688,0.098279,0.047418
2,float,uniform,GPU,"P | P | P | P",384,32,0.008544,0,0.02371,0.0136,0.098889,0.045854
2,float,uniform,GPU,"P | P | P | P",384,33,0.008128,0,0.024,0.014816,0.097279,0.046944
2,float,uniform,GPU,"P | P | P | P",384,34,0.008608,0,0.137279,0.015072,0.211568,0.160959
2,float,uniform,GPU,"P | P | P | P",384,35,0.008064,0,0.02405,0.014848,0.097939,0.046962
2,float,uniform,GPU,"P | P | P | P",384,36,0.008928,0,0.02411,0.014528,0.098179,0.047566
2,float,uniform,GPU,"P | P | P | P",384,37,0.033504,0,0.036459,0.028896,0.157548,0.098859
2,float,uniform,GPU,"P | P | P | P",384,38,0.008416,0,0.02426,0.014272,0.098889,0.046948
2,float,uniform,GPU,"P | P | P | P",384,39,0.008576,0,0.02414,0.014464,0.098939,0.04718
2,float,uniform,GPU,"P | P | P | P",384,40,0.008416,0,0.023889,0.013696,0.097469,0.046001
2,float,uniform,GPU,"P | P | P | P",384,41,0.008672,0,0.02389,0.014848,0.098979,0.04741
2,float,uniform,GPU,"P | P | P | P",384,42,0.008288,0,0.02446,0.01488,0.100799,0.047628
2,float,uniform,GPU,"P | P | P | P",384,43,0.008928,0,0.024799,0.015712,0.099239,0.049439
2,float,uniform,GPU,"P | P | P | P",384,44,0.008448,0,0.023999,0.014304,0.098459,0.046751
2,float,uniform,GPU,"P | P | P | P",384,45,0.008064,0,0.02396,0.018144,0.100889,0.050168
2,float,uniform,GPU,"P | P | P | P",384,46,0.00864,0,0.024149,0.014528,0.098209,0.047317
2,float,uniform,GPU,"P | P | P | P",384,47,0.009664,0,0.02373,0.015392,0.100288,0.048786
2,float,uniform,GPU,"P | P | P | P",384,48,0.010144,0,0.02407,0.01536,0.100529,0.049574
2,float,uniform,GPU,"P | P | P | P",384,49,0.009376,0,0.020698,0.016224,0.088949,0.046298
2,float,uniform,GPU,"P | P | P | P",384,50,0.008832,0,0.02405,0.014976,0.098409,0.047858
2,float,uniform,GPU,"P | P | P | P",384,51,0.008352,0,0.024709,0.015232,0.102499,0.048293
2,float,uniform,GPU,"P | P | P | P",384,52,0.007296,0,0.024129,0.014528,0.096589,0.045953
2,float,uniform,GPU,"P | P | P | P",384,53,0.00816,0,0.02449,0.014784,0.099528,0.047434
2,float,uniform,GPU,"P | P | P | P",384,54,0.008416,0,0.02374,0.014144,0.097179,0.0463
2,float,uniform,GPU,"P | P | P | P",384,55,0.008,0,0.024409,0.014496,0.097519,0.046905
2,float,uniform,GPU,"P | P | P | P",384,56,0.009472,0,0.023639,0.014336,0.097769,0.047447
2,float,uniform,GPU,"P | P | P | P",384,57,0.009984,0,0.023919,0.022432,0.106379,0.056335
2,float,uniform,GPU,"P | P | P | P",384,58,0.008672,0,0.0239,0.01472,0.098259,0.047292
2,float,uniform,GPU,"P | P | P | P",384,59,0.008992,0,0.02392,0.015008,0.098309,0.04792
2,float,uniform,GPU,"P | P | P | P",384,60,0.00832,0,0.02493,0.014848,0.099599,0.048098
2,float,uniform,GPU,"P | P | P | P",384,61,0.008512,0,0.02428,0.014496,0.098839,0.047288
2,float,uniform,GPU,"P | P | P | P",384,62,0.010528,0,0.02416,0.014624,0.098598,0.049312
2,float,uniform,GPU,"P | P | P | P",384,63,0.00784,0,0.023839,0.01472,0.097469,0.046399
2,float,uniform,GPU,"P | P | P | P",384,64,0.008192,0,0.02406,0.014752,0.098239,0.047004
2,float,uniform,GPU,"P | P | P | P",384,65,0.0088,0,0.0238,0.014336,0.097629,0.046936
2,float,uniform,GPU,"P | P | P | P",384,66,0.008096,0,0.02404,0.013568,0.097259,0.045704
2,float,uniform,GPU,"P | P | P | P",384,67,0.010624,0,0.02079,0.014464,0.089059,0.045878
2,float,uniform,GPU,"P | P | P | P",384,68,0.009056,0,0.02034,0.015904,0.087569,0.0453
2,float,uniform,GPU,"P | P | P | P",384,69,0.008672,0,0.02475,0.014144,0.097219,0.047566
2,float,uniform,GPU,"P | P | P | P",384,70,0.007936,0,0.024179,0.01344,0.099379,0.045555
2,float,uniform,GPU,"P | P | P | P",384,71,0.00816,0,0.02426,0.015744,0.098939,0.048164
2,float,uniform,GPU,"P | P | P | P",384,72,0.009248,0,0.02389,0.014528,0.097399,0.047666
2,float,uniform,GPU,"P | P | P | P",384,73,0.008096,0,0.02396,0.014784,0.098289,0.04684
2,float,uniform,GPU,"P | P | P | P",384,74,0.007872,0,0.023629,0.014176,0.097229,0.045677
2,float,uniform,GPU,"P | P | P | P",448,0,0.02288,0,0.02817,0.023008,0.131688,0.074058
2,float,uniform,GPU,"P | P | P | P",448,1,0.010784,0,0.02456,0.016576,0.107228,0.05192
2,float,uniform,GPU,"P | P | P | P",448,2,0.009408,0,0.024339,0.01648,0.106129,0.050227
2,float,uniform,GPU,"P | P | P | P",448,3,0.010848,0,0.02462,0.015232,0.103699,0.0507
2,float,uniform,GPU,"P | P | P | P",448,4,0.010176,0,0.02475,0.015808,0.105449,0.050734
2,float,uniform,GPU,"P | P | P | P",448,5,0.009344,0,0.02392,0.016224,0.104138,0.049488
2,float,uniform,GPU,"P | P | P | P",448,6,0.010592,0,0.02444,0.015456,0.103109,0.050488
2,float,uniform,GPU,"P | P | P | P",448,7,0.011264,0,0.024,0.014656,0.105039,0.04992
2,float,uniform,GPU,"P | P | P | P",448,8,0.01104,0,0.02479,0.013856,0.104529,0.049686
2,float,uniform,GPU,"P | P | P | P",448,9,0.01648,0,0.024689,0.015328,0.110319,0.056497
2,float,uniform,GPU,"P | P | P | P",448,10,0.010272,0,0.02406,0.014848,0.103549,0.04918
2,float,uniform,GPU,"P | P | P | P",448,11,0.011264,0,0.024349,0.015648,0.105459,0.051261
2,float,uniform,GPU,"P | P | P | P",448,12,0.01088,0,0.02431,0.015168,0.103999,0.050358
2,float,uniform,GPU,"P | P | P | P",448,13,0.012576,0,0.02423,0.125408,0.217668,0.162214
2,float,uniform,GPU,"P | P | P | P",448,14,0.010304,0,0.02434,0.015232,0.104679,0.049876
2,float,uniform,GPU,"P | P | P | P",448,15,0.010976,0,0.02384,0.014656,0.104179,0.049472
2,float,uniform,GPU,"P | P | P | P",448,16,0.010336,0,0.02389,0.013408,0.10277,0.047634
2,float,uniform,GPU,"P | P | P | P",448,17,0.00944,0,0.024339,0.014112,0.102049,0.047891
2,float,uniform,GPU,"P | P | P | P",448,18,0.01008,0,0.02585,0.01504,0.104319,0.05097
2,float,uniform,GPU,"P | P | P | P",448,19,0.00992,0,0.02419,0.016384,0.105548,0.050494
2,float,uniform,GPU,"P | P | P | P",448,20,0.010976,0,0.02386,0.01424,0.103498,0.049076
2,float,uniform,GPU,"P | P | P | P",448,21,0.01056,0,0.02414,0.014624,0.102999,0.049324
2,float,uniform,GPU,"P | P | P | P",448,22,0.010368,0,0.02373,0.01488,0.103669,0.048978
2,float,uniform,GPU,"P | P | P | P",448,23,0.009888,0,0.02386,0.012736,0.108439,0.046484
2,float,uniform,GPU,"P | P | P | P",448,24,0.010656,0,0.02067,0.017152,0.094449,0.048478
2,float,uniform,GPU,"P | P | P | P",448,25,0.009568,0,0.024249,0.0144,0.102859,0.048217
2,float,uniform,GPU,"P | P | P | P",448,26,0.011168,0,0.024,0.013504,0.106528,0.048672
2,float,uniform,GPU,"P | P | P | P",448,27,0.010464,0,0.02395,0.01456,0.102699,0.048974
2,float,uniform,GPU,"P | P | P | P",448,28,0.00944,0,0.02398,0.01504,0.104038,0.04846
2,float,uniform,GPU,"P | P | P | P",448,29,0.009664,0,0.02449,0.014496,0.103039,0.04865
2,float,uniform,GPU,"P | P | P | P",448,30,0.010816,0,0.02136,0.01728,0.09647,0.049456
2,float,uniform,GPU,"P | P | P | P",448,31,0.009504,0,0.02393,0.015168,0.104259,0.048602
2,float,uniform,GPU,"P | P | P | P",448,32,0.009472,0,0.02436,0.015456,0.103879,0.049288
2,float,uniform,GPU,"P | P | P | P",448,33,0.01088,0,0.024149,0.013248,0.104399,0.048277
2,float,uniform,GPU,"P | P | P | P",448,34,0.009696,0,0.02472,0.014752,0.102879,0.049168
2,float,uniform,GPU,"P | P | P | P",448,35,0.010752,0,0.024171,0.014848,0.104229,0.049771
2,float,uniform,GPU,"P | P | P | P",448,36,0.010176,0,0.024879,0.01472,0.104299,0.049775
2,float,uniform,GPU,"P | P | P | P",448,37,0.010432,0,0.02456,0.0144,0.102829,0.049392
2,float,uniform,GPU,"P | P | P | P",448,38,0.011104,0,0.024269,0.015424,0.105219,0.050797
2,float,uniform,GPU,"P | P | P | P",448,39,0.010624,0,0.024061,0.014624,0.104059,0.049309
2,float,uniform,GPU,"P | P | P | P",448,40,0.010016,0,0.02383,0.01584,0.104369,0.049686
2,float,uniform,GPU,"P | P | P | P",448,41,0.009728,0,0.023849,0.014144,0.103429,0.047721
2,float,uniform,GPU,"P | P | P | P",448,42,0.010688,0,0.02398,0.014368,0.103979,0.049036
2,float,uniform,GPU,"P | P | P | P",448,43,0.010176,0,0.02445,0.0144,0.103009,0.049026
2,float,uniform,GPU,"P | P | P | P",448,44,0.009664,0,0.024349,0.01568,0.104859,0.049693
2,float,uniform,GPU,"P | P | P | P",448,45,0.010496,0,0.02427,0.015552,0.104959,0.050318
2,float,uniform,GPU,"P | P | P | P",448,46,0.009376,0,0.023649,0.014144,0.101679,0.047169
2,float,uniform,GPU,"P | P | P | P",448,47,0.010592,0,0.023979,0.0152,0.102989,0.049771
2,float,uniform,GPU,"P | P | P | P",448,48,0.010784,0,0.023769,0.014784,0.103959,0.049337
2,float,uniform,GPU,"P | P | P | P",448,49,0.011264,0,0.02448,0.014144,0.216238,0.049888
2,float,uniform,GPU,"P | P | P | P",448,50,0.010816,0,0.023989,0.01488,0.104099,0.049685
2,float,uniform,GPU,"P | P | P | P",448,51,0.010112,0,0.024439,0.014336,0.103409,0.048887
2,float,uniform,GPU,"P | P | P | P",448,52,0.009632,0,0.024,0.014848,0.103139,0.04848
2,float,uniform,GPU,"P | P | P | P",448,53,0.009728,0,0.023879,0.013824,0.102099,0.047431
2,float,uniform,GPU,"P | P | P | P",448,54,0.122592,0,0.023969,0.01424,0.214498,0.160801
2,float,uniform,GPU,"P | P | P | P",448,55,0.011648,0,0.02078,0.017664,0.095209,0.050092
2,float,uniform,GPU,"P | P | P | P",448,56,0.009152,0,0.024639,0.014496,0.103509,0.048287
2,float,uniform,GPU,"P | P | P | P",448,57,0.010304,0,0.023699,0.015712,0.105159,0.049715
2,float,uniform,GPU,"P | P | P | P",448,58,0.011104,0,0.024449,0.01552,0.105439,0.051073
2,float,uniform,GPU,"P | P | P | P",448,59,0.009984,0,0.02449,0.012992,0.102148,0.047466
2,float,uniform,GPU,"P | P | P | P",448,60,0.010304,0,0.02477,0.014048,0.103369,0.049122
2,float,uniform,GPU,"P | P | P | P",448,61,0.010432,0,0.024641,0.0152,0.104919,0.050273
2,float,uniform,GPU,"P | P | P | P",448,62,0.010816,0,0.02386,0.01376,0.103119,0.048436
2,float,uniform,GPU,"P | P | P | P",448,63,0.011296,0,0.024329,0.014688,0.104519,0.050313
2,float,uniform,GPU,"P | P | P | P",448,64,0.009472,0,0.02383,0.015808,0.103659,0.04911
2,float,uniform,GPU,"P | P | P | P",448,65,0.010688,0,0.0245,0.014048,0.104669,0.049236
2,float,uniform,GPU,"P | P | P | P",448,66,0.010048,0,0.02385,0.015808,0.104269,0.049706
2,float,uniform,GPU,"P | P | P | P",448,67,0.009856,0,0.02405,0.015232,0.103129,0.049138
2,float,uniform,GPU,"P | P | P | P",448,68,0.01104,0,0.02388,0.014912,0.103389,0.049832
2,float,uniform,GPU,"P | P | P | P",448,69,0.010944,0,0.0242,0.0144,0.104549,0.049544
2,float,uniform,GPU,"P | P | P | P",448,70,0.01056,0,0.024,0.014144,0.103399,0.048704
2,float,uniform,GPU,"P | P | P | P",448,71,0.011392,0,0.023989,0.016512,0.159289,0.051893
2,float,uniform,GPU,"P | P | P | P",448,72,0.009344,0,0.02423,0.014528,0.102849,0.048102
2,float,uniform,GPU,"P | P | P | P",448,73,0.011104,0,0.02291,0.015616,0.101979,0.04963
2,float,uniform,GPU,"P | P | P | P",448,74,0.010368,0,0.02402,0.014112,0.104499,0.0485
2,float,uniform,GPU,"P | P | P | P",512,0,0.017696,0,0.02911,0.024992,0.130878,0.071798
2,float,uniform,GPU,"P | P | P | P",512,1,0.01696,0,0.0249,0.015584,0.116639,0.057444
