dim,precision,solver_type,api,bc_name,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
2,float,uniform,CPU,"N | N | N | N",64,0,0.078592,0,0.084479,192.91,193.162,193.073
2,float,uniform,CPU,"N | N | N | N",64,1,0.032576,0,0.03424,0.011072,0.124109,0.077888
2,float,uniform,CPU,"N | N | N | N",64,2,0.0264,0,0.0252,0.0104,0.101349,0.062
2,float,uniform,CPU,"N | N | N | N",64,3,0.025792,0,0.02557,0.00992,0.101479,0.061282
2,float,uniform,CPU,"N | N | N | N",64,4,0.02528,0,0.026849,0.0088,0.098379,0.060929
2,float,uniform,CPU,"N | N | N | N",64,5,0.028352,0,0.02703,0.007776,0.10241,0.063158
2,float,uniform,CPU,"N | N | N | N",64,6,0.023648,0,0.02607,0.008672,0.099119,0.05839
2,float,uniform,CPU,"N | N | N | N",64,7,0.026208,0,0.02621,0.007872,0.099598,0.06029
2,float,uniform,CPU,"N | N | N | N",64,8,0.024128,0,0.02571,0.00704,0.095249,0.056878
2,float,uniform,CPU,"N | N | N | N",64,9,0.02656,0,0.026559,0.010208,0.102269,0.063327
2,float,uniform,CPU,"N | N | N | N",64,10,0.024128,0,0.02592,0.007648,0.097059,0.057696
2,float,uniform,CPU,"N | N | N | N",64,11,0.024256,0,0.0261,0.008,0.097939,0.058356
2,float,uniform,CPU,"N | N | N | N",64,12,0.024864,0,0.02679,0.009152,0.098879,0.060806
2,float,uniform,CPU,"N | N | N | N",64,13,0.028352,0,0.023519,0.009248,0.094359,0.061119
2,float,uniform,CPU,"N | N | N | N",64,14,0.023872,0,0.02984,0.008576,0.102899,0.062288
2,float,uniform,CPU,"N | N | N | N",64,15,0.023648,0,0.026179,0.006624,0.096189,0.056451
2,float,uniform,CPU,"N | N | N | N",64,16,0.0264,0,0.0261,0.009024,0.105519,0.061524
2,float,uniform,CPU,"N | N | N | N",64,17,0.024352,0,0.025189,0.008096,0.096879,0.057637
2,float,uniform,CPU,"N | N | N | N",64,18,0.024416,0,0.02619,0.0088,0.099829,0.059406
2,float,uniform,CPU,"N | N | N | N",64,19,0.02368,0,0.02516,0.009824,0.098788,0.058664
2,float,uniform,CPU,"N | N | N | N",64,20,0.027392,0,0.02582,0.00896,0.101189,0.062172
2,float,uniform,CPU,"N | N | N | N",64,21,0.026176,0,0.02561,0.009248,0.100489,0.061034
2,float,uniform,CPU,"N | N | N | N",64,22,0.0256,0,0.02539,0.005152,0.094459,0.056142
2,float,uniform,CPU,"N | N | N | N",64,23,0.025632,0,0.02533,0.005728,0.093879,0.05669
2,float,uniform,CPU,"N | N | N | N",64,24,0.024032,0,0.025289,0.0072,0.096429,0.056521
2,float,uniform,CPU,"N | N | N | N",64,25,0.024096,0,0.02515,0.007168,0.097409,0.056414
2,float,uniform,CPU,"N | N | N | N",64,26,0.025344,0,0.02566,0.00848,0.094669,0.059484
2,float,uniform,CPU,"N | N | N | N",64,27,0.026592,0,0.025048,0.008768,0.097849,0.060408
2,float,uniform,CPU,"N | N | N | N",64,28,0.025792,0,0.027559,0.008256,0.104099,0.061607
2,float,uniform,CPU,"N | N | N | N",64,29,0.025696,0,0.025981,0.00848,0.099309,0.060157
2,float,uniform,CPU,"N | N | N | N",64,30,0.024384,0,0.02565,0.008224,0.098209,0.058258
2,float,uniform,CPU,"N | N | N | N",64,31,0.027008,0,0.025799,0.007424,0.098259,0.060231
2,float,uniform,CPU,"N | N | N | N",64,32,0.022976,0,0.02416,0.009504,0.089799,0.05664
2,float,uniform,CPU,"N | N | N | N",64,33,0.02528,0,0.02768,0.006496,0.09643,0.059456
2,float,uniform,CPU,"N | N | N | N",64,34,0.024256,0,0.02554,0.009408,0.099629,0.059204
2,float,uniform,CPU,"N | N | N | N",64,35,0.025248,0,0.027229,0.007296,0.099399,0.059773
2,float,uniform,CPU,"N | N | N | N",64,36,0.024,0,0.02639,0.00944,0.099019,0.05983
2,float,uniform,CPU,"N | N | N | N",64,37,0.02624,0,0.02679,0.00736,0.099768,0.06039
2,float,uniform,CPU,"N | N | N | N",64,38,0.024672,0,0.026,0.006944,0.096959,0.057616
2,float,uniform,CPU,"N | N | N | N",64,39,0.024544,0,0.0267,0.0072,0.098849,0.058444
2,float,uniform,CPU,"N | N | N | N",64,40,0.025056,0,0.02655,0.00928,0.100209,0.060886
2,float,uniform,CPU,"N | N | N | N",64,41,0.023552,0,0.026149,0.009408,0.098869,0.059109
2,float,uniform,CPU,"N | N | N | N",64,42,0.031232,0,0.0266,0.009472,0.109249,0.067304
2,float,uniform,CPU,"N | N | N | N",64,43,0.024448,0,0.316527,0.0072,0.387845,0.348175
2,float,uniform,CPU,"N | N | N | N",64,44,0.022432,0,0.02553,0.009696,0.09695,0.057658
2,float,uniform,CPU,"N | N | N | N",64,45,0.025024,0,0.02646,0.008512,0.100308,0.059996
2,float,uniform,CPU,"N | N | N | N",64,46,0.02528,0,0.025779,0.009856,0.099379,0.060915
2,float,uniform,CPU,"N | N | N | N",64,47,0.024928,0,0.02605,0.00928,0.100988,0.060258
2,float,uniform,CPU,"N | N | N | N",64,48,0.0256,0,0.02592,0.00768,0.098189,0.0592
2,float,uniform,CPU,"N | N | N | N",64,49,0.024896,0,0.02536,0.009792,0.100678,0.060048
2,float,uniform,CPU,"N | N | N | N",64,50,0.024512,0,0.02573,0.005376,0.094479,0.055618
2,float,uniform,CPU,"N | N | N | N",64,51,0.024736,0,0.025339,0.00832,0.098549,0.058395
2,float,uniform,CPU,"N | N | N | N",64,52,0.023552,0,0.02532,0.008928,0.097189,0.0578
2,float,uniform,CPU,"N | N | N | N",64,53,0.02656,0,0.02585,0.007104,0.100409,0.059514
2,float,uniform,CPU,"N | N | N | N",64,54,0.027136,0,0.026549,0.00672,0.100299,0.060405
2,float,uniform,CPU,"N | N | N | N",64,55,0.02576,0,0.030039,0.006624,0.102499,0.062423
2,float,uniform,CPU,"N | N | N | N",64,56,0.024928,0,0.02567,0.008992,0.101008,0.05959
2,float,uniform,CPU,"N | N | N | N",64,57,0.025344,0,0.02591,0.009536,0.104479,0.06079
2,float,uniform,CPU,"N | N | N | N",64,58,0.025472,0,0.0252,0.00944,0.099149,0.060112
2,float,uniform,CPU,"N | N | N | N",64,59,0.0248,0,0.02452,0.007808,0.103749,0.057128
2,float,uniform,CPU,"N | N | N | N",64,60,0.026464,0,0.0261,0.198944,0.288667,0.251508
2,float,uniform,CPU,"N | N | N | N",64,61,0.02544,0,0.02734,0.009376,0.101399,0.062156
2,float,uniform,CPU,"N | N | N | N",64,62,0.024928,0,0.02603,0.00656,0.099109,0.057518
2,float,uniform,CPU,"N | N | N | N",64,63,0.024672,0,0.026269,0.012128,0.102569,0.063069
2,float,uniform,CPU,"N | N | N | N",64,64,0.02464,0,0.02654,0.008704,0.098818,0.059884
2,float,uniform,CPU,"N | N | N | N",64,65,0.02592,0,0.02695,0.008448,0.100929,0.061318
2,float,uniform,CPU,"N | N | N | N",64,66,0.025824,0,0.02669,0.009152,0.101339,0.061666
2,float,uniform,CPU,"N | N | N | N",64,67,0.024928,0,0.026749,0.009408,0.101049,0.061085
2,float,uniform,CPU,"N | N | N | N",64,68,0.024608,0,0.0257,0.009536,0.099359,0.059844
2,float,uniform,CPU,"N | N | N | N",64,69,0.02352,0,0.026119,0.008,0.097529,0.057639
2,float,uniform,CPU,"N | N | N | N",64,70,0.025184,0,0.026339,0.008896,0.099679,0.060419
2,float,uniform,CPU,"N | N | N | N",64,71,0.024576,0,0.02624,0.00896,0.098989,0.059776
2,float,uniform,CPU,"N | N | N | N",64,72,0.023744,0,0.02534,0.00704,0.096129,0.056124
2,float,uniform,CPU,"N | N | N | N",64,73,0.024064,0,0.02593,0.007392,0.095999,0.057386
2,float,uniform,CPU,"N | N | N | N",64,74,0.024352,0,0.025199,0.008,0.097209,0.057551
2,float,uniform,CPU,"N | N | N | N",128,0,0.0392,0,0.04819,0.014016,0.146719,0.101406
2,float,uniform,CPU,"N | N | N | N",128,1,0.033408,0,0.03645,0.008768,0.116019,0.078626
2,float,uniform,CPU,"N | N | N | N",128,2,0.030848,0,0.03809,0.009312,0.121478,0.07825
2,float,uniform,CPU,"N | N | N | N",128,3,0.03136,0,0.03607,0.008768,0.113779,0.076198
2,float,uniform,CPU,"N | N | N | N",128,4,0.031968,0,0.03739,0.007328,0.114039,0.076686
2,float,uniform,CPU,"N | N | N | N",128,5,0.028512,0,0.033059,0.009184,0.102669,0.070755
