dim,precision,solver_type,api,bc_name,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
1,double,uniform,GPU,"Ns | Ns",64,0,181.327,0,0.048459,50.0818,231.556,231.458
1,double,uniform,GPU,"Ns | Ns",256,40,0.01152,0,0.03488,0.008128,0.088779,0.054528
1,double,uniform,GPU,"Ns | Ns",256,41,0.012768,0,0.0351,0.008032,0.090869,0.0559
1,double,uniform,GPU,"Ns | Ns",256,42,0.012416,0,0.03494,0.007744,0.091009,0.0551
1,double,uniform,GPU,"Ns | Ns",256,43,0.0096,0,0.03527,0.00912,0.089139,0.05399
1,double,uniform,GPU,"Ns | Ns",256,44,0.01152,0,0.03496,0.00816,0.09183,0.05464
1,double,uniform,GPU,"Ns | Ns",256,45,0.012832,0,0.035089,0.005984,0.094919,0.053905
1,double,uniform,GPU,"Ns | Ns",256,46,0.01136,0,0.035639,0.0064,0.088599,0.053399
1,double,uniform,GPU,"Ns | Ns",256,47,0.01104,0,0.03545,0.007296,0.088109,0.053786
1,double,uniform,GPU,"Ns | Ns",256,48,0.011264,0,0.03477,0.008256,0.089099,0.05429
1,double,uniform,GPU,"Ns | Ns",256,49,0.011744,0,0.03495,0.007808,0.09011,0.054502
1,double,uniform,GPU,"Ns | Ns",256,50,0.01136,0,0.03514,0.007776,0.089079,0.054276
1,double,uniform,GPU,"Ns | Ns",256,51,0.011232,0,0.034639,0.007424,0.088759,0.053295
1,double,uniform,GPU,"Ns | Ns",256,52,0.011008,0,0.034749,0.007712,0.087369,0.053469
1,double,uniform,GPU,"Ns | Ns",256,53,0.01056,0,0.0353,0.00768,0.088529,0.05354
1,double,uniform,GPU,"Ns | Ns",256,54,0.012256,0,0.035029,0.008672,0.092639,0.055957
1,double,uniform,GPU,"Ns | Ns",256,55,0.011648,0,0.035079,0.008128,0.090199,0.054855
1,double,uniform,GPU,"Ns | Ns",256,56,0.011648,0,0.03475,0.006976,0.091028,0.053374
1,double,uniform,GPU,"Ns | Ns",256,57,0.010848,0,0.0351,0.008384,0.090059,0.054332
1,double,uniform,GPU,"Ns | Ns",256,58,0.012,0,0.03571,0.008064,0.091299,0.055774
1,double,uniform,GPU,"Ns | Ns",256,59,0.011072,0,0.03509,0.00736,0.088049,0.053522
1,double,uniform,GPU,"Ns | Ns",256,60,0.01024,0,0.03489,0.008608,0.088229,0.053738
1,double,uniform,GPU,"Ns | Ns",256,61,0.011968,0,0.03551,0.007488,0.091179,0.054966
1,double,uniform,GPU,"Ns | Ns",256,62,0.01456,0,0.03231,0.01648,0.092799,0.06335
1,double,uniform,GPU,"Ns | Ns",256,63,0.010784,0,0.03473,0.008224,0.088859,0.053738
1,double,uniform,GPU,"Ns | Ns",256,64,0.01024,0,0.03539,0.008672,0.08959,0.054302
1,double,uniform,GPU,"Ns | Ns",256,65,0.012064,0,0.034809,0.007136,0.087549,0.054009
1,double,uniform,GPU,"Ns | Ns",256,66,0.012224,0,0.03498,0.007488,0.090889,0.054692
1,double,uniform,GPU,"Ns | Ns",256,67,0.010688,0,0.0349,0.008,0.088428,0.053588
1,double,uniform,GPU,"Ns | Ns",256,68,0.01136,0,0.03473,0.007808,0.090059,0.053898
1,double,uniform,GPU,"Ns | Ns",256,69,0.011744,0,0.03514,0.007168,0.090729,0.054052
1,double,uniform,GPU,"Ns | Ns",256,70,0.011744,0,0.035229,0.009664,0.092279,0.056637
1,double,uniform,GPU,"Ns | Ns",256,71,0.0112,0,0.0347,0.008992,0.091689,0.054892
1,double,uniform,GPU,"Ns | Ns",256,72,0.01072,0,0.03486,0.00816,0.088509,0.05374
1,double,uniform,GPU,"Ns | Ns",256,73,0.010752,0,0.035289,0.00784,0.088079,0.053881
1,double,uniform,GPU,"Ns | Ns",256,74,0.012832,0,0.035119,0.008864,0.091569,0.056815
1,double,uniform,GPU,"Ns | Ns",320,0,0.0232,0,0.04246,0.011072,0.119419,0.076732
1,double,uniform,GPU,"Ns | Ns",320,1,0.011872,0,0.03803,0.00864,0.100769,0.058542
1,double,uniform,GPU,"Ns | Ns",320,2,0.01056,0,0.086709,0.008992,0.142468,0.106261
1,double,uniform,GPU,"Ns | Ns",320,3,0.010304,0,0.03753,0.007264,0.091508,0.055098
1,double,uniform,GPU,"Ns | Ns",320,4,0.013408,0,0.03851,0.006528,0.096959,0.058446
1,double,uniform,GPU,"Ns | Ns",320,5,0.011392,0,0.03816,0.007904,0.09381,0.057456
1,double,uniform,GPU,"Ns | Ns",320,6,0.011264,0,0.037989,0.007168,0.092969,0.056421
1,double,uniform,GPU,"Ns | Ns",320,7,0.011488,0,0.03823,0.008032,0.091239,0.05775
1,double,uniform,GPU,"Ns | Ns",320,8,0.013952,0,0.03816,0.007104,0.096779,0.059216
1,double,uniform,GPU,"Ns | Ns",320,9,0.013696,0,0.03818,0.006912,0.096259,0.058788
1,double,uniform,GPU,"Ns | Ns",320,10,0.010752,0,0.03914,0.007584,0.092959,0.057476
1,double,uniform,GPU,"Ns | Ns",320,11,0.011648,0,0.03418,0.007136,0.084039,0.052964
1,double,uniform,GPU,"Ns | Ns",320,12,0.012256,0,0.037949,0.008032,0.093499,0.058237
1,double,uniform,GPU,"Ns | Ns",320,13,0.013088,0,0.038,0.007744,0.094719,0.058832
1,double,uniform,GPU,"Ns | Ns",320,14,0.014624,0,0.037719,0.007264,0.097869,0.059607
1,double,uniform,GPU,"Ns | Ns",320,15,0.010144,0,0.037829,0.007904,0.091739,0.055877
1,double,uniform,GPU,"Ns | Ns",320,16,0.018592,0,0.035949,0.008352,0.098309,0.062893
1,double,uniform,GPU,"Ns | Ns",320,17,0.01056,0,0.03763,0.008416,0.092979,0.056606
1,double,uniform,GPU,"Ns | Ns",320,18,0.012096,0,0.03871,0.006752,0.093839,0.057558
1,double,uniform,GPU,"Ns | Ns",320,19,0.012128,0,0.037679,0.008736,0.094119,0.058543
1,double,uniform,GPU,"Ns | Ns",320,20,0.011616,0,0.037569,0.007328,0.091619,0.056513
1,double,uniform,GPU,"Ns | Ns",320,21,0.01264,0,0.0375,0.00768,0.095369,0.05782
1,double,uniform,GPU,"Ns | Ns",320,22,0.012256,0,0.03752,0.007552,0.093719,0.057328
1,double,uniform,GPU,"Ns | Ns",320,23,0.01328,0,0.03395,0.009888,0.085459,0.057118
1,double,uniform,GPU,"Ns | Ns",320,24,0.01264,0,0.03769,0.006944,0.094459,0.057274
1,double,uniform,GPU,"Ns | Ns",320,25,0.013888,0,0.03781,0.007296,0.094989,0.058994
1,double,uniform,GPU,"Ns | Ns",320,26,0.012512,0,0.03752,0.007008,0.09411,0.05704
1,double,uniform,GPU,"Ns | Ns",320,27,0.012704,0,0.036719,0.008512,0.093259,0.057935
1,double,uniform,GPU,"Ns | Ns",320,28,0.011808,0,0.03743,0.007648,0.09231,0.056886
1,double,uniform,GPU,"Ns | Ns",320,29,0.010816,0,0.037939,0.006656,0.092059,0.055411
1,double,uniform,GPU,"Ns | Ns",320,30,0.01232,0,0.038089,0.006816,0.093729,0.057225
1,double,uniform,GPU,"Ns | Ns",320,31,0.010624,0,0.03769,0.006336,0.091189,0.05465
1,double,uniform,GPU,"Ns | Ns",320,32,0.010848,0,0.03782,0.008672,0.092789,0.05734
1,double,uniform,GPU,"Ns | Ns",320,33,0.01152,0,0.03794,0.008416,0.093268,0.057876
1,double,uniform,GPU,"Ns | Ns",320,34,0.01152,0,0.038119,0.008064,0.093469,0.057703
1,double,uniform,GPU,"Ns | Ns",320,35,0.01136,0,0.03846,0.007616,0.09331,0.057436
1,double,uniform,GPU,"Ns | Ns",320,36,0.011904,0,0.038868,0.006848,0.094579,0.05762
1,double,uniform,GPU,"Ns | Ns",320,37,0.010144,0,0.037609,0.007744,0.190738,0.055497
1,double,uniform,GPU,"Ns | Ns",320,38,0.011296,0,0.03786,0.008256,0.09253,0.057412
1,double,uniform,GPU,"Ns | Ns",320,39,0.011008,0,0.037759,0.00816,0.092999,0.056927
1,double,uniform,GPU,"Ns | Ns",320,40,0.010272,0,0.03773,0.008064,0.09119,0.056066
1,double,uniform,GPU,"Ns | Ns",320,41,0.014048,0,0.03771,0.008096,0.098139,0.059854
1,double,uniform,GPU,"Ns | Ns",320,42,0.010336,0,0.03428,0.009248,0.08209,0.053864
1,double,uniform,GPU,"Ns | Ns",320,43,0.012,0,0.037689,0.007616,0.094749,0.057305
1,double,uniform,GPU,"Ns | Ns",320,44,0.01216,0,0.03805,0.006752,0.098519,0.056962
1,double,uniform,GPU,"Ns | Ns",320,45,0.014112,0,0.124078,0.006816,0.181608,0.145006
1,double,uniform,GPU,"Ns | Ns",320,46,0.010656,0,0.037809,0.006592,0.091719,0.055057
1,double,uniform,GPU,"Ns | Ns",320,47,0.011456,0,0.03746,0.007264,0.093609,0.05618
1,double,uniform,GPU,"Ns | Ns",320,48,0.010464,0,0.037679,0.005856,0.091239,0.053999
1,double,uniform,GPU,"Ns | Ns",320,49,0.011264,0,0.03781,0.007424,0.091779,0.056498
1,double,uniform,GPU,"Ns | Ns",320,50,0.01328,0,0.03762,0.00752,0.094249,0.05842
1,double,uniform,GPU,"Ns | Ns",320,51,0.012544,0,0.03756,0.0072,0.093409,0.057304
1,double,uniform,GPU,"Ns | Ns",320,52,0.012096,0,0.037839,0.007968,0.093289,0.057903
1,double,uniform,GPU,"Ns | Ns",320,53,0.0128,0,0.03752,0.007296,0.100189,0.057616
1,double,uniform,GPU,"Ns | Ns",320,54,0.012352,0,0.037429,0.00592,0.092259,0.055701
1,double,uniform,GPU,"Ns | Ns",320,55,0.0128,0,0.03415,0.009248,0.086349,0.056198
1,double,uniform,GPU,"Ns | Ns",320,56,0.010304,0,0.03755,0.009056,0.092739,0.05691
1,double,uniform,GPU,"Ns | Ns",320,57,0.012992,0,0.03818,0.008928,0.096969,0.0601
1,double,uniform,GPU,"Ns | Ns",320,58,0.012544,0,0.03788,0.007232,0.094219,0.057656
1,double,uniform,GPU,"Ns | Ns",320,59,0.011584,0,0.037879,0.008064,0.094689,0.057527
1,double,uniform,GPU,"Ns | Ns",320,60,0.011776,0,0.103248,0.00736,0.158948,0.122384
1,double,uniform,GPU,"Ns | Ns",320,61,0.012352,0,0.038779,0.008288,0.095379,0.059419
1,double,uniform,GPU,"Ns | Ns",320,62,0.010752,0,0.038119,0.006944,0.092289,0.055815
1,double,uniform,GPU,"Ns | Ns",320,63,0.012128,0,0.039119,0.008288,0.096019,0.059535
1,double,uniform,GPU,"Ns | Ns",320,64,0.010624,0,0.037559,0.007008,0.091279,0.055191
1,double,uniform,GPU,"Ns | Ns",320,65,0.011648,0,0.037909,0.008,0.094039,0.057557
1,double,uniform,GPU,"Ns | Ns",320,66,0.012352,0,0.03783,0.008096,0.094259,0.058278
1,double,uniform,GPU,"Ns | Ns",320,67,0.010016,0,0.037649,0.008704,0.091339,0.056369
1,double,uniform,GPU,"Ns | Ns",320,68,0.012512,0,0.03794,0.006144,0.095659,0.056596
1,double,uniform,GPU,"Ns | Ns",320,69,0.011648,0,0.037459,0.006208,0.092149,0.055315
1,double,uniform,GPU,"Ns | Ns",320,70,0.01216,0,0.037619,0.00912,0.095679,0.058899
1,double,uniform,GPU,"Ns | Ns",320,71,0.01328,0,0.03787,0.008,0.09477,0.05915
1,double,uniform,GPU,"Ns | Ns",320,72,0.012096,0,0.03784,0.008096,0.093689,0.058032
1,double,uniform,GPU,"Ns | Ns",320,73,0.010336,0,0.03789,0.00688,0.091339,0.055106
1,double,uniform,GPU,"Ns | Ns",320,74,0.012448,0,0.03471,0.008992,0.085469,0.05615
1,double,uniform,GPU,"Ns | Ns",384,0,0.024544,0,0.04945,0.011872,0.133719,0.085866
1,double,uniform,GPU,"Ns | Ns",384,1,0.011296,0,0.04534,0.008896,0.099779,0.065532
1,double,uniform,GPU,"Ns | Ns",384,2,0.01024,0,0.044549,0.008928,0.098449,0.063717
1,double,uniform,GPU,"Ns | Ns",384,3,0.011872,0,0.04536,0.009056,0.100739,0.066288
1,double,uniform,GPU,"Ns | Ns",384,4,0.011744,0,0.04532,0.007936,0.099569,0.065
1,double,uniform,GPU,"Ns | Ns",384,5,0.01072,0,0.04554,0.008672,0.099309,0.064932
1,double,uniform,GPU,"Ns | Ns",384,6,0.012064,0,0.045238,0.008896,0.102189,0.066198
1,double,uniform,GPU,"Ns | Ns",384,7,0.011968,0,0.041579,0.01008,0.093069,0.063627
1,double,uniform,GPU,"Ns | Ns",384,8,0.01344,0,0.045619,0.009024,0.102539,0.068083
1,double,uniform,GPU,"Ns | Ns",384,9,0.012288,0,0.04542,0.008672,0.101668,0.06638
1,double,uniform,GPU,"Ns | Ns",384,10,0.017792,0,0.04529,0.008128,0.106059,0.07121
1,double,uniform,GPU,"Ns | Ns",384,11,0.011968,0,0.045829,0.009088,0.105779,0.066885
1,double,uniform,GPU,"Ns | Ns",384,12,0.0152,0,0.04529,0.007456,0.104149,0.067946
1,double,uniform,GPU,"Ns | Ns",384,13,0.011072,0,0.044829,0.008064,0.098549,0.063965
1,double,uniform,GPU,"Ns | Ns",384,14,0.01088,0,0.046119,0.00912,0.101258,0.066119
1,double,uniform,GPU,"Ns | Ns",384,15,0.012192,0,0.04526,0.006944,0.098979,0.064396
1,double,uniform,GPU,"Ns | Ns",384,16,0.010816,0,0.045299,0.008832,0.099429,0.064947
1,double,uniform,GPU,"Ns | Ns",384,17,0.01264,0,0.04545,0.010208,0.197958,0.068298
1,double,uniform,GPU,"Ns | Ns",384,18,0.013184,0,0.04534,0.00896,0.104119,0.067484
1,double,uniform,GPU,"Ns | Ns",384,19,0.029088,0,0.047129,0.014176,0.128638,0.090393
1,double,uniform,GPU,"Ns | Ns",384,20,0.011904,0,0.04529,0.009568,0.101399,0.066762
1,double,uniform,GPU,"Ns | Ns",384,21,0.011456,0,0.045429,0.009472,0.101539,0.066357
1,double,uniform,GPU,"Ns | Ns",384,22,0.012704,0,0.045109,0.008416,0.100659,0.066229
1,double,uniform,GPU,"Ns | Ns",384,23,0.010752,0,0.04542,0.008992,0.098879,0.065164
1,double,uniform,GPU,"Ns | Ns",384,24,0.011488,0,0.04514,0.009344,0.101118,0.065972
1,double,uniform,GPU,"Ns | Ns",384,25,0.011872,0,0.04512,0.007168,0.100068,0.06416
1,double,uniform,GPU,"Ns | Ns",384,26,0.011232,0,0.04669,0.007968,0.102039,0.06589
1,double,uniform,GPU,"Ns | Ns",384,27,0.012032,0,0.04512,0.008544,0.099389,0.065696
1,double,uniform,GPU,"Ns | Ns",384,28,0.010816,0,0.045299,0.008128,0.098699,0.064243
1,double,uniform,GPU,"Ns | Ns",384,29,0.01008,0,0.04492,0.008576,0.097399,0.063576
1,double,uniform,GPU,"Ns | Ns",384,30,0.011264,0,0.04521,0.008096,0.098929,0.06457
1,double,uniform,GPU,"Ns | Ns",384,31,0.010848,0,0.045139,0.008384,0.098129,0.064371
1,double,uniform,GPU,"Ns | Ns",384,32,0.011744,0,0.04527,0.009184,0.100759,0.066198
1,double,uniform,GPU,"Ns | Ns",384,33,0.016864,0,0.045059,0.009056,0.107369,0.070979
1,double,uniform,GPU,"Ns | Ns",384,34,0.011424,0,0.04541,0.008896,0.099809,0.06573
1,double,uniform,GPU,"Ns | Ns",384,35,0.011936,0,0.04586,0.009728,0.101639,0.067524
1,double,uniform,GPU,"Ns | Ns",384,36,0.010496,0,0.04511,0.009088,0.100169,0.064694
1,double,uniform,GPU,"Ns | Ns",384,37,0.012,0,0.04552,0.008864,0.101949,0.066384
1,double,uniform,GPU,"Ns | Ns",384,38,0.0104,0,0.04582,0.007456,0.099309,0.063676
1,double,uniform,GPU,"Ns | Ns",384,39,0.01536,0,0.041339,0.010016,0.104209,0.066715
1,double,uniform,GPU,"Ns | Ns",384,40,0.01072,0,0.045479,0.008864,0.195988,0.065063
1,double,uniform,GPU,"Ns | Ns",384,41,0.011744,0,0.04609,0.00832,0.101139,0.066154
1,double,uniform,GPU,"Ns | Ns",384,42,0.012384,0,0.045559,0.008544,0.100309,0.066487
1,double,uniform,GPU,"Ns | Ns",384,43,0.010976,0,0.045199,0.009504,0.099729,0.065679
1,double,uniform,GPU,"Ns | Ns",384,44,0.013152,0,0.04502,0.008512,0.101089,0.066684
1,double,uniform,GPU,"Ns | Ns",384,45,0.012224,0,0.04523,0.008608,0.101228,0.066062
1,double,uniform,GPU,"Ns | Ns",384,46,0.011648,0,0.045029,0.009696,0.101659,0.066373
1,double,uniform,GPU,"Ns | Ns",384,47,0.012,0,0.045099,0.00816,0.102549,0.065259
1,double,uniform,GPU,"Ns | Ns",384,48,0.013248,0,0.04524,0.008288,0.101388,0.066776
1,double,uniform,GPU,"Ns | Ns",384,49,0.011712,0,0.04544,0.00832,0.100388,0.065472
1,double,uniform,GPU,"Ns | Ns",384,50,0.01152,0,0.041789,0.010496,0.093399,0.063805
1,double,uniform,GPU,"Ns | Ns",384,51,0.011648,0,0.04499,0.008512,0.099459,0.06515
1,double,uniform,GPU,"Ns | Ns",384,52,0.011424,0,0.04311,0.009728,0.095339,0.064262
1,double,uniform,GPU,"Ns | Ns",384,53,0.011936,0,0.045489,0.008288,0.099509,0.065713
1,double,uniform,GPU,"Ns | Ns",384,54,0.012704,0,0.04503,0.008512,0.101089,0.066246
1,double,uniform,GPU,"Ns | Ns",384,55,0.011232,0,0.04504,0.0088,0.098849,0.065072
1,double,uniform,GPU,"Ns | Ns",384,56,0.011552,0,0.04532,0.008352,0.09925,0.065224
1,double,uniform,GPU,"Ns | Ns",384,57,0.012672,0,0.04534,0.00784,0.100519,0.065852
1,double,uniform,GPU,"Ns | Ns",384,58,0.010336,0,0.04529,0.008992,0.098619,0.064618
1,double,uniform,GPU,"Ns | Ns",384,59,0.011488,0,0.045069,0.009248,0.099979,0.065805
1,double,uniform,GPU,"Ns | Ns",384,60,0.011008,0,0.04559,0.008832,0.100059,0.06543
1,double,uniform,GPU,"Ns | Ns",384,61,0.011264,0,0.045518,0.008672,0.099699,0.065454
1,double,uniform,GPU,"Ns | Ns",384,62,0.010784,0,0.04555,0.00784,0.099559,0.064174
1,double,uniform,GPU,"Ns | Ns",384,63,0.011744,0,0.045099,0.008864,0.102559,0.065707
1,double,uniform,GPU,"Ns | Ns",384,64,0.010464,0,0.04304,0.00976,0.091429,0.063264
1,double,uniform,GPU,"Ns | Ns",384,65,0.014848,0,0.045179,0.008288,0.102839,0.068315
1,double,uniform,GPU,"Ns | Ns",384,66,0.011456,0,0.045299,0.008512,0.099229,0.065267
1,double,uniform,GPU,"Ns | Ns",384,67,0.012672,0,0.046789,0.00784,0.104259,0.067301
1,double,uniform,GPU,"Ns | Ns",384,68,0.012576,0,0.045199,0.008352,0.100919,0.066127
1,double,uniform,GPU,"Ns | Ns",384,69,0.011712,0,0.04558,0.007072,0.100898,0.064364
1,double,uniform,GPU,"Ns | Ns",384,70,0.012128,0,0.045169,0.007616,0.100689,0.064913
1,double,uniform,GPU,"Ns | Ns",384,71,0.013408,0,0.04476,0.008672,0.102099,0.06684
1,double,uniform,GPU,"Ns | Ns",384,72,0.010496,0,0.045149,0.00832,0.098239,0.063965
1,double,uniform,GPU,"Ns | Ns",384,73,0.012544,0,0.04517,0.008544,0.102789,0.066258
1,double,uniform,GPU,"Ns | Ns",384,74,0.010656,0,0.04533,0.008832,0.101558,0.064818
1,double,uniform,GPU,"Ns | Ns",448,0,0.023072,0,0.041169,0.011584,0.117469,0.075825
1,double,uniform,GPU,"Ns | Ns",448,1,0.01056,0,0.03661,0.008128,0.090419,0.055298
1,double,uniform,GPU,"Ns | Ns",448,2,0.011232,0,0.036939,0.009088,0.091959,0.057259
1,double,uniform,GPU,"Ns | Ns",448,3,0.013056,0,0.036619,0.006592,0.098419,0.056267
1,double,uniform,GPU,"Ns | Ns",448,4,0.011424,0,0.036579,0.008224,0.091909,0.056227
1,double,uniform,GPU,"Ns | Ns",448,5,0.010752,0,0.036479,0.00848,0.098469,0.055711
1,double,uniform,GPU,"Ns | Ns",448,6,0.009952,0,0.036918,0.007968,0.089829,0.054838
1,double,uniform,GPU,"Ns | Ns",448,7,0.010848,0,0.036519,0.006496,0.088169,0.053863
1,double,uniform,GPU,"Ns | Ns",448,8,0.009888,0,0.03671,0.007488,0.090009,0.054086
1,double,uniform,GPU,"Ns | Ns",448,9,0.010176,0,0.036539,0.0112,0.094609,0.057915
1,double,uniform,GPU,"Ns | Ns",448,10,0.011648,0,0.03319,0.009536,0.083119,0.054374
1,double,uniform,GPU,"Ns | Ns",448,11,0.013184,0,0.03677,0.0088,0.094119,0.058754
1,double,uniform,GPU,"Ns | Ns",448,12,0.009344,0,0.03689,0.007808,0.089759,0.054042
1,double,uniform,GPU,"Ns | Ns",448,13,0.012704,0,0.03659,0.006656,0.090319,0.05595
1,double,uniform,GPU,"Ns | Ns",448,14,0.010528,0,0.037029,0.00752,0.090609,0.055077
1,double,uniform,GPU,"Ns | Ns",448,15,0.012992,0,0.03654,0.007648,0.092589,0.05718
1,double,uniform,GPU,"Ns | Ns",448,16,0.009632,0,0.036799,0.007712,0.089279,0.054143
1,double,uniform,GPU,"Ns | Ns",448,17,0.010048,0,0.038039,0.007712,0.091989,0.055799
1,double,uniform,GPU,"Ns | Ns",448,18,0.011584,0,0.03673,0.00832,0.091008,0.056634
1,double,uniform,GPU,"Ns | Ns",448,19,0.01184,0,0.0366,0.006976,0.091639,0.055416
1,double,uniform,GPU,"Ns | Ns",448,20,0.011392,0,0.03644,0.006016,0.088629,0.053848
1,double,uniform,GPU,"Ns | Ns",448,21,0.013984,0,0.036529,0.007744,0.097169,0.058257
1,double,uniform,GPU,"Ns | Ns",448,22,0.010944,0,0.03716,0.007648,0.091139,0.055752
1,double,uniform,GPU,"Ns | Ns",448,23,0.01248,0,0.036609,0.009312,0.093519,0.058401
1,double,uniform,GPU,"Ns | Ns",448,24,0.011264,0,0.03676,0.009248,0.093259,0.057272
1,double,uniform,GPU,"Ns | Ns",448,25,0.00992,0,0.03639,0.006848,0.088399,0.053158
1,double,uniform,GPU,"Ns | Ns",448,26,0.01024,0,0.037199,0.008576,0.089479,0.056015
1,double,uniform,GPU,"Ns | Ns",448,27,0.010048,0,0.03695,0.00864,0.091959,0.055638
1,double,uniform,GPU,"Ns | Ns",448,28,0.010112,0,0.03639,0.007456,0.08895,0.053958
1,double,uniform,GPU,"Ns | Ns",448,29,0.012,0,0.037099,0.00768,0.091879,0.056779
1,double,uniform,GPU,"Ns | Ns",448,30,0.011584,0,0.03673,0.007936,0.092149,0.05625
1,double,uniform,GPU,"Ns | Ns",448,31,0.010432,0,0.03661,0.007456,0.090059,0.054498
1,double,uniform,GPU,"Ns | Ns",448,32,0.011072,0,0.037029,0.008128,0.090059,0.056229
1,double,uniform,GPU,"Ns | Ns",448,33,0.011456,0,0.03666,0.008288,0.092519,0.056404
1,double,uniform,GPU,"Ns | Ns",448,34,0.010656,0,0.03677,0.00752,0.090779,0.054946
1,double,uniform,GPU,"Ns | Ns",448,35,0.011648,0,0.036739,0.007872,0.092199,0.056259
1,double,uniform,GPU,"Ns | Ns",448,36,0.011936,0,0.03671,0.01008,0.09429,0.058726
1,double,uniform,GPU,"Ns | Ns",448,37,0.012032,0,0.037689,0.007968,0.093279,0.057689
1,double,uniform,GPU,"Ns | Ns",448,38,0.011008,0,0.03666,0.00784,0.090479,0.055508
1,double,uniform,GPU,"Ns | Ns",448,39,0.010208,0,0.036659,0.007456,0.090469,0.054323
1,double,uniform,GPU,"Ns | Ns",448,40,0.011424,0,0.03672,0.00832,0.090869,0.056464
1,double,uniform,GPU,"Ns | Ns",448,41,0.010656,0,0.03696,0.006016,0.090489,0.053632
1,double,uniform,GPU,"Ns | Ns",448,42,0.014624,0,0.032979,0.0104,0.086409,0.058003
1,double,uniform,GPU,"Ns | Ns",448,43,0.01104,0,0.03689,0.103552,0.185638,0.151482
1,double,uniform,GPU,"Ns | Ns",448,44,0.011456,0,0.03772,0.008864,0.091319,0.05804
1,double,uniform,GPU,"Ns | Ns",448,45,0.011136,0,0.036569,0.007552,0.089549,0.055257
1,double,uniform,GPU,"Ns | Ns",448,46,0.011072,0,0.036649,0.008288,0.089589,0.056009
1,double,uniform,GPU,"Ns | Ns",448,47,0.011072,0,0.03652,0.007488,0.091119,0.05508
1,double,uniform,GPU,"Ns | Ns",448,48,0.012128,0,0.03663,0.007904,0.093308,0.056662
1,double,uniform,GPU,"Ns | Ns",448,49,0.009504,0,0.03686,0.007776,0.090268,0.05414
1,double,uniform,GPU,"Ns | Ns",448,50,0.012288,0,0.03696,0.008096,0.092379,0.057344
1,double,uniform,GPU,"Ns | Ns",448,51,0.010816,0,0.0365,0.008672,0.091089,0.055988
1,double,uniform,GPU,"Ns | Ns",448,52,0.011488,0,0.036719,0.007296,0.091479,0.055503
1,double,uniform,GPU,"Ns | Ns",448,53,0.011808,0,0.03701,0.007264,0.091749,0.056082
1,double,uniform,GPU,"Ns | Ns",448,54,0.011168,0,0.036779,0.0072,0.089099,0.055147
1,double,uniform,GPU,"Ns | Ns",448,55,0.010688,0,0.03574,0.007552,0.088979,0.05398
1,double,uniform,GPU,"Ns | Ns",448,56,0.011712,0,0.03688,0.007168,0.08849,0.05576
1,double,uniform,GPU,"Ns | Ns",448,57,0.0112,0,0.036259,0.007264,0.089259,0.054723
1,double,uniform,GPU,"Ns | Ns",448,58,0.010944,0,0.036589,0.007712,0.090459,0.055245
1,double,uniform,GPU,"Ns | Ns",448,59,0.010784,0,0.03697,0.007872,0.090529,0.055626
1,double,uniform,GPU,"Ns | Ns",448,60,0.010816,0,0.0365,0.009632,0.09129,0.056948
1,double,uniform,GPU,"Ns | Ns",448,61,0.011136,0,0.03671,0.007712,0.090428,0.055558
1,double,uniform,GPU,"Ns | Ns",448,62,0.010336,0,0.03657,0.00768,0.090129,0.054586
1,double,uniform,GPU,"Ns | Ns",448,63,0.011264,0,0.03714,0.00752,0.091509,0.055924
1,double,uniform,GPU,"Ns | Ns",448,64,0.012736,0,0.037329,0.007552,0.093439,0.057617
1,double,uniform,GPU,"Ns | Ns",448,65,0.0112,0,0.03677,0.007616,0.090929,0.055586
1,double,uniform,GPU,"Ns | Ns",448,66,0.010336,0,0.03668,0.00768,0.089599,0.054696
1,double,uniform,GPU,"Ns | Ns",448,67,0.010944,0,0.03701,0.007872,0.094709,0.055826
1,double,uniform,GPU,"Ns | Ns",448,68,0.0128,0,0.03726,0.008288,0.095039,0.058348
1,double,uniform,GPU,"Ns | Ns",448,69,0.012288,0,0.03682,0.008128,0.09189,0.057236
1,double,uniform,GPU,"Ns | Ns",448,70,0.010816,0,0.03799,0.007616,0.092499,0.056422
1,double,uniform,GPU,"Ns | Ns",448,71,0.011488,0,0.035689,0.007456,0.087679,0.054633
1,double,uniform,GPU,"Ns | Ns",448,72,0.011072,0,0.03682,0.008608,0.092349,0.0565
1,double,uniform,GPU,"Ns | Ns",448,73,0.012256,0,0.036579,0.007776,0.091309,0.056611
1,double,uniform,GPU,"Ns | Ns",448,74,0.012224,0,0.03663,0.008384,0.093569,0.057238
1,double,uniform,GPU,"Ns | Ns",512,0,0.024576,0,0.041419,0.011136,0.118839,0.077131
1,double,uniform,GPU,"Ns | Ns",512,1,0.014144,0,0.037189,0.00816,0.094659,0.059493
1,double,uniform,GPU,"Ns | Ns",512,2,0.01232,0,0.03746,0.00816,0.093819,0.05794
1,double,uniform,GPU,"Ns | Ns",512,3,0.012,0,0.0372,0.007712,0.092048,0.056912
1,double,uniform,GPU,"Ns | Ns",512,4,0.010624,0,0.037219,0.007424,0.091849,0.055267
1,double,uniform,GPU,"Ns | Ns",512,5,0.011712,0,0.03413,0.00992,0.084459,0.055762
1,double,uniform,GPU,"Ns | Ns",512,6,0.013952,0,0.038169,0.00752,0.096709,0.059641
