dim,precision,solver_type,api,bc_name,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",192,53,0.1152,0.0023,1.89531,0.34688,2.42592,2.35969
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",192,54,0.118304,0.00187,1.89067,0.342144,2.41918,2.35299
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",192,55,0.111456,0.001651,1.88856,0.347968,2.41682,2.34963
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",192,56,0.114912,0.00185,1.89176,0.341824,2.41687,2.35034
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",192,57,0.112704,0.00172,1.88893,0.342656,2.41397,2.34601
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",192,58,0.113632,0.00186,1.88899,0.339072,2.40876,2.34355
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",192,59,0.111232,0.00188,1.88862,0.339072,2.40686,2.3408
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",192,60,0.11616,0.00203,1.88769,0.342528,2.41489,2.34841
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",192,61,0.113504,0.00182,1.89519,0.342656,2.41867,2.35317
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",192,62,0.11744,0.0019,1.89945,0.342944,2.42946,2.36173
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",192,63,0.11696,0.00221,1.89077,0.343296,2.42045,2.35324
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",192,64,0.114176,0.001799,1.89554,0.344032,2.41889,2.35555
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",192,65,0.114624,0.00162,1.88814,0.340896,2.41165,2.34528
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",192,66,0.110464,0.00155,1.88923,0.341696,2.40642,2.34294
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",192,67,0.114464,0.00199,1.89853,0.344032,2.42722,2.35901
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",192,68,0.109952,0.00175,1.89233,0.342272,2.41205,2.3463
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",192,69,0.112896,0.001821,1.89368,0.34048,2.41428,2.34888
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",192,70,0.10992,0.00194,1.89588,0.343328,2.41721,2.35107
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",192,71,0.112512,0.00198,1.89025,0.342304,2.41362,2.34704
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",192,72,0.11264,0.00177,1.89366,0.343616,2.41521,2.35169
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",192,73,0.113952,0.001749,1.89382,0.342496,2.41757,2.35202
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",192,74,0.113536,0.002029,1.90231,0.347104,2.43196,2.36498
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",256,0,0.3896,0.002151,4.80919,0.92432,6.20166,6.12526
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",256,1,0.39248,0.0022,4.80815,0.925728,6.20578,6.12856
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",256,2,0.389984,0.002031,4.80791,0.924288,6.19945,6.12421
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",256,3,0.393696,0.00242,4.81019,0.924352,6.21474,6.13066
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",256,4,0.385984,0.00193,4.80522,0.920128,6.18222,6.11326
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",256,5,0.381824,0.00186,4.8076,0.9176,6.21323,6.10888
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",256,6,0.38096,0.00176,4.80327,0.921024,6.18279,6.10701
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",256,7,0.393696,0.00212,4.80867,0.923008,6.20635,6.12749
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",256,8,0.394784,0.00228,4.81267,0.922656,6.21242,6.13239
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",256,9,0.38336,0.002029,4.81342,0.921472,6.18645,6.12028
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",256,10,0.393888,0.002289,4.8106,0.9248,6.21216,6.13157
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",256,11,0.392448,0.0021,4.80756,0.91888,6.20024,6.12099
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",256,12,0.387872,0.00207,4.80757,0.92544,6.19126,6.12295
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",256,13,0.390784,0.00239,4.80898,0.919392,6.19875,6.12154
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",256,14,0.390976,0.00215,4.80901,0.924,6.19804,6.12613
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",256,15,0.394784,0.00228,4.80702,0.919872,6.2069,6.12395
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",256,16,0.392896,0.00211,4.80537,0.923136,6.19681,6.12351
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",256,17,0.386112,0.002111,4.80341,0.917568,6.1792,6.1092
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",256,18,0.394528,0.00217,4.81293,0.917824,6.20724,6.12745
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",256,19,0.394464,0.00206,4.81443,0.924224,6.21677,6.13517
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",256,20,0.423872,0.00201,4.80732,0.921024,6.21862,6.15422
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",256,21,0.386688,0.001951,4.82298,0.92144,6.2024,6.13306
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",256,22,0.384768,0.00217,4.80524,0.920768,6.18093,6.11294
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",256,23,0.381952,0.00205,4.81427,0.924448,6.18924,6.12272
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",256,24,0.385824,0.00205,4.80944,0.920096,6.18474,6.11741
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",256,25,0.38256,0.00154,4.81204,0.92304,6.18789,6.11918
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",256,26,0.384096,0.00209,4.80962,0.91984,6.23991,6.11564
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",256,27,0.38224,0.00197,4.80921,0.920992,6.18715,6.11441
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",256,28,0.379872,0.00197,4.81757,0.92144,6.21421,6.12085
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",256,29,0.386272,0.002039,4.80479,0.91936,6.1839,6.11246
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",256,30,0.37952,0.001989,4.80319,0.923712,6.17188,6.10841
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",256,31,0.39072,0.00217,4.80767,0.922752,6.19304,6.12331
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",256,32,0.395488,0.00231,4.80856,0.919488,6.20552,6.12584
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",256,33,0.394624,0.00203,4.80932,0.92048,6.20576,6.12645
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",256,34,0.394912,0.00215,4.81234,0.926016,6.21679,6.13541
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",256,35,0.392832,0.001979,4.81749,0.924,6.21385,6.1363
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",256,36,0.392192,0.00219,4.81005,0.924768,6.20165,6.1292
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",256,37,0.39808,0.00216,4.81614,0.923072,6.21992,6.13945
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",256,38,0.392,0.00224,4.8167,0.922496,6.21018,6.13343
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",256,39,0.390528,0.00231,4.80833,0.925728,6.20241,6.12689
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",256,40,0.376256,0.001851,4.80666,0.926592,6.18389,6.11136
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",256,41,0.382304,0.002001,4.81908,0.918752,6.19066,6.12213
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",256,42,0.380224,0.001941,4.81048,0.92176,6.18377,6.1144
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",256,43,0.384768,0.00216,4.80297,0.922144,6.18029,6.11204
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",256,44,0.381312,0.001922,4.80891,0.919616,6.18384,6.11176
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",256,45,0.379104,0.00202,4.80332,0.919232,6.18249,6.10367
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",256,46,0.38256,0.002239,4.84923,0.921824,6.22161,6.15585
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",256,47,0.382144,0.00194,4.80953,0.920256,6.18127,6.11387
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",256,48,0.392032,0.00211,4.81636,0.924672,6.21495,6.13517
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",256,49,0.394176,0.002189,4.8105,0.923488,6.21355,6.13035
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",256,50,0.384448,0.00192,4.81246,0.921824,6.19289,6.12065
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",256,51,0.392256,0.002279,4.81026,0.924288,6.21117,6.12908
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",256,52,0.392224,0.002059,4.81258,0.923616,6.20953,6.13047
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",256,53,0.392896,0.00206,4.81008,0.923488,6.20664,6.12852
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",256,54,0.393024,0.00219,4.8112,0.920928,6.207,6.12734
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",256,55,0.392384,0.00213,4.81158,0.918432,6.20437,6.12452
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",256,56,0.386208,0.0021,4.80757,0.917856,6.17848,6.11373
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",256,57,0.382464,0.00227,4.80598,0.919936,6.18034,6.11065
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",256,58,0.383968,0.00196,4.80793,0.921568,6.18767,6.11542
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",256,59,0.37904,0.00183,4.80587,0.917472,6.17226,6.10421
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",256,60,0.385024,0.00212,4.80633,0.921728,6.18712,6.1152
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",256,61,0.39488,0.002341,4.80963,0.923648,6.21014,6.1305
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",256,62,0.382848,0.00204,4.80564,0.917376,6.17747,6.1079
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",256,63,0.38352,0.00197,4.80601,0.919904,6.18402,6.1114
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",256,64,0.383616,0.00215,4.80808,0.920864,6.18426,6.11471
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",256,65,0.386112,0.00214,4.79959,0.91872,6.17112,6.10656
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",256,66,0.38224,0.0019,4.80936,0.921248,6.22747,6.11475
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",256,67,0.394528,0.00224,4.81025,0.919008,6.20617,6.12602
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",256,68,0.39072,0.00222,4.80926,0.92416,6.2627,6.12636
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",256,69,0.393632,0.002149,4.80844,0.918976,6.20105,6.12319
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",256,70,0.380832,0.00202,4.80743,0.921216,6.18397,6.1115
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",256,71,0.38176,0.00201,4.80728,0.916768,6.17451,6.10782
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",256,72,0.393984,0.00233,4.80735,0.91952,6.20384,6.12318
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",256,73,0.379456,0.00169,4.80418,0.917184,6.1711,6.10251
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",256,74,0.393888,0.002121,4.81515,0.915424,6.20596,6.12658
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",320,0,0.765952,0.00211,10.8141,1.84979,13.515,13.432
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",320,1,0.764352,0.002231,10.8103,1.85709,13.5158,13.4339
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",320,2,0.76608,0.002621,10.8183,1.85187,13.5247,13.4388
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",320,3,0.763008,0.00219,10.8125,1.8568,13.515,13.4344
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",320,4,0.764192,0.0024,10.8153,1.8551,13.5168,13.437
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",320,5,0.765088,0.00232,10.8142,1.86093,13.5253,13.4425
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",320,6,0.762528,0.002609,10.8143,1.8584,13.5196,13.4379
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",320,7,0.76336,0.002261,10.8169,1.8561,13.518,13.4386
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",320,8,0.76352,0.00219,10.8174,1.86221,13.5263,13.4453
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",320,9,0.765728,0.00281,10.8169,1.8592,13.5315,13.4447
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",320,10,0.7608,0.00222,10.8169,1.8583,13.5196,13.4383
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",320,11,0.763712,0.002219,10.815,1.85955,13.5209,13.4405
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",320,12,0.76528,0.00254,10.8178,1.86061,13.531,13.4462
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",320,13,0.765056,0.00214,10.8147,1.85574,13.5211,13.4377
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",320,14,0.761344,0.00226,10.8147,1.85757,13.518,13.4359
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",320,15,0.761792,0.00222,10.8165,1.85715,13.5159,13.4377
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",320,16,0.764384,0.002169,10.8132,1.85619,13.5205,13.4359
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",320,17,0.76464,0.00236,10.8142,1.85526,13.52,13.4365
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",320,18,0.760736,0.00215,10.816,1.85475,13.5122,13.4336
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",320,19,0.762144,0.00246,10.8141,1.85565,13.512,13.4343
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",320,20,0.761888,0.00211,10.8129,1.85981,13.52,13.4367
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",320,21,0.76864,0.002091,10.8127,1.86077,13.5267,13.4442
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",320,22,0.763872,0.00212,10.8104,1.85462,13.5151,13.431
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",320,23,0.764448,0.00207,10.8146,1.85805,13.5205,13.4391
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",320,24,0.762048,0.00199,10.8158,1.85763,13.5159,13.4375
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",320,25,0.764256,0.00209,10.8133,1.85293,13.5136,13.4326
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",320,26,0.769728,0.00248,10.8137,1.85603,13.5271,13.4419
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",320,27,0.763232,0.001972,10.8113,1.85568,13.512,13.4322
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",320,28,0.76144,0.00209,10.8167,1.85562,13.5129,13.4359
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",320,29,0.761824,0.002239,10.8207,1.85507,13.5201,13.4399
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",320,30,0.764416,0.00221,10.8151,1.85894,13.5219,13.4407
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",320,31,0.76368,0.00183,10.8123,1.85344,13.5118,13.4313
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",320,32,0.762848,0.00221,10.8133,1.85395,13.5126,13.4324
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",320,33,0.764992,0.002019,10.8163,1.85901,13.5201,13.4423
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",320,34,0.763424,0.00218,10.8119,1.8583,13.521,13.4358
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",320,35,0.762592,0.002111,10.8131,1.84902,13.5055,13.4268
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",320,36,0.762784,0.002099,10.8182,1.85565,13.5161,13.4388
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",320,37,0.760448,0.002099,10.8159,1.85597,13.5133,13.4345
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",320,38,0.7624,0.00221,10.814,1.85347,13.512,13.4321
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",320,39,0.76288,0.00199,10.8127,1.84963,13.507,13.4272
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",320,40,0.760288,0.00213,10.8153,1.85536,13.5102,13.433
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",320,41,0.764928,0.00195,10.8159,1.85261,13.513,13.4354
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",320,42,0.765248,0.0024,10.8148,1.8583,13.5209,13.4408
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",320,43,0.766624,0.00237,10.8149,1.85462,13.5227,13.4386
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",320,44,0.762624,0.00217,10.8108,1.85366,13.5082,13.4292
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",320,45,0.764672,0.00216,10.8109,1.85411,13.5103,13.4319
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",320,46,0.763232,0.00193,10.8131,1.85338,13.5109,13.4317
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",320,47,0.76304,0.00216,10.8117,1.8609,13.5223,13.4378
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",320,48,0.767104,0.00214,10.813,1.85475,13.519,13.437
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",320,49,0.765632,0.00209,10.8124,1.85302,13.5118,13.4331
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",320,50,0.763712,0.00184,10.8106,1.8583,13.5129,13.4344
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",320,51,0.76288,0.00229,10.8125,1.85888,13.5188,13.4366
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",320,52,0.766656,0.002471,10.814,1.85514,13.5267,13.4383
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",320,53,0.76768,0.002111,10.8147,1.85101,13.5139,13.4355
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",320,54,0.761632,0.00188,10.8115,1.8535,13.5072,13.4285
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",320,55,0.762144,0.00195,10.8118,1.86115,13.5163,13.437
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",320,56,0.761728,0.002129,10.8129,1.86083,13.5175,13.4375
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",320,57,0.765952,0.002389,10.8141,1.85763,13.5205,13.4401
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",320,58,0.766304,0.002381,10.8151,1.85178,13.5205,13.4355
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",320,59,0.761088,0.001929,10.8168,1.85632,13.5162,13.4361
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",320,60,0.76496,0.00191,10.8134,1.85302,13.5115,13.4333
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",320,61,0.76208,0.00218,10.8134,1.85309,13.5148,13.4307
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",320,62,0.764768,0.002381,10.8134,1.85987,13.5279,13.4404
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",320,63,0.763296,0.00202,10.814,1.8535,13.5106,13.4328
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",320,64,0.761472,0.002141,10.8121,1.85542,13.51,13.4312
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",320,65,0.763616,0.00193,10.8123,1.85757,13.5125,13.4354
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",320,66,0.76528,0.002301,10.8142,1.85856,13.5228,13.4404
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",320,67,0.764,0.00218,10.8156,1.85574,13.5205,13.4376
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",320,68,0.761696,0.00199,10.81,1.85773,13.5133,13.4314
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",320,69,0.766112,0.00188,10.8121,1.85459,13.5135,13.4347
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",320,70,0.764832,0.002161,10.8164,1.85821,13.5276,13.4416
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",320,71,0.76832,0.00245,10.8142,1.85478,13.5213,13.4397
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",320,72,0.763744,0.00221,10.8185,1.85626,13.5277,13.4408
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",320,73,0.760992,0.00198,10.8138,1.84928,13.5033,13.4261
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",320,74,0.762464,0.00194,10.8132,1.85904,13.5139,13.4366
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",384,0,1.27648,0.00215,16.2809,3.2368,20.8761,20.7964
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",384,1,1.27462,0.00232,16.2599,3.23085,20.8498,20.7677
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",384,2,1.27875,0.00217,16.264,3.2377,20.8662,20.7826
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",384,3,1.27469,0.002319,16.2737,3.24,20.8787,20.7907
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",384,4,1.27629,0.00252,16.2774,3.24186,20.8836,20.7981
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",384,5,1.27475,0.00247,16.3126,3.24403,20.9175,20.8339
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",384,6,1.2729,0.00202,16.2615,3.23968,20.857,20.7761
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",384,7,1.27712,0.002371,16.2412,3.24048,20.8461,20.7612
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",384,8,1.27238,0.001981,16.2904,3.23958,20.886,20.8043
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",384,9,1.27747,0.00224,16.2817,3.2344,20.881,20.7958
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",384,10,1.27728,0.00225,16.2506,3.23805,20.857,20.7682
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",384,11,1.27658,0.00253,16.259,3.24074,20.8656,20.7789
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",384,12,1.27286,0.00204,16.2542,3.24061,20.8535,20.7697
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",384,13,1.27347,0.00223,16.2698,3.24182,20.8711,20.7873
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",384,14,1.27229,0.002109,16.2701,3.23754,20.8597,20.782
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",384,15,1.27206,0.002019,16.3328,3.23728,20.9248,20.8442
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",384,16,1.27491,0.00201,16.3181,3.23379,20.9115,20.8288
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",384,17,1.27203,0.0021,16.2847,3.23677,20.8754,20.7956
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",384,18,1.2705,0.00209,16.2785,3.24278,20.8772,20.7939
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",384,19,1.27411,0.00213,16.3112,3.23555,20.9065,20.823
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",384,20,1.27846,0.002371,16.2812,3.23382,20.885,20.7958
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",384,21,1.27738,0.00252,16.2884,3.24122,20.8984,20.8095
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",384,22,1.28224,0.00219,16.2808,3.24016,20.891,20.8054
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",384,23,1.27782,0.002231,16.2686,3.24899,20.8887,20.7976
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",384,24,1.27373,0.00236,16.3212,3.24019,20.9264,20.8375
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",384,25,1.27373,0.002061,16.276,3.23606,20.869,20.7879
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",384,26,1.27709,0.00251,16.3339,3.24032,20.9417,20.8538
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",384,27,1.27546,0.00226,16.2605,3.24291,20.8679,20.7812
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",384,28,1.27472,0.00223,16.2823,3.24269,20.8872,20.8019
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",384,29,1.27398,0.00239,16.2649,3.24029,20.8688,20.7816
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",384,30,1.27565,0.0026,16.3207,3.23754,20.9266,20.8364
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",384,31,1.27094,0.002261,16.271,3.23926,20.8689,20.7835
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",384,32,1.27405,0.002239,16.2548,3.24138,20.8548,20.7725
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",384,33,1.2729,0.00187,16.3294,3.2377,20.927,20.8419
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",384,34,1.27568,0.002169,16.2288,3.24013,20.8343,20.7468
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",384,35,1.27846,0.002208,16.2634,3.2344,20.864,20.7785
