dim,precision,solver_type,api,bc_name,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
1,double,uniform,CPU,"Ds | Ds",256,36,0.028896,0,0.03638,0.008064,0.113209,0.07334
1,double,uniform,CPU,"Ds | Ds",256,37,0.03088,0,0.035829,0.007456,0.114709,0.074165
1,double,uniform,CPU,"Ds | Ds",256,38,0.030688,0,0.036059,0.00784,0.115069,0.074587
1,double,uniform,CPU,"Ds | Ds",256,39,0.031264,0,0.03566,0.007616,0.114979,0.07454
1,double,uniform,CPU,"Ds | Ds",256,40,0.030848,0,0.035618,0.00592,0.113619,0.072386
1,double,uniform,CPU,"Ds | Ds",256,41,0.034336,0,0.035849,0.007968,0.118839,0.078153
1,double,uniform,CPU,"Ds | Ds",256,42,0.036832,0,0.036949,0.008,0.123069,0.081781
1,double,uniform,CPU,"Ds | Ds",256,43,0.031552,0,0.036039,0.007648,0.114399,0.075239
1,double,uniform,CPU,"Ds | Ds",256,44,0.027904,0,0.03206,0.010048,0.103219,0.070012
1,double,uniform,CPU,"Ds | Ds",256,45,0.030368,0,0.03578,0.008192,0.114679,0.07434
1,double,uniform,CPU,"Ds | Ds",256,46,0.032608,0,0.03621,0.00816,0.118139,0.076978
1,double,uniform,CPU,"Ds | Ds",256,47,0.031488,0,0.03564,0.00768,0.116759,0.074808
1,double,uniform,CPU,"Ds | Ds",256,48,0.02944,0,0.035799,0.008544,0.114569,0.073783
1,double,uniform,CPU,"Ds | Ds",256,49,0.02992,0,0.035939,0.007872,0.112649,0.073731
1,double,uniform,CPU,"Ds | Ds",256,50,0.031008,0,0.03615,0.007616,0.115319,0.074774
1,double,uniform,CPU,"Ds | Ds",256,51,0.030048,0,0.03621,0.007904,0.114339,0.074162
1,double,uniform,CPU,"Ds | Ds",256,52,0.03024,0,0.03588,0.007104,0.113469,0.073224
1,double,uniform,CPU,"Ds | Ds",256,53,0.029184,0,0.035869,0.007424,0.112479,0.072477
1,double,uniform,CPU,"Ds | Ds",256,54,0.028928,0,0.03569,0.007456,0.112009,0.072074
1,double,uniform,CPU,"Ds | Ds",256,55,0.031584,0,0.03574,0.007104,0.116538,0.074428
1,double,uniform,CPU,"Ds | Ds",256,56,0.029216,0,0.03584,0.00832,0.119959,0.073376
1,double,uniform,CPU,"Ds | Ds",256,57,0.028512,0,0.036469,0.008384,0.113979,0.073365
1,double,uniform,CPU,"Ds | Ds",256,58,0.028352,0,0.03517,0.009024,0.109739,0.072546
1,double,uniform,CPU,"Ds | Ds",256,59,0.030688,0,0.03606,0.008,0.115668,0.074748
1,double,uniform,CPU,"Ds | Ds",256,60,0.029632,0,0.035559,0.007648,0.114649,0.072839
1,double,uniform,CPU,"Ds | Ds",256,61,0.032544,0,0.03604,0.007104,0.115309,0.075688
1,double,uniform,CPU,"Ds | Ds",256,62,0.03152,0,0.035539,0.007744,0.113589,0.074803
1,double,uniform,CPU,"Ds | Ds",256,63,0.029632,0,0.03564,0.007072,0.11239,0.072344
1,double,uniform,CPU,"Ds | Ds",256,64,0.027904,0,0.031879,0.009472,0.102159,0.069255
1,double,uniform,CPU,"Ds | Ds",256,65,0.03504,0,0.03625,0.008576,0.120319,0.079866
1,double,uniform,CPU,"Ds | Ds",256,66,0.029504,0,0.035519,0.008384,0.113489,0.073407
1,double,uniform,CPU,"Ds | Ds",256,67,0.03088,0,0.035849,0.0072,0.114699,0.073929
1,double,uniform,CPU,"Ds | Ds",256,68,0.028736,0,0.0363,0.007904,0.111799,0.07294
1,double,uniform,CPU,"Ds | Ds",256,69,0.030432,0,0.036549,0.00816,0.117429,0.075141
1,double,uniform,CPU,"Ds | Ds",256,70,0.031456,0,0.03659,0.008768,0.118339,0.076814
1,double,uniform,CPU,"Ds | Ds",256,71,0.03136,0,0.03538,0.00752,0.116409,0.07426
1,double,uniform,CPU,"Ds | Ds",256,72,0.030656,0,0.035599,0.007616,0.114049,0.073871
1,double,uniform,CPU,"Ds | Ds",256,73,0.038976,0,0.036599,0.009216,0.125029,0.084791
1,double,uniform,CPU,"Ds | Ds",256,74,0.03216,0,0.03585,0.00688,0.117309,0.07489
1,double,uniform,CPU,"Ds | Ds",320,0,0.055488,0,0.042419,0.010784,0.156109,0.108691
1,double,uniform,CPU,"Ds | Ds",320,1,0.032544,0,0.03965,0.009152,0.122729,0.081346
1,double,uniform,CPU,"Ds | Ds",320,2,0.032896,0,0.038659,0.008576,0.118219,0.080131
1,double,uniform,CPU,"Ds | Ds",320,3,0.031808,0,0.03859,0.006592,0.118139,0.07699
1,double,uniform,CPU,"Ds | Ds",320,4,0.02896,0,0.038559,0.007808,0.114659,0.075327
1,double,uniform,CPU,"Ds | Ds",320,5,0.031008,0,0.038649,0.009792,0.119269,0.079449
1,double,uniform,CPU,"Ds | Ds",320,6,0.031104,0,0.03876,0.008608,0.117248,0.078472
1,double,uniform,CPU,"Ds | Ds",320,7,0.031008,0,0.041509,0.008672,0.120669,0.081189
1,double,uniform,CPU,"Ds | Ds",320,8,0.032128,0,0.03749,0.008704,0.116289,0.078322
1,double,uniform,CPU,"Ds | Ds",320,9,0.030944,0,0.038849,0.010432,0.119969,0.080225
1,double,uniform,CPU,"Ds | Ds",320,10,0.030016,0,0.03984,0.008544,0.119329,0.0784
1,double,uniform,CPU,"Ds | Ds",320,11,0.030144,0,0.03935,0.008032,0.117229,0.077526
1,double,uniform,CPU,"Ds | Ds",320,12,0.029536,0,0.03859,0.008544,0.117699,0.07667
1,double,uniform,CPU,"Ds | Ds",320,13,0.031296,0,0.039049,0.146592,0.255668,0.216937
1,double,uniform,CPU,"Ds | Ds",320,14,0.031008,0,0.039399,0.008416,0.117709,0.078823
1,double,uniform,CPU,"Ds | Ds",320,15,0.03536,0,0.03865,0.006848,0.121349,0.080858
1,double,uniform,CPU,"Ds | Ds",320,16,0.030624,0,0.039699,0.007936,0.118659,0.078259
1,double,uniform,CPU,"Ds | Ds",320,17,0.03696,0,0.03882,0.009632,0.124699,0.085412
1,double,uniform,CPU,"Ds | Ds",320,18,0.032992,0,0.03827,0.008064,0.117468,0.079326
1,double,uniform,CPU,"Ds | Ds",320,19,0.030304,0,0.03872,0.009504,0.118679,0.078528
1,double,uniform,CPU,"Ds | Ds",320,20,0.032416,0,0.0388,0.009696,0.118599,0.080912
1,double,uniform,CPU,"Ds | Ds",320,21,0.028672,0,0.038799,0.007808,0.114039,0.075279
1,double,uniform,CPU,"Ds | Ds",320,22,0.032064,0,0.038769,0.00816,0.119689,0.078993
1,double,uniform,CPU,"Ds | Ds",320,23,0.119072,0,0.03836,0.008864,0.205938,0.166296
1,double,uniform,CPU,"Ds | Ds",320,24,0.029024,0,0.03939,0.009056,0.116569,0.07747
1,double,uniform,CPU,"Ds | Ds",320,25,0.027872,0,0.03822,0.00992,0.115719,0.076012
1,double,uniform,CPU,"Ds | Ds",320,26,0.029792,0,0.035289,0.009888,0.106199,0.074969
1,double,uniform,CPU,"Ds | Ds",320,27,0.0296,0,0.03844,0.008064,0.11827,0.076104
1,double,uniform,CPU,"Ds | Ds",320,28,0.032864,0,0.03859,0.008256,0.119329,0.07971
1,double,uniform,CPU,"Ds | Ds",320,29,0.030464,0,0.03826,0.009056,0.116799,0.07778
1,double,uniform,CPU,"Ds | Ds",320,30,0.030752,0,0.03852,0.009504,0.118249,0.078776
1,double,uniform,CPU,"Ds | Ds",320,31,0.030624,0,0.03846,0.010176,0.11773,0.07926
1,double,uniform,CPU,"Ds | Ds",320,32,0.02864,0,0.039009,0.00912,0.116829,0.076769
1,double,uniform,CPU,"Ds | Ds",320,33,0.031264,0,0.03879,0.006368,0.115079,0.076422
1,double,uniform,CPU,"Ds | Ds",320,34,0.029632,0,0.038729,0.008768,0.117079,0.077129
1,double,uniform,CPU,"Ds | Ds",320,35,0.031136,0,0.0399,0.009312,0.119879,0.080348
1,double,uniform,CPU,"Ds | Ds",320,36,0.031136,0,0.0388,0.009376,0.119959,0.079312
1,double,uniform,CPU,"Ds | Ds",320,37,0.029984,0,0.03941,0.007104,0.115839,0.076498
1,double,uniform,CPU,"Ds | Ds",320,38,0.031328,0,0.03834,0.00704,0.117419,0.076708
1,double,uniform,CPU,"Ds | Ds",320,39,0.029984,0,0.0385,0.009984,0.116879,0.078468
1,double,uniform,CPU,"Ds | Ds",320,40,0.036768,0,0.03901,0.010048,0.126148,0.085826
1,double,uniform,CPU,"Ds | Ds",320,41,0.035744,0,0.03853,0.009696,0.12283,0.08397
1,double,uniform,CPU,"Ds | Ds",320,42,0.030304,0,0.03863,0.009184,0.118089,0.078118
1,double,uniform,CPU,"Ds | Ds",320,43,0.028032,0,0.039119,0.008608,0.116809,0.075759
1,double,uniform,CPU,"Ds | Ds",320,44,0.033664,0,0.03894,0.00928,0.120439,0.081884
1,double,uniform,CPU,"Ds | Ds",320,45,0.028192,0,0.04113,0.009696,0.110459,0.079018
1,double,uniform,CPU,"Ds | Ds",320,46,0.02912,0,0.03948,0.008864,0.117689,0.077464
1,double,uniform,CPU,"Ds | Ds",320,47,0.029344,0,0.03862,0.008736,0.114879,0.0767
1,double,uniform,CPU,"Ds | Ds",320,48,0.030432,0,0.03843,0.007936,0.117059,0.076798
1,double,uniform,CPU,"Ds | Ds",320,49,0.033376,0,0.03842,0.009632,0.119859,0.081428
1,double,uniform,CPU,"Ds | Ds",320,50,0.030592,0,0.03865,0.008832,0.118029,0.078074
1,double,uniform,CPU,"Ds | Ds",320,51,0.034368,0,0.03881,0.009632,0.122948,0.08281
1,double,uniform,CPU,"Ds | Ds",320,52,0.030016,0,0.038559,0.007936,0.114299,0.076511
1,double,uniform,CPU,"Ds | Ds",320,53,0.029408,0,0.038689,0.009376,0.118369,0.077473
1,double,uniform,CPU,"Ds | Ds",320,54,0.030368,0,0.03868,0.008768,0.117379,0.077816
1,double,uniform,CPU,"Ds | Ds",320,55,0.031232,0,0.038811,0.007808,0.117039,0.077851
1,double,uniform,CPU,"Ds | Ds",320,56,0.02912,0,0.038609,0.00976,0.116869,0.077489
1,double,uniform,CPU,"Ds | Ds",320,57,0.032704,0,0.038669,0.10352,0.212938,0.174893
1,double,uniform,CPU,"Ds | Ds",320,58,0.031936,0,0.038979,0.008128,0.117469,0.079043
1,double,uniform,CPU,"Ds | Ds",320,59,0.031392,0,0.038999,0.009216,0.119339,0.079607
1,double,uniform,CPU,"Ds | Ds",320,60,0.030976,0,0.0384,0.008096,0.118489,0.077472
1,double,uniform,CPU,"Ds | Ds",320,61,0.03024,0,0.038729,0.008832,0.117679,0.077801
1,double,uniform,CPU,"Ds | Ds",320,62,0.031264,0,0.039459,0.00864,0.120389,0.079363
1,double,uniform,CPU,"Ds | Ds",320,63,0.02832,0,0.03553,0.010336,0.105629,0.074186
1,double,uniform,CPU,"Ds | Ds",320,64,0.03296,0,0.03502,0.0096,0.110329,0.07758
1,double,uniform,CPU,"Ds | Ds",320,65,0.031904,0,0.03866,0.007712,0.117159,0.078276
1,double,uniform,CPU,"Ds | Ds",320,66,0.032128,0,0.039189,0.008992,0.120669,0.080309
1,double,uniform,CPU,"Ds | Ds",320,67,0.029696,0,0.038469,0.008704,0.115809,0.076869
1,double,uniform,CPU,"Ds | Ds",320,68,0.033568,0,0.038419,0.009472,0.120069,0.081459
1,double,uniform,CPU,"Ds | Ds",320,69,0.032032,0,0.039389,0.008928,0.119979,0.080349
1,double,uniform,CPU,"Ds | Ds",320,70,0.02992,0,0.038609,0.008416,0.116229,0.076945
1,double,uniform,CPU,"Ds | Ds",320,71,0.1344,0,0.03834,0.008288,0.219008,0.181028
1,double,uniform,CPU,"Ds | Ds",320,72,0.030176,0,0.038759,0.008384,0.117409,0.077319
1,double,uniform,CPU,"Ds | Ds",320,73,0.029984,0,0.03891,0.008448,0.116959,0.077342
1,double,uniform,CPU,"Ds | Ds",320,74,0.028928,0,0.038859,0.008256,0.118169,0.076043
1,double,uniform,CPU,"Ds | Ds",384,0,0.05712,0,0.05031,0.012032,0.167408,0.119462
1,double,uniform,CPU,"Ds | Ds",384,1,0.031584,0,0.04664,0.008096,0.127028,0.08632
1,double,uniform,CPU,"Ds | Ds",384,2,0.031392,0,0.046988,0.00864,0.126639,0.08702
1,double,uniform,CPU,"Ds | Ds",384,3,0.030688,0,0.04654,0.00784,0.123819,0.085068
1,double,uniform,CPU,"Ds | Ds",384,4,0.03088,0,0.04636,0.007072,0.126149,0.084312
1,double,uniform,CPU,"Ds | Ds",384,5,0.0288,0,0.046979,0.006496,0.123029,0.082275
1,double,uniform,CPU,"Ds | Ds",384,6,0.031424,0,0.047199,0.007968,0.127859,0.086591
1,double,uniform,CPU,"Ds | Ds",384,7,0.02976,0,0.04675,0.00784,0.125229,0.08435
1,double,uniform,CPU,"Ds | Ds",384,8,0.030752,0,0.046459,0.006592,0.125189,0.083803
1,double,uniform,CPU,"Ds | Ds",384,9,0.029856,0,0.04682,0.007712,0.122919,0.084388
1,double,uniform,CPU,"Ds | Ds",384,10,0.032128,0,0.047309,0.00736,0.129369,0.086797
1,double,uniform,CPU,"Ds | Ds",384,11,0.032128,0,0.04642,0.008,0.128359,0.086548
1,double,uniform,CPU,"Ds | Ds",384,12,0.031584,0,0.046569,0.008576,0.127799,0.086729
1,double,uniform,CPU,"Ds | Ds",384,13,0.029632,0,0.046579,0.008288,0.122939,0.084499
1,double,uniform,CPU,"Ds | Ds",384,14,0.031584,0,0.046459,0.00688,0.129709,0.084923
1,double,uniform,CPU,"Ds | Ds",384,15,0.028064,0,0.04328,0.009312,0.118399,0.080656
1,double,uniform,CPU,"Ds | Ds",384,16,0.029408,0,0.047,0.008544,0.125498,0.084952
1,double,uniform,CPU,"Ds | Ds",384,17,0.028928,0,0.04656,0.007648,0.123579,0.083136
1,double,uniform,CPU,"Ds | Ds",384,18,0.032416,0,0.046569,0.008,0.128179,0.086985
1,double,uniform,CPU,"Ds | Ds",384,19,0.033056,0,0.04663,0.007936,0.128409,0.087622
1,double,uniform,CPU,"Ds | Ds",384,20,0.028768,0,0.04703,0.008448,0.128259,0.084246
1,double,uniform,CPU,"Ds | Ds",384,21,0.028608,0,0.046329,0.008448,0.124129,0.083385
1,double,uniform,CPU,"Ds | Ds",384,22,0.030176,0,0.046319,0.007904,0.123139,0.084399
1,double,uniform,CPU,"Ds | Ds",384,23,0.030784,0,0.046779,0.008192,0.128259,0.085755
1,double,uniform,CPU,"Ds | Ds",384,24,0.03088,0,0.04675,0.007616,0.125379,0.085246
1,double,uniform,CPU,"Ds | Ds",384,25,0.031712,0,0.04685,0.008128,0.127419,0.08669
1,double,uniform,CPU,"Ds | Ds",384,26,0.028128,0,0.04632,0.00704,0.121459,0.081488
1,double,uniform,CPU,"Ds | Ds",384,27,0.032,0,0.04678,0.007904,0.126739,0.086684
1,double,uniform,CPU,"Ds | Ds",384,28,0.03216,0,0.0464,0.007776,0.125269,0.086336
1,double,uniform,CPU,"Ds | Ds",384,29,0.030368,0,0.04689,0.00848,0.125229,0.085738
1,double,uniform,CPU,"Ds | Ds",384,30,0.031904,0,0.046599,0.007648,0.125609,0.086151
1,double,uniform,CPU,"Ds | Ds",384,31,0.029088,0,0.046109,0.00624,0.122159,0.081437
1,double,uniform,CPU,"Ds | Ds",384,32,0.030848,0,0.054089,0.008608,0.135108,0.093545
1,double,uniform,CPU,"Ds | Ds",384,33,0.028256,0,0.047449,0.007232,0.123759,0.082937
1,double,uniform,CPU,"Ds | Ds",384,34,0.030656,0,0.046439,0.007648,0.124149,0.084743
1,double,uniform,CPU,"Ds | Ds",384,35,0.02928,0,0.04673,0.008768,0.125879,0.084778
1,double,uniform,CPU,"Ds | Ds",384,36,0.032,0,0.04709,0.008224,0.12793,0.087314
1,double,uniform,CPU,"Ds | Ds",384,37,0.0304,0,0.04638,0.008672,0.126209,0.085452
1,double,uniform,CPU,"Ds | Ds",384,38,0.030464,0,0.04657,0.008416,0.125339,0.08545
1,double,uniform,CPU,"Ds | Ds",384,39,0.030432,0,0.047159,0.00768,0.126209,0.085271
1,double,uniform,CPU,"Ds | Ds",384,40,0.03136,0,0.04716,0.008512,0.125899,0.087032
1,double,uniform,CPU,"Ds | Ds",384,41,0.029184,0,0.04673,0.007488,0.123699,0.083402
1,double,uniform,CPU,"Ds | Ds",384,42,0.030208,0,0.04704,0.008416,0.126378,0.085664
1,double,uniform,CPU,"Ds | Ds",384,43,0.029888,0,0.04658,0.007328,0.123229,0.083796
1,double,uniform,CPU,"Ds | Ds",384,44,0.032896,0,0.04647,0.006112,0.126899,0.085478
1,double,uniform,CPU,"Ds | Ds",384,45,0.032032,0,0.04624,0.007968,0.125299,0.08624
1,double,uniform,CPU,"Ds | Ds",384,46,0.028096,0,0.04477,0.01008,0.115359,0.082946
1,double,uniform,CPU,"Ds | Ds",384,47,0.029824,0,0.04617,0.007616,0.125609,0.08361
1,double,uniform,CPU,"Ds | Ds",384,48,0.029408,0,0.046959,0.005792,0.121879,0.082159
1,double,uniform,CPU,"Ds | Ds",384,49,0.029504,0,0.04632,0.007648,0.125928,0.083472
1,double,uniform,CPU,"Ds | Ds",384,50,0.03184,0,0.046939,0.008832,0.127519,0.087611
1,double,uniform,CPU,"Ds | Ds",384,51,0.034048,0,0.04664,0.007552,0.129459,0.08824
1,double,uniform,CPU,"Ds | Ds",384,52,0.02992,0,0.05206,0.006528,0.129539,0.088508
1,double,uniform,CPU,"Ds | Ds",384,53,0.031552,0,0.04671,0.007488,0.125239,0.08575
1,double,uniform,CPU,"Ds | Ds",384,54,0.029472,0,0.04666,0.008288,0.124699,0.08442
1,double,uniform,CPU,"Ds | Ds",384,55,0.030912,0,0.047169,0.007936,0.125519,0.086017
1,double,uniform,CPU,"Ds | Ds",384,56,0.030496,0,0.046379,0.006016,0.123259,0.082891
1,double,uniform,CPU,"Ds | Ds",384,57,0.032544,0,0.04663,0.009056,0.127529,0.08823
1,double,uniform,CPU,"Ds | Ds",384,58,0.03024,0,0.046999,0.006912,0.125609,0.084151
1,double,uniform,CPU,"Ds | Ds",384,59,0.030144,0,0.04714,0.006752,0.125268,0.084036
1,double,uniform,CPU,"Ds | Ds",384,60,0.029312,0,0.046379,0.008384,0.125299,0.084075
1,double,uniform,CPU,"Ds | Ds",384,61,0.030176,0,0.046819,0.00688,0.126579,0.083875
1,double,uniform,CPU,"Ds | Ds",384,62,0.033312,0,0.04725,0.007776,0.129548,0.088338
1,double,uniform,CPU,"Ds | Ds",384,63,0.031488,0,0.046519,0.007968,0.126879,0.085975
1,double,uniform,CPU,"Ds | Ds",384,64,0.031392,0,0.04641,0.00608,0.123869,0.083882
1,double,uniform,CPU,"Ds | Ds",384,65,0.02912,0,0.0439,0.009888,0.117619,0.082908
1,double,uniform,CPU,"Ds | Ds",384,66,0.030368,0,0.04679,0.00816,0.125619,0.085318
1,double,uniform,CPU,"Ds | Ds",384,67,0.032032,0,0.046899,0.008672,0.127979,0.087603
1,double,uniform,CPU,"Ds | Ds",384,68,0.029504,0,0.047,0.007264,0.125999,0.083768
1,double,uniform,CPU,"Ds | Ds",384,69,0.029632,0,0.046269,0.006912,0.122329,0.082813
1,double,uniform,CPU,"Ds | Ds",384,70,0.030336,0,0.046349,0.007584,0.131059,0.084269
1,double,uniform,CPU,"Ds | Ds",384,71,0.031168,0,0.046399,0.007424,0.126709,0.084991
1,double,uniform,CPU,"Ds | Ds",384,72,0.031904,0,0.046459,0.00816,0.125529,0.086523
1,double,uniform,CPU,"Ds | Ds",384,73,0.027872,0,0.04709,0.006208,0.123239,0.08117
1,double,uniform,CPU,"Ds | Ds",384,74,0.02816,0,0.04612,0.007296,0.121509,0.081576
1,double,uniform,CPU,"Ds | Ds",448,0,0.058112,0,0.041869,0.011904,0.157559,0.111885
1,double,uniform,CPU,"Ds | Ds",448,1,0.034304,0,0.037499,0.007904,0.120799,0.079707
1,double,uniform,CPU,"Ds | Ds",448,2,0.029824,0,0.037379,0.007552,0.115219,0.074755
1,double,uniform,CPU,"Ds | Ds",448,3,0.029952,0,0.03798,0.007968,0.116469,0.0759
1,double,uniform,CPU,"Ds | Ds",448,4,0.029216,0,0.037849,0.008448,0.117829,0.075513
1,double,uniform,CPU,"Ds | Ds",448,5,0.144832,0,0.037529,0.008416,0.233468,0.190777
1,double,uniform,CPU,"Ds | Ds",448,6,0.028224,0,0.0372,0.007648,0.113839,0.073072
1,double,uniform,CPU,"Ds | Ds",448,7,0.032832,0,0.03798,0.009056,0.12069,0.079868
1,double,uniform,CPU,"Ds | Ds",448,8,0.032736,0,0.037269,0.00816,0.117939,0.078165
1,double,uniform,CPU,"Ds | Ds",448,9,0.030432,0,0.03715,0.007968,0.116799,0.07555
1,double,uniform,CPU,"Ds | Ds",448,10,0.029312,0,0.03756,0.009056,0.115268,0.075928
1,double,uniform,CPU,"Ds | Ds",448,11,0.03056,0,0.03749,0.008736,0.116979,0.076786
1,double,uniform,CPU,"Ds | Ds",448,12,0.030976,0,0.03755,0.007552,0.116279,0.076078
1,double,uniform,CPU,"Ds | Ds",448,13,0.03008,0,0.03737,0.008192,0.115819,0.075642
1,double,uniform,CPU,"Ds | Ds",448,14,0.029376,0,0.037089,0.007584,0.114899,0.074049
1,double,uniform,CPU,"Ds | Ds",448,15,0.029824,0,0.037,0.007776,0.115839,0.0746
1,double,uniform,CPU,"Ds | Ds",448,16,0.032608,0,0.03742,0.007904,0.123959,0.077932
1,double,uniform,CPU,"Ds | Ds",448,17,0.031168,0,0.03727,0.0088,0.116779,0.077238
1,double,uniform,CPU,"Ds | Ds",448,18,0.028416,0,0.03407,0.009024,0.103679,0.07151
1,double,uniform,CPU,"Ds | Ds",448,19,0.031008,0,0.03702,0.007936,0.113749,0.075964
1,double,uniform,CPU,"Ds | Ds",448,20,0.029888,0,0.03735,0.007296,0.117199,0.074534
1,double,uniform,CPU,"Ds | Ds",448,21,0.031264,0,0.03706,0.007904,0.116769,0.076228
1,double,uniform,CPU,"Ds | Ds",448,22,0.03168,0,0.03727,0.007648,0.116909,0.076598
1,double,uniform,CPU,"Ds | Ds",448,23,0.030368,0,0.03748,0.008032,0.121119,0.07588
1,double,uniform,CPU,"Ds | Ds",448,24,0.031616,0,0.03714,0.00832,0.116248,0.077076
1,double,uniform,CPU,"Ds | Ds",448,25,0.028832,0,0.03734,0.007776,0.114499,0.073948
1,double,uniform,CPU,"Ds | Ds",448,26,0.030944,0,0.03739,0.008416,0.117489,0.07675
1,double,uniform,CPU,"Ds | Ds",448,27,0.030176,0,0.03716,0.007328,0.115299,0.074664
1,double,uniform,CPU,"Ds | Ds",448,28,0.02928,0,0.037409,0.00784,0.115589,0.074529
1,double,uniform,CPU,"Ds | Ds",448,29,0.125984,0,0.03826,0.008288,0.213428,0.172532
1,double,uniform,CPU,"Ds | Ds",448,30,0.030592,0,0.03855,0.0088,0.119269,0.077942
1,double,uniform,CPU,"Ds | Ds",448,31,0.030016,0,0.03744,0.006816,0.113969,0.074272
1,double,uniform,CPU,"Ds | Ds",448,32,0.032064,0,0.03745,0.008736,0.118659,0.07825
1,double,uniform,CPU,"Ds | Ds",448,33,0.030048,0,0.03719,0.007776,0.115089,0.075014
1,double,uniform,CPU,"Ds | Ds",448,34,0.032448,0,0.037459,0.008448,0.119399,0.078355
1,double,uniform,CPU,"Ds | Ds",448,35,0.032128,0,0.03709,0.008032,0.118319,0.07725
1,double,uniform,CPU,"Ds | Ds",448,36,0.032864,0,0.03742,0.008224,0.117869,0.078508
1,double,uniform,CPU,"Ds | Ds",448,37,0.030656,0,0.03704,0.00848,0.115828,0.076176
1,double,uniform,CPU,"Ds | Ds",448,38,0.03136,0,0.03742,0.008384,0.115659,0.077164
1,double,uniform,CPU,"Ds | Ds",448,39,0.029824,0,0.03744,0.00768,0.115869,0.074944
1,double,uniform,CPU,"Ds | Ds",448,40,0.030752,0,0.03763,0.007136,0.115229,0.075518
1,double,uniform,CPU,"Ds | Ds",448,41,0.030048,0,0.03743,0.007232,0.116009,0.07471
1,double,uniform,CPU,"Ds | Ds",448,42,0.031168,0,0.03753,0.006592,0.116219,0.07529
1,double,uniform,CPU,"Ds | Ds",448,43,0.031776,0,0.037089,0.008352,0.118779,0.077217
1,double,uniform,CPU,"Ds | Ds",448,44,0.029504,0,0.037789,0.008128,0.116259,0.075421
1,double,uniform,CPU,"Ds | Ds",448,45,0.028992,0,0.03725,0.007872,0.113789,0.074114
1,double,uniform,CPU,"Ds | Ds",448,46,0.03008,0,0.037039,0.008032,0.115289,0.075151
1,double,uniform,CPU,"Ds | Ds",448,47,0.030368,0,0.037619,0.00816,0.118769,0.076147
1,double,uniform,CPU,"Ds | Ds",448,48,0.03152,0,0.0373,0.007616,0.116859,0.076436
1,double,uniform,CPU,"Ds | Ds",448,49,0.035072,0,0.03763,0.00832,0.232458,0.081022
1,double,uniform,CPU,"Ds | Ds",448,50,0.030112,0,0.037119,0.007776,0.114199,0.075007
1,double,uniform,CPU,"Ds | Ds",448,51,0.03152,0,0.03739,0.008256,0.116259,0.077166
1,double,uniform,CPU,"Ds | Ds",448,52,0.031264,0,0.03721,0.007712,0.116408,0.076186
1,double,uniform,CPU,"Ds | Ds",448,53,0.031424,0,0.03767,0.008416,0.117469,0.07751
1,double,uniform,CPU,"Ds | Ds",448,54,0.02944,0,0.037109,0.008,0.114999,0.074549
1,double,uniform,CPU,"Ds | Ds",448,55,0.030432,0,0.03718,0.007936,0.116569,0.075548
1,double,uniform,CPU,"Ds | Ds",448,56,0.03024,0,0.03818,0.007552,0.117829,0.075972
1,double,uniform,CPU,"Ds | Ds",448,57,0.026368,0,0.03429,0.009536,0.102808,0.070194
1,double,uniform,CPU,"Ds | Ds",448,58,0.030112,0,0.03726,0.008352,0.11645,0.075724
1,double,uniform,CPU,"Ds | Ds",448,59,0.031104,0,0.037299,0.008736,0.118819,0.077139
1,double,uniform,CPU,"Ds | Ds",448,60,0.034016,0,0.038179,0.009856,0.122359,0.082051
1,double,uniform,CPU,"Ds | Ds",448,61,0.032,0,0.037179,0.008096,0.117309,0.077275
1,double,uniform,CPU,"Ds | Ds",448,62,0.03056,0,0.03716,0.112704,0.221678,0.180424
1,double,uniform,CPU,"Ds | Ds",448,63,0.02912,0,0.037299,0.008128,0.114169,0.074547
1,double,uniform,CPU,"Ds | Ds",448,64,0.03008,0,0.03723,0.00768,0.114579,0.07499
1,double,uniform,CPU,"Ds | Ds",448,65,0.030688,0,0.03751,0.007264,0.115819,0.075462
1,double,uniform,CPU,"Ds | Ds",448,66,0.0288,0,0.03747,0.007744,0.114789,0.074014
1,double,uniform,CPU,"Ds | Ds",448,67,0.030432,0,0.03755,0.008896,0.115849,0.076878
1,double,uniform,CPU,"Ds | Ds",448,68,0.028704,0,0.037319,0.007744,0.112819,0.073767
1,double,uniform,CPU,"Ds | Ds",448,69,0.032768,0,0.0377,0.008192,0.120309,0.07866
1,double,uniform,CPU,"Ds | Ds",448,70,0.0368,0,0.03784,0.009088,0.125249,0.083728
1,double,uniform,CPU,"Ds | Ds",448,71,0.029952,0,0.03731,0.0088,0.117319,0.076062
1,double,uniform,CPU,"Ds | Ds",448,72,0.029984,0,0.03722,0.007808,0.113889,0.075012
1,double,uniform,CPU,"Ds | Ds",448,73,0.030272,0,0.03758,0.008704,0.117479,0.076556
1,double,uniform,CPU,"Ds | Ds",448,74,0.031456,0,0.03724,0.007776,0.117198,0.076472
1,double,uniform,CPU,"Ds | Ds",512,0,0.058624,0,0.042298,0.012512,0.159859,0.113434
1,double,uniform,CPU,"Ds | Ds",512,1,0.031616,0,0.038409,0.008128,0.119289,0.078153
1,double,uniform,CPU,"Ds | Ds",512,2,0.029952,0,0.038259,0.009152,0.115879,0.077363
