dim,precision,solver_type,api,bc_name,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,CPU,"P | P | P | P | N | D",256,5,6.49453,0.00199,0.455466,0.305792,7.32449,7.25778
3,float,uniform,CPU,"P | P | P | P | N | D",256,6,6.46902,0.00201,0.454214,0.30368,7.30287,7.22893
3,float,uniform,CPU,"P | P | P | P | N | D",256,7,6.40899,0.002059,0.457287,0.30336,7.24562,7.1717
3,float,uniform,CPU,"P | P | P | P | N | D",256,8,6.44304,0.00207,0.451745,0.308192,7.27872,7.20505
3,float,uniform,CPU,"P | P | P | P | N | D",256,9,6.72403,0.00202,0.455744,0.300608,7.56183,7.4824
3,float,uniform,CPU,"P | P | P | P | N | D",256,10,7.01427,0.0021,0.457546,0.3048,7.86702,7.77872
3,float,uniform,CPU,"P | P | P | P | N | D",256,11,6.5647,0.002151,0.454097,0.303904,7.4031,7.32486
3,float,uniform,CPU,"P | P | P | P | N | D",256,12,6.42614,0.00225,0.453854,0.306624,7.26426,7.18887
3,float,uniform,CPU,"P | P | P | P | N | D",256,13,6.98912,0.001629,0.450907,0.299808,7.80941,7.74146
3,float,uniform,CPU,"P | P | P | P | N | D",256,14,6.67693,0.00193,0.453134,0.298944,7.50312,7.43094
3,float,uniform,CPU,"P | P | P | P | N | D",256,15,6.65539,0.001792,0.452045,0.300128,7.47964,7.40936
3,float,uniform,CPU,"P | P | P | P | N | D",256,16,6.7096,0.001739,0.454856,0.301728,7.53998,7.46792
3,float,uniform,CPU,"P | P | P | P | N | D",256,17,6.60938,0.00205,0.453344,0.303776,7.44394,7.36855
3,float,uniform,CPU,"P | P | P | P | N | D",256,18,6.77693,0.001869,0.451315,0.297664,7.59947,7.52778
3,float,uniform,CPU,"P | P | P | P | N | D",256,19,6.47862,0.00173,0.454124,0.31408,7.32219,7.24856
3,float,uniform,CPU,"P | P | P | P | N | D",256,20,6.54099,0.00207,0.456274,0.30304,7.37353,7.30238
3,float,uniform,CPU,"P | P | P | P | N | D",256,21,6.45398,0.00203,0.464926,0.304128,7.2982,7.22507
3,float,uniform,CPU,"P | P | P | P | N | D",256,22,6.53491,0.00186,0.454287,0.303424,7.3692,7.29448
3,float,uniform,CPU,"P | P | P | P | N | D",256,23,7.08202,0.00237,0.456376,0.301984,7.93556,7.84275
3,float,uniform,CPU,"P | P | P | P | N | D",256,24,6.56054,0.002001,0.457425,0.301344,7.39503,7.32131
3,float,uniform,CPU,"P | P | P | P | N | D",256,25,6.7505,0.00205,0.456014,0.30352,7.58768,7.51208
3,float,uniform,CPU,"P | P | P | P | N | D",256,26,6.5087,0.00207,0.450824,0.307104,7.34371,7.2687
3,float,uniform,CPU,"P | P | P | P | N | D",256,27,6.54237,0.00207,0.454436,0.304192,7.37477,7.30307
3,float,uniform,CPU,"P | P | P | P | N | D",256,28,6.44957,0.001951,0.456068,0.301152,7.28612,7.20874
3,float,uniform,CPU,"P | P | P | P | N | D",256,29,6.58496,0.00214,0.452196,0.301056,7.41727,7.34035
3,float,uniform,CPU,"P | P | P | P | N | D",256,30,6.5911,0.00189,0.455164,0.305312,7.42815,7.35347
3,float,uniform,CPU,"P | P | P | P | N | D",256,31,6.51062,0.002241,0.452787,0.305664,7.34328,7.27132
3,float,uniform,CPU,"P | P | P | P | N | D",256,32,6.47942,0.001819,0.458936,0.30304,7.31625,7.24322
3,float,uniform,CPU,"P | P | P | P | N | D",256,33,6.50352,0.00191,0.459895,0.302176,7.3443,7.2675
3,float,uniform,CPU,"P | P | P | P | N | D",256,34,6.49696,0.00208,0.455354,0.302016,7.32574,7.25641
3,float,uniform,CPU,"P | P | P | P | N | D",256,35,6.56522,0.00195,0.455165,0.301504,7.4031,7.32383
3,float,uniform,CPU,"P | P | P | P | N | D",256,36,6.58941,0.002,0.454744,0.302208,7.4184,7.34836
3,float,uniform,CPU,"P | P | P | P | N | D",256,37,6.44358,0.00216,0.452527,0.30496,7.27757,7.20323
3,float,uniform,CPU,"P | P | P | P | N | D",256,38,6.7528,0.00182,0.456964,0.302688,7.5874,7.51427
3,float,uniform,CPU,"P | P | P | P | N | D",256,39,6.8815,0.002161,0.458306,0.303488,7.72964,7.64546
3,float,uniform,CPU,"P | P | P | P | N | D",256,40,6.36698,0.00212,0.456206,0.300896,7.20242,7.1262
3,float,uniform,CPU,"P | P | P | P | N | D",256,41,6.43418,0.0019,0.453276,0.305536,7.27183,7.19489
3,float,uniform,CPU,"P | P | P | P | N | D",256,42,7.00637,0.00196,0.456615,0.30416,7.84554,7.7691
3,float,uniform,CPU,"P | P | P | P | N | D",256,43,6.46352,0.00198,0.453244,0.301344,7.2933,7.22009
3,float,uniform,CPU,"P | P | P | P | N | D",256,44,6.6041,0.00206,0.455105,0.303456,7.43812,7.36472
3,float,uniform,CPU,"P | P | P | P | N | D",256,45,6.52086,0.00195,0.452484,0.302272,7.35177,7.27757
3,float,uniform,CPU,"P | P | P | P | N | D",256,46,7.00784,0.00205,0.456344,0.30208,7.84424,7.76831
3,float,uniform,CPU,"P | P | P | P | N | D",256,47,6.3784,0.002049,0.451996,0.303744,7.20954,7.13619
3,float,uniform,CPU,"P | P | P | P | N | D",256,48,6.36614,0.00183,0.449144,0.300544,7.18618,7.11766
3,float,uniform,CPU,"P | P | P | P | N | D",256,49,6.60285,0.00196,0.456384,0.29872,7.43345,7.35991
3,float,uniform,CPU,"P | P | P | P | N | D",256,50,6.98582,0.00197,0.455974,0.306432,7.83657,7.7502
3,float,uniform,CPU,"P | P | P | P | N | D",256,51,7.02768,0.00207,0.453034,0.303456,7.86568,7.78624
3,float,uniform,CPU,"P | P | P | P | N | D",256,52,6.73754,0.00202,0.457754,0.302432,7.56832,7.49974
3,float,uniform,CPU,"P | P | P | P | N | D",256,53,6.98826,0.00265,0.456844,0.304672,7.82815,7.75242
3,float,uniform,CPU,"P | P | P | P | N | D",256,54,6.57661,0.00196,0.456774,0.303712,7.41223,7.33905
3,float,uniform,CPU,"P | P | P | P | N | D",256,55,6.43498,0.001941,0.451566,0.301632,7.26406,7.19012
3,float,uniform,CPU,"P | P | P | P | N | D",256,56,7.03667,0.001998,0.456405,0.301824,7.88608,7.7969
3,float,uniform,CPU,"P | P | P | P | N | D",256,57,6.41907,0.002121,0.460335,0.306784,7.26359,7.18831
3,float,uniform,CPU,"P | P | P | P | N | D",256,58,6.48486,0.00189,0.457264,0.302208,7.321,7.24623
3,float,uniform,CPU,"P | P | P | P | N | D",256,59,6.49926,0.001929,0.460136,0.303136,7.33928,7.26446
3,float,uniform,CPU,"P | P | P | P | N | D",256,60,6.44694,0.00198,0.454295,0.300736,7.28218,7.20396
3,float,uniform,CPU,"P | P | P | P | N | D",256,61,6.46474,0.0021,0.454944,0.304832,7.30049,7.22661
3,float,uniform,CPU,"P | P | P | P | N | D",256,62,6.9143,0.00195,0.455414,0.3016,7.74473,7.67327
3,float,uniform,CPU,"P | P | P | P | N | D",256,63,6.95034,0.00226,0.457984,0.30144,7.78532,7.71202
3,float,uniform,CPU,"P | P | P | P | N | D",256,64,6.61488,0.00196,0.456605,0.304864,7.45179,7.37831
3,float,uniform,CPU,"P | P | P | P | N | D",256,65,6.4975,0.002049,0.454356,0.299168,7.3273,7.25308
3,float,uniform,CPU,"P | P | P | P | N | D",256,66,6.38851,0.00203,0.456064,0.303488,7.21935,7.15009
3,float,uniform,CPU,"P | P | P | P | N | D",256,67,6.56061,0.002,0.486275,0.303232,7.42741,7.35212
3,float,uniform,CPU,"P | P | P | P | N | D",256,68,6.45984,0.002039,0.455764,0.305504,7.29877,7.22315
3,float,uniform,CPU,"P | P | P | P | N | D",256,69,6.79882,0.00209,0.456284,0.311008,7.65254,7.5682
3,float,uniform,CPU,"P | P | P | P | N | D",256,70,6.47056,0.00194,0.452934,0.301312,7.30172,7.22675
3,float,uniform,CPU,"P | P | P | P | N | D",256,71,6.57539,0.00191,0.455245,0.302784,7.40855,7.33533
3,float,uniform,CPU,"P | P | P | P | N | D",256,72,6.46131,0.002199,0.454386,0.30608,7.30117,7.22398
3,float,uniform,CPU,"P | P | P | P | N | D",256,73,6.45277,0.00206,0.460295,0.303648,7.29197,7.21877
3,float,uniform,CPU,"P | P | P | P | N | D",256,74,6.65952,0.002,0.454495,0.303136,7.49304,7.41915
3,float,uniform,CPU,"P | P | P | P | N | D",320,0,13.334,0.00218,1.97939,0.873344,16.2838,16.1889
3,float,uniform,CPU,"P | P | P | P | N | D",320,1,13.3535,0.00221,1.97118,0.873504,16.2937,16.2004
3,float,uniform,CPU,"P | P | P | P | N | D",320,2,13.2841,0.00208,1.97236,0.868032,16.208,16.1266
3,float,uniform,CPU,"P | P | P | P | N | D",320,3,12.5923,0.00199,1.97645,0.870432,15.5224,15.4412
3,float,uniform,CPU,"P | P | P | P | N | D",320,4,13.9228,0.00212,1.97159,0.867648,16.8434,16.7641
3,float,uniform,CPU,"P | P | P | P | N | D",320,5,12.6427,0.002049,1.97491,0.867776,15.5657,15.4874
3,float,uniform,CPU,"P | P | P | P | N | D",320,6,12.7888,0.002111,1.96948,0.865344,15.7062,15.6258
3,float,uniform,CPU,"P | P | P | P | N | D",320,7,12.695,0.00181,1.97353,0.874816,15.6241,15.5451
3,float,uniform,CPU,"P | P | P | P | N | D",320,8,12.9396,0.00201,1.97053,0.87696,15.8661,15.7891
3,float,uniform,CPU,"P | P | P | P | N | D",320,9,13.5116,0.00192,1.97473,0.866016,16.4275,16.3543
3,float,uniform,CPU,"P | P | P | P | N | D",320,10,12.7394,0.0021,1.97364,0.866688,15.6576,15.5819
3,float,uniform,CPU,"P | P | P | P | N | D",320,11,13.4701,0.00188,1.97486,0.866944,16.3876,16.3138
3,float,uniform,CPU,"P | P | P | P | N | D",320,12,12.9557,0.00197,1.97099,0.870112,15.8762,15.7988
3,float,uniform,CPU,"P | P | P | P | N | D",320,13,13.6589,0.00191,1.97291,0.87104,16.5852,16.5048
3,float,uniform,CPU,"P | P | P | P | N | D",320,14,12.8859,0.00195,1.97139,0.86704,15.8032,15.7262
3,float,uniform,CPU,"P | P | P | P | N | D",320,15,13.2242,0.00228,1.97464,0.86944,16.1489,16.0705
3,float,uniform,CPU,"P | P | P | P | N | D",320,16,12.7633,0.0017,1.9739,0.865952,15.683,15.6048
3,float,uniform,CPU,"P | P | P | P | N | D",320,17,13.5839,0.00208,1.97353,0.872,16.5245,16.4315
3,float,uniform,CPU,"P | P | P | P | N | D",320,18,13.0993,0.001751,1.97226,0.8696,16.0181,15.9429
3,float,uniform,CPU,"P | P | P | P | N | D",320,19,12.8935,0.00193,1.97008,0.868864,15.817,15.7343
3,float,uniform,CPU,"P | P | P | P | N | D",320,20,13.0546,0.002159,1.97246,0.8704,15.9813,15.8996
3,float,uniform,CPU,"P | P | P | P | N | D",320,21,12.8922,0.00191,1.9777,0.870208,15.8305,15.742
3,float,uniform,CPU,"P | P | P | P | N | D",320,22,12.7178,0.00205,1.97283,0.865824,15.6393,15.5585
3,float,uniform,CPU,"P | P | P | P | N | D",320,23,13.5691,0.001971,1.97209,0.865536,16.5083,16.4087
3,float,uniform,CPU,"P | P | P | P | N | D",320,24,13.0262,0.00216,1.97021,0.86736,15.9469,15.8659
3,float,uniform,CPU,"P | P | P | P | N | D",320,25,12.7994,0.00187,1.97417,0.868032,15.7256,15.6435
3,float,uniform,CPU,"P | P | P | P | N | D",320,26,12.8199,0.00192,1.97517,0.870592,15.7463,15.6676
3,float,uniform,CPU,"P | P | P | P | N | D",320,27,12.7953,0.00173,1.97186,0.879424,15.7242,15.6483
3,float,uniform,CPU,"P | P | P | P | N | D",320,28,14.0424,0.00213,1.97618,0.871456,16.9845,16.8921
3,float,uniform,CPU,"P | P | P | P | N | D",320,29,12.7109,0.0024,1.97378,0.873056,15.6365,15.5601
3,float,uniform,CPU,"P | P | P | P | N | D",320,30,13.595,0.002031,1.97845,0.871296,16.5263,16.4468
3,float,uniform,CPU,"P | P | P | P | N | D",320,31,12.9339,0.00214,1.9732,0.866368,15.8532,15.7756
3,float,uniform,CPU,"P | P | P | P | N | D",320,32,12.9586,0.00208,1.97617,0.871808,15.8845,15.8086
3,float,uniform,CPU,"P | P | P | P | N | D",320,33,12.7651,0.00201,1.97243,0.875136,15.6918,15.6147
3,float,uniform,CPU,"P | P | P | P | N | D",320,34,13.936,0.002389,1.97463,0.872512,16.8643,16.7855
3,float,uniform,CPU,"P | P | P | P | N | D",320,35,13.0087,0.001981,1.97911,0.872192,15.9385,15.862
3,float,uniform,CPU,"P | P | P | P | N | D",320,36,12.8571,0.002359,1.9746,0.86944,15.7852,15.7035
3,float,uniform,CPU,"P | P | P | P | N | D",320,37,12.9436,0.002,1.97111,0.86848,15.8631,15.7852
3,float,uniform,CPU,"P | P | P | P | N | D",320,38,13.975,0.00208,1.97322,0.869664,16.8984,16.82
3,float,uniform,CPU,"P | P | P | P | N | D",320,39,13.4338,0.002239,1.97752,0.866272,16.3738,16.2798
3,float,uniform,CPU,"P | P | P | P | N | D",320,40,13.9385,0.00224,1.97113,0.869056,16.8624,16.7809
3,float,uniform,CPU,"P | P | P | P | N | D",320,41,13.194,0.002071,1.9713,0.869728,16.1135,16.0371
3,float,uniform,CPU,"P | P | P | P | N | D",320,42,13.1327,0.00198,1.97178,0.869248,16.0546,15.9757
3,float,uniform,CPU,"P | P | P | P | N | D",320,43,13.6532,0.00202,1.97431,0.87072,16.5787,16.5002
3,float,uniform,CPU,"P | P | P | P | N | D",320,44,13.4523,0.00206,1.97244,0.865536,16.3697,16.2924
3,float,uniform,CPU,"P | P | P | P | N | D",320,45,13.0741,0.00182,1.97235,0.86976,15.9931,15.918
3,float,uniform,CPU,"P | P | P | P | N | D",320,46,12.9623,0.00201,1.97536,0.867488,15.8847,15.8072
3,float,uniform,CPU,"P | P | P | P | N | D",320,47,12.9553,0.00203,1.97504,0.873248,15.8897,15.8056
3,float,uniform,CPU,"P | P | P | P | N | D",320,48,12.9381,0.00204,1.97548,0.877792,15.8722,15.7934
3,float,uniform,CPU,"P | P | P | P | N | D",320,49,12.7705,0.00225,1.97189,0.871264,15.695,15.6159
3,float,uniform,CPU,"P | P | P | P | N | D",320,50,12.7356,0.002169,1.97144,0.87136,15.6593,15.5805
3,float,uniform,CPU,"P | P | P | P | N | D",320,51,13.0771,0.00212,1.97528,0.877888,16.0103,15.9324
3,float,uniform,CPU,"P | P | P | P | N | D",320,52,12.7697,0.002319,1.97254,0.881248,15.7064,15.6258
3,float,uniform,CPU,"P | P | P | P | N | D",320,53,12.7843,0.002149,1.97379,0.868448,15.7155,15.6286
3,float,uniform,CPU,"P | P | P | P | N | D",320,54,13.0597,0.001971,1.97564,0.872224,15.9887,15.9095
3,float,uniform,CPU,"P | P | P | P | N | D",320,55,12.728,0.002099,1.97361,0.870816,15.6528,15.5745
3,float,uniform,CPU,"P | P | P | P | N | D",320,56,12.7271,0.00197,1.9739,0.869152,15.6526,15.5722
3,float,uniform,CPU,"P | P | P | P | N | D",320,57,13.6423,0.002179,1.97447,0.873632,16.5847,16.4926
3,float,uniform,CPU,"P | P | P | P | N | D",320,58,13.9998,0.002111,1.97657,0.872928,16.9449,16.8514
3,float,uniform,CPU,"P | P | P | P | N | D",320,59,12.5252,0.00236,1.97135,0.8736,15.4505,15.3725
3,float,uniform,CPU,"P | P | P | P | N | D",320,60,13.2236,0.00208,1.97517,0.869408,16.1491,16.0703
3,float,uniform,CPU,"P | P | P | P | N | D",320,61,12.7409,0.0022,1.97787,0.87168,15.6694,15.5927
3,float,uniform,CPU,"P | P | P | P | N | D",320,62,13.6111,0.00207,1.97542,0.875232,16.556,16.4638
3,float,uniform,CPU,"P | P | P | P | N | D",320,63,12.8102,0.002209,1.97465,0.868256,15.7353,15.6553
3,float,uniform,CPU,"P | P | P | P | N | D",320,64,12.6719,0.002021,1.96836,0.866976,15.5849,15.5092
3,float,uniform,CPU,"P | P | P | P | N | D",320,65,13.2993,0.00204,1.97364,0.868512,16.2226,16.1435
3,float,uniform,CPU,"P | P | P | P | N | D",320,66,13.6059,0.002151,1.97292,0.868608,16.5326,16.4496
3,float,uniform,CPU,"P | P | P | P | N | D",320,67,13.6505,0.00219,1.97538,0.87232,16.5935,16.5004
3,float,uniform,CPU,"P | P | P | P | N | D",320,68,13.4616,0.00213,1.96964,0.871392,16.3975,16.3047
3,float,uniform,CPU,"P | P | P | P | N | D",320,69,13.9099,0.00207,1.97359,0.869984,16.8449,16.7555
3,float,uniform,CPU,"P | P | P | P | N | D",320,70,13.0677,0.00218,1.97259,0.87072,15.992,15.9132
3,float,uniform,CPU,"P | P | P | P | N | D",320,71,13.0275,0.002009,1.97527,0.8736,15.9577,15.8784
3,float,uniform,CPU,"P | P | P | P | N | D",320,72,13.6445,0.00205,1.9753,0.872416,16.5873,16.4942
3,float,uniform,CPU,"P | P | P | P | N | D",320,73,12.5155,0.00224,1.97762,0.87344,15.4469,15.3688
3,float,uniform,CPU,"P | P | P | P | N | D",320,74,13.697,0.002039,1.97707,0.871392,16.6308,16.5475
3,float,uniform,CPU,"P | P | P | P | N | D",384,0,22.4052,0.002091,3.46638,1.55936,27.529,27.4331
3,float,uniform,CPU,"P | P | P | P | N | D",384,1,22.638,0.00207,3.46112,1.55811,27.7497,27.6593
3,float,uniform,CPU,"P | P | P | P | N | D",384,2,21.611,0.002122,3.46491,1.55389,26.7261,26.6319
3,float,uniform,CPU,"P | P | P | P | N | D",384,3,22.1347,0.002161,3.46795,1.55958,27.2557,27.1644
3,float,uniform,CPU,"P | P | P | P | N | D",384,4,22.159,0.00209,3.46754,1.5616,27.2733,27.1902
3,float,uniform,CPU,"P | P | P | P | N | D",384,5,22.3393,0.00239,3.46962,1.55744,27.4596,27.3688
3,float,uniform,CPU,"P | P | P | P | N | D",384,6,22.1268,0.00228,3.47227,1.55744,27.246,27.1587
3,float,uniform,CPU,"P | P | P | P | N | D",384,7,22.5435,0.002111,3.46667,1.55805,27.6539,27.5704
3,float,uniform,CPU,"P | P | P | P | N | D",384,8,22.4604,0.00223,3.46525,1.55914,27.5767,27.487
3,float,uniform,CPU,"P | P | P | P | N | D",384,9,22.274,0.00225,3.46782,1.55693,27.3872,27.301
3,float,uniform,CPU,"P | P | P | P | N | D",384,10,22.201,0.00216,3.46426,1.55757,27.3087,27.225
3,float,uniform,CPU,"P | P | P | P | N | D",384,11,22.4783,0.002019,3.46943,1.55869,27.5993,27.5084
3,float,uniform,CPU,"P | P | P | P | N | D",384,12,22.4369,0.002199,3.46274,1.55994,27.5548,27.4617
3,float,uniform,CPU,"P | P | P | P | N | D",384,13,22.3051,0.00239,3.4685,1.5569,27.4185,27.3328
3,float,uniform,CPU,"P | P | P | P | N | D",384,14,22.4392,0.002131,3.46997,1.55856,27.5672,27.4699
3,float,uniform,CPU,"P | P | P | P | N | D",384,15,22.7266,0.00211,3.46503,1.57002,27.8595,27.7637
3,float,uniform,CPU,"P | P | P | P | N | D",384,16,21.9326,0.00246,3.46678,1.55677,27.043,26.9586
3,float,uniform,CPU,"P | P | P | P | N | D",384,17,22.1257,0.00215,3.46587,1.55834,27.2342,27.1521
3,float,uniform,CPU,"P | P | P | P | N | D",384,18,22.0159,0.0021,3.46612,1.55894,27.1303,27.043
3,float,uniform,CPU,"P | P | P | P | N | D",384,19,22.3275,0.00211,3.47847,1.5481,27.4407,27.3561
3,float,uniform,CPU,"P | P | P | P | N | D",384,20,22.2923,0.00217,3.47068,1.55994,27.4187,27.3251
3,float,uniform,CPU,"P | P | P | P | N | D",384,21,22.8969,0.00227,3.46347,1.55994,28.0143,27.9225
3,float,uniform,CPU,"P | P | P | P | N | D",384,22,22.6402,0.00211,3.46472,1.55894,27.7449,27.666
3,float,uniform,CPU,"P | P | P | P | N | D",384,23,22.2787,0.00228,3.46612,1.5752,27.4155,27.3223
3,float,uniform,CPU,"P | P | P | P | N | D",384,24,22.4118,0.00195,3.46341,1.56317,27.5271,27.4403
3,float,uniform,CPU,"P | P | P | P | N | D",384,25,22.6207,0.002059,3.46747,1.55856,27.7441,27.6488
3,float,uniform,CPU,"P | P | P | P | N | D",384,26,22.5397,0.0021,3.46728,1.55629,27.6592,27.5653
3,float,uniform,CPU,"P | P | P | P | N | D",384,27,22.2209,0.00222,3.48009,1.54838,27.3775,27.2516
3,float,uniform,CPU,"P | P | P | P | N | D",384,28,22.1177,0.00208,3.46698,1.56019,27.2315,27.1469
3,float,uniform,CPU,"P | P | P | P | N | D",384,29,22.2316,0.002508,3.49796,1.55766,27.3744,27.2897
3,float,uniform,CPU,"P | P | P | P | N | D",384,30,22.3116,0.00204,3.46827,1.56042,27.4306,27.3424
3,float,uniform,CPU,"P | P | P | P | N | D",384,31,22.4338,0.0021,3.46726,1.56,27.5461,27.4632
3,float,uniform,CPU,"P | P | P | P | N | D",384,32,22.4245,0.00215,3.46449,1.56058,27.5335,27.4517
3,float,uniform,CPU,"P | P | P | P | N | D",384,33,22.456,0.00219,3.46601,1.5593,27.5758,27.4835
3,float,uniform,CPU,"P | P | P | P | N | D",384,34,22.553,0.00212,3.46914,1.55382,27.6634,27.5781
3,float,uniform,CPU,"P | P | P | P | N | D",384,35,22.5731,0.00237,3.46466,1.56554,27.7012,27.6057
3,float,uniform,CPU,"P | P | P | P | N | D",384,36,22.5552,0.002081,3.46706,1.55898,27.6726,27.5833
3,float,uniform,CPU,"P | P | P | P | N | D",384,37,22.3548,0.00217,3.46416,1.55782,27.4707,27.379
3,float,uniform,CPU,"P | P | P | P | N | D",384,38,22.444,0.00213,3.46823,1.56358,27.5726,27.4779
3,float,uniform,CPU,"P | P | P | P | N | D",384,39,22.1062,0.00224,3.46359,1.55632,27.2169,27.1283
3,float,uniform,CPU,"P | P | P | P | N | D",384,40,22.4809,0.00219,3.46371,1.55987,27.5934,27.5067
3,float,uniform,CPU,"P | P | P | P | N | D",384,41,22.4745,0.002169,3.46921,1.56102,27.6004,27.5069
3,float,uniform,CPU,"P | P | P | P | N | D",384,42,22.4612,0.00219,3.46411,1.5551,27.5626,27.4827
3,float,uniform,CPU,"P | P | P | P | N | D",384,43,22.2951,0.002301,3.46733,1.55818,27.4057,27.3229
3,float,uniform,CPU,"P | P | P | P | N | D",384,44,22.4515,0.00225,3.46439,1.57638,27.5786,27.4945
3,float,uniform,CPU,"P | P | P | P | N | D",384,45,22.5954,0.0021,3.46915,1.55613,27.7079,27.6228
3,float,uniform,CPU,"P | P | P | P | N | D",384,46,22.5277,0.00207,3.4638,1.55882,27.6426,27.5524
3,float,uniform,CPU,"P | P | P | P | N | D",384,47,22.2071,0.00235,3.4662,1.56096,27.3195,27.2366
3,float,uniform,CPU,"P | P | P | P | N | D",384,48,22.317,0.002171,3.46481,1.58189,27.4521,27.3659
3,float,uniform,CPU,"P | P | P | P | N | D",384,49,22.5258,0.0023,3.46543,1.5607,27.6396,27.5542
3,float,uniform,CPU,"P | P | P | P | N | D",384,50,22.7674,0.00211,3.46948,1.56042,27.8962,27.7994
3,float,uniform,CPU,"P | P | P | P | N | D",384,51,22.267,0.00212,3.46923,1.55885,27.382,27.2972
3,float,uniform,CPU,"P | P | P | P | N | D",384,52,22.3628,0.00221,3.46717,1.57885,27.4937,27.4111
3,float,uniform,CPU,"P | P | P | P | N | D",384,53,22.3662,0.00221,3.46895,1.55805,27.4878,27.3954
3,float,uniform,CPU,"P | P | P | P | N | D",384,54,22.5837,0.00207,3.47117,1.55584,27.6991,27.6128
3,float,uniform,CPU,"P | P | P | P | N | D",384,55,22.2232,0.00227,3.47002,1.56003,27.3421,27.2555
3,float,uniform,CPU,"P | P | P | P | N | D",384,56,22.7174,0.00228,3.4665,1.55898,27.8393,27.7451
3,float,uniform,CPU,"P | P | P | P | N | D",384,57,22.0255,0.00208,3.47977,1.54307,27.1374,27.0504
3,float,uniform,CPU,"P | P | P | P | N | D",384,58,22.5908,0.002072,3.46708,1.56032,27.7141,27.6203
3,float,uniform,CPU,"P | P | P | P | N | D",384,59,22.6681,0.002169,3.46457,1.56464,27.7937,27.6995
3,float,uniform,CPU,"P | P | P | P | N | D",384,60,22.1971,0.00201,3.47083,1.55712,27.3122,27.227
3,float,uniform,CPU,"P | P | P | P | N | D",384,61,22.5316,0.00221,3.46766,1.56198,27.6583,27.5635
3,float,uniform,CPU,"P | P | P | P | N | D",384,62,22.3859,0.002039,3.46826,1.55888,27.5066,27.4151
3,float,uniform,CPU,"P | P | P | P | N | D",384,63,22.8146,0.00226,3.46803,1.5601,27.9392,27.845
3,float,uniform,CPU,"P | P | P | P | N | D",384,64,22.2604,0.0021,3.46895,1.55846,27.377,27.29
3,float,uniform,CPU,"P | P | P | P | N | D",384,65,22.6216,0.00206,3.46788,1.55907,27.7369,27.6506
3,float,uniform,CPU,"P | P | P | P | N | D",384,66,22.5877,0.002171,3.46541,1.5608,27.7033,27.6161
3,float,uniform,CPU,"P | P | P | P | N | D",384,67,22.3972,0.002357,3.46428,1.55658,27.5085,27.4204
3,float,uniform,CPU,"P | P | P | P | N | D",384,68,22.3914,0.00207,3.46461,1.55949,27.5004,27.4176
3,float,uniform,CPU,"P | P | P | P | N | D",384,69,22.1916,0.00226,3.46663,1.55766,27.3023,27.2182
3,float,uniform,CPU,"P | P | P | P | N | D",384,70,22.5869,0.00227,3.46449,1.55773,27.6938,27.6114
3,float,uniform,CPU,"P | P | P | P | N | D",384,71,22.4189,0.00253,3.47623,1.55216,27.5322,27.4499
3,float,uniform,CPU,"P | P | P | P | N | D",384,72,22.3615,0.00227,3.4647,1.55731,27.4723,27.3858
3,float,uniform,CPU,"P | P | P | P | N | D",384,73,22.4491,0.0023,3.4656,1.55824,27.5719,27.4753
3,float,uniform,CPU,"P | P | P | P | N | D",384,74,22.5901,0.002169,3.47994,1.54694,27.7149,27.6191
3,float,uniform,CPU,"P | P | P | P | N | D",448,0,33.9266,0.00214,5.59161,2.46432,42.0851,41.9846
3,float,uniform,CPU,"P | P | P | P | N | D",448,1,33.2216,0.00218,5.58733,2.46099,41.37,41.2721
3,float,uniform,CPU,"P | P | P | P | N | D",448,2,33.2534,0.00204,5.58797,2.46256,41.4004,41.306
3,float,uniform,CPU,"P | P | P | P | N | D",448,3,33.2535,0.00206,5.5896,2.46067,41.4005,41.3058
3,float,uniform,CPU,"P | P | P | P | N | D",448,4,33.5073,0.00214,5.58412,2.46218,41.6502,41.5557
3,float,uniform,CPU,"P | P | P | P | N | D",448,5,33.2986,0.00211,5.58547,2.46262,41.4401,41.3488
3,float,uniform,CPU,"P | P | P | P | N | D",448,6,33.6578,0.00213,5.58914,2.46061,41.8073,41.7097
3,float,uniform,CPU,"P | P | P | P | N | D",448,7,33.2935,0.00225,5.58916,2.45987,41.4428,41.3448
3,float,uniform,CPU,"P | P | P | P | N | D",448,8,33.2646,0.002351,5.58888,2.46186,41.4123,41.3177
3,float,uniform,CPU,"P | P | P | P | N | D",448,9,33.3422,0.002031,5.58672,2.46406,41.4875,41.3951
3,float,uniform,CPU,"P | P | P | P | N | D",448,10,33.3395,0.002339,5.59146,2.45709,41.4881,41.3903
3,float,uniform,CPU,"P | P | P | P | N | D",448,11,33.5339,0.00238,5.58783,2.46378,41.6822,41.5878
3,float,uniform,CPU,"P | P | P | P | N | D",448,12,34.072,0.002079,5.58883,2.46294,42.2232,42.1258
3,float,uniform,CPU,"P | P | P | P | N | D",448,13,33.5087,0.00214,5.58796,2.47987,41.6785,41.5786
3,float,uniform,CPU,"P | P | P | P | N | D",448,14,33.5497,0.002491,5.58477,2.4585,41.6962,41.5955
3,float,uniform,CPU,"P | P | P | P | N | D",448,15,33.3746,0.002121,5.58608,2.49008,41.554,41.4529
