dim,precision,solver_type,api,bc_name,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",64,0,0.1928,0.00319,0.110469,217.944,218.369,218.251
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",192,55,2.5729,0.00155,0.161769,0.073376,2.86741,2.80959
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",192,56,2.6632,0.00148,0.158008,0.07648,2.95508,2.89917
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",192,57,2.57478,0.00155,0.157959,0.077472,2.86929,2.81176
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",192,58,2.65795,0.0017,0.161759,0.075872,2.95334,2.89728
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",192,59,2.57843,0.00204,0.160539,0.075264,2.87512,2.81627
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",192,60,2.69155,0.00203,0.158198,0.071584,2.98182,2.92336
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",192,61,2.56179,0.00189,0.160598,0.074144,2.8552,2.79842
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",192,62,2.55853,0.00173,0.158279,0.07696,2.85001,2.7955
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",192,63,2.68058,0.00188,0.159478,0.078304,2.97679,2.92024
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",192,64,2.62141,0.00167,0.160559,0.079584,2.92257,2.86322
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",192,65,2.572,0.002162,0.160047,0.07616,2.86943,2.81037
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",192,66,2.56794,0.00159,0.161088,0.075296,2.86204,2.80591
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",192,67,2.55795,0.001579,0.158568,0.074336,2.84774,2.79243
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",192,68,2.5575,0.00157,0.158919,0.078144,2.852,2.79614
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",192,69,2.73866,0.00207,0.17497,0.084928,3.08143,3.00062
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",192,70,2.60378,0.0021,0.161148,0.076256,2.90462,2.84328
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",192,71,2.56214,0.00164,0.160689,0.075424,2.85745,2.7999
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",192,72,2.60493,0.00147,0.161328,0.07424,2.90143,2.84197
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",192,73,2.5791,0.00166,0.160389,0.077824,2.87365,2.81898
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",192,74,2.5665,0.00174,0.158559,0.075264,2.85671,2.80206
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",256,0,6.29667,0.0021,0.420935,0.30432,7.11429,7.02403
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",256,1,6.37952,0.0021,0.412856,0.307776,7.17423,7.10225
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",256,2,6.49072,0.00199,0.413495,0.306848,7.27721,7.21305
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",256,3,6.49994,0.0016,0.411745,0.302944,7.28175,7.21623
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",256,4,6.52851,0.001941,0.414516,0.30288,7.31657,7.24785
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",256,5,6.3529,0.00191,0.411445,0.306368,7.14285,7.07262
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",256,6,6.56733,0.0019,0.412625,0.310752,7.36044,7.2926
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",256,7,6.59571,0.00187,0.412696,0.301024,7.38013,7.3113
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",256,8,6.50528,0.00166,0.411456,0.301568,7.28168,7.21996
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",256,9,6.46294,0.00175,0.413866,0.304,7.24868,7.18256
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",256,10,6.56352,0.001939,0.411595,0.306272,7.35181,7.28333
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",256,11,6.41539,0.001569,0.406136,0.302656,7.19043,7.12575
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",256,12,6.71299,0.00178,0.407816,0.301888,7.4901,7.42448
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",256,13,6.45683,0.0019,0.413247,0.305824,7.24803,7.1778
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",256,14,6.59091,0.00189,0.406686,0.30896,7.37076,7.30845
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",256,15,6.56694,0.00192,0.413505,0.30672,7.35878,7.28909
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",256,16,6.48474,0.001711,0.444226,0.306176,7.3038,7.23685
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",256,17,6.90854,0.00201,0.413295,0.307328,7.69749,7.63118
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",256,18,6.51011,0.00216,0.415355,0.306688,7.29926,7.23431
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",256,19,6.63158,0.00197,0.418237,0.308576,7.43413,7.36037
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",256,20,6.63651,0.001569,0.404056,0.302848,7.40796,7.34498
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",256,21,6.40582,0.00172,0.403275,0.307456,7.17836,7.11827
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",256,22,6.34723,0.001911,0.412446,0.307232,7.13834,7.06882
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",256,23,6.35392,0.00194,0.415985,0.309504,7.14762,7.08135
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",256,24,6.37363,0.00198,0.417645,0.302144,7.16547,7.0954
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",256,25,6.34688,0.00195,0.416325,0.306048,7.13651,7.0712
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",256,26,6.34093,0.00172,0.410435,0.307744,7.12625,7.06083
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",256,27,6.45619,0.00211,0.413245,0.307872,7.25504,7.17942
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",256,28,6.45549,0.00184,0.411555,0.308992,7.24387,7.17788
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",256,29,6.56656,0.00217,0.417754,0.302336,7.35882,7.28882
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",256,30,6.28758,0.00199,0.416546,0.307488,7.0804,7.01361
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",256,31,6.47619,0.00201,0.414385,0.308096,7.26839,7.20068
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",256,32,6.45005,0.00212,0.416586,0.308256,7.24702,7.17701
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",256,33,6.67818,0.00222,0.417565,0.308608,7.47637,7.40657
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",256,34,6.48128,0.00189,0.413634,0.312256,7.27483,7.20906
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",256,35,6.70246,0.0022,0.409265,0.312736,7.49539,7.42667
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",256,36,6.31853,0.00183,0.412424,0.304768,7.13628,7.03755
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",256,37,6.70099,0.001989,0.406105,0.3136,7.48083,7.42269
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",256,38,6.31722,0.002029,0.409765,0.309088,7.10467,7.0381
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",256,39,6.28989,0.00192,0.441966,0.309376,7.11042,7.04315
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",256,40,6.58918,0.00196,0.420015,0.303744,7.38053,7.3149
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",256,41,6.56902,0.00195,0.422335,0.309152,7.37484,7.30246
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",256,42,6.39965,0.00226,0.421826,0.304864,7.19526,7.1286
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",256,43,6.69334,0.00213,0.410956,0.30736,7.47832,7.41379
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",256,44,6.47066,0.00204,0.419046,0.312352,7.27356,7.20409
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",256,45,6.44838,0.001989,0.412055,0.305984,7.23515,7.16841
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",256,46,6.62227,0.00189,0.413017,0.308288,7.41244,7.34547
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",256,47,6.4327,0.001939,0.412495,0.307232,7.22825,7.15437
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",256,48,6.47581,0.002,0.414376,0.308448,7.26613,7.20063
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",256,49,6.55667,0.00197,0.410527,0.307264,7.34069,7.27643
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",256,50,6.40778,0.00192,0.416525,0.308704,7.20463,7.13492
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",256,51,6.38976,0.00205,0.418484,0.307072,7.18274,7.11737
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",256,52,6.56109,0.002021,0.415516,0.30736,7.35339,7.28598
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",256,53,6.5841,0.0022,0.412185,0.310016,7.37887,7.3085
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",256,54,6.58621,0.002109,0.411685,0.30768,7.3728,7.30768
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",256,55,6.23488,0.00184,0.414696,0.30784,7.02663,6.95926
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",256,56,6.98765,0.00212,0.409106,0.310528,7.77473,7.7094
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",256,57,6.47424,0.00202,0.415195,0.309536,7.26882,7.20099
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",256,58,6.30845,0.002069,0.415016,0.304512,7.09588,7.03005
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",256,59,6.49222,0.002051,0.416145,0.308768,7.28997,7.21919
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",256,60,6.46134,0.001779,0.414776,0.30624,7.24788,7.18414
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",256,61,6.7344,0.00209,0.418655,0.308864,7.5316,7.46401
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",256,62,6.59549,0.0021,0.413773,0.310016,7.39274,7.32138
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",256,63,6.39626,0.00196,0.413505,0.303424,7.17906,7.11514
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",256,64,6.49018,0.00195,0.414995,0.302048,7.28,7.20917
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",256,65,6.41069,0.00209,0.415136,0.305248,7.20483,7.13316
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",256,66,6.31488,0.001979,0.410766,0.311968,7.104,7.03959
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",256,67,6.59571,0.00216,0.413686,0.305056,7.38486,7.31661
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",256,68,6.29482,0.00203,0.415265,0.305504,7.08488,7.01761
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",256,69,6.55558,0.001839,0.412077,0.305024,7.34157,7.27452
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",256,70,6.52803,0.00188,0.417065,0.304032,7.31957,7.25101
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",256,71,6.34115,0.00255,0.415985,0.308576,7.13817,7.06826
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",256,72,6.46915,0.001951,0.412626,0.307008,7.25388,7.19074
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",256,73,6.30922,0.00228,0.412505,0.30816,7.10262,7.03216
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",256,74,6.38762,0.002051,0.412395,0.306496,7.17488,7.10856
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",320,0,13.8189,0.00219,1.59544,0.855104,16.3611,16.2716
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",320,1,12.321,0.002179,1.59436,0.854976,14.8461,14.7725
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",320,2,12.7151,0.002079,1.59521,0.854688,15.248,15.1671
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",320,3,13.5898,0.00205,1.59274,0.858592,16.122,16.0432
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",320,4,12.7303,0.00202,1.58858,0.85344,15.2451,15.1744
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",320,5,12.7366,0.00205,1.58815,0.852736,15.2545,15.1796
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",320,6,12.6111,0.00199,1.58843,0.852,15.1261,15.0536
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",320,7,13.2519,0.00211,1.59383,0.85632,15.7785,15.7042
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",320,8,13.2694,0.001799,1.58571,0.85552,15.7875,15.7125
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",320,9,12.3743,0.001839,1.58838,0.852576,14.8895,14.8171
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",320,10,13.3853,0.001999,1.59379,0.854688,15.9259,15.8358
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",320,11,12.9941,0.00194,1.59436,0.852992,15.5208,15.4434
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",320,12,12.8775,0.001969,1.59156,0.855296,15.4044,15.3263
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",320,13,13.0482,0.00193,1.5968,0.850688,15.5743,15.4976
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",320,14,13.0925,0.00188,1.58585,0.85344,15.6136,15.5337
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",320,15,12.6134,0.00178,1.58509,0.848768,15.1226,15.049
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",320,16,13.0377,0.0019,1.58687,0.851008,15.5471,15.4774
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",320,17,12.9403,0.00197,1.5895,0.850272,15.4553,15.382
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",320,18,13.3491,0.00212,1.58641,0.853664,15.8577,15.7913
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",320,19,12.4579,0.001871,1.59041,0.860672,14.9821,14.9108
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",320,20,12.9049,0.001819,1.58425,0.85776,15.4202,15.3488
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",320,21,12.783,0.00173,1.58739,0.852128,15.2926,15.2243
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",320,22,13.0658,0.00215,1.58806,0.852768,15.5861,15.5087
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",320,23,12.8062,0.001701,1.58903,0.852032,15.3165,15.2489
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",320,24,12.9838,0.00218,1.58822,0.850112,15.4982,15.4243
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",320,25,12.7328,0.00184,1.58535,0.850112,15.2465,15.1701
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",320,26,13.0352,0.00199,1.59097,0.852576,15.5496,15.4807
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",320,27,13.6113,0.002051,1.59718,0.849792,16.1398,16.0604
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",320,28,12.9133,0.001881,1.58434,0.849216,15.4206,15.3488
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",320,29,12.7533,0.00196,1.59424,0.853088,15.289,15.2026
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",320,30,13.1494,0.00194,1.59323,0.853856,15.6773,15.5985
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",320,31,12.9714,0.002071,1.59395,0.856736,15.5076,15.4241
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",320,32,13.924,0.00205,1.59373,0.856352,16.4653,16.3761
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",320,33,12.7903,0.00225,1.59454,0.855168,15.3231,15.2422
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",320,34,12.6361,0.00198,1.59617,0.849632,15.1615,15.0838
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",320,35,12.6244,0.001991,1.59287,0.857152,15.1579,15.0765
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",320,36,13.6846,0.00193,1.59747,0.851232,16.2165,16.1352
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",320,37,12.6876,0.002059,1.59337,0.854624,15.2141,15.1377
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",320,38,12.8538,0.00203,1.59308,0.85744,15.387,15.3063
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",320,39,12.9229,0.00197,1.59092,0.853536,15.4472,15.3693
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",320,40,12.8634,0.0019,1.59171,0.853728,15.3853,15.3107
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",320,41,12.9307,0.00174,1.58548,0.850272,15.4369,15.3682
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",320,42,12.8098,0.001919,1.58601,0.852544,15.3223,15.2503
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",320,43,12.6796,0.00201,1.58552,0.84912,15.1887,15.1162
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",320,44,13.4313,0.00178,1.58608,0.854656,15.9439,15.8738
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",320,45,12.942,0.002139,1.59065,0.85216,15.4627,15.3869
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",320,46,12.7835,0.001819,1.58766,0.84976,15.2963,15.2228
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",320,47,12.973,0.00196,1.58765,0.852544,15.4884,15.4151
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",320,48,13.2951,0.00215,1.59343,0.852192,15.821,15.7429
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",320,49,12.756,0.00203,1.59421,0.852928,15.2794,15.2052
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",320,50,13.0728,0.0021,1.59681,0.852832,15.6076,15.5246
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",320,51,12.5244,0.00197,1.61994,0.8536,15.0776,14.9999
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",320,52,13.0145,0.00217,1.59337,0.857152,15.5467,15.4672
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",320,53,13.6492,0.00212,1.59558,0.85376,16.1819,16.1007
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",320,54,12.6995,0.00201,1.59551,0.850688,15.2284,15.1477
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",320,55,12.7144,0.001919,1.59082,0.851296,15.2417,15.1585
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",320,56,13.4885,0.002,1.59718,0.858208,16.0453,15.9459
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",320,57,12.9046,0.00199,1.59497,0.852864,15.4329,15.3544
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",320,58,13.2165,0.00213,1.59115,0.854208,15.7385,15.664
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",320,59,12.9584,0.00196,1.58931,0.850464,15.4762,15.4001
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",320,60,13.3058,0.00197,1.59718,0.8552,15.8422,15.7602
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",320,61,12.7685,0.001711,1.58336,0.862816,15.2867,15.2164
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",320,62,12.9529,0.00196,1.58415,0.852416,15.466,15.3915
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",320,63,13.5314,0.002,1.60781,0.852,16.084,15.9932
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",320,64,12.7993,0.001919,1.58783,0.851616,15.3117,15.2407
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",320,65,13.5171,0.00204,1.5921,0.858176,16.0442,15.9694
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",320,66,13.0762,0.00169,1.58727,0.851936,15.5888,15.5171
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",320,67,12.6781,0.00194,1.59521,0.853088,15.2101,15.1284
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",320,68,12.8823,0.001931,1.59413,0.853952,15.4066,15.3323
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",320,69,13.0405,0.00215,1.58549,0.856064,15.5609,15.4842
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",320,70,13.0737,0.00195,1.59375,0.860832,15.6103,15.5302
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",320,71,13.0353,0.00193,1.64838,0.860288,15.6248,15.5459
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",320,72,13.1534,0.00204,1.59216,0.853536,15.679,15.6011
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",320,73,12.577,0.00192,1.59235,0.853664,15.1001,15.025
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",320,74,13.3663,0.00199,1.59413,0.856704,15.8975,15.8191
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",384,0,23.0167,0.002311,2.91847,1.53565,27.5649,27.4731
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",384,1,23.3897,0.002361,2.92093,1.53642,27.9433,27.8494
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",384,2,23.3827,0.00223,2.92079,1.53706,28.0194,27.8428
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",384,3,23.2884,0.00247,2.92161,1.5361,27.8352,27.7486
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",384,4,23.07,0.00219,2.92386,1.53235,27.6197,27.5284
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",384,5,23.3205,0.00226,2.91914,1.53242,27.8638,27.7743
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",384,6,23.1109,0.002199,2.91673,1.53357,27.6545,27.5634
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",384,7,23.0973,0.00213,2.92354,1.53584,27.6491,27.5588
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",384,8,23.4456,0.00236,2.92137,1.53418,27.9958,27.9035
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",384,9,23.1564,0.00217,2.94532,1.53718,27.7363,27.6411
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",384,10,23.3528,0.0023,2.92048,1.53795,27.9044,27.8135
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",384,11,23.3341,0.002259,2.9189,1.53363,27.8794,27.7889
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",384,12,23.2901,0.002189,2.92249,1.53562,27.8409,27.7504
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",384,13,22.6067,0.00221,2.91937,1.53882,27.1589,27.0671
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",384,14,23.3157,0.00281,2.92187,1.5377,27.8757,27.7781
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",384,15,22.9363,0.00221,2.91306,1.53389,27.4757,27.3854
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",384,16,23.2635,0.00213,2.91953,1.5337,27.8112,27.7189
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",384,17,23.3176,0.00209,2.91889,1.53747,27.9074,27.776
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",384,18,23.3,0.00226,2.91861,1.53811,27.8596,27.759
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",384,19,23.1697,0.002369,2.92564,1.53434,27.7255,27.6321
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",384,20,23.1626,0.00212,2.91868,1.53277,27.7118,27.6161
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",384,21,23.2719,0.00233,2.91998,1.53517,27.8254,27.7294
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",384,22,23.2343,0.00247,2.91594,1.5328,27.777,27.6855
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",384,23,23.6212,0.00213,2.91761,1.53248,28.1657,28.0734
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",384,24,23.2897,0.00215,2.92085,1.53357,27.8428,27.7463
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",384,25,23.3823,0.002199,2.91679,1.5343,27.9301,27.8356
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",384,26,23.2187,0.00214,2.91835,1.53411,27.7631,27.6733
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",384,27,23.1738,0.00213,2.91857,1.53293,27.7223,27.6274
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",384,28,23.2852,0.002109,2.91688,1.53315,27.8307,27.7373
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",384,29,23.2108,0.00209,2.91618,1.53635,27.7561,27.6654
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",384,30,23.1746,0.00213,2.91982,1.5321,27.7197,27.6286
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",384,31,23.1958,0.00218,2.91921,1.53632,27.7463,27.6535
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",384,32,23.0851,0.002219,2.92541,1.53418,27.6422,27.5469
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",384,33,23.3318,0.00227,2.91705,1.5369,27.8801,27.788
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",384,34,23.2821,0.002059,2.91998,1.53824,27.8354,27.7424
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",384,35,23.4723,0.002211,2.91644,1.53642,28.0165,27.9274
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",384,36,23.426,0.002191,2.91844,1.54157,27.9783,27.8882
