dim,precision,solver_type,api,bc_name,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",192,53,2.66419,0.001921,0.164359,0.085056,3.00054,2.91553
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",192,54,2.73574,0.00173,0.160838,0.081376,3.04567,2.97969
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",192,55,2.6232,0.00195,0.161067,0.079968,2.93916,2.86618
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",192,56,2.73654,0.00176,0.161268,0.08208,3.04271,2.98165
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",192,57,2.65466,0.00193,0.164259,0.083296,2.98658,2.90414
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",192,58,2.63686,0.00172,0.159918,0.081056,2.94218,2.87956
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",192,59,2.64013,0.00166,0.158759,0.07824,2.93786,2.87879
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",192,60,2.7648,0.0018,0.165239,0.081536,3.09326,3.01338
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",192,61,2.63539,0.00182,0.159368,0.077536,2.94206,2.87412
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",192,62,2.63725,0.00199,0.163329,0.083552,2.96924,2.88612
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",192,63,2.66656,0.00188,0.160448,0.083296,2.9833,2.91218
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",192,64,2.60019,0.00172,0.161858,0.079776,2.90642,2.84355
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",192,65,2.6448,0.00191,0.162969,0.086624,2.98006,2.8963
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",192,66,2.69424,0.00175,0.159999,0.0808,3.00065,2.93679
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",192,67,2.65434,0.0021,0.163928,0.08384,2.98751,2.9042
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",192,68,2.66883,0.001779,0.160448,0.082016,2.97015,2.91308
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",192,69,2.67117,0.00182,0.158449,0.079392,2.97227,2.91083
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",192,70,2.72362,0.00202,0.159338,0.08128,3.02922,2.96625
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",192,71,2.62979,0.00196,0.164599,0.085696,2.96812,2.88205
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",192,72,2.61306,0.002021,0.173357,0.082048,2.94512,2.87048
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",192,73,2.65699,0.00204,0.163767,0.08448,2.98819,2.90728
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",192,74,2.63619,0.00182,0.162108,0.08256,2.94602,2.88268
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",256,0,7.54416,0.00208,0.393575,0.295008,8.32299,8.23482
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",256,1,7.31194,0.00209,0.388386,0.297664,8.08676,8.00008
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",256,2,7.2735,0.00208,0.389385,0.295104,8.03223,7.96007
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",256,3,7.33878,0.0022,0.391335,0.295232,8.10249,8.02755
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",256,4,7.25517,0.00225,0.392177,0.2952,8.0385,7.9448
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",256,5,7.12448,0.002271,0.389465,0.296544,7.90477,7.81276
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",256,6,7.28438,0.00229,0.391505,0.294496,8.06151,7.97267
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",256,7,7.3041,0.00213,0.391285,0.297504,8.06846,7.99502
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",256,8,7.14486,0.002038,0.389275,0.299456,7.92138,7.83563
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",256,9,7.32314,0.002509,0.390006,0.29424,8.08353,8.00989
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",256,10,7.29638,0.002128,0.390037,0.296448,8.07201,7.985
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",256,11,7.26851,0.00224,0.387126,0.29792,8.04171,7.9558
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",256,12,7.33232,0.00208,0.384156,0.297312,8.09567,8.01587
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",256,13,7.21178,0.00211,0.388275,0.295712,7.96957,7.89787
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",256,14,7.28701,0.00235,0.390655,0.296256,8.06252,7.97627
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",256,15,6.91731,0.00235,0.390736,0.294688,7.67758,7.60509
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",256,16,7.17722,0.00206,0.387906,0.299552,7.93805,7.86673
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",256,17,7.01917,0.00195,0.386506,0.296224,7.77824,7.70385
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",256,18,7.2816,0.00194,0.391276,0.296064,8.06178,7.97088
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",256,19,7.31165,0.00227,0.389986,0.29408,8.07681,7.99798
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",256,20,7.20614,0.00196,0.389447,0.297152,7.96951,7.8947
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",256,21,7.18678,0.002139,0.392297,0.29632,7.95202,7.87754
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",256,22,7.24054,0.00232,0.391406,0.2976,8.02108,7.93187
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",256,23,7.3096,0.00217,0.393085,0.293088,8.08669,7.99794
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",256,24,7.18522,0.002211,0.389915,0.296064,7.97675,7.87341
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",256,25,7.08157,0.00179,0.387766,0.293888,7.83599,7.76501
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",256,26,7.22838,0.002219,0.391645,0.300608,8.00341,7.92286
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",256,27,7.21347,0.00216,0.391835,0.294816,7.99069,7.90228
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",256,28,7.34186,0.002241,0.393884,0.297376,8.12125,8.03536
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",256,29,7.11046,0.00227,0.383127,0.297504,7.87171,7.79337
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",256,30,7.05293,0.002149,0.390497,0.292608,7.82577,7.73818
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",256,31,7.16518,0.00217,0.390035,0.297344,7.93772,7.85473
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",256,32,7.26598,0.00231,0.384496,0.302656,8.03658,7.95545
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",256,33,7.46394,0.00181,0.388785,0.297312,8.22164,8.15184
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",256,34,7.19597,0.00199,0.390275,0.294176,7.96612,7.88241
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",256,35,7.30099,0.002129,0.391745,0.2976,8.08029,7.99247
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",256,36,7.25552,0.00216,0.391966,0.295968,8.02479,7.94561
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",256,37,7.21171,0.00222,0.392915,0.29408,7.97708,7.90093
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",256,38,7.27373,0.00217,0.389736,0.297536,8.03419,7.96317
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",256,39,7.23792,0.00206,0.390407,0.297248,8.0194,7.92763
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",256,40,7.19936,0.002219,0.389225,0.299232,7.97504,7.89004
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",256,41,7.34682,0.002211,0.389606,0.2984,8.12418,8.03703
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",256,42,7.16502,0.00223,0.391866,0.295456,7.9416,7.85458
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",256,43,7.10346,0.00213,0.389676,0.295968,7.86257,7.79123
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",256,44,7.2792,0.002092,0.406245,0.297728,8.05967,7.98526
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",256,45,7.27408,0.002051,0.390036,0.298656,8.05057,7.96482
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",256,46,7.2183,0.002249,0.389145,0.299008,7.98453,7.90871
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",256,47,7.34998,0.00215,0.389275,0.294432,8.10529,8.03584
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",256,48,7.19587,0.00203,0.392317,0.292704,7.95488,7.88292
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",256,49,7.20387,0.0023,0.390955,0.295328,7.98116,7.89246
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",256,50,7.23782,0.002181,0.386896,0.300032,8.01456,7.92693
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",256,51,7.33056,0.002121,0.391776,0.2976,8.09982,8.02206
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",256,52,7.26704,0.002211,0.390405,0.300032,8.03148,7.95969
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",256,53,7.26019,0.00212,0.390316,0.292896,8.02393,7.94552
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",256,54,7.18522,0.0019,0.392146,0.299552,7.95396,7.87881
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",256,55,7.37238,0.00217,0.388075,0.29792,8.14343,8.06055
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",256,56,7.21942,0.00222,0.391595,0.295584,7.98865,7.90882
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",256,57,7.32499,0.00209,0.392446,0.294784,8.09184,8.01431
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",256,58,7.18726,0.00213,0.393385,0.296896,7.95282,7.87967
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",256,59,7.13286,0.00213,0.394185,0.296064,7.91383,7.82524
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",256,60,7.2503,0.002249,0.387966,0.298624,8.01002,7.93914
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",256,61,7.18026,0.002232,0.390356,0.296,7.94988,7.86884
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",256,62,7.30934,0.00208,0.391525,0.300384,8.07951,8.00333
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",256,63,7.25133,0.002369,0.389496,0.297088,8.02786,7.94028
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",256,64,7.20099,0.00219,0.392205,0.297504,7.97925,7.89289
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",256,65,7.23946,0.002071,0.393114,0.294656,7.99719,7.9293
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",256,66,7.31114,0.00222,0.392026,0.295584,8.08528,8.00097
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",256,67,7.31446,0.00205,0.391605,0.2976,8.09382,8.00572
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",256,68,7.23808,0.002171,0.391885,0.295424,8.00243,7.92756
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",256,69,7.23248,0.00204,0.389215,0.296064,7.98888,7.9198
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",256,70,7.24192,0.002199,0.391546,0.295584,8.01709,7.93125
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",256,71,7.33962,0.002219,0.388966,0.305504,8.1196,8.03631
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",256,72,7.00771,0.001731,0.385565,0.293472,7.75767,7.68848
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",256,73,7.33334,0.00201,0.389355,0.295744,8.10573,8.02045
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",256,74,7.39322,0.002279,0.390676,0.294112,8.18592,8.08028
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",320,0,14.4759,0.00232,1.41781,0.851936,16.8392,16.748
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",320,1,14.0819,0.00214,1.41379,0.850688,16.4312,16.3485
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",320,2,14.3882,0.002081,1.41605,0.853408,16.7376,16.6597
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",320,3,14.5533,0.00221,1.41332,0.852512,16.915,16.8213
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",320,4,14.1595,0.00214,1.41439,0.85584,16.5124,16.4318
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",320,5,13.8934,0.002161,1.41617,0.85248,16.2421,16.1642
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",320,6,14.3383,0.00207,1.41457,0.85648,16.7044,16.6114
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",320,7,14.1314,0.00201,1.40826,0.855808,16.4716,16.3975
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",320,8,14.4465,0.00231,1.4191,0.854432,16.8577,16.7224
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",320,9,14.1532,0.00219,1.41106,0.855008,16.5076,16.4215
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",320,10,14.0196,0.002119,1.41621,0.855744,16.3746,16.2937
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",320,11,14.0563,0.00215,1.41323,0.849088,16.4113,16.3207
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",320,12,14.3096,0.002171,1.41331,0.851616,16.6688,16.5767
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",320,13,14.3259,0.00193,1.41583,0.853888,16.6928,16.5975
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",320,14,14.2351,0.00217,1.41569,0.853248,16.5971,16.5062
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",320,15,14.1156,0.002151,1.41796,0.853728,16.4656,16.3894
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",320,16,14.3236,0.002069,1.41381,0.854464,16.6723,16.5939
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",320,17,13.9558,0.00213,1.41547,0.851808,16.3199,16.2252
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",320,18,14.1292,0.00212,1.41711,0.851072,16.4913,16.3995
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",320,19,14.3345,0.00201,1.41379,0.851136,16.686,16.6015
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",320,20,14.2997,0.00217,1.41269,0.855712,16.6659,16.5703
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",320,21,14.3402,0.00215,1.41086,0.854656,16.6941,16.6078
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",320,22,14.1555,0.00203,1.41602,0.851776,16.5079,16.4254
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",320,23,14.3578,0.002209,1.40962,0.856576,16.72,16.6262
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",320,24,14.4359,0.00245,1.43773,0.851424,16.8231,16.7275
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",320,25,13.8633,0.002209,1.41462,0.852576,16.2202,16.1327
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",320,26,14.474,0.00223,1.4143,0.853408,16.8378,16.7439
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",320,27,14.2116,0.00217,1.41716,0.857472,16.5726,16.4884
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",320,28,14.3433,0.00206,1.41507,0.855136,16.7078,16.6156
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",320,29,14.2024,0.0021,1.4201,0.84944,16.5666,16.474
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",320,30,14.4101,0.00202,1.41524,0.855488,16.7717,16.6829
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",320,31,14.3356,0.002099,1.41264,0.851104,16.6928,16.6014
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",320,32,14.2676,0.002049,1.41245,0.859136,16.6312,16.5413
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",320,33,14.1788,0.00219,1.41928,0.854112,16.5451,16.4543
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",320,34,14.0047,0.002061,1.41243,0.856384,16.3688,16.2756
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",320,35,14.3675,0.00227,1.41718,0.853344,16.7274,16.6403
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",320,36,14.0998,0.00218,1.41505,0.849536,16.46,16.3666
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",320,37,14.3793,0.002241,1.41273,0.854144,16.7309,16.6484
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",320,38,14.2466,0.002291,1.41441,0.854752,16.611,16.518
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",320,39,14.5517,0.00209,1.41616,0.85296,16.904,16.823
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",320,40,14.2617,0.00221,1.41102,0.852384,16.6197,16.5273
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",320,41,13.9954,0.00203,1.41291,0.853024,16.3858,16.2633
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",320,42,14.2924,0.00206,1.41094,0.853696,16.6511,16.5591
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",320,43,14.0901,0.0024,1.41517,0.854368,16.4543,16.362
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",320,44,14.4463,0.002269,1.41445,0.852096,16.7941,16.7152
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",320,45,14.1618,0.00225,1.41242,0.852288,16.5211,16.4287
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",320,46,14.3908,0.00213,1.41298,0.857088,16.7548,16.663
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",320,47,13.8936,0.00217,1.41308,0.851104,16.2508,16.16
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",320,48,14.0773,0.00216,1.4215,0.852416,16.4327,16.3534
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",320,49,14.2223,0.00214,1.41348,0.852672,16.5697,16.4906
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",320,50,14.2477,0.002281,1.41138,0.8544,16.5947,16.5158
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",320,51,14.1412,0.00221,1.41356,0.857984,16.4951,16.4149
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",320,52,14.3244,0.00208,1.41429,0.852352,16.7283,16.5931
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",320,53,14.0636,0.00185,1.4126,0.85008,16.4051,16.3281
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",320,54,14.4201,0.002231,1.41389,0.856096,16.7824,16.6923
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",320,55,14.3822,0.00204,1.4167,0.850528,16.7359,16.6514
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",320,56,14.5561,0.00207,1.41421,0.850272,16.9047,16.8226
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",320,57,14.0222,0.002149,1.41421,0.85728,16.376,16.2959
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",320,58,14.3049,0.002189,1.41324,0.857024,16.6681,16.5774
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",320,59,14.2578,0.002219,1.41332,0.851392,16.6034,16.5247
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",320,60,14.1316,0.00199,1.40907,0.865568,16.4942,16.4082
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",320,61,14.4983,0.00212,1.4164,0.851232,16.9464,16.7681
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",320,62,14.0492,0.002201,1.41278,0.851968,16.4079,16.3161
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",320,63,14.3884,0.00234,1.41092,0.851456,16.7386,16.6531
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",320,64,14.0066,0.001911,1.41258,0.851744,16.3576,16.2728
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",320,65,14.4144,0.00201,1.41222,0.854176,16.7735,16.6828
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",320,66,14.5077,0.00222,1.41168,0.855712,16.8671,16.7773
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",320,67,13.8008,0.00212,1.41616,0.854336,16.1668,16.0734
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",320,68,14.3148,0.00202,1.41683,0.852608,16.6635,16.5863
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",320,69,14.4077,0.002171,1.41413,0.8552,16.7714,16.6792
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",320,70,14.3193,0.00234,1.41491,0.85216,16.6841,16.5887
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",320,71,14.3444,0.002109,1.41322,0.849312,16.6892,16.6091
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",320,72,13.9667,0.002051,1.41533,0.854432,16.3171,16.2385
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",320,73,14.3523,0.00214,1.41435,0.850336,16.7088,16.6192
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",320,74,14.425,0.0021,1.41822,0.851968,16.7873,16.6973
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",384,0,23.7873,0.00288,2.78675,1.55603,28.2283,28.133
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",384,1,23.3179,0.002291,2.78747,1.55568,27.7572,27.6633
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",384,2,23.2051,0.00219,2.78641,1.55795,27.6464,27.5516
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",384,3,23.3301,0.00222,2.78636,1.55632,27.7686,27.675
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",384,4,23.1415,0.00228,2.7857,1.55757,27.5811,27.487
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",384,5,23.2404,0.00222,2.78235,1.55722,27.6725,27.5822
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",384,6,23.2287,0.002571,2.78384,1.5528,27.6638,27.5679
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",384,7,23.3628,0.00225,2.7881,1.55514,27.803,27.7083
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",384,8,23.3381,0.002231,2.78631,1.55597,27.7778,27.6826
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",384,9,23.406,0.00233,2.78319,1.55584,27.8423,27.7473
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",384,10,23.2396,0.00222,2.78659,1.55651,27.6791,27.585
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",384,11,23.1133,0.00216,2.78668,1.55626,27.5484,27.4584
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",384,12,23.2795,0.002281,2.788,1.55773,27.7219,27.6275
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",384,13,22.8698,0.00217,2.78815,1.55718,27.3092,27.2173
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",384,14,23.3679,0.002339,2.79565,1.54368,27.8429,27.7096
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",384,15,23.0339,0.00229,2.78918,1.55517,27.4699,27.3805
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",384,16,23.4855,0.0021,2.7812,1.56109,27.9212,27.8299
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",384,17,23.2551,0.0022,2.78345,1.55702,27.6903,27.5977
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",384,18,23.1243,0.00217,2.78722,1.55648,27.5643,27.4702
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",384,19,23.2202,0.002161,2.78892,1.55722,27.6642,27.5685
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",384,20,23.2277,0.002249,2.78463,1.5559,27.665,27.5705
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",384,21,23.135,0.00232,2.78268,1.5584,27.5711,27.4784
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",384,22,23.3003,0.00223,2.78552,1.55341,27.743,27.6415
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",384,23,23.1292,0.002279,2.79142,1.55936,27.5746,27.4823
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",384,24,23.4346,0.00224,2.78462,1.55722,27.8721,27.7786
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",384,25,22.933,0.002229,2.78565,1.56189,27.3782,27.2827
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",384,26,23.3905,0.00239,2.78108,1.55738,27.8254,27.7313
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",384,27,23.2717,0.00229,2.78748,1.58454,27.7397,27.646
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",384,28,23.3222,0.00226,2.7873,1.55501,27.7693,27.6668
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",384,29,23.1652,0.00211,2.78597,1.55443,27.602,27.5078
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",384,30,22.9797,0.002271,2.78753,1.55654,27.4193,27.3261
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",384,31,23.2899,0.002209,2.7815,1.56019,27.7176,27.6338
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",384,32,23.1469,0.00235,2.78548,1.55523,27.5803,27.49
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",384,33,23.1217,0.002272,2.78998,1.5599,27.5638,27.4739
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",384,34,23.0819,0.002319,2.78444,1.5575,27.5177,27.4261
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",384,35,23.2271,0.002709,2.78444,1.55805,27.6674,27.5723
