dim,precision,solver_type,api,bc_name,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,GPU,"P | P | P | P | N | D",64,0,182.835,0.00311,0.146429,69.3506,252.447,252.335
3,double,uniform,GPU,"P | P | P | P | N | D",256,8,0.336704,0.002652,4.67368,0.902912,5.99194,5.91595
3,double,uniform,GPU,"P | P | P | P | N | D",256,9,0.33632,0.002291,4.65445,0.9008,5.97116,5.89386
3,double,uniform,GPU,"P | P | P | P | N | D",256,10,0.338656,0.00218,4.66138,0.9048,5.98585,5.90702
3,double,uniform,GPU,"P | P | P | P | N | D",256,11,0.33872,0.00245,4.67295,0.900256,5.99202,5.91438
3,double,uniform,GPU,"P | P | P | P | N | D",256,12,0.337184,0.00235,4.67152,0.901504,5.99125,5.91256
3,double,uniform,GPU,"P | P | P | P | N | D",256,13,0.3384,0.002201,4.67629,0.9056,6.00087,5.92249
3,double,uniform,GPU,"P | P | P | P | N | D",256,14,0.332736,0.0025,4.65752,0.905952,5.97429,5.89871
3,double,uniform,GPU,"P | P | P | P | N | D",256,15,0.334816,0.00236,4.65688,0.9032,5.97253,5.89725
3,double,uniform,GPU,"P | P | P | P | N | D",256,16,0.335104,0.00239,4.65804,0.90848,5.98541,5.90402
3,double,uniform,GPU,"P | P | P | P | N | D",256,17,0.335232,0.00245,4.67599,0.904672,5.99674,5.91834
3,double,uniform,GPU,"P | P | P | P | N | D",256,18,0.334752,0.0023,4.67426,0.897344,5.98796,5.90865
3,double,uniform,GPU,"P | P | P | P | N | D",256,19,0.334976,0.0022,4.66378,0.90272,5.98287,5.90368
3,double,uniform,GPU,"P | P | P | P | N | D",256,20,0.334848,0.00238,4.6596,0.901856,5.97619,5.89868
3,double,uniform,GPU,"P | P | P | P | N | D",256,21,0.335936,0.002411,4.66537,0.90016,5.98449,5.90388
3,double,uniform,GPU,"P | P | P | P | N | D",256,22,0.338208,0.002299,4.67448,0.906048,5.99986,5.92103
3,double,uniform,GPU,"P | P | P | P | N | D",256,23,0.335104,0.00232,4.66396,0.90448,5.98325,5.90586
3,double,uniform,GPU,"P | P | P | P | N | D",256,24,0.336992,0.002289,4.67223,0.899296,5.9917,5.91081
3,double,uniform,GPU,"P | P | P | P | N | D",256,25,0.340032,0.00233,4.65958,0.905184,5.98454,5.90712
3,double,uniform,GPU,"P | P | P | P | N | D",256,26,0.338144,0.00243,4.65907,0.905728,5.98386,5.90537
3,double,uniform,GPU,"P | P | P | P | N | D",256,27,0.335424,0.002311,4.66762,0.908384,5.99658,5.91374
3,double,uniform,GPU,"P | P | P | P | N | D",256,28,0.335392,0.00233,4.65836,0.903616,5.9776,5.8997
3,double,uniform,GPU,"P | P | P | P | N | D",256,29,0.334752,0.002252,4.65647,0.902336,5.97804,5.89581
3,double,uniform,GPU,"P | P | P | P | N | D",256,30,0.33632,0.00235,4.6609,0.900928,5.97956,5.9005
3,double,uniform,GPU,"P | P | P | P | N | D",256,31,0.333728,0.00241,4.65717,0.902176,5.97616,5.89548
3,double,uniform,GPU,"P | P | P | P | N | D",256,32,0.33696,0.00235,4.65634,0.902752,5.98002,5.8984
3,double,uniform,GPU,"P | P | P | P | N | D",256,33,0.335552,0.002308,4.65765,0.904672,5.97519,5.90018
3,double,uniform,GPU,"P | P | P | P | N | D",256,34,0.334176,0.002251,4.6746,0.900032,5.98718,5.91106
3,double,uniform,GPU,"P | P | P | P | N | D",256,35,0.334016,0.002389,4.65688,0.905024,5.97568,5.89831
3,double,uniform,GPU,"P | P | P | P | N | D",256,36,0.335648,0.002231,4.66134,0.903872,5.99891,5.90309
3,double,uniform,GPU,"P | P | P | P | N | D",256,37,0.335808,0.00227,4.70118,0.909824,6.02862,5.94908
3,double,uniform,GPU,"P | P | P | P | N | D",256,38,0.335936,0.002411,4.65635,0.901248,5.97211,5.89594
3,double,uniform,GPU,"P | P | P | P | N | D",256,39,0.35616,0.003509,4.67601,0.90096,6.04289,5.93664
3,double,uniform,GPU,"P | P | P | P | N | D",256,40,0.336288,0.002349,4.65945,0.904544,5.98331,5.90263
3,double,uniform,GPU,"P | P | P | P | N | D",256,41,0.334784,0.00229,4.67143,0.909568,5.99693,5.91807
3,double,uniform,GPU,"P | P | P | P | N | D",256,42,0.336928,0.002509,4.65743,0.903008,5.97827,5.89988
3,double,uniform,GPU,"P | P | P | P | N | D",256,43,0.337728,0.00239,4.66002,0.90144,5.97886,5.90158
3,double,uniform,GPU,"P | P | P | P | N | D",256,44,0.339424,0.00229,4.65834,0.90512,5.98118,5.90517
3,double,uniform,GPU,"P | P | P | P | N | D",256,45,0.334432,0.00237,4.65804,0.906976,5.98257,5.90182
3,double,uniform,GPU,"P | P | P | P | N | D",256,46,0.334432,0.00224,4.65795,0.90064,5.97124,5.89526
3,double,uniform,GPU,"P | P | P | P | N | D",256,47,0.338944,0.00234,4.66067,0.904224,5.98235,5.90618
3,double,uniform,GPU,"P | P | P | P | N | D",256,48,0.336032,0.0025,4.65688,0.902592,5.99787,5.898
3,double,uniform,GPU,"P | P | P | P | N | D",256,49,0.338016,0.002291,4.65527,0.903264,5.97803,5.89884
3,double,uniform,GPU,"P | P | P | P | N | D",256,50,0.332768,0.00224,4.65423,0.899904,5.97119,5.88914
3,double,uniform,GPU,"P | P | P | P | N | D",256,51,0.334016,0.00241,4.66053,0.898464,5.97329,5.89542
3,double,uniform,GPU,"P | P | P | P | N | D",256,52,0.333088,0.00228,4.65902,0.902048,5.97344,5.89644
3,double,uniform,GPU,"P | P | P | P | N | D",256,53,0.337952,0.00225,4.67385,0.906624,6.09607,5.92067
3,double,uniform,GPU,"P | P | P | P | N | D",256,54,0.335392,0.00228,4.6722,0.904288,5.99116,5.91416
3,double,uniform,GPU,"P | P | P | P | N | D",256,55,0.335904,0.00236,4.65786,0.90336,5.97957,5.89948
3,double,uniform,GPU,"P | P | P | P | N | D",256,56,0.337312,0.00235,4.65839,0.903552,5.97916,5.9016
3,double,uniform,GPU,"P | P | P | P | N | D",256,57,0.33552,0.002319,4.67097,0.903776,5.99003,5.91258
3,double,uniform,GPU,"P | P | P | P | N | D",256,58,0.33872,0.00216,4.67666,0.909472,6.00648,5.92701
3,double,uniform,GPU,"P | P | P | P | N | D",256,59,0.336576,0.00231,4.65662,0.904288,5.9772,5.89979
3,double,uniform,GPU,"P | P | P | P | N | D",256,60,0.340416,0.002791,4.68359,0.90912,6.0686,5.93592
3,double,uniform,GPU,"P | P | P | P | N | D",256,61,0.334208,0.0023,4.66025,0.900512,5.97375,5.89727
3,double,uniform,GPU,"P | P | P | P | N | D",256,62,0.337568,0.00238,4.67619,0.903488,6.00199,5.91963
3,double,uniform,GPU,"P | P | P | P | N | D",256,63,0.33536,0.00228,4.67598,0.902304,5.99594,5.91592
3,double,uniform,GPU,"P | P | P | P | N | D",256,64,0.333632,0.002159,4.67692,0.903584,5.99343,5.9163
3,double,uniform,GPU,"P | P | P | P | N | D",256,65,0.33504,0.00245,4.65892,0.90208,5.9772,5.89849
3,double,uniform,GPU,"P | P | P | P | N | D",256,66,0.334784,0.002249,4.66125,0.901088,5.97797,5.89937
3,double,uniform,GPU,"P | P | P | P | N | D",256,67,0.335232,0.00222,4.65798,0.90336,5.97989,5.89879
3,double,uniform,GPU,"P | P | P | P | N | D",256,68,0.334624,0.002289,4.67475,0.902208,5.98993,5.91387
3,double,uniform,GPU,"P | P | P | P | N | D",256,69,0.333888,0.002331,4.67841,0.902048,5.99467,5.91668
3,double,uniform,GPU,"P | P | P | P | N | D",256,70,0.334432,0.00224,4.65865,0.902624,5.97558,5.89795
3,double,uniform,GPU,"P | P | P | P | N | D",256,71,0.3352,0.002191,4.6581,0.908864,5.98269,5.90436
3,double,uniform,GPU,"P | P | P | P | N | D",256,72,0.33616,0.00232,4.66895,0.906304,5.98837,5.91373
3,double,uniform,GPU,"P | P | P | P | N | D",256,73,0.334368,0.00237,4.65648,0.901728,5.97235,5.89495
3,double,uniform,GPU,"P | P | P | P | N | D",256,74,0.335008,0.00224,4.68248,0.906464,6.00415,5.92619
3,double,uniform,GPU,"P | P | P | P | N | D",320,0,0.695616,0.00258,10.4237,1.83117,13.0248,12.9531
3,double,uniform,GPU,"P | P | P | P | N | D",320,1,0.695744,0.002689,10.4368,1.83043,13.0505,12.9657
3,double,uniform,GPU,"P | P | P | P | N | D",320,2,0.697792,0.0023,10.4264,1.83379,13.0408,12.9603
3,double,uniform,GPU,"P | P | P | P | N | D",320,3,0.699488,0.002181,10.4265,1.83642,13.0536,12.9646
3,double,uniform,GPU,"P | P | P | P | N | D",320,4,0.694816,0.00231,10.4084,1.8361,13.0259,12.9417
3,double,uniform,GPU,"P | P | P | P | N | D",320,5,0.692192,0.002269,10.4303,1.83792,13.0458,12.9627
3,double,uniform,GPU,"P | P | P | P | N | D",320,6,0.692288,0.00224,10.4193,1.83498,13.0344,12.9488
3,double,uniform,GPU,"P | P | P | P | N | D",320,7,0.699104,0.002531,10.4275,1.83898,13.0527,12.9681
3,double,uniform,GPU,"P | P | P | P | N | D",320,8,0.694816,0.00228,10.4233,1.83306,13.0387,12.9535
3,double,uniform,GPU,"P | P | P | P | N | D",320,9,0.693984,0.00215,10.4332,1.83184,13.045,12.9612
3,double,uniform,GPU,"P | P | P | P | N | D",320,10,0.695968,0.002141,10.4615,1.83302,13.0764,12.9926
3,double,uniform,GPU,"P | P | P | P | N | D",320,11,0.697728,0.00225,10.4318,1.83574,13.0498,12.9675
3,double,uniform,GPU,"P | P | P | P | N | D",320,12,0.693888,0.002321,10.4323,1.83469,13.0529,12.9632
3,double,uniform,GPU,"P | P | P | P | N | D",320,13,0.700704,0.002291,10.4335,1.83501,13.0618,12.9715
3,double,uniform,GPU,"P | P | P | P | N | D",320,14,0.693664,0.00235,10.4459,1.83462,13.0627,12.9765
3,double,uniform,GPU,"P | P | P | P | N | D",320,15,0.695296,0.0025,10.4449,1.83408,13.0604,12.9767
3,double,uniform,GPU,"P | P | P | P | N | D",320,16,0.692864,0.00226,10.4328,1.83328,13.0442,12.9612
3,double,uniform,GPU,"P | P | P | P | N | D",320,17,0.694048,0.00217,10.437,1.83117,13.0455,12.9643
3,double,uniform,GPU,"P | P | P | P | N | D",320,18,0.693888,0.002211,10.4416,1.83216,13.0548,12.9699
3,double,uniform,GPU,"P | P | P | P | N | D",320,19,0.693024,0.002481,10.4286,1.83261,13.0397,12.9567
3,double,uniform,GPU,"P | P | P | P | N | D",320,20,0.695136,0.002461,10.4242,1.83085,13.0386,12.9526
3,double,uniform,GPU,"P | P | P | P | N | D",320,21,0.695136,0.00214,10.4308,1.83152,13.0526,12.9596
3,double,uniform,GPU,"P | P | P | P | N | D",320,22,0.692096,0.00226,10.4279,1.82765,13.0284,12.9499
3,double,uniform,GPU,"P | P | P | P | N | D",320,23,0.693952,0.002291,10.4255,1.82707,13.0366,12.9488
3,double,uniform,GPU,"P | P | P | P | N | D",320,24,0.69952,0.002441,10.4337,1.83536,13.0547,12.9711
3,double,uniform,GPU,"P | P | P | P | N | D",320,25,0.693408,0.00237,10.4293,1.83158,13.0463,12.9566
3,double,uniform,GPU,"P | P | P | P | N | D",320,26,0.69536,0.002291,10.4427,1.83338,13.0597,12.9737
3,double,uniform,GPU,"P | P | P | P | N | D",320,27,0.694272,0.0025,10.4346,1.83376,13.0461,12.9651
3,double,uniform,GPU,"P | P | P | P | N | D",320,28,0.694944,0.0023,10.4285,1.8383,13.0537,12.9641
3,double,uniform,GPU,"P | P | P | P | N | D",320,29,0.691744,0.0026,10.4199,1.83322,13.03,12.9474
3,double,uniform,GPU,"P | P | P | P | N | D",320,30,0.690112,0.002289,10.4246,1.83226,13.0382,12.9492
3,double,uniform,GPU,"P | P | P | P | N | D",320,31,0.694336,0.00256,10.4235,1.83405,13.0359,12.9545
3,double,uniform,GPU,"P | P | P | P | N | D",320,32,0.697312,0.00218,10.4202,1.8344,13.0364,12.9541
3,double,uniform,GPU,"P | P | P | P | N | D",320,33,0.695808,0.00237,10.4266,1.8321,13.0388,12.9569
3,double,uniform,GPU,"P | P | P | P | N | D",320,34,0.696384,0.00226,10.4328,1.83574,13.0504,12.9672
3,double,uniform,GPU,"P | P | P | P | N | D",320,35,0.691584,0.00256,10.4089,1.8336,13.0176,12.9366
3,double,uniform,GPU,"P | P | P | P | N | D",320,36,0.693792,0.00212,10.4209,1.8384,13.0363,12.9552
3,double,uniform,GPU,"P | P | P | P | N | D",320,37,0.697312,0.0023,10.4261,1.83782,13.0468,12.9636
3,double,uniform,GPU,"P | P | P | P | N | D",320,38,0.693408,0.002151,10.4302,1.83405,13.0468,12.9599
3,double,uniform,GPU,"P | P | P | P | N | D",320,39,0.691968,0.00245,10.4257,1.83322,13.0375,12.9534
3,double,uniform,GPU,"P | P | P | P | N | D",320,40,0.692736,0.0024,10.436,1.82547,13.0391,12.9566
3,double,uniform,GPU,"P | P | P | P | N | D",320,41,0.693152,0.00227,10.4334,1.83254,13.0422,12.9613
3,double,uniform,GPU,"P | P | P | P | N | D",320,42,0.6992,0.00217,10.393,1.83216,13.0087,12.9265
3,double,uniform,GPU,"P | P | P | P | N | D",320,43,0.6976,0.002541,10.4248,1.83123,13.0413,12.9562
3,double,uniform,GPU,"P | P | P | P | N | D",320,44,0.696064,0.002311,10.4376,1.83386,13.0544,12.9698
3,double,uniform,GPU,"P | P | P | P | N | D",320,45,0.696672,0.00224,10.4228,1.83408,13.039,12.9558
3,double,uniform,GPU,"P | P | P | P | N | D",320,46,0.694624,0.002388,10.4264,1.83139,13.0423,12.9549
3,double,uniform,GPU,"P | P | P | P | N | D",320,47,0.694624,0.00223,10.4247,1.8305,13.0342,12.952
3,double,uniform,GPU,"P | P | P | P | N | D",320,48,0.693344,0.002391,10.4167,1.8303,13.0258,12.9427
3,double,uniform,GPU,"P | P | P | P | N | D",320,49,0.696352,0.002241,10.437,1.83578,13.0536,12.9714
3,double,uniform,GPU,"P | P | P | P | N | D",320,50,0.69888,0.002429,10.4173,1.83098,13.031,12.9496
3,double,uniform,GPU,"P | P | P | P | N | D",320,51,0.693888,0.0023,10.4164,1.83251,13.0291,12.9451
3,double,uniform,GPU,"P | P | P | P | N | D",320,52,0.692192,0.002469,10.4241,1.83587,13.0392,12.9547
3,double,uniform,GPU,"P | P | P | P | N | D",320,53,0.693344,0.00208,10.4243,1.83306,13.0348,12.9528
3,double,uniform,GPU,"P | P | P | P | N | D",320,54,0.692864,0.00253,10.4269,1.83299,13.038,12.9553
3,double,uniform,GPU,"P | P | P | P | N | D",320,55,0.697024,0.00228,10.4427,1.8385,13.0664,12.9805
3,double,uniform,GPU,"P | P | P | P | N | D",320,56,0.699616,0.002228,10.4276,1.83075,13.0459,12.9602
3,double,uniform,GPU,"P | P | P | P | N | D",320,57,0.693696,0.002189,10.424,1.83661,13.0377,12.9565
3,double,uniform,GPU,"P | P | P | P | N | D",320,58,0.695424,0.00234,10.4196,1.8375,13.0388,12.9549
3,double,uniform,GPU,"P | P | P | P | N | D",320,59,0.694912,0.0023,10.4142,1.83421,13.0275,12.9457
3,double,uniform,GPU,"P | P | P | P | N | D",320,60,0.694912,0.00242,10.428,1.83594,13.044,12.9612
3,double,uniform,GPU,"P | P | P | P | N | D",320,61,0.695328,0.00224,10.4286,1.82941,13.0395,12.9556
3,double,uniform,GPU,"P | P | P | P | N | D",320,62,0.696096,0.002238,10.4274,1.83632,13.0452,12.9621
3,double,uniform,GPU,"P | P | P | P | N | D",320,63,0.694176,0.00255,10.4293,1.83574,13.0471,12.9618
3,double,uniform,GPU,"P | P | P | P | N | D",320,64,0.696992,0.0023,10.4234,1.83517,13.0391,12.9578
3,double,uniform,GPU,"P | P | P | P | N | D",320,65,0.697248,0.002381,10.4297,1.83485,13.0515,12.9642
3,double,uniform,GPU,"P | P | P | P | N | D",320,66,0.694048,0.00218,10.4435,1.83219,13.0542,12.9719
3,double,uniform,GPU,"P | P | P | P | N | D",320,67,0.6912,0.00217,10.4212,1.83811,13.0349,12.9527
3,double,uniform,GPU,"P | P | P | P | N | D",320,68,0.68992,0.00217,10.4411,1.8304,13.0444,12.9636
3,double,uniform,GPU,"P | P | P | P | N | D",320,69,0.69088,0.00234,10.4264,1.8257,13.0273,12.9453
3,double,uniform,GPU,"P | P | P | P | N | D",320,70,0.703968,0.00218,10.4245,1.832,13.0443,12.9626
3,double,uniform,GPU,"P | P | P | P | N | D",320,71,0.694368,0.002441,10.4319,1.83354,13.0431,12.9623
3,double,uniform,GPU,"P | P | P | P | N | D",320,72,0.691968,0.00218,10.4017,1.82976,13.0051,12.9256
3,double,uniform,GPU,"P | P | P | P | N | D",320,73,0.6976,0.00217,10.4298,1.83248,13.0433,12.962
3,double,uniform,GPU,"P | P | P | P | N | D",320,74,0.692064,0.0023,10.4073,1.83741,13.0208,12.9391
3,double,uniform,GPU,"P | P | P | P | N | D",384,0,1.23011,0.00242,15.4257,3.19981,19.9441,19.8581
3,double,uniform,GPU,"P | P | P | P | N | D",384,1,1.22774,0.0022,15.4157,3.20342,19.9327,19.8491
3,double,uniform,GPU,"P | P | P | P | N | D",384,2,1.22931,0.002439,15.4209,3.20426,19.9416,19.8569
3,double,uniform,GPU,"P | P | P | P | N | D",384,3,1.22858,0.0024,15.4688,3.20195,19.9904,19.9017
3,double,uniform,GPU,"P | P | P | P | N | D",384,4,1.22742,0.00217,15.4413,3.20323,19.9601,19.8741
3,double,uniform,GPU,"P | P | P | P | N | D",384,5,1.22771,0.00248,15.4129,3.19629,19.9254,19.8394
3,double,uniform,GPU,"P | P | P | P | N | D",384,6,1.22861,0.002339,15.4531,3.20029,19.9698,19.8844
3,double,uniform,GPU,"P | P | P | P | N | D",384,7,1.23258,0.002741,15.4166,3.19888,19.9397,19.8507
3,double,uniform,GPU,"P | P | P | P | N | D",384,8,1.22685,0.002299,15.4628,3.19706,19.9749,19.889
3,double,uniform,GPU,"P | P | P | P | N | D",384,9,1.22909,0.00237,15.4158,3.20534,19.939,19.8526
3,double,uniform,GPU,"P | P | P | P | N | D",384,10,1.22758,0.00222,15.4263,3.20083,19.9403,19.857
3,double,uniform,GPU,"P | P | P | P | N | D",384,11,1.228,0.002272,15.45,3.20269,19.9701,19.883
3,double,uniform,GPU,"P | P | P | P | N | D",384,12,1.22739,0.00268,15.4196,3.20106,19.935,19.8507
3,double,uniform,GPU,"P | P | P | P | N | D",384,13,1.2287,0.00215,15.4292,3.20186,19.9522,19.8619
3,double,uniform,GPU,"P | P | P | P | N | D",384,14,1.2287,0.00223,15.4256,3.20758,19.9507,19.8641
3,double,uniform,GPU,"P | P | P | P | N | D",384,15,1.2296,0.00249,15.4192,3.2024,19.9391,19.8536
3,double,uniform,GPU,"P | P | P | P | N | D",384,16,1.22502,0.00239,15.4353,3.20378,19.952,19.8665
3,double,uniform,GPU,"P | P | P | P | N | D",384,17,1.22813,0.002649,15.4428,3.19488,19.9539,19.8685
3,double,uniform,GPU,"P | P | P | P | N | D",384,18,1.23008,0.00218,15.4571,3.20387,19.9793,19.8932
3,double,uniform,GPU,"P | P | P | P | N | D",384,19,1.2303,0.00245,15.4217,3.19971,19.9422,19.8541
3,double,uniform,GPU,"P | P | P | P | N | D",384,20,1.23146,0.00229,15.4197,3.2007,19.9383,19.8541
3,double,uniform,GPU,"P | P | P | P | N | D",384,21,1.2281,0.00219,15.4479,3.19933,19.9664,19.8775
3,double,uniform,GPU,"P | P | P | P | N | D",384,22,1.23014,0.002431,15.4095,3.1968,19.9222,19.8389
3,double,uniform,GPU,"P | P | P | P | N | D",384,23,1.22752,0.00209,15.4526,3.19514,19.961,19.8773
3,double,uniform,GPU,"P | P | P | P | N | D",384,24,1.22762,0.00213,15.4196,3.20768,19.943,19.857
3,double,uniform,GPU,"P | P | P | P | N | D",384,25,1.22995,0.00226,15.4607,3.19798,19.9758,19.8909
3,double,uniform,GPU,"P | P | P | P | N | D",384,26,1.23072,0.002401,15.4206,3.19738,19.9381,19.8511
3,double,uniform,GPU,"P | P | P | P | N | D",384,27,1.22989,0.002379,15.46,3.204,19.9808,19.8962
3,double,uniform,GPU,"P | P | P | P | N | D",384,28,1.22602,0.00243,15.4498,3.20202,19.9637,19.8803
3,double,uniform,GPU,"P | P | P | P | N | D",384,29,1.23114,0.002311,15.4203,3.19763,19.9346,19.8513
3,double,uniform,GPU,"P | P | P | P | N | D",384,30,1.23219,0.00238,15.4753,3.2032,19.9989,19.9131
3,double,uniform,GPU,"P | P | P | P | N | D",384,31,1.22848,0.00247,15.4205,3.20272,19.9389,19.8541
3,double,uniform,GPU,"P | P | P | P | N | D",384,32,1.2281,0.00224,15.4436,3.2033,19.9615,19.8772
3,double,uniform,GPU,"P | P | P | P | N | D",384,33,1.2295,0.002251,15.4398,3.19834,19.9584,19.8699
3,double,uniform,GPU,"P | P | P | P | N | D",384,34,1.22794,0.002541,15.4241,3.19882,19.9412,19.8534
3,double,uniform,GPU,"P | P | P | P | N | D",384,35,1.22774,0.002291,15.4218,3.19914,19.9362,19.8509
3,double,uniform,GPU,"P | P | P | P | N | D",384,36,1.23216,0.002279,15.4331,3.20432,19.9574,19.8719
3,double,uniform,GPU,"P | P | P | P | N | D",384,37,1.22925,0.002421,15.4433,3.19994,19.9609,19.8749
3,double,uniform,GPU,"P | P | P | P | N | D",384,38,1.22848,0.00258,15.4218,3.21024,19.9491,19.8631
3,double,uniform,GPU,"P | P | P | P | N | D",384,39,1.22858,0.0025,15.4135,3.19763,19.9273,19.8422
3,double,uniform,GPU,"P | P | P | P | N | D",384,40,1.22781,0.002231,15.4221,3.20205,19.9381,19.8542
3,double,uniform,GPU,"P | P | P | P | N | D",384,41,1.23174,0.00248,15.4169,3.20195,19.9395,19.853
3,double,uniform,GPU,"P | P | P | P | N | D",384,42,1.22886,0.00811,15.4411,3.20416,19.9672,19.8822
3,double,uniform,GPU,"P | P | P | P | N | D",384,43,1.22819,0.00256,15.4179,3.20333,19.9441,19.852
3,double,uniform,GPU,"P | P | P | P | N | D",384,44,1.23136,0.00237,15.4163,3.19955,19.9309,19.8496
3,double,uniform,GPU,"P | P | P | P | N | D",384,45,1.22886,0.002219,15.4212,3.19789,19.9362,19.8502
3,double,uniform,GPU,"P | P | P | P | N | D",384,46,1.22995,0.00226,15.4295,3.20781,19.9533,19.8695
3,double,uniform,GPU,"P | P | P | P | N | D",384,47,1.23021,0.002369,15.4201,3.20093,19.94,19.8536
3,double,uniform,GPU,"P | P | P | P | N | D",384,48,1.22912,0.002521,15.4719,3.20669,19.9984,19.9102
3,double,uniform,GPU,"P | P | P | P | N | D",384,49,1.22778,0.002259,15.414,3.20035,19.9297,19.8444
3,double,uniform,GPU,"P | P | P | P | N | D",384,50,1.22749,0.00231,15.4139,3.20419,19.9339,19.8479
3,double,uniform,GPU,"P | P | P | P | N | D",384,51,1.22765,0.00239,15.4428,3.20416,19.962,19.877
3,double,uniform,GPU,"P | P | P | P | N | D",384,52,1.22835,0.00236,15.4467,3.20208,19.9664,19.8795
3,double,uniform,GPU,"P | P | P | P | N | D",384,53,1.22598,0.0023,15.4648,3.19949,19.9778,19.8926
3,double,uniform,GPU,"P | P | P | P | N | D",384,54,1.22966,0.00227,15.4186,3.20387,19.9405,19.8544
3,double,uniform,GPU,"P | P | P | P | N | D",384,55,1.23002,0.002331,15.4462,3.1993,19.966,19.8779
3,double,uniform,GPU,"P | P | P | P | N | D",384,56,1.22656,0.00249,15.4389,3.20026,19.9541,19.8682
3,double,uniform,GPU,"P | P | P | P | N | D",384,57,1.22688,0.00233,15.4182,3.20221,19.9376,19.8497
3,double,uniform,GPU,"P | P | P | P | N | D",384,58,1.23363,0.00245,15.4305,3.2047,19.955,19.8713
3,double,uniform,GPU,"P | P | P | P | N | D",384,59,1.22653,0.00228,15.4213,3.20003,19.9327,19.8501
3,double,uniform,GPU,"P | P | P | P | N | D",384,60,1.23328,0.002031,15.4218,3.20054,19.942,19.8576
3,double,uniform,GPU,"P | P | P | P | N | D",384,61,1.22816,0.00237,15.4181,3.19933,19.935,19.848
3,double,uniform,GPU,"P | P | P | P | N | D",384,62,1.22989,0.00254,15.4148,3.20765,19.9409,19.8549
3,double,uniform,GPU,"P | P | P | P | N | D",384,63,1.23126,0.00264,15.452,3.20493,19.9766,19.8908
3,double,uniform,GPU,"P | P | P | P | N | D",384,64,1.22832,0.00222,15.4427,3.19677,19.9573,19.8701
3,double,uniform,GPU,"P | P | P | P | N | D",384,65,1.23011,0.002469,15.4523,3.19722,19.97,19.8821
3,double,uniform,GPU,"P | P | P | P | N | D",384,66,1.23053,0.00248,15.4179,3.19789,19.9336,19.8487
3,double,uniform,GPU,"P | P | P | P | N | D",384,67,1.22765,0.00324,15.4408,3.19824,19.9576,19.8699
3,double,uniform,GPU,"P | P | P | P | N | D",384,68,1.22947,0.0023,15.4543,3.20157,19.9772,19.8876
3,double,uniform,GPU,"P | P | P | P | N | D",384,69,1.22915,0.00263,15.4322,3.19968,19.9492,19.8637
3,double,uniform,GPU,"P | P | P | P | N | D",384,70,1.23219,0.00227,15.4278,3.19962,19.9481,19.8619
3,double,uniform,GPU,"P | P | P | P | N | D",384,71,1.23133,0.00248,15.4431,3.19923,19.9692,19.8761
3,double,uniform,GPU,"P | P | P | P | N | D",384,72,1.23661,0.00239,15.4516,3.19802,19.9746,19.8886
3,double,uniform,GPU,"P | P | P | P | N | D",384,73,1.2256,0.00266,15.4193,3.19907,19.9283,19.8466
3,double,uniform,GPU,"P | P | P | P | N | D",384,74,1.232,0.00243,15.4607,3.20179,19.9819,19.8969
3,double,uniform,GPU,"P | P | P | P | N | D",448,0,1.9576,0.00239,29.9442,5.08413,37.081,36.9883
3,double,uniform,GPU,"P | P | P | P | N | D",448,1,1.95491,0.002421,29.9528,5.0839,37.0834,36.994
3,double,uniform,GPU,"P | P | P | P | N | D",448,2,1.95363,0.00287,29.9352,5.08448,37.0662,36.9762
3,double,uniform,GPU,"P | P | P | P | N | D",448,3,1.95523,0.0027,29.9411,5.08528,37.0768,36.9843
3,double,uniform,GPU,"P | P | P | P | N | D",448,4,1.95475,0.002479,29.9339,5.08602,37.067,36.9772
3,double,uniform,GPU,"P | P | P | P | N | D",448,5,1.95043,0.0028,29.9367,5.08381,37.0637,36.9738
3,double,uniform,GPU,"P | P | P | P | N | D",448,6,1.95536,0.00259,29.9404,5.08918,37.0788,36.9876
3,double,uniform,GPU,"P | P | P | P | N | D",448,7,1.95005,0.002561,29.944,5.0889,37.0772,36.9855
3,double,uniform,GPU,"P | P | P | P | N | D",448,8,1.95117,0.002639,29.9421,5.0865,37.0713,36.9824
3,double,uniform,GPU,"P | P | P | P | N | D",448,9,1.95427,0.002759,29.942,5.08195,37.0717,36.9809
3,double,uniform,GPU,"P | P | P | P | N | D",448,10,1.95418,0.00247,29.9362,5.08541,37.0723,36.9783
3,double,uniform,GPU,"P | P | P | P | N | D",448,11,1.95446,0.00257,29.9371,5.08406,37.0702,36.9782
3,double,uniform,GPU,"P | P | P | P | N | D",448,12,1.95866,0.0023,29.9495,5.08493,37.0847,36.9954
3,double,uniform,GPU,"P | P | P | P | N | D",448,13,1.95219,0.002851,29.942,5.08854,37.0835,36.9856
3,double,uniform,GPU,"P | P | P | P | N | D",448,14,1.95594,0.002269,29.9351,5.08611,37.071,36.9794
3,double,uniform,GPU,"P | P | P | P | N | D",448,15,1.95686,0.0029,29.9328,5.08803,37.0714,36.9806
3,double,uniform,GPU,"P | P | P | P | N | D",448,16,1.95488,0.0024,29.9354,5.09133,37.0736,36.984
3,double,uniform,GPU,"P | P | P | P | N | D",448,17,1.95552,0.00249,29.9436,5.08589,37.0796,36.9875
