dim,precision,solver_type,api,bc_name,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",64,0,182.084,0.002579,0.078918,67.3328,249.607,249.499
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",64,45,0.008576,0.00155,0.042291,0.013696,0.127268,0.066113
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",64,46,0.008928,0.00156,0.041739,0.013152,0.126938,0.065379
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",64,47,0.013952,0.001611,0.042221,0.012928,0.135068,0.070712
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",64,48,0.014528,0.00157,0.04251,0.013312,0.134828,0.07192
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",64,49,0.013696,0.00153,0.041759,0.012288,0.132528,0.069273
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",64,50,0.014752,0.001589,0.04253,0.011808,0.132839,0.070679
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",64,51,0.016448,0.00151,0.03746,0.015776,0.123709,0.071194
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",64,52,0.015392,0.00153,0.0426,0.011904,0.135279,0.071426
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",64,53,0.016256,0.00153,0.04192,0.014528,0.136578,0.074234
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",64,54,0.015296,0.0016,0.041911,0.012992,0.135489,0.071799
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",64,55,0.015616,0.00169,0.04763,0.013504,0.139528,0.07844
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",64,56,0.009312,0.001541,0.04245,0.011584,0.128878,0.064887
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",64,57,0.013504,0.00155,0.042489,0.012064,0.133329,0.069607
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",64,58,0.01664,0.00158,0.042109,0.011776,0.133068,0.072105
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",64,59,0.012512,0.00152,0.04231,0.013376,0.133508,0.069718
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",64,60,0.016672,0.00162,0.04195,0.011776,0.133939,0.072018
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",64,61,0.013856,0.00155,0.042069,0.013472,0.133848,0.070947
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",64,62,0.013888,0.001511,0.042159,0.01264,0.132539,0.070198
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",64,63,0.015392,0.00156,0.042348,0.012096,0.133979,0.071396
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",64,64,0.009248,0.001601,0.04256,0.013056,0.134378,0.066465
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",64,65,0.015552,0.0015,0.04206,0.013152,0.136229,0.072264
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",64,66,0.013792,0.00181,0.04278,0.01152,0.133759,0.069902
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",64,67,0.015392,0.001661,0.04314,0.012192,0.135328,0.072385
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",64,68,0.013984,0.00158,0.042549,0.01472,0.135349,0.072833
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",64,69,0.016192,0.00158,0.042089,0.012256,0.134928,0.072117
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",64,70,0.015008,0.00157,0.041901,0.012704,0.132178,0.071183
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",64,71,0.01488,0.001549,0.041878,0.010784,0.133118,0.069091
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",64,72,0.014688,0.00159,0.04177,0.011936,0.132868,0.069984
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",64,73,0.01344,0.001601,0.04244,0.012384,0.133599,0.069865
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",64,74,0.015968,0.00151,0.04173,0.02272,0.142839,0.081928
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",128,0,0.028416,0.002,0.08192,0.034432,0.209788,0.146768
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",128,1,0.017184,0.00167,0.076939,0.030624,0.192038,0.126417
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",128,2,0.019808,0.00166,0.075929,0.028672,0.186318,0.126069
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",128,3,0.018368,0.00188,0.069388,0.03216,0.175048,0.121796
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",128,4,0.024096,0.00167,0.07664,0.032032,0.195318,0.134438
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",128,5,0.017984,0.00158,0.077179,0.030912,0.190728,0.127655
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",128,6,0.01872,0.001522,0.08123,0.029312,0.190728,0.130784
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",128,7,0.018208,0.00158,0.07341,0.029408,0.179718,0.122606
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",128,8,0.019392,0.001579,0.076808,0.029024,0.187628,0.126803
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",128,9,0.020064,0.00163,0.077249,0.030816,0.190878,0.129759
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",128,10,0.026112,0.001771,0.07625,0.028864,0.193548,0.132997
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",128,11,0.018656,0.00188,0.104979,0.029248,0.217138,0.154763
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",128,12,0.02592,0.00156,0.076939,0.030592,0.194578,0.135011
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",128,13,0.017184,0.00158,0.07605,0.030304,0.185829,0.125118
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",128,14,0.01984,0.00167,0.07701,0.030912,0.190758,0.129432
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",128,15,0.017376,0.00153,0.076428,0.030048,0.185968,0.125382
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",128,16,0.01968,0.001669,0.077019,0.030304,0.189168,0.128672
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",128,17,0.01888,0.001749,0.077039,0.0312,0.190007,0.128868
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",128,18,0.016832,0.001619,0.0777,0.03136,0.187938,0.127511
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",128,19,0.018912,0.0016,0.07654,0.028448,0.186367,0.1255
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",128,20,0.01712,0.00164,0.076569,0.031648,0.187418,0.126977
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",128,21,0.01824,0.00154,0.075849,0.030176,0.191008,0.125805
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",128,22,0.017408,0.001781,0.077199,0.030464,0.186838,0.126852
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",128,23,0.017472,0.00162,0.076469,0.031616,0.186837,0.127177
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",128,24,0.017312,0.001571,0.07694,0.029856,0.185828,0.125679
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",128,25,0.019424,0.00155,0.06922,0.03344,0.175078,0.123634
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",128,26,0.017472,0.00167,0.076419,0.030112,0.186618,0.125673
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",128,27,0.018656,0.00159,0.07695,0.029152,0.187038,0.126348
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",128,28,0.018368,0.00163,0.076799,0.029376,0.186887,0.126173
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",128,29,0.020448,0.0019,0.071918,0.03008,0.179148,0.124346
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",128,30,0.019552,0.001661,0.076639,0.029696,0.188808,0.127548
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",128,31,0.025216,0.00169,0.076849,0.027968,0.192858,0.131723
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",128,32,0.019616,0.0016,0.076429,0.028384,0.187187,0.126029
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",128,33,0.018816,0.00154,0.076369,0.030112,0.187828,0.126837
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",128,34,0.027296,0.001541,0.076169,0.031072,0.196038,0.136078
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",128,35,0.01888,0.00158,0.07611,0.031136,0.189468,0.127706
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",128,36,0.01968,0.001659,0.07812,0.030272,0.190688,0.129731
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",128,37,0.018784,0.00163,0.07709,0.02976,0.188648,0.127264
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",128,38,0.0168,0.001599,0.076858,0.028064,0.182908,0.123321
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",128,39,0.019648,0.00163,0.07617,0.0296,0.187858,0.127048
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",128,40,0.017152,0.0017,0.07728,0.02928,0.186398,0.125412
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",128,41,0.019488,0.001569,0.075978,0.030912,0.188038,0.127947
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",128,42,0.019936,0.00164,0.06998,0.031008,0.174378,0.122564
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",128,43,0.019136,0.00166,0.075619,0.027968,0.184148,0.124383
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",128,44,0.0208,0.001641,0.076609,0.029056,0.189348,0.128106
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",128,45,0.019232,0.001639,0.078468,0.031712,0.191858,0.131051
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",128,46,0.01936,0.00153,0.076479,0.029632,0.187208,0.127001
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",128,47,0.0184,0.00181,0.078079,0.029696,0.189297,0.127985
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",128,48,0.018624,0.00157,0.076889,0.029856,0.186918,0.126939
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",128,49,0.019968,0.00159,0.075679,0.02944,0.187068,0.126677
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",128,50,0.020128,0.00158,0.069959,0.031744,0.175308,0.123411
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",128,51,0.018208,0.0016,0.076759,0.02912,0.186758,0.125687
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",128,52,0.026784,0.00155,0.077819,0.02768,0.194498,0.133833
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",128,53,0.017344,0.00156,0.07622,0.029856,0.185178,0.12498
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",128,54,0.016736,0.00154,0.07715,0.029952,0.185558,0.125378
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",128,55,0.01968,0.00162,0.078168,0.029984,0.190298,0.129452
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",128,56,0.025792,0.00163,0.07706,0.030016,0.195708,0.134498
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",128,57,0.01984,0.00163,0.076789,0.03136,0.281677,0.129619
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",128,58,0.018304,0.00172,0.076689,0.027072,0.184738,0.123785
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",128,59,0.017664,0.00158,0.07654,0.032928,0.188228,0.128712
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",128,60,0.019104,0.001569,0.077029,0.029376,0.187708,0.127078
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",128,61,0.01984,0.00167,0.084169,0.030656,0.197238,0.136335
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",128,62,0.02544,0.001529,0.076489,0.030336,0.193608,0.133794
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",128,63,0.018592,0.001579,0.076868,0.029504,0.189078,0.126543
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",128,64,0.017408,0.001628,0.076618,0.030144,0.185978,0.125798
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",128,65,0.018624,0.00189,0.077189,0.02896,0.193378,0.126663
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",128,66,0.019296,0.00175,0.07707,0.028256,0.186767,0.126372
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",128,67,0.021216,0.00158,0.080739,0.028544,0.191869,0.132079
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",128,68,0.018368,0.00166,0.070389,0.031968,0.177118,0.122385
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",128,69,0.019904,0.00161,0.076479,0.029344,0.187058,0.127337
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",128,70,0.017376,0.001531,0.076429,0.030432,0.185688,0.125768
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",128,71,0.022624,0.00172,0.07581,0.030784,0.191518,0.130938
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",128,72,0.019424,0.00169,0.077538,0.02944,0.188538,0.128092
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",128,73,0.017632,0.001681,0.07714,0.027936,0.184768,0.124389
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",128,74,0.025216,0.00155,0.07612,0.029952,0.193548,0.132838
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",192,0,0.063936,0.002129,0.163947,0.077088,0.370716,0.3071
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",192,1,0.054272,0.001581,0.162609,0.082976,0.364866,0.301438
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",192,2,0.051904,0.002028,0.162318,0.08496,0.365076,0.30121
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",192,3,0.07232,0.00199,0.16827,0.086976,0.393806,0.329556
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",192,4,0.052032,0.00162,0.162269,0.086144,0.365016,0.302065
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",192,5,0.05376,0.00156,0.161438,0.084384,0.364816,0.301142
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",192,6,0.051616,0.00175,0.16136,0.081888,0.359526,0.296614
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",192,7,0.053664,0.0018,0.163098,0.084128,0.367146,0.30269
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",192,8,0.078752,0.00218,0.166897,0.087968,0.399445,0.335797
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",192,9,0.076256,0.00216,0.165988,0.088064,0.406575,0.332468
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",192,10,0.052768,0.00175,0.165087,0.082752,0.366566,0.302357
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",192,11,0.05456,0.001909,0.159469,0.084576,0.360176,0.300514
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",192,12,0.0544,0.00168,0.161687,0.080608,0.362016,0.298375
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",192,13,0.051904,0.001699,0.162437,0.082208,0.361316,0.298248
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",192,14,0.052832,0.001869,0.162108,0.083072,0.362616,0.299881
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",192,15,0.0536,0.00159,0.16087,0.083904,0.362866,0.299964
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",192,16,0.071616,0.00208,0.166987,0.088192,0.393055,0.328875
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",192,17,0.072736,0.002229,0.166666,0.086976,0.392076,0.328607
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",192,18,0.073856,0.00215,0.16771,0.0904,0.398866,0.334116
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",192,19,0.054496,0.0017,0.16127,0.083104,0.364706,0.30057
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",192,20,0.056832,0.00189,0.16243,0.083456,0.369206,0.304608
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",192,21,0.052736,0.001619,0.159687,0.08304,0.360856,0.297082
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",192,22,0.05376,0.0016,0.160908,0.083168,0.362396,0.299436
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",192,23,0.05024,0.001819,0.157018,0.085376,0.353686,0.294453
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",192,24,0.052704,0.001579,0.161637,0.080896,0.361956,0.296816
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",192,25,0.052,0.00168,0.160617,0.081664,0.360376,0.295961
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",192,26,0.06976,0.002141,0.168048,0.08832,0.392185,0.328269
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",192,27,0.0744,0.00207,0.16695,0.08832,0.395956,0.33174
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",192,28,0.053952,0.001631,0.160487,0.082016,0.362166,0.298086
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",192,29,0.054144,0.00167,0.160957,0.083744,0.363616,0.300515
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",192,30,0.071936,0.002009,0.168659,0.091008,0.397156,0.333612
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",192,31,0.052768,0.00162,0.163076,0.084128,0.364136,0.301592
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",192,32,0.05264,0.001549,0.161629,0.085888,0.364836,0.301706
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",192,33,0.053248,0.00191,0.15997,0.082976,0.361266,0.298104
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",192,34,0.052224,0.00156,0.159317,0.08112,0.356796,0.294221
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",192,35,0.05376,0.00154,0.16131,0.080992,0.361426,0.297602
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",192,36,0.067872,0.00214,0.16986,0.088608,0.393676,0.32848
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",192,37,0.0536,0.00187,0.166708,0.08464,0.370606,0.306818
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",192,38,0.053088,0.001579,0.16221,0.08528,0.368066,0.302157
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",192,39,0.051008,0.0019,0.161158,0.085152,0.362396,0.299218
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",192,40,0.053696,0.001741,0.16036,0.081152,0.361646,0.296949
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",192,41,0.053504,0.00168,0.16159,0.084,0.363416,0.300774
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",192,42,0.058464,0.001749,0.160309,0.081408,0.364586,0.30193
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",192,43,0.05328,0.00175,0.161697,0.081664,0.360196,0.298391
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",192,44,0.052224,0.001799,0.162627,0.082464,0.362696,0.299114
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",192,45,0.067552,0.002029,0.164677,0.088064,0.385546,0.322322
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",192,46,0.053888,0.00187,0.16211,0.0848,0.365846,0.302668
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",192,47,0.053312,0.001701,0.161466,0.084,0.365036,0.300479
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",192,48,0.054176,0.001759,0.160879,0.079552,0.359716,0.296366
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",192,49,0.05184,0.001621,0.160627,0.083264,0.361426,0.297352
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",192,50,0.053536,0.00168,0.1607,0.081024,0.360136,0.29694
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",192,51,0.0704,0.00219,0.17219,0.087424,0.396456,0.332204
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",192,52,0.053888,0.001901,0.162877,0.082816,0.364616,0.301482
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",192,53,0.05216,0.001639,0.16206,0.084096,0.361945,0.299955
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",192,54,0.054208,0.00169,0.160559,0.082336,0.361996,0.298793
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",192,55,0.053504,0.00162,0.1611,0.084064,0.364236,0.300288
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",192,56,0.055296,0.001769,0.157867,0.085728,0.356826,0.30066
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",192,57,0.051584,0.00154,0.16235,0.086112,0.364726,0.301586
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",192,58,0.053792,0.002081,0.162948,0.085696,0.366946,0.304517
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",192,59,0.053408,0.00166,0.16362,0.082496,0.365336,0.301184
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",192,60,0.06896,0.00199,0.16693,0.0888,0.389866,0.32668
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",192,61,0.0552,0.00191,0.157807,0.087904,0.361556,0.302821
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",192,62,0.0528,0.00191,0.160989,0.080384,0.361785,0.296083
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",192,63,0.050848,0.001791,0.161148,0.083136,0.359846,0.296923
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",192,64,0.05184,0.00177,0.162458,0.082496,0.361006,0.298564
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",192,65,0.053248,0.00185,0.161187,0.083296,0.362656,0.299581
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",192,66,0.053728,0.001551,0.1605,0.081792,0.361806,0.297571
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",192,67,0.052864,0.00155,0.16075,0.08336,0.361846,0.298524
