dim,precision,solver_type,api,bc_name,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
1,double,uniform,GPU,"Ds | Ns",64,0,183.507,0,0.053829,51.6841,235.346,235.245
1,double,uniform,GPU,"Ds | Ns",64,74,0.010976,0,0.129269,0.006944,0.181228,0.147189
1,double,uniform,GPU,"Ds | Ns",128,0,0.0232,0,0.04147,0.012032,0.117949,0.076702
1,double,uniform,GPU,"Ds | Ns",128,1,0.011776,0,0.038679,0.007168,0.092449,0.057623
1,double,uniform,GPU,"Ds | Ns",128,2,0.01248,0,0.037709,0.005888,0.091279,0.056077
1,double,uniform,GPU,"Ds | Ns",128,3,0.091488,0,0.03765,0.008512,0.171859,0.13765
1,double,uniform,GPU,"Ds | Ns",128,4,0.011424,0,0.037699,0.007392,0.091909,0.056515
1,double,uniform,GPU,"Ds | Ns",128,5,0.014144,0,0.037179,0.009248,0.096979,0.060571
1,double,uniform,GPU,"Ds | Ns",128,6,0.011456,0,0.03773,0.007904,0.090039,0.05709
1,double,uniform,GPU,"Ds | Ns",128,7,0.012192,0,0.037299,0.006432,0.090989,0.055923
1,double,uniform,GPU,"Ds | Ns",128,8,0.01168,0,0.0378,0.007776,0.092069,0.057256
1,double,uniform,GPU,"Ds | Ns",128,9,0.012704,0,0.037489,0.005856,0.090439,0.056049
1,double,uniform,GPU,"Ds | Ns",128,10,0.011072,0,0.03771,0.009024,0.092579,0.057806
1,double,uniform,GPU,"Ds | Ns",128,11,0.012032,0,0.03759,0.007872,0.093549,0.057494
1,double,uniform,GPU,"Ds | Ns",128,12,0.01104,0,0.03781,0.00752,0.09655,0.05637
1,double,uniform,GPU,"Ds | Ns",128,13,0.012512,0,0.037259,0.007392,0.097349,0.057163
1,double,uniform,GPU,"Ds | Ns",128,14,0.013536,0,0.037368,0.008448,0.093469,0.059352
1,double,uniform,GPU,"Ds | Ns",128,15,0.011776,0,0.037469,0.006368,0.089049,0.055613
1,double,uniform,GPU,"Ds | Ns",128,16,0.013088,0,0.0376,0.008352,0.093839,0.05904
1,double,uniform,GPU,"Ds | Ns",128,17,0.011712,0,0.037679,0.00848,0.093119,0.057871
1,double,uniform,GPU,"Ds | Ns",128,18,0.012032,0,0.03383,0.010016,0.084719,0.055878
1,double,uniform,GPU,"Ds | Ns",128,19,0.010816,0,0.037629,0.008448,0.091379,0.056893
1,double,uniform,GPU,"Ds | Ns",128,20,0.012864,0,0.037259,0.008064,0.093469,0.058187
1,double,uniform,GPU,"Ds | Ns",128,21,0.011488,0,0.038699,0.005824,0.177428,0.056011
1,double,uniform,GPU,"Ds | Ns",128,22,0.010688,0,0.03741,0.006752,0.090479,0.05485
1,double,uniform,GPU,"Ds | Ns",128,23,0.013056,0,0.03775,0.007424,0.09499,0.05823
1,double,uniform,GPU,"Ds | Ns",128,24,0.011776,0,0.037219,0.008736,0.093239,0.057731
1,double,uniform,GPU,"Ds | Ns",128,25,0.01088,0,0.03413,0.00864,0.083559,0.05365
1,double,uniform,GPU,"Ds | Ns",128,26,0.01472,0,0.03733,0.006752,0.094288,0.058802
1,double,uniform,GPU,"Ds | Ns",128,27,0.010912,0,0.03786,0.007936,0.09207,0.056708
1,double,uniform,GPU,"Ds | Ns",128,28,0.010112,0,0.042749,0.0072,0.094479,0.060061
1,double,uniform,GPU,"Ds | Ns",128,29,0.01328,0,0.03754,0.006048,0.092469,0.056868
1,double,uniform,GPU,"Ds | Ns",128,30,0.012608,0,0.03754,0.008256,0.092389,0.058404
1,double,uniform,GPU,"Ds | Ns",128,31,0.013536,0,0.03769,0.008928,0.096199,0.060154
1,double,uniform,GPU,"Ds | Ns",128,32,0.011808,0,0.03772,0.00512,0.087669,0.054648
1,double,uniform,GPU,"Ds | Ns",128,33,0.010944,0,0.037119,0.007648,0.091109,0.055711
1,double,uniform,GPU,"Ds | Ns",128,34,0.013056,0,0.037479,0.008576,0.094759,0.059111
1,double,uniform,GPU,"Ds | Ns",128,35,0.01824,0,0.037868,0.006016,0.096419,0.062124
1,double,uniform,GPU,"Ds | Ns",128,36,0.011104,0,0.037709,0.007296,0.091049,0.056109
1,double,uniform,GPU,"Ds | Ns",128,37,0.011904,0,0.037509,0.00784,0.093309,0.057253
1,double,uniform,GPU,"Ds | Ns",128,38,0.010624,0,0.03747,0.007744,0.090419,0.055838
1,double,uniform,GPU,"Ds | Ns",128,39,0.012416,0,0.037739,0.008032,0.092209,0.058187
1,double,uniform,GPU,"Ds | Ns",128,40,0.013664,0,0.037609,0.005952,0.091529,0.057225
1,double,uniform,GPU,"Ds | Ns",128,41,0.013408,0,0.037509,0.007264,0.093309,0.058181
1,double,uniform,GPU,"Ds | Ns",128,42,0.0128,0,0.03744,0.007648,0.092319,0.057888
1,double,uniform,GPU,"Ds | Ns",128,43,0.012128,0,0.03767,0.008288,0.092979,0.058086
1,double,uniform,GPU,"Ds | Ns",128,44,0.011424,0,0.036549,0.006816,0.087369,0.054789
1,double,uniform,GPU,"Ds | Ns",128,45,0.012224,0,0.037729,0.006368,0.090879,0.056321
1,double,uniform,GPU,"Ds | Ns",128,46,0.010944,0,0.03748,0.0064,0.089909,0.054824
1,double,uniform,GPU,"Ds | Ns",128,47,0.012448,0,0.0377,0.006336,0.091559,0.056484
1,double,uniform,GPU,"Ds | Ns",128,48,0.011936,0,0.03775,0.007552,0.095739,0.057238
1,double,uniform,GPU,"Ds | Ns",128,49,0.009504,0,0.03383,0.009248,0.082799,0.052582
1,double,uniform,GPU,"Ds | Ns",128,50,0.010784,0,0.03728,0.00576,0.087499,0.053824
1,double,uniform,GPU,"Ds | Ns",128,51,0.012448,0,0.03766,0.008576,0.094009,0.058684
1,double,uniform,GPU,"Ds | Ns",128,52,0.013184,0,0.03741,0.006144,0.090439,0.056738
1,double,uniform,GPU,"Ds | Ns",128,53,0.01136,0,0.03988,0.007168,0.092339,0.058408
1,double,uniform,GPU,"Ds | Ns",128,54,0.012256,0,0.038819,0.007072,0.094449,0.058147
1,double,uniform,GPU,"Ds | Ns",128,55,0.013312,0,0.03724,0.00688,0.091928,0.057432
1,double,uniform,GPU,"Ds | Ns",128,56,0.010944,0,0.0376,0.008576,0.091339,0.05712
1,double,uniform,GPU,"Ds | Ns",128,57,0.010848,0,0.03746,0.005888,0.087939,0.054196
1,double,uniform,GPU,"Ds | Ns",128,58,0.01456,0,0.037389,0.008416,0.097139,0.060365
1,double,uniform,GPU,"Ds | Ns",128,59,0.012544,0,0.037599,0.00768,0.092419,0.057823
1,double,uniform,GPU,"Ds | Ns",128,60,0.011168,0,0.0373,0.007648,0.091069,0.056116
1,double,uniform,GPU,"Ds | Ns",128,61,0.012864,0,0.03716,0.007232,0.093569,0.057256
1,double,uniform,GPU,"Ds | Ns",128,62,0.015136,0,0.037389,0.006272,0.094099,0.058797
1,double,uniform,GPU,"Ds | Ns",128,63,0.012352,0,0.03373,0.009664,0.083599,0.055746
1,double,uniform,GPU,"Ds | Ns",128,64,0.01264,0,0.03776,0.008064,0.094229,0.058464
1,double,uniform,GPU,"Ds | Ns",128,65,0.012896,0,0.037139,0.008512,0.092369,0.058547
1,double,uniform,GPU,"Ds | Ns",128,66,0.011648,0,0.037139,0.005824,0.087899,0.054611
1,double,uniform,GPU,"Ds | Ns",128,67,0.013408,0,0.03735,0.007936,0.093968,0.058694
1,double,uniform,GPU,"Ds | Ns",128,68,0.011712,0,0.037719,0.008768,0.092439,0.058199
1,double,uniform,GPU,"Ds | Ns",128,69,0.012448,0,0.03726,0.007552,0.092129,0.05726
1,double,uniform,GPU,"Ds | Ns",128,70,0.011168,0,0.037509,0.007232,0.092379,0.055909
1,double,uniform,GPU,"Ds | Ns",128,71,0.01056,0,0.037179,0.006976,0.089689,0.054715
1,double,uniform,GPU,"Ds | Ns",128,72,0.012832,0,0.03826,0.007264,0.094339,0.058356
1,double,uniform,GPU,"Ds | Ns",128,73,0.012544,0,0.037339,0.007232,0.093039,0.057115
1,double,uniform,GPU,"Ds | Ns",128,74,0.012896,0,0.038039,0.00624,0.091999,0.057175
1,double,uniform,GPU,"Ds | Ns",192,0,0.022304,0,0.052839,0.011072,0.126949,0.086215
1,double,uniform,GPU,"Ds | Ns",192,1,0.011008,0,0.04994,0.00672,0.104238,0.067668
1,double,uniform,GPU,"Ds | Ns",192,2,0.01136,0,0.04912,0.008704,0.102848,0.069184
1,double,uniform,GPU,"Ds | Ns",192,3,0.01216,0,0.04882,0.008224,0.104229,0.069204
1,double,uniform,GPU,"Ds | Ns",192,4,0.010496,0,0.048929,0.008544,0.102598,0.067969
1,double,uniform,GPU,"Ds | Ns",192,5,0.011872,0,0.050049,0.007808,0.106229,0.069729
1,double,uniform,GPU,"Ds | Ns",192,6,0.011168,0,0.04857,0.008192,0.101449,0.06793
1,double,uniform,GPU,"Ds | Ns",192,7,0.012512,0,0.04864,0.009088,0.103639,0.07024
1,double,uniform,GPU,"Ds | Ns",192,8,0.013344,0,0.04893,0.007072,0.110898,0.069346
1,double,uniform,GPU,"Ds | Ns",192,9,0.012448,0,0.0487,0.007008,0.101859,0.068156
1,double,uniform,GPU,"Ds | Ns",192,10,0.012128,0,0.049069,0.008768,0.104239,0.069965
1,double,uniform,GPU,"Ds | Ns",192,11,0.01072,0,0.04858,0.007328,0.100339,0.066628
1,double,uniform,GPU,"Ds | Ns",192,12,0.01056,0,0.048919,0.008576,0.102019,0.068055
1,double,uniform,GPU,"Ds | Ns",192,13,0.01232,0,0.04888,0.008384,0.104039,0.069584
1,double,uniform,GPU,"Ds | Ns",192,14,0.01072,0,0.04857,0.007008,0.100119,0.066298
1,double,uniform,GPU,"Ds | Ns",192,15,0.011776,0,0.048829,0.007968,0.101949,0.068573
1,double,uniform,GPU,"Ds | Ns",192,16,0.010752,0,0.04888,0.009984,0.103149,0.069616
1,double,uniform,GPU,"Ds | Ns",192,17,0.010336,0,0.048479,0.007392,0.101769,0.066207
1,double,uniform,GPU,"Ds | Ns",192,18,0.01184,0,0.048679,0.007552,0.101569,0.068071
1,double,uniform,GPU,"Ds | Ns",192,19,0.012736,0,0.04897,0.008576,0.104869,0.070282
1,double,uniform,GPU,"Ds | Ns",192,20,0.012864,0,0.048859,0.007072,0.103389,0.068795
1,double,uniform,GPU,"Ds | Ns",192,21,0.012352,0,0.04897,0.008768,0.105358,0.07009
1,double,uniform,GPU,"Ds | Ns",192,22,0.011072,0,0.045679,0.009984,0.097589,0.066735
1,double,uniform,GPU,"Ds | Ns",192,23,0.010656,0,0.04861,0.008544,0.102719,0.06781
1,double,uniform,GPU,"Ds | Ns",192,24,0.010048,0,0.04867,0.007872,0.100399,0.06659
1,double,uniform,GPU,"Ds | Ns",192,25,0.0104,0,0.04902,0.007648,0.101479,0.067068
1,double,uniform,GPU,"Ds | Ns",192,26,0.01312,0,0.04873,0.009184,0.220568,0.071034
1,double,uniform,GPU,"Ds | Ns",192,27,0.012736,0,0.04915,0.007552,0.104549,0.069438
1,double,uniform,GPU,"Ds | Ns",192,28,0.011616,0,0.04957,0.008928,0.103779,0.070114
1,double,uniform,GPU,"Ds | Ns",192,29,0.010816,0,0.048579,0.00816,0.101109,0.067555
1,double,uniform,GPU,"Ds | Ns",192,30,0.009824,0,0.049309,0.008032,0.103079,0.067165
1,double,uniform,GPU,"Ds | Ns",192,31,0.011936,0,0.048589,0.007552,0.099939,0.068077
1,double,uniform,GPU,"Ds | Ns",192,32,0.01376,0,0.048699,0.008544,0.107059,0.071003
1,double,uniform,GPU,"Ds | Ns",192,33,0.012288,0,0.048479,0.008352,0.103049,0.069119
1,double,uniform,GPU,"Ds | Ns",192,34,0.013056,0,0.048759,0.009056,0.111889,0.070871
1,double,uniform,GPU,"Ds | Ns",192,35,0.012864,0,0.048599,0.008608,0.104738,0.070071
1,double,uniform,GPU,"Ds | Ns",192,36,0.01056,0,0.048969,0.005888,0.100079,0.065417
1,double,uniform,GPU,"Ds | Ns",192,37,0.011104,0,0.04884,0.008672,0.102649,0.068616
1,double,uniform,GPU,"Ds | Ns",192,38,0.012,0,0.049009,0.007648,0.102279,0.068657
1,double,uniform,GPU,"Ds | Ns",192,39,0.010944,0,0.048839,0.0088,0.102339,0.068583
1,double,uniform,GPU,"Ds | Ns",192,40,0.010336,0,0.048689,0.009792,0.104709,0.068817
1,double,uniform,GPU,"Ds | Ns",192,41,0.01152,0,0.048619,0.008224,0.108949,0.068363
1,double,uniform,GPU,"Ds | Ns",192,42,0.010816,0,0.045209,0.0104,0.093909,0.066425
1,double,uniform,GPU,"Ds | Ns",192,43,0.012,0,0.04871,0.008928,0.103929,0.069638
1,double,uniform,GPU,"Ds | Ns",192,44,0.010528,0,0.04899,0.00976,0.103199,0.069278
1,double,uniform,GPU,"Ds | Ns",192,45,0.01104,0,0.0484,0.008256,0.10077,0.067696
1,double,uniform,GPU,"Ds | Ns",192,46,0.01216,0,0.04923,0.007424,0.104428,0.068814
1,double,uniform,GPU,"Ds | Ns",192,47,0.013504,0,0.04931,0.007168,0.111789,0.069982
1,double,uniform,GPU,"Ds | Ns",192,48,0.014016,0,0.049359,0.008832,0.108649,0.072207
1,double,uniform,GPU,"Ds | Ns",192,49,0.010304,0,0.048489,0.008256,0.101309,0.067049
1,double,uniform,GPU,"Ds | Ns",192,50,0.009312,0,0.04863,0.008,0.099999,0.065942
1,double,uniform,GPU,"Ds | Ns",192,51,0.010688,0,0.04883,0.007296,0.10095,0.066814
1,double,uniform,GPU,"Ds | Ns",192,52,0.013536,0,0.048419,0.00928,0.105839,0.071235
1,double,uniform,GPU,"Ds | Ns",192,53,0.010912,0,0.04909,0.009152,0.103029,0.069154
1,double,uniform,GPU,"Ds | Ns",192,54,0.011424,0,0.04654,0.010048,0.096269,0.068012
1,double,uniform,GPU,"Ds | Ns",192,55,0.010592,0,0.047509,0.006432,0.099019,0.064533
1,double,uniform,GPU,"Ds | Ns",192,56,0.010624,0,0.048839,0.0088,0.101839,0.068263
1,double,uniform,GPU,"Ds | Ns",192,57,0.012704,0,0.049149,0.00832,0.104819,0.070173
1,double,uniform,GPU,"Ds | Ns",192,58,0.012704,0,0.048609,0.007328,0.103149,0.068641
1,double,uniform,GPU,"Ds | Ns",192,59,0.009568,0,0.04838,0.008576,0.099799,0.066524
1,double,uniform,GPU,"Ds | Ns",192,60,0.012096,0,0.0486,0.008704,0.104048,0.0694
1,double,uniform,GPU,"Ds | Ns",192,61,0.011744,0,0.04895,0.008288,0.104389,0.068982
1,double,uniform,GPU,"Ds | Ns",192,62,0.011232,0,0.04888,0.007808,0.101739,0.06792
1,double,uniform,GPU,"Ds | Ns",192,63,0.011968,0,0.04872,0.009952,0.105388,0.07064
1,double,uniform,GPU,"Ds | Ns",192,64,0.012896,0,0.04909,0.009216,0.105679,0.071202
1,double,uniform,GPU,"Ds | Ns",192,65,0.012992,0,0.0488,0.007776,0.103489,0.069568
1,double,uniform,GPU,"Ds | Ns",192,66,0.011232,0,0.04875,0.007584,0.102789,0.067566
1,double,uniform,GPU,"Ds | Ns",192,67,0.012544,0,0.04856,0.00816,0.103019,0.069264
1,double,uniform,GPU,"Ds | Ns",192,68,0.010976,0,0.049069,0.0088,0.102789,0.068845
1,double,uniform,GPU,"Ds | Ns",192,69,0.010336,0,0.04875,0.016928,0.109858,0.076014
1,double,uniform,GPU,"Ds | Ns",192,70,0.01104,0,0.048499,0.008096,0.101519,0.067635
1,double,uniform,GPU,"Ds | Ns",192,71,0.012064,0,0.048319,0.008352,0.102939,0.068735
1,double,uniform,GPU,"Ds | Ns",192,72,0.011392,0,0.048989,0.007072,0.101549,0.067453
1,double,uniform,GPU,"Ds | Ns",192,73,0.013824,0,0.04628,0.00912,0.099369,0.069224
1,double,uniform,GPU,"Ds | Ns",192,74,0.011936,0,0.049769,0.009472,0.107269,0.071177
1,double,uniform,GPU,"Ds | Ns",256,0,0.022592,0,0.04394,0.019104,0.126639,0.085636
1,double,uniform,GPU,"Ds | Ns",256,1,0.012224,0,0.04025,0.01296,0.102008,0.065434
1,double,uniform,GPU,"Ds | Ns",256,2,0.011584,0,0.039998,0.00752,0.148558,0.059102
1,double,uniform,GPU,"Ds | Ns",256,3,0.01264,0,0.03934,0.007648,0.095039,0.059628
1,double,uniform,GPU,"Ds | Ns",256,4,0.010816,0,0.04002,0.006784,0.091969,0.05762
1,double,uniform,GPU,"Ds | Ns",256,5,0.011072,0,0.03937,0.007456,0.092459,0.057898
1,double,uniform,GPU,"Ds | Ns",256,6,0.013472,0,0.039559,0.00832,0.096969,0.061351
1,double,uniform,GPU,"Ds | Ns",256,7,0.011264,0,0.039269,0.008736,0.094659,0.059269
1,double,uniform,GPU,"Ds | Ns",256,8,0.013088,0,0.03943,0.007616,0.095769,0.060134
1,double,uniform,GPU,"Ds | Ns",256,9,0.011712,0,0.03937,0.007072,0.094459,0.058154
1,double,uniform,GPU,"Ds | Ns",256,10,0.013312,0,0.03896,0.007136,0.095739,0.059408
1,double,uniform,GPU,"Ds | Ns",256,11,0.010496,0,0.03944,0.008288,0.093549,0.058224
1,double,uniform,GPU,"Ds | Ns",256,12,0.01232,0,0.03942,0.008416,0.095469,0.060156
1,double,uniform,GPU,"Ds | Ns",256,13,0.011168,0,0.03928,0.007744,0.092088,0.058192
1,double,uniform,GPU,"Ds | Ns",256,14,0.013216,0,0.03927,0.00672,0.095629,0.059206
1,double,uniform,GPU,"Ds | Ns",256,15,0.011296,0,0.039849,0.008384,0.094449,0.059529
1,double,uniform,GPU,"Ds | Ns",256,16,0.012384,0,0.03777,0.008864,0.089869,0.059018
1,double,uniform,GPU,"Ds | Ns",256,17,0.012448,0,0.03963,0.008384,0.095999,0.060462
1,double,uniform,GPU,"Ds | Ns",256,18,0.012672,0,0.03945,0.007648,0.094449,0.05977
1,double,uniform,GPU,"Ds | Ns",256,19,0.011328,0,0.039319,0.007296,0.093809,0.057943
1,double,uniform,GPU,"Ds | Ns",256,20,0.013056,0,0.040258,0.007552,0.097859,0.060866
1,double,uniform,GPU,"Ds | Ns",256,21,0.01168,0,0.03983,0.007104,0.092959,0.058614
1,double,uniform,GPU,"Ds | Ns",256,22,0.013952,0,0.04023,0.007424,0.098799,0.061606
1,double,uniform,GPU,"Ds | Ns",256,23,0.011008,0,0.03934,0.007776,0.092809,0.058124
1,double,uniform,GPU,"Ds | Ns",256,24,0.01264,0,0.03952,0.008128,0.096099,0.060288
1,double,uniform,GPU,"Ds | Ns",256,25,0.011808,0,0.03997,0.006336,0.093508,0.058114
1,double,uniform,GPU,"Ds | Ns",256,26,0.01216,0,0.03978,0.007488,0.094179,0.059428
1,double,uniform,GPU,"Ds | Ns",256,27,0.012096,0,0.039149,0.0128,0.099319,0.064045
1,double,uniform,GPU,"Ds | Ns",256,28,0.01152,0,0.040489,0.00832,0.095939,0.060329
1,double,uniform,GPU,"Ds | Ns",256,29,0.010752,0,0.036359,0.009088,0.084269,0.056199
1,double,uniform,GPU,"Ds | Ns",256,30,0.010432,0,0.039379,0.007808,0.093059,0.057619
1,double,uniform,GPU,"Ds | Ns",256,31,0.01056,0,0.03976,0.00688,0.092539,0.0572
1,double,uniform,GPU,"Ds | Ns",256,32,0.014304,0,0.03962,0.00832,0.097009,0.062244
1,double,uniform,GPU,"Ds | Ns",256,33,0.013024,0,0.03977,0.007904,0.097499,0.060698
1,double,uniform,GPU,"Ds | Ns",256,34,0.011168,0,0.039569,0.00768,0.092679,0.058417
1,double,uniform,GPU,"Ds | Ns",256,35,0.012608,0,0.03951,0.007392,0.094789,0.05951
1,double,uniform,GPU,"Ds | Ns",256,36,0.010048,0,0.03951,0.008224,0.093759,0.057782
1,double,uniform,GPU,"Ds | Ns",256,37,0.013408,0,0.03999,0.007808,0.096749,0.061206
1,double,uniform,GPU,"Ds | Ns",256,38,0.012128,0,0.039459,0.00832,0.095809,0.059907
1,double,uniform,GPU,"Ds | Ns",256,39,0.01328,0,0.03974,0.007296,0.095408,0.060316
