dim,precision,solver_type,api,bc_name,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
1,float,uniform,CPU,"Ns | Ns",64,0,0.084704,0,0.072288,193.286,193.539,193.443
1,float,uniform,CPU,"Ns | Ns",256,40,0.026208,0,0.02083,0.007008,0.090359,0.054046
1,float,uniform,CPU,"Ns | Ns",256,41,0.019904,0,0.021049,0.005824,0.086819,0.046777
1,float,uniform,CPU,"Ns | Ns",256,42,0.020416,0,0.02156,0.008512,0.08899,0.050488
1,float,uniform,CPU,"Ns | Ns",256,43,0.020512,0,0.021589,0.008224,0.087659,0.050325
1,float,uniform,CPU,"Ns | Ns",256,44,0.021728,0,0.022729,0.006976,0.093019,0.051433
1,float,uniform,CPU,"Ns | Ns",256,45,0.021536,0,0.021509,0.007264,0.088729,0.050309
1,float,uniform,CPU,"Ns | Ns",256,46,0.018432,0,0.02123,0.007104,0.08451,0.046766
1,float,uniform,CPU,"Ns | Ns",256,47,0.01968,0,0.02135,0.008704,0.087649,0.049734
1,float,uniform,CPU,"Ns | Ns",256,48,0.02112,0,0.02153,0.006624,0.085188,0.049274
1,float,uniform,CPU,"Ns | Ns",256,49,0.01984,0,0.01963,0.008192,0.084799,0.047662
1,float,uniform,CPU,"Ns | Ns",256,50,0.018624,0,0.021009,0.00688,0.083849,0.046513
1,float,uniform,CPU,"Ns | Ns",256,51,0.0192,0,0.022249,0.007936,0.087249,0.049385
1,float,uniform,CPU,"Ns | Ns",256,52,0.019584,0,0.02213,0.005632,0.087589,0.047346
1,float,uniform,CPU,"Ns | Ns",256,53,0.019744,0,0.02173,0.007968,0.087609,0.049442
1,float,uniform,CPU,"Ns | Ns",256,54,0.020736,0,0.021719,0.0096,0.091259,0.052055
1,float,uniform,CPU,"Ns | Ns",256,55,0.020128,0,0.02155,0.008192,0.087559,0.04987
1,float,uniform,CPU,"Ns | Ns",256,56,0.019008,0,0.02089,0.005888,0.082979,0.045786
1,float,uniform,CPU,"Ns | Ns",256,57,0.018976,0,0.02154,0.008352,0.087769,0.048868
1,float,uniform,CPU,"Ns | Ns",256,58,0.019712,0,0.024129,0.007808,0.089349,0.051649
1,float,uniform,CPU,"Ns | Ns",256,59,0.019136,0,0.021,0.006272,0.085659,0.046408
1,float,uniform,CPU,"Ns | Ns",256,60,0.01888,0,0.02076,0.006528,0.083219,0.046168
1,float,uniform,CPU,"Ns | Ns",256,61,0.0184,0,0.02043,0.006528,0.08073,0.045358
1,float,uniform,CPU,"Ns | Ns",256,62,0.019552,0,0.01666,0.007744,0.07619,0.043956
1,float,uniform,CPU,"Ns | Ns",256,63,0.018784,0,0.0208,0.0072,0.083669,0.046784
1,float,uniform,CPU,"Ns | Ns",256,64,0.018496,0,0.02061,0.006208,0.082359,0.045314
1,float,uniform,CPU,"Ns | Ns",256,65,0.018208,0,0.020269,0.0064,0.081899,0.044877
1,float,uniform,CPU,"Ns | Ns",256,66,0.018848,0,0.02047,0.0056,0.082639,0.044918
1,float,uniform,CPU,"Ns | Ns",256,67,0.02896,0,0.02602,0.007872,0.109719,0.062852
1,float,uniform,CPU,"Ns | Ns",256,68,0.020224,0,0.02124,0.007392,0.086939,0.048856
1,float,uniform,CPU,"Ns | Ns",256,69,0.019392,0,0.02086,0.007936,0.086639,0.048188
1,float,uniform,CPU,"Ns | Ns",256,70,0.01936,0,0.020599,0.008736,0.085799,0.048695
1,float,uniform,CPU,"Ns | Ns",256,71,0.019424,0,0.018039,0.007584,0.076679,0.045047
1,float,uniform,CPU,"Ns | Ns",256,72,0.01984,0,0.021929,0.00864,0.088899,0.050409
1,float,uniform,CPU,"Ns | Ns",256,73,0.0216,0,0.02283,0.006976,0.088609,0.051406
1,float,uniform,CPU,"Ns | Ns",256,74,0.01904,0,0.021789,0.00768,0.086369,0.048509
1,float,uniform,CPU,"Ns | Ns",320,0,0.025344,0,0.03386,0.015008,0.120968,0.074212
1,float,uniform,CPU,"Ns | Ns",320,1,0.021024,0,0.022109,0.00672,0.089289,0.049853
1,float,uniform,CPU,"Ns | Ns",320,2,0.019136,0,0.02114,0.006144,0.082789,0.04642
1,float,uniform,CPU,"Ns | Ns",320,3,0.018496,0,0.021,0.005856,0.084159,0.045352
1,float,uniform,CPU,"Ns | Ns",320,4,0.020032,0,0.02174,0.006976,0.088199,0.048748
1,float,uniform,CPU,"Ns | Ns",320,5,0.019904,0,0.022399,0.00848,0.087689,0.050783
1,float,uniform,CPU,"Ns | Ns",320,6,0.01888,0,0.02096,0.006368,0.082328,0.046208
1,float,uniform,CPU,"Ns | Ns",320,7,0.018848,0,0.02642,0.004992,0.088589,0.05026
1,float,uniform,CPU,"Ns | Ns",320,8,0.02192,0,0.02132,0.006272,0.086919,0.049512
1,float,uniform,CPU,"Ns | Ns",320,9,0.019136,0,0.02098,0.00608,0.082789,0.046196
1,float,uniform,CPU,"Ns | Ns",320,10,0.019616,0,0.02144,0.00592,0.083708,0.046976
1,float,uniform,CPU,"Ns | Ns",320,11,0.017568,0,0.02043,0.006144,0.08148,0.044142
1,float,uniform,CPU,"Ns | Ns",320,12,0.02016,0,0.02105,0.006144,0.085619,0.047354
1,float,uniform,CPU,"Ns | Ns",320,13,0.02048,0,0.02098,0.005952,0.084108,0.047412
1,float,uniform,CPU,"Ns | Ns",320,14,0.020992,0,0.021211,0.006048,0.085959,0.048251
1,float,uniform,CPU,"Ns | Ns",320,15,0.026464,0,0.021769,0.006336,0.092679,0.054569
1,float,uniform,CPU,"Ns | Ns",320,16,0.022336,0,0.01851,0.009184,0.087719,0.05003
1,float,uniform,CPU,"Ns | Ns",320,17,0.021344,0,0.019809,0.008,0.083959,0.049153
1,float,uniform,CPU,"Ns | Ns",320,18,0.021696,0,0.02177,0.006784,0.087519,0.05025
1,float,uniform,CPU,"Ns | Ns",320,19,0.020096,0,0.02113,0.006656,0.085439,0.047882
1,float,uniform,CPU,"Ns | Ns",320,20,0.01888,0,0.0215,0.006496,0.085139,0.046876
1,float,uniform,CPU,"Ns | Ns",320,21,0.0192,0,0.02206,0.006304,0.085909,0.047564
1,float,uniform,CPU,"Ns | Ns",320,22,0.01952,0,0.02238,0.005536,0.085659,0.047436
1,float,uniform,CPU,"Ns | Ns",320,23,0.019232,0,0.02115,0.006144,0.084719,0.046526
1,float,uniform,CPU,"Ns | Ns",320,24,0.02032,0,0.02236,0.005888,0.085139,0.048568
1,float,uniform,CPU,"Ns | Ns",320,25,0.019744,0,0.0222,0.006144,0.087429,0.048088
1,float,uniform,CPU,"Ns | Ns",320,26,0.021152,0,0.02226,0.006112,0.198778,0.049524
1,float,uniform,CPU,"Ns | Ns",320,27,0.020928,0,0.02228,0.006144,0.088909,0.049352
1,float,uniform,CPU,"Ns | Ns",320,28,0.019744,0,0.021579,0.006176,0.085829,0.047499
1,float,uniform,CPU,"Ns | Ns",320,29,0.018816,0,0.02106,0.005792,0.082559,0.045668
1,float,uniform,CPU,"Ns | Ns",320,30,0.019488,0,0.022259,0.005984,0.085679,0.047731
1,float,uniform,CPU,"Ns | Ns",320,31,0.020032,0,0.02205,0.007008,0.087539,0.04909
1,float,uniform,CPU,"Ns | Ns",320,32,0.01808,0,0.021169,0.006304,0.082599,0.045553
1,float,uniform,CPU,"Ns | Ns",320,33,0.019168,0,0.02095,0.00576,0.083189,0.045878
1,float,uniform,CPU,"Ns | Ns",320,34,0.018816,0,0.021159,0.006272,0.082749,0.046247
1,float,uniform,CPU,"Ns | Ns",320,35,0.018976,0,0.020881,0.005408,0.083869,0.045265
1,float,uniform,CPU,"Ns | Ns",320,36,0.018208,0,0.021138,0.006208,0.082979,0.045554
1,float,uniform,CPU,"Ns | Ns",320,37,0.019424,0,0.020811,0.005792,0.082389,0.046027
1,float,uniform,CPU,"Ns | Ns",320,38,0.017888,0,0.02053,0.006368,0.082679,0.044786
1,float,uniform,CPU,"Ns | Ns",320,39,0.019776,0,0.02116,0.005568,0.084889,0.046504
1,float,uniform,CPU,"Ns | Ns",320,40,0.019936,0,0.02138,0.0064,0.086119,0.047716
1,float,uniform,CPU,"Ns | Ns",320,41,0.023104,0,0.02144,0.006304,0.089809,0.050848
1,float,uniform,CPU,"Ns | Ns",320,42,0.018688,0,0.02203,0.005696,0.174548,0.046414
1,float,uniform,CPU,"Ns | Ns",320,43,0.021504,0,0.02068,0.007392,0.089359,0.049576
1,float,uniform,CPU,"Ns | Ns",320,44,0.02128,0,0.022499,0.006464,0.092069,0.050243
1,float,uniform,CPU,"Ns | Ns",320,45,0.020448,0,0.021659,0.00688,0.087409,0.048987
1,float,uniform,CPU,"Ns | Ns",320,46,0.017888,0,0.020878,0.00624,0.082869,0.045006
1,float,uniform,CPU,"Ns | Ns",320,47,0.019808,0,0.02142,0.006368,0.085819,0.047596
1,float,uniform,CPU,"Ns | Ns",320,48,0.019328,0,0.018379,0.009984,0.079769,0.047691
1,float,uniform,CPU,"Ns | Ns",320,49,0.018432,0,0.01924,0.008128,0.079579,0.0458
1,float,uniform,CPU,"Ns | Ns",320,50,0.020224,0,0.017389,0.007776,0.078139,0.045389
1,float,uniform,CPU,"Ns | Ns",320,51,0.019008,0,0.022059,0.009664,0.088819,0.050731
1,float,uniform,CPU,"Ns | Ns",320,52,0.01904,0,0.022239,0.006144,0.085639,0.047423
1,float,uniform,CPU,"Ns | Ns",320,53,0.01936,0,0.02203,0.00592,0.086179,0.04731
1,float,uniform,CPU,"Ns | Ns",320,54,0.020352,0,0.022359,0.005856,0.088279,0.048567
1,float,uniform,CPU,"Ns | Ns",320,55,0.019264,0,0.02126,0.005888,0.083999,0.046412
1,float,uniform,CPU,"Ns | Ns",320,56,0.019712,0,0.02135,0.005504,0.083999,0.046566
1,float,uniform,CPU,"Ns | Ns",320,57,0.019904,0,0.02196,0.006048,0.087819,0.047912
1,float,uniform,CPU,"Ns | Ns",320,58,0.020032,0,0.02235,0.007008,0.087849,0.04939
1,float,uniform,CPU,"Ns | Ns",320,59,0.019104,0,0.02202,0.00608,0.084979,0.047204
1,float,uniform,CPU,"Ns | Ns",320,60,0.019328,0,0.0208,0.00592,0.084469,0.046048
1,float,uniform,CPU,"Ns | Ns",320,61,0.019072,0,0.0212,0.006112,0.083119,0.046384
1,float,uniform,CPU,"Ns | Ns",320,62,0.0176,0,0.01701,0.007584,0.072409,0.042194
1,float,uniform,CPU,"Ns | Ns",320,63,0.019488,0,0.021389,0.006112,0.084799,0.046989
1,float,uniform,CPU,"Ns | Ns",320,64,0.018272,0,0.02053,0.00576,0.081829,0.044562
1,float,uniform,CPU,"Ns | Ns",320,65,0.019136,0,0.02109,0.005856,0.083459,0.046082
1,float,uniform,CPU,"Ns | Ns",320,66,0.019168,0,0.02083,0.005984,0.08276,0.045982
1,float,uniform,CPU,"Ns | Ns",320,67,0.01888,0,0.02109,0.006912,0.08549,0.046882
1,float,uniform,CPU,"Ns | Ns",320,68,0.019712,0,0.021139,0.006016,0.085729,0.046867
1,float,uniform,CPU,"Ns | Ns",320,69,0.021248,0,0.02184,0.005856,0.086039,0.048944
1,float,uniform,CPU,"Ns | Ns",320,70,0.021376,0,0.02228,0.008192,0.090859,0.051848
1,float,uniform,CPU,"Ns | Ns",320,71,0.027616,0,0.02315,0.006624,0.097479,0.05739
1,float,uniform,CPU,"Ns | Ns",320,72,0.021376,0,0.247457,0.007168,0.315197,0.276001
1,float,uniform,CPU,"Ns | Ns",320,73,0.018656,0,0.02086,0.006176,0.083289,0.045692
1,float,uniform,CPU,"Ns | Ns",320,74,0.01888,0,0.02164,0.006464,0.085569,0.046984
1,float,uniform,CPU,"Ns | Ns",384,0,0.02592,0,0.03399,0.014784,0.121708,0.074694
1,float,uniform,CPU,"Ns | Ns",384,1,0.019328,0,0.021729,0.006688,0.086689,0.047745
1,float,uniform,CPU,"Ns | Ns",384,2,0.019648,0,0.02157,0.0072,0.085939,0.048418
1,float,uniform,CPU,"Ns | Ns",384,3,0.019072,0,0.021959,0.006784,0.086109,0.047815
1,float,uniform,CPU,"Ns | Ns",384,4,0.02,0,0.02304,0.006912,0.088889,0.049952
1,float,uniform,CPU,"Ns | Ns",384,5,0.019616,0,0.021961,0.006592,0.085549,0.048169
1,float,uniform,CPU,"Ns | Ns",384,6,0.020384,0,0.021741,0.006272,0.084389,0.048397
1,float,uniform,CPU,"Ns | Ns",384,7,0.018336,0,0.02204,0.00656,0.084379,0.046936
1,float,uniform,CPU,"Ns | Ns",384,8,0.01968,0,0.0227,0.008608,0.089289,0.050988
1,float,uniform,CPU,"Ns | Ns",384,9,0.030688,0,0.022499,0.0064,0.099029,0.059587
1,float,uniform,CPU,"Ns | Ns",384,10,0.019488,0,0.02194,0.00672,0.085359,0.048148
1,float,uniform,CPU,"Ns | Ns",384,11,0.018752,0,0.021279,0.00832,0.085229,0.048351
1,float,uniform,CPU,"Ns | Ns",384,12,0.021056,0,0.021639,0.007136,0.086369,0.049831
1,float,uniform,CPU,"Ns | Ns",384,13,0.018592,0,0.02281,0.006368,0.086308,0.04777
1,float,uniform,CPU,"Ns | Ns",384,14,0.019232,0,0.02179,0.00864,0.087268,0.049662
1,float,uniform,CPU,"Ns | Ns",384,15,0.01792,0,0.02096,0.006144,0.081549,0.045024
1,float,uniform,CPU,"Ns | Ns",384,16,0.019616,0,0.02126,0.006432,0.083539,0.047308
1,float,uniform,CPU,"Ns | Ns",384,17,0.018688,0,0.02117,0.007968,0.085689,0.047826
1,float,uniform,CPU,"Ns | Ns",384,18,0.018848,0,0.0221,0.0088,0.087409,0.049748
1,float,uniform,CPU,"Ns | Ns",384,19,0.018752,0,0.02094,0.008224,0.084739,0.047916
1,float,uniform,CPU,"Ns | Ns",384,20,0.018976,0,0.021199,0.006368,0.083439,0.046543
1,float,uniform,CPU,"Ns | Ns",384,21,0.019104,0,0.021089,0.008704,0.084589,0.048897
1,float,uniform,CPU,"Ns | Ns",384,22,0.020096,0,0.02203,0.007232,0.087999,0.049358
1,float,uniform,CPU,"Ns | Ns",384,23,0.019968,0,0.022099,0.006048,0.087139,0.048115
1,float,uniform,CPU,"Ns | Ns",384,24,0.021408,0,0.021319,0.006016,0.318036,0.048743
1,float,uniform,CPU,"Ns | Ns",384,25,0.022784,0,0.02216,0.00576,0.091849,0.050704
1,float,uniform,CPU,"Ns | Ns",384,26,0.020352,0,0.02262,0.009344,0.092559,0.052316
1,float,uniform,CPU,"Ns | Ns",384,27,0.021056,0,0.02191,0.009408,0.090369,0.052374
1,float,uniform,CPU,"Ns | Ns",384,28,0.019968,0,0.02138,0.007008,0.084879,0.048356
1,float,uniform,CPU,"Ns | Ns",384,29,0.0184,0,0.021479,0.008544,0.085819,0.048423
1,float,uniform,CPU,"Ns | Ns",384,30,0.021216,0,0.02201,0.009888,0.090548,0.053114
1,float,uniform,CPU,"Ns | Ns",384,31,0.019584,0,0.01938,0.01024,0.084589,0.049204
1,float,uniform,CPU,"Ns | Ns",384,32,0.018656,0,0.02184,0.00816,0.086539,0.048656
1,float,uniform,CPU,"Ns | Ns",384,33,0.019392,0,0.021859,0.008288,0.087159,0.049539
1,float,uniform,CPU,"Ns | Ns",384,34,0.019616,0,0.02203,0.006144,0.084969,0.04779
1,float,uniform,CPU,"Ns | Ns",384,35,0.019456,0,0.02213,0.010176,0.090779,0.051762
1,float,uniform,CPU,"Ns | Ns",384,36,0.021504,0,0.02278,0.006784,0.090769,0.051068
1,float,uniform,CPU,"Ns | Ns",384,37,0.017824,0,0.02187,0.007712,0.084939,0.047406
1,float,uniform,CPU,"Ns | Ns",384,38,0.018624,0,0.02122,0.008128,0.085099,0.047972
1,float,uniform,CPU,"Ns | Ns",384,39,0.021344,0,0.022999,0.00816,0.098099,0.052503
1,float,uniform,CPU,"Ns | Ns",384,40,0.018112,0,0.021989,0.00688,0.083949,0.046981
1,float,uniform,CPU,"Ns | Ns",384,41,0.019808,0,0.021399,0.00784,0.087239,0.049047
1,float,uniform,CPU,"Ns | Ns",384,42,0.017824,0,0.021279,0.006944,0.082959,0.046047
1,float,uniform,CPU,"Ns | Ns",384,43,0.01888,0,0.02127,0.007744,0.085469,0.047894
1,float,uniform,CPU,"Ns | Ns",384,44,0.020192,0,0.02185,0.008352,0.086729,0.050394
1,float,uniform,CPU,"Ns | Ns",384,45,0.018912,0,0.02097,0.006336,0.083059,0.046218
1,float,uniform,CPU,"Ns | Ns",384,46,0.019456,0,0.02121,0.007968,0.086369,0.048634
1,float,uniform,CPU,"Ns | Ns",384,47,0.018976,0,0.02119,0.007904,0.085419,0.04807
1,float,uniform,CPU,"Ns | Ns",384,48,0.019456,0,0.02139,0.008096,0.086648,0.048942
1,float,uniform,CPU,"Ns | Ns",384,49,0.02096,0,0.02165,0.008096,0.090279,0.050706
1,float,uniform,CPU,"Ns | Ns",384,50,0.022144,0,0.02263,0.008192,0.090359,0.052966
1,float,uniform,CPU,"Ns | Ns",384,51,0.02,0,0.022399,0.008416,0.090519,0.050815
1,float,uniform,CPU,"Ns | Ns",384,52,0.021536,0,0.022969,0.006368,0.092889,0.050873
1,float,uniform,CPU,"Ns | Ns",384,53,0.01968,0,0.021819,0.007072,0.086789,0.048571
1,float,uniform,CPU,"Ns | Ns",384,54,0.019616,0,0.02096,0.008544,0.08705,0.04912
1,float,uniform,CPU,"Ns | Ns",384,55,0.020032,0,0.01825,0.008096,0.07846,0.046378
1,float,uniform,CPU,"Ns | Ns",384,56,0.0192,0,0.01882,0.00784,0.077509,0.04586
1,float,uniform,CPU,"Ns | Ns",384,57,0.020416,0,0.023759,0.007904,0.089029,0.052079
1,float,uniform,CPU,"Ns | Ns",384,58,0.023648,0,0.02163,0.006336,0.089679,0.051614
1,float,uniform,CPU,"Ns | Ns",384,59,0.01856,0,0.02202,0.006496,0.083999,0.047076
1,float,uniform,CPU,"Ns | Ns",384,60,0.01952,0,0.0225,0.00848,0.088289,0.0505
1,float,uniform,CPU,"Ns | Ns",384,61,0.019584,0,0.02246,0.008448,0.088899,0.050492
1,float,uniform,CPU,"Ns | Ns",384,62,0.021344,0,0.022549,0.008576,0.092029,0.052469
1,float,uniform,CPU,"Ns | Ns",384,63,0.019872,0,0.022109,0.006816,0.085439,0.048797
1,float,uniform,CPU,"Ns | Ns",384,64,0.01888,0,0.02179,0.006592,0.084809,0.047262
1,float,uniform,CPU,"Ns | Ns",384,65,0.027264,0,0.0219,0.00816,0.096119,0.057324
1,float,uniform,CPU,"Ns | Ns",384,66,0.020192,0,0.02294,0.096736,0.177708,0.139868
1,float,uniform,CPU,"Ns | Ns",384,67,0.019104,0,0.02186,0.008192,0.086699,0.049156
1,float,uniform,CPU,"Ns | Ns",384,68,0.020128,0,0.02415,0.008032,0.088959,0.05231
1,float,uniform,CPU,"Ns | Ns",384,69,0.018816,0,0.01782,0.007616,0.075779,0.044252
1,float,uniform,CPU,"Ns | Ns",384,70,0.018912,0,0.021519,0.006176,0.083659,0.046607
1,float,uniform,CPU,"Ns | Ns",384,71,0.018304,0,0.02176,0.0056,0.083279,0.045664
1,float,uniform,CPU,"Ns | Ns",384,72,0.019328,0,0.021789,0.008224,0.087789,0.049341
1,float,uniform,CPU,"Ns | Ns",384,73,0.019744,0,0.02146,0.00816,0.086048,0.049364
1,float,uniform,CPU,"Ns | Ns",384,74,0.026048,0,0.02126,0.00832,0.093889,0.055628
1,float,uniform,CPU,"Ns | Ns",448,0,0.025504,0,0.03311,0.014048,0.117608,0.072662
1,float,uniform,CPU,"Ns | Ns",448,1,0.020384,0,0.021049,0.00656,0.085319,0.047993
1,float,uniform,CPU,"Ns | Ns",448,2,0.020448,0,0.02135,0.006656,0.086929,0.048454
1,float,uniform,CPU,"Ns | Ns",448,3,0.020032,0,0.021839,0.00624,0.087489,0.048111
1,float,uniform,CPU,"Ns | Ns",448,4,0.019232,0,0.02144,0.005888,0.084329,0.04656
1,float,uniform,CPU,"Ns | Ns",448,5,0.020672,0,0.021679,0.006624,0.089809,0.048975
1,float,uniform,CPU,"Ns | Ns",448,6,0.02048,0,0.02209,0.006688,0.088928,0.049258
1,float,uniform,CPU,"Ns | Ns",448,7,0.021792,0,0.02174,0.007072,0.089259,0.050604
1,float,uniform,CPU,"Ns | Ns",448,8,0.019104,0,0.02757,0.005664,0.091938,0.052338
1,float,uniform,CPU,"Ns | Ns",448,9,0.019584,0,0.02142,0.006848,0.086139,0.047852
1,float,uniform,CPU,"Ns | Ns",448,10,0.020288,0,0.02196,0.006624,0.088189,0.048872
1,float,uniform,CPU,"Ns | Ns",448,11,0.020512,0,0.02248,0.006304,0.087809,0.049296
1,float,uniform,CPU,"Ns | Ns",448,12,0.019328,0,0.02152,0.005824,0.084529,0.046672
1,float,uniform,CPU,"Ns | Ns",448,13,0.019936,0,0.021419,0.005888,0.083859,0.047243
1,float,uniform,CPU,"Ns | Ns",448,14,0.020064,0,0.02187,0.005728,0.084908,0.047662
1,float,uniform,CPU,"Ns | Ns",448,15,0.021216,0,0.02178,0.0064,0.086679,0.049396
1,float,uniform,CPU,"Ns | Ns",448,16,0.020704,0,0.02227,0.006208,0.089079,0.049182
1,float,uniform,CPU,"Ns | Ns",448,17,0.018176,0,0.021519,0.0064,0.089729,0.046095
1,float,uniform,CPU,"Ns | Ns",448,18,0.019104,0,0.02161,0.006144,0.085939,0.046858
1,float,uniform,CPU,"Ns | Ns",448,19,0.020352,0,0.01791,0.008704,0.080529,0.046966
1,float,uniform,CPU,"Ns | Ns",448,20,0.019616,0,0.022311,0.008512,0.088549,0.050439
1,float,uniform,CPU,"Ns | Ns",448,21,0.019872,0,0.0213,0.005984,0.08471,0.047156
1,float,uniform,CPU,"Ns | Ns",448,22,0.019488,0,0.020949,0.005696,0.083819,0.046133
1,float,uniform,CPU,"Ns | Ns",448,23,0.019552,0,0.02132,0.006144,0.088609,0.047016
1,float,uniform,CPU,"Ns | Ns",448,24,0.01888,0,0.02108,0.008384,0.173358,0.048344
1,float,uniform,CPU,"Ns | Ns",448,25,0.018688,0,0.02117,0.005728,0.082999,0.045586
1,float,uniform,CPU,"Ns | Ns",448,26,0.019776,0,0.02089,0.005856,0.083509,0.046522
1,float,uniform,CPU,"Ns | Ns",448,27,0.019136,0,0.02093,0.006016,0.083748,0.046082
1,float,uniform,CPU,"Ns | Ns",448,28,0.019776,0,0.02112,0.006144,0.08478,0.04704
1,float,uniform,CPU,"Ns | Ns",448,29,0.0192,0,0.02106,0.00576,0.0843,0.04602
1,float,uniform,CPU,"Ns | Ns",448,30,0.019744,0,0.02176,0.006112,0.086929,0.047616
1,float,uniform,CPU,"Ns | Ns",448,31,0.021312,0,0.021669,0.0056,0.086199,0.048581
1,float,uniform,CPU,"Ns | Ns",448,32,0.02224,0,0.02095,0.0064,0.09011,0.04959
1,float,uniform,CPU,"Ns | Ns",448,33,0.020544,0,0.02272,0.006112,0.088669,0.049376
1,float,uniform,CPU,"Ns | Ns",448,34,0.01968,0,0.02185,0.007456,0.088039,0.048986
1,float,uniform,CPU,"Ns | Ns",448,35,0.01904,0,0.020939,0.007264,0.086339,0.047243
1,float,uniform,CPU,"Ns | Ns",448,36,0.020736,0,0.021739,0.006272,0.085739,0.048747
1,float,uniform,CPU,"Ns | Ns",448,37,0.019808,0,0.02154,0.00672,0.086359,0.048068
1,float,uniform,CPU,"Ns | Ns",448,38,0.020896,0,0.02256,0.006432,0.088069,0.049888
1,float,uniform,CPU,"Ns | Ns",448,39,0.019808,0,0.021819,0.005344,0.084349,0.046971
1,float,uniform,CPU,"Ns | Ns",448,40,0.019808,0,0.021689,0.006176,0.085839,0.047673
1,float,uniform,CPU,"Ns | Ns",448,41,0.019936,0,0.02236,0.0056,0.086099,0.047896
1,float,uniform,CPU,"Ns | Ns",448,42,0.021152,0,0.02167,0.006368,0.085609,0.04919
1,float,uniform,CPU,"Ns | Ns",448,43,0.02048,0,0.022429,0.00624,0.089279,0.049149
1,float,uniform,CPU,"Ns | Ns",448,44,0.018944,0,0.028219,0.00528,0.090589,0.052443
1,float,uniform,CPU,"Ns | Ns",448,45,0.01872,0,0.0214,0.005344,0.083769,0.045464
1,float,uniform,CPU,"Ns | Ns",448,46,0.020384,0,0.02128,0.006496,0.087119,0.04816
1,float,uniform,CPU,"Ns | Ns",448,47,0.020928,0,0.022819,0.008512,0.090779,0.052259
1,float,uniform,CPU,"Ns | Ns",448,48,0.019296,0,0.021359,0.0064,0.083279,0.047055
1,float,uniform,CPU,"Ns | Ns",448,49,0.01808,0,0.020849,0.005728,0.082029,0.044657
1,float,uniform,CPU,"Ns | Ns",448,50,0.01856,0,0.02137,0.006304,0.083799,0.046234
1,float,uniform,CPU,"Ns | Ns",448,51,0.018976,0,0.0207,0.00624,0.083648,0.045916
1,float,uniform,CPU,"Ns | Ns",448,52,0.019968,0,0.02182,0.007168,0.087688,0.048956
1,float,uniform,CPU,"Ns | Ns",448,53,0.01904,0,0.02068,0.005856,0.083239,0.045576
1,float,uniform,CPU,"Ns | Ns",448,54,0.0184,0,0.02096,0.005888,0.089719,0.045248
1,float,uniform,CPU,"Ns | Ns",448,55,0.019904,0,0.020919,0.006112,0.152308,0.046935
1,float,uniform,CPU,"Ns | Ns",448,56,0.018752,0,0.0212,0.006304,0.084359,0.046256
1,float,uniform,CPU,"Ns | Ns",448,57,0.021856,0,0.01822,0.008128,0.0809,0.048204
1,float,uniform,CPU,"Ns | Ns",448,58,0.02144,0,0.02194,0.005792,0.085679,0.049172
1,float,uniform,CPU,"Ns | Ns",448,59,0.0192,0,0.021829,0.006368,0.088069,0.047397
1,float,uniform,CPU,"Ns | Ns",448,60,0.02048,0,0.02256,0.006016,0.089399,0.049056
1,float,uniform,CPU,"Ns | Ns",448,61,0.020064,0,0.02159,0.009024,0.090148,0.050678
1,float,uniform,CPU,"Ns | Ns",448,62,0.019776,0,0.02088,0.006336,0.084889,0.046992
1,float,uniform,CPU,"Ns | Ns",448,63,0.020704,0,0.0213,0.007616,0.087069,0.04962
1,float,uniform,CPU,"Ns | Ns",448,64,0.021184,0,0.017789,0.00784,0.077359,0.046813
1,float,uniform,CPU,"Ns | Ns",448,65,0.020544,0,0.022959,0.0056,0.094369,0.049103
1,float,uniform,CPU,"Ns | Ns",448,66,0.019104,0,0.022069,0.005984,0.084789,0.047157
1,float,uniform,CPU,"Ns | Ns",448,67,0.020352,0,0.022339,0.005984,0.087389,0.048675
1,float,uniform,CPU,"Ns | Ns",448,68,0.01952,0,0.021659,0.00752,0.086669,0.048699
1,float,uniform,CPU,"Ns | Ns",448,69,0.021088,0,0.022739,0.006176,0.089149,0.050003
1,float,uniform,CPU,"Ns | Ns",448,70,0.019904,0,0.017469,0.007392,0.076459,0.044765
1,float,uniform,CPU,"Ns | Ns",448,71,0.017952,0,0.021399,0.00528,0.083579,0.044631
1,float,uniform,CPU,"Ns | Ns",448,72,0.018816,0,0.02129,0.006048,0.083359,0.046154
1,float,uniform,CPU,"Ns | Ns",448,73,0.021504,0,0.02266,0.007488,0.092279,0.051652
1,float,uniform,CPU,"Ns | Ns",448,74,0.0192,0,0.02172,0.0064,0.084349,0.04732
1,float,uniform,CPU,"Ns | Ns",512,0,0.024832,0,0.03348,0.014272,0.117308,0.072584
1,float,uniform,CPU,"Ns | Ns",512,1,0.020992,0,0.021219,0.006912,0.085119,0.049123
1,float,uniform,CPU,"Ns | Ns",512,2,0.019904,0,0.02069,0.00672,0.085039,0.047314
1,float,uniform,CPU,"Ns | Ns",512,3,0.019744,0,0.021299,0.00896,0.089539,0.050003
1,float,uniform,CPU,"Ns | Ns",512,4,0.019616,0,0.02151,0.00656,0.084699,0.047686
1,float,uniform,CPU,"Ns | Ns",512,5,0.019936,0,0.022161,0.008864,0.090429,0.050961
