dim,precision,solver_type,api,bc_name,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,GPU,"P | P | P | P | N | D",192,74,0.05728,0.001951,0.162578,0.08512,0.370396,0.306929
3,float,uniform,GPU,"P | P | P | P | N | D",256,0,0.14064,0.00214,0.460554,0.304288,0.977399,0.907622
3,float,uniform,GPU,"P | P | P | P | N | D",256,1,0.172704,0.002469,0.454728,0.3072,1.00723,0.937101
3,float,uniform,GPU,"P | P | P | P | N | D",256,2,0.166016,0.00229,0.454615,0.306368,0.997978,0.929289
3,float,uniform,GPU,"P | P | P | P | N | D",256,3,0.170144,0.0022,0.459825,0.305984,1.00652,0.938153
3,float,uniform,GPU,"P | P | P | P | N | D",256,4,0.171328,0.002261,0.447974,0.302592,0.989029,0.924155
3,float,uniform,GPU,"P | P | P | P | N | D",256,5,0.16864,0.00214,0.454198,0.30432,0.997529,0.929298
3,float,uniform,GPU,"P | P | P | P | N | D",256,6,0.168032,0.00219,0.455324,0.306432,0.999609,0.931978
3,float,uniform,GPU,"P | P | P | P | N | D",256,7,0.167072,0.00214,0.453814,0.30352,0.994469,0.926546
3,float,uniform,GPU,"P | P | P | P | N | D",256,8,0.17424,0.00241,0.452336,0.302368,0.995219,0.931354
3,float,uniform,GPU,"P | P | P | P | N | D",256,9,0.168576,0.00214,0.453624,0.303616,0.995269,0.927956
3,float,uniform,GPU,"P | P | P | P | N | D",256,10,0.173056,0.00218,0.451944,0.307648,1.00306,0.934828
3,float,uniform,GPU,"P | P | P | P | N | D",256,11,0.171616,0.00236,0.457406,0.304192,1.0057,0.935574
3,float,uniform,GPU,"P | P | P | P | N | D",256,12,0.1704,0.002349,0.453325,0.305216,0.997739,0.93129
3,float,uniform,GPU,"P | P | P | P | N | D",256,13,0.170528,0.00248,0.458306,0.302688,1.00284,0.934002
3,float,uniform,GPU,"P | P | P | P | N | D",256,14,0.169984,0.00232,0.454924,0.304512,0.998728,0.93174
3,float,uniform,GPU,"P | P | P | P | N | D",256,15,0.171072,0.00207,0.453834,0.305056,0.997969,0.932032
3,float,uniform,GPU,"P | P | P | P | N | D",256,16,0.171968,0.00234,0.454084,0.306432,1.03918,0.934824
3,float,uniform,GPU,"P | P | P | P | N | D",256,17,0.171456,0.002189,0.454344,0.305056,1.00076,0.933045
3,float,uniform,GPU,"P | P | P | P | N | D",256,18,0.16304,0.002181,0.456674,0.303776,0.993099,0.925671
3,float,uniform,GPU,"P | P | P | P | N | D",256,19,0.16816,0.00253,0.457454,0.3056,1.00048,0.933744
3,float,uniform,GPU,"P | P | P | P | N | D",256,20,0.169984,0.002051,0.454926,0.304416,0.998889,0.931377
3,float,uniform,GPU,"P | P | P | P | N | D",256,21,0.170176,0.00221,0.456484,0.303808,1.00143,0.932678
3,float,uniform,GPU,"P | P | P | P | N | D",256,22,0.172288,0.002299,0.456727,0.310208,1.01098,0.941522
3,float,uniform,GPU,"P | P | P | P | N | D",256,23,0.172928,0.002302,0.454366,0.303296,1.00333,0.932892
3,float,uniform,GPU,"P | P | P | P | N | D",256,24,0.17056,0.00223,0.463904,0.304768,1.01005,0.941462
3,float,uniform,GPU,"P | P | P | P | N | D",256,25,0.164896,0.00214,0.454315,0.307232,0.995729,0.928583
3,float,uniform,GPU,"P | P | P | P | N | D",256,26,0.171616,0.00222,0.453475,0.305152,1.00279,0.932463
3,float,uniform,GPU,"P | P | P | P | N | D",256,27,0.173408,0.00227,0.455225,0.300128,1.0052,0.931031
3,float,uniform,GPU,"P | P | P | P | N | D",256,28,0.173056,0.002321,0.454734,0.30416,1.00473,0.934271
3,float,uniform,GPU,"P | P | P | P | N | D",256,29,0.171104,0.00231,0.457985,0.302432,1.00071,0.933831
3,float,uniform,GPU,"P | P | P | P | N | D",256,30,0.170016,0.0024,0.455476,0.303136,0.998419,0.931028
3,float,uniform,GPU,"P | P | P | P | N | D",256,31,0.17232,0.00238,0.454286,0.305184,1.00378,0.93417
3,float,uniform,GPU,"P | P | P | P | N | D",256,32,0.169568,0.002171,0.456575,0.30544,1.00141,0.933754
3,float,uniform,GPU,"P | P | P | P | N | D",256,33,0.172448,0.002199,0.455565,0.306656,1.00819,0.936868
3,float,uniform,GPU,"P | P | P | P | N | D",256,34,0.170816,0.002409,0.453636,0.302944,0.994129,0.929805
3,float,uniform,GPU,"P | P | P | P | N | D",256,35,0.164096,0.002231,0.454774,0.305568,0.993258,0.926669
3,float,uniform,GPU,"P | P | P | P | N | D",256,36,0.17088,0.002279,0.454517,0.304512,1.00229,0.932188
3,float,uniform,GPU,"P | P | P | P | N | D",256,37,0.169472,0.00211,0.456105,0.30288,0.998258,0.930567
3,float,uniform,GPU,"P | P | P | P | N | D",256,38,0.170496,0.002119,0.454635,0.304,1.00145,0.93125
3,float,uniform,GPU,"P | P | P | P | N | D",256,39,0.167392,0.002141,0.451918,0.301856,0.991429,0.923307
3,float,uniform,GPU,"P | P | P | P | N | D",256,40,0.1728,0.00242,0.456927,0.304416,1.00731,0.936563
3,float,uniform,GPU,"P | P | P | P | N | D",256,41,0.171936,0.00227,0.454144,0.306976,1.00627,0.935326
3,float,uniform,GPU,"P | P | P | P | N | D",256,42,0.169184,0.002261,0.457675,0.306336,1.00435,0.935456
3,float,uniform,GPU,"P | P | P | P | N | D",256,43,0.17168,0.00216,0.457296,0.30544,1.00562,0.936576
3,float,uniform,GPU,"P | P | P | P | N | D",256,44,0.171008,0.00218,0.452445,0.305184,0.999019,0.930817
3,float,uniform,GPU,"P | P | P | P | N | D",256,45,0.169696,0.002119,0.454146,0.30112,0.997739,0.927081
3,float,uniform,GPU,"P | P | P | P | N | D",256,46,0.16624,0.00229,0.454925,0.30432,0.998839,0.927775
3,float,uniform,GPU,"P | P | P | P | N | D",256,47,0.17504,0.002121,0.454165,0.302976,1.00308,0.934302
3,float,uniform,GPU,"P | P | P | P | N | D",256,48,0.172288,0.002399,0.452204,0.304384,1.00359,0.931275
3,float,uniform,GPU,"P | P | P | P | N | D",256,49,0.170528,0.00241,0.455234,0.307776,1.00197,0.935948
3,float,uniform,GPU,"P | P | P | P | N | D",256,50,0.170976,0.00231,0.457424,0.303552,1.00323,0.934262
3,float,uniform,GPU,"P | P | P | P | N | D",256,51,0.170336,0.00242,0.454567,0.30416,1.00125,0.931483
3,float,uniform,GPU,"P | P | P | P | N | D",256,52,0.1696,0.002121,0.454227,0.301088,0.996159,0.927036
3,float,uniform,GPU,"P | P | P | P | N | D",256,53,0.169504,0.00234,0.455464,0.302368,0.998619,0.929676
3,float,uniform,GPU,"P | P | P | P | N | D",256,54,0.170304,0.002219,0.451204,0.306272,0.996959,0.929999
3,float,uniform,GPU,"P | P | P | P | N | D",256,55,0.170176,0.00223,0.452314,0.304224,1.0022,0.928944
3,float,uniform,GPU,"P | P | P | P | N | D",256,56,0.17168,0.002169,0.456427,0.304096,1.00508,0.934372
3,float,uniform,GPU,"P | P | P | P | N | D",256,57,0.170816,0.00221,0.455786,0.308384,1.00749,0.937196
3,float,uniform,GPU,"P | P | P | P | N | D",256,58,0.16768,0.00225,0.454595,0.307424,0.998509,0.931949
3,float,uniform,GPU,"P | P | P | P | N | D",256,59,0.171488,0.00234,0.463595,0.301504,1.01047,0.938927
3,float,uniform,GPU,"P | P | P | P | N | D",256,60,0.167328,0.00223,0.454434,0.302304,0.994018,0.926296
3,float,uniform,GPU,"P | P | P | P | N | D",256,61,0.16688,0.002279,0.452925,0.300544,0.991079,0.922628
3,float,uniform,GPU,"P | P | P | P | N | D",256,62,0.171104,0.002278,0.455194,0.303968,1.00086,0.932544
3,float,uniform,GPU,"P | P | P | P | N | D",256,63,0.170592,0.00216,0.461877,0.301024,1.00342,0.935653
3,float,uniform,GPU,"P | P | P | P | N | D",256,64,0.172096,0.0022,0.454085,0.302848,0.998789,0.931229
3,float,uniform,GPU,"P | P | P | P | N | D",256,65,0.17216,0.00219,0.453574,0.304576,0.997158,0.9325
3,float,uniform,GPU,"P | P | P | P | N | D",256,66,0.169664,0.002202,0.454695,0.301696,0.996839,0.928257
3,float,uniform,GPU,"P | P | P | P | N | D",256,67,0.168256,0.00213,0.451864,0.30416,0.997918,0.92641
3,float,uniform,GPU,"P | P | P | P | N | D",256,68,0.170016,0.0021,0.451994,0.305472,0.998578,0.929582
3,float,uniform,GPU,"P | P | P | P | N | D",256,69,0.173376,0.00216,0.455614,0.308096,1.00926,0.939246
3,float,uniform,GPU,"P | P | P | P | N | D",256,70,0.170432,0.00204,0.453387,0.305088,0.997729,0.930947
3,float,uniform,GPU,"P | P | P | P | N | D",256,71,0.172224,0.002431,0.456744,0.299648,1.00205,0.931047
3,float,uniform,GPU,"P | P | P | P | N | D",256,72,0.173248,0.002401,0.454894,0.306688,1.00882,0.937231
3,float,uniform,GPU,"P | P | P | P | N | D",256,73,0.1728,0.00233,0.454344,0.302048,0.999948,0.931522
3,float,uniform,GPU,"P | P | P | P | N | D",256,74,0.171392,0.00214,0.456694,0.305824,1.00096,0.93605
3,float,uniform,GPU,"P | P | P | P | N | D",320,0,0.380672,0.00238,1.97375,0.867136,3.32448,3.22394
3,float,uniform,GPU,"P | P | P | P | N | D",320,1,0.378304,0.002438,1.9776,0.872256,3.31531,3.23059
3,float,uniform,GPU,"P | P | P | P | N | D",320,2,0.380896,0.00233,1.97403,0.870336,3.30689,3.22759
3,float,uniform,GPU,"P | P | P | P | N | D",320,3,0.38384,0.002351,1.97656,0.870944,3.31331,3.23369
3,float,uniform,GPU,"P | P | P | P | N | D",320,4,0.379072,0.002309,1.97465,0.87184,3.30535,3.22787
3,float,uniform,GPU,"P | P | P | P | N | D",320,5,0.381568,0.00237,1.97172,0.869888,3.30652,3.22554
3,float,uniform,GPU,"P | P | P | P | N | D",320,6,0.38208,0.00231,1.97667,0.870432,3.30826,3.23149
3,float,uniform,GPU,"P | P | P | P | N | D",320,7,0.371168,0.00227,1.9663,0.87136,3.27628,3.2111
3,float,uniform,GPU,"P | P | P | P | N | D",320,8,0.381696,0.002281,1.97457,0.871392,3.30694,3.22994
3,float,uniform,GPU,"P | P | P | P | N | D",320,9,0.382272,0.00247,1.97218,0.867904,3.30131,3.22482
3,float,uniform,GPU,"P | P | P | P | N | D",320,10,0.379328,0.00231,1.97367,0.873952,3.30725,3.22926
3,float,uniform,GPU,"P | P | P | P | N | D",320,11,0.37936,0.002451,1.97483,0.86928,3.3069,3.22592
3,float,uniform,GPU,"P | P | P | P | N | D",320,12,0.379232,0.002239,1.97242,0.883744,3.31348,3.23763
3,float,uniform,GPU,"P | P | P | P | N | D",320,13,0.379392,0.00237,1.97338,0.870976,3.30453,3.22612
3,float,uniform,GPU,"P | P | P | P | N | D",320,14,0.379456,0.002361,1.9721,0.869536,3.30046,3.22345
3,float,uniform,GPU,"P | P | P | P | N | D",320,15,0.375712,0.002241,1.97213,0.8712,3.29208,3.22128
3,float,uniform,GPU,"P | P | P | P | N | D",320,16,0.367296,0.00211,1.96719,0.869216,3.27249,3.20581
3,float,uniform,GPU,"P | P | P | P | N | D",320,17,0.367936,0.00236,1.96944,0.86944,3.27745,3.20917
3,float,uniform,GPU,"P | P | P | P | N | D",320,18,0.388256,0.00233,1.97638,0.87264,3.31798,3.2396
3,float,uniform,GPU,"P | P | P | P | N | D",320,19,0.379328,0.00253,1.97279,0.871296,3.30619,3.22594
3,float,uniform,GPU,"P | P | P | P | N | D",320,20,0.378976,0.002361,1.97502,0.870592,3.30517,3.22695
3,float,uniform,GPU,"P | P | P | P | N | D",320,21,0.380288,0.00251,1.97184,0.871424,3.30248,3.22606
3,float,uniform,GPU,"P | P | P | P | N | D",320,22,0.380896,0.002121,1.97225,0.876992,3.30891,3.23226
3,float,uniform,GPU,"P | P | P | P | N | D",320,23,0.379136,0.00236,1.96951,0.87216,3.30226,3.22317
3,float,uniform,GPU,"P | P | P | P | N | D",320,24,0.381376,0.00227,1.97082,0.877056,3.31175,3.23152
3,float,uniform,GPU,"P | P | P | P | N | D",320,25,0.382848,0.00235,1.97162,0.87152,3.303,3.22833
3,float,uniform,GPU,"P | P | P | P | N | D",320,26,0.381952,0.002331,1.97058,0.870944,3.30353,3.22581
3,float,uniform,GPU,"P | P | P | P | N | D",320,27,0.38032,0.00239,1.96989,0.867936,3.29065,3.22053
3,float,uniform,GPU,"P | P | P | P | N | D",320,28,0.379104,0.00251,1.97497,0.868288,3.30421,3.22487
3,float,uniform,GPU,"P | P | P | P | N | D",320,29,0.379616,0.00232,1.97431,0.87136,3.29591,3.2276
3,float,uniform,GPU,"P | P | P | P | N | D",320,30,0.380128,0.002439,1.96869,0.870464,3.29557,3.22172
3,float,uniform,GPU,"P | P | P | P | N | D",320,31,0.38208,0.00223,1.97176,0.870176,3.30513,3.22624
3,float,uniform,GPU,"P | P | P | P | N | D",320,32,0.380224,0.002351,1.97564,0.870144,3.30643,3.22836
3,float,uniform,GPU,"P | P | P | P | N | D",320,33,0.381216,0.00243,1.9754,0.870656,3.30866,3.2297
3,float,uniform,GPU,"P | P | P | P | N | D",320,34,0.379744,0.002349,1.97293,0.870176,3.30197,3.2252
3,float,uniform,GPU,"P | P | P | P | N | D",320,35,0.380288,0.002309,1.97487,0.87424,3.30982,3.23171
3,float,uniform,GPU,"P | P | P | P | N | D",320,36,0.378528,0.002141,1.97094,0.868608,3.29871,3.22021
3,float,uniform,GPU,"P | P | P | P | N | D",320,37,0.380288,0.00248,1.9741,0.868352,3.29792,3.22522
3,float,uniform,GPU,"P | P | P | P | N | D",320,38,0.383296,0.002289,1.97895,0.872192,3.31535,3.23673
3,float,uniform,GPU,"P | P | P | P | N | D",320,39,0.381312,0.00234,1.97537,0.868288,3.34866,3.22731
3,float,uniform,GPU,"P | P | P | P | N | D",320,40,0.380512,0.002281,1.97264,0.871264,3.30274,3.22669
3,float,uniform,GPU,"P | P | P | P | N | D",320,41,0.37968,0.00238,1.9698,0.87216,3.29806,3.22402
3,float,uniform,GPU,"P | P | P | P | N | D",320,42,0.381536,0.002329,1.97851,0.870048,3.31058,3.23242
3,float,uniform,GPU,"P | P | P | P | N | D",320,43,0.38112,0.00231,1.97307,0.871584,3.30843,3.22808
3,float,uniform,GPU,"P | P | P | P | N | D",320,44,0.38288,0.002391,1.97133,0.871296,3.30392,3.2279
3,float,uniform,GPU,"P | P | P | P | N | D",320,45,0.381632,0.002199,1.97431,0.87232,3.30284,3.23046
3,float,uniform,GPU,"P | P | P | P | N | D",320,46,0.380256,0.002249,1.97184,0.882336,3.30944,3.23668
3,float,uniform,GPU,"P | P | P | P | N | D",320,47,0.379904,0.002431,1.96831,0.871232,3.30019,3.22188
3,float,uniform,GPU,"P | P | P | P | N | D",320,48,0.380192,0.00217,1.97465,0.8688,3.30464,3.22581
3,float,uniform,GPU,"P | P | P | P | N | D",320,49,0.381056,0.00277,1.96926,0.867872,3.29721,3.22096
3,float,uniform,GPU,"P | P | P | P | N | D",320,50,0.3808,0.00218,1.9792,0.870016,3.31168,3.23219
3,float,uniform,GPU,"P | P | P | P | N | D",320,51,0.380096,0.002311,1.97676,0.869696,3.3074,3.22886
3,float,uniform,GPU,"P | P | P | P | N | D",320,52,0.379168,0.00233,1.97096,0.873696,3.30485,3.22615
3,float,uniform,GPU,"P | P | P | P | N | D",320,53,0.380032,0.002341,1.97332,0.873664,3.30755,3.22935
3,float,uniform,GPU,"P | P | P | P | N | D",320,54,0.378656,0.00249,1.9757,0.873856,3.37466,3.2307
3,float,uniform,GPU,"P | P | P | P | N | D",320,55,0.381344,0.00243,1.97186,0.87088,3.30535,3.22651
3,float,uniform,GPU,"P | P | P | P | N | D",320,56,0.381696,0.00244,1.9698,0.87296,3.3067,3.22689
3,float,uniform,GPU,"P | P | P | P | N | D",320,57,0.3824,0.00255,1.97416,0.874784,3.31104,3.23389
3,float,uniform,GPU,"P | P | P | P | N | D",320,58,0.379168,0.00239,1.97581,0.87184,3.30728,3.22921
3,float,uniform,GPU,"P | P | P | P | N | D",320,59,0.378144,0.00233,1.97018,0.872096,3.30059,3.22275
3,float,uniform,GPU,"P | P | P | P | N | D",320,60,0.38,0.00223,1.9692,0.928224,3.35639,3.27965
3,float,uniform,GPU,"P | P | P | P | N | D",320,61,0.381888,0.002359,1.97435,0.870944,3.30921,3.22954
3,float,uniform,GPU,"P | P | P | P | N | D",320,62,0.376608,0.002511,1.97111,0.868416,3.28919,3.21864
3,float,uniform,GPU,"P | P | P | P | N | D",320,63,0.370112,0.00203,1.96855,0.870432,3.28022,3.21112
3,float,uniform,GPU,"P | P | P | P | N | D",320,64,0.379904,0.0025,1.97386,0.883232,3.31894,3.23949
3,float,uniform,GPU,"P | P | P | P | N | D",320,65,0.37968,0.002349,1.97815,0.872736,3.31136,3.23291
3,float,uniform,GPU,"P | P | P | P | N | D",320,66,0.380448,0.00252,1.97414,0.87712,3.31051,3.23423
3,float,uniform,GPU,"P | P | P | P | N | D",320,67,0.380608,0.00232,1.97511,0.86896,3.30408,3.227
3,float,uniform,GPU,"P | P | P | P | N | D",320,68,0.380768,0.002329,1.96916,0.883808,3.31229,3.23606
3,float,uniform,GPU,"P | P | P | P | N | D",320,69,0.3808,0.00243,1.97243,0.868544,3.30075,3.2242
3,float,uniform,GPU,"P | P | P | P | N | D",320,70,0.37968,0.00249,1.97388,0.870336,3.30708,3.22638
3,float,uniform,GPU,"P | P | P | P | N | D",320,71,0.378784,0.0023,1.9771,0.873984,3.31043,3.23217
3,float,uniform,GPU,"P | P | P | P | N | D",320,72,0.380832,0.00227,1.97095,0.871904,3.29763,3.22595
3,float,uniform,GPU,"P | P | P | P | N | D",320,73,0.38096,0.002451,1.97586,0.871968,3.31033,3.23124
3,float,uniform,GPU,"P | P | P | P | N | D",320,74,0.38176,0.00233,1.97143,0.869696,3.30455,3.22521
3,float,uniform,GPU,"P | P | P | P | N | D",384,0,0.67712,0.002059,3.46788,1.56486,5.79003,5.71193
3,float,uniform,GPU,"P | P | P | P | N | D",384,1,0.67488,0.00249,3.46882,1.56099,5.7873,5.70718
3,float,uniform,GPU,"P | P | P | P | N | D",384,2,0.675168,0.00249,3.46893,1.55987,5.78764,5.70646
3,float,uniform,GPU,"P | P | P | P | N | D",384,3,0.675456,0.002369,3.46748,1.56128,5.78794,5.70659
3,float,uniform,GPU,"P | P | P | P | N | D",384,4,0.673312,0.00233,3.4644,1.55805,5.77719,5.69809
3,float,uniform,GPU,"P | P | P | P | N | D",384,5,0.675904,0.002389,3.46655,1.5583,5.78183,5.70315
3,float,uniform,GPU,"P | P | P | P | N | D",384,6,0.672416,0.00225,3.46156,1.56045,5.7698,5.69668
3,float,uniform,GPU,"P | P | P | P | N | D",384,7,0.67376,0.002628,3.48305,1.54426,5.78045,5.7037
3,float,uniform,GPU,"P | P | P | P | N | D",384,8,0.67424,0.00226,3.46348,1.56221,5.78123,5.70219
3,float,uniform,GPU,"P | P | P | P | N | D",384,9,0.675712,0.00222,3.47094,1.56947,5.79789,5.71834
3,float,uniform,GPU,"P | P | P | P | N | D",384,10,0.674912,0.002508,3.46522,1.56381,5.78873,5.70645
3,float,uniform,GPU,"P | P | P | P | N | D",384,11,0.677248,0.002401,3.46492,1.55741,5.78125,5.70198
3,float,uniform,GPU,"P | P | P | P | N | D",384,12,0.673536,0.002411,3.46465,1.55232,5.77339,5.69292
3,float,uniform,GPU,"P | P | P | P | N | D",384,13,0.674304,0.00247,3.46494,1.56368,5.78257,5.70539
3,float,uniform,GPU,"P | P | P | P | N | D",384,14,0.673792,0.002629,3.46266,1.56378,5.79694,5.70286
3,float,uniform,GPU,"P | P | P | P | N | D",384,15,0.673952,0.00243,3.46563,1.55674,5.777,5.69875
3,float,uniform,GPU,"P | P | P | P | N | D",384,16,0.672576,0.00235,3.46317,1.55904,5.77496,5.69714
3,float,uniform,GPU,"P | P | P | P | N | D",384,17,0.674688,0.00226,3.46394,1.55936,5.78015,5.70025
3,float,uniform,GPU,"P | P | P | P | N | D",384,18,0.674816,0.00235,3.46321,1.56291,5.78311,5.70329
3,float,uniform,GPU,"P | P | P | P | N | D",384,19,0.67456,0.00236,3.46574,1.55891,5.78226,5.70157
3,float,uniform,GPU,"P | P | P | P | N | D",384,20,0.672736,0.00259,3.46574,1.55661,5.7752,5.69768
3,float,uniform,GPU,"P | P | P | P | N | D",384,21,0.673344,0.002789,3.49217,1.56758,5.84849,5.73589
3,float,uniform,GPU,"P | P | P | P | N | D",384,22,0.673536,0.00233,3.46638,1.5568,5.77888,5.69905
3,float,uniform,GPU,"P | P | P | P | N | D",384,23,0.67568,0.0024,3.4612,1.56909,5.78824,5.70837
3,float,uniform,GPU,"P | P | P | P | N | D",384,24,0.675744,0.00237,3.46476,1.55549,5.77686,5.69836
3,float,uniform,GPU,"P | P | P | P | N | D",384,25,0.68,0.002,3.47659,1.54816,5.78577,5.70675
3,float,uniform,GPU,"P | P | P | P | N | D",384,26,0.682112,0.00248,3.46263,1.57421,5.80135,5.72143
3,float,uniform,GPU,"P | P | P | P | N | D",384,27,0.67456,0.00242,3.46715,1.56691,5.79,5.71104
3,float,uniform,GPU,"P | P | P | P | N | D",384,28,0.673952,0.00254,3.47018,1.55914,5.78793,5.70581
3,float,uniform,GPU,"P | P | P | P | N | D",384,29,0.67776,0.00212,3.46793,1.55834,5.78512,5.70615
3,float,uniform,GPU,"P | P | P | P | N | D",384,30,0.674816,0.002349,3.46621,1.56224,5.79305,5.70562
3,float,uniform,GPU,"P | P | P | P | N | D",384,31,0.672384,0.00221,3.46414,1.5599,5.78015,5.69864
3,float,uniform,GPU,"P | P | P | P | N | D",384,32,0.674496,0.00244,3.47515,1.54874,5.78451,5.70082
3,float,uniform,GPU,"P | P | P | P | N | D",384,33,0.674592,0.00252,3.47067,1.55789,5.78578,5.70567
3,float,uniform,GPU,"P | P | P | P | N | D",384,34,0.67504,0.00252,3.46816,1.55754,5.8378,5.70326
3,float,uniform,GPU,"P | P | P | P | N | D",384,35,0.674368,0.00231,3.46369,1.57485,5.79448,5.71522
3,float,uniform,GPU,"P | P | P | P | N | D",384,36,0.6752,0.002431,3.46075,1.55949,5.77738,5.69787
3,float,uniform,GPU,"P | P | P | P | N | D",384,37,0.678496,0.00237,3.47005,1.55763,5.78845,5.70855
3,float,uniform,GPU,"P | P | P | P | N | D",384,38,0.674208,0.00215,3.46333,1.5551,5.77468,5.69479
3,float,uniform,GPU,"P | P | P | P | N | D",384,39,0.676768,0.00262,3.4664,1.56426,5.79264,5.71004
3,float,uniform,GPU,"P | P | P | P | N | D",384,40,0.676,0.00241,3.47288,1.55997,5.79075,5.71126
3,float,uniform,GPU,"P | P | P | P | N | D",384,41,0.67584,0.00242,3.46156,1.55795,5.7821,5.69777
3,float,uniform,GPU,"P | P | P | P | N | D",384,42,0.67408,0.002329,3.46662,1.5832,5.80741,5.72623
3,float,uniform,GPU,"P | P | P | P | N | D",384,43,0.67472,0.00238,3.46531,1.5608,5.78322,5.70321
3,float,uniform,GPU,"P | P | P | P | N | D",384,44,0.675936,0.002552,3.46926,1.55795,5.78454,5.7057
3,float,uniform,GPU,"P | P | P | P | N | D",384,45,0.67616,0.00234,3.46931,1.56099,5.78671,5.7088
3,float,uniform,GPU,"P | P | P | P | N | D",384,46,0.672512,0.00244,3.4683,1.56048,5.77956,5.70373
3,float,uniform,GPU,"P | P | P | P | N | D",384,47,0.675744,0.00228,3.46773,1.55402,5.78797,5.69977
3,float,uniform,GPU,"P | P | P | P | N | D",384,48,0.672288,0.00226,3.46859,1.5553,5.7794,5.69843
3,float,uniform,GPU,"P | P | P | P | N | D",384,49,0.674272,0.002389,3.46623,1.56528,5.78681,5.70817
3,float,uniform,GPU,"P | P | P | P | N | D",384,50,0.674048,0.00227,3.46482,1.5592,5.77965,5.70034
3,float,uniform,GPU,"P | P | P | P | N | D",384,51,0.67568,0.00246,3.46688,1.56221,5.78789,5.70723
3,float,uniform,GPU,"P | P | P | P | N | D",384,52,0.672672,0.00237,3.46251,1.56224,5.77595,5.69979
3,float,uniform,GPU,"P | P | P | P | N | D",384,53,0.674272,0.00241,3.46618,1.55904,5.78044,5.7019
3,float,uniform,GPU,"P | P | P | P | N | D",384,54,0.676736,0.00253,3.46584,1.56704,5.79346,5.71215
3,float,uniform,GPU,"P | P | P | P | N | D",384,55,0.673216,0.00238,3.46546,1.55802,5.77942,5.69907
3,float,uniform,GPU,"P | P | P | P | N | D",384,56,0.673344,0.002411,3.46199,1.55894,5.78294,5.69669
3,float,uniform,GPU,"P | P | P | P | N | D",384,57,0.679136,0.00241,3.46453,1.55712,5.78552,5.7032
3,float,uniform,GPU,"P | P | P | P | N | D",384,58,0.67456,0.002381,3.46578,1.55875,5.77928,5.70147
3,float,uniform,GPU,"P | P | P | P | N | D",384,59,0.674048,0.00279,3.46775,1.55843,5.78535,5.70302
3,float,uniform,GPU,"P | P | P | P | N | D",384,60,0.673568,0.00229,3.47055,1.56115,5.78693,5.70756
3,float,uniform,GPU,"P | P | P | P | N | D",384,61,0.676224,0.00216,3.46121,1.55715,5.79192,5.69675
3,float,uniform,GPU,"P | P | P | P | N | D",384,62,0.672416,0.0023,3.47443,1.54438,5.76326,5.69353
3,float,uniform,GPU,"P | P | P | P | N | D",384,63,0.673024,0.00249,3.4659,1.57709,5.79927,5.7185
3,float,uniform,GPU,"P | P | P | P | N | D",384,64,0.67264,0.002401,3.46962,1.55622,5.7797,5.70088
3,float,uniform,GPU,"P | P | P | P | N | D",384,65,0.674176,0.00232,3.46626,1.55766,5.78015,5.70042
3,float,uniform,GPU,"P | P | P | P | N | D",384,66,0.674816,0.00238,3.4671,1.56058,5.78573,5.70487
3,float,uniform,GPU,"P | P | P | P | N | D",384,67,0.673728,0.00226,3.46365,1.5591,5.77639,5.69874
3,float,uniform,GPU,"P | P | P | P | N | D",384,68,0.678656,0.00265,3.46491,1.55952,5.78334,5.70574
3,float,uniform,GPU,"P | P | P | P | N | D",384,69,0.673472,0.00228,3.46697,1.57312,5.79366,5.71584
3,float,uniform,GPU,"P | P | P | P | N | D",384,70,0.675456,0.00233,3.46623,1.56826,5.79117,5.71227
3,float,uniform,GPU,"P | P | P | P | N | D",384,71,0.673632,0.00239,3.46441,1.56237,5.78508,5.7028
3,float,uniform,GPU,"P | P | P | P | N | D",384,72,0.67504,0.00231,3.47358,1.56074,5.79146,5.71167
3,float,uniform,GPU,"P | P | P | P | N | D",384,73,0.67344,0.002241,3.46601,1.55878,5.77848,5.70047
3,float,uniform,GPU,"P | P | P | P | N | D",384,74,0.675552,0.00239,3.46657,1.55869,5.78388,5.7032
3,float,uniform,GPU,"P | P | P | P | N | D",448,0,1.07254,0.002759,5.58154,2.46291,9.19988,9.11975
3,float,uniform,GPU,"P | P | P | P | N | D",448,1,1.06522,0.00226,5.58386,2.46342,9.19295,9.11476
3,float,uniform,GPU,"P | P | P | P | N | D",448,2,1.06813,0.00262,5.58373,2.45885,9.19064,9.11332
3,float,uniform,GPU,"P | P | P | P | N | D",448,3,1.06438,0.00248,5.58425,2.46227,9.19423,9.11338
3,float,uniform,GPU,"P | P | P | P | N | D",448,4,1.06525,0.002499,5.58395,2.46182,9.1921,9.11352
3,float,uniform,GPU,"P | P | P | P | N | D",448,5,1.06573,0.00254,5.58933,2.46739,9.20434,9.12499
3,float,uniform,GPU,"P | P | P | P | N | D",448,6,1.06755,0.00231,5.58231,2.46326,9.1944,9.11543
3,float,uniform,GPU,"P | P | P | P | N | D",448,7,1.06426,0.00224,5.58624,2.46598,9.2021,9.11872
3,float,uniform,GPU,"P | P | P | P | N | D",448,8,1.06509,0.00225,5.58766,2.4576,9.19172,9.11259
3,float,uniform,GPU,"P | P | P | P | N | D",448,9,1.06755,0.00236,5.58111,2.46403,9.19423,9.11505
