dim,precision,solver_type,api,bc_name,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
2,double,uniform,GPU,"Ds | Ds | Ds | Ds",64,0,0.075808,0,0.086449,199.683,199.942,199.845
2,double,uniform,GPU,"Ds | Ds | Ds | Ds",64,62,0.015456,0,0.05549,0.009312,0.216618,0.080258
2,double,uniform,GPU,"Ds | Ds | Ds | Ds",64,63,0.012512,0,0.055349,0.008256,0.110529,0.076117
2,double,uniform,GPU,"Ds | Ds | Ds | Ds",64,64,0.012608,0,0.05563,0.008576,0.112208,0.076814
2,double,uniform,GPU,"Ds | Ds | Ds | Ds",64,65,0.012896,0,0.055429,0.008192,0.110899,0.076517
2,double,uniform,GPU,"Ds | Ds | Ds | Ds",64,66,0.01552,0,0.056179,0.008096,0.115019,0.079795
2,double,uniform,GPU,"Ds | Ds | Ds | Ds",64,67,0.011712,0,0.055519,0.008864,0.111519,0.076095
2,double,uniform,GPU,"Ds | Ds | Ds | Ds",64,68,0.011872,0,0.05577,0.008096,0.111299,0.075738
2,double,uniform,GPU,"Ds | Ds | Ds | Ds",64,69,0.01296,0,0.055779,0.007712,0.110729,0.076451
2,double,uniform,GPU,"Ds | Ds | Ds | Ds",64,70,0.013152,0,0.055559,0.00944,0.112959,0.078151
2,double,uniform,GPU,"Ds | Ds | Ds | Ds",64,71,0.012896,0,0.055649,0.1,0.204347,0.168545
2,double,uniform,GPU,"Ds | Ds | Ds | Ds",64,72,0.01104,0,0.05549,0.00832,0.107868,0.07485
2,double,uniform,GPU,"Ds | Ds | Ds | Ds",64,73,0.013792,0,0.05531,0.008384,0.113828,0.077486
2,double,uniform,GPU,"Ds | Ds | Ds | Ds",64,74,0.013088,0,0.05592,0.00784,0.110258,0.076848
2,double,uniform,GPU,"Ds | Ds | Ds | Ds",128,0,0.023968,0,0.067169,0.01504,0.149509,0.106177
2,double,uniform,GPU,"Ds | Ds | Ds | Ds",128,1,0.012032,0,0.060989,0.0096,0.117339,0.082621
2,double,uniform,GPU,"Ds | Ds | Ds | Ds",128,2,0.013824,0,0.061149,0.009728,0.118899,0.084701
2,double,uniform,GPU,"Ds | Ds | Ds | Ds",128,3,0.012256,0,0.06063,0.011616,0.118368,0.084502
2,double,uniform,GPU,"Ds | Ds | Ds | Ds",128,4,0.012608,0,0.060599,0.00848,0.115129,0.081687
2,double,uniform,GPU,"Ds | Ds | Ds | Ds",128,5,0.01616,0,0.057379,0.01008,0.113039,0.083619
2,double,uniform,GPU,"Ds | Ds | Ds | Ds",128,6,0.014368,0,0.061369,0.008096,0.122819,0.083833
2,double,uniform,GPU,"Ds | Ds | Ds | Ds",128,7,0.014656,0,0.146849,0.008096,0.204917,0.169601
2,double,uniform,GPU,"Ds | Ds | Ds | Ds",128,8,0.012032,0,0.06093,0.008864,0.117419,0.081826
2,double,uniform,GPU,"Ds | Ds | Ds | Ds",128,9,0.01488,0,0.061889,0.00816,0.120669,0.084929
2,double,uniform,GPU,"Ds | Ds | Ds | Ds",128,10,0.012608,0,0.06092,0.009984,0.119498,0.083512
2,double,uniform,GPU,"Ds | Ds | Ds | Ds",128,11,0.012384,0,0.06137,0.009696,0.117429,0.08345
2,double,uniform,GPU,"Ds | Ds | Ds | Ds",128,12,0.012416,0,0.06104,0.008288,0.117538,0.081744
2,double,uniform,GPU,"Ds | Ds | Ds | Ds",128,13,0.014848,0,0.061619,0.009856,0.121999,0.086323
2,double,uniform,GPU,"Ds | Ds | Ds | Ds",128,14,0.011968,0,0.061049,0.008672,0.116769,0.081689
2,double,uniform,GPU,"Ds | Ds | Ds | Ds",128,15,0.014848,0,0.060679,0.009504,0.119449,0.085031
2,double,uniform,GPU,"Ds | Ds | Ds | Ds",128,16,0.015136,0,0.061119,0.007648,0.119288,0.083903
2,double,uniform,GPU,"Ds | Ds | Ds | Ds",128,17,0.01424,0,0.060999,0.009888,0.119539,0.085127
2,double,uniform,GPU,"Ds | Ds | Ds | Ds",128,18,0.013472,0,0.06153,0.008672,0.119369,0.083674
2,double,uniform,GPU,"Ds | Ds | Ds | Ds",128,19,0.012928,0,0.060939,0.00896,0.116618,0.082827
2,double,uniform,GPU,"Ds | Ds | Ds | Ds",128,20,0.014112,0,0.061249,0.0152,0.126168,0.090561
2,double,uniform,GPU,"Ds | Ds | Ds | Ds",128,21,0.011936,0,0.0606,0.009184,0.115879,0.08172
2,double,uniform,GPU,"Ds | Ds | Ds | Ds",128,22,0.011456,0,0.060619,0.009664,0.116418,0.081739
2,double,uniform,GPU,"Ds | Ds | Ds | Ds",128,23,0.015264,0,0.061269,0.009056,0.122169,0.085589
2,double,uniform,GPU,"Ds | Ds | Ds | Ds",128,24,0.011904,0,0.057739,0.011072,0.111048,0.080715
2,double,uniform,GPU,"Ds | Ds | Ds | Ds",128,25,0.01504,0,0.06106,0.009664,0.121359,0.085764
2,double,uniform,GPU,"Ds | Ds | Ds | Ds",128,26,0.01104,0,0.061,0.008736,0.116029,0.080776
2,double,uniform,GPU,"Ds | Ds | Ds | Ds",128,27,0.012384,0,0.061789,0.01008,0.118359,0.084253
2,double,uniform,GPU,"Ds | Ds | Ds | Ds",128,28,0.013088,0,0.061479,0.00896,0.119969,0.083527
2,double,uniform,GPU,"Ds | Ds | Ds | Ds",128,29,0.012992,0,0.06032,0.008032,0.116189,0.081344
2,double,uniform,GPU,"Ds | Ds | Ds | Ds",128,30,0.01136,0,0.06074,0.00848,0.114109,0.08058
2,double,uniform,GPU,"Ds | Ds | Ds | Ds",128,31,0.019424,0,0.060869,0.009568,0.123198,0.089861
2,double,uniform,GPU,"Ds | Ds | Ds | Ds",128,32,0.016448,0,0.0618,0.008128,0.123038,0.086376
2,double,uniform,GPU,"Ds | Ds | Ds | Ds",128,33,0.014752,0,0.060749,0.009152,0.118859,0.084653
2,double,uniform,GPU,"Ds | Ds | Ds | Ds",128,34,0.01424,0,0.06091,0.008352,0.119949,0.083502
2,double,uniform,GPU,"Ds | Ds | Ds | Ds",128,35,0.014688,0,0.060939,0.008352,0.120109,0.083979
2,double,uniform,GPU,"Ds | Ds | Ds | Ds",128,36,0.012992,0,0.060689,0.008512,0.118949,0.082193
2,double,uniform,GPU,"Ds | Ds | Ds | Ds",128,37,0.0128,0,0.06106,0.008224,0.118139,0.082084
2,double,uniform,GPU,"Ds | Ds | Ds | Ds",128,38,0.01248,0,0.06205,0.008832,0.117868,0.083362
2,double,uniform,GPU,"Ds | Ds | Ds | Ds",128,39,0.013568,0,0.06149,0.010112,0.120149,0.08517
2,double,uniform,GPU,"Ds | Ds | Ds | Ds",128,40,0.011744,0,0.06048,0.008416,0.114759,0.08064
2,double,uniform,GPU,"Ds | Ds | Ds | Ds",128,41,0.014112,0,0.06094,0.007328,0.118089,0.08238
2,double,uniform,GPU,"Ds | Ds | Ds | Ds",128,42,0.01536,0,0.056849,0.010688,0.111328,0.082897
2,double,uniform,GPU,"Ds | Ds | Ds | Ds",128,43,0.013696,0,0.06084,0.007808,0.117198,0.082344
2,double,uniform,GPU,"Ds | Ds | Ds | Ds",128,44,0.013728,0,0.061659,0.009568,0.118998,0.084955
2,double,uniform,GPU,"Ds | Ds | Ds | Ds",128,45,0.01504,0,0.06103,0.00832,0.119939,0.08439
2,double,uniform,GPU,"Ds | Ds | Ds | Ds",128,46,0.013664,0,0.061249,0.009312,0.118569,0.084225
2,double,uniform,GPU,"Ds | Ds | Ds | Ds",128,47,0.01456,0,0.061429,0.008608,0.125189,0.084597
2,double,uniform,GPU,"Ds | Ds | Ds | Ds",128,48,0.01184,0,0.060859,0.008704,0.116839,0.081403
2,double,uniform,GPU,"Ds | Ds | Ds | Ds",128,49,0.011936,0,0.061099,0.009472,0.116938,0.082507
2,double,uniform,GPU,"Ds | Ds | Ds | Ds",128,50,0.013792,0,0.061169,0.008064,0.119378,0.083025
2,double,uniform,GPU,"Ds | Ds | Ds | Ds",128,51,0.011936,0,0.0606,0.01024,0.116799,0.082776
2,double,uniform,GPU,"Ds | Ds | Ds | Ds",128,52,0.013632,0,0.061459,0.009152,0.119998,0.084243
2,double,uniform,GPU,"Ds | Ds | Ds | Ds",128,53,0.011712,0,0.06143,0.010368,0.117569,0.08351
2,double,uniform,GPU,"Ds | Ds | Ds | Ds",128,54,0.012288,0,0.066569,0.009344,0.122449,0.088201
2,double,uniform,GPU,"Ds | Ds | Ds | Ds",128,55,0.01264,0,0.06108,0.009664,0.118189,0.083384
2,double,uniform,GPU,"Ds | Ds | Ds | Ds",128,56,0.015168,0,0.06097,0.008448,0.119468,0.084586
2,double,uniform,GPU,"Ds | Ds | Ds | Ds",128,57,0.012672,0,0.060909,0.008352,0.116449,0.081933
2,double,uniform,GPU,"Ds | Ds | Ds | Ds",128,58,0.011744,0,0.060779,0.008512,0.115758,0.081035
2,double,uniform,GPU,"Ds | Ds | Ds | Ds",128,59,0.012768,0,0.06117,0.00864,0.117859,0.082578
2,double,uniform,GPU,"Ds | Ds | Ds | Ds",128,60,0.011648,0,0.060719,0.009376,0.115409,0.081743
2,double,uniform,GPU,"Ds | Ds | Ds | Ds",128,61,0.012576,0,0.060919,0.011488,0.119868,0.084983
2,double,uniform,GPU,"Ds | Ds | Ds | Ds",128,62,0.01424,0,0.063129,0.01008,0.115769,0.087449
2,double,uniform,GPU,"Ds | Ds | Ds | Ds",128,63,0.014592,0,0.060799,0.01008,0.120958,0.085471
2,double,uniform,GPU,"Ds | Ds | Ds | Ds",128,64,0.013312,0,0.06105,0.008256,0.119148,0.082618
2,double,uniform,GPU,"Ds | Ds | Ds | Ds",128,65,0.01376,0,0.06093,0.008832,0.119019,0.083522
2,double,uniform,GPU,"Ds | Ds | Ds | Ds",128,66,0.015104,0,0.06175,0.007968,0.122208,0.084822
2,double,uniform,GPU,"Ds | Ds | Ds | Ds",128,67,0.011552,0,0.060949,0.009216,0.115708,0.081717
2,double,uniform,GPU,"Ds | Ds | Ds | Ds",128,68,0.01296,0,0.061009,0.007872,0.117839,0.081841
2,double,uniform,GPU,"Ds | Ds | Ds | Ds",128,69,0.012928,0,0.060789,0.009312,0.116409,0.083029
2,double,uniform,GPU,"Ds | Ds | Ds | Ds",128,70,0.012544,0,0.0608,0.009632,0.117429,0.082976
2,double,uniform,GPU,"Ds | Ds | Ds | Ds",128,71,0.013632,0,0.06202,0.010304,0.120459,0.085956
2,double,uniform,GPU,"Ds | Ds | Ds | Ds",128,72,0.012672,0,0.060828,0.00976,0.117659,0.08326
2,double,uniform,GPU,"Ds | Ds | Ds | Ds",128,73,0.015776,0,0.062059,0.008864,0.208168,0.086699
2,double,uniform,GPU,"Ds | Ds | Ds | Ds",128,74,0.015392,0,0.057969,0.010688,0.114069,0.084049
2,double,uniform,GPU,"Ds | Ds | Ds | Ds",192,0,0.023264,0,0.090579,0.01472,0.171948,0.128563
2,double,uniform,GPU,"Ds | Ds | Ds | Ds",192,1,0.011488,0,0.084348,0.009056,0.145598,0.104892
2,double,uniform,GPU,"Ds | Ds | Ds | Ds",192,2,0.012704,0,0.08427,0.007872,0.145088,0.104846
2,double,uniform,GPU,"Ds | Ds | Ds | Ds",192,3,0.01248,0,0.084489,0.009312,0.146169,0.106281
2,double,uniform,GPU,"Ds | Ds | Ds | Ds",192,4,0.014304,0,0.084269,0.00992,0.146228,0.108493
2,double,uniform,GPU,"Ds | Ds | Ds | Ds",192,5,0.013152,0,0.084259,0.009248,0.143458,0.106659
2,double,uniform,GPU,"Ds | Ds | Ds | Ds",192,6,0.014016,0,0.085199,0.009056,0.147389,0.108271
2,double,uniform,GPU,"Ds | Ds | Ds | Ds",192,7,0.011872,0,0.083899,0.007232,0.143538,0.103003
2,double,uniform,GPU,"Ds | Ds | Ds | Ds",192,8,0.012192,0,0.083779,0.00752,0.143859,0.103491
2,double,uniform,GPU,"Ds | Ds | Ds | Ds",192,9,0.012992,0,0.084089,0.00832,0.142908,0.105401
2,double,uniform,GPU,"Ds | Ds | Ds | Ds",192,10,0.012896,0,0.081208,0.014976,0.141068,0.10908
2,double,uniform,GPU,"Ds | Ds | Ds | Ds",192,11,0.013344,0,0.085309,0.008544,0.144738,0.107197
2,double,uniform,GPU,"Ds | Ds | Ds | Ds",192,12,0.011264,0,0.08418,0.007872,0.144129,0.103316
2,double,uniform,GPU,"Ds | Ds | Ds | Ds",192,13,0.013664,0,0.084989,0.007616,0.146238,0.106269
2,double,uniform,GPU,"Ds | Ds | Ds | Ds",192,14,0.012096,0,0.083488,0.00752,0.143658,0.103104
2,double,uniform,GPU,"Ds | Ds | Ds | Ds",192,15,0.011168,0,0.08454,0.008672,0.144949,0.10438
2,double,uniform,GPU,"Ds | Ds | Ds | Ds",192,16,0.011392,0,0.084389,0.008992,0.144338,0.104773
2,double,uniform,GPU,"Ds | Ds | Ds | Ds",192,17,0.013216,0,0.084359,0.009184,0.143808,0.106759
2,double,uniform,GPU,"Ds | Ds | Ds | Ds",192,18,0.012416,0,0.084469,0.008448,0.145978,0.105333
2,double,uniform,GPU,"Ds | Ds | Ds | Ds",192,19,0.011584,0,0.084879,0.008448,0.145208,0.104911
2,double,uniform,GPU,"Ds | Ds | Ds | Ds",192,20,0.01264,0,0.091489,0.008256,0.152559,0.112385
2,double,uniform,GPU,"Ds | Ds | Ds | Ds",192,21,0.01328,0,0.08456,0.00816,0.146119,0.106
2,double,uniform,GPU,"Ds | Ds | Ds | Ds",192,22,0.011488,0,0.084229,0.007264,0.141788,0.102981
2,double,uniform,GPU,"Ds | Ds | Ds | Ds",192,23,0.012448,0,0.084219,0.007168,0.143229,0.103835
2,double,uniform,GPU,"Ds | Ds | Ds | Ds",192,24,0.012992,0,0.084049,0.007488,0.144428,0.104529
2,double,uniform,GPU,"Ds | Ds | Ds | Ds",192,25,0.012768,0,0.083879,0.008512,0.144188,0.105159
2,double,uniform,GPU,"Ds | Ds | Ds | Ds",192,26,0.012672,0,0.083909,0.00736,0.142878,0.103941
2,double,uniform,GPU,"Ds | Ds | Ds | Ds",192,27,0.012448,0,0.083959,0.008896,0.145298,0.105303
2,double,uniform,GPU,"Ds | Ds | Ds | Ds",192,28,0.012992,0,0.080289,0.011584,0.134979,0.104865
2,double,uniform,GPU,"Ds | Ds | Ds | Ds",192,29,0.013472,0,0.084589,0.008544,0.144008,0.106605
2,double,uniform,GPU,"Ds | Ds | Ds | Ds",192,30,0.01248,0,0.084069,0.007968,0.150058,0.104517
2,double,uniform,GPU,"Ds | Ds | Ds | Ds",192,31,0.012288,0,0.084529,0.007936,0.144919,0.104753
2,double,uniform,GPU,"Ds | Ds | Ds | Ds",192,32,0.012256,0,0.084679,0.009728,0.145429,0.106663
2,double,uniform,GPU,"Ds | Ds | Ds | Ds",192,33,0.013376,0,0.083949,0.007264,0.142759,0.104589
2,double,uniform,GPU,"Ds | Ds | Ds | Ds",192,34,0.013056,0,0.083889,0.007552,0.142619,0.104497
2,double,uniform,GPU,"Ds | Ds | Ds | Ds",192,35,0.012768,0,0.080729,0.010848,0.135498,0.104345
2,double,uniform,GPU,"Ds | Ds | Ds | Ds",192,36,0.011808,0,0.084008,0.00832,0.144388,0.104136
2,double,uniform,GPU,"Ds | Ds | Ds | Ds",192,37,0.012224,0,0.084909,0.008768,0.145729,0.105901
2,double,uniform,GPU,"Ds | Ds | Ds | Ds",192,38,0.012288,0,0.08434,0.009248,0.146069,0.105876
2,double,uniform,GPU,"Ds | Ds | Ds | Ds",192,39,0.01456,0,0.085019,0.008608,0.146978,0.108187
2,double,uniform,GPU,"Ds | Ds | Ds | Ds",192,40,0.013056,0,0.084039,0.008224,0.145919,0.105319
2,double,uniform,GPU,"Ds | Ds | Ds | Ds",192,41,0.011968,0,0.084189,0.008096,0.144809,0.104253
2,double,uniform,GPU,"Ds | Ds | Ds | Ds",192,42,0.013856,0,0.084499,0.00848,0.145489,0.106835
2,double,uniform,GPU,"Ds | Ds | Ds | Ds",192,43,0.011456,0,0.084598,0.009696,0.144318,0.10575
2,double,uniform,GPU,"Ds | Ds | Ds | Ds",192,44,0.012512,0,0.084219,0.00816,0.145228,0.104891
2,double,uniform,GPU,"Ds | Ds | Ds | Ds",192,45,0.013568,0,0.084649,0.0088,0.145088,0.107017
2,double,uniform,GPU,"Ds | Ds | Ds | Ds",192,46,0.012288,0,0.084729,0.009216,0.145938,0.106233
2,double,uniform,GPU,"Ds | Ds | Ds | Ds",192,47,0.011872,0,0.084609,0.00816,0.145818,0.104641
2,double,uniform,GPU,"Ds | Ds | Ds | Ds",192,48,0.012576,0,0.083699,0.007904,0.142179,0.104179
2,double,uniform,GPU,"Ds | Ds | Ds | Ds",192,49,0.013408,0,0.084318,0.008448,0.142828,0.106174
2,double,uniform,GPU,"Ds | Ds | Ds | Ds",192,50,0.010304,0,0.08417,0.007328,0.141788,0.101802
2,double,uniform,GPU,"Ds | Ds | Ds | Ds",192,51,0.013184,0,0.083809,0.007968,0.143358,0.104961
2,double,uniform,GPU,"Ds | Ds | Ds | Ds",192,52,0.013024,0,0.084189,0.008672,0.144489,0.105885
2,double,uniform,GPU,"Ds | Ds | Ds | Ds",192,53,0.010272,0,0.084109,0.00832,0.142318,0.102701
2,double,uniform,GPU,"Ds | Ds | Ds | Ds",192,54,0.012512,0,0.084309,0.008032,0.142748,0.104853
2,double,uniform,GPU,"Ds | Ds | Ds | Ds",192,55,0.013408,0,0.084909,0.008448,0.145438,0.106765
2,double,uniform,GPU,"Ds | Ds | Ds | Ds",192,56,0.013568,0,0.084279,0.009376,0.146208,0.107223
2,double,uniform,GPU,"Ds | Ds | Ds | Ds",192,57,0.009632,0,0.08441,0.007936,0.141679,0.101978
2,double,uniform,GPU,"Ds | Ds | Ds | Ds",192,58,0.0144,0,0.083918,0.009984,0.145778,0.108302
2,double,uniform,GPU,"Ds | Ds | Ds | Ds",192,59,0.014016,0,0.080999,0.01072,0.138529,0.105735
2,double,uniform,GPU,"Ds | Ds | Ds | Ds",192,60,0.013856,0,0.084209,0.007232,0.147448,0.105297
2,double,uniform,GPU,"Ds | Ds | Ds | Ds",192,61,0.01552,0,0.0841,0.008896,0.146629,0.108516
2,double,uniform,GPU,"Ds | Ds | Ds | Ds",192,62,0.011712,0,0.084159,0.00832,0.144548,0.104191
2,double,uniform,GPU,"Ds | Ds | Ds | Ds",192,63,0.012864,0,0.085009,0.00832,0.146358,0.106193
2,double,uniform,GPU,"Ds | Ds | Ds | Ds",192,64,0.011552,0,0.0842,0.00912,0.145259,0.104872
2,double,uniform,GPU,"Ds | Ds | Ds | Ds",192,65,0.013536,0,0.084778,0.008352,0.145898,0.106666
2,double,uniform,GPU,"Ds | Ds | Ds | Ds",192,66,0.01472,0,0.083969,0.009248,0.149318,0.107937
2,double,uniform,GPU,"Ds | Ds | Ds | Ds",192,67,0.012192,0,0.084739,0.008352,0.145769,0.105283
2,double,uniform,GPU,"Ds | Ds | Ds | Ds",192,68,0.014272,0,0.08452,0.009024,0.147839,0.107816
2,double,uniform,GPU,"Ds | Ds | Ds | Ds",192,69,0.011936,0,0.084579,0.009408,0.144788,0.105923
2,double,uniform,GPU,"Ds | Ds | Ds | Ds",192,70,0.014176,0,0.084409,0.00816,0.144718,0.106745
2,double,uniform,GPU,"Ds | Ds | Ds | Ds",192,71,0.010464,0,0.084898,0.00832,0.143788,0.103682
2,double,uniform,GPU,"Ds | Ds | Ds | Ds",192,72,0.013408,0,0.084368,0.009312,0.144098,0.107088
2,double,uniform,GPU,"Ds | Ds | Ds | Ds",192,73,0.012768,0,0.084759,0.007168,0.144428,0.104695
2,double,uniform,GPU,"Ds | Ds | Ds | Ds",192,74,0.012064,0,0.083789,0.00784,0.143668,0.103693
2,double,uniform,GPU,"Ds | Ds | Ds | Ds",256,0,0.02496,0,0.079569,0.016736,0.167978,0.121265
2,double,uniform,GPU,"Ds | Ds | Ds | Ds",256,1,0.008704,0,0.073309,0.00848,0.135099,0.090493
2,double,uniform,GPU,"Ds | Ds | Ds | Ds",256,2,0.007616,0,0.070188,0.008352,0.126338,0.086156
2,double,uniform,GPU,"Ds | Ds | Ds | Ds",256,3,0.008192,0,0.073119,0.009856,0.136208,0.091167
