dim,precision,solver_type,api,bc_name,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
2,float,uniform,GPU,"Ns | Ns | Ns | Ns",64,0,183.127,0,0.046729,51.8809,235.15,235.055
2,float,uniform,GPU,"Ns | Ns | Ns | Ns",64,19,0.01216,0,0.021759,0.006816,0.075329,0.040735
2,float,uniform,GPU,"Ns | Ns | Ns | Ns",64,20,0.013248,0,0.02174,0.005888,0.075239,0.040876
2,float,uniform,GPU,"Ns | Ns | Ns | Ns",64,21,0.0128,0,0.02123,0.006464,0.078429,0.040494
2,float,uniform,GPU,"Ns | Ns | Ns | Ns",64,22,0.013216,0,0.02154,0.006336,0.079239,0.041092
2,float,uniform,GPU,"Ns | Ns | Ns | Ns",64,23,0.011776,0,0.02169,0.007872,0.077739,0.041338
2,float,uniform,GPU,"Ns | Ns | Ns | Ns",64,24,0.013504,0,0.02169,0.008992,0.081488,0.044186
2,float,uniform,GPU,"Ns | Ns | Ns | Ns",64,25,0.013952,0,0.02185,0.006592,0.076419,0.042394
2,float,uniform,GPU,"Ns | Ns | Ns | Ns",64,26,0.011104,0,0.02186,0.007712,0.076139,0.040676
2,float,uniform,GPU,"Ns | Ns | Ns | Ns",64,27,0.012416,0,0.02151,0.007584,0.077859,0.04151
2,float,uniform,GPU,"Ns | Ns | Ns | Ns",64,28,0.012128,0,0.022,0.006464,0.075379,0.040592
2,float,uniform,GPU,"Ns | Ns | Ns | Ns",64,29,0.0176,0,0.02207,0.005408,0.078169,0.045078
2,float,uniform,GPU,"Ns | Ns | Ns | Ns",64,30,0.013536,0,0.02132,0.006464,0.076839,0.04132
2,float,uniform,GPU,"Ns | Ns | Ns | Ns",64,31,0.011552,0,0.021639,0.006944,0.072709,0.040135
2,float,uniform,GPU,"Ns | Ns | Ns | Ns",64,32,0.014464,0,0.02165,0.008352,0.078389,0.044466
2,float,uniform,GPU,"Ns | Ns | Ns | Ns",64,33,0.012448,0,0.021589,0.007232,0.076209,0.041269
2,float,uniform,GPU,"Ns | Ns | Ns | Ns",64,34,0.011456,0,0.019059,0.008224,0.066729,0.038739
2,float,uniform,GPU,"Ns | Ns | Ns | Ns",64,35,0.012064,0,0.01918,0.010016,0.068819,0.04126
2,float,uniform,GPU,"Ns | Ns | Ns | Ns",64,36,0.012768,0,0.029329,0.008864,0.086319,0.050961
2,float,uniform,GPU,"Ns | Ns | Ns | Ns",64,37,0.012128,0,0.02174,0.008544,0.07739,0.042412
2,float,uniform,GPU,"Ns | Ns | Ns | Ns",64,38,0.012992,0,0.02208,0.005728,0.075729,0.0408
2,float,uniform,GPU,"Ns | Ns | Ns | Ns",64,39,0.012128,0,0.02251,0.00656,0.078109,0.041198
2,float,uniform,GPU,"Ns | Ns | Ns | Ns",64,40,0.011584,0,0.025249,0.005728,0.077459,0.042561
2,float,uniform,GPU,"Ns | Ns | Ns | Ns",64,41,0.01168,0,0.02133,0.008032,0.076819,0.041042
2,float,uniform,GPU,"Ns | Ns | Ns | Ns",64,42,0.014528,0,0.02127,0.006944,0.07769,0.042742
2,float,uniform,GPU,"Ns | Ns | Ns | Ns",64,43,0.012768,0,0.021769,0.00752,0.076389,0.042057
2,float,uniform,GPU,"Ns | Ns | Ns | Ns",64,44,0.0152,0,0.022299,0.007296,0.087179,0.044795
2,float,uniform,GPU,"Ns | Ns | Ns | Ns",64,45,0.012864,0,0.021589,0.00704,0.076369,0.041493
2,float,uniform,GPU,"Ns | Ns | Ns | Ns",64,46,0.01248,0,0.02159,0.006432,0.075469,0.040502
2,float,uniform,GPU,"Ns | Ns | Ns | Ns",64,47,0.01376,0,0.02141,0.006368,0.076119,0.041538
2,float,uniform,GPU,"Ns | Ns | Ns | Ns",64,48,0.011296,0,0.02143,0.005696,0.071779,0.038422
2,float,uniform,GPU,"Ns | Ns | Ns | Ns",64,49,0.01216,0,0.02131,0.007808,0.078589,0.041278
2,float,uniform,GPU,"Ns | Ns | Ns | Ns",64,50,0.013472,0,0.02235,0.005856,0.075879,0.041678
2,float,uniform,GPU,"Ns | Ns | Ns | Ns",64,51,0.01328,0,0.0219,0.007136,0.078619,0.042316
2,float,uniform,GPU,"Ns | Ns | Ns | Ns",64,52,0.013824,0,0.02228,0.00592,0.075759,0.042024
2,float,uniform,GPU,"Ns | Ns | Ns | Ns",64,53,0.011808,0,0.021489,0.00848,0.076809,0.041777
2,float,uniform,GPU,"Ns | Ns | Ns | Ns",64,54,0.011872,0,0.01965,0.008352,0.068939,0.039874
2,float,uniform,GPU,"Ns | Ns | Ns | Ns",64,55,0.013728,0,0.02257,0.00736,0.07813,0.043658
2,float,uniform,GPU,"Ns | Ns | Ns | Ns",64,56,0.013696,0,0.021949,0.008288,0.077659,0.043933
2,float,uniform,GPU,"Ns | Ns | Ns | Ns",64,57,0.014688,0,0.021138,0.006272,0.077479,0.042098
2,float,uniform,GPU,"Ns | Ns | Ns | Ns",64,58,0.013472,0,0.02176,0.006848,0.07519,0.04208
2,float,uniform,GPU,"Ns | Ns | Ns | Ns",64,59,0.0136,0,0.02147,0.007072,0.076329,0.042142
2,float,uniform,GPU,"Ns | Ns | Ns | Ns",64,60,0.013632,0,0.02148,0.006752,0.080279,0.041864
2,float,uniform,GPU,"Ns | Ns | Ns | Ns",64,61,0.01104,0,0.021709,0.00848,0.076619,0.041229
2,float,uniform,GPU,"Ns | Ns | Ns | Ns",64,62,0.01216,0,0.02165,0.005408,0.073109,0.039218
2,float,uniform,GPU,"Ns | Ns | Ns | Ns",64,63,0.012512,0,0.02156,0.008736,0.077859,0.042808
2,float,uniform,GPU,"Ns | Ns | Ns | Ns",64,64,0.011872,0,0.021439,0.006208,0.073579,0.039519
2,float,uniform,GPU,"Ns | Ns | Ns | Ns",64,65,0.011392,0,0.021969,0.005696,0.073419,0.039057
2,float,uniform,GPU,"Ns | Ns | Ns | Ns",64,66,0.011712,0,0.02,0.010208,0.07093,0.04192
2,float,uniform,GPU,"Ns | Ns | Ns | Ns",64,67,0.0128,0,0.01878,0.008032,0.067829,0.039612
2,float,uniform,GPU,"Ns | Ns | Ns | Ns",64,68,0.01136,0,0.02133,0.005568,0.073999,0.038258
2,float,uniform,GPU,"Ns | Ns | Ns | Ns",64,69,0.013568,0,0.02152,0.005792,0.081929,0.04088
2,float,uniform,GPU,"Ns | Ns | Ns | Ns",64,70,0.01424,0,0.127068,0.00688,0.182498,0.148188
2,float,uniform,GPU,"Ns | Ns | Ns | Ns",64,71,0.01216,0,0.02032,0.008896,0.075369,0.041376
2,float,uniform,GPU,"Ns | Ns | Ns | Ns",64,72,0.012512,0,0.02152,0.00624,0.075409,0.040272
2,float,uniform,GPU,"Ns | Ns | Ns | Ns",64,73,0.012096,0,0.021629,0.008096,0.077269,0.041821
2,float,uniform,GPU,"Ns | Ns | Ns | Ns",64,74,0.012928,0,0.02136,0.005856,0.07608,0.040144
2,float,uniform,GPU,"Ns | Ns | Ns | Ns",128,0,0.025504,0,0.029059,0.013056,0.109209,0.067619
2,float,uniform,GPU,"Ns | Ns | Ns | Ns",128,1,0.01136,0,0.023999,0.007392,0.077199,0.042751
2,float,uniform,GPU,"Ns | Ns | Ns | Ns",128,2,0.012064,0,0.0236,0.005856,0.07518,0.04152
2,float,uniform,GPU,"Ns | Ns | Ns | Ns",128,3,0.013344,0,0.0236,0.008864,0.080469,0.045808
2,float,uniform,GPU,"Ns | Ns | Ns | Ns",128,4,0.01328,0,0.023269,0.007104,0.077449,0.043653
2,float,uniform,GPU,"Ns | Ns | Ns | Ns",128,5,0.013536,0,0.02316,0.007872,0.078469,0.044568
2,float,uniform,GPU,"Ns | Ns | Ns | Ns",128,6,0.012416,0,0.0233,0.00944,0.078669,0.045156
2,float,uniform,GPU,"Ns | Ns | Ns | Ns",128,7,0.013024,0,0.02071,0.008032,0.06935,0.041766
2,float,uniform,GPU,"Ns | Ns | Ns | Ns",128,8,0.013728,0,0.023499,0.007808,0.078849,0.045035
2,float,uniform,GPU,"Ns | Ns | Ns | Ns",128,9,0.012544,0,0.02321,0.007872,0.079819,0.043626
2,float,uniform,GPU,"Ns | Ns | Ns | Ns",128,10,0.014016,0,0.023679,0.00752,0.078429,0.045215
2,float,uniform,GPU,"Ns | Ns | Ns | Ns",128,11,0.014016,0,0.02353,0.008832,0.082569,0.046378
2,float,uniform,GPU,"Ns | Ns | Ns | Ns",128,12,0.01216,0,0.023689,0.011424,0.081859,0.047273
2,float,uniform,GPU,"Ns | Ns | Ns | Ns",128,13,0.011616,0,0.02363,0.009344,0.079189,0.04459
2,float,uniform,GPU,"Ns | Ns | Ns | Ns",128,14,0.011648,0,0.023568,0.00896,0.080449,0.044176
2,float,uniform,GPU,"Ns | Ns | Ns | Ns",128,15,0.013472,0,0.02408,0.007488,0.07924,0.04504
2,float,uniform,GPU,"Ns | Ns | Ns | Ns",128,16,0.012832,0,0.02374,0.005952,0.075239,0.042524
2,float,uniform,GPU,"Ns | Ns | Ns | Ns",128,17,0.013312,0,0.02353,0.006912,0.07685,0.043754
2,float,uniform,GPU,"Ns | Ns | Ns | Ns",128,18,0.011936,0,0.02366,0.009632,0.079519,0.045228
2,float,uniform,GPU,"Ns | Ns | Ns | Ns",128,19,0.013472,0,0.02371,0.010112,0.082379,0.047294
2,float,uniform,GPU,"Ns | Ns | Ns | Ns",128,20,0.012192,0,0.0232,0.006848,0.077389,0.04224
2,float,uniform,GPU,"Ns | Ns | Ns | Ns",128,21,0.01152,0,0.023539,0.008768,0.077709,0.043827
2,float,uniform,GPU,"Ns | Ns | Ns | Ns",128,22,0.011968,0,0.02377,0.008288,0.07846,0.044026
2,float,uniform,GPU,"Ns | Ns | Ns | Ns",128,23,0.012512,0,0.023159,0.007008,0.076609,0.042679
2,float,uniform,GPU,"Ns | Ns | Ns | Ns",128,24,0.012768,0,0.023339,0.008736,0.079669,0.044843
2,float,uniform,GPU,"Ns | Ns | Ns | Ns",128,25,0.012448,0,0.02041,0.008864,0.07051,0.041722
2,float,uniform,GPU,"Ns | Ns | Ns | Ns",128,26,0.012288,0,0.02419,0.008416,0.080679,0.044894
2,float,uniform,GPU,"Ns | Ns | Ns | Ns",128,27,0.01152,0,0.02337,0.007072,0.188588,0.041962
2,float,uniform,GPU,"Ns | Ns | Ns | Ns",128,28,0.011808,0,0.023319,0.008576,0.078229,0.043703
2,float,uniform,GPU,"Ns | Ns | Ns | Ns",128,29,0.015008,0,0.023399,0.007456,0.080079,0.045863
2,float,uniform,GPU,"Ns | Ns | Ns | Ns",128,30,0.013824,0,0.023229,0.0088,0.081609,0.045853
2,float,uniform,GPU,"Ns | Ns | Ns | Ns",128,31,0.012608,0,0.02309,0.008608,0.079589,0.044306
2,float,uniform,GPU,"Ns | Ns | Ns | Ns",128,32,0.01152,0,0.023,0.008128,0.077319,0.042648
2,float,uniform,GPU,"Ns | Ns | Ns | Ns",128,33,0.011712,0,0.023489,0.008544,0.077869,0.043745
2,float,uniform,GPU,"Ns | Ns | Ns | Ns",128,34,0.012,0,0.02353,0.00608,0.07587,0.04161
2,float,uniform,GPU,"Ns | Ns | Ns | Ns",128,35,0.011456,0,0.02338,0.008704,0.077599,0.04354
2,float,uniform,GPU,"Ns | Ns | Ns | Ns",128,36,0.013088,0,0.023369,0.007552,0.083829,0.044009
2,float,uniform,GPU,"Ns | Ns | Ns | Ns",128,37,0.01296,0,0.02339,0.00896,0.081859,0.04531
2,float,uniform,GPU,"Ns | Ns | Ns | Ns",128,38,0.012672,0,0.01986,0.009856,0.070259,0.042388
2,float,uniform,GPU,"Ns | Ns | Ns | Ns",128,39,0.012096,0,0.02361,0.00752,0.077739,0.043226
2,float,uniform,GPU,"Ns | Ns | Ns | Ns",128,40,0.011776,0,0.02328,0.007968,0.07769,0.043024
2,float,uniform,GPU,"Ns | Ns | Ns | Ns",128,41,0.013472,0,0.02361,0.007456,0.080849,0.044538
2,float,uniform,GPU,"Ns | Ns | Ns | Ns",128,42,0.011168,0,0.02363,0.008736,0.076479,0.043534
2,float,uniform,GPU,"Ns | Ns | Ns | Ns",128,43,0.014112,0,0.02348,0.006496,0.079899,0.044088
2,float,uniform,GPU,"Ns | Ns | Ns | Ns",128,44,0.012288,0,0.023599,0.007712,0.077799,0.043599
2,float,uniform,GPU,"Ns | Ns | Ns | Ns",128,45,0.013184,0,0.02364,0.009248,0.081129,0.046072
2,float,uniform,GPU,"Ns | Ns | Ns | Ns",128,46,0.012256,0,0.02306,0.008928,0.077809,0.044244
2,float,uniform,GPU,"Ns | Ns | Ns | Ns",128,47,0.012192,0,0.023289,0.008992,0.078319,0.044473
2,float,uniform,GPU,"Ns | Ns | Ns | Ns",128,48,0.012768,0,0.023739,0.008416,0.079179,0.044923
2,float,uniform,GPU,"Ns | Ns | Ns | Ns",128,49,0.012,0,0.02321,0.007136,0.076659,0.042346
2,float,uniform,GPU,"Ns | Ns | Ns | Ns",128,50,0.0128,0,0.023299,0.00688,0.077009,0.042979
2,float,uniform,GPU,"Ns | Ns | Ns | Ns",128,51,0.010848,0,0.02277,0.008928,0.07487,0.042546
2,float,uniform,GPU,"Ns | Ns | Ns | Ns",128,52,0.012864,0,0.0241,0.007424,0.078039,0.044388
2,float,uniform,GPU,"Ns | Ns | Ns | Ns",128,53,0.01376,0,0.023109,0.007008,0.077649,0.043877
2,float,uniform,GPU,"Ns | Ns | Ns | Ns",128,54,0.012608,0,0.02332,0.007072,0.076859,0.043
2,float,uniform,GPU,"Ns | Ns | Ns | Ns",128,55,0.013152,0,0.02393,0.007616,0.080129,0.044698
2,float,uniform,GPU,"Ns | Ns | Ns | Ns",128,56,0.0128,0,0.02333,0.007456,0.077659,0.043586
2,float,uniform,GPU,"Ns | Ns | Ns | Ns",128,57,0.014336,0,0.023491,0.00736,0.079759,0.045187
2,float,uniform,GPU,"Ns | Ns | Ns | Ns",128,58,0.012608,0,0.02338,0.007776,0.078949,0.043764
2,float,uniform,GPU,"Ns | Ns | Ns | Ns",128,59,0.01184,0,0.023598,0.008608,0.078079,0.044046
2,float,uniform,GPU,"Ns | Ns | Ns | Ns",128,60,0.012576,0,0.02354,0.096288,0.166607,0.132404
2,float,uniform,GPU,"Ns | Ns | Ns | Ns",128,61,0.012128,0,0.02328,0.006944,0.07597,0.042352
2,float,uniform,GPU,"Ns | Ns | Ns | Ns",128,62,0.01344,0,0.023199,0.006784,0.077019,0.043423
2,float,uniform,GPU,"Ns | Ns | Ns | Ns",128,63,0.01248,0,0.02368,0.006816,0.077019,0.042976
2,float,uniform,GPU,"Ns | Ns | Ns | Ns",128,64,0.013216,0,0.023069,0.009344,0.080189,0.045629
2,float,uniform,GPU,"Ns | Ns | Ns | Ns",128,65,0.012224,0,0.02325,0.009856,0.079729,0.04533
2,float,uniform,GPU,"Ns | Ns | Ns | Ns",128,66,0.011424,0,0.02348,0.009376,0.078899,0.04428
2,float,uniform,GPU,"Ns | Ns | Ns | Ns",128,67,0.012096,0,0.02304,0.007008,0.076819,0.042144
2,float,uniform,GPU,"Ns | Ns | Ns | Ns",128,68,0.015616,0,0.023799,0.00672,0.079939,0.046135
2,float,uniform,GPU,"Ns | Ns | Ns | Ns",128,69,0.011936,0,0.02375,0.007616,0.076649,0.043302
2,float,uniform,GPU,"Ns | Ns | Ns | Ns",128,70,0.013248,0,0.02048,0.00816,0.06996,0.041888
2,float,uniform,GPU,"Ns | Ns | Ns | Ns",128,71,0.011616,0,0.02387,0.009056,0.07922,0.044542
2,float,uniform,GPU,"Ns | Ns | Ns | Ns",128,72,0.01376,0,0.02332,0.008672,0.080428,0.045752
2,float,uniform,GPU,"Ns | Ns | Ns | Ns",128,73,0.012352,0,0.02315,0.008096,0.07703,0.043598
2,float,uniform,GPU,"Ns | Ns | Ns | Ns",128,74,0.01072,0,0.02338,0.007136,0.075429,0.041236
2,float,uniform,GPU,"Ns | Ns | Ns | Ns",192,0,0.024128,0,0.03071,0.01152,0.108959,0.066358
2,float,uniform,GPU,"Ns | Ns | Ns | Ns",192,1,0.013664,0,0.02484,0.007264,0.083219,0.045768
2,float,uniform,GPU,"Ns | Ns | Ns | Ns",192,2,0.012,0,0.02516,0.005792,0.07961,0.042952
2,float,uniform,GPU,"Ns | Ns | Ns | Ns",192,3,0.011552,0,0.02482,0.006976,0.078329,0.043348
2,float,uniform,GPU,"Ns | Ns | Ns | Ns",192,4,0.01296,0,0.02121,0.01088,0.0738,0.04505
2,float,uniform,GPU,"Ns | Ns | Ns | Ns",192,5,0.012736,0,0.021479,0.008896,0.071749,0.043111
2,float,uniform,GPU,"Ns | Ns | Ns | Ns",192,6,0.014752,0,0.025159,0.00608,0.082879,0.045991
2,float,uniform,GPU,"Ns | Ns | Ns | Ns",192,7,0.010944,0,0.02524,0.00704,0.076569,0.043224
2,float,uniform,GPU,"Ns | Ns | Ns | Ns",192,8,0.014304,0,0.025169,0.00912,0.174508,0.048593
2,float,uniform,GPU,"Ns | Ns | Ns | Ns",192,9,0.013024,0,0.025529,0.008448,0.079989,0.047001
2,float,uniform,GPU,"Ns | Ns | Ns | Ns",192,10,0.01376,0,0.024949,0.009504,0.082059,0.048213
2,float,uniform,GPU,"Ns | Ns | Ns | Ns",192,11,0.012224,0,0.02491,0.00608,0.077619,0.043214
2,float,uniform,GPU,"Ns | Ns | Ns | Ns",192,12,0.012256,0,0.0249,0.009472,0.081669,0.046628
2,float,uniform,GPU,"Ns | Ns | Ns | Ns",192,13,0.01104,0,0.025,0.0096,0.080479,0.04564
2,float,uniform,GPU,"Ns | Ns | Ns | Ns",192,14,0.01232,0,0.02488,0.009408,0.081679,0.046608
2,float,uniform,GPU,"Ns | Ns | Ns | Ns",192,15,0.011488,0,0.02458,0.00752,0.085759,0.043588
2,float,uniform,GPU,"Ns | Ns | Ns | Ns",192,16,0.014336,0,0.02505,0.006976,0.080319,0.046362
2,float,uniform,GPU,"Ns | Ns | Ns | Ns",192,17,0.012704,0,0.025379,0.007808,0.080039,0.045891
2,float,uniform,GPU,"Ns | Ns | Ns | Ns",192,18,0.012992,0,0.02518,0.007232,0.079489,0.045404
2,float,uniform,GPU,"Ns | Ns | Ns | Ns",192,19,0.011904,0,0.02466,0.006016,0.080449,0.04258
2,float,uniform,GPU,"Ns | Ns | Ns | Ns",192,20,0.012,0,0.02496,0.008384,0.080309,0.045344
2,float,uniform,GPU,"Ns | Ns | Ns | Ns",192,21,0.01456,0,0.02487,0.008704,0.083959,0.048134
2,float,uniform,GPU,"Ns | Ns | Ns | Ns",192,22,0.014624,0,0.025081,0.008544,0.083869,0.048249
2,float,uniform,GPU,"Ns | Ns | Ns | Ns",192,23,0.012672,0,0.024609,0.0096,0.081449,0.046881
2,float,uniform,GPU,"Ns | Ns | Ns | Ns",192,24,0.012576,0,0.02096,0.009696,0.072159,0.043232
2,float,uniform,GPU,"Ns | Ns | Ns | Ns",192,25,0.011904,0,0.0251,0.008768,0.081019,0.045772
2,float,uniform,GPU,"Ns | Ns | Ns | Ns",192,26,0.012352,0,0.024809,0.00656,0.078099,0.043721
2,float,uniform,GPU,"Ns | Ns | Ns | Ns",192,27,0.011232,0,0.119338,0.005856,0.171138,0.136426
2,float,uniform,GPU,"Ns | Ns | Ns | Ns",192,28,0.013952,0,0.02503,0.006912,0.08041,0.045894
2,float,uniform,GPU,"Ns | Ns | Ns | Ns",192,29,0.01344,0,0.02478,0.009696,0.083959,0.047916
2,float,uniform,GPU,"Ns | Ns | Ns | Ns",192,30,0.012288,0,0.02477,0.009664,0.081469,0.046722
2,float,uniform,GPU,"Ns | Ns | Ns | Ns",192,31,0.012288,0,0.02512,0.008384,0.08038,0.045792
2,float,uniform,GPU,"Ns | Ns | Ns | Ns",192,32,0.011136,0,0.02486,0.008192,0.07908,0.044188
2,float,uniform,GPU,"Ns | Ns | Ns | Ns",192,33,0.01408,0,0.02503,0.007584,0.082879,0.046694
2,float,uniform,GPU,"Ns | Ns | Ns | Ns",192,34,0.012416,0,0.02495,0.008288,0.080209,0.045654
2,float,uniform,GPU,"Ns | Ns | Ns | Ns",192,35,0.013376,0,0.02497,0.007168,0.0806,0.045514
2,float,uniform,GPU,"Ns | Ns | Ns | Ns",192,36,0.01248,0,0.02208,0.009664,0.072469,0.044224
2,float,uniform,GPU,"Ns | Ns | Ns | Ns",192,37,0.012448,0,0.02498,0.007744,0.079349,0.045172
2,float,uniform,GPU,"Ns | Ns | Ns | Ns",192,38,0.01296,0,0.02456,0.007168,0.079599,0.044688
2,float,uniform,GPU,"Ns | Ns | Ns | Ns",192,39,0.011808,0,0.02505,0.006624,0.077549,0.043482
2,float,uniform,GPU,"Ns | Ns | Ns | Ns",192,40,0.017216,0,0.02521,0.009024,0.086489,0.05145
2,float,uniform,GPU,"Ns | Ns | Ns | Ns",192,41,0.011872,0,0.02468,0.007552,0.080499,0.044104
2,float,uniform,GPU,"Ns | Ns | Ns | Ns",192,42,0.01216,0,0.024569,0.007232,0.078309,0.043961
2,float,uniform,GPU,"Ns | Ns | Ns | Ns",192,43,0.012896,0,0.021439,0.008288,0.071179,0.042623
2,float,uniform,GPU,"Ns | Ns | Ns | Ns",192,44,0.012768,0,0.02591,0.008352,0.082509,0.04703
2,float,uniform,GPU,"Ns | Ns | Ns | Ns",192,45,0.01344,0,0.02477,0.007296,0.07997,0.045506
2,float,uniform,GPU,"Ns | Ns | Ns | Ns",192,46,0.011712,0,0.02467,0.007584,0.079819,0.043966
2,float,uniform,GPU,"Ns | Ns | Ns | Ns",192,47,0.014336,0,0.02496,0.008224,0.082389,0.04752
2,float,uniform,GPU,"Ns | Ns | Ns | Ns",192,48,0.01296,0,0.02497,0.006336,0.080139,0.044266
2,float,uniform,GPU,"Ns | Ns | Ns | Ns",192,49,0.013408,0,0.02516,0.008512,0.082099,0.04708
2,float,uniform,GPU,"Ns | Ns | Ns | Ns",192,50,0.012096,0,0.02475,0.008544,0.080459,0.04539
2,float,uniform,GPU,"Ns | Ns | Ns | Ns",192,51,0.010976,0,0.02495,0.00864,0.07911,0.044566
2,float,uniform,GPU,"Ns | Ns | Ns | Ns",192,52,0.012832,0,0.02481,0.007104,0.079199,0.044746
2,float,uniform,GPU,"Ns | Ns | Ns | Ns",192,53,0.010848,0,0.02554,0.007424,0.079879,0.043812
2,float,uniform,GPU,"Ns | Ns | Ns | Ns",192,54,0.011808,0,0.02478,0.008352,0.080099,0.04494
2,float,uniform,GPU,"Ns | Ns | Ns | Ns",192,55,0.013152,0,0.02501,0.008832,0.083779,0.046994
2,float,uniform,GPU,"Ns | Ns | Ns | Ns",192,56,0.013632,0,0.024509,0.008192,0.081879,0.046333
2,float,uniform,GPU,"Ns | Ns | Ns | Ns",192,57,0.01216,0,0.02517,0.00608,0.07757,0.04341
2,float,uniform,GPU,"Ns | Ns | Ns | Ns",192,58,0.010752,0,0.02471,0.009504,0.080539,0.044966
2,float,uniform,GPU,"Ns | Ns | Ns | Ns",192,59,0.014304,0,0.025249,0.007456,0.082689,0.047009
2,float,uniform,GPU,"Ns | Ns | Ns | Ns",192,60,0.011424,0,0.02511,0.007008,0.07686,0.043542
2,float,uniform,GPU,"Ns | Ns | Ns | Ns",192,61,0.01264,0,0.024959,0.006848,0.078819,0.044447
2,float,uniform,GPU,"Ns | Ns | Ns | Ns",192,62,0.013344,0,0.025629,0.008192,0.133219,0.047165
2,float,uniform,GPU,"Ns | Ns | Ns | Ns",192,63,0.018464,0,0.025069,0.008864,0.086429,0.052397
2,float,uniform,GPU,"Ns | Ns | Ns | Ns",192,64,0.013344,0,0.0248,0.009152,0.082509,0.047296
2,float,uniform,GPU,"Ns | Ns | Ns | Ns",192,65,0.01104,0,0.02477,0.00864,0.079059,0.04445
2,float,uniform,GPU,"Ns | Ns | Ns | Ns",192,66,0.011552,0,0.025419,0.009824,0.081839,0.046795
2,float,uniform,GPU,"Ns | Ns | Ns | Ns",192,67,0.012416,0,0.020971,0.008992,0.070349,0.042379
2,float,uniform,GPU,"Ns | Ns | Ns | Ns",192,68,0.011712,0,0.020939,0.0088,0.072409,0.041451
2,float,uniform,GPU,"Ns | Ns | Ns | Ns",192,69,0.013792,0,0.025168,0.008928,0.082719,0.047888
2,float,uniform,GPU,"Ns | Ns | Ns | Ns",192,70,0.01296,0,0.02572,0.007392,0.080439,0.046072
2,float,uniform,GPU,"Ns | Ns | Ns | Ns",192,71,0.011904,0,0.0248,0.009216,0.081039,0.04592
2,float,uniform,GPU,"Ns | Ns | Ns | Ns",192,72,0.012256,0,0.02502,0.008736,0.081699,0.046012
2,float,uniform,GPU,"Ns | Ns | Ns | Ns",192,73,0.014272,0,0.02497,0.008096,0.082019,0.047338
2,float,uniform,GPU,"Ns | Ns | Ns | Ns",192,74,0.01232,0,0.025269,0.007488,0.081439,0.045077
2,float,uniform,GPU,"Ns | Ns | Ns | Ns",256,0,0.026432,0,0.02669,0.010784,0.101819,0.063906
2,float,uniform,GPU,"Ns | Ns | Ns | Ns",256,1,0.011552,0,0.0229,0.006464,0.076889,0.040916
2,float,uniform,GPU,"Ns | Ns | Ns | Ns",256,2,0.012096,0,0.02286,0.008992,0.081829,0.043948
2,float,uniform,GPU,"Ns | Ns | Ns | Ns",256,3,0.0104,0,0.022491,0.006176,0.077989,0.039067
2,float,uniform,GPU,"Ns | Ns | Ns | Ns",256,4,0.0112,0,0.02263,0.00736,0.080039,0.04119
