dim,precision,solver_type,api,bc_name,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
2,float,uniform,GPU,"D | D | D | D",64,0,183.906,0,0.046669,51.9163,235.964,235.869
2,float,uniform,GPU,"D | D | D | D",64,42,0.012416,0,0.02302,0.006784,0.078219,0.04222
2,float,uniform,GPU,"D | D | D | D",64,43,0.010912,0,0.02307,0.007584,0.077069,0.041566
2,float,uniform,GPU,"D | D | D | D",64,44,0.013088,0,0.02333,0.006528,0.07785,0.042946
2,float,uniform,GPU,"D | D | D | D",64,45,0.011136,0,0.0241,0.00496,0.075609,0.040196
2,float,uniform,GPU,"D | D | D | D",64,46,0.013472,0,0.02322,0.007648,0.08042,0.04434
2,float,uniform,GPU,"D | D | D | D",64,47,0.013728,0,0.027339,0.00624,0.083429,0.047307
2,float,uniform,GPU,"D | D | D | D",64,48,0.012544,0,0.0297,0.006112,0.08242,0.048356
2,float,uniform,GPU,"D | D | D | D",64,49,0.018528,0,0.023631,0.007872,0.086989,0.050031
2,float,uniform,GPU,"D | D | D | D",64,50,0.012864,0,0.02326,0.00832,0.08609,0.044444
2,float,uniform,GPU,"D | D | D | D",64,51,0.012736,0,0.023051,0.007488,0.078969,0.043275
2,float,uniform,GPU,"D | D | D | D",64,52,0.01264,0,0.02322,0.006336,0.07799,0.042196
2,float,uniform,GPU,"D | D | D | D",64,53,0.011968,0,0.023019,0.007424,0.077679,0.042411
2,float,uniform,GPU,"D | D | D | D",64,54,0.01344,0,0.02315,0.007264,0.078259,0.043854
2,float,uniform,GPU,"D | D | D | D",64,55,0.012448,0,0.02327,0.006112,0.07661,0.04183
2,float,uniform,GPU,"D | D | D | D",64,56,0.011968,0,0.02318,0.007424,0.078349,0.042572
2,float,uniform,GPU,"D | D | D | D",64,57,0.013696,0,0.023,0.006496,0.079469,0.043192
2,float,uniform,GPU,"D | D | D | D",64,58,0.01216,0,0.02329,0.0072,0.078539,0.04265
2,float,uniform,GPU,"D | D | D | D",64,59,0.01792,0,0.02483,0.007328,0.085139,0.050078
2,float,uniform,GPU,"D | D | D | D",64,60,0.0112,0,0.02316,0.007232,0.078329,0.041592
2,float,uniform,GPU,"D | D | D | D",64,61,0.011392,0,0.02028,0.008256,0.06946,0.039928
2,float,uniform,GPU,"D | D | D | D",64,62,0.014528,0,0.02314,0.006688,0.081969,0.044356
2,float,uniform,GPU,"D | D | D | D",64,63,0.01248,0,0.0231,0.008128,0.07814,0.043708
2,float,uniform,GPU,"D | D | D | D",64,64,0.013088,0,0.02296,0.006272,0.078279,0.04232
2,float,uniform,GPU,"D | D | D | D",64,65,0.013024,0,0.02288,0.00784,0.07854,0.043744
2,float,uniform,GPU,"D | D | D | D",64,66,0.011392,0,0.02298,0.006048,0.076119,0.04042
2,float,uniform,GPU,"D | D | D | D",64,67,0.012896,0,0.023249,0.004928,0.076059,0.041073
2,float,uniform,GPU,"D | D | D | D",64,68,0.013472,0,0.02295,0.005408,0.073999,0.04183
2,float,uniform,GPU,"D | D | D | D",64,69,0.01264,0,0.02292,0.007328,0.078169,0.042888
2,float,uniform,GPU,"D | D | D | D",64,70,0.012288,0,0.02293,0.005472,0.0745,0.04069
2,float,uniform,GPU,"D | D | D | D",64,71,0.013664,0,0.023219,0.006944,0.080419,0.043827
2,float,uniform,GPU,"D | D | D | D",64,72,0.014112,0,0.02329,0.007168,0.079109,0.04457
2,float,uniform,GPU,"D | D | D | D",64,73,0.010944,0,0.02016,0.008128,0.06726,0.039232
2,float,uniform,GPU,"D | D | D | D",64,74,0.012032,0,0.02293,0.00672,0.305576,0.041682
2,float,uniform,GPU,"D | D | D | D",128,0,0.023936,0,0.0338,0.011904,0.111078,0.06964
2,float,uniform,GPU,"D | D | D | D",128,1,0.011552,0,0.02883,0.00992,0.086049,0.050302
2,float,uniform,GPU,"D | D | D | D",128,2,0.01184,0,0.02857,0.006976,0.082659,0.047386
2,float,uniform,GPU,"D | D | D | D",128,3,0.013376,0,0.02885,0.007296,0.085489,0.049522
2,float,uniform,GPU,"D | D | D | D",128,4,0.011872,0,0.02864,0.008448,0.084299,0.04896
2,float,uniform,GPU,"D | D | D | D",128,5,0.01424,0,0.02866,0.008448,0.087549,0.051348
2,float,uniform,GPU,"D | D | D | D",128,6,0.014016,0,0.028259,0.007584,0.084599,0.049859
2,float,uniform,GPU,"D | D | D | D",128,7,0.012128,0,0.028809,0.005632,0.081689,0.046569
2,float,uniform,GPU,"D | D | D | D",128,8,0.014752,0,0.028469,0.008,0.086709,0.051221
2,float,uniform,GPU,"D | D | D | D",128,9,0.01264,0,0.02892,0.008704,0.085899,0.050264
2,float,uniform,GPU,"D | D | D | D",128,10,0.012704,0,0.02845,0.006976,0.08251,0.04813
2,float,uniform,GPU,"D | D | D | D",128,11,0.01248,0,0.02853,0.007424,0.084089,0.048434
2,float,uniform,GPU,"D | D | D | D",128,12,0.013088,0,0.02864,0.00848,0.087199,0.050208
2,float,uniform,GPU,"D | D | D | D",128,13,0.011712,0,0.02861,0.006016,0.081519,0.046338
2,float,uniform,GPU,"D | D | D | D",128,14,0.011392,0,0.02844,0.007584,0.08271,0.047416
2,float,uniform,GPU,"D | D | D | D",128,15,0.01136,0,0.028459,0.007968,0.081969,0.047787
2,float,uniform,GPU,"D | D | D | D",128,16,0.012032,0,0.02921,0.005792,0.082299,0.047034
2,float,uniform,GPU,"D | D | D | D",128,17,0.013312,0,0.02884,0.006048,0.08279,0.0482
2,float,uniform,GPU,"D | D | D | D",128,18,0.013568,0,0.02877,0.006688,0.091719,0.049026
2,float,uniform,GPU,"D | D | D | D",128,19,0.01216,0,0.028359,0.005344,0.080119,0.045863
2,float,uniform,GPU,"D | D | D | D",128,20,0.013504,0,0.02824,0.007584,0.084949,0.049328
2,float,uniform,GPU,"D | D | D | D",128,21,0.014656,0,0.02865,0.005728,0.0837,0.049034
2,float,uniform,GPU,"D | D | D | D",128,22,0.011584,0,0.02856,0.008128,0.084049,0.048272
2,float,uniform,GPU,"D | D | D | D",128,23,0.011424,0,0.028439,0.006624,0.080959,0.046487
2,float,uniform,GPU,"D | D | D | D",128,24,0.01152,0,0.02854,0.00624,0.081999,0.0463
2,float,uniform,GPU,"D | D | D | D",128,25,0.012384,0,0.028549,0.00656,0.081629,0.047493
2,float,uniform,GPU,"D | D | D | D",128,26,0.012736,0,0.02915,0.01264,0.089979,0.054526
2,float,uniform,GPU,"D | D | D | D",128,27,0.011968,0,0.02925,0.00656,0.088559,0.047778
2,float,uniform,GPU,"D | D | D | D",128,28,0.011232,0,0.02837,0.007424,0.257077,0.047026
2,float,uniform,GPU,"D | D | D | D",128,29,0.011552,0,0.02845,0.006016,0.081599,0.046018
2,float,uniform,GPU,"D | D | D | D",128,30,0.014016,0,0.02907,0.006176,0.086019,0.049262
2,float,uniform,GPU,"D | D | D | D",128,31,0.013824,0,0.028599,0.008896,0.086549,0.051319
2,float,uniform,GPU,"D | D | D | D",128,32,0.012256,0,0.02828,0.00752,0.083779,0.048056
2,float,uniform,GPU,"D | D | D | D",128,33,0.012256,0,0.02823,0.007648,0.08355,0.048134
2,float,uniform,GPU,"D | D | D | D",128,34,0.017152,0,0.028649,0.00768,0.089579,0.053481
2,float,uniform,GPU,"D | D | D | D",128,35,0.014016,0,0.02884,0.0064,0.159548,0.049256
2,float,uniform,GPU,"D | D | D | D",128,36,0.011936,0,0.02842,0.00592,0.082019,0.046276
2,float,uniform,GPU,"D | D | D | D",128,37,0.013632,0,0.0285,0.00864,0.086268,0.050772
2,float,uniform,GPU,"D | D | D | D",128,38,0.014688,0,0.028119,0.007936,0.087439,0.050743
2,float,uniform,GPU,"D | D | D | D",128,39,0.010496,0,0.02866,0.006848,0.080929,0.046004
2,float,uniform,GPU,"D | D | D | D",128,40,0.012032,0,0.02866,0.0072,0.083229,0.047892
2,float,uniform,GPU,"D | D | D | D",128,41,0.010112,0,0.02844,0.007744,0.082579,0.046296
2,float,uniform,GPU,"D | D | D | D",128,42,0.01312,0,0.02885,0.0064,0.084079,0.04837
2,float,uniform,GPU,"D | D | D | D",128,43,0.013696,0,0.028959,0.005696,0.083429,0.048351
2,float,uniform,GPU,"D | D | D | D",128,44,0.09984,0,0.028329,0.005664,0.169398,0.133833
2,float,uniform,GPU,"D | D | D | D",128,45,0.012768,0,0.028509,0.006752,0.083439,0.048029
2,float,uniform,GPU,"D | D | D | D",128,46,0.01056,0,0.028249,0.006016,0.079769,0.044825
2,float,uniform,GPU,"D | D | D | D",128,47,0.014496,0,0.02842,0.005408,0.083379,0.048324
2,float,uniform,GPU,"D | D | D | D",128,48,0.013952,0,0.02877,0.005824,0.08364,0.048546
2,float,uniform,GPU,"D | D | D | D",128,49,0.011648,0,0.028379,0.006656,0.080649,0.046683
2,float,uniform,GPU,"D | D | D | D",128,50,0.011488,0,0.02844,0.007552,0.083739,0.04748
2,float,uniform,GPU,"D | D | D | D",128,51,0.011328,0,0.02894,0.008096,0.0824,0.048364
2,float,uniform,GPU,"D | D | D | D",128,52,0.013024,0,0.02883,0.007136,0.084619,0.04899
2,float,uniform,GPU,"D | D | D | D",128,53,0.012256,0,0.02823,0.005984,0.081259,0.04647
2,float,uniform,GPU,"D | D | D | D",128,54,0.011936,0,0.02939,0.007296,0.08435,0.048622
2,float,uniform,GPU,"D | D | D | D",128,55,0.012096,0,0.025749,0.005824,0.072279,0.043669
2,float,uniform,GPU,"D | D | D | D",128,56,0.013952,0,0.02873,0.008256,0.086989,0.050938
2,float,uniform,GPU,"D | D | D | D",128,57,0.013312,0,0.028519,0.004896,0.081129,0.046727
2,float,uniform,GPU,"D | D | D | D",128,58,0.018368,0,0.0286,0.005568,0.086659,0.052536
2,float,uniform,GPU,"D | D | D | D",128,59,0.012128,0,0.028579,0.007296,0.082229,0.048003
2,float,uniform,GPU,"D | D | D | D",128,60,0.012064,0,0.02819,0.007808,0.083499,0.048062
2,float,uniform,GPU,"D | D | D | D",128,61,0.011648,0,0.02857,0.005792,0.081199,0.04601
2,float,uniform,GPU,"D | D | D | D",128,62,0.012832,0,0.028229,0.005984,0.081249,0.047045
2,float,uniform,GPU,"D | D | D | D",128,63,0.012224,0,0.028969,0.005504,0.079459,0.046697
2,float,uniform,GPU,"D | D | D | D",128,64,0.013632,0,0.028399,0.006464,0.084759,0.048495
2,float,uniform,GPU,"D | D | D | D",128,65,0.011328,0,0.02829,0.008352,0.083849,0.04797
2,float,uniform,GPU,"D | D | D | D",128,66,0.014048,0,0.02853,0.008864,0.087909,0.051442
2,float,uniform,GPU,"D | D | D | D",128,67,0.012288,0,0.02874,0.00624,0.082829,0.047268
2,float,uniform,GPU,"D | D | D | D",128,68,0.011552,0,0.02827,0.007424,0.082879,0.047246
2,float,uniform,GPU,"D | D | D | D",128,69,0.013088,0,0.029,0.00912,0.093689,0.051208
2,float,uniform,GPU,"D | D | D | D",128,70,0.01216,0,0.028809,0.007008,0.083639,0.047977
2,float,uniform,GPU,"D | D | D | D",128,71,0.012512,0,0.02893,0.006976,0.083949,0.048418
2,float,uniform,GPU,"D | D | D | D",128,72,0.013696,0,0.028359,0.007808,0.086429,0.049863
2,float,uniform,GPU,"D | D | D | D",128,73,0.01248,0,0.02828,0.006336,0.081269,0.047096
2,float,uniform,GPU,"D | D | D | D",128,74,0.014176,0,0.028289,0.007136,0.084139,0.049601
2,float,uniform,GPU,"D | D | D | D",192,0,0.025312,0,0.03991,0.012736,0.127088,0.077958
2,float,uniform,GPU,"D | D | D | D",192,1,0.013056,0,0.035029,0.008928,0.092939,0.057013
2,float,uniform,GPU,"D | D | D | D",192,2,0.012256,0,0.03462,0.007424,0.090929,0.0543
2,float,uniform,GPU,"D | D | D | D",192,3,0.011872,0,0.035519,0.006944,0.090369,0.054335
2,float,uniform,GPU,"D | D | D | D",192,4,0.010688,0,0.034259,0.00896,0.089279,0.053907
2,float,uniform,GPU,"D | D | D | D",192,5,0.013248,0,0.034759,0.006816,0.090009,0.054823
2,float,uniform,GPU,"D | D | D | D",192,6,0.0144,0,0.034529,0.007328,0.089689,0.056257
2,float,uniform,GPU,"D | D | D | D",192,7,0.013696,0,0.03421,0.008576,0.09243,0.056482
2,float,uniform,GPU,"D | D | D | D",192,8,0.012032,0,0.03424,0.008224,0.089449,0.054496
2,float,uniform,GPU,"D | D | D | D",192,9,0.01232,0,0.03443,0.008,0.089619,0.05475
2,float,uniform,GPU,"D | D | D | D",192,10,0.011744,0,0.03479,0.00848,0.090409,0.055014
2,float,uniform,GPU,"D | D | D | D",192,11,0.019232,0,0.03451,0.005696,0.092179,0.059438
2,float,uniform,GPU,"D | D | D | D",192,12,0.012864,0,0.033979,0.009632,0.088109,0.056475
2,float,uniform,GPU,"D | D | D | D",192,13,0.012704,0,0.03451,0.009312,0.091849,0.056526
2,float,uniform,GPU,"D | D | D | D",192,14,0.013056,0,0.034979,0.0088,0.092849,0.056835
2,float,uniform,GPU,"D | D | D | D",192,15,0.012768,0,0.034519,0.008096,0.095279,0.055383
2,float,uniform,GPU,"D | D | D | D",192,16,0.010784,0,0.034929,0.006912,0.087569,0.052625
2,float,uniform,GPU,"D | D | D | D",192,17,0.010336,0,0.03427,0.00672,0.085429,0.051326
2,float,uniform,GPU,"D | D | D | D",192,18,0.012128,0,0.03296,0.008352,0.085839,0.05344
2,float,uniform,GPU,"D | D | D | D",192,19,0.013088,0,0.03521,0.007104,0.089929,0.055402
2,float,uniform,GPU,"D | D | D | D",192,20,0.012032,0,0.03419,0.008096,0.089449,0.054318
2,float,uniform,GPU,"D | D | D | D",192,21,0.012768,0,0.03429,0.007584,0.089649,0.054642
2,float,uniform,GPU,"D | D | D | D",192,22,0.012896,0,0.034489,0.006528,0.088249,0.053913
2,float,uniform,GPU,"D | D | D | D",192,23,0.014656,0,0.03464,0.008544,0.092509,0.05784
2,float,uniform,GPU,"D | D | D | D",192,24,0.013184,0,0.03469,0.008416,0.091589,0.05629
2,float,uniform,GPU,"D | D | D | D",192,25,0.012704,0,0.03075,0.009792,0.08283,0.053246
2,float,uniform,GPU,"D | D | D | D",192,26,0.012032,0,0.034349,0.007968,0.089489,0.054349
2,float,uniform,GPU,"D | D | D | D",192,27,0.011328,0,0.0345,0.00672,0.085819,0.052548
2,float,uniform,GPU,"D | D | D | D",192,28,0.017696,0,0.03484,0.006144,0.094679,0.05868
2,float,uniform,GPU,"D | D | D | D",192,29,0.01296,0,0.03453,0.004864,0.088109,0.052354
2,float,uniform,GPU,"D | D | D | D",192,30,0.0112,0,0.035509,0.007616,0.089169,0.054325
2,float,uniform,GPU,"D | D | D | D",192,31,0.011392,0,0.034349,0.007808,0.088139,0.053549
2,float,uniform,GPU,"D | D | D | D",192,32,0.013536,0,0.03471,0.00784,0.091919,0.056086
2,float,uniform,GPU,"D | D | D | D",192,33,0.012672,0,0.03458,0.006944,0.089169,0.054196
2,float,uniform,GPU,"D | D | D | D",192,34,0.013856,0,0.034289,0.008512,0.092429,0.056657
2,float,uniform,GPU,"D | D | D | D",192,35,0.012608,0,0.03444,0.0072,0.089549,0.054248
2,float,uniform,GPU,"D | D | D | D",192,36,0.011584,0,0.03423,0.008672,0.093308,0.054486
2,float,uniform,GPU,"D | D | D | D",192,37,0.013696,0,0.03492,0.007488,0.091108,0.056104
2,float,uniform,GPU,"D | D | D | D",192,38,0.013024,0,0.03374,0.00736,0.08831,0.054124
2,float,uniform,GPU,"D | D | D | D",192,39,0.012544,0,0.03451,0.009632,0.091459,0.056686
2,float,uniform,GPU,"D | D | D | D",192,40,0.012384,0,0.03496,0.0088,0.092119,0.056144
2,float,uniform,GPU,"D | D | D | D",192,41,0.014176,0,0.03485,0.00784,0.093249,0.056866
2,float,uniform,GPU,"D | D | D | D",192,42,0.011104,0,0.03438,0.006592,0.08645,0.052076
2,float,uniform,GPU,"D | D | D | D",192,43,0.011904,0,0.03489,0.00672,0.088339,0.053514
2,float,uniform,GPU,"D | D | D | D",192,44,0.012704,0,0.03099,0.008864,0.081519,0.052558
2,float,uniform,GPU,"D | D | D | D",192,45,0.012832,0,0.03497,0.00608,0.089769,0.053882
2,float,uniform,GPU,"D | D | D | D",192,46,0.014368,0,0.03499,0.007968,0.093059,0.057326
2,float,uniform,GPU,"D | D | D | D",192,47,0.013856,0,0.03443,0.007168,0.091029,0.055454
2,float,uniform,GPU,"D | D | D | D",192,48,0.01168,0,0.034199,0.007968,0.088089,0.053847
2,float,uniform,GPU,"D | D | D | D",192,49,0.012928,0,0.034439,0.008,0.090339,0.055367
2,float,uniform,GPU,"D | D | D | D",192,50,0.013792,0,0.034739,0.007264,0.090009,0.055795
2,float,uniform,GPU,"D | D | D | D",192,51,0.012352,0,0.034509,0.007584,0.089399,0.054445
2,float,uniform,GPU,"D | D | D | D",192,52,0.011104,0,0.03413,0.007968,0.089549,0.053202
2,float,uniform,GPU,"D | D | D | D",192,53,0.011712,0,0.03462,0.007296,0.088609,0.053628
2,float,uniform,GPU,"D | D | D | D",192,54,0.010464,0,0.03405,0.007104,0.086439,0.051618
2,float,uniform,GPU,"D | D | D | D",192,55,0.013504,0,0.0352,0.00608,0.090769,0.054784
2,float,uniform,GPU,"D | D | D | D",192,56,0.012096,0,0.035089,0.00752,0.091609,0.054705
2,float,uniform,GPU,"D | D | D | D",192,57,0.012064,0,0.03487,0.00592,0.087299,0.052854
2,float,uniform,GPU,"D | D | D | D",192,58,0.01104,0,0.034639,0.007104,0.087779,0.052783
2,float,uniform,GPU,"D | D | D | D",192,59,0.013984,0,0.034959,0.006464,0.092059,0.055407
2,float,uniform,GPU,"D | D | D | D",192,60,0.01344,0,0.0341,0.007264,0.09031,0.054804
2,float,uniform,GPU,"D | D | D | D",192,61,0.012576,0,0.03435,0.005888,0.086819,0.052814
2,float,uniform,GPU,"D | D | D | D",192,62,0.01168,0,0.03431,0.00816,0.088219,0.05415
2,float,uniform,GPU,"D | D | D | D",192,63,0.012032,0,0.03486,0.008224,0.090279,0.055116
2,float,uniform,GPU,"D | D | D | D",192,64,0.012736,0,0.034379,0.008096,0.089469,0.055211
2,float,uniform,GPU,"D | D | D | D",192,65,0.012128,0,0.034919,0.006528,0.088219,0.053575
2,float,uniform,GPU,"D | D | D | D",192,66,0.012576,0,0.03458,0.009376,0.091939,0.056532
2,float,uniform,GPU,"D | D | D | D",192,67,0.014624,0,0.03461,0.007264,0.091059,0.056498
2,float,uniform,GPU,"D | D | D | D",192,68,0.012672,0,0.034629,0.0072,0.096709,0.054501
2,float,uniform,GPU,"D | D | D | D",192,69,0.011584,0,0.148499,0.008224,0.204327,0.168307
2,float,uniform,GPU,"D | D | D | D",192,70,0.011168,0,0.03452,0.008512,0.089869,0.0542
2,float,uniform,GPU,"D | D | D | D",192,71,0.013216,0,0.034649,0.00592,0.090899,0.053785
2,float,uniform,GPU,"D | D | D | D",192,72,0.012832,0,0.035249,0.009088,0.092069,0.057169
2,float,uniform,GPU,"D | D | D | D",192,73,0.012928,0,0.03438,0.007424,0.089168,0.054732
2,float,uniform,GPU,"D | D | D | D",192,74,0.01424,0,0.03424,0.007168,0.090639,0.055648
2,float,uniform,GPU,"D | D | D | D",256,0,0.025472,0,0.04257,0.0112,0.121958,0.079242
2,float,uniform,GPU,"D | D | D | D",256,1,0.011808,0,0.0373,0.008224,0.095889,0.057332
2,float,uniform,GPU,"D | D | D | D",256,2,0.0104,0,0.037219,0.009536,0.095949,0.057155
2,float,uniform,GPU,"D | D | D | D",256,3,0.00928,0,0.037399,0.009376,0.221828,0.056055
2,float,uniform,GPU,"D | D | D | D",256,4,0.009888,0,0.03713,0.00704,0.092099,0.054058
2,float,uniform,GPU,"D | D | D | D",256,5,0.011264,0,0.03695,0.01136,0.094359,0.059574
2,float,uniform,GPU,"D | D | D | D",256,6,0.010112,0,0.03749,0.008736,0.094629,0.056338
2,float,uniform,GPU,"D | D | D | D",256,7,0.01072,0,0.03717,0.00928,0.096279,0.05717
2,float,uniform,GPU,"D | D | D | D",256,8,0.010912,0,0.138078,0.00912,0.196958,0.15811
2,float,uniform,GPU,"D | D | D | D",256,9,0.010976,0,0.037419,0.00688,0.092919,0.055275
2,float,uniform,GPU,"D | D | D | D",256,10,0.011584,0,0.037499,0.006656,0.091799,0.055739
2,float,uniform,GPU,"D | D | D | D",256,11,0.010976,0,0.03698,0.009248,0.094109,0.057204
2,float,uniform,GPU,"D | D | D | D",256,12,0.00976,0,0.03711,0.007776,0.093779,0.054646
2,float,uniform,GPU,"D | D | D | D",256,13,0.012416,0,0.03764,0.006976,0.092889,0.057032
2,float,uniform,GPU,"D | D | D | D",256,14,0.01184,0,0.03689,0.008064,0.094728,0.056794
2,float,uniform,GPU,"D | D | D | D",256,15,0.01104,0,0.03691,0.008192,0.094339,0.056142
2,float,uniform,GPU,"D | D | D | D",256,16,0.010016,0,0.03723,0.006528,0.091279,0.053774
2,float,uniform,GPU,"D | D | D | D",256,17,0.013472,0,0.033499,0.009504,0.088569,0.056475
2,float,uniform,GPU,"D | D | D | D",256,18,0.010912,0,0.037449,0.008704,0.095489,0.057065
2,float,uniform,GPU,"D | D | D | D",256,19,0.009344,0,0.03705,0.00832,0.091878,0.054714
2,float,uniform,GPU,"D | D | D | D",256,20,0.010176,0,0.03749,0.006816,0.092219,0.054482
2,float,uniform,GPU,"D | D | D | D",256,21,0.010304,0,0.03692,0.007552,0.090569,0.054776
2,float,uniform,GPU,"D | D | D | D",256,22,0.010432,0,0.03721,0.009504,0.099459,0.057146
2,float,uniform,GPU,"D | D | D | D",256,23,0.011136,0,0.03788,0.008064,0.094289,0.05708
2,float,uniform,GPU,"D | D | D | D",256,24,0.010368,0,0.037019,0.006944,0.091279,0.054331
2,float,uniform,GPU,"D | D | D | D",256,25,0.00976,0,0.037019,0.006944,0.091579,0.053723
2,float,uniform,GPU,"D | D | D | D",256,26,0.01488,0,0.03757,0.007648,0.095549,0.060098
2,float,uniform,GPU,"D | D | D | D",256,27,0.00928,0,0.0371,0.008128,0.092668,0.054508
2,float,uniform,GPU,"D | D | D | D",256,28,0.014144,0,0.036739,0.008096,0.094219,0.058979
2,float,uniform,GPU,"D | D | D | D",256,29,0.010848,0,0.037,0.009504,0.094569,0.057352
2,float,uniform,GPU,"D | D | D | D",256,30,0.010048,0,0.037359,0.008,0.094559,0.055407
2,float,uniform,GPU,"D | D | D | D",256,31,0.011136,0,0.03707,0.007104,0.092868,0.05531
2,float,uniform,GPU,"D | D | D | D",256,32,0.010144,0,0.03705,0.00736,0.092059,0.054554
2,float,uniform,GPU,"D | D | D | D",256,33,0.010048,0,0.129529,0.009088,0.187838,0.148665
2,float,uniform,GPU,"D | D | D | D",256,34,0.0112,0,0.03738,0.008672,0.093569,0.057252
2,float,uniform,GPU,"D | D | D | D",256,35,0.012864,0,0.03359,0.00896,0.087079,0.055414
2,float,uniform,GPU,"D | D | D | D",256,36,0.010816,0,0.03714,0.00688,0.09159,0.054836
2,float,uniform,GPU,"D | D | D | D",256,37,0.009248,0,0.03707,0.007456,0.089998,0.053774
2,float,uniform,GPU,"D | D | D | D",256,38,0.012192,0,0.03668,0.008576,0.093099,0.057448
2,float,uniform,GPU,"D | D | D | D",256,39,0.011904,0,0.03742,0.005824,0.092839,0.055148
