dim,precision,solver_type,api,bc_name,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
2,float,uniform,GPU,"D | D | D | D",64,0,183.906,0,0.046669,51.9163,235.964,235.869
2,float,uniform,GPU,"D | D | D | D",64,1,0.013408,0,0.028199,0.009664,0.089349,0.051271
2,float,uniform,GPU,"D | D | D | D",64,2,0.011008,0,0.02374,0.00592,0.075219,0.040668
2,float,uniform,GPU,"D | D | D | D",64,3,0.012224,0,0.02347,0.007744,0.080049,0.043438
2,float,uniform,GPU,"D | D | D | D",64,4,0.011904,0,0.023099,0.007008,0.078359,0.042011
2,float,uniform,GPU,"D | D | D | D",64,5,0.012256,0,0.024159,0.004992,0.074969,0.041407
2,float,uniform,GPU,"D | D | D | D",64,6,0.011968,0,0.02343,0.007968,0.078369,0.043366
2,float,uniform,GPU,"D | D | D | D",64,7,0.013024,0,0.02338,0.00752,0.081659,0.043924
2,float,uniform,GPU,"D | D | D | D",64,8,0.012448,0,0.0231,0.006816,0.078059,0.042364
2,float,uniform,GPU,"D | D | D | D",64,9,0.01392,0,0.023069,0.008064,0.081209,0.045053
2,float,uniform,GPU,"D | D | D | D",64,10,0.011456,0,0.02295,0.005888,0.076179,0.040294
2,float,uniform,GPU,"D | D | D | D",64,11,0.011776,0,0.02298,0.00608,0.076009,0.040836
2,float,uniform,GPU,"D | D | D | D",64,12,0.011808,0,0.02335,0.007008,0.079159,0.042166
2,float,uniform,GPU,"D | D | D | D",64,13,0.01184,0,0.02305,0.007808,0.076899,0.042698
2,float,uniform,GPU,"D | D | D | D",64,14,0.01264,0,0.02305,0.007552,0.078199,0.043242
2,float,uniform,GPU,"D | D | D | D",64,15,0.012224,0,0.02303,0.006784,0.078179,0.042038
2,float,uniform,GPU,"D | D | D | D",64,16,0.011808,0,0.02329,0.00592,0.075099,0.041018
2,float,uniform,GPU,"D | D | D | D",64,17,0.012448,0,0.023379,0.006144,0.077669,0.041971
2,float,uniform,GPU,"D | D | D | D",64,18,0.01168,0,0.023991,0.007616,0.084269,0.043287
2,float,uniform,GPU,"D | D | D | D",64,19,0.0112,0,0.02319,0.005728,0.074249,0.040118
2,float,uniform,GPU,"D | D | D | D",64,20,0.011904,0,0.02264,0.0072,0.077759,0.041744
2,float,uniform,GPU,"D | D | D | D",64,21,0.013888,0,0.02331,0.00688,0.080679,0.044078
2,float,uniform,GPU,"D | D | D | D",64,22,0.013216,0,0.02332,0.006272,0.079139,0.042808
2,float,uniform,GPU,"D | D | D | D",64,23,0.014016,0,0.02329,0.006624,0.080439,0.04393
2,float,uniform,GPU,"D | D | D | D",64,24,0.011776,0,0.0231,0.007424,0.07799,0.0423
2,float,uniform,GPU,"D | D | D | D",64,25,0.013792,0,0.023069,0.008288,0.081209,0.045149
2,float,uniform,GPU,"D | D | D | D",64,26,0.01312,0,0.02302,0.005824,0.07821,0.041964
2,float,uniform,GPU,"D | D | D | D",64,27,0.012128,0,0.02343,0.008928,0.07944,0.044486
2,float,uniform,GPU,"D | D | D | D",64,28,0.01168,0,0.02342,0.008704,0.087899,0.043804
2,float,uniform,GPU,"D | D | D | D",64,29,0.01376,0,0.0232,0.005888,0.077429,0.042848
2,float,uniform,GPU,"D | D | D | D",64,30,0.013088,0,0.022959,0.005792,0.077569,0.041839
2,float,uniform,GPU,"D | D | D | D",64,31,0.012672,0,0.023501,0.006432,0.077879,0.042605
2,float,uniform,GPU,"D | D | D | D",64,32,0.011904,0,0.0239,0.007552,0.078279,0.043356
2,float,uniform,GPU,"D | D | D | D",64,33,0.011264,0,0.0231,0.007616,0.077399,0.04198
2,float,uniform,GPU,"D | D | D | D",64,34,0.012032,0,0.0238,0.006624,0.078279,0.042456
2,float,uniform,GPU,"D | D | D | D",64,35,0.013664,0,0.022929,0.00688,0.078759,0.043473
2,float,uniform,GPU,"D | D | D | D",64,36,0.012896,0,0.022829,0.007392,0.079169,0.043117
2,float,uniform,GPU,"D | D | D | D",64,37,0.012224,0,0.023341,0.005792,0.078409,0.041357
2,float,uniform,GPU,"D | D | D | D",64,38,0.012736,0,0.023119,0.006656,0.076649,0.042511
2,float,uniform,GPU,"D | D | D | D",64,39,0.012224,0,0.023199,0.006112,0.165908,0.041535
2,float,uniform,GPU,"D | D | D | D",64,40,0.013344,0,0.02295,0.007264,0.079579,0.043558
2,float,uniform,GPU,"D | D | D | D",64,41,0.012864,0,0.019739,0.008512,0.069289,0.041115
