dim,precision,solver_type,api,bc_name,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,CPU,"P | P | P | P | N | D",64,0,0.29184,0.003041,0.177677,216.797,217.389,217.269
3,double,uniform,CPU,"P | P | P | P | N | D",256,9,13.3015,0.00207,4.66997,0.90112,18.9553,18.8746
3,double,uniform,CPU,"P | P | P | P | N | D",256,10,12.9965,0.002129,4.68132,0.911424,18.6665,18.5914
3,double,uniform,CPU,"P | P | P | P | N | D",256,11,13.4404,0.00238,4.67159,0.910528,19.1057,19.0248
3,double,uniform,CPU,"P | P | P | P | N | D",256,12,13.2904,0.00226,4.67853,0.908864,18.9681,18.8801
3,double,uniform,CPU,"P | P | P | P | N | D",256,13,13.2543,0.00233,4.66879,0.905248,18.9132,18.8307
3,double,uniform,CPU,"P | P | P | P | N | D",256,14,13.2003,0.002268,4.67023,0.909696,18.8654,18.7825
3,double,uniform,CPU,"P | P | P | P | N | D",256,15,12.9013,0.00256,4.6681,0.911872,18.568,18.4839
3,double,uniform,CPU,"P | P | P | P | N | D",256,16,13.5761,0.002519,4.66951,0.911808,19.2798,19.1599
3,double,uniform,CPU,"P | P | P | P | N | D",256,17,13.464,0.0023,4.6633,0.908192,19.1222,19.0378
3,double,uniform,CPU,"P | P | P | P | N | D",256,18,13.3148,0.002581,4.67589,0.91152,18.9956,18.9048
3,double,uniform,CPU,"P | P | P | P | N | D",256,19,13.0249,0.00197,4.66116,0.90928,18.6742,18.5973
3,double,uniform,CPU,"P | P | P | P | N | D",256,20,13.7892,0.00227,4.67021,0.904384,19.4513,19.3661
3,double,uniform,CPU,"P | P | P | P | N | D",256,21,12.7638,0.00234,4.6729,0.905888,18.4283,18.345
3,double,uniform,CPU,"P | P | P | P | N | D",256,22,13.2877,0.00216,4.66181,0.906208,18.9297,18.8579
3,double,uniform,CPU,"P | P | P | P | N | D",256,23,13.2036,0.002281,4.66458,0.903104,18.851,18.7736
3,double,uniform,CPU,"P | P | P | P | N | D",256,24,13.404,0.00258,4.74536,0.907904,19.1526,19.0599
3,double,uniform,CPU,"P | P | P | P | N | D",256,25,13.4391,0.00234,4.669,0.908128,19.1048,19.0185
3,double,uniform,CPU,"P | P | P | P | N | D",256,26,13.1133,0.002491,4.66154,0.906624,18.7619,18.684
3,double,uniform,CPU,"P | P | P | P | N | D",256,27,13.2089,0.0021,4.6662,0.90208,18.8642,18.7793
3,double,uniform,CPU,"P | P | P | P | N | D",256,28,13.0348,0.002,4.66352,0.904832,18.6794,18.6052
3,double,uniform,CPU,"P | P | P | P | N | D",256,29,13.2661,0.00239,4.67129,0.913056,18.9399,18.8528
3,double,uniform,CPU,"P | P | P | P | N | D",256,30,13.3652,0.00236,4.66874,0.910432,19.0331,18.9467
3,double,uniform,CPU,"P | P | P | P | N | D",256,31,13.3536,0.002048,4.66193,0.901792,18.9937,18.9194
3,double,uniform,CPU,"P | P | P | P | N | D",256,32,13.2739,0.002011,4.65992,0.902816,18.9138,18.8386
3,double,uniform,CPU,"P | P | P | P | N | D",256,33,13.3833,0.002052,4.66477,0.903328,19.0296,18.9535
3,double,uniform,CPU,"P | P | P | P | N | D",256,34,13.0907,0.00223,4.66857,0.91168,18.7558,18.6732
3,double,uniform,CPU,"P | P | P | P | N | D",256,35,13.658,0.002159,4.66483,0.904896,19.3108,19.2299
3,double,uniform,CPU,"P | P | P | P | N | D",256,36,13.3747,0.00202,4.66842,0.904768,19.0293,18.9499
3,double,uniform,CPU,"P | P | P | P | N | D",256,37,12.8485,0.00206,4.67024,0.905408,18.502,18.4262
3,double,uniform,CPU,"P | P | P | P | N | D",256,38,13.7968,0.00238,4.67208,0.906656,19.4792,19.3779
3,double,uniform,CPU,"P | P | P | P | N | D",256,39,13.1816,0.0021,4.66278,0.904672,18.8264,18.7512
3,double,uniform,CPU,"P | P | P | P | N | D",256,40,12.8645,0.00274,4.67284,0.908832,18.5441,18.4489
3,double,uniform,CPU,"P | P | P | P | N | D",256,41,13.3924,0.00236,4.66777,0.910816,19.054,18.9734
3,double,uniform,CPU,"P | P | P | P | N | D",256,42,13.1812,0.00254,4.66843,0.908736,18.8466,18.7609
3,double,uniform,CPU,"P | P | P | P | N | D",256,43,13.1571,0.00253,4.67152,0.90944,18.8271,18.7406
3,double,uniform,CPU,"P | P | P | P | N | D",256,44,13.4051,0.002329,4.66674,0.906368,19.0589,18.9806
3,double,uniform,CPU,"P | P | P | P | N | D",256,45,13.3463,0.002209,4.66707,0.90704,19.0049,18.9226
3,double,uniform,CPU,"P | P | P | P | N | D",256,46,13.5882,0.00187,4.66937,0.904256,19.2375,19.1637
3,double,uniform,CPU,"P | P | P | P | N | D",256,47,13.2347,0.00218,4.67654,0.9056,18.8923,18.819
3,double,uniform,CPU,"P | P | P | P | N | D",256,48,13.5122,0.00221,4.66615,0.9048,19.1605,19.0853
3,double,uniform,CPU,"P | P | P | P | N | D",256,49,13.1605,0.00196,4.67187,0.903616,18.8088,18.738
3,double,uniform,CPU,"P | P | P | P | N | D",256,50,13.5072,0.00219,4.66166,0.90576,19.1547,19.0768
3,double,uniform,CPU,"P | P | P | P | N | D",256,51,13.8626,0.00224,4.66712,0.904672,19.5289,19.4366
3,double,uniform,CPU,"P | P | P | P | N | D",256,52,13.6825,0.0025,4.66863,0.910432,19.3461,19.264
3,double,uniform,CPU,"P | P | P | P | N | D",256,53,13.489,0.002002,4.67141,0.906464,19.1486,19.0689
3,double,uniform,CPU,"P | P | P | P | N | D",256,54,13.4872,0.001929,4.66354,0.902048,19.1245,19.0547
3,double,uniform,CPU,"P | P | P | P | N | D",256,55,12.9589,0.00242,4.66331,0.909408,18.6139,18.534
3,double,uniform,CPU,"P | P | P | P | N | D",256,56,13.3498,0.00213,4.66317,0.904704,18.9971,18.9198
3,double,uniform,CPU,"P | P | P | P | N | D",256,57,13.6968,0.00228,4.6783,0.902112,19.4509,19.2795
3,double,uniform,CPU,"P | P | P | P | N | D",256,58,13.7463,0.00227,4.67251,0.907648,19.4139,19.3288
3,double,uniform,CPU,"P | P | P | P | N | D",256,59,13.5322,0.00206,4.66427,0.902752,19.1732,19.1012
3,double,uniform,CPU,"P | P | P | P | N | D",256,60,13.258,0.002429,4.66393,0.902112,18.9023,18.8265
3,double,uniform,CPU,"P | P | P | P | N | D",256,61,13.1454,0.00194,4.6626,0.906368,18.8087,18.7163
3,double,uniform,CPU,"P | P | P | P | N | D",256,62,13.581,0.00195,4.66437,0.900736,19.2188,19.148
3,double,uniform,CPU,"P | P | P | P | N | D",256,63,13.5144,0.00201,4.65889,0.908096,19.1573,19.0834
3,double,uniform,CPU,"P | P | P | P | N | D",256,64,13.0657,0.00214,4.66813,0.907968,18.7219,18.6439
3,double,uniform,CPU,"P | P | P | P | N | D",256,65,13.3767,0.002131,4.66534,0.90528,19.0193,18.9495
3,double,uniform,CPU,"P | P | P | P | N | D",256,66,13.8796,0.002319,4.67626,0.90496,19.5539,19.4631
3,double,uniform,CPU,"P | P | P | P | N | D",256,67,13.1052,0.002379,4.66989,0.905632,18.7693,18.6831
3,double,uniform,CPU,"P | P | P | P | N | D",256,68,13.0277,0.002169,4.67152,0.9024,18.6854,18.6038
3,double,uniform,CPU,"P | P | P | P | N | D",256,69,13.0925,0.00224,4.67279,0.905792,18.76,18.6733
3,double,uniform,CPU,"P | P | P | P | N | D",256,70,13.6299,0.00256,4.66959,0.910656,19.3011,19.2127
3,double,uniform,CPU,"P | P | P | P | N | D",256,71,13.7038,0.002251,4.67134,0.908352,19.3689,19.2857
3,double,uniform,CPU,"P | P | P | P | N | D",256,72,12.9535,0.00254,4.66985,0.90496,18.6076,18.5309
3,double,uniform,CPU,"P | P | P | P | N | D",256,73,13.4627,0.00166,4.6614,0.903488,19.1036,19.0292
3,double,uniform,CPU,"P | P | P | P | N | D",256,74,13.0753,0.00218,4.66363,0.903808,18.7205,18.6449
3,double,uniform,CPU,"P | P | P | P | N | D",320,0,25.9324,0.002619,10.4388,1.84016,38.3123,38.214
3,double,uniform,CPU,"P | P | P | P | N | D",320,1,25.9823,0.00267,10.4411,1.83696,38.3575,38.263
3,double,uniform,CPU,"P | P | P | P | N | D",320,2,25.9872,0.00236,10.4366,1.8417,38.3649,38.2678
3,double,uniform,CPU,"P | P | P | P | N | D",320,3,26.2105,0.00265,10.4347,1.8391,38.586,38.487
3,double,uniform,CPU,"P | P | P | P | N | D",320,4,26.0626,0.002209,10.4402,1.83942,38.4421,38.3445
3,double,uniform,CPU,"P | P | P | P | N | D",320,5,25.7935,0.002249,10.4304,1.83891,38.1479,38.065
3,double,uniform,CPU,"P | P | P | P | N | D",320,6,25.6205,0.00227,10.4359,1.84054,37.9816,37.8992
3,double,uniform,CPU,"P | P | P | P | N | D",320,7,25.7048,0.0025,10.4321,1.83882,38.0726,37.9783
3,double,uniform,CPU,"P | P | P | P | N | D",320,8,25.3626,0.002349,10.4324,1.83936,37.7275,37.6368
3,double,uniform,CPU,"P | P | P | P | N | D",320,9,25.5219,0.00232,10.4156,1.83747,37.8674,37.7773
3,double,uniform,CPU,"P | P | P | P | N | D",320,10,25.6244,0.002871,10.437,1.84128,37.9927,37.9055
3,double,uniform,CPU,"P | P | P | P | N | D",320,11,25.5658,0.002889,10.4248,1.83699,37.9213,37.8305
3,double,uniform,CPU,"P | P | P | P | N | D",320,12,25.6525,0.0024,10.4327,1.84109,38.0176,37.9286
3,double,uniform,CPU,"P | P | P | P | N | D",320,13,25.7762,0.002529,10.4339,1.83754,38.138,38.0501
3,double,uniform,CPU,"P | P | P | P | N | D",320,14,25.8143,0.002221,10.4283,1.84032,38.1652,38.0851
3,double,uniform,CPU,"P | P | P | P | N | D",320,15,25.9187,0.002199,10.4345,1.8311,38.2839,38.1865
3,double,uniform,CPU,"P | P | P | P | N | D",320,16,25.8952,0.002321,10.435,1.83715,38.2594,38.1697
3,double,uniform,CPU,"P | P | P | P | N | D",320,17,26.1909,0.002449,10.4322,1.83642,38.5588,38.462
3,double,uniform,CPU,"P | P | P | P | N | D",320,18,25.7346,0.00244,10.4498,1.83901,38.1198,38.0258
3,double,uniform,CPU,"P | P | P | P | N | D",320,19,25.6066,0.0029,10.4361,1.83734,37.9706,37.8829
3,double,uniform,CPU,"P | P | P | P | N | D",320,20,25.6155,0.002799,10.4371,1.8375,37.9824,37.8929
3,double,uniform,CPU,"P | P | P | P | N | D",320,21,25.4042,0.00247,10.4321,1.84048,37.7652,37.6792
3,double,uniform,CPU,"P | P | P | P | N | D",320,22,25.3975,0.002479,10.4387,1.84198,37.7754,37.6807
3,double,uniform,CPU,"P | P | P | P | N | D",320,23,25.8528,0.00256,10.4335,1.83792,38.2203,38.1267
3,double,uniform,CPU,"P | P | P | P | N | D",320,24,25.9085,0.002281,10.435,1.83834,38.2769,38.1841
3,double,uniform,CPU,"P | P | P | P | N | D",320,25,25.4725,0.002452,10.4337,1.83859,37.8304,37.7472
3,double,uniform,CPU,"P | P | P | P | N | D",320,26,25.8869,0.002769,10.4314,1.83709,38.2545,38.1582
3,double,uniform,CPU,"P | P | P | P | N | D",320,27,25.5249,0.002251,10.4341,1.83949,37.8921,37.8007
3,double,uniform,CPU,"P | P | P | P | N | D",320,28,25.6833,0.00239,10.4125,1.8375,38.0211,37.9356
3,double,uniform,CPU,"P | P | P | P | N | D",320,29,25.7284,0.002251,10.4334,1.83786,38.096,38.002
3,double,uniform,CPU,"P | P | P | P | N | D",320,30,25.9935,0.00227,10.436,1.8423,38.3664,38.2741
3,double,uniform,CPU,"P | P | P | P | N | D",320,31,26.1293,0.002471,10.4298,1.83459,38.4929,38.3961
3,double,uniform,CPU,"P | P | P | P | N | D",320,32,26.1346,0.00255,10.4354,1.83526,38.5016,38.4078
3,double,uniform,CPU,"P | P | P | P | N | D",320,33,25.8946,0.00261,10.4299,1.83715,38.2556,38.1643
3,double,uniform,CPU,"P | P | P | P | N | D",320,34,25.3522,0.00228,10.4352,1.83533,37.718,37.625
3,double,uniform,CPU,"P | P | P | P | N | D",320,35,25.5753,0.00249,10.4435,1.83702,37.9493,37.8584
3,double,uniform,CPU,"P | P | P | P | N | D",320,36,25.6086,0.00251,10.4398,1.83891,37.9757,37.8899
3,double,uniform,CPU,"P | P | P | P | N | D",320,37,25.6455,0.00271,10.4365,1.83965,38.0111,37.9243
3,double,uniform,CPU,"P | P | P | P | N | D",320,38,25.809,0.00307,10.4339,1.83715,38.1735,38.083
3,double,uniform,CPU,"P | P | P | P | N | D",320,39,26.017,0.0021,10.4374,1.84221,38.3937,38.2987
3,double,uniform,CPU,"P | P | P | P | N | D",320,40,25.8873,0.0024,10.4291,1.83232,38.2522,38.1511
3,double,uniform,CPU,"P | P | P | P | N | D",320,41,25.7126,0.00253,10.4361,1.84,38.0835,37.9913
3,double,uniform,CPU,"P | P | P | P | N | D",320,42,25.8187,0.002211,10.4268,1.83888,38.1729,38.0865
3,double,uniform,CPU,"P | P | P | P | N | D",320,43,25.4396,0.00254,10.4316,1.83578,37.8103,37.7096
3,double,uniform,CPU,"P | P | P | P | N | D",320,44,25.5859,0.00227,10.4244,1.83446,37.9358,37.8471
3,double,uniform,CPU,"P | P | P | P | N | D",320,45,25.56,0.00237,10.4288,1.84026,37.9189,37.8315
3,double,uniform,CPU,"P | P | P | P | N | D",320,46,25.655,0.00205,10.4293,1.83805,38.0134,37.9245
3,double,uniform,CPU,"P | P | P | P | N | D",320,47,25.5896,0.002091,10.4353,1.83853,37.9499,37.8656
3,double,uniform,CPU,"P | P | P | P | N | D",320,48,25.6848,0.00213,10.4328,1.84234,38.0536,37.9621
3,double,uniform,CPU,"P | P | P | P | N | D",320,49,25.8464,0.00216,10.4343,1.83731,38.2158,38.1201
3,double,uniform,CPU,"P | P | P | P | N | D",320,50,26.201,0.00243,10.437,1.83562,38.5693,38.476
3,double,uniform,CPU,"P | P | P | P | N | D",320,51,25.9227,0.002352,10.4412,1.84141,38.3039,38.2076
3,double,uniform,CPU,"P | P | P | P | N | D",320,52,25.9041,0.0026,10.4394,1.83872,38.2836,38.1848
3,double,uniform,CPU,"P | P | P | P | N | D",320,53,25.8372,0.002129,10.4088,1.83933,38.1848,38.0876
3,double,uniform,CPU,"P | P | P | P | N | D",320,54,25.6826,0.00235,10.4403,1.83773,38.0516,37.9629
3,double,uniform,CPU,"P | P | P | P | N | D",320,55,25.2839,0.00208,10.4309,1.83965,37.6471,37.5566
3,double,uniform,CPU,"P | P | P | P | N | D",320,56,25.859,0.00217,10.4351,1.83309,38.2178,38.1294
3,double,uniform,CPU,"P | P | P | P | N | D",320,57,25.9199,0.00252,10.4287,1.8425,38.2825,38.1935
3,double,uniform,CPU,"P | P | P | P | N | D",320,58,26.1197,0.00272,10.4413,1.84048,38.4937,38.4042
3,double,uniform,CPU,"P | P | P | P | N | D",320,59,25.9497,0.002219,10.4361,1.84314,38.3205,38.2311
3,double,uniform,CPU,"P | P | P | P | N | D",320,60,26.4098,0.0025,10.4294,1.83875,38.777,38.6804
3,double,uniform,CPU,"P | P | P | P | N | D",320,61,26.1328,0.002781,10.4343,1.8392,38.5057,38.4091
3,double,uniform,CPU,"P | P | P | P | N | D",320,62,25.821,0.00229,10.4412,1.84013,38.1914,38.1047
3,double,uniform,CPU,"P | P | P | P | N | D",320,63,25.7613,0.0023,10.4343,1.83658,38.1209,38.0345
3,double,uniform,CPU,"P | P | P | P | N | D",320,64,25.6756,0.00219,10.4312,1.84147,38.0371,37.9505
3,double,uniform,CPU,"P | P | P | P | N | D",320,65,25.7693,0.002329,10.4309,1.8391,38.1313,38.0416
3,double,uniform,CPU,"P | P | P | P | N | D",320,66,26.1099,0.00214,10.4054,1.83578,38.4435,38.3533
3,double,uniform,CPU,"P | P | P | P | N | D",320,67,25.4894,0.00219,10.4351,1.8361,37.8519,37.7628
3,double,uniform,CPU,"P | P | P | P | N | D",320,68,25.9184,0.00276,10.4423,1.83542,38.2848,38.199
3,double,uniform,CPU,"P | P | P | P | N | D",320,69,25.8329,0.00208,10.444,1.83766,38.2043,38.1166
3,double,uniform,CPU,"P | P | P | P | N | D",320,70,25.7451,0.00229,10.4314,1.83645,38.1075,38.0152
3,double,uniform,CPU,"P | P | P | P | N | D",320,71,25.8209,0.0024,10.4355,1.83878,38.1845,38.0976
3,double,uniform,CPU,"P | P | P | P | N | D",320,72,25.6519,0.00235,10.4354,1.83821,38.0153,37.9278
3,double,uniform,CPU,"P | P | P | P | N | D",320,73,25.7671,0.00229,10.4472,1.83776,38.1418,38.0544
3,double,uniform,CPU,"P | P | P | P | N | D",320,74,25.5264,0.00235,10.4313,1.83581,37.8828,37.7959
3,double,uniform,CPU,"P | P | P | P | N | D",384,0,54.0381,0.00258,15.4222,3.20848,72.7693,72.6715
3,double,uniform,CPU,"P | P | P | P | N | D",384,1,53.9434,0.00273,15.4217,3.20275,72.6703,72.5706
3,double,uniform,CPU,"P | P | P | P | N | D",384,2,53.6844,0.002439,15.4196,3.20608,72.4095,72.3125
3,double,uniform,CPU,"P | P | P | P | N | D",384,3,54.0199,0.00278,15.4258,3.20774,72.7546,72.6562
3,double,uniform,CPU,"P | P | P | P | N | D",384,4,54.2452,0.00272,15.421,3.21155,72.9801,72.8805
3,double,uniform,CPU,"P | P | P | P | N | D",384,5,53.8625,0.00248,15.42,3.20547,72.5943,72.4905
3,double,uniform,CPU,"P | P | P | P | N | D",384,6,53.673,0.00285,15.4129,3.21104,72.3975,72.2998
3,double,uniform,CPU,"P | P | P | P | N | D",384,7,53.9262,0.00243,15.4177,3.20522,72.6488,72.5516
3,double,uniform,CPU,"P | P | P | P | N | D",384,8,53.7643,0.00255,15.4165,3.2055,72.4964,72.3888
3,double,uniform,CPU,"P | P | P | P | N | D",384,9,53.7247,0.00268,15.4164,3.20502,72.4461,72.3489
3,double,uniform,CPU,"P | P | P | P | N | D",384,10,53.9402,0.002699,15.4452,3.20592,72.6954,72.594
3,double,uniform,CPU,"P | P | P | P | N | D",384,11,53.7758,0.00234,15.4278,3.21386,72.5161,72.4198
3,double,uniform,CPU,"P | P | P | P | N | D",384,12,53.9036,0.002559,15.4405,3.20528,72.6554,72.552
3,double,uniform,CPU,"P | P | P | P | N | D",384,13,53.8617,0.00251,15.411,3.21021,72.5852,72.4854
3,double,uniform,CPU,"P | P | P | P | N | D",384,14,53.8408,0.00232,15.4422,3.20771,72.5893,72.493
3,double,uniform,CPU,"P | P | P | P | N | D",384,15,53.8942,0.002569,15.4408,3.20682,72.6456,72.5444
3,double,uniform,CPU,"P | P | P | P | N | D",384,16,53.7223,0.0026,15.4419,3.20813,72.4727,72.3749
3,double,uniform,CPU,"P | P | P | P | N | D",384,17,53.9911,0.00265,15.4636,3.20771,72.7616,72.6651
3,double,uniform,CPU,"P | P | P | P | N | D",384,18,53.8085,0.00288,15.4475,3.2017,72.5587,72.4606
3,double,uniform,CPU,"P | P | P | P | N | D",384,19,53.8619,0.00262,15.4403,3.2064,72.6076,72.5112
3,double,uniform,CPU,"P | P | P | P | N | D",384,20,53.917,0.00243,15.4198,3.2063,72.6437,72.5455
3,double,uniform,CPU,"P | P | P | P | N | D",384,21,54.1173,0.002658,15.4613,3.20272,72.8837,72.784
3,double,uniform,CPU,"P | P | P | P | N | D",384,22,53.8242,0.002359,15.4662,3.20672,72.6002,72.4995
3,double,uniform,CPU,"P | P | P | P | N | D",384,23,53.7705,0.002391,15.4171,3.2007,72.4883,72.3907
3,double,uniform,CPU,"P | P | P | P | N | D",384,24,53.947,0.00228,15.4609,3.20477,72.7158,72.6149
3,double,uniform,CPU,"P | P | P | P | N | D",384,25,53.772,0.002349,15.4136,3.20685,72.4905,72.3948
3,double,uniform,CPU,"P | P | P | P | N | D",384,26,53.7912,0.00258,15.419,3.20768,72.5228,72.4205
3,double,uniform,CPU,"P | P | P | P | N | D",384,27,53.8477,0.00254,15.4659,3.20637,72.6152,72.5225
3,double,uniform,CPU,"P | P | P | P | N | D",384,28,53.9482,0.00261,15.4159,3.20934,72.6797,72.576
3,double,uniform,CPU,"P | P | P | P | N | D",384,29,53.9254,0.00261,15.4643,3.20365,72.6946,72.596
3,double,uniform,CPU,"P | P | P | P | N | D",384,30,54.0108,0.00257,15.4129,3.2031,72.7258,72.6294
3,double,uniform,CPU,"P | P | P | P | N | D",384,31,53.7656,0.00319,15.4387,3.20675,72.5132,72.4143
3,double,uniform,CPU,"P | P | P | P | N | D",384,32,53.9746,0.00243,15.4356,3.20698,72.7156,72.6195
3,double,uniform,CPU,"P | P | P | P | N | D",384,33,53.8469,0.00288,15.411,3.20461,72.5638,72.4653
3,double,uniform,CPU,"P | P | P | P | N | D",384,34,53.812,0.002391,15.4445,3.20515,72.5592,72.464
3,double,uniform,CPU,"P | P | P | P | N | D",384,35,53.8364,0.00282,15.4415,3.21344,72.5919,72.4942
3,double,uniform,CPU,"P | P | P | P | N | D",384,36,53.8445,0.00248,15.4343,3.2047,72.5879,72.486
3,double,uniform,CPU,"P | P | P | P | N | D",384,37,53.9206,0.00282,15.4283,3.20595,72.654,72.5577
3,double,uniform,CPU,"P | P | P | P | N | D",384,38,53.6208,0.002181,15.4385,3.20682,72.3648,72.2683
3,double,uniform,CPU,"P | P | P | P | N | D",384,39,53.903,0.0027,15.4732,3.2073,72.6838,72.5863
3,double,uniform,CPU,"P | P | P | P | N | D",384,40,53.7378,0.002611,15.4271,3.20525,72.4722,72.3727
3,double,uniform,CPU,"P | P | P | P | N | D",384,41,53.8634,0.002731,15.4161,3.20614,72.5955,72.4884
3,double,uniform,CPU,"P | P | P | P | N | D",384,42,53.8439,0.00235,15.4205,3.20909,72.5782,72.4758
3,double,uniform,CPU,"P | P | P | P | N | D",384,43,53.9837,0.00252,15.4128,3.208,72.7061,72.607
3,double,uniform,CPU,"P | P | P | P | N | D",384,44,53.7363,0.00265,15.4147,3.20298,72.4565,72.3566
3,double,uniform,CPU,"P | P | P | P | N | D",384,45,53.9101,0.002531,15.4165,3.20317,72.6313,72.5324
3,double,uniform,CPU,"P | P | P | P | N | D",384,46,53.988,0.00263,15.4161,3.21923,72.7296,72.626
3,double,uniform,CPU,"P | P | P | P | N | D",384,47,54.0061,0.002708,15.4225,3.20355,72.7316,72.6348
3,double,uniform,CPU,"P | P | P | P | N | D",384,48,53.8835,0.002608,15.4182,3.2055,72.6149,72.5098
3,double,uniform,CPU,"P | P | P | P | N | D",384,49,53.8878,0.00253,15.4558,3.2056,72.6495,72.5517
3,double,uniform,CPU,"P | P | P | P | N | D",384,50,53.7875,0.00253,15.4435,3.20512,72.5373,72.4386
3,double,uniform,CPU,"P | P | P | P | N | D",384,51,53.7197,0.00255,15.4146,3.20192,72.4337,72.3388
3,double,uniform,CPU,"P | P | P | P | N | D",384,52,54.0837,0.00264,15.4447,3.20893,72.8402,72.74
3,double,uniform,CPU,"P | P | P | P | N | D",384,53,53.9973,0.00232,15.425,3.20522,72.7276,72.6299
3,double,uniform,CPU,"P | P | P | P | N | D",384,54,54.13,0.00255,15.4431,3.20797,72.8833,72.7837
3,double,uniform,CPU,"P | P | P | P | N | D",384,55,54.2318,0.00252,15.4374,3.19853,72.9699,72.8703
3,double,uniform,CPU,"P | P | P | P | N | D",384,56,53.9082,0.00285,15.4188,3.20896,72.6359,72.5388
3,double,uniform,CPU,"P | P | P | P | N | D",384,57,53.96,0.00241,15.4224,3.20595,72.6881,72.5907
3,double,uniform,CPU,"P | P | P | P | N | D",384,58,53.9125,0.00251,15.4138,3.2071,72.639,72.5359
3,double,uniform,CPU,"P | P | P | P | N | D",384,59,53.945,0.00227,15.4309,3.20096,72.6759,72.5791
3,double,uniform,CPU,"P | P | P | P | N | D",384,60,53.796,0.00246,15.4368,3.2048,72.5414,72.44
3,double,uniform,CPU,"P | P | P | P | N | D",384,61,53.9369,0.002479,15.4612,3.21462,72.7134,72.6152
3,double,uniform,CPU,"P | P | P | P | N | D",384,62,53.8776,0.002589,15.4635,3.20688,72.6556,72.5505
3,double,uniform,CPU,"P | P | P | P | N | D",384,63,53.8553,0.002471,15.4165,3.20582,72.5818,72.4801
3,double,uniform,CPU,"P | P | P | P | N | D",384,64,53.8358,0.002668,15.4165,3.20656,72.5638,72.4615
3,double,uniform,CPU,"P | P | P | P | N | D",384,65,53.9765,0.00237,15.4407,3.21517,72.7365,72.6347
3,double,uniform,CPU,"P | P | P | P | N | D",384,66,53.8867,0.002151,15.4221,3.2031,72.609,72.5141
3,double,uniform,CPU,"P | P | P | P | N | D",384,67,53.9413,0.00272,15.4155,3.20669,72.668,72.5663
3,double,uniform,CPU,"P | P | P | P | N | D",384,68,54.0108,0.00258,15.4136,3.2039,72.7315,72.6309
3,double,uniform,CPU,"P | P | P | P | N | D",384,69,53.9239,0.00245,15.4151,3.21853,72.6618,72.5599
3,double,uniform,CPU,"P | P | P | P | N | D",384,70,53.7714,0.002429,15.4103,3.20602,72.4923,72.3901
3,double,uniform,CPU,"P | P | P | P | N | D",384,71,53.7981,0.00251,15.4431,3.20669,72.5572,72.4504
3,double,uniform,CPU,"P | P | P | P | N | D",384,72,54.0204,0.00248,15.4399,3.20627,72.7676,72.6691
3,double,uniform,CPU,"P | P | P | P | N | D",384,73,53.8568,0.00244,15.4257,3.20442,72.5939,72.4893
3,double,uniform,CPU,"P | P | P | P | N | D",384,74,54.1553,0.002649,15.4477,3.20826,72.9153,72.8138
3,double,uniform,CPU,"P | P | P | P | N | D",448,0,63.9629,0.00292,29.9405,5.08992,99.1028,98.9963
3,double,uniform,CPU,"P | P | P | P | N | D",448,1,63.5987,0.00258,29.9429,5.09037,98.7463,98.6346
3,double,uniform,CPU,"P | P | P | P | N | D",448,2,64.2472,0.00297,29.9499,5.09085,99.3979,99.2909
3,double,uniform,CPU,"P | P | P | P | N | D",448,3,64.0713,0.00261,29.9417,5.0896,99.2182,99.1051
3,double,uniform,CPU,"P | P | P | P | N | D",448,4,63.7613,0.0026,29.9412,5.09181,98.9059,98.7969
3,double,uniform,CPU,"P | P | P | P | N | D",448,5,63.6719,0.00252,29.9373,5.08912,98.8056,98.7009
3,double,uniform,CPU,"P | P | P | P | N | D",448,6,63.7853,0.00266,29.9413,5.09238,98.9303,98.8217
3,double,uniform,CPU,"P | P | P | P | N | D",448,7,64.4186,0.00262,29.9467,5.08682,99.5648,99.4548
3,double,uniform,CPU,"P | P | P | P | N | D",448,8,63.8554,0.002691,29.9399,5.08723,98.9935,98.8852
3,double,uniform,CPU,"P | P | P | P | N | D",448,9,63.5473,0.00264,29.9487,5.08739,98.6937,98.586
3,double,uniform,CPU,"P | P | P | P | N | D",448,10,63.9491,0.00285,29.9415,5.08768,99.088,98.981
3,double,uniform,CPU,"P | P | P | P | N | D",448,11,63.7266,0.00302,29.9441,5.08902,98.8722,98.7628
3,double,uniform,CPU,"P | P | P | P | N | D",448,12,64.1619,0.002761,29.9431,5.08864,99.3081,99.1964
3,double,uniform,CPU,"P | P | P | P | N | D",448,13,63.9343,0.00248,29.9432,5.09158,99.0835,98.9716
3,double,uniform,CPU,"P | P | P | P | N | D",448,14,64.2617,0.002591,29.9475,5.08995,99.408,99.3017
3,double,uniform,CPU,"P | P | P | P | N | D",448,15,63.5769,0.002649,29.9421,5.0863,98.7149,98.6079
3,double,uniform,CPU,"P | P | P | P | N | D",448,16,63.6629,0.00265,29.9475,5.09318,98.8151,98.7063
3,double,uniform,CPU,"P | P | P | P | N | D",448,17,65.0448,0.00268,29.9427,5.09213,100.19,100.082
3,double,uniform,CPU,"P | P | P | P | N | D",448,18,64.0578,0.00275,29.9495,5.08979,99.2121,99.0999
3,double,uniform,CPU,"P | P | P | P | N | D",448,19,63.9654,0.00262,29.9438,5.0881,99.1079,98.9999
