dim,precision,solver_type,api,bc_name,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
1,double,uniform,GPU,"P | P",256,58,0.01248,0,0.03183,0.014592,0.100849,0.058902
1,double,uniform,GPU,"P | P",256,59,0.013248,0,0.031479,0.015488,0.102179,0.060215
1,double,uniform,GPU,"P | P",256,60,0.012096,0,0.031999,0.015392,0.100979,0.059487
1,double,uniform,GPU,"P | P",256,61,0.01248,0,0.03173,0.013696,0.099249,0.057906
1,double,uniform,GPU,"P | P",256,62,0.012032,0,0.03151,0.012064,0.097258,0.055606
1,double,uniform,GPU,"P | P",256,63,0.012832,0,0.03153,0.014016,0.100048,0.058378
1,double,uniform,GPU,"P | P",256,64,0.013088,0,0.03204,0.01552,0.101269,0.060648
1,double,uniform,GPU,"P | P",256,65,0.012288,0,0.03151,0.013312,0.098229,0.05711
1,double,uniform,GPU,"P | P",256,66,0.014656,0,0.03198,0.016928,0.105739,0.063564
1,double,uniform,GPU,"P | P",256,67,0.012032,0,0.031649,0.01344,0.099089,0.057121
1,double,uniform,GPU,"P | P",256,68,0.012032,0,0.03129,0.014752,0.098829,0.058074
1,double,uniform,GPU,"P | P",256,69,0.013248,0,0.03163,0.01232,0.106399,0.057198
1,double,uniform,GPU,"P | P",256,70,0.012416,0,0.031269,0.012704,0.103789,0.056389
1,double,uniform,GPU,"P | P",256,71,0.012512,0,0.031789,0.016096,0.102409,0.060397
1,double,uniform,GPU,"P | P",256,72,0.012704,0,0.03172,0.016672,0.101939,0.061096
1,double,uniform,GPU,"P | P",256,73,0.012128,0,0.03187,0.015872,0.100979,0.05987
1,double,uniform,GPU,"P | P",256,74,0.01232,0,0.03154,0.013216,0.098769,0.057076
1,double,uniform,GPU,"P | P",320,0,0.024672,0,0.03798,0.021632,0.134659,0.084284
1,double,uniform,GPU,"P | P",320,1,0.012416,0,0.03466,0.01568,0.106009,0.062756
1,double,uniform,GPU,"P | P",320,2,0.013472,0,0.03473,0.015328,0.106659,0.06353
1,double,uniform,GPU,"P | P",320,3,0.01248,0,0.03428,0.012928,0.10377,0.059688
1,double,uniform,GPU,"P | P",320,4,0.012384,0,0.03415,0.01328,0.102339,0.059814
1,double,uniform,GPU,"P | P",320,5,0.01328,0,0.034289,0.012928,0.103929,0.060497
1,double,uniform,GPU,"P | P",320,6,0.012992,0,0.03435,0.011968,0.102999,0.05931
1,double,uniform,GPU,"P | P",320,7,0.018528,0,0.030709,0.01632,0.100399,0.065557
1,double,uniform,GPU,"P | P",320,8,0.012832,0,0.034419,0.014304,0.104899,0.061555
1,double,uniform,GPU,"P | P",320,9,0.0128,0,0.034299,0.013312,0.103509,0.060411
1,double,uniform,GPU,"P | P",320,10,0.012128,0,0.03448,0.013056,0.102239,0.059664
1,double,uniform,GPU,"P | P",320,11,0.013248,0,0.03458,0.012544,0.103709,0.060372
1,double,uniform,GPU,"P | P",320,12,0.012256,0,0.034359,0.014112,0.104059,0.060727
1,double,uniform,GPU,"P | P",320,13,0.013216,0,0.03411,0.014496,0.104309,0.061822
1,double,uniform,GPU,"P | P",320,14,0.012736,0,0.03436,0.020864,0.112459,0.06796
1,double,uniform,GPU,"P | P",320,15,0.012608,0,0.034489,0.01296,0.103718,0.060057
1,double,uniform,GPU,"P | P",320,16,0.01312,0,0.03451,0.013792,0.104589,0.061422
1,double,uniform,GPU,"P | P",320,17,0.011968,0,0.03398,0.013408,0.10257,0.059356
1,double,uniform,GPU,"P | P",320,18,0.012768,0,0.03474,0.014976,0.107519,0.062484
1,double,uniform,GPU,"P | P",320,19,0.013248,0,0.030549,0.015584,0.096749,0.059381
1,double,uniform,GPU,"P | P",320,20,0.01232,0,0.03483,0.013056,0.103579,0.060206
1,double,uniform,GPU,"P | P",320,21,0.01232,0,0.03464,0.011872,0.102658,0.058832
1,double,uniform,GPU,"P | P",320,22,0.012992,0,0.03464,0.014176,0.105799,0.061808
1,double,uniform,GPU,"P | P",320,23,0.012736,0,0.03427,0.013056,0.102948,0.060062
1,double,uniform,GPU,"P | P",320,24,0.012096,0,0.040879,0.014272,0.109249,0.067247
1,double,uniform,GPU,"P | P",320,25,0.01264,0,0.03447,0.020704,0.110899,0.067814
1,double,uniform,GPU,"P | P",320,26,0.0128,0,0.034939,0.012768,0.103439,0.060507
1,double,uniform,GPU,"P | P",320,27,0.013888,0,0.034599,0.013984,0.112429,0.062471
1,double,uniform,GPU,"P | P",320,28,0.015616,0,0.03494,0.012832,0.108439,0.063388
1,double,uniform,GPU,"P | P",320,29,0.015392,0,0.03443,0.013568,0.107559,0.06339
1,double,uniform,GPU,"P | P",320,30,0.011424,0,0.03421,0.01152,0.099899,0.057154
1,double,uniform,GPU,"P | P",320,31,0.012384,0,0.030619,0.01584,0.094189,0.058843
1,double,uniform,GPU,"P | P",320,32,0.01456,0,0.03089,0.015328,0.097089,0.060778
1,double,uniform,GPU,"P | P",320,33,0.012192,0,0.03418,0.012864,0.102918,0.059236
1,double,uniform,GPU,"P | P",320,34,0.012224,0,0.03412,0.014144,0.103858,0.060488
1,double,uniform,GPU,"P | P",320,35,0.012672,0,0.03441,0.013152,0.104089,0.060234
1,double,uniform,GPU,"P | P",320,36,0.01216,0,0.03442,0.012768,0.101279,0.059348
1,double,uniform,GPU,"P | P",320,37,0.012064,0,0.03428,0.015648,0.106019,0.061992
1,double,uniform,GPU,"P | P",320,38,0.011968,0,0.034599,0.01392,0.103309,0.060487
1,double,uniform,GPU,"P | P",320,39,0.01216,0,0.03425,0.014336,0.104009,0.060746
1,double,uniform,GPU,"P | P",320,40,0.012576,0,0.0344,0.012704,0.103059,0.05968
1,double,uniform,GPU,"P | P",320,41,0.012064,0,0.034169,0.01328,0.103359,0.059513
1,double,uniform,GPU,"P | P",320,42,0.01248,0,0.034519,0.012224,0.102789,0.059223
1,double,uniform,GPU,"P | P",320,43,0.01184,0,0.03449,0.012352,0.10123,0.058682
1,double,uniform,GPU,"P | P",320,44,0.01632,0,0.034399,0.012832,0.105848,0.063551
1,double,uniform,GPU,"P | P",320,45,0.014112,0,0.0309,0.016064,0.09869,0.061076
1,double,uniform,GPU,"P | P",320,46,0.012896,0,0.034279,0.0136,0.105589,0.060775
1,double,uniform,GPU,"P | P",320,47,0.012096,0,0.03462,0.0144,0.104619,0.061116
1,double,uniform,GPU,"P | P",320,48,0.01248,0,0.034399,0.013408,0.103808,0.060287
1,double,uniform,GPU,"P | P",320,49,0.012096,0,0.03438,0.01168,0.10191,0.058156
1,double,uniform,GPU,"P | P",320,50,0.012768,0,0.03433,0.014176,0.109309,0.061274
1,double,uniform,GPU,"P | P",320,51,0.014144,0,0.03979,0.014336,0.110489,0.06827
1,double,uniform,GPU,"P | P",320,52,0.012,0,0.03496,0.012832,0.104679,0.059792
1,double,uniform,GPU,"P | P",320,53,0.012928,0,0.03471,0.013184,0.102739,0.060822
1,double,uniform,GPU,"P | P",320,54,0.013408,0,0.03478,0.012512,0.103479,0.0607
1,double,uniform,GPU,"P | P",320,55,0.013152,0,0.034739,0.012576,0.103529,0.060467
1,double,uniform,GPU,"P | P",320,56,0.01392,0,0.03477,0.013408,0.105379,0.062098
1,double,uniform,GPU,"P | P",320,57,0.012064,0,0.034099,0.011744,0.100849,0.057907
1,double,uniform,GPU,"P | P",320,58,0.011232,0,0.033319,0.0128,0.097429,0.057351
1,double,uniform,GPU,"P | P",320,59,0.012896,0,0.034309,0.011904,0.102699,0.059109
1,double,uniform,GPU,"P | P",320,60,0.013152,0,0.03441,0.011808,0.103339,0.05937
1,double,uniform,GPU,"P | P",320,61,0.012736,0,0.034169,0.014208,0.103899,0.061113
1,double,uniform,GPU,"P | P",320,62,0.011584,0,0.034829,0.013536,0.103319,0.059949
1,double,uniform,GPU,"P | P",320,63,0.012768,0,0.03414,0.01344,0.102818,0.060348
1,double,uniform,GPU,"P | P",320,64,0.013984,0,0.03458,0.012032,0.103409,0.060596
1,double,uniform,GPU,"P | P",320,65,0.116064,0,0.03445,0.013408,0.207788,0.163922
1,double,uniform,GPU,"P | P",320,66,0.012224,0,0.03411,0.01248,0.101909,0.058814
1,double,uniform,GPU,"P | P",320,67,0.012736,0,0.0342,0.012928,0.103079,0.059864
1,double,uniform,GPU,"P | P",320,68,0.013216,0,0.0343,0.013024,0.103599,0.06054
1,double,uniform,GPU,"P | P",320,69,0.013472,0,0.03432,0.01216,0.102929,0.059952
1,double,uniform,GPU,"P | P",320,70,0.011776,0,0.03451,0.01248,0.101129,0.058766
1,double,uniform,GPU,"P | P",320,71,0.011424,0,0.03432,0.014624,0.103739,0.060368
1,double,uniform,GPU,"P | P",320,72,0.012768,0,0.034749,0.01328,0.106389,0.060797
1,double,uniform,GPU,"P | P",320,73,0.011904,0,0.034359,0.013952,0.105569,0.060215
1,double,uniform,GPU,"P | P",320,74,0.011584,0,0.03497,0.01472,0.104059,0.061274
1,double,uniform,GPU,"P | P",384,0,0.022784,0,0.043969,0.023648,0.139459,0.090401
1,double,uniform,GPU,"P | P",384,1,0.013856,0,0.041,0.015168,0.111318,0.070024
1,double,uniform,GPU,"P | P",384,2,0.014272,0,0.041059,0.01456,0.112249,0.069891
1,double,uniform,GPU,"P | P",384,3,0.013728,0,0.03689,0.016416,0.102379,0.067034
1,double,uniform,GPU,"P | P",384,4,0.01248,0,0.040949,0.015648,0.118419,0.069077
1,double,uniform,GPU,"P | P",384,5,0.094784,0,0.04071,0.012832,0.188568,0.148326
1,double,uniform,GPU,"P | P",384,6,0.012128,0,0.04065,0.015616,0.109269,0.068394
1,double,uniform,GPU,"P | P",384,7,0.012128,0,0.040949,0.015168,0.109099,0.068245
1,double,uniform,GPU,"P | P",384,8,0.014976,0,0.040739,0.013728,0.111149,0.069443
1,double,uniform,GPU,"P | P",384,9,0.01312,0,0.040769,0.016704,0.112439,0.070593
1,double,uniform,GPU,"P | P",384,10,0.012448,0,0.04069,0.014976,0.109239,0.068114
1,double,uniform,GPU,"P | P",384,11,0.012416,0,0.040889,0.013984,0.108799,0.067289
1,double,uniform,GPU,"P | P",384,12,0.011904,0,0.040859,0.013056,0.107909,0.065819
1,double,uniform,GPU,"P | P",384,13,0.012192,0,0.04045,0.014304,0.108099,0.066946
1,double,uniform,GPU,"P | P",384,14,0.0128,0,0.04036,0.014656,0.107758,0.067816
1,double,uniform,GPU,"P | P",384,15,0.012256,0,0.040489,0.015456,0.109559,0.068201
1,double,uniform,GPU,"P | P",384,16,0.012576,0,0.040789,0.013952,0.108829,0.067317
1,double,uniform,GPU,"P | P",384,17,0.012928,0,0.040649,0.01488,0.109969,0.068457
1,double,uniform,GPU,"P | P",384,18,0.012768,0,0.04054,0.015296,0.109659,0.068604
1,double,uniform,GPU,"P | P",384,19,0.012544,0,0.040619,0.014944,0.109689,0.068107
1,double,uniform,GPU,"P | P",384,20,0.012032,0,0.04051,0.014272,0.108519,0.066814
1,double,uniform,GPU,"P | P",384,21,0.013408,0,0.04112,0.013728,0.110179,0.068256
1,double,uniform,GPU,"P | P",384,22,0.013664,0,0.04077,0.014208,0.111298,0.068642
1,double,uniform,GPU,"P | P",384,23,0.011232,0,0.041489,0.013856,0.109099,0.066577
1,double,uniform,GPU,"P | P",384,24,0.013568,0,0.040549,0.014272,0.109859,0.068389
1,double,uniform,GPU,"P | P",384,25,0.012448,0,0.04046,0.014272,0.108439,0.06718
1,double,uniform,GPU,"P | P",384,26,0.012864,0,0.04091,0.014624,0.109008,0.068398
1,double,uniform,GPU,"P | P",384,27,0.01312,0,0.040539,0.01392,0.109819,0.067579
1,double,uniform,GPU,"P | P",384,28,0.012832,0,0.0381,0.0144,0.099809,0.065332
1,double,uniform,GPU,"P | P",384,29,0.01328,0,0.041209,0.016896,0.117159,0.071385
1,double,uniform,GPU,"P | P",384,30,0.013312,0,0.04052,0.01264,0.107278,0.066472
1,double,uniform,GPU,"P | P",384,31,0.01376,0,0.04065,0.014304,0.110949,0.068714
1,double,uniform,GPU,"P | P",384,32,0.013216,0,0.04079,0.014336,0.110188,0.068342
1,double,uniform,GPU,"P | P",384,33,0.012448,0,0.04041,0.015776,0.109619,0.068634
1,double,uniform,GPU,"P | P",384,34,0.01248,0,0.04078,0.014912,0.108849,0.068172
1,double,uniform,GPU,"P | P",384,35,0.01392,0,0.03674,0.015488,0.101779,0.066148
1,double,uniform,GPU,"P | P",384,36,0.012736,0,0.040619,0.01552,0.109729,0.068875
1,double,uniform,GPU,"P | P",384,37,0.01536,0,0.040559,0.01504,0.111949,0.070959
1,double,uniform,GPU,"P | P",384,38,0.013344,0,0.04113,0.014592,0.110229,0.069066
1,double,uniform,GPU,"P | P",384,39,0.013568,0,0.040739,0.012768,0.113838,0.067075
1,double,uniform,GPU,"P | P",384,40,0.012576,0,0.04051,0.013568,0.108318,0.066654
1,double,uniform,GPU,"P | P",384,41,0.011648,0,0.036619,0.017024,0.099788,0.065291
1,double,uniform,GPU,"P | P",384,42,0.013312,0,0.04079,0.015008,0.110299,0.06911
1,double,uniform,GPU,"P | P",384,43,0.011904,0,0.040539,0.013344,0.107969,0.065787
1,double,uniform,GPU,"P | P",384,44,0.012768,0,0.040629,0.014624,0.108919,0.068021
1,double,uniform,GPU,"P | P",384,45,0.012288,0,0.040718,0.013824,0.105909,0.06683
1,double,uniform,GPU,"P | P",384,46,0.012384,0,0.04054,0.014176,0.109409,0.0671
1,double,uniform,GPU,"P | P",384,47,0.012576,0,0.0409,0.013888,0.109029,0.067364
1,double,uniform,GPU,"P | P",384,48,0.012544,0,0.04061,0.013632,0.109579,0.066786
1,double,uniform,GPU,"P | P",384,49,0.011488,0,0.041059,0.01328,0.107699,0.065827
1,double,uniform,GPU,"P | P",384,50,0.021408,0,0.040639,0.012288,0.116279,0.074335
1,double,uniform,GPU,"P | P",384,51,0.013504,0,0.0406,0.013024,0.213218,0.067128
1,double,uniform,GPU,"P | P",384,52,0.013216,0,0.040599,0.013696,0.107739,0.067511
1,double,uniform,GPU,"P | P",384,53,0.014976,0,0.040529,0.015424,0.111979,0.070929
1,double,uniform,GPU,"P | P",384,54,0.01328,0,0.03707,0.015264,0.099569,0.065614
1,double,uniform,GPU,"P | P",384,55,0.013696,0,0.04081,0.012704,0.108678,0.06721
1,double,uniform,GPU,"P | P",384,56,0.013216,0,0.04094,0.013568,0.108828,0.067724
1,double,uniform,GPU,"P | P",384,57,0.012768,0,0.04088,0.01392,0.108499,0.067568
1,double,uniform,GPU,"P | P",384,58,0.013728,0,0.04075,0.016544,0.113479,0.071022
1,double,uniform,GPU,"P | P",384,59,0.012928,0,0.04089,0.013568,0.113688,0.067386
1,double,uniform,GPU,"P | P",384,60,0.012224,0,0.040779,0.014368,0.193628,0.067371
1,double,uniform,GPU,"P | P",384,61,0.01536,0,0.04081,0.014432,0.113169,0.070602
1,double,uniform,GPU,"P | P",384,62,0.011904,0,0.041,0.015424,0.110238,0.068328
1,double,uniform,GPU,"P | P",384,63,0.012928,0,0.04069,0.014976,0.109419,0.068594
1,double,uniform,GPU,"P | P",384,64,0.013824,0,0.04064,0.014336,0.110569,0.0688
1,double,uniform,GPU,"P | P",384,65,0.016704,0,0.040329,0.015584,0.113628,0.072617
1,double,uniform,GPU,"P | P",384,66,0.012608,0,0.0404,0.015296,0.109699,0.068304
1,double,uniform,GPU,"P | P",384,67,0.012768,0,0.04031,0.013952,0.108069,0.06703
1,double,uniform,GPU,"P | P",384,68,0.013056,0,0.04052,0.01424,0.108809,0.067816
1,double,uniform,GPU,"P | P",384,69,0.012,0,0.04111,0.013824,0.194878,0.066934
1,double,uniform,GPU,"P | P",384,70,0.01248,0,0.04056,0.012864,0.105829,0.065904
1,double,uniform,GPU,"P | P",384,71,0.012288,0,0.040659,0.013216,0.107918,0.066163
1,double,uniform,GPU,"P | P",384,72,0.012992,0,0.040629,0.01632,0.111109,0.069941
1,double,uniform,GPU,"P | P",384,73,0.013856,0,0.040429,0.01504,0.112089,0.069325
1,double,uniform,GPU,"P | P",384,74,0.01264,0,0.040849,0.013792,0.110159,0.067281
1,double,uniform,GPU,"P | P",448,0,0.022912,0,0.038349,0.022624,0.132929,0.083885
1,double,uniform,GPU,"P | P",448,1,0.014944,0,0.0342,0.017952,0.108969,0.067096
1,double,uniform,GPU,"P | P",448,2,0.01184,0,0.03342,0.016672,0.104079,0.061932
1,double,uniform,GPU,"P | P",448,3,0.013056,0,0.03388,0.015968,0.104099,0.062904
1,double,uniform,GPU,"P | P",448,4,0.01248,0,0.03363,0.012064,0.100948,0.058174
1,double,uniform,GPU,"P | P",448,5,0.012672,0,0.0339,0.016032,0.103479,0.062604
1,double,uniform,GPU,"P | P",448,6,0.011584,0,0.03372,0.01584,0.103199,0.061144
1,double,uniform,GPU,"P | P",448,7,0.015136,0,0.03362,0.016256,0.111169,0.065012
1,double,uniform,GPU,"P | P",448,8,0.01376,0,0.034129,0.014144,0.104409,0.062033
1,double,uniform,GPU,"P | P",448,9,0.01344,0,0.03179,0.014592,0.096439,0.059822
1,double,uniform,GPU,"P | P",448,10,0.012704,0,0.033719,0.014208,0.101599,0.060631
1,double,uniform,GPU,"P | P",448,11,0.012128,0,0.03379,0.013152,0.101069,0.05907
1,double,uniform,GPU,"P | P",448,12,0.0128,0,0.034189,0.01456,0.104629,0.061549
1,double,uniform,GPU,"P | P",448,13,0.012832,0,0.03385,0.014976,0.104339,0.061658
1,double,uniform,GPU,"P | P",448,14,0.01168,0,0.034819,0.01472,0.109738,0.061219
1,double,uniform,GPU,"P | P",448,15,0.013536,0,0.03428,0.013408,0.186098,0.061224
1,double,uniform,GPU,"P | P",448,16,0.012384,0,0.03433,0.01552,0.103209,0.062234
1,double,uniform,GPU,"P | P",448,17,0.011488,0,0.033739,0.016256,0.103089,0.061483
1,double,uniform,GPU,"P | P",448,18,0.01376,0,0.033609,0.016416,0.104939,0.063785
1,double,uniform,GPU,"P | P",448,19,0.013184,0,0.03428,0.015744,0.104059,0.063208
1,double,uniform,GPU,"P | P",448,20,0.01328,0,0.03439,0.01312,0.101319,0.06079
1,double,uniform,GPU,"P | P",448,21,0.012896,0,0.03,0.01632,0.093799,0.059216
1,double,uniform,GPU,"P | P",448,22,0.013376,0,0.03394,0.01536,0.104579,0.062676
1,double,uniform,GPU,"P | P",448,23,0.012608,0,0.03407,0.013184,0.107908,0.059862
1,double,uniform,GPU,"P | P",448,24,0.012608,0,0.03363,0.09392,0.180559,0.140158
1,double,uniform,GPU,"P | P",448,25,0.012512,0,0.03397,0.016768,0.104779,0.06325
1,double,uniform,GPU,"P | P",448,26,0.014016,0,0.03425,0.012736,0.102338,0.061002
1,double,uniform,GPU,"P | P",448,27,0.012224,0,0.033969,0.014912,0.102169,0.061105
1,double,uniform,GPU,"P | P",448,28,0.014848,0,0.03394,0.014816,0.105158,0.063604
1,double,uniform,GPU,"P | P",448,29,0.013344,0,0.03383,0.012704,0.100499,0.059878
1,double,uniform,GPU,"P | P",448,30,0.01248,0,0.03373,0.015456,0.102449,0.061666
1,double,uniform,GPU,"P | P",448,31,0.012832,0,0.03381,0.015072,0.102839,0.061714
1,double,uniform,GPU,"P | P",448,32,0.013312,0,0.03394,0.016256,0.104349,0.063508
1,double,uniform,GPU,"P | P",448,33,0.099808,0,0.03388,0.01472,0.190488,0.148408
1,double,uniform,GPU,"P | P",448,34,0.012352,0,0.029979,0.01456,0.092289,0.056891
1,double,uniform,GPU,"P | P",448,35,0.012928,0,0.033879,0.013504,0.101559,0.060311
1,double,uniform,GPU,"P | P",448,36,0.011552,0,0.03364,0.013664,0.100099,0.058856
1,double,uniform,GPU,"P | P",448,37,0.013216,0,0.0339,0.0168,0.105529,0.063916
1,double,uniform,GPU,"P | P",448,38,0.01152,0,0.03378,0.014656,0.099059,0.059956
1,double,uniform,GPU,"P | P",448,39,0.013088,0,0.03399,0.015104,0.104438,0.062182
1,double,uniform,GPU,"P | P",448,40,0.012416,0,0.034509,0.022912,0.113339,0.069837
1,double,uniform,GPU,"P | P",448,41,0.01168,0,0.034389,0.014432,0.102879,0.060501
1,double,uniform,GPU,"P | P",448,42,0.0136,0,0.033959,0.016544,0.106799,0.064103
1,double,uniform,GPU,"P | P",448,43,0.012768,0,0.03399,0.016224,0.104109,0.062982
1,double,uniform,GPU,"P | P",448,44,0.011872,0,0.033979,0.01504,0.101989,0.060891
1,double,uniform,GPU,"P | P",448,45,0.012352,0,0.03391,0.013472,0.099949,0.059734
1,double,uniform,GPU,"P | P",448,46,0.015744,0,0.03463,0.01504,0.107318,0.065414
1,double,uniform,GPU,"P | P",448,47,0.014784,0,0.03415,0.013888,0.104389,0.062822
1,double,uniform,GPU,"P | P",448,48,0.013856,0,0.03364,0.015968,0.111069,0.063464
1,double,uniform,GPU,"P | P",448,49,0.012896,0,0.03378,0.013408,0.103009,0.060084
1,double,uniform,GPU,"P | P",448,50,0.012768,0,0.03422,0.014592,0.102839,0.06158
1,double,uniform,GPU,"P | P",448,51,0.01216,0,0.033659,0.013632,0.100939,0.059451
1,double,uniform,GPU,"P | P",448,52,0.013856,0,0.033899,0.014944,0.104499,0.062699
1,double,uniform,GPU,"P | P",448,53,0.01264,0,0.03082,0.015584,0.094099,0.059044
1,double,uniform,GPU,"P | P",448,54,0.012256,0,0.03391,0.016256,0.103229,0.062422
1,double,uniform,GPU,"P | P",448,55,0.014976,0,0.034419,0.014176,0.110219,0.063571
1,double,uniform,GPU,"P | P",448,56,0.012864,0,0.03427,0.016288,0.218738,0.063422
1,double,uniform,GPU,"P | P",448,57,0.013984,0,0.033829,0.01312,0.102329,0.060933
1,double,uniform,GPU,"P | P",448,58,0.01312,0,0.033579,0.013376,0.101179,0.060075
1,double,uniform,GPU,"P | P",448,59,0.01232,0,0.03393,0.013792,0.101089,0.060042
1,double,uniform,GPU,"P | P",448,60,0.012608,0,0.03383,0.015008,0.103058,0.061446
1,double,uniform,GPU,"P | P",448,61,0.011776,0,0.03392,0.015104,0.102829,0.0608
1,double,uniform,GPU,"P | P",448,62,0.012928,0,0.03396,0.014848,0.103829,0.061736
1,double,uniform,GPU,"P | P",448,63,0.013376,0,0.03367,0.015904,0.110579,0.06295
1,double,uniform,GPU,"P | P",448,64,0.012032,0,0.033939,0.015552,0.102269,0.061523
1,double,uniform,GPU,"P | P",448,65,0.012128,0,0.03458,0.01424,0.106329,0.060948
1,double,uniform,GPU,"P | P",448,66,0.01344,0,0.03363,0.017568,0.108439,0.064638
1,double,uniform,GPU,"P | P",448,67,0.011936,0,0.03462,0.016128,0.104158,0.062684
1,double,uniform,GPU,"P | P",448,68,0.012704,0,0.03382,0.014784,0.102928,0.061308
1,double,uniform,GPU,"P | P",448,69,0.012608,0,0.03404,0.014464,0.103299,0.061112
1,double,uniform,GPU,"P | P",448,70,0.012448,0,0.033989,0.016032,0.104019,0.062469
1,double,uniform,GPU,"P | P",448,71,0.01328,0,0.03016,0.01456,0.092019,0.058
1,double,uniform,GPU,"P | P",448,72,0.011712,0,0.03355,0.014848,0.102229,0.06011
1,double,uniform,GPU,"P | P",448,73,0.013696,0,0.03378,0.01424,0.102578,0.061716
1,double,uniform,GPU,"P | P",448,74,0.012832,0,0.034199,0.012768,0.101369,0.059799
1,double,uniform,GPU,"P | P",512,0,0.0224,0,0.037099,0.023776,0.133578,0.083275
1,double,uniform,GPU,"P | P",512,1,0.015424,0,0.033539,0.012128,0.103909,0.061091
1,double,uniform,GPU,"P | P",512,2,0.013824,0,0.03395,0.015008,0.105329,0.062782
1,double,uniform,GPU,"P | P",512,3,0.0144,0,0.03352,0.015904,0.105399,0.063824
1,double,uniform,GPU,"P | P",512,4,0.013312,0,0.03351,0.015776,0.103299,0.062598
1,double,uniform,GPU,"P | P",512,5,0.014688,0,0.033389,0.013504,0.102359,0.061581
1,double,uniform,GPU,"P | P",512,6,0.01344,0,0.03356,0.016352,0.103509,0.063352
1,double,uniform,GPU,"P | P",512,7,0.01312,0,0.03392,0.014368,0.109349,0.061408
1,double,uniform,GPU,"P | P",512,8,0.012448,0,0.033439,0.01488,0.101279,0.060767
1,double,uniform,GPU,"P | P",512,9,0.013248,0,0.03433,0.014048,0.104128,0.061626
1,double,uniform,GPU,"P | P",512,10,0.012544,0,0.033469,0.015968,0.103938,0.061981
1,double,uniform,GPU,"P | P",512,11,0.012704,0,0.033199,0.01376,0.100579,0.059663
1,double,uniform,GPU,"P | P",512,12,0.013344,0,0.033629,0.014976,0.103269,0.061949
1,double,uniform,GPU,"P | P",512,13,0.01328,0,0.033589,0.013664,0.102519,0.060533
1,double,uniform,GPU,"P | P",512,14,0.013344,0,0.03348,0.016928,0.105159,0.063752
1,double,uniform,GPU,"P | P",512,15,0.012064,0,0.02992,0.014784,0.090219,0.056768
1,double,uniform,GPU,"P | P",512,16,0.012992,0,0.03402,0.014176,0.103078,0.061188
1,double,uniform,GPU,"P | P",512,17,0.012864,0,0.03354,0.014176,0.101869,0.06058
1,double,uniform,GPU,"P | P",512,18,0.012736,0,0.03368,0.01376,0.104389,0.060176
1,double,uniform,GPU,"P | P",512,19,0.012096,0,0.03366,0.01392,0.100019,0.059676
1,double,uniform,GPU,"P | P",512,20,0.0136,0,0.033639,0.014848,0.103399,0.062087
1,double,uniform,GPU,"P | P",512,21,0.012384,0,0.03321,0.014304,0.101389,0.059898
1,double,uniform,GPU,"P | P",512,22,0.012864,0,0.0336,0.013952,0.101889,0.060416
1,double,uniform,GPU,"P | P",512,23,0.013024,0,0.03359,0.012864,0.100618,0.059478
1,double,uniform,GPU,"P | P",512,24,0.012,0,0.03371,0.017184,0.103818,0.062894
1,double,uniform,GPU,"P | P",512,25,0.013024,0,0.03371,0.013088,0.102649,0.059822
1,double,uniform,GPU,"P | P",512,26,0.01344,0,0.03331,0.017056,0.112639,0.063806
1,double,uniform,GPU,"P | P",512,27,0.01328,0,0.03433,0.014816,0.104829,0.062426
1,double,uniform,GPU,"P | P",512,28,0.015168,0,0.03388,0.012896,0.103169,0.061944
1,double,uniform,GPU,"P | P",512,29,0.012384,0,0.03304,0.013216,0.103209,0.05864
1,double,uniform,GPU,"P | P",512,30,0.012928,0,0.033609,0.016224,0.102959,0.062761
1,double,uniform,GPU,"P | P",512,31,0.015744,0,0.03338,0.014144,0.104369,0.063268
1,double,uniform,GPU,"P | P",512,32,0.01392,0,0.033459,0.014272,0.102919,0.061651
1,double,uniform,GPU,"P | P",512,33,0.01312,0,0.03374,0.015776,0.103239,0.062636
1,double,uniform,GPU,"P | P",512,34,0.013632,0,0.033689,0.015936,0.104359,0.063257
1,double,uniform,GPU,"P | P",512,35,0.012736,0,0.030429,0.015296,0.093539,0.058461
1,double,uniform,GPU,"P | P",512,36,0.014208,0,0.03358,0.014304,0.104708,0.062092
1,double,uniform,GPU,"P | P",512,37,0.013728,0,0.033399,0.015584,0.105419,0.062711
1,double,uniform,GPU,"P | P",512,38,0.012416,0,0.033371,0.01328,0.100439,0.059067
1,double,uniform,GPU,"P | P",512,39,0.013664,0,0.03345,0.013312,0.102449,0.060426
1,double,uniform,GPU,"P | P",512,40,0.012288,0,0.033779,0.015648,0.103249,0.061715
1,double,uniform,GPU,"P | P",512,41,0.013472,0,0.03349,0.014176,0.102029,0.061138
1,double,uniform,GPU,"P | P",512,42,0.012128,0,0.03357,0.01472,0.100689,0.060418
1,double,uniform,GPU,"P | P",512,43,0.013408,0,0.034369,0.01488,0.104409,0.062657
1,double,uniform,GPU,"P | P",512,44,0.0128,0,0.033249,0.013888,0.100639,0.059937
1,double,uniform,GPU,"P | P",512,45,0.012544,0,0.033449,0.013984,0.108359,0.059977
1,double,uniform,GPU,"P | P",512,46,0.01264,0,0.033809,0.014272,0.102449,0.060721
1,double,uniform,GPU,"P | P",512,47,0.012544,0,0.030379,0.015072,0.092389,0.057995
