dim,precision,solver_type,api,bc_name,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
2,float,uniform,GPU,"N | N | N | N",64,0,0.078432,0,0.06157,193.244,193.474,193.384
2,float,uniform,GPU,"N | N | N | N",64,1,0.013248,0,0.02994,0.00992,0.089999,0.053108
2,float,uniform,GPU,"N | N | N | N",64,2,0.024928,0,0.02016,0.009248,0.084249,0.054336
2,float,uniform,GPU,"N | N | N | N",64,3,0.014624,0,0.023309,0.006208,0.083239,0.044141
2,float,uniform,GPU,"N | N | N | N",64,4,0.013856,0,0.02292,0.00832,0.07814,0.045096
2,float,uniform,GPU,"N | N | N | N",64,5,0.012608,0,0.02288,0.007872,0.07576,0.04336
2,float,uniform,GPU,"N | N | N | N",64,6,0.014336,0,0.02347,0.007872,0.080259,0.045678
2,float,uniform,GPU,"N | N | N | N",64,7,0.011968,0,0.02382,0.010112,0.081989,0.0459
2,float,uniform,GPU,"N | N | N | N",64,8,0.014208,0,0.024,0.008256,0.080399,0.046464
2,float,uniform,GPU,"N | N | N | N",64,9,0.012544,0,0.02361,0.008512,0.077399,0.044666
2,float,uniform,GPU,"N | N | N | N",64,10,0.0128,0,0.02278,0.008064,0.076849,0.043644
2,float,uniform,GPU,"N | N | N | N",64,11,0.016128,0,0.023609,0.005952,0.079499,0.045689
2,float,uniform,GPU,"N | N | N | N",64,12,0.012576,0,0.02346,0.008128,0.077309,0.044164
2,float,uniform,GPU,"N | N | N | N",64,13,0.015008,0,0.023541,0.0064,0.078199,0.044949
2,float,uniform,GPU,"N | N | N | N",64,14,0.012096,0,0.02367,0.006176,0.076009,0.041942
2,float,uniform,GPU,"N | N | N | N",64,15,0.01104,0,0.023809,0.00768,0.076129,0.042529
2,float,uniform,GPU,"N | N | N | N",64,16,0.012608,0,0.0227,0.00752,0.076019,0.042828
2,float,uniform,GPU,"N | N | N | N",64,17,0.014752,0,0.02396,0.006112,0.07875,0.044824
2,float,uniform,GPU,"N | N | N | N",64,18,0.012192,0,0.02325,0.007456,0.075759,0.042898
2,float,uniform,GPU,"N | N | N | N",64,19,0.014432,0,0.0233,0.00896,0.079819,0.046692
2,float,uniform,GPU,"N | N | N | N",64,20,0.013248,0,0.02452,0.00848,0.081579,0.046248
2,float,uniform,GPU,"N | N | N | N",64,21,0.01344,0,0.02376,0.008448,0.078579,0.045648
2,float,uniform,GPU,"N | N | N | N",64,22,0.01312,0,0.023289,0.009312,0.079409,0.045721
2,float,uniform,GPU,"N | N | N | N",64,23,0.01168,0,0.0229,0.006208,0.074889,0.040788
2,float,uniform,GPU,"N | N | N | N",64,24,0.014304,0,0.02332,0.008768,0.080859,0.046392
2,float,uniform,GPU,"N | N | N | N",64,25,0.0128,0,0.02341,0.008448,0.077899,0.044658
