dim,precision,solver_type,api,bc_name,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
2,float,uniform,CPU,"Ns | Ns | Ns | Ns",64,0,182.86,0,0.04612,51.3849,234.392,234.291
2,float,uniform,CPU,"Ns | Ns | Ns | Ns",128,35,0.040288,0,0.02354,0.008352,0.119168,0.07218
2,float,uniform,CPU,"Ns | Ns | Ns | Ns",128,36,0.042048,0,0.023579,0.005248,0.109539,0.070875
2,float,uniform,CPU,"Ns | Ns | Ns | Ns",128,37,0.034976,0,0.0197,0.008352,0.094819,0.063028
2,float,uniform,CPU,"Ns | Ns | Ns | Ns",128,38,0.039168,0,0.02315,0.00816,0.112428,0.070478
2,float,uniform,CPU,"Ns | Ns | Ns | Ns",128,39,0.040352,0,0.02408,0.006784,0.111449,0.071216
2,float,uniform,CPU,"Ns | Ns | Ns | Ns",128,40,0.037696,0,0.02326,0.006144,0.108379,0.0671
2,float,uniform,CPU,"Ns | Ns | Ns | Ns",128,41,0.038336,0,0.023249,0.00656,0.107089,0.068145
2,float,uniform,CPU,"Ns | Ns | Ns | Ns",128,42,0.127456,0,0.02301,0.0056,0.195878,0.156066
2,float,uniform,CPU,"Ns | Ns | Ns | Ns",128,43,0.045472,0,0.02351,0.007552,0.118628,0.076534
2,float,uniform,CPU,"Ns | Ns | Ns | Ns",128,44,0.043328,0,0.02339,0.006432,0.112819,0.07315
2,float,uniform,CPU,"Ns | Ns | Ns | Ns",128,45,0.03728,0,0.02393,0.007488,0.109119,0.068698
2,float,uniform,CPU,"Ns | Ns | Ns | Ns",128,46,0.03904,0,0.02348,0.007008,0.109169,0.069528
2,float,uniform,CPU,"Ns | Ns | Ns | Ns",128,47,0.038176,0,0.02333,0.007712,0.111479,0.069218
2,float,uniform,CPU,"Ns | Ns | Ns | Ns",128,48,0.03968,0,0.02371,0.006176,0.110128,0.069566
2,float,uniform,CPU,"Ns | Ns | Ns | Ns",128,49,0.036448,0,0.02303,0.0056,0.104889,0.065078
2,float,uniform,CPU,"Ns | Ns | Ns | Ns",128,50,0.043904,0,0.02332,0.006272,0.112179,0.073496
2,float,uniform,CPU,"Ns | Ns | Ns | Ns",128,51,0.038592,0,0.02328,0.006272,0.108618,0.068144
2,float,uniform,CPU,"Ns | Ns | Ns | Ns",128,52,0.040384,0,0.02368,0.007712,0.111608,0.071776
2,float,uniform,CPU,"Ns | Ns | Ns | Ns",128,53,0.040288,0,0.022969,0.006752,0.112139,0.070009
2,float,uniform,CPU,"Ns | Ns | Ns | Ns",128,54,0.041024,0,0.023121,0.005472,0.110279,0.069617
2,float,uniform,CPU,"Ns | Ns | Ns | Ns",128,55,0.038048,0,0.02312,0.005536,0.106379,0.066704
2,float,uniform,CPU,"Ns | Ns | Ns | Ns",128,56,0.03632,0,0.110719,0.008608,0.188998,0.155647
2,float,uniform,CPU,"Ns | Ns | Ns | Ns",128,57,0.0384,0,0.023609,0.006048,0.108039,0.068057
2,float,uniform,CPU,"Ns | Ns | Ns | Ns",128,58,0.040288,0,0.02391,0.005344,0.108078,0.069542
2,float,uniform,CPU,"Ns | Ns | Ns | Ns",128,59,0.038784,0,0.02324,0.006432,0.109999,0.068456
2,float,uniform,CPU,"Ns | Ns | Ns | Ns",128,60,0.039328,0,0.02329,0.006624,0.110579,0.069242
2,float,uniform,CPU,"Ns | Ns | Ns | Ns",128,61,0.042144,0,0.023229,0.005664,0.111679,0.071037
2,float,uniform,CPU,"Ns | Ns | Ns | Ns",128,62,0.046944,0,0.023479,0.006752,0.118159,0.077175
2,float,uniform,CPU,"Ns | Ns | Ns | Ns",128,63,0.0392,0,0.02303,0.0064,0.107388,0.06863
2,float,uniform,CPU,"Ns | Ns | Ns | Ns",128,64,0.038464,0,0.0232,0.00624,0.109489,0.067904
2,float,uniform,CPU,"Ns | Ns | Ns | Ns",128,65,0.039168,0,0.02309,0.005536,0.106649,0.067794
2,float,uniform,CPU,"Ns | Ns | Ns | Ns",128,66,0.038336,0,0.02435,0.005504,0.108359,0.06819
2,float,uniform,CPU,"Ns | Ns | Ns | Ns",128,67,0.038112,0,0.02339,0.00832,0.110779,0.069822
2,float,uniform,CPU,"Ns | Ns | Ns | Ns",128,68,0.04048,0,0.02309,0.006176,0.116129,0.069746
2,float,uniform,CPU,"Ns | Ns | Ns | Ns",128,69,0.036928,0,0.02288,0.007872,0.107149,0.06768
2,float,uniform,CPU,"Ns | Ns | Ns | Ns",128,70,0.043872,0,0.023589,0.005952,0.112799,0.073413
2,float,uniform,CPU,"Ns | Ns | Ns | Ns",128,71,0.039072,0,0.02375,0.006656,0.109829,0.069478
2,float,uniform,CPU,"Ns | Ns | Ns | Ns",128,72,0.038112,0,0.02325,0.007392,0.107819,0.068754
2,float,uniform,CPU,"Ns | Ns | Ns | Ns",128,73,0.03792,0,0.02346,0.006368,0.110329,0.067748
2,float,uniform,CPU,"Ns | Ns | Ns | Ns",128,74,0.03936,0,0.02418,0.006592,0.110318,0.070132
2,float,uniform,CPU,"Ns | Ns | Ns | Ns",192,0,0.081216,0,0.03034,0.01152,0.172658,0.123076
2,float,uniform,CPU,"Ns | Ns | Ns | Ns",192,1,0.056256,0,0.025199,0.008352,0.132638,0.089807
2,float,uniform,CPU,"Ns | Ns | Ns | Ns",192,2,0.049184,0,0.024939,0.009696,0.128369,0.083819
2,float,uniform,CPU,"Ns | Ns | Ns | Ns",192,3,0.047776,0,0.02453,0.006912,0.121438,0.079218
2,float,uniform,CPU,"Ns | Ns | Ns | Ns",192,4,0.051552,0,0.02526,0.005728,0.127028,0.08254
2,float,uniform,CPU,"Ns | Ns | Ns | Ns",192,5,0.047328,0,0.02465,0.008992,0.123838,0.08097
2,float,uniform,CPU,"Ns | Ns | Ns | Ns",192,6,0.048256,0,0.02549,0.007488,0.123459,0.081234
2,float,uniform,CPU,"Ns | Ns | Ns | Ns",192,7,0.047424,0,0.024659,0.00736,0.122899,0.079443
2,float,uniform,CPU,"Ns | Ns | Ns | Ns",192,8,0.047296,0,0.136009,0.00736,0.235058,0.190665
2,float,uniform,CPU,"Ns | Ns | Ns | Ns",192,9,0.046624,0,0.02485,0.006336,0.120968,0.07781
2,float,uniform,CPU,"Ns | Ns | Ns | Ns",192,10,0.0536,0,0.02503,0.007008,0.128968,0.085638
2,float,uniform,CPU,"Ns | Ns | Ns | Ns",192,11,0.047584,0,0.024949,0.007104,0.121779,0.079637
2,float,uniform,CPU,"Ns | Ns | Ns | Ns",192,12,0.047072,0,0.02456,0.0072,0.120079,0.078832
2,float,uniform,CPU,"Ns | Ns | Ns | Ns",192,13,0.045792,0,0.131679,0.0064,0.230557,0.183871
2,float,uniform,CPU,"Ns | Ns | Ns | Ns",192,14,0.047488,0,0.02489,0.007744,0.124459,0.080122
2,float,uniform,CPU,"Ns | Ns | Ns | Ns",192,15,0.047584,0,0.025269,0.007616,0.124358,0.080469
2,float,uniform,CPU,"Ns | Ns | Ns | Ns",192,16,0.045504,0,0.024839,0.006912,0.119939,0.077255
2,float,uniform,CPU,"Ns | Ns | Ns | Ns",192,17,0.046368,0,0.02482,0.007328,0.119769,0.078516
2,float,uniform,CPU,"Ns | Ns | Ns | Ns",192,18,0.04864,0,0.025079,0.00816,0.126769,0.081879
2,float,uniform,CPU,"Ns | Ns | Ns | Ns",192,19,0.05104,0,0.025469,0.006144,0.125229,0.082653
2,float,uniform,CPU,"Ns | Ns | Ns | Ns",192,20,0.046336,0,0.02546,0.006688,0.121168,0.078484
2,float,uniform,CPU,"Ns | Ns | Ns | Ns",192,21,0.050016,0,0.02521,0.00672,0.125719,0.081946
2,float,uniform,CPU,"Ns | Ns | Ns | Ns",192,22,0.047648,0,0.025079,0.006752,0.122369,0.079479
2,float,uniform,CPU,"Ns | Ns | Ns | Ns",192,23,0.047168,0,0.02575,0.006752,0.121858,0.07967
2,float,uniform,CPU,"Ns | Ns | Ns | Ns",192,24,0.04512,0,0.02174,0.007968,0.111009,0.074828
2,float,uniform,CPU,"Ns | Ns | Ns | Ns",192,25,0.046464,0,0.02448,0.0064,0.122019,0.077344
2,float,uniform,CPU,"Ns | Ns | Ns | Ns",192,26,0.046496,0,0.024881,0.008832,0.124289,0.080209
2,float,uniform,CPU,"Ns | Ns | Ns | Ns",192,27,0.051648,0,0.024989,0.007392,0.128409,0.084029
2,float,uniform,CPU,"Ns | Ns | Ns | Ns",192,28,0.048,0,0.02533,0.009152,0.127039,0.082482
2,float,uniform,CPU,"Ns | Ns | Ns | Ns",192,29,0.05008,0,0.02502,0.016032,0.134449,0.091132
2,float,uniform,CPU,"Ns | Ns | Ns | Ns",192,30,0.044384,0,0.02493,0.00688,0.119039,0.076194
2,float,uniform,CPU,"Ns | Ns | Ns | Ns",192,31,0.049152,0,0.02467,0.007808,0.124278,0.08163
2,float,uniform,CPU,"Ns | Ns | Ns | Ns",192,32,0.047264,0,0.02539,0.007456,0.122928,0.08011
2,float,uniform,CPU,"Ns | Ns | Ns | Ns",192,33,0.045888,0,0.02495,0.005536,0.119168,0.076374
2,float,uniform,CPU,"Ns | Ns | Ns | Ns",192,34,0.047296,0,0.02464,0.007584,0.125279,0.07952
2,float,uniform,CPU,"Ns | Ns | Ns | Ns",192,35,0.0504,0,0.02458,0.006784,0.126058,0.081764
2,float,uniform,CPU,"Ns | Ns | Ns | Ns",192,36,0.048288,0,0.025299,0.00912,0.126459,0.082707
2,float,uniform,CPU,"Ns | Ns | Ns | Ns",192,37,0.055072,0,0.026919,0.006784,0.127638,0.088775
2,float,uniform,CPU,"Ns | Ns | Ns | Ns",192,38,0.044896,0,0.02491,0.006944,0.119218,0.07675
2,float,uniform,CPU,"Ns | Ns | Ns | Ns",192,39,0.04544,0,0.024699,0.007104,0.120809,0.077243
2,float,uniform,CPU,"Ns | Ns | Ns | Ns",192,40,0.04784,0,0.02467,0.007456,0.124868,0.079966
2,float,uniform,CPU,"Ns | Ns | Ns | Ns",192,41,0.047456,0,0.02516,0.007648,0.123469,0.080264
2,float,uniform,CPU,"Ns | Ns | Ns | Ns",192,42,0.048,0,0.021099,0.010048,0.113589,0.079147
2,float,uniform,CPU,"Ns | Ns | Ns | Ns",192,43,0.04288,0,0.022079,0.01008,0.108809,0.075039
2,float,uniform,CPU,"Ns | Ns | Ns | Ns",192,44,0.047264,0,0.02488,0.006752,0.120069,0.078896
2,float,uniform,CPU,"Ns | Ns | Ns | Ns",192,45,0.049248,0,0.025489,0.00912,0.125909,0.083857
2,float,uniform,CPU,"Ns | Ns | Ns | Ns",192,46,0.047616,0,0.02549,0.007136,0.123988,0.080242
2,float,uniform,CPU,"Ns | Ns | Ns | Ns",192,47,0.049504,0,0.02489,0.008896,0.125889,0.08329
2,float,uniform,CPU,"Ns | Ns | Ns | Ns",192,48,0.045728,0,0.024811,0.006816,0.122599,0.077355
2,float,uniform,CPU,"Ns | Ns | Ns | Ns",192,49,0.047488,0,0.0253,0.006816,0.122069,0.079604
2,float,uniform,CPU,"Ns | Ns | Ns | Ns",192,50,0.047712,0,0.02522,0.007584,0.121939,0.080516
2,float,uniform,CPU,"Ns | Ns | Ns | Ns",192,51,0.047296,0,0.02513,0.007648,0.122739,0.080074
2,float,uniform,CPU,"Ns | Ns | Ns | Ns",192,52,0.045472,0,0.02455,0.007264,0.119489,0.077286
2,float,uniform,CPU,"Ns | Ns | Ns | Ns",192,53,0.047136,0,0.02498,0.008864,0.124708,0.08098
2,float,uniform,CPU,"Ns | Ns | Ns | Ns",192,54,0.051296,0,0.024869,0.007456,0.133499,0.083621
2,float,uniform,CPU,"Ns | Ns | Ns | Ns",192,55,0.050368,0,0.0249,0.007648,0.126219,0.082916
2,float,uniform,CPU,"Ns | Ns | Ns | Ns",192,56,0.048032,0,0.02466,0.007488,0.121018,0.08018
2,float,uniform,CPU,"Ns | Ns | Ns | Ns",192,57,0.04576,0,0.02482,0.008064,0.122108,0.078644
2,float,uniform,CPU,"Ns | Ns | Ns | Ns",192,58,0.04672,0,0.02472,0.007136,0.120739,0.078576
2,float,uniform,CPU,"Ns | Ns | Ns | Ns",192,59,0.047264,0,0.025969,0.008448,0.126989,0.081681
2,float,uniform,CPU,"Ns | Ns | Ns | Ns",192,60,0.04512,0,0.024569,0.008192,0.121099,0.077881
2,float,uniform,CPU,"Ns | Ns | Ns | Ns",192,61,0.046112,0,0.02502,0.008416,0.124878,0.079548
2,float,uniform,CPU,"Ns | Ns | Ns | Ns",192,62,0.050528,0,0.02513,0.010496,0.129478,0.086154
2,float,uniform,CPU,"Ns | Ns | Ns | Ns",192,63,0.052064,0,0.02453,0.007168,0.123708,0.083762
2,float,uniform,CPU,"Ns | Ns | Ns | Ns",192,64,0.053856,0,0.02499,0.008832,0.130618,0.087678
2,float,uniform,CPU,"Ns | Ns | Ns | Ns",192,65,0.046176,0,0.024569,0.007584,0.120489,0.078329
2,float,uniform,CPU,"Ns | Ns | Ns | Ns",192,66,0.050624,0,0.02465,0.006208,0.124709,0.081482
2,float,uniform,CPU,"Ns | Ns | Ns | Ns",192,67,0.047232,0,0.02525,0.01312,0.128698,0.085602
2,float,uniform,CPU,"Ns | Ns | Ns | Ns",192,68,0.046912,0,0.02458,0.006912,0.366376,0.078404
2,float,uniform,CPU,"Ns | Ns | Ns | Ns",192,69,0.044512,0,0.02465,0.007008,0.118549,0.07617
2,float,uniform,CPU,"Ns | Ns | Ns | Ns",192,70,0.04864,0,0.02519,0.007296,0.124788,0.081126
2,float,uniform,CPU,"Ns | Ns | Ns | Ns",192,71,0.052448,0,0.02563,0.008288,0.130169,0.086366
2,float,uniform,CPU,"Ns | Ns | Ns | Ns",192,72,0.049696,0,0.02657,0.007872,0.127398,0.084138
2,float,uniform,CPU,"Ns | Ns | Ns | Ns",192,73,0.044544,0,0.02109,0.009088,0.112579,0.074722
2,float,uniform,CPU,"Ns | Ns | Ns | Ns",192,74,0.0432,0,0.02283,0.009536,0.109258,0.075566
2,float,uniform,CPU,"Ns | Ns | Ns | Ns",256,0,0.092192,0,0.028719,0.011072,0.177958,0.131983
2,float,uniform,CPU,"Ns | Ns | Ns | Ns",256,1,0.075776,0,0.02275,0.007584,0.149488,0.10611
2,float,uniform,CPU,"Ns | Ns | Ns | Ns",256,2,0.056672,0,0.02282,0.0088,0.132129,0.088292
2,float,uniform,CPU,"Ns | Ns | Ns | Ns",256,3,0.057056,0,0.02245,0.007264,0.131449,0.08677
