dim,precision,solver_type,api,bc_name,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
1,float,uniform,GPU,"Ns | Ns",64,0,181.143,0,0.03545,50.0844,231.358,231.263
1,float,uniform,GPU,"Ns | Ns",64,23,0.013504,0,0.01784,0.0048,0.071249,0.036144
1,float,uniform,GPU,"Ns | Ns",64,24,0.010688,0,0.01771,0.004736,0.06697,0.033134
1,float,uniform,GPU,"Ns | Ns",64,25,0.011872,0,0.018,0.004576,0.068469,0.034448
1,float,uniform,GPU,"Ns | Ns",64,26,0.010528,0,0.017739,0.003584,0.066609,0.031851
1,float,uniform,GPU,"Ns | Ns",64,27,0.01072,0,0.01441,0.008992,0.06259,0.034122
1,float,uniform,GPU,"Ns | Ns",64,28,0.010272,0,0.017631,0.00464,0.065779,0.032543
1,float,uniform,GPU,"Ns | Ns",64,29,0.011552,0,0.01446,0.006656,0.060849,0.032668
1,float,uniform,GPU,"Ns | Ns",64,30,0.011648,0,0.01787,0.005248,0.069459,0.034766
1,float,uniform,GPU,"Ns | Ns",64,31,0.01056,0,0.01899,0.00432,0.069199,0.03387
1,float,uniform,GPU,"Ns | Ns",64,32,0.010304,0,0.017869,0.004832,0.067219,0.033005
1,float,uniform,GPU,"Ns | Ns",64,33,0.012128,0,0.01768,0.004512,0.068409,0.03432
1,float,uniform,GPU,"Ns | Ns",64,34,0.01152,0,0.01852,0.004544,0.067649,0.034584
1,float,uniform,GPU,"Ns | Ns",64,35,0.011808,0,0.017591,0.005568,0.067839,0.034967
1,float,uniform,GPU,"Ns | Ns",64,36,0.012736,0,0.0178,0.006304,0.073869,0.03684
1,float,uniform,GPU,"Ns | Ns",64,37,0.009568,0,0.01808,0.004608,0.06653,0.032256
1,float,uniform,GPU,"Ns | Ns",64,38,0.0112,0,0.0178,0.006688,0.0704,0.035688
1,float,uniform,GPU,"Ns | Ns",64,39,0.010944,0,0.017899,0.00464,0.067259,0.033483
1,float,uniform,GPU,"Ns | Ns",64,40,0.00976,0,0.017711,0.004672,0.065959,0.032143
1,float,uniform,GPU,"Ns | Ns",64,41,0.012128,0,0.01417,0.006528,0.06339,0.032826
1,float,uniform,GPU,"Ns | Ns",64,42,0.01136,0,0.01852,0.00624,0.071089,0.03612
1,float,uniform,GPU,"Ns | Ns",64,43,0.010496,0,0.01806,0.004576,0.067309,0.033132
1,float,uniform,GPU,"Ns | Ns",64,44,0.010816,0,0.01796,0.005728,0.06775,0.034504
1,float,uniform,GPU,"Ns | Ns",64,45,0.010016,0,0.01794,0.004832,0.067229,0.032788
1,float,uniform,GPU,"Ns | Ns",64,46,0.011392,0,0.018151,0.006496,0.071139,0.036039
1,float,uniform,GPU,"Ns | Ns",64,47,0.010112,0,0.01868,0.005216,0.074239,0.034008
1,float,uniform,GPU,"Ns | Ns",64,48,0.011328,0,0.123499,0.004672,0.174128,0.139499
1,float,uniform,GPU,"Ns | Ns",64,49,0.011488,0,0.018659,0.005952,0.071969,0.036099
1,float,uniform,GPU,"Ns | Ns",64,50,0.010816,0,0.01764,0.0048,0.067419,0.033256
1,float,uniform,GPU,"Ns | Ns",64,51,0.01168,0,0.017671,0.004544,0.066799,0.033895
1,float,uniform,GPU,"Ns | Ns",64,52,0.011552,0,0.017931,0.004576,0.067819,0.034059
1,float,uniform,GPU,"Ns | Ns",64,53,0.011808,0,0.01777,0.003808,0.06882,0.033386
1,float,uniform,GPU,"Ns | Ns",64,54,0.011936,0,0.014259,0.006976,0.061599,0.033171
1,float,uniform,GPU,"Ns | Ns",64,55,0.011456,0,0.017739,0.004672,0.068109,0.033867
1,float,uniform,GPU,"Ns | Ns",64,56,0.012544,0,0.02396,0.00448,0.07512,0.040984
1,float,uniform,GPU,"Ns | Ns",64,57,0.094464,0,0.0178,0.004448,0.150308,0.116712
1,float,uniform,GPU,"Ns | Ns",64,58,0.010432,0,0.01873,0.004544,0.066659,0.033706
1,float,uniform,GPU,"Ns | Ns",64,59,0.01072,0,0.01799,0.004896,0.066769,0.033606
1,float,uniform,GPU,"Ns | Ns",64,60,0.013664,0,0.01762,0.005792,0.07267,0.037076
1,float,uniform,GPU,"Ns | Ns",64,61,0.011232,0,0.018309,0.004896,0.067489,0.034437
1,float,uniform,GPU,"Ns | Ns",64,62,0.01136,0,0.01757,0.004544,0.067299,0.033474
1,float,uniform,GPU,"Ns | Ns",64,63,0.012448,0,0.017761,0.003744,0.069239,0.033953
1,float,uniform,GPU,"Ns | Ns",64,64,0.010048,0,0.01806,0.00432,0.06654,0.032428
1,float,uniform,GPU,"Ns | Ns",64,65,0.018848,0,0.01785,0.006816,0.077659,0.043514
1,float,uniform,GPU,"Ns | Ns",64,66,0.09344,0,0.017761,0.003616,0.149568,0.114817
1,float,uniform,GPU,"Ns | Ns",64,67,0.010624,0,0.017731,0.006464,0.068149,0.034819
1,float,uniform,GPU,"Ns | Ns",64,68,0.014112,0,0.01786,0.00624,0.075849,0.038212
1,float,uniform,GPU,"Ns | Ns",64,69,0.009984,0,0.01838,0.005984,0.07043,0.034348
1,float,uniform,GPU,"Ns | Ns",64,70,0.012608,0,0.018169,0.006336,0.072089,0.037113
1,float,uniform,GPU,"Ns | Ns",64,71,0.0096,0,0.017849,0.004352,0.065279,0.031801
1,float,uniform,GPU,"Ns | Ns",64,72,0.010496,0,0.01798,0.004736,0.067059,0.033212
1,float,uniform,GPU,"Ns | Ns",64,73,0.01088,0,0.018259,0.00496,0.068899,0.034099
1,float,uniform,GPU,"Ns | Ns",64,74,0.012544,0,0.02337,0.006144,0.077319,0.042058
1,float,uniform,GPU,"Ns | Ns",128,0,0.02288,0,0.02805,0.0104,0.102539,0.06133
1,float,uniform,GPU,"Ns | Ns",128,1,0.011584,0,0.01853,0.005344,0.068599,0.035458
1,float,uniform,GPU,"Ns | Ns",128,2,0.011104,0,0.01818,0.005312,0.073749,0.034596
1,float,uniform,GPU,"Ns | Ns",128,3,0.01056,0,0.01783,0.007456,0.075089,0.035846
1,float,uniform,GPU,"Ns | Ns",128,4,0.011488,0,0.01835,0.00448,0.06916,0.034318
1,float,uniform,GPU,"Ns | Ns",128,5,0.010176,0,0.01775,0.005824,0.068069,0.03375
1,float,uniform,GPU,"Ns | Ns",128,6,0.011424,0,0.018319,0.005312,0.068219,0.035055
1,float,uniform,GPU,"Ns | Ns",128,7,0.010592,0,0.018059,0.00544,0.067359,0.034091
1,float,uniform,GPU,"Ns | Ns",128,8,0.011072,0,0.018079,0.00752,0.070499,0.036671
1,float,uniform,GPU,"Ns | Ns",128,9,0.012544,0,0.018299,0.00512,0.070399,0.035963
1,float,uniform,GPU,"Ns | Ns",128,10,0.009984,0,0.01845,0.006144,0.070469,0.034578
1,float,uniform,GPU,"Ns | Ns",128,11,0.00976,0,0.02008,0.006496,0.06959,0.036336
1,float,uniform,GPU,"Ns | Ns",128,12,0.009952,0,0.01964,0.005312,0.06786,0.034904
1,float,uniform,GPU,"Ns | Ns",128,13,0.010368,0,0.01808,0.007488,0.069239,0.035936
1,float,uniform,GPU,"Ns | Ns",128,14,0.013152,0,0.018231,0.005952,0.071929,0.037335
1,float,uniform,GPU,"Ns | Ns",128,15,0.01072,0,0.01853,0.00512,0.06751,0.03437
1,float,uniform,GPU,"Ns | Ns",128,16,0.011648,0,0.01796,0.006112,0.070609,0.03572
1,float,uniform,GPU,"Ns | Ns",128,17,0.01264,0,0.016309,0.005792,0.066839,0.034741
1,float,uniform,GPU,"Ns | Ns",128,18,0.010272,0,0.01835,0.007104,0.069009,0.035726
1,float,uniform,GPU,"Ns | Ns",128,19,0.011488,0,0.017949,0.007552,0.070749,0.036989
1,float,uniform,GPU,"Ns | Ns",128,20,0.011104,0,0.01844,0.005408,0.068349,0.034952
1,float,uniform,GPU,"Ns | Ns",128,21,0.010272,0,0.01835,0.005088,0.066529,0.03371
1,float,uniform,GPU,"Ns | Ns",128,22,0.011872,0,0.01819,0.007712,0.073899,0.037774
1,float,uniform,GPU,"Ns | Ns",128,23,0.01024,0,0.01819,0.005216,0.067459,0.033646
1,float,uniform,GPU,"Ns | Ns",128,24,0.010624,0,0.018919,0.00704,0.071379,0.036583
1,float,uniform,GPU,"Ns | Ns",128,25,0.011968,0,0.01818,0.006144,0.07092,0.036292
1,float,uniform,GPU,"Ns | Ns",128,26,0.011776,0,0.01838,0.005568,0.0693,0.035724
1,float,uniform,GPU,"Ns | Ns",128,27,0.01088,0,0.01831,0.006112,0.068599,0.035302
1,float,uniform,GPU,"Ns | Ns",128,28,0.012192,0,0.01827,0.0056,0.07076,0.036062
1,float,uniform,GPU,"Ns | Ns",128,29,0.011168,0,0.018529,0.00816,0.066779,0.037857
1,float,uniform,GPU,"Ns | Ns",128,30,0.011232,0,0.01883,0.005536,0.072339,0.035598
1,float,uniform,GPU,"Ns | Ns",128,31,0.011648,0,0.01803,0.007232,0.071719,0.03691
1,float,uniform,GPU,"Ns | Ns",128,32,0.01216,0,0.01844,0.005344,0.06893,0.035944
1,float,uniform,GPU,"Ns | Ns",128,33,0.010624,0,0.01819,0.007264,0.069159,0.036078
1,float,uniform,GPU,"Ns | Ns",128,34,0.010624,0,0.01776,0.00752,0.070159,0.035904
1,float,uniform,GPU,"Ns | Ns",128,35,0.010176,0,0.01817,0.005376,0.066959,0.033722
1,float,uniform,GPU,"Ns | Ns",128,36,0.011296,0,0.017949,0.005216,0.068709,0.034461
1,float,uniform,GPU,"Ns | Ns",128,37,0.010016,0,0.01816,0.007424,0.069299,0.0356
1,float,uniform,GPU,"Ns | Ns",128,38,0.01024,0,0.01913,0.005216,0.068139,0.034586
1,float,uniform,GPU,"Ns | Ns",128,39,0.010848,0,0.01855,0.00608,0.06833,0.035478
1,float,uniform,GPU,"Ns | Ns",128,40,0.012896,0,0.01809,0.005376,0.06969,0.036362
1,float,uniform,GPU,"Ns | Ns",128,41,0.012096,0,0.01799,0.005216,0.06962,0.035302
1,float,uniform,GPU,"Ns | Ns",128,42,0.01056,0,0.014339,0.006688,0.059469,0.031587
1,float,uniform,GPU,"Ns | Ns",128,43,0.012864,0,0.01799,0.005056,0.071159,0.03591
1,float,uniform,GPU,"Ns | Ns",128,44,0.010176,0,0.018489,0.005088,0.066959,0.033753
1,float,uniform,GPU,"Ns | Ns",128,45,0.00976,0,0.01809,0.005888,0.06761,0.033738
1,float,uniform,GPU,"Ns | Ns",128,46,0.011264,0,0.01833,0.007136,0.07134,0.03673
1,float,uniform,GPU,"Ns | Ns",128,47,0.010752,0,0.018129,0.00512,0.067219,0.034001
1,float,uniform,GPU,"Ns | Ns",128,48,0.012128,0,0.01815,0.00464,0.071919,0.034918
1,float,uniform,GPU,"Ns | Ns",128,49,0.010656,0,0.01822,0.005152,0.068939,0.034028
1,float,uniform,GPU,"Ns | Ns",128,50,0.010144,0,0.018609,0.003616,0.067739,0.032369
1,float,uniform,GPU,"Ns | Ns",128,51,0.009984,0,0.01827,0.005696,0.06737,0.03395
1,float,uniform,GPU,"Ns | Ns",128,52,0.01056,0,0.01832,0.005408,0.067549,0.034288
1,float,uniform,GPU,"Ns | Ns",128,53,0.0112,0,0.018209,0.005888,0.073809,0.035297
1,float,uniform,GPU,"Ns | Ns",128,54,0.097536,0,0.01837,0.00528,0.154238,0.121186
1,float,uniform,GPU,"Ns | Ns",128,55,0.01008,0,0.01833,0.006336,0.06798,0.034746
1,float,uniform,GPU,"Ns | Ns",128,56,0.010496,0,0.017939,0.005344,0.066569,0.033779
1,float,uniform,GPU,"Ns | Ns",128,57,0.013184,0,0.017969,0.005056,0.070329,0.036209
1,float,uniform,GPU,"Ns | Ns",128,58,0.010656,0,0.01823,0.00528,0.0675,0.034166
1,float,uniform,GPU,"Ns | Ns",128,59,0.010272,0,0.018378,0.005248,0.066839,0.033898
1,float,uniform,GPU,"Ns | Ns",128,60,0.010912,0,0.01824,0.004512,0.067189,0.033664
1,float,uniform,GPU,"Ns | Ns",128,61,0.010688,0,0.01784,0.005536,0.067459,0.034064
1,float,uniform,GPU,"Ns | Ns",128,62,0.010528,0,0.01814,0.005504,0.07469,0.034172
1,float,uniform,GPU,"Ns | Ns",128,63,0.012064,0,0.01856,0.006592,0.07299,0.037216
1,float,uniform,GPU,"Ns | Ns",128,64,0.009728,0,0.018449,0.005312,0.067239,0.033489
1,float,uniform,GPU,"Ns | Ns",128,65,0.010144,0,0.01883,0.004352,0.06694,0.033326
1,float,uniform,GPU,"Ns | Ns",128,66,0.0104,0,0.018239,0.00576,0.067559,0.034399
1,float,uniform,GPU,"Ns | Ns",128,67,0.012736,0,0.018599,0.00544,0.071499,0.036775
1,float,uniform,GPU,"Ns | Ns",128,68,0.011872,0,0.01754,0.005312,0.06692,0.034724
1,float,uniform,GPU,"Ns | Ns",128,69,0.011616,0,0.01822,0.005312,0.06869,0.035148
1,float,uniform,GPU,"Ns | Ns",128,70,0.011168,0,0.018059,0.005088,0.068309,0.034315
1,float,uniform,GPU,"Ns | Ns",128,71,0.010656,0,0.01817,0.005472,0.067479,0.034298
1,float,uniform,GPU,"Ns | Ns",128,72,0.010976,0,0.01786,0.00672,0.070119,0.035556
1,float,uniform,GPU,"Ns | Ns",128,73,0.010848,0,0.01824,0.005824,0.06781,0.034912
1,float,uniform,GPU,"Ns | Ns",128,74,0.012192,0,0.014589,0.00672,0.062609,0.033501
1,float,uniform,GPU,"Ns | Ns",192,0,0.02544,0,0.022588,0.01344,0.103239,0.061468
1,float,uniform,GPU,"Ns | Ns",192,1,0.01088,0,0.01461,0.00688,0.06058,0.03237
1,float,uniform,GPU,"Ns | Ns",192,2,0.01072,0,0.019069,0.005248,0.067419,0.035037
1,float,uniform,GPU,"Ns | Ns",192,3,0.010656,0,0.01832,0.005632,0.067129,0.034608
1,float,uniform,GPU,"Ns | Ns",192,4,0.00992,0,0.01801,0.005344,0.06696,0.033274
1,float,uniform,GPU,"Ns | Ns",192,5,0.012,0,0.01817,0.005376,0.073199,0.035546
1,float,uniform,GPU,"Ns | Ns",192,6,0.011328,0,0.01842,0.005728,0.069299,0.035476
1,float,uniform,GPU,"Ns | Ns",192,7,0.01296,0,0.01802,0.005152,0.07086,0.036132
1,float,uniform,GPU,"Ns | Ns",192,8,0.010016,0,0.01815,0.005664,0.066739,0.03383
1,float,uniform,GPU,"Ns | Ns",192,9,0.011232,0,0.018229,0.005888,0.068439,0.035349
1,float,uniform,GPU,"Ns | Ns",192,10,0.011808,0,0.01835,0.00544,0.068809,0.035598
1,float,uniform,GPU,"Ns | Ns",192,11,0.011008,0,0.01833,0.005216,0.073649,0.034554
1,float,uniform,GPU,"Ns | Ns",192,12,0.011552,0,0.01841,0.005696,0.069599,0.035658
1,float,uniform,GPU,"Ns | Ns",192,13,0.012,0,0.01475,0.006208,0.062069,0.032958
1,float,uniform,GPU,"Ns | Ns",192,14,0.01008,0,0.018479,0.005376,0.067109,0.033935
1,float,uniform,GPU,"Ns | Ns",192,15,0.010432,0,0.01884,0.006976,0.069439,0.036248
1,float,uniform,GPU,"Ns | Ns",192,16,0.010592,0,0.018979,0.005248,0.068559,0.034819
1,float,uniform,GPU,"Ns | Ns",192,17,0.013152,0,0.01842,0.008384,0.074259,0.039956
1,float,uniform,GPU,"Ns | Ns",192,18,0.01056,0,0.01849,0.005088,0.066969,0.034138
1,float,uniform,GPU,"Ns | Ns",192,19,0.0112,0,0.01817,0.005792,0.06817,0.035162
1,float,uniform,GPU,"Ns | Ns",192,20,0.01184,0,0.0186,0.00592,0.070029,0.03636
1,float,uniform,GPU,"Ns | Ns",192,21,0.010528,0,0.01819,0.004576,0.068209,0.033294
1,float,uniform,GPU,"Ns | Ns",192,22,0.011296,0,0.01797,0.005408,0.066959,0.034674
1,float,uniform,GPU,"Ns | Ns",192,23,0.011392,0,0.01863,0.005408,0.067879,0.03543
1,float,uniform,GPU,"Ns | Ns",192,24,0.011008,0,0.018229,0.005152,0.066999,0.034389
1,float,uniform,GPU,"Ns | Ns",192,25,0.011936,0,0.01813,0.005792,0.069269,0.035858
1,float,uniform,GPU,"Ns | Ns",192,26,0.011488,0,0.01806,0.005504,0.068969,0.035052
1,float,uniform,GPU,"Ns | Ns",192,27,0.010816,0,0.018419,0.00544,0.068759,0.034675
1,float,uniform,GPU,"Ns | Ns",192,28,0.010336,0,0.0184,0.005408,0.06736,0.034144
1,float,uniform,GPU,"Ns | Ns",192,29,0.00976,0,0.01896,0.004992,0.067139,0.033712
1,float,uniform,GPU,"Ns | Ns",192,30,0.010784,0,0.01819,0.005984,0.06799,0.034958
1,float,uniform,GPU,"Ns | Ns",192,31,0.011232,0,0.01879,0.005248,0.068669,0.03527
1,float,uniform,GPU,"Ns | Ns",192,32,0.012064,0,0.01839,0.005504,0.06987,0.035958
1,float,uniform,GPU,"Ns | Ns",192,33,0.011584,0,0.014379,0.008064,0.062219,0.034027
1,float,uniform,GPU,"Ns | Ns",192,34,0.011392,0,0.01718,0.005152,0.0675,0.033724
1,float,uniform,GPU,"Ns | Ns",192,35,0.011136,0,0.01809,0.006336,0.067749,0.035562
1,float,uniform,GPU,"Ns | Ns",192,36,0.010816,0,0.01875,0.007296,0.07042,0.036862
1,float,uniform,GPU,"Ns | Ns",192,37,0.011488,0,0.01804,0.005376,0.067669,0.034904
1,float,uniform,GPU,"Ns | Ns",192,38,0.010656,0,0.018339,0.013472,0.075649,0.042467
1,float,uniform,GPU,"Ns | Ns",192,39,0.012864,0,0.01824,0.005408,0.071839,0.036512
1,float,uniform,GPU,"Ns | Ns",192,40,0.010368,0,0.018129,0.005216,0.067549,0.033713
1,float,uniform,GPU,"Ns | Ns",192,41,0.012064,0,0.01855,0.004288,0.071649,0.034902
1,float,uniform,GPU,"Ns | Ns",192,42,0.01008,0,0.018719,0.007232,0.069489,0.036031
1,float,uniform,GPU,"Ns | Ns",192,43,0.009952,0,0.0183,0.00432,0.06655,0.032572
1,float,uniform,GPU,"Ns | Ns",192,44,0.01184,0,0.018359,0.00592,0.069419,0.036119
1,float,uniform,GPU,"Ns | Ns",192,45,0.01264,0,0.01448,0.006624,0.06228,0.033744
1,float,uniform,GPU,"Ns | Ns",192,46,0.01248,0,0.01428,0.00672,0.061529,0.03348
1,float,uniform,GPU,"Ns | Ns",192,47,0.009952,0,0.01815,0.00528,0.06644,0.033382
1,float,uniform,GPU,"Ns | Ns",192,48,0.0112,0,0.01819,0.006816,0.0706,0.036206
1,float,uniform,GPU,"Ns | Ns",192,49,0.010112,0,0.0183,0.005408,0.066549,0.03382
1,float,uniform,GPU,"Ns | Ns",192,50,0.011008,0,0.01868,0.005376,0.068529,0.035064
1,float,uniform,GPU,"Ns | Ns",192,51,0.012832,0,0.018349,0.005056,0.069749,0.036237
1,float,uniform,GPU,"Ns | Ns",192,52,0.011552,0,0.01831,0.005888,0.068309,0.03575
1,float,uniform,GPU,"Ns | Ns",192,53,0.012704,0,0.01788,0.005088,0.069529,0.035672
1,float,uniform,GPU,"Ns | Ns",192,54,0.011136,0,0.018571,0.006688,0.069999,0.036395
1,float,uniform,GPU,"Ns | Ns",192,55,0.01056,0,0.02383,0.00448,0.072489,0.03887
1,float,uniform,GPU,"Ns | Ns",192,56,0.01024,0,0.01891,0.00464,0.06737,0.03379
1,float,uniform,GPU,"Ns | Ns",192,57,0.010976,0,0.01809,0.00576,0.06735,0.034826
1,float,uniform,GPU,"Ns | Ns",192,58,0.011232,0,0.018029,0.005088,0.068579,0.034349
1,float,uniform,GPU,"Ns | Ns",192,59,0.012032,0,0.01812,0.00544,0.069329,0.035592
1,float,uniform,GPU,"Ns | Ns",192,60,0.011712,0,0.01783,0.006432,0.069599,0.035974
1,float,uniform,GPU,"Ns | Ns",192,61,0.012032,0,0.01806,0.005504,0.069249,0.035596
1,float,uniform,GPU,"Ns | Ns",192,62,0.010272,0,0.01847,0.007136,0.06929,0.035878
1,float,uniform,GPU,"Ns | Ns",192,63,0.011584,0,0.018251,0.005376,0.068439,0.035211
1,float,uniform,GPU,"Ns | Ns",192,64,0.010016,0,0.01802,0.005312,0.06561,0.033348
1,float,uniform,GPU,"Ns | Ns",192,65,0.010528,0,0.01879,0.004608,0.06961,0.033926
1,float,uniform,GPU,"Ns | Ns",192,66,0.011712,0,0.01819,0.0056,0.06994,0.035502
1,float,uniform,GPU,"Ns | Ns",192,67,0.010592,0,0.01874,0.005088,0.068059,0.03442
1,float,uniform,GPU,"Ns | Ns",192,68,0.010624,0,0.01869,0.007072,0.069319,0.036386
1,float,uniform,GPU,"Ns | Ns",192,69,0.01056,0,0.01851,0.0112,0.073569,0.04027
1,float,uniform,GPU,"Ns | Ns",192,70,0.011424,0,0.018729,0.005984,0.070519,0.036137
1,float,uniform,GPU,"Ns | Ns",192,71,0.012384,0,0.01453,0.00656,0.06128,0.033474
1,float,uniform,GPU,"Ns | Ns",192,72,0.010624,0,0.018341,0.007104,0.069599,0.036069
1,float,uniform,GPU,"Ns | Ns",192,73,0.010144,0,0.01833,0.006336,0.068639,0.03481
1,float,uniform,GPU,"Ns | Ns",192,74,0.011968,0,0.018209,0.005408,0.068769,0.035585
1,float,uniform,GPU,"Ns | Ns",256,0,0.023424,0,0.022369,0.011552,0.098509,0.057345
1,float,uniform,GPU,"Ns | Ns",256,1,0.011232,0,0.018429,0.005568,0.070469,0.035229
1,float,uniform,GPU,"Ns | Ns",256,2,0.011072,0,0.01789,0.005312,0.06801,0.034274
1,float,uniform,GPU,"Ns | Ns",256,3,0.009984,0,0.01814,0.004224,0.06683,0.032348
1,float,uniform,GPU,"Ns | Ns",256,4,0.01024,0,0.01784,0.005568,0.06651,0.033648
1,float,uniform,GPU,"Ns | Ns",256,5,0.010912,0,0.01921,0.005216,0.068199,0.035338
1,float,uniform,GPU,"Ns | Ns",256,6,0.01024,0,0.01811,0.0056,0.067199,0.03395
1,float,uniform,GPU,"Ns | Ns",256,7,0.011744,0,0.01769,0.004704,0.0677,0.034138
1,float,uniform,GPU,"Ns | Ns",256,8,0.010464,0,0.01791,0.00576,0.073329,0.034134
1,float,uniform,GPU,"Ns | Ns",256,9,0.01248,0,0.01396,0.006592,0.06223,0.033032
1,float,uniform,GPU,"Ns | Ns",256,10,0.01264,0,0.014,0.006432,0.062319,0.033072
1,float,uniform,GPU,"Ns | Ns",256,11,0.010336,0,0.018231,0.006528,0.069019,0.035095
1,float,uniform,GPU,"Ns | Ns",256,12,0.012128,0,0.018209,0.005248,0.067889,0.035585
1,float,uniform,GPU,"Ns | Ns",256,13,0.0104,0,0.01809,0.005408,0.067379,0.033898
1,float,uniform,GPU,"Ns | Ns",256,14,0.01168,0,0.01817,0.005184,0.067799,0.035034
1,float,uniform,GPU,"Ns | Ns",256,15,0.020032,0,0.01774,0.005248,0.078949,0.04302
1,float,uniform,GPU,"Ns | Ns",256,16,0.010464,0,0.01859,0.005216,0.06785,0.03427
1,float,uniform,GPU,"Ns | Ns",256,17,0.011744,0,0.01803,0.005408,0.069439,0.035182
1,float,uniform,GPU,"Ns | Ns",256,18,0.010656,0,0.01791,0.005184,0.066739,0.03375
1,float,uniform,GPU,"Ns | Ns",256,19,0.009824,0,0.018839,0.00736,0.071469,0.036023
1,float,uniform,GPU,"Ns | Ns",256,20,0.013216,0,0.01849,0.006912,0.0744,0.038618
1,float,uniform,GPU,"Ns | Ns",256,21,0.011488,0,0.0181,0.004576,0.06829,0.034164
1,float,uniform,GPU,"Ns | Ns",256,22,0.010976,0,0.01786,0.004768,0.067339,0.033604
1,float,uniform,GPU,"Ns | Ns",256,23,0.017312,0,0.01794,0.005792,0.072289,0.041044
1,float,uniform,GPU,"Ns | Ns",256,24,0.01104,0,0.01828,0.004416,0.0682,0.033736
1,float,uniform,GPU,"Ns | Ns",256,25,0.010048,0,0.017981,0.006336,0.068789,0.034365
1,float,uniform,GPU,"Ns | Ns",256,26,0.010304,0,0.01827,0.0056,0.067979,0.034174
1,float,uniform,GPU,"Ns | Ns",256,27,0.012,0,0.01776,0.006528,0.070649,0.036288
1,float,uniform,GPU,"Ns | Ns",256,28,0.011168,0,0.018499,0.00544,0.068349,0.035107
1,float,uniform,GPU,"Ns | Ns",256,29,0.011776,0,0.01841,0.005056,0.069269,0.035242
1,float,uniform,GPU,"Ns | Ns",256,30,0.010624,0,0.01817,0.005088,0.067809,0.033882
1,float,uniform,GPU,"Ns | Ns",256,31,0.010784,0,0.01816,0.00512,0.06661,0.034064
1,float,uniform,GPU,"Ns | Ns",256,32,0.010144,0,0.018549,0.005664,0.067429,0.034357
1,float,uniform,GPU,"Ns | Ns",256,33,0.009952,0,0.01785,0.008992,0.069729,0.036794
1,float,uniform,GPU,"Ns | Ns",256,34,0.011936,0,0.01808,0.005376,0.06849,0.035392
1,float,uniform,GPU,"Ns | Ns",256,35,0.009792,0,0.01795,0.00688,0.067489,0.034622
1,float,uniform,GPU,"Ns | Ns",256,36,0.013344,0,0.01793,0.005024,0.06974,0.036298
1,float,uniform,GPU,"Ns | Ns",256,37,0.010624,0,0.01804,0.005504,0.06801,0.034168
1,float,uniform,GPU,"Ns | Ns",256,38,0.01024,0,0.01834,0.004832,0.067079,0.033412
1,float,uniform,GPU,"Ns | Ns",256,39,0.011168,0,0.01824,0.005312,0.067339,0.03472
