dim,precision,solver_type,api,bc_name,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",64,0,185.364,0.00234,0.140899,52.182,237.792,237.689
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",192,44,0.102784,0.00201,1.7501,0.185248,2.09647,2.04014
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",192,45,0.104704,0.002011,1.74808,0.182688,2.09361,2.03748
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",192,46,0.100576,0.00191,1.75537,0.186016,2.10196,2.04387
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",192,47,0.09936,0.00195,1.74991,0.1832,2.09439,2.03442
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",192,48,0.102592,0.0019,1.75167,0.18496,2.09879,2.04112
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",192,49,0.102144,0.00199,1.75165,0.18544,2.09951,2.04123
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",192,50,0.1016,0.00219,1.74936,0.184768,2.09754,2.03792
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",192,51,0.103968,0.001849,1.74827,0.183104,2.09402,2.03719
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",192,52,0.116928,0.001931,1.75059,0.182688,2.10929,2.05214
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",192,53,0.104544,0.00183,1.76383,0.18304,2.11186,2.05325
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",192,54,0.10384,0.00178,1.74891,0.185216,2.09737,2.03975
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",192,55,0.098784,0.001979,1.74939,0.184768,2.09274,2.03492
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",192,56,0.105696,0.001899,1.76642,0.186976,2.12081,2.06099
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",192,57,0.105024,0.00184,1.74821,0.184224,2.09763,2.0393
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",192,58,0.10288,0.00202,1.75084,0.18592,2.09929,2.04166
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",192,59,0.118368,0.00199,1.75323,0.185664,2.11794,2.05925
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",192,60,0.105824,0.00194,1.7503,0.186592,2.10288,2.04466
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",192,61,0.10832,0.00194,1.74849,0.185312,2.09997,2.04406
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",192,62,0.103552,0.001911,1.75064,0.184128,2.10487,2.04023
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",192,63,0.102912,0.001909,1.74826,0.183008,2.09228,2.03609
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",192,64,0.105248,0.00185,1.74916,0.183968,2.09826,2.04023
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",192,65,0.102656,0.001979,1.7479,0.183712,2.09561,2.03625
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",192,66,0.10288,0.001911,1.75148,0.18608,2.10037,2.04235
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",192,67,0.106464,0.00192,1.74463,0.183616,2.09066,2.03663
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",192,68,0.105248,0.00189,1.74834,0.183776,2.09461,2.03926
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",192,69,0.102336,0.00192,1.74794,0.184384,2.09099,2.03658
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",192,70,0.116256,0.00199,1.75093,0.186112,2.16459,2.05529
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",192,71,0.101536,0.00196,1.74768,0.187616,2.09625,2.03879
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",192,72,0.100224,0.00188,1.74916,0.18384,2.09334,2.03511
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",192,73,0.104384,0.00196,1.75287,0.185536,2.10271,2.04475
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",192,74,0.106464,0.00195,1.75299,0.188,2.10965,2.04941
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",256,0,0.362496,0.00224,4.29133,0.421216,5.14771,5.07728
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",256,1,0.363584,0.00197,4.29209,0.415712,5.14199,5.07335
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",256,2,0.36768,0.001999,4.29101,0.41952,5.15143,5.08021
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",256,3,0.366208,0.00206,4.29083,0.416768,5.14552,5.07586
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",256,4,0.363936,0.00199,4.29194,0.418752,5.14334,5.07661
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",256,5,0.363712,0.00222,4.28763,0.417376,5.14201,5.07094
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",256,6,0.367104,0.00205,4.28913,0.41872,5.14813,5.077
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",256,7,0.372,0.00193,4.29102,0.418816,5.1513,5.08376
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",256,8,0.364576,0.00214,4.29134,0.419872,5.1494,5.07792
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",256,9,0.364704,0.00204,4.29424,0.419392,5.15063,5.08037
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",256,10,0.365376,0.00218,4.29174,0.418336,5.14617,5.07763
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",256,11,0.363328,0.00204,4.29176,0.418336,5.14702,5.07546
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",256,12,0.362976,0.00204,4.2908,0.419904,5.14553,5.07572
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",256,13,0.362464,0.002,4.29434,0.417696,5.14347,5.0765
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",256,14,0.364256,0.00221,4.29021,0.41744,5.14246,5.07411
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",256,15,0.36384,0.00203,4.28876,0.41728,5.14536,5.07191
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",256,16,0.366048,0.00207,4.29136,0.419136,5.14992,5.07861
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",256,17,0.365856,0.00207,4.30047,0.420384,5.15709,5.08878
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",256,18,0.36304,0.001901,4.28911,0.418176,5.14197,5.07222
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",256,19,0.363904,0.00207,4.2898,0.416416,5.14252,5.07219
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",256,20,0.364192,0.001931,4.29065,0.419264,5.14708,5.07603
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",256,21,0.368064,0.001981,4.29412,0.425376,5.15896,5.08954
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",256,22,0.363904,0.002139,4.29774,0.419328,5.15192,5.08311
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",256,23,0.367072,0.00198,4.28783,0.418752,5.14356,5.07563
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",256,24,0.361984,0.00215,4.2945,0.419872,5.1494,5.0785
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",256,25,0.365952,0.00206,4.28661,0.417792,5.14108,5.07241
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",256,26,0.366176,0.001989,4.29295,0.424128,5.17234,5.08524
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",256,27,0.366976,0.002142,4.29008,0.418368,5.14835,5.07757
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",256,28,0.362496,0.00197,4.29538,0.420096,5.14962,5.07994
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",256,29,0.36528,0.002061,4.29479,0.419296,5.15254,5.08142
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",256,30,0.36544,0.0021,4.33583,0.419328,5.19482,5.12269
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",256,31,0.367808,0.002,4.29917,0.419456,5.16201,5.08843
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",256,32,0.366368,0.00211,4.32985,0.418144,5.18717,5.11647
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",256,33,0.36528,0.002279,4.29861,0.41904,5.15793,5.08521
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",256,34,0.355936,0.001869,4.28638,0.443328,5.14829,5.08751
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",256,35,0.357472,0.00193,4.29446,0.416128,5.12947,5.06999
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",256,36,0.36528,0.00199,4.29505,0.418048,5.15147,5.08037
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",256,37,0.36752,0.00209,4.29096,0.417792,5.15027,5.07836
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",256,38,0.354944,0.0018,4.28845,0.417088,5.12299,5.06228
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",256,39,0.352352,0.001871,4.3554,0.416992,5.18882,5.12661
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",256,40,0.356448,0.00203,4.3219,0.419232,5.15648,5.09961
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",256,41,0.361632,0.001969,4.29466,0.417728,5.14678,5.07599
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",256,42,0.366624,0.00226,4.29129,0.41872,5.15698,5.07889
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",256,43,0.358624,0.00217,4.28846,0.417568,5.12638,5.06682
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",256,44,0.360384,0.001959,4.28878,0.419488,5.13092,5.07061
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",256,45,0.351136,0.00211,4.29229,0.417408,5.1217,5.06294
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",256,46,0.364544,0.002001,4.28997,0.420416,5.14678,5.07693
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",256,47,0.368096,0.001961,4.29578,0.417856,5.15531,5.08369
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",256,48,0.364832,0.00206,4.29126,0.41696,5.14608,5.07511
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",256,49,0.367168,0.00218,4.29459,0.415616,5.15054,5.07955
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",256,50,0.363936,0.00207,4.30538,0.4176,5.16078,5.08898
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",256,51,0.368224,0.00239,4.29552,0.415328,5.15295,5.08146
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",256,52,0.36656,0.00209,4.28993,0.418336,5.14674,5.07691
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",256,53,0.374304,0.00198,4.2965,0.418528,5.16419,5.09131
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",256,54,0.364512,0.00199,4.29019,0.41776,5.14484,5.07445
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",256,55,0.364384,0.002129,4.28848,0.417216,5.14054,5.07221
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",256,56,0.368128,0.00202,4.2908,0.41664,5.14777,5.07758
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",256,57,0.358176,0.00203,4.28935,0.420288,5.1334,5.06984
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",256,58,0.365824,0.00199,4.2925,0.416736,5.14935,5.07705
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",256,59,0.368064,0.00201,4.29013,0.41776,5.14914,5.07796
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",256,60,0.366112,0.00195,4.29104,0.418912,5.14653,5.07801
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",256,61,0.35584,0.0019,4.30021,0.41808,5.13348,5.07603
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",256,62,0.363456,0.00205,4.29615,0.41648,5.14693,5.07813
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",256,63,0.366464,0.00214,4.28892,0.418816,5.14806,5.07634
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",256,64,0.36336,0.002009,4.28851,0.42096,5.14602,5.07483
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",256,65,0.363296,0.00208,4.29027,0.418656,5.1465,5.0743
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",256,66,0.364608,0.00284,4.33458,0.425824,5.21656,5.12785
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",256,67,0.368032,0.00202,4.28898,0.41728,5.1417,5.07631
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",256,68,0.36496,0.00204,4.2996,0.419488,5.15936,5.08608
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",256,69,0.363616,0.002239,4.29021,0.419008,5.14688,5.07507
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",256,70,0.365152,0.00206,4.29873,0.418944,5.15682,5.08489
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",256,71,0.358016,0.001929,4.28565,0.417184,5.12307,5.06277
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",256,72,0.360992,0.00219,4.28927,0.417312,5.13871,5.06976
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",256,73,0.368,0.00204,4.28273,0.418272,5.13908,5.07104
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",256,74,0.363296,0.00203,4.29,0.419456,5.14359,5.07478
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",320,0,0.708,0.00217,8.80023,0.822368,10.405,10.3328
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",320,1,0.705056,0.002119,8.81243,0.820384,10.4134,10.34
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",320,2,0.707456,0.002219,8.80771,0.82,10.4104,10.3374
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",320,3,0.705344,0.00217,8.80021,0.821344,10.4019,10.3291
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",320,4,0.708384,0.0021,8.79956,0.819232,10.4008,10.3293
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",320,5,0.708096,0.00228,8.79754,0.818304,10.3999,10.3262
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",320,6,0.702784,0.002131,8.79871,0.820032,10.395,10.3237
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",320,7,0.712,0.00219,8.80339,0.818976,10.4151,10.3366
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",320,8,0.703392,0.00246,8.80683,0.820192,10.4056,10.3329
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",320,9,0.704384,0.00219,8.79934,0.817504,10.3936,10.3234
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",320,10,0.703872,0.00219,8.79994,0.82144,10.3981,10.3274
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",320,11,0.712736,0.002229,8.7989,0.819072,10.4042,10.3329
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",320,12,0.707136,0.00222,8.80953,0.819392,10.413,10.3383
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",320,13,0.702592,0.00215,8.79756,0.821056,10.3927,10.3234
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",320,14,0.703904,0.0023,8.79927,0.81888,10.3956,10.3244
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",320,15,0.705664,0.002101,8.80939,0.819712,10.4097,10.3369
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",320,16,0.707104,0.002331,8.79909,0.82112,10.3983,10.3296
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",320,17,0.70528,0.00256,8.8095,0.820512,10.4119,10.3379
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",320,18,0.705312,0.00244,8.80193,0.822656,10.4041,10.3323
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",320,19,0.705152,0.00231,8.80381,0.819264,10.4048,10.3305
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",320,20,0.707808,0.00223,8.8171,0.819328,10.4187,10.3465
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",320,21,0.70608,0.002169,8.8007,0.821056,10.4023,10.33
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",320,22,0.706016,0.00215,8.79915,0.818816,10.3949,10.3261
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",320,23,0.704672,0.00215,8.81428,0.818624,10.4144,10.3397
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",320,24,0.705568,0.00228,8.80265,0.817632,10.3991,10.3281
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",320,25,0.706624,0.002219,8.79908,0.81888,10.3981,10.3268
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",320,26,0.705792,0.002479,8.81304,0.819328,10.4128,10.3406
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",320,27,0.705856,0.002179,8.80154,0.817824,10.4025,10.3274
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",320,28,0.712736,0.002221,8.8055,0.819584,10.4115,10.34
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",320,29,0.705056,0.002149,8.79737,0.818848,10.3947,10.3234
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",320,30,0.7064,0.002301,8.8091,0.820384,10.4139,10.3382
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",320,31,0.704512,0.00224,8.80093,0.818496,10.3946,10.3262
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",320,32,0.705888,0.002289,8.79876,0.818784,10.3971,10.3257
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",320,33,0.707264,0.002149,8.80472,0.820768,10.4066,10.3349
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",320,34,0.705888,0.00275,8.80918,0.821824,10.4123,10.3396
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",320,35,0.704704,0.002161,8.80922,0.81984,10.4126,10.3359
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",320,36,0.704,0.00224,8.8019,0.816992,10.3949,10.3251
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",320,37,0.704608,0.002131,8.80084,0.819104,10.3964,10.3267
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",320,38,0.703936,0.003079,8.81871,0.827232,10.4283,10.353
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",320,39,0.7048,0.002619,8.80901,0.820768,10.4117,10.3372
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",320,40,0.708768,0.00234,8.80265,0.81984,10.4065,10.3336
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",320,41,0.708896,0.002329,8.8067,0.819648,10.4115,10.3376
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",320,42,0.70992,0.00232,8.80541,0.820384,10.4116,10.338
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",320,43,0.708224,0.002229,8.79795,0.81936,10.401,10.3278
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",320,44,0.705824,0.00213,8.80135,0.819456,10.4029,10.3288
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",320,45,0.70592,0.00229,8.79806,0.821088,10.3958,10.3274
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",320,46,0.705664,0.002079,8.80015,0.817504,10.3975,10.3254
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",320,47,0.709024,0.00211,8.80345,0.820032,10.4054,10.3346
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",320,48,0.702432,0.00217,8.80561,0.8184,10.3987,10.3286
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",320,49,0.708928,0.00209,8.81631,0.822368,10.4239,10.3497
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",320,50,0.703872,0.00204,8.80332,0.82016,10.4005,10.3294
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",320,51,0.711488,0.002039,8.79951,0.819168,10.4054,10.3322
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",320,52,0.706624,0.00211,8.79919,0.81856,10.3993,10.3265
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",320,53,0.703808,0.00214,8.79861,0.817856,10.3943,10.3224
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",320,54,0.706336,0.00225,8.79592,0.819648,10.3945,10.3242
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",320,55,0.708736,0.002249,8.79784,0.81968,10.3996,10.3285
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",320,56,0.708672,0.00243,8.81182,0.819968,10.4162,10.3429
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",320,57,0.705056,0.002211,8.80307,0.817664,10.4019,10.328
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",320,58,0.706368,0.00237,8.79983,0.820448,10.4011,10.329
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",320,59,0.705056,0.002031,8.79695,0.82176,10.395,10.3258
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",320,60,0.70832,0.00198,8.80275,0.818784,10.4034,10.3318
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",320,61,0.705024,0.00217,8.80181,0.818432,10.4,10.3274
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",320,62,0.706304,0.002159,8.79796,0.821824,10.3991,10.3282
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",320,63,0.703008,0.00196,8.80698,0.820096,10.4033,10.332
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",320,64,0.7048,0.00251,8.80202,0.81952,10.4059,10.3288
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",320,65,0.708608,0.00205,8.79701,0.818144,10.3988,10.3258
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",320,66,0.706752,0.00204,8.80577,0.819232,10.4026,10.3338
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",320,67,0.704992,0.00221,8.79994,0.823264,10.4035,10.3304
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",320,68,0.704064,0.002241,8.79951,0.82112,10.3991,10.3269
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",320,69,0.706272,0.00209,8.80022,0.820992,10.3989,10.3296
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",320,70,0.702944,0.002679,8.80194,0.820064,10.4528,10.3276
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",320,71,0.706624,0.00191,8.79893,0.817568,10.3983,10.325
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",320,72,0.704096,0.002191,8.79753,0.820288,10.397,10.3241
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",320,73,0.710432,0.002211,8.79808,0.816,10.4,10.3267
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",320,74,0.710624,0.00238,8.8137,0.822048,10.4222,10.3488
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",384,0,1.23293,0.00225,14.7817,1.42621,17.5151,17.4431
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",384,1,1.23318,0.00212,14.8262,1.42698,17.5643,17.4885
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",384,2,1.23437,0.002172,14.813,1.4233,17.545,17.4728
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",384,3,1.23123,0.00228,14.815,1.42624,17.5506,17.4748
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",384,4,1.23158,0.00235,14.8063,1.42214,17.5371,17.4624
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",384,5,1.23418,0.00195,14.8681,1.42448,17.6009,17.5287
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",384,6,1.23334,0.00203,14.7821,1.42413,17.5131,17.4416
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",384,7,1.2361,0.00202,14.7893,1.42496,17.5263,17.4524
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",384,8,1.23757,0.001919,14.8648,1.42422,17.6043,17.5286
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",384,9,1.23066,0.001989,14.7849,1.42714,17.5198,17.4447
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",384,10,1.23126,0.00185,14.7909,1.4281,17.5254,17.4522
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",384,11,1.23245,0.001911,14.8235,1.42675,17.5584,17.4846
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",384,12,1.23197,0.001881,14.8111,1.42573,17.5465,17.4707
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",384,13,1.23376,0.00196,14.796,1.42614,17.5334,17.4579
