dim,precision,solver_type,api,bc_name,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
1,double,uniform,CPU,"D | D",64,0,183.613,0,0.05879,51.6275,235.405,235.3
1,double,uniform,CPU,"D | D",128,27,0.0296,0,0.04379,0.008608,0.124499,0.081998
1,double,uniform,CPU,"D | D",128,28,0.035136,0,0.044549,0.006432,0.126089,0.086117
1,double,uniform,CPU,"D | D",128,29,0.131296,0,0.044,0.0072,0.222338,0.182496
1,double,uniform,CPU,"D | D",128,30,0.030272,0,0.043529,0.007712,0.121489,0.081513
1,double,uniform,CPU,"D | D",128,31,0.029952,0,0.040339,0.009952,0.115629,0.080243
1,double,uniform,CPU,"D | D",128,32,0.031648,0,0.04403,0.006784,0.121429,0.082462
1,double,uniform,CPU,"D | D",128,33,0.032288,0,0.043309,0.007712,0.121059,0.083309
1,double,uniform,CPU,"D | D",128,34,0.031072,0,0.04367,0.014112,0.129569,0.088854
1,double,uniform,CPU,"D | D",128,35,0.028736,0,0.043699,0.008672,0.121889,0.081107
1,double,uniform,CPU,"D | D",128,36,0.028832,0,0.04381,0.009664,0.122339,0.082306
1,double,uniform,CPU,"D | D",128,37,0.028864,0,0.04403,0.007744,0.121358,0.080638
1,double,uniform,CPU,"D | D",128,38,0.031136,0,0.04373,0.007648,0.121699,0.082514
1,double,uniform,CPU,"D | D",128,39,0.028,0,0.04367,0.007488,0.119529,0.079158
1,double,uniform,CPU,"D | D",128,40,0.02992,0,0.043859,0.008096,0.123389,0.081875
1,double,uniform,CPU,"D | D",128,41,0.029792,0,0.04393,0.007456,0.123579,0.081178
1,double,uniform,CPU,"D | D",128,42,0.027968,0,0.04441,0.00784,0.120599,0.080218
1,double,uniform,CPU,"D | D",128,43,0.029472,0,0.043679,0.007392,0.122589,0.080543
1,double,uniform,CPU,"D | D",128,44,0.029504,0,0.0434,0.008256,0.121139,0.08116
1,double,uniform,CPU,"D | D",128,45,0.03344,0,0.04384,0.008352,0.127059,0.085632
1,double,uniform,CPU,"D | D",128,46,0.030016,0,0.043739,0.00752,0.121709,0.081275
1,double,uniform,CPU,"D | D",128,47,0.033184,0,0.04395,0.006944,0.126459,0.084078
1,double,uniform,CPU,"D | D",128,48,0.030976,0,0.04973,0.00576,0.126148,0.086466
1,double,uniform,CPU,"D | D",128,49,0.0304,0,0.04337,0.008,0.122768,0.08177
1,double,uniform,CPU,"D | D",128,50,0.029664,0,0.043679,0.007296,0.120229,0.080639
1,double,uniform,CPU,"D | D",128,51,0.030464,0,0.043759,0.00736,0.121279,0.081583
1,double,uniform,CPU,"D | D",128,52,0.029824,0,0.04341,0.008032,0.121839,0.081266
1,double,uniform,CPU,"D | D",128,53,0.030368,0,0.04337,0.008672,0.123708,0.08241
1,double,uniform,CPU,"D | D",128,54,0.028992,0,0.04446,0.007744,0.121529,0.081196
1,double,uniform,CPU,"D | D",128,55,0.028992,0,0.130429,0.007104,0.208478,0.166525
1,double,uniform,CPU,"D | D",128,56,0.028224,0,0.043519,0.007744,0.120499,0.079487
1,double,uniform,CPU,"D | D",128,57,0.030272,0,0.043589,0.005952,0.121629,0.079813
1,double,uniform,CPU,"D | D",128,58,0.031488,0,0.04424,0.008416,0.125788,0.084144
1,double,uniform,CPU,"D | D",128,59,0.0312,0,0.0433,0.005152,0.119309,0.079652
1,double,uniform,CPU,"D | D",128,60,0.030816,0,0.04332,0.007968,0.122369,0.082104
1,double,uniform,CPU,"D | D",128,61,0.031616,0,0.050569,0.00768,0.129129,0.089865
1,double,uniform,CPU,"D | D",128,62,0.029632,0,0.040669,0.00784,0.112149,0.078141
1,double,uniform,CPU,"D | D",128,63,0.030496,0,0.04293,0.00752,0.118229,0.080946
1,double,uniform,CPU,"D | D",128,64,0.030912,0,0.04411,0.007808,0.122209,0.08283
1,double,uniform,CPU,"D | D",128,65,0.02944,0,0.04354,0.007552,0.120759,0.080532
1,double,uniform,CPU,"D | D",128,66,0.031232,0,0.04373,0.00752,0.123049,0.082482
1,double,uniform,CPU,"D | D",128,67,0.029728,0,0.04395,0.005248,0.119818,0.078926
1,double,uniform,CPU,"D | D",128,68,0.030912,0,0.04349,0.007744,0.121579,0.082146
1,double,uniform,CPU,"D | D",128,69,0.028512,0,0.05044,0.006944,0.125079,0.085896
1,double,uniform,CPU,"D | D",128,70,0.117344,0,0.043589,0.008096,0.212288,0.169029
1,double,uniform,CPU,"D | D",128,71,0.0304,0,0.04381,0.007392,0.121558,0.081602
1,double,uniform,CPU,"D | D",128,72,0.028768,0,0.04338,0.008128,0.120849,0.080276
1,double,uniform,CPU,"D | D",128,73,0.032256,0,0.04419,0.006848,0.123699,0.083294
1,double,uniform,CPU,"D | D",128,74,0.030848,0,0.04367,0.00608,0.120489,0.080598
1,double,uniform,CPU,"D | D",192,0,0.060448,0,0.081029,0.012608,0.206978,0.154085
1,double,uniform,CPU,"D | D",192,1,0.03216,0,0.077149,0.007616,0.159579,0.116925
1,double,uniform,CPU,"D | D",192,2,0.030112,0,0.076959,0.00688,0.157368,0.113951
1,double,uniform,CPU,"D | D",192,3,0.030016,0,0.076989,0.006432,0.155398,0.113437
1,double,uniform,CPU,"D | D",192,4,0.030208,0,0.076779,0.008192,0.157439,0.115179
1,double,uniform,CPU,"D | D",192,5,0.028192,0,0.076929,0.007136,0.155519,0.112257
1,double,uniform,CPU,"D | D",192,6,0.0288,0,0.076689,0.007136,0.154509,0.112625
1,double,uniform,CPU,"D | D",192,7,0.031808,0,0.07649,0.008032,0.159998,0.11633
1,double,uniform,CPU,"D | D",192,8,0.031584,0,0.076589,0.00736,0.156738,0.115533
1,double,uniform,CPU,"D | D",192,9,0.028384,0,0.077479,0.007648,0.154988,0.113511
1,double,uniform,CPU,"D | D",192,10,0.028608,0,0.076269,0.007488,0.155669,0.112365
1,double,uniform,CPU,"D | D",192,11,0.127104,0,0.073269,0.009728,0.242578,0.210101
1,double,uniform,CPU,"D | D",192,12,0.030944,0,0.076759,0.006464,0.152039,0.114167
1,double,uniform,CPU,"D | D",192,13,0.033856,0,0.07729,0.006144,0.158618,0.11729
1,double,uniform,CPU,"D | D",192,14,0.030176,0,0.076769,0.005664,0.153999,0.112609
1,double,uniform,CPU,"D | D",192,15,0.030368,0,0.076589,0.007328,0.155529,0.114285
1,double,uniform,CPU,"D | D",192,16,0.029856,0,0.076359,0.00736,0.154469,0.113575
1,double,uniform,CPU,"D | D",192,17,0.029088,0,0.07677,0.008832,0.159448,0.11469
1,double,uniform,CPU,"D | D",192,18,0.0312,0,0.07631,0.00784,0.156449,0.11535
1,double,uniform,CPU,"D | D",192,19,0.032864,0,0.076459,0.007168,0.160089,0.116491
1,double,uniform,CPU,"D | D",192,20,0.032448,0,0.07759,0.007552,0.159209,0.11759
1,double,uniform,CPU,"D | D",192,21,0.028864,0,0.077479,0.008416,0.156749,0.114759
1,double,uniform,CPU,"D | D",192,22,0.03008,0,0.076559,0.005888,0.162929,0.112527
1,double,uniform,CPU,"D | D",192,23,0.0352,0,0.076709,0.0064,0.160859,0.118309
1,double,uniform,CPU,"D | D",192,24,0.02976,0,0.07654,0.006816,0.155408,0.113116
1,double,uniform,CPU,"D | D",192,25,0.030272,0,0.076889,0.006016,0.154529,0.113177
1,double,uniform,CPU,"D | D",192,26,0.03136,0,0.076409,0.005952,0.154579,0.113721
1,double,uniform,CPU,"D | D",192,27,0.031264,0,0.076899,0.007968,0.157338,0.116131
1,double,uniform,CPU,"D | D",192,28,0.0288,0,0.0768,0.007424,0.154989,0.113024
1,double,uniform,CPU,"D | D",192,29,0.031456,0,0.077039,0.007712,0.157519,0.116207
1,double,uniform,CPU,"D | D",192,30,0.034976,0,0.07719,0.006336,0.160628,0.118502
1,double,uniform,CPU,"D | D",192,31,0.027392,0,0.073899,0.007776,0.145818,0.109067
1,double,uniform,CPU,"D | D",192,32,0.029728,0,0.0765,0.007648,0.155078,0.113876
1,double,uniform,CPU,"D | D",192,33,0.02848,0,0.076599,0.00704,0.154068,0.112119
1,double,uniform,CPU,"D | D",192,34,0.032544,0,0.077239,0.008288,0.162969,0.118071
1,double,uniform,CPU,"D | D",192,35,0.029792,0,0.07732,0.008032,0.155548,0.115144
1,double,uniform,CPU,"D | D",192,36,0.028192,0,0.082409,0.00672,0.159789,0.117321
1,double,uniform,CPU,"D | D",192,37,0.028896,0,0.07641,0.006976,0.154898,0.112282
1,double,uniform,CPU,"D | D",192,38,0.030464,0,0.07722,0.006176,0.156529,0.11386
1,double,uniform,CPU,"D | D",192,39,0.028896,0,0.07711,0.007232,0.154159,0.113238
1,double,uniform,CPU,"D | D",192,40,0.033152,0,0.076839,0.006176,0.158799,0.116167
1,double,uniform,CPU,"D | D",192,41,0.028896,0,0.076819,0.006688,0.154369,0.112403
1,double,uniform,CPU,"D | D",192,42,0.029536,0,0.076629,0.007776,0.155638,0.113941
1,double,uniform,CPU,"D | D",192,43,0.034976,0,0.077009,0.008768,0.160999,0.120753
1,double,uniform,CPU,"D | D",192,44,0.183648,0,0.076409,0.007232,0.307667,0.267289
1,double,uniform,CPU,"D | D",192,45,0.030656,0,0.07655,0.006592,0.155609,0.113798
1,double,uniform,CPU,"D | D",192,46,0.031392,0,0.076719,0.006528,0.158579,0.114639
1,double,uniform,CPU,"D | D",192,47,0.028992,0,0.077479,0.008992,0.155698,0.115463
1,double,uniform,CPU,"D | D",192,48,0.035392,0,0.07708,0.008672,0.162339,0.121144
1,double,uniform,CPU,"D | D",192,49,0.029664,0,0.076419,0.006656,0.155849,0.112739
1,double,uniform,CPU,"D | D",192,50,0.030464,0,0.076939,0.008608,0.155589,0.116011
1,double,uniform,CPU,"D | D",192,51,0.032192,0,0.077339,0.007648,0.161078,0.117179
1,double,uniform,CPU,"D | D",192,52,0.032224,0,0.076149,0.0072,0.157418,0.115573
1,double,uniform,CPU,"D | D",192,53,0.030592,0,0.07642,0.007488,0.156389,0.1145
1,double,uniform,CPU,"D | D",192,54,0.030432,0,0.367376,0.0072,0.444636,0.405008
1,double,uniform,CPU,"D | D",192,55,0.0288,0,0.076849,0.007232,0.155118,0.112881
1,double,uniform,CPU,"D | D",192,56,0.03008,0,0.073099,0.009088,0.144369,0.112267
1,double,uniform,CPU,"D | D",192,57,0.029376,0,0.076559,0.007616,0.155539,0.113551
1,double,uniform,CPU,"D | D",192,58,0.02848,0,0.07654,0.00736,0.154259,0.11238
1,double,uniform,CPU,"D | D",192,59,0.031328,0,0.271888,0.007456,0.352907,0.310672
1,double,uniform,CPU,"D | D",192,60,0.029952,0,0.07676,0.006592,0.155619,0.113304
1,double,uniform,CPU,"D | D",192,61,0.029408,0,0.077209,0.0072,0.156129,0.113817
1,double,uniform,CPU,"D | D",192,62,0.029056,0,0.076369,0.007104,0.153508,0.112529
1,double,uniform,CPU,"D | D",192,63,0.02752,0,0.077679,0.007744,0.156678,0.112943
1,double,uniform,CPU,"D | D",192,64,0.030944,0,0.077299,0.007936,0.165468,0.116179
1,double,uniform,CPU,"D | D",192,65,0.031776,0,0.077449,0.007392,0.158429,0.116617
1,double,uniform,CPU,"D | D",192,66,0.030464,0,0.077189,0.006432,0.156249,0.114085
1,double,uniform,CPU,"D | D",192,67,0.030912,0,0.077019,0.013088,0.160399,0.121019
1,double,uniform,CPU,"D | D",192,68,0.028704,0,0.073189,0.009664,0.146899,0.111557
1,double,uniform,CPU,"D | D",192,69,0.036064,0,0.076639,0.007616,0.162458,0.120319
1,double,uniform,CPU,"D | D",192,70,0.030752,0,0.076589,0.007136,0.155428,0.114477
1,double,uniform,CPU,"D | D",192,71,0.031744,0,0.076549,0.009248,0.158069,0.117541
1,double,uniform,CPU,"D | D",192,72,0.028608,0,0.076709,0.007104,0.151529,0.112421
1,double,uniform,CPU,"D | D",192,73,0.030464,0,0.077369,0.006048,0.155798,0.113881
1,double,uniform,CPU,"D | D",192,74,0.0296,0,0.077369,0.008288,0.159098,0.115257
1,double,uniform,CPU,"D | D",256,0,0.057632,0,0.090449,0.012288,0.211728,0.160369
1,double,uniform,CPU,"D | D",256,1,0.033632,0,0.086909,0.006944,0.168548,0.127485
1,double,uniform,CPU,"D | D",256,2,0.032928,0,0.086999,0.008928,0.168828,0.128855
1,double,uniform,CPU,"D | D",256,3,0.028896,0,0.087319,0.007072,0.165548,0.123287
1,double,uniform,CPU,"D | D",256,4,0.029984,0,0.087319,0.008992,0.169399,0.126295
1,double,uniform,CPU,"D | D",256,5,0.02976,0,0.08689,0.00704,0.165208,0.12369
1,double,uniform,CPU,"D | D",256,6,0.029984,0,0.087349,0.008096,0.167458,0.125429
1,double,uniform,CPU,"D | D",256,7,0.02848,0,0.086879,0.007616,0.164709,0.122975
1,double,uniform,CPU,"D | D",256,8,0.031296,0,0.086859,0.00896,0.167319,0.127115
1,double,uniform,CPU,"D | D",256,9,0.032224,0,0.087009,0.006336,0.168669,0.125569
1,double,uniform,CPU,"D | D",256,10,0.038048,0,0.087519,0.007776,0.174229,0.133343
1,double,uniform,CPU,"D | D",256,11,0.030688,0,0.087159,0.00768,0.168349,0.125527
1,double,uniform,CPU,"D | D",256,12,0.030496,0,0.086889,0.007616,0.166679,0.125001
1,double,uniform,CPU,"D | D",256,13,0.030016,0,0.086969,0.009088,0.167149,0.126073
1,double,uniform,CPU,"D | D",256,14,0.028416,0,0.08313,0.010304,0.155848,0.12185
1,double,uniform,CPU,"D | D",256,15,0.032736,0,0.08722,0.007936,0.169228,0.127892
1,double,uniform,CPU,"D | D",256,16,0.029024,0,0.08702,0.005824,0.164459,0.121868
1,double,uniform,CPU,"D | D",256,17,0.034432,0,0.086649,0.006848,0.169959,0.127929
1,double,uniform,CPU,"D | D",256,18,0.028384,0,0.087299,0.007072,0.164268,0.122755
1,double,uniform,CPU,"D | D",256,19,0.03104,0,0.087229,0.007456,0.167948,0.125725
1,double,uniform,CPU,"D | D",256,20,0.03152,0,0.086739,0.007776,0.166989,0.126035
1,double,uniform,CPU,"D | D",256,21,0.030368,0,0.086929,0.005856,0.164999,0.123153
1,double,uniform,CPU,"D | D",256,22,0.028832,0,0.087859,0.007968,0.166439,0.124659
1,double,uniform,CPU,"D | D",256,23,0.03072,0,0.087899,0.006592,0.168089,0.125211
1,double,uniform,CPU,"D | D",256,24,0.029056,0,0.086659,0.005888,0.164338,0.121603
1,double,uniform,CPU,"D | D",256,25,0.031232,0,0.087029,0.007744,0.168659,0.126005
1,double,uniform,CPU,"D | D",256,26,0.030816,0,0.087629,0.008224,0.168349,0.126669
1,double,uniform,CPU,"D | D",256,27,0.031552,0,0.087219,0.00608,0.165569,0.124851
1,double,uniform,CPU,"D | D",256,28,0.031968,0,0.086848,0.009888,0.170099,0.128704
1,double,uniform,CPU,"D | D",256,29,0.031136,0,0.087099,0.007616,0.166189,0.125851
1,double,uniform,CPU,"D | D",256,30,0.030496,0,0.087239,0.006368,0.166838,0.124103
1,double,uniform,CPU,"D | D",256,31,0.030496,0,0.08729,0.008192,0.167968,0.125978
1,double,uniform,CPU,"D | D",256,32,0.029248,0,0.08317,0.010304,0.156048,0.122722
1,double,uniform,CPU,"D | D",256,33,0.028704,0,0.0862,0.008608,0.249907,0.123512
1,double,uniform,CPU,"D | D",256,34,0.028544,0,0.086589,0.00784,0.163689,0.122973
1,double,uniform,CPU,"D | D",256,35,0.033472,0,0.087199,0.00864,0.170669,0.129311
1,double,uniform,CPU,"D | D",256,36,0.03024,0,0.087079,0.008576,0.167259,0.125895
1,double,uniform,CPU,"D | D",256,37,0.0288,0,0.087379,0.00784,0.164309,0.124019
1,double,uniform,CPU,"D | D",256,38,0.028928,0,0.087169,0.008608,0.166639,0.124705
1,double,uniform,CPU,"D | D",256,39,0.029216,0,0.087289,0.00832,0.168139,0.124825
1,double,uniform,CPU,"D | D",256,40,0.030432,0,0.086549,0.007712,0.165239,0.124693
1,double,uniform,CPU,"D | D",256,41,0.035392,0,0.087659,0.007104,0.170959,0.130155
1,double,uniform,CPU,"D | D",256,42,0.03168,0,0.086729,0.006208,0.168189,0.124617
1,double,uniform,CPU,"D | D",256,43,0.029952,0,0.086799,0.008256,0.166958,0.125007
1,double,uniform,CPU,"D | D",256,44,0.03808,0,0.086649,0.007712,0.173668,0.132441
1,double,uniform,CPU,"D | D",256,45,0.030016,0,0.086929,0.006624,0.165499,0.123569
1,double,uniform,CPU,"D | D",256,46,0.031712,0,0.087019,0.007424,0.165609,0.126155
1,double,uniform,CPU,"D | D",256,47,0.031168,0,0.087109,0.007264,0.170459,0.125541
1,double,uniform,CPU,"D | D",256,48,0.030208,0,0.087428,0.008,0.167198,0.125636
1,double,uniform,CPU,"D | D",256,49,0.035936,0,0.087149,0.006528,0.171268,0.129613
1,double,uniform,CPU,"D | D",256,50,0.03072,0,0.087779,0.006464,0.168319,0.124963
1,double,uniform,CPU,"D | D",256,51,0.029024,0,0.086688,0.008288,0.164209,0.124
1,double,uniform,CPU,"D | D",256,52,0.030528,0,0.086979,0.008512,0.162729,0.126019
1,double,uniform,CPU,"D | D",256,53,0.032,0,0.089939,0.006816,0.172628,0.128755
1,double,uniform,CPU,"D | D",256,54,0.030848,0,0.08694,0.006496,0.166199,0.124284
1,double,uniform,CPU,"D | D",256,55,0.032288,0,0.087619,0.006944,0.169229,0.126851
1,double,uniform,CPU,"D | D",256,56,0.03072,0,0.0875,0.007232,0.167339,0.125452
1,double,uniform,CPU,"D | D",256,57,0.032896,0,0.087249,0.008736,0.169758,0.128881
1,double,uniform,CPU,"D | D",256,58,0.027872,0,0.084539,0.010368,0.154809,0.122779
1,double,uniform,CPU,"D | D",256,59,0.03008,0,0.086999,0.00752,0.165668,0.124599
1,double,uniform,CPU,"D | D",256,60,0.029568,0,0.149378,0.008128,0.228198,0.187074
1,double,uniform,CPU,"D | D",256,61,0.029888,0,0.087359,0.008416,0.167489,0.125663
