dim,precision,solver_type,api,bc_name,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,32,0.092896,0.00202,1.02581,0.099136,1.54069,1.21986
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,33,0.094816,0.00167,1.02836,0.098624,1.54629,1.22347
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,34,0.0952,0.00206,1.02749,0.100352,1.55282,1.2251
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,35,0.093632,0.002189,1.02748,0.100128,1.54719,1.22343
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,36,0.09488,0.00207,1.02787,0.1,1.55084,1.22482
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,37,0.094592,0.002,1.02778,0.102496,1.55248,1.22687
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,38,0.093952,0.00166,1.02734,0.105376,1.55302,1.22833
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,39,0.095424,0.00177,1.02747,0.098784,1.5482,1.22345
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,40,0.091776,0.0016,1.02781,0.10304,1.55004,1.22423
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,41,0.09344,0.001659,1.02768,0.103712,1.55504,1.22649
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,42,0.092544,0.001759,1.02683,0.098496,1.54501,1.21963
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,43,0.093888,0.00191,1.02704,0.102624,1.54822,1.22546
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,44,0.096544,0.00202,1.02561,0.102112,1.55134,1.22629
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,45,0.09344,0.001702,1.02891,0.098272,1.54535,1.22232
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,46,0.096032,0.001871,1.02736,0.10064,1.55302,1.2259
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,47,0.09408,0.001929,1.02711,0.102752,1.54864,1.22587
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,48,0.097472,0.00179,1.02836,0.10272,1.55184,1.23034
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,49,0.09536,0.001819,1.0278,0.098304,1.54563,1.22328
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,50,0.099392,0.00189,1.02692,0.099776,1.55419,1.22798
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,51,0.093312,0.00196,1.02731,0.098208,1.54723,1.22079
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,52,0.093728,0.002049,1.0271,0.09856,1.54804,1.22144
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,53,0.098464,0.00192,1.0281,0.1008,1.55509,1.22928
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,54,0.092192,0.00175,1.03441,0.100192,1.55496,1.22854
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,55,0.095136,0.00162,1.02559,0.1,1.54433,1.22234
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,56,0.097216,0.00155,1.0312,0.098912,1.55283,1.22888
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,57,0.106592,0.00178,1.02967,0.104896,1.56741,1.24294
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,58,0.091328,0.00197,1.0256,0.10368,1.57694,1.22258
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,59,0.093504,0.00161,1.02709,0.10512,1.55144,1.22732
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,60,0.094528,0.001849,1.02627,0.09856,1.5441,1.22121
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,61,0.093248,0.001899,1.02729,0.097952,1.54626,1.22039
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,62,0.092352,0.00178,1.02749,0.098016,1.54521,1.21964
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,63,0.092448,0.001908,1.02745,0.098592,1.54603,1.2204
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,64,0.09616,0.001569,1.02767,0.100704,1.5506,1.2261
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,65,0.0936,0.001822,1.02579,0.09712,1.54243,1.21833
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,66,0.108032,0.00174,1.02814,0.10064,1.56139,1.23855
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,67,0.095232,0.00175,1.03073,0.10416,1.56174,1.23187
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,68,0.094976,0.0018,1.0265,0.105568,1.55035,1.22884
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,69,0.094144,0.00187,1.02599,0.099712,1.54545,1.22172
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,70,0.092512,0.00181,1.02771,0.100512,1.54704,1.22254
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,71,0.110752,0.00189,1.02896,0.10128,1.56786,1.24288
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,72,0.095392,0.00172,1.02916,0.09792,1.54817,1.22419
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,73,0.097888,0.001799,1.02613,0.09952,1.55134,1.22534
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,74,0.095744,0.00218,1.02754,0.105216,1.55474,1.23068
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",256,0,0.35792,0.00212,2.53073,0.249792,3.92169,3.14056
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",256,1,0.351232,0.002099,2.53086,0.25024,3.91492,3.13443
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",256,2,0.3504,0.00202,2.53247,0.250464,3.91795,3.13536
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",256,3,0.350848,0.00268,2.5343,0.252384,3.92242,3.14022
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",256,4,0.35328,0.00284,2.53499,0.25312,3.9267,3.14423
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",256,5,0.35264,0.002711,2.53159,0.251424,3.91944,3.13837
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",256,6,0.350272,0.002271,2.53651,0.255328,3.92792,3.14438
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",256,7,0.35376,0.00233,2.53311,0.249632,3.92171,3.13883
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",256,8,0.347264,0.00244,2.53261,0.250272,3.91224,3.13259
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",256,9,0.348256,0.00205,2.53821,0.250784,3.91996,3.1393
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",256,10,0.353152,0.001849,2.5345,0.25072,3.92326,3.14022
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",256,11,0.351904,0.002,2.53374,0.251488,3.9199,3.13913
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",256,12,0.355904,0.002219,2.53433,0.25264,3.92742,3.1451
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",256,13,0.351648,0.0027,2.5349,0.250912,3.92735,3.14016
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",256,14,0.353248,0.002021,2.5311,0.24992,3.91717,3.13629
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",256,15,0.350368,0.00208,2.53459,0.250464,3.9215,3.13751
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",256,16,0.349792,0.00201,2.53262,0.251104,3.91561,3.13553
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",256,17,0.350368,0.002231,2.53721,0.25152,3.92268,3.14133
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",256,18,0.352064,0.001882,2.53126,0.252352,3.91648,3.13756
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",256,19,0.352352,0.00273,2.53047,0.251008,3.91472,3.13656
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",256,20,0.351424,0.00203,2.53892,0.249952,3.92237,3.14233
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",256,21,0.353184,0.0022,2.53628,0.249856,3.92349,3.14152
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",256,22,0.351008,0.0026,2.53611,0.252224,3.95684,3.14195
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",256,23,0.351648,0.002159,2.53915,0.25056,3.92546,3.14352
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",256,24,0.35296,0.00218,2.53463,0.251328,3.92389,3.1411
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",256,25,0.349472,0.00225,2.53991,0.251552,3.92605,3.14319
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",256,26,0.349728,0.00208,2.53312,0.24992,3.91667,3.13485
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",256,27,0.351648,0.002379,2.53278,0.249568,3.91562,3.13638
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",256,28,0.350784,0.00218,2.53571,0.250368,3.92467,3.13904
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",256,29,0.348576,0.00236,2.53404,0.250272,3.91859,3.13525
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",256,30,0.351168,0.00211,2.53319,0.251584,3.91705,3.13806
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",256,31,0.360416,0.002241,2.53418,0.252,3.93241,3.14884
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",256,32,0.352544,0.00192,2.53577,0.250592,3.92238,3.14083
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",256,33,0.350336,0.002321,2.53457,0.252896,3.92307,3.14013
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",256,34,0.35216,0.00198,2.5314,0.249728,3.92153,3.13527
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",256,35,0.348448,0.002241,2.53358,0.250624,3.92053,3.13489
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",256,36,0.348704,0.00211,2.53217,0.250368,3.90694,3.13336
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",256,37,0.343296,0.00183,2.5321,0.252,3.90165,3.12923
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",256,38,0.350528,0.00204,2.53234,0.250752,3.91762,3.13566
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",256,39,0.359904,0.00217,2.53605,0.249696,3.92649,3.14782
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",256,40,0.351392,0.00292,2.53215,0.25024,3.91871,3.1367
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",256,41,0.351232,0.00218,2.53262,0.2504,3.91935,3.13644
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",256,42,0.349696,0.00223,2.53435,0.252512,3.92368,3.13879
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",256,43,0.349152,0.00235,2.53692,0.251296,3.92423,3.13972
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",256,44,0.349152,0.00192,2.5323,0.252768,3.9184,3.13614
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",256,45,0.35728,0.00247,2.53275,0.252512,3.92491,3.14502
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",256,46,0.34912,0.00221,2.53156,0.25328,3.91629,3.13617
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",256,47,0.352704,0.00223,2.53179,0.250176,3.91713,3.1369
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",256,48,0.355168,0.00222,2.5374,0.250624,3.93447,3.14541
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",256,49,0.35008,0.002411,2.53956,0.250816,3.92974,3.14287
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",256,50,0.35504,0.002131,2.53334,0.252,3.92945,3.14251
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",256,51,0.34992,0.00211,2.53157,0.250336,3.91661,3.13394
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",256,52,0.35088,0.00207,2.53781,0.250688,3.92164,3.14145
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",256,53,0.350848,0.002451,2.53143,0.252864,3.92247,3.1376
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",256,54,0.353248,0.00206,2.53405,0.25216,3.92587,3.14152
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",256,55,0.347328,0.00235,2.53448,0.252128,3.91889,3.13629
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",256,56,0.355136,0.00203,2.5382,0.249472,3.94633,3.14484
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",256,57,0.349728,0.002221,2.53205,0.251712,3.91878,3.13571
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",256,58,0.351136,0.00816,2.53313,0.253024,3.92753,3.14545
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",256,59,0.348224,0.0023,2.5323,0.252096,3.95634,3.13492
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",256,60,0.337856,0.002279,2.53304,0.251168,3.89838,3.12435
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",256,61,0.35232,0.00225,2.53885,0.25104,3.92299,3.14446
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",256,62,0.352288,0.002221,2.5336,0.25136,3.92358,3.13947
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",256,63,0.349952,0.00234,2.53498,0.252,3.92448,3.13928
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",256,64,0.351104,0.00206,2.53377,0.250656,3.91981,3.13759
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",256,65,0.349792,0.00226,2.53489,0.252032,3.91826,3.13898
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",256,66,0.353056,0.002439,2.53097,0.251136,3.91882,3.1376
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",256,67,0.349344,0.00229,2.53401,0.249376,3.91483,3.13502
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",256,68,0.351552,0.00217,2.53306,0.251584,4.00054,3.13837
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",256,69,0.357088,0.00254,2.53207,0.250432,3.93054,3.14213
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",256,70,0.352512,0.00204,2.53236,0.249344,3.9191,3.13626
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",256,71,0.355872,0.00225,2.53288,0.24976,4.00943,3.14077
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",256,72,0.353184,0.002241,2.53577,0.252032,3.92876,3.14323
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",256,73,0.347232,0.0021,2.53737,0.251904,3.92127,3.13861
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",256,74,0.351136,0.00202,2.53339,0.249984,3.9153,3.13653
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",320,0,0.702912,0.0029,5.93564,0.473728,9.0883,7.11518
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",320,1,0.703872,0.00324,5.92859,0.469472,9.0731,7.10517
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",320,2,0.701632,0.00276,5.93291,0.473152,9.07219,7.11045
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",320,3,0.704512,0.00237,5.92728,0.471872,9.0739,7.10603
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",320,4,0.70096,0.00341,5.93652,0.472416,9.08087,7.1133
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",320,5,0.700448,0.00263,5.92786,0.469472,9.06251,7.10041
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",320,6,0.703872,0.00267,5.93342,0.469856,9.08052,7.10982
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",320,7,0.70288,0.00301,5.92371,0.4736,9.06964,7.1032
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",320,8,0.699584,0.00228,5.92658,0.471744,9.0649,7.10018
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",320,9,0.699168,0.002949,5.92607,0.469024,9.06113,7.09721
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",320,10,0.702304,0.003521,5.93047,0.47104,9.1361,7.10733
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",320,11,0.702048,0.00229,5.92696,0.469408,9.0679,7.1007
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",320,12,0.705888,0.00266,5.92565,0.470336,9.07239,7.10453
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",320,13,0.702784,0.00244,5.92586,0.473632,9.0731,7.10471
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",320,14,0.701472,0.00271,5.92807,0.473504,9.07561,7.10575
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",320,15,0.7024,0.002679,5.9255,0.474208,9.07596,7.10478
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",320,16,0.699328,0.00282,5.92687,0.47216,9.06929,7.10117
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",320,17,0.705376,0.003171,5.92741,0.4712,9.07016,7.10716
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",320,18,0.70432,0.00327,5.92512,0.469664,9.07364,7.10237
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",320,19,0.702848,0.002429,5.92768,0.47088,9.07181,7.10384
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",320,20,0.70048,0.002242,5.92833,0.469952,9.06719,7.101
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",320,21,0.70096,0.00223,5.93207,0.472032,9.07705,7.10729
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",320,22,0.703072,0.00238,5.92628,0.471584,9.07262,7.10331
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",320,23,0.705184,0.00271,5.92638,0.471584,9.06873,7.10585
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",320,24,0.7016,0.00323,5.92639,0.4736,9.13731,7.10482
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",320,25,0.70112,0.00252,5.93333,0.473952,9.07803,7.11092
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",320,26,0.704288,0.00286,5.92763,0.472544,9.07208,7.10732
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",320,27,0.701888,0.00257,5.92636,0.469888,9.07029,7.1007
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",320,28,0.703168,0.00255,5.92828,0.474304,9.07802,7.1083
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",320,29,0.702304,0.002339,5.92204,0.47168,9.05836,7.09836
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",320,30,0.703552,0.00233,5.92585,0.471296,9.07327,7.10302
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",320,31,0.701504,0.00258,5.9282,0.471424,9.07304,7.10371
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",320,32,0.70592,0.00254,5.92605,0.471808,9.07034,7.10631
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",320,33,0.704128,0.002391,5.92681,0.46944,9.06938,7.10277
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",320,34,0.70224,0.002949,5.9298,0.473696,9.07636,7.10868
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",320,35,0.703968,0.003511,5.92843,0.471808,9.08257,7.10772
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",320,36,0.701792,0.00242,5.93228,0.475008,9.07911,7.1115
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",320,37,0.704416,0.00225,5.92619,0.472352,9.06969,7.10521
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",320,38,0.703328,0.002611,5.9258,0.47216,9.07312,7.1039
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",320,39,0.70272,0.0075,5.933,0.469248,9.07439,7.11246
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",320,40,0.700384,0.002211,5.92538,0.47168,9.06423,7.09965
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",320,41,0.700576,0.00242,5.92631,0.471264,9.06213,7.10057
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",320,42,0.70048,0.002208,5.92864,0.470848,9.0728,7.10218
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",320,43,0.701664,0.0026,5.92766,0.473056,9.0733,7.10498
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",320,44,0.703072,0.00253,5.93135,0.47136,9.0729,7.10831
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",320,45,0.703136,0.0029,5.9279,0.47344,9.07343,7.10737
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",320,46,0.70288,0.00355,5.92628,0.469344,9.07063,7.10205
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",320,47,0.70112,0.00272,5.93276,0.47152,9.0748,7.10812
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",320,48,0.702624,0.002569,5.92624,0.470592,9.06964,7.10202
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",320,49,0.703072,0.00222,5.92466,0.474816,9.06707,7.10476
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",320,50,0.702784,0.00236,5.93091,0.46928,9.12994,7.10533
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",320,51,0.704608,0.002431,5.92792,0.471584,9.07922,7.10654
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",320,52,0.705312,0.0036,5.92532,0.471616,9.07686,7.10584
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",320,53,0.701344,0.00251,5.92599,0.471424,9.06687,7.10127
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",320,54,0.702848,0.00339,5.92974,0.472064,9.07629,7.10804
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",320,55,0.70528,0.002779,5.92783,0.471904,9.07649,7.10779
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",320,56,0.706112,0.002249,5.92485,0.472064,9.07271,7.10527
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",320,57,0.704416,0.00265,5.92572,0.47184,9.08094,7.10462
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",320,58,0.702016,0.002469,5.92743,0.47088,9.06814,7.10279
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",320,59,0.70416,0.00257,5.9282,0.47328,9.07633,7.10821
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",320,60,0.70128,0.00293,5.93462,0.472064,9.07811,7.11089
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",320,61,0.705856,0.002569,5.93184,0.470656,9.07896,7.11092
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",320,62,0.702496,0.002191,5.92777,0.4696,9.06499,7.10205
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",320,63,0.702976,0.00238,5.92947,0.471264,9.07758,7.10609
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",320,64,0.704352,0.00257,5.92755,0.471712,9.0786,7.10618
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",320,65,0.703264,0.00236,5.9331,0.473696,9.07645,7.11242
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",320,66,0.704736,0.002588,5.92516,0.474368,9.07758,7.10685
