dim,precision,solver_type,api,bc_name,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",64,0,186.372,0.00273,0.136509,51.987,238.611,238.498
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",64,22,0.238176,0.00159,0.116059,0.013728,0.419805,0.369553
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",64,23,0.238496,0.0016,0.116168,0.01248,0.416046,0.368744
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",64,24,0.232704,0.00155,0.116228,0.013952,0.410886,0.364434
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",64,25,0.228832,0.001559,0.112918,0.014208,0.518495,0.357517
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",64,26,0.234656,0.00159,0.115298,0.014112,0.408916,0.365656
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",64,27,0.236256,0.00155,0.117069,0.014848,0.413605,0.369723
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",64,28,0.234144,0.00159,0.116639,0.014496,0.417555,0.366869
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",64,29,0.231424,0.00183,0.120838,0.01456,0.415145,0.368652
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",64,30,0.23168,0.001691,0.11739,0.014496,0.411106,0.365257
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",64,31,0.234496,0.00152,0.115868,0.012864,0.412485,0.364748
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",64,32,0.2312,0.00153,0.116528,0.013312,0.409846,0.36257
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",64,33,0.232576,0.001562,0.116548,0.012608,0.414906,0.363294
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",64,34,0.23632,0.00152,0.116378,0.013632,0.419165,0.36785
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",64,35,0.232928,0.00154,0.116137,0.014656,0.414866,0.365261
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",64,36,0.232032,0.00165,0.11645,0.016544,0.412135,0.366676
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",64,37,0.238752,0.00156,0.116019,0.013824,0.418316,0.370155
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",64,38,0.22928,0.001499,0.10939,0.015072,0.396406,0.355241
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",64,39,0.235296,0.001529,0.116297,0.013568,0.413576,0.36669
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",64,40,0.232384,0.001501,0.116729,0.014912,0.410695,0.365526
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",64,41,0.234688,0.001511,0.116539,0.018656,0.589624,0.371394
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",64,42,0.23136,0.001569,0.115869,0.012576,0.408196,0.361374
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",64,43,0.232032,0.00168,0.116379,0.013952,0.411035,0.364043
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",64,44,0.233184,0.00149,0.116539,0.014336,0.408995,0.365549
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",64,45,0.232576,0.00154,0.11711,0.014272,0.411165,0.365498
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",64,46,0.2384,0.00159,0.116269,0.01232,0.420536,0.368579
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",64,47,0.23856,0.00162,0.116429,0.014656,0.417586,0.371265
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",64,48,0.232736,0.00155,0.116559,0.012576,0.411385,0.363421
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",64,49,0.233056,0.00158,0.115999,0.01568,0.411835,0.366315
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",64,50,0.314272,0.0015,0.116369,0.015168,0.490975,0.447309
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",64,51,0.237632,0.001589,0.131609,0.01392,0.433425,0.38475
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",64,52,0.238112,0.001789,0.117268,0.01248,0.421686,0.369649
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",64,53,0.233152,0.00171,0.115148,0.013184,0.411146,0.363194
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",64,54,0.235232,0.00172,0.117249,0.014656,0.414875,0.368857
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",64,55,0.230912,0.00153,0.10941,0.016096,0.397726,0.357948
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",64,56,0.237344,0.001551,0.116758,0.012096,0.415155,0.367749
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",64,57,0.23008,0.00154,0.116859,0.013984,0.409875,0.362463
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",64,58,0.2368,0.00159,0.284597,0.015168,0.585734,0.538155
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",64,59,0.232064,0.00156,0.116988,0.01488,0.412496,0.365492
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",64,60,0.228992,0.001529,0.115309,0.0136,0.405035,0.35943
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",64,61,0.232896,0.00154,0.115679,0.014112,0.408825,0.364227
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",64,62,0.231456,0.00157,0.116229,0.013824,0.410136,0.363079
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",64,63,0.241984,0.001531,0.116619,0.012416,0.421906,0.37255
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",64,64,0.229632,0.00159,0.116648,0.01424,0.409146,0.36211
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",64,65,0.242752,0.00162,0.11588,0.013376,0.421245,0.373628
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",64,66,0.232032,0.00155,0.11624,0.013696,0.411915,0.363518
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",64,67,0.239712,0.00178,0.11665,0.013632,0.416475,0.371774
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",64,68,0.230464,0.001549,0.116039,0.014048,0.410825,0.3621
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",64,69,0.236512,0.00152,0.116209,0.012512,0.413186,0.366753
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",64,70,0.234944,0.001549,0.117719,0.014432,0.419636,0.368644
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",64,71,0.242272,0.00153,0.116388,0.012128,0.419586,0.372318
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",64,72,0.233856,0.00156,0.116489,0.01264,0.411766,0.364545
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",64,73,0.349024,0.00156,0.116018,0.015072,0.527414,0.481674
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",64,74,0.234592,0.001581,0.11697,0.01376,0.416835,0.366903
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,0,1.7776,0.00215,0.531724,0.06368,2.44477,2.37515
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,1,1.54307,0.001951,0.519323,0.064896,2.19818,2.12924
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,2,1.53357,0.00174,0.519823,0.059648,2.16484,2.11478
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,3,1.56106,0.001621,0.517423,0.05776,2.18747,2.13786
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,4,1.51101,0.001519,0.517124,0.058656,2.14246,2.08831
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,5,1.53971,0.00205,0.524035,0.063904,2.2039,2.1297
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,6,1.55504,0.00165,0.524294,0.061632,2.19582,2.14262
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,7,1.53872,0.00194,0.515894,0.059488,2.16645,2.11604
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,8,1.51331,0.001719,0.522694,0.056736,2.14547,2.09446
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,9,1.5295,0.001999,0.522664,0.062336,2.18111,2.1165
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,10,1.51866,0.001701,0.519574,0.060032,2.1533,2.09996
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,11,1.55453,0.00192,0.524965,0.064256,2.2195,2.14567
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,12,1.51581,0.00153,0.514364,0.06192,2.14077,2.09362
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,13,1.53616,0.001689,0.518475,0.059168,2.16539,2.11549
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,14,1.54147,0.001941,0.524465,0.064704,2.20763,2.13258
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,15,1.52064,0.00164,0.518145,0.058016,2.15151,2.09844
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,16,1.58042,0.001589,0.517525,0.058592,2.20822,2.15812
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,17,1.5279,0.00181,0.515736,0.057152,2.1539,2.1026
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,18,1.53792,0.00191,0.521716,0.062688,2.1892,2.12423
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,19,1.51251,0.00159,0.543705,0.059008,2.16784,2.11682
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,20,1.56768,0.00164,0.517126,0.05904,2.19801,2.14549
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,21,1.5735,0.002169,0.524185,0.06336,2.23896,2.16322
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,22,1.5056,0.001608,0.512343,0.059584,2.13349,2.07913
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,23,1.51738,0.00166,0.516186,0.0568,2.14245,2.09202
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,24,1.54294,0.00199,0.524786,0.064896,2.20818,2.13462
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,25,1.56045,0.00197,0.524394,0.064448,2.22647,2.15126
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,26,1.52602,0.001699,0.517615,0.060224,2.16085,2.10555
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,27,1.50656,0.00164,0.509934,0.060896,2.12149,2.07903
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,28,1.52509,0.001989,0.519094,0.06128,2.1715,2.10745
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,29,1.53571,0.00185,0.517664,0.060544,2.16632,2.11577
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,30,1.51709,0.00158,0.515194,0.057696,2.13984,2.09156
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,31,1.56493,0.00198,0.524984,0.06224,2.23024,2.15413
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,32,1.58717,0.0015,0.517605,0.058624,2.21732,2.1649
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,33,1.53594,0.001571,0.516463,0.058656,2.16631,2.11263
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,34,1.56426,0.00164,0.518105,0.058432,2.19254,2.14243
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,35,1.54147,0.00182,0.518195,0.057696,2.16825,2.11918
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,36,1.51549,0.00173,0.520324,0.062816,2.15991,2.10036
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,37,1.55232,0.00191,0.523495,0.06288,2.21694,2.1406
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,38,1.53882,0.00154,0.516914,0.05824,2.16609,2.11551
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,39,1.532,0.001681,0.518495,0.060512,2.1724,2.11269
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,40,1.51853,0.0018,0.516794,0.059424,2.1483,2.09655
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,41,1.50579,0.00209,0.514535,0.059904,2.13624,2.08232
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,42,1.52029,0.00159,0.516394,0.058784,2.14414,2.09706
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,43,1.5383,0.00162,0.517595,0.05936,2.16859,2.11688
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,44,1.50022,0.00152,0.517245,0.059072,2.12996,2.07806
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,45,1.57376,0.001551,0.516054,0.059328,2.2003,2.15069
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,46,1.5512,0.00195,0.524724,0.063776,2.21685,2.14165
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,47,1.54851,0.00192,0.518745,0.060352,2.1793,2.12953
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,48,1.52342,0.00159,0.516554,0.057536,2.14881,2.0991
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,49,1.54477,0.001661,0.516594,0.05744,2.17556,2.12046
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,50,1.51757,0.00171,0.521693,0.061408,2.16097,2.10238
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,51,1.52717,0.001671,0.518984,0.058336,2.15557,2.10616
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,52,1.51085,0.0019,0.516865,0.058816,2.14247,2.08843
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,53,1.54819,0.00197,0.524524,0.063648,2.21147,2.13833
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,54,1.5032,0.001592,0.516725,0.058816,2.13092,2.08033
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,55,1.50214,0.00164,0.511415,0.05904,2.12105,2.07424
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,56,1.51344,0.001611,0.562164,0.056768,2.18397,2.13398
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,57,1.54634,0.001751,0.516054,0.058496,2.17441,2.12264
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,58,1.53184,0.00162,0.523604,0.058624,2.16704,2.11569
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,59,1.52698,0.0018,0.518873,0.060512,2.15777,2.10816
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,60,1.54374,0.00159,0.516295,0.058528,2.17442,2.12016
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,61,1.53856,0.00167,0.517375,0.05888,2.16841,2.11648
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,62,1.52576,0.00156,0.517125,0.060192,2.15968,2.10464
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,63,1.54448,0.0017,0.517275,0.060256,2.17475,2.12371
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,64,1.60832,0.001831,0.517134,0.058816,2.2355,2.1861
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,65,1.53882,0.00163,0.516393,0.059744,2.16659,2.11658
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,66,1.62413,0.00166,0.516815,0.059104,2.25336,2.20171
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,67,1.51366,0.00153,0.515695,0.058112,2.14105,2.089
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,68,1.58378,0.001482,0.516744,0.06032,2.2124,2.16232
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,69,1.53856,0.00159,0.516235,0.058528,2.16246,2.11491
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,70,1.51683,0.001719,0.517135,0.058656,2.14276,2.09434
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,71,1.51446,0.001621,0.517634,0.059072,2.14209,2.09279
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,72,1.54608,0.00166,0.514884,0.059424,2.17497,2.12205
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,73,1.52483,0.00156,0.516763,0.058304,2.15149,2.10146
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,74,1.51414,0.001621,0.516724,0.059264,2.1442,2.09175
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",192,0,6.15814,0.00215,1.73308,0.186656,8.16004,8.08003
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",192,1,5.90326,0.001989,1.73786,0.1864,7.89123,7.82951
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",192,2,5.88186,0.00207,1.74482,0.185984,7.87502,7.81473
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",192,3,5.98221,0.00209,1.73476,0.185472,7.98074,7.90453
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",192,4,6.17174,0.002029,1.73375,0.182944,8.15284,8.09047
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",192,5,5.99949,0.00203,1.73554,0.182528,7.98471,7.91959
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",192,6,5.94275,0.00195,1.74028,0.184832,7.94893,7.86982
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",192,7,5.88896,0.002,1.73478,0.184672,7.879,7.81041
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",192,8,5.99392,0.002019,1.73321,0.188288,7.99992,7.91744
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",192,9,5.71152,0.001991,1.73373,0.187392,7.693,7.63463
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",192,10,6.0544,0.00207,1.73657,0.184736,8.0554,7.97778
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",192,11,5.84573,0.001919,1.73501,0.182304,7.83224,7.76496
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",192,12,5.93427,0.00202,1.73766,0.18576,7.93844,7.85971
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",192,13,6.03776,0.00187,1.73499,0.185024,8.02313,7.95964
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",192,14,6.07734,0.002229,1.74212,0.18816,8.07542,8.00985
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",192,15,6.02045,0.001949,1.73577,0.18272,7.99811,7.94089
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",192,16,6.14403,0.00193,1.73462,0.185312,8.13799,8.0659
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",192,17,5.84579,0.00185,1.73386,0.185472,7.82712,7.76697
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",192,18,6.00048,0.00204,1.73368,0.187456,8.00114,7.92366
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",192,19,5.75501,0.00194,1.73534,0.185856,7.74074,7.67814
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",192,20,6.0551,0.00201,1.7365,0.18448,8.04461,7.9781
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",192,21,6.1183,0.00203,1.73492,0.184288,8.1034,8.03954
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",192,22,5.97747,0.0019,1.73546,0.185664,7.97893,7.9005
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",192,23,6.16778,0.002089,1.73546,0.183776,8.14805,8.0891
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",192,24,6.05507,0.0019,1.73475,0.183328,8.03965,7.97505
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",192,25,5.99914,0.00191,1.73583,0.183616,7.98583,7.92049
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",192,26,5.8191,0.00193,1.7339,0.18384,7.80045,7.73877
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",192,27,5.9319,0.00196,1.74181,0.186176,7.94376,7.86185
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",192,28,5.99062,0.0019,1.74385,0.185664,7.98182,7.92204
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",192,29,6.1471,0.00202,1.73542,0.1848,8.14271,8.06935
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",192,30,6.08691,0.00186,1.73198,0.186368,8.0643,8.00712
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",192,31,5.99338,0.00194,1.74773,0.186752,8.00887,7.9298
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",192,32,5.98045,0.00203,1.73446,0.18528,7.98015,7.90222
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",192,33,5.94762,0.00193,1.73537,0.18432,7.92884,7.86924
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",192,34,6.1489,0.001871,1.73676,0.185408,8.15395,8.07294
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",192,35,6.0815,0.00214,1.73525,0.183072,8.07489,8.00197
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",192,36,6.08787,0.00208,1.73239,0.1864,8.08642,8.00874
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",192,37,5.98998,0.002071,1.7331,0.184832,7.97182,7.90999
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",192,38,6.10666,0.00205,1.73579,0.184704,8.08964,8.0292
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",192,39,5.90755,0.00181,1.7335,0.184224,7.888,7.82709
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",192,40,6.05053,0.00194,1.73611,0.184864,8.05092,7.97344
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",192,41,6.1272,0.00195,1.73906,0.187136,8.13164,8.05535
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",192,42,6.02656,0.002091,1.73407,0.184,8.00902,7.94672
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",192,43,6.04723,0.00219,1.73556,0.18432,8.04567,7.9693
