dim,precision,solver_type,api,bc_name,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
1,double,uniform,CPU,"Ns | Ds",64,0,183.39,0,0.05093,51.4743,235.022,234.915
1,double,uniform,CPU,"Ns | Ds",64,26,0.027392,0,0.03295,0.006112,0.10242,0.066454
1,double,uniform,CPU,"Ns | Ds",64,27,0.029728,0,0.034219,0.005696,0.106399,0.069643
1,double,uniform,CPU,"Ns | Ds",64,28,0.028224,0,0.03382,0.00592,0.105529,0.067964
1,double,uniform,CPU,"Ns | Ds",64,29,0.028512,0,0.033899,0.008544,0.109189,0.070955
1,double,uniform,CPU,"Ns | Ds",64,30,0.030528,0,0.03359,0.00576,0.109949,0.069878
1,double,uniform,CPU,"Ns | Ds",64,31,0.032,0,0.034499,0.007328,0.114789,0.073827
1,double,uniform,CPU,"Ns | Ds",64,32,0.028608,0,0.03379,0.009248,0.118909,0.071646
1,double,uniform,CPU,"Ns | Ds",64,33,0.032064,0,0.03381,0.007776,0.113819,0.07365
1,double,uniform,CPU,"Ns | Ds",64,34,0.030176,0,0.0335,0.005248,0.109009,0.068924
1,double,uniform,CPU,"Ns | Ds",64,35,0.029568,0,0.03442,0.00752,0.111109,0.071508
1,double,uniform,CPU,"Ns | Ds",64,36,0.030912,0,0.034329,0.008672,0.166839,0.073913
1,double,uniform,CPU,"Ns | Ds",64,37,0.031776,0,0.03366,0.009632,0.112679,0.075068
1,double,uniform,CPU,"Ns | Ds",64,38,0.02752,0,0.02994,0.008608,0.098079,0.066068
1,double,uniform,CPU,"Ns | Ds",64,39,0.031264,0,0.03425,0.007424,0.110559,0.072938
1,double,uniform,CPU,"Ns | Ds",64,40,0.02768,0,0.03363,0.00752,0.11229,0.06883
1,double,uniform,CPU,"Ns | Ds",64,41,0.031232,0,0.03376,0.006752,0.108899,0.071744
1,double,uniform,CPU,"Ns | Ds",64,42,0.030816,0,0.03324,0.007008,0.110619,0.071064
1,double,uniform,CPU,"Ns | Ds",64,43,0.030368,0,0.034919,0.007328,0.111209,0.072615
1,double,uniform,CPU,"Ns | Ds",64,44,0.029376,0,0.03523,0.005184,0.109529,0.06979
1,double,uniform,CPU,"Ns | Ds",64,45,0.030688,0,0.034349,0.00768,0.112009,0.072717
1,double,uniform,CPU,"Ns | Ds",64,46,0.02944,0,0.0341,0.006464,0.111749,0.070004
1,double,uniform,CPU,"Ns | Ds",64,47,0.029024,0,0.03447,0.007232,0.1093,0.070726
1,double,uniform,CPU,"Ns | Ds",64,48,0.03104,0,0.03377,0.006016,0.11049,0.070826
1,double,uniform,CPU,"Ns | Ds",64,49,0.031936,0,0.033709,0.006336,0.112449,0.071981
1,double,uniform,CPU,"Ns | Ds",64,50,0.031552,0,0.03402,0.006112,0.214878,0.071684
1,double,uniform,CPU,"Ns | Ds",64,51,0.030592,0,0.03431,0.007616,0.11171,0.072518
1,double,uniform,CPU,"Ns | Ds",64,52,0.031424,0,0.03385,0.00592,0.108799,0.071194
1,double,uniform,CPU,"Ns | Ds",64,53,0.029824,0,0.03412,0.008256,0.112389,0.0722
1,double,uniform,CPU,"Ns | Ds",64,54,0.030464,0,0.0338,0.007296,0.111528,0.07156
1,double,uniform,CPU,"Ns | Ds",64,55,0.02848,0,0.0345,0.006656,0.108359,0.069636
1,double,uniform,CPU,"Ns | Ds",64,56,0.028928,0,0.033819,0.005664,0.106809,0.068411
1,double,uniform,CPU,"Ns | Ds",64,57,0.030848,0,0.03402,0.00912,0.115119,0.073988
1,double,uniform,CPU,"Ns | Ds",64,58,0.035296,0,0.0336,0.008736,0.116969,0.077632
1,double,uniform,CPU,"Ns | Ds",64,59,0.02896,0,0.03444,0.005984,0.110279,0.069384
1,double,uniform,CPU,"Ns | Ds",64,60,0.028768,0,0.033489,0.00592,0.107759,0.068177
1,double,uniform,CPU,"Ns | Ds",64,61,0.028896,0,0.03377,0.008352,0.110209,0.071018
1,double,uniform,CPU,"Ns | Ds",64,62,0.031936,0,0.03389,0.00736,0.111899,0.073186
1,double,uniform,CPU,"Ns | Ds",64,63,0.031072,0,0.034279,0.00784,0.113459,0.073191
1,double,uniform,CPU,"Ns | Ds",64,64,0.03056,0,0.03619,0.005856,0.110889,0.072606
1,double,uniform,CPU,"Ns | Ds",64,65,0.036,0,0.033539,0.007872,0.114539,0.077411
1,double,uniform,CPU,"Ns | Ds",64,66,0.030592,0,0.03368,0.006464,0.110009,0.070736
1,double,uniform,CPU,"Ns | Ds",64,67,0.028704,0,0.033411,0.006688,0.108309,0.068803
1,double,uniform,CPU,"Ns | Ds",64,68,0.030304,0,0.0333,0.008512,0.110969,0.072116
1,double,uniform,CPU,"Ns | Ds",64,69,0.030368,0,0.0334,0.007264,0.110289,0.071032
1,double,uniform,CPU,"Ns | Ds",64,70,0.032352,0,0.03161,0.008448,0.104079,0.07241
1,double,uniform,CPU,"Ns | Ds",64,71,0.030272,0,0.034539,0.008736,0.110439,0.073547
1,double,uniform,CPU,"Ns | Ds",64,72,0.02912,0,0.115369,0.005024,0.190629,0.149513
1,double,uniform,CPU,"Ns | Ds",64,73,0.029088,0,0.03361,0.007136,0.10825,0.069834
1,double,uniform,CPU,"Ns | Ds",64,74,0.029888,0,0.034289,0.006336,0.109829,0.070513
1,double,uniform,CPU,"Ns | Ds",128,0,0.058976,0,0.040099,0.009568,0.155739,0.108643
1,double,uniform,CPU,"Ns | Ds",128,1,0.030464,0,0.03641,0.008192,0.117979,0.075066
1,double,uniform,CPU,"Ns | Ds",128,2,0.029504,0,0.03587,0.008608,0.114019,0.073982
1,double,uniform,CPU,"Ns | Ds",128,3,0.02688,0,0.03485,0.007072,0.100409,0.068802
1,double,uniform,CPU,"Ns | Ds",128,4,0.031456,0,0.035609,0.007264,0.115789,0.074329
1,double,uniform,CPU,"Ns | Ds",128,5,0.029152,0,0.03576,0.00752,0.111689,0.072432
1,double,uniform,CPU,"Ns | Ds",128,6,0.029856,0,0.035389,0.006432,0.111639,0.071677
1,double,uniform,CPU,"Ns | Ds",128,7,0.029664,0,0.03455,0.0064,0.109528,0.070614
1,double,uniform,CPU,"Ns | Ds",128,8,0.030336,0,0.03574,0.006048,0.112579,0.072124
1,double,uniform,CPU,"Ns | Ds",128,9,0.029376,0,0.035499,0.005856,0.110349,0.070731
1,double,uniform,CPU,"Ns | Ds",128,10,0.031232,0,0.036011,0.005952,0.112079,0.073195
1,double,uniform,CPU,"Ns | Ds",128,11,0.028256,0,0.03579,0.006624,0.111099,0.07067
1,double,uniform,CPU,"Ns | Ds",128,12,0.029856,0,0.03646,0.00608,0.111809,0.072396
1,double,uniform,CPU,"Ns | Ds",128,13,0.032704,0,0.03575,0.00688,0.114009,0.075334
1,double,uniform,CPU,"Ns | Ds",128,14,0.03072,0,0.036199,0.006528,0.117349,0.073447
1,double,uniform,CPU,"Ns | Ds",128,15,0.028512,0,0.031909,0.008096,0.101469,0.068517
1,double,uniform,CPU,"Ns | Ds",128,16,0.028928,0,0.035789,0.008448,0.111029,0.073165
1,double,uniform,CPU,"Ns | Ds",128,17,0.029984,0,0.03555,0.007392,0.114829,0.072926
1,double,uniform,CPU,"Ns | Ds",128,18,0.030592,0,0.03573,0.006048,0.113008,0.07237
1,double,uniform,CPU,"Ns | Ds",128,19,0.031552,0,0.03594,0.005888,0.111879,0.07338
1,double,uniform,CPU,"Ns | Ds",128,20,0.03248,0,0.03606,0.00672,0.117639,0.07526
1,double,uniform,CPU,"Ns | Ds",128,21,0.02864,0,0.03578,0.006976,0.109689,0.071396
1,double,uniform,CPU,"Ns | Ds",128,22,0.028576,0,0.03207,0.008704,0.101949,0.06935
1,double,uniform,CPU,"Ns | Ds",128,23,0.029696,0,0.03559,0.007904,0.113429,0.07319
1,double,uniform,CPU,"Ns | Ds",128,24,0.03168,0,0.03585,0.008608,0.11745,0.076138
1,double,uniform,CPU,"Ns | Ds",128,25,0.030528,0,0.03593,0.005856,0.113019,0.072314
1,double,uniform,CPU,"Ns | Ds",128,26,0.03216,0,0.036749,0.006752,0.113729,0.075661
1,double,uniform,CPU,"Ns | Ds",128,27,0.02896,0,0.03584,0.00704,0.112909,0.07184
1,double,uniform,CPU,"Ns | Ds",128,28,0.030048,0,0.036169,0.00752,0.114529,0.073737
1,double,uniform,CPU,"Ns | Ds",128,29,0.028832,0,0.035399,0.006272,0.111529,0.070503
1,double,uniform,CPU,"Ns | Ds",128,30,0.027552,0,0.03587,0.004896,0.107589,0.068318
1,double,uniform,CPU,"Ns | Ds",128,31,0.033408,0,0.035759,0.006528,0.117319,0.075695
1,double,uniform,CPU,"Ns | Ds",128,32,0.02992,0,0.03604,0.007808,0.114169,0.073768
1,double,uniform,CPU,"Ns | Ds",128,33,0.029216,0,0.035409,0.007968,0.111149,0.072593
1,double,uniform,CPU,"Ns | Ds",128,34,0.029568,0,0.03298,0.007968,0.103788,0.070516
1,double,uniform,CPU,"Ns | Ds",128,35,0.029248,0,0.035459,0.007264,0.112389,0.071971
1,double,uniform,CPU,"Ns | Ds",128,36,0.030752,0,0.03603,0.007264,0.114009,0.074046
1,double,uniform,CPU,"Ns | Ds",128,37,0.0288,0,0.035729,0.008128,0.113219,0.072657
1,double,uniform,CPU,"Ns | Ds",128,38,0.02896,0,0.03623,0.008192,0.113119,0.073382
1,double,uniform,CPU,"Ns | Ds",128,39,0.031232,0,0.03576,0.006784,0.117159,0.073776
1,double,uniform,CPU,"Ns | Ds",128,40,0.032064,0,0.036208,0.006752,0.116889,0.075024
1,double,uniform,CPU,"Ns | Ds",128,41,0.030528,0,0.03561,0.007328,0.11311,0.073466
1,double,uniform,CPU,"Ns | Ds",128,42,0.027872,0,0.03592,0.005984,0.110399,0.069776
1,double,uniform,CPU,"Ns | Ds",128,43,0.028064,0,0.035409,0.00576,0.108059,0.069233
1,double,uniform,CPU,"Ns | Ds",128,44,0.033536,0,0.03578,0.006464,0.117199,0.07578
1,double,uniform,CPU,"Ns | Ds",128,45,0.03072,0,0.03577,0.007264,0.112549,0.073754
1,double,uniform,CPU,"Ns | Ds",128,46,0.032576,0,0.03633,0.00784,0.113099,0.076746
1,double,uniform,CPU,"Ns | Ds",128,47,0.030656,0,0.03604,0.008032,0.111419,0.074728
1,double,uniform,CPU,"Ns | Ds",128,48,0.029696,0,0.03621,0.006752,0.112719,0.072658
1,double,uniform,CPU,"Ns | Ds",128,49,0.030432,0,0.03556,0.00752,0.114029,0.073512
1,double,uniform,CPU,"Ns | Ds",128,50,0.030368,0,0.03547,0.004864,0.109229,0.070702
1,double,uniform,CPU,"Ns | Ds",128,51,0.032064,0,0.03567,0.006496,0.114439,0.07423
1,double,uniform,CPU,"Ns | Ds",128,52,0.029056,0,0.03616,0.007488,0.113629,0.072704
1,double,uniform,CPU,"Ns | Ds",128,53,0.036032,0,0.03632,0.005664,0.118859,0.078016
1,double,uniform,CPU,"Ns | Ds",128,54,0.029568,0,0.117719,0.00528,0.191838,0.152567
1,double,uniform,CPU,"Ns | Ds",128,55,0.027808,0,0.03544,0.006144,0.109869,0.069392
1,double,uniform,CPU,"Ns | Ds",128,56,0.02896,0,0.03589,0.005728,0.10979,0.070578
1,double,uniform,CPU,"Ns | Ds",128,57,0.032256,0,0.03585,0.007552,0.117728,0.075658
1,double,uniform,CPU,"Ns | Ds",128,58,0.029856,0,0.03574,0.00736,0.112869,0.072956
1,double,uniform,CPU,"Ns | Ds",128,59,0.029952,0,0.035289,0.007744,0.112789,0.072985
1,double,uniform,CPU,"Ns | Ds",128,60,0.030048,0,0.03576,0.007616,0.110929,0.073424
1,double,uniform,CPU,"Ns | Ds",128,61,0.030336,0,0.03557,0.005056,0.11929,0.070962
1,double,uniform,CPU,"Ns | Ds",128,62,0.028352,0,0.035749,0.00624,0.109349,0.070341
1,double,uniform,CPU,"Ns | Ds",128,63,0.029728,0,0.03608,0.006976,0.113259,0.072784
1,double,uniform,CPU,"Ns | Ds",128,64,0.029568,0,0.03597,0.00816,0.114359,0.073698
1,double,uniform,CPU,"Ns | Ds",128,65,0.029472,0,0.03589,0.008128,0.112309,0.07349
1,double,uniform,CPU,"Ns | Ds",128,66,0.02944,0,0.031959,0.007008,0.101279,0.068407
1,double,uniform,CPU,"Ns | Ds",128,67,0.035008,0,0.03591,0.007584,0.120388,0.078502
1,double,uniform,CPU,"Ns | Ds",128,68,0.028096,0,0.03579,0.006688,0.111199,0.070574
1,double,uniform,CPU,"Ns | Ds",128,69,0.030624,0,0.035949,0.005696,0.115219,0.072269
1,double,uniform,CPU,"Ns | Ds",128,70,0.029856,0,0.03567,0.008032,0.116138,0.073558
1,double,uniform,CPU,"Ns | Ds",128,71,0.030144,0,0.035849,0.007872,0.115329,0.073865
1,double,uniform,CPU,"Ns | Ds",128,72,0.03168,0,0.036439,0.007936,0.116999,0.076055
1,double,uniform,CPU,"Ns | Ds",128,73,0.030656,0,0.03595,0.00608,0.113129,0.072686
1,double,uniform,CPU,"Ns | Ds",128,74,0.028704,0,0.03572,0.006976,0.111059,0.0714
1,double,uniform,CPU,"Ns | Ds",192,0,0.05744,0,0.05039,0.011712,0.167268,0.119542
1,double,uniform,CPU,"Ns | Ds",192,1,0.029664,0,0.04703,0.00832,0.124628,0.085014
1,double,uniform,CPU,"Ns | Ds",192,2,0.03104,0,0.04643,0.0072,0.125248,0.08467
1,double,uniform,CPU,"Ns | Ds",192,3,0.03072,0,0.04608,0.008672,0.123899,0.085472
1,double,uniform,CPU,"Ns | Ds",192,4,0.030976,0,0.04645,0.00784,0.123408,0.085266
1,double,uniform,CPU,"Ns | Ds",192,5,0.030144,0,0.04281,0.009632,0.114159,0.082586
1,double,uniform,CPU,"Ns | Ds",192,6,0.03168,0,0.04633,0.008384,0.127309,0.086394
1,double,uniform,CPU,"Ns | Ds",192,7,0.029248,0,0.130459,0.006304,0.205398,0.166011
1,double,uniform,CPU,"Ns | Ds",192,8,0.029376,0,0.046529,0.006048,0.121069,0.081953
1,double,uniform,CPU,"Ns | Ds",192,9,0.0296,0,0.046438,0.008224,0.123989,0.084262
1,double,uniform,CPU,"Ns | Ds",192,10,0.029216,0,0.046379,0.008352,0.122879,0.083947
1,double,uniform,CPU,"Ns | Ds",192,11,0.031328,0,0.04612,0.008352,0.126689,0.0858
1,double,uniform,CPU,"Ns | Ds",192,12,0.031968,0,0.04643,0.008992,0.127509,0.08739
1,double,uniform,CPU,"Ns | Ds",192,13,0.029536,0,0.04618,0.009216,0.124829,0.084932
1,double,uniform,CPU,"Ns | Ds",192,14,0.028992,0,0.046429,0.006976,0.121639,0.082397
1,double,uniform,CPU,"Ns | Ds",192,15,0.028928,0,0.116519,0.007776,0.192919,0.153223
1,double,uniform,CPU,"Ns | Ds",192,16,0.030304,0,0.04667,0.008992,0.125439,0.085966
1,double,uniform,CPU,"Ns | Ds",192,17,0.027808,0,0.04249,0.00944,0.110889,0.079738
1,double,uniform,CPU,"Ns | Ds",192,18,0.036896,0,0.046329,0.008928,0.130349,0.092153
1,double,uniform,CPU,"Ns | Ds",192,19,0.029376,0,0.045999,0.00688,0.122139,0.082255
1,double,uniform,CPU,"Ns | Ds",192,20,0.037632,0,0.046189,0.008288,0.132649,0.092109
1,double,uniform,CPU,"Ns | Ds",192,21,0.0296,0,0.115448,0.012128,0.196648,0.157176
1,double,uniform,CPU,"Ns | Ds",192,22,0.030304,0,0.046109,0.00672,0.120649,0.083133
1,double,uniform,CPU,"Ns | Ds",192,23,0.031744,0,0.045969,0.008224,0.124789,0.085937
1,double,uniform,CPU,"Ns | Ds",192,24,0.028288,0,0.04334,0.009856,0.113569,0.081484
1,double,uniform,CPU,"Ns | Ds",192,25,0.029472,0,0.046619,0.008832,0.124909,0.084923
1,double,uniform,CPU,"Ns | Ds",192,26,0.029184,0,0.047079,0.008672,0.123839,0.084935
1,double,uniform,CPU,"Ns | Ds",192,27,0.031936,0,0.04618,0.007968,0.124459,0.086084
1,double,uniform,CPU,"Ns | Ds",192,28,0.028832,0,0.046859,0.009824,0.124589,0.085515
1,double,uniform,CPU,"Ns | Ds",192,29,0.032896,0,0.04585,0.009184,0.128429,0.08793
1,double,uniform,CPU,"Ns | Ds",192,30,0.029504,0,0.04605,0.007136,0.120779,0.08269
1,double,uniform,CPU,"Ns | Ds",192,31,0.03088,0,0.046239,0.0088,0.123519,0.085919
1,double,uniform,CPU,"Ns | Ds",192,32,0.031648,0,0.046369,0.009056,0.127549,0.087073
1,double,uniform,CPU,"Ns | Ds",192,33,0.030432,0,0.05172,0.006144,0.127559,0.088296
1,double,uniform,CPU,"Ns | Ds",192,34,0.028736,0,0.04669,0.008832,0.122748,0.084258
1,double,uniform,CPU,"Ns | Ds",192,35,0.030688,0,0.04631,0.008224,0.124959,0.085222
1,double,uniform,CPU,"Ns | Ds",192,36,0.027968,0,0.04643,0.007584,0.122148,0.081982
1,double,uniform,CPU,"Ns | Ds",192,37,0.03008,0,0.04638,0.007552,0.123399,0.084012
1,double,uniform,CPU,"Ns | Ds",192,38,0.030528,0,0.04685,0.008096,0.125748,0.085474
1,double,uniform,CPU,"Ns | Ds",192,39,0.031424,0,0.04614,0.008768,0.133939,0.086332
1,double,uniform,CPU,"Ns | Ds",192,40,0.027808,0,0.04651,0.009216,0.12315,0.083534
1,double,uniform,CPU,"Ns | Ds",192,41,0.029056,0,0.046138,0.008544,0.123269,0.083738
1,double,uniform,CPU,"Ns | Ds",192,42,0.030048,0,0.04638,0.008288,0.124059,0.084716
1,double,uniform,CPU,"Ns | Ds",192,43,0.029696,0,0.04347,0.009536,0.117789,0.082702
1,double,uniform,CPU,"Ns | Ds",192,44,0.030496,0,0.0464,0.007904,0.125849,0.0848
1,double,uniform,CPU,"Ns | Ds",192,45,0.031296,0,0.143339,0.007712,0.221158,0.182347
1,double,uniform,CPU,"Ns | Ds",192,46,0.030912,0,0.04644,0.008608,0.126108,0.08596
1,double,uniform,CPU,"Ns | Ds",192,47,0.029568,0,0.04513,0.008352,0.123138,0.08305
1,double,uniform,CPU,"Ns | Ds",192,48,0.0696,0,0.05185,0.012896,0.201708,0.134346
1,double,uniform,CPU,"Ns | Ds",192,49,0.031808,0,0.046289,0.009344,0.127229,0.087441
1,double,uniform,CPU,"Ns | Ds",192,50,0.029984,0,0.046339,0.008448,0.122769,0.084771
1,double,uniform,CPU,"Ns | Ds",192,51,0.028736,0,0.04704,0.006432,0.121969,0.082208
1,double,uniform,CPU,"Ns | Ds",192,52,0.03072,0,0.046959,0.008512,0.125229,0.086191
1,double,uniform,CPU,"Ns | Ds",192,53,0.029472,0,0.04649,0.008928,0.126889,0.08489
1,double,uniform,CPU,"Ns | Ds",192,54,0.028864,0,0.04662,0.007616,0.197799,0.0831
1,double,uniform,CPU,"Ns | Ds",192,55,0.030528,0,0.047169,0.008416,0.127269,0.086113
1,double,uniform,CPU,"Ns | Ds",192,56,0.030528,0,0.045049,0.010048,0.123469,0.085625
1,double,uniform,CPU,"Ns | Ds",192,57,0.0296,0,0.046099,0.008608,0.123579,0.084307
1,double,uniform,CPU,"Ns | Ds",192,58,0.036192,0,0.04634,0.007936,0.130029,0.090468
1,double,uniform,CPU,"Ns | Ds",192,59,0.032256,0,0.04629,0.009088,0.128648,0.087634
1,double,uniform,CPU,"Ns | Ds",192,60,0.028864,0,0.046679,0.007808,0.122869,0.083351
1,double,uniform,CPU,"Ns | Ds",192,61,0.030464,0,0.046249,0.008448,0.123539,0.085161
1,double,uniform,CPU,"Ns | Ds",192,62,0.02848,0,0.046389,0.009152,0.122159,0.084021
1,double,uniform,CPU,"Ns | Ds",192,63,0.029984,0,0.0464,0.008192,0.124459,0.084576
1,double,uniform,CPU,"Ns | Ds",192,64,0.029952,0,0.04662,0.008928,0.126938,0.0855
1,double,uniform,CPU,"Ns | Ds",192,65,0.030848,0,0.04622,0.008928,0.126739,0.085996
1,double,uniform,CPU,"Ns | Ds",192,66,0.027776,0,0.046499,0.007392,0.121549,0.081667
1,double,uniform,CPU,"Ns | Ds",192,67,0.03344,0,0.04608,0.007296,0.127269,0.086816
1,double,uniform,CPU,"Ns | Ds",192,68,0.027904,0,0.04377,0.008512,0.115639,0.080186
1,double,uniform,CPU,"Ns | Ds",192,69,0.029056,0,0.04619,0.00784,0.126748,0.083086
1,double,uniform,CPU,"Ns | Ds",192,70,0.031008,0,0.046449,0.009088,0.126279,0.086545
1,double,uniform,CPU,"Ns | Ds",192,71,0.030496,0,0.04609,0.008992,0.124958,0.085578
1,double,uniform,CPU,"Ns | Ds",192,72,0.054624,0,0.04626,0.009408,0.147479,0.110292
1,double,uniform,CPU,"Ns | Ds",192,73,0.029568,0,0.0464,0.008544,0.124709,0.084512
1,double,uniform,CPU,"Ns | Ds",192,74,0.030368,0,0.046009,0.00784,0.124119,0.084217
1,double,uniform,CPU,"Ns | Ds",256,0,0.057248,0,0.04217,0.011392,0.157789,0.11081
1,double,uniform,CPU,"Ns | Ds",256,1,0.030784,0,0.03823,0.007264,0.117789,0.076278
1,double,uniform,CPU,"Ns | Ds",256,2,0.029632,0,0.03849,0.008,0.116869,0.076122
1,double,uniform,CPU,"Ns | Ds",256,3,0.028992,0,0.03815,0.008096,0.113688,0.075238
1,double,uniform,CPU,"Ns | Ds",256,4,0.031744,0,0.03779,0.007712,0.119409,0.077246
1,double,uniform,CPU,"Ns | Ds",256,5,0.029344,0,0.038329,0.006464,0.113119,0.074137
1,double,uniform,CPU,"Ns | Ds",256,6,0.031488,0,0.04391,0.0088,0.123199,0.084198
1,double,uniform,CPU,"Ns | Ds",256,7,0.0312,0,0.03848,0.008,0.118319,0.07768
1,double,uniform,CPU,"Ns | Ds",256,8,0.031904,0,0.037969,0.007616,0.116859,0.077489
1,double,uniform,CPU,"Ns | Ds",256,9,0.028672,0,0.03794,0.007488,0.113029,0.0741
1,double,uniform,CPU,"Ns | Ds",256,10,0.03008,0,0.037919,0.00736,0.116479,0.075359
1,double,uniform,CPU,"Ns | Ds",256,11,0.029856,0,0.037809,0.008128,0.115249,0.075793
1,double,uniform,CPU,"Ns | Ds",256,12,0.027808,0,0.0346,0.009568,0.10331,0.071976
1,double,uniform,CPU,"Ns | Ds",256,13,0.030848,0,0.038249,0.007648,0.198118,0.076745
1,double,uniform,CPU,"Ns | Ds",256,14,0.030112,0,0.03757,0.00848,0.121939,0.076162
1,double,uniform,CPU,"Ns | Ds",256,15,0.028,0,0.03828,0.007648,0.114909,0.073928
1,double,uniform,CPU,"Ns | Ds",256,16,0.026752,0,0.037969,0.007808,0.113169,0.072529
1,double,uniform,CPU,"Ns | Ds",256,17,0.029792,0,0.03806,0.007936,0.118219,0.075788
1,double,uniform,CPU,"Ns | Ds",256,18,0.029984,0,0.03771,0.007616,0.114189,0.07531
1,double,uniform,CPU,"Ns | Ds",256,19,0.03168,0,0.03762,0.00816,0.116739,0.07746
1,double,uniform,CPU,"Ns | Ds",256,20,0.031584,0,0.03839,0.008096,0.119328,0.07807
1,double,uniform,CPU,"Ns | Ds",256,21,0.035456,0,0.038289,0.009248,0.122939,0.082993
1,double,uniform,CPU,"Ns | Ds",256,22,0.030016,0,0.038389,0.008256,0.211098,0.076661
1,double,uniform,CPU,"Ns | Ds",256,23,0.029152,0,0.0376,0.007392,0.115379,0.074144
1,double,uniform,CPU,"Ns | Ds",256,24,0.031808,0,0.03791,0.00736,0.115539,0.077078
1,double,uniform,CPU,"Ns | Ds",256,25,0.030016,0,0.037889,0.008352,0.115189,0.076257
1,double,uniform,CPU,"Ns | Ds",256,26,0.02944,0,0.03859,0.007584,0.116508,0.075614
1,double,uniform,CPU,"Ns | Ds",256,27,0.028896,0,0.03828,0.007808,0.115069,0.074984
1,double,uniform,CPU,"Ns | Ds",256,28,0.029472,0,0.03773,0.007424,0.115169,0.074626
1,double,uniform,CPU,"Ns | Ds",256,29,0.0296,0,0.03816,0.008544,0.114488,0.076304
1,double,uniform,CPU,"Ns | Ds",256,30,0.028224,0,0.037869,0.007392,0.113499,0.073485
1,double,uniform,CPU,"Ns | Ds",256,31,0.276864,0,0.038069,0.00752,0.364037,0.322453
1,double,uniform,CPU,"Ns | Ds",256,32,0.032288,0,0.03836,0.007744,0.117299,0.078392
1,double,uniform,CPU,"Ns | Ds",256,33,0.031136,0,0.03775,0.008192,0.117869,0.077078
1,double,uniform,CPU,"Ns | Ds",256,34,0.032544,0,0.038089,0.007808,0.119579,0.078441
1,double,uniform,CPU,"Ns | Ds",256,35,0.030304,0,0.03763,0.007456,0.114229,0.07539
1,double,uniform,CPU,"Ns | Ds",256,36,0.027232,0,0.03782,0.007392,0.112269,0.072444
1,double,uniform,CPU,"Ns | Ds",256,37,0.030016,0,0.03789,0.00736,0.115519,0.075266
1,double,uniform,CPU,"Ns | Ds",256,38,0.030272,0,0.03783,0.008416,0.113509,0.076518
1,double,uniform,CPU,"Ns | Ds",256,39,0.030112,0,0.03802,0.007648,0.120059,0.07578
