dim,precision,solver_type,api,bc_name,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",64,0,186.972,0.00294,0.127139,51.9901,239.201,239.092
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",64,17,0.247328,0.00154,0.1074,0.014752,0.417495,0.37102
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",64,18,0.250368,0.0015,0.10722,0.016672,0.421915,0.37576
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",64,19,0.248544,0.00157,0.107669,0.01568,0.420545,0.373463
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",64,20,0.249184,0.00157,0.187989,0.015584,0.499455,0.454327
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",64,21,0.250784,0.00157,0.107039,0.01552,0.421396,0.374913
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",64,22,0.256064,0.00158,0.10735,0.01536,0.427725,0.380354
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",64,23,0.245824,0.00157,0.107039,0.015904,0.414965,0.370337
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",64,24,0.247456,0.00157,0.108758,0.013088,0.415746,0.370872
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",64,25,0.246752,0.00158,0.107618,0.015264,0.419396,0.371214
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",64,26,0.260288,0.00153,0.107919,0.013504,0.431505,0.383241
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",64,27,0.24512,0.00146,0.107158,0.015648,0.414626,0.369386
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",64,28,0.249376,0.00148,0.107628,0.01488,0.420096,0.373364
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",64,29,0.247936,0.001591,0.099279,0.015744,0.401006,0.36455
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",64,30,0.245984,0.00161,0.10728,0.014496,0.417035,0.36937
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",64,31,0.257088,0.0016,0.107379,0.013344,0.426235,0.379411
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",64,32,0.248736,0.00158,0.1072,0.013984,0.419376,0.3715
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",64,33,0.249568,0.001511,0.113879,0.014944,0.425125,0.379902
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",64,34,0.244896,0.001649,0.108229,0.014208,0.417106,0.368982
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",64,35,0.251968,0.00161,0.10727,0.014048,0.426915,0.374896
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",64,36,0.249536,0.001609,0.107969,0.014592,0.421705,0.373706
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",64,37,0.251008,0.00153,0.112679,0.015072,0.426875,0.380289
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",64,38,0.253504,0.00153,0.106939,0.014496,0.425705,0.376469
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",64,39,0.246912,0.00156,0.107518,0.014432,0.417646,0.370422
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",64,40,0.25136,0.00153,0.10695,0.014432,0.421526,0.374272
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",64,41,0.257632,0.001561,0.107627,0.019584,0.432296,0.386404
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",64,42,0.24912,0.00157,0.106879,0.01456,0.420055,0.372129
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",64,43,0.401824,0.00167,0.107247,0.014784,0.570645,0.525525
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",64,44,0.2472,0.00151,0.107539,0.014752,0.417505,0.371001
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",64,45,0.248448,0.00155,0.10687,0.014336,0.418366,0.371204
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",64,46,0.2456,0.001599,0.106897,0.013984,0.415176,0.36808
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",64,47,0.255008,0.00157,0.10772,0.016224,0.424375,0.380522
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",64,48,0.248288,0.00148,0.106848,0.014816,0.418456,0.371432
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",64,49,0.24848,0.001519,0.10736,0.013792,0.419856,0.371151
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",64,50,0.435968,0.00157,0.107139,0.01392,0.606734,0.558597
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",64,51,0.247168,0.00152,0.10757,0.014208,0.419486,0.370466
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",64,52,0.252064,0.001661,0.10098,0.015872,0.408556,0.370577
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",64,53,0.245184,0.00161,0.107069,0.013728,0.413906,0.367591
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",64,54,0.252,0.00151,0.107149,0.013568,0.420365,0.374227
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",64,55,0.251712,0.00148,0.107489,0.014432,0.422495,0.375113
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",64,56,0.250304,0.001529,0.107759,0.014528,0.429096,0.37412
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",64,57,0.248032,0.00147,0.10752,0.01376,0.418926,0.370782
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",64,58,0.362432,0.00165,0.107978,0.015808,0.530865,0.487868
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",64,59,0.249792,0.001691,0.1077,0.014208,0.420166,0.373391
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",64,60,0.248704,0.00151,0.10787,0.014656,0.419176,0.37274
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",64,61,0.249344,0.00154,0.107478,0.014272,0.420776,0.372634
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",64,62,0.257888,0.00151,0.109399,0.016352,0.434996,0.385149
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",64,63,0.251456,0.00152,0.106848,0.012896,0.424896,0.37272
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",64,64,0.247872,0.00152,0.107859,0.013984,0.418975,0.371235
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",64,65,0.35456,0.00157,0.10772,0.013888,0.524564,0.477738
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",64,66,0.2472,0.001521,0.106959,0.015104,0.416715,0.370784
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",64,67,0.244544,0.00168,0.107278,0.01504,0.414476,0.368542
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",64,68,0.246048,0.00151,0.10722,0.01504,0.416885,0.369818
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",64,69,0.25392,0.0016,0.107808,0.015584,0.426116,0.378912
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",64,70,0.246368,0.00157,0.09966,0.016128,0.402226,0.363726
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",64,71,0.248448,0.001649,0.11494,0.016128,0.426195,0.381165
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",64,72,0.246976,0.001539,0.107119,0.014656,0.416616,0.37029
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",64,73,0.248512,0.00161,0.109178,0.01408,0.418176,0.37338
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",64,74,0.249728,0.0015,0.107369,0.015104,0.420756,0.373701
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",128,0,1.80813,0.00216,0.491924,0.0632,2.44141,2.36541
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",128,1,1.52317,0.00217,0.492984,0.063584,2.15887,2.08191
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",128,2,1.50477,0.0016,0.486524,0.057536,2.10425,2.05043
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",128,3,1.50451,0.00155,0.485146,0.058048,2.09528,2.04926
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",128,4,1.55997,0.00157,0.484774,0.059552,2.15847,2.10586
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",128,5,1.50288,0.00184,0.496674,0.061088,2.11348,2.06248
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",128,6,1.51594,0.00153,0.486014,0.059456,2.11476,2.06294
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",128,7,1.48941,0.00161,0.485354,0.059776,2.08794,2.03615
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",128,8,1.58624,0.00162,0.486314,0.059552,2.1839,2.13373
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",128,9,1.52467,0.00171,0.485874,0.0584,2.12067,2.07066
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",128,10,1.49062,0.00181,0.485086,0.06032,2.09348,2.03784
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",128,11,1.53728,0.00159,0.485535,0.059424,2.1346,2.08383
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",128,12,1.57142,0.001671,0.486605,0.058304,2.17398,2.118
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",128,13,1.528,0.001549,0.485637,0.0576,2.12052,2.07279
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",128,14,1.52586,0.00158,0.487006,0.061568,2.12809,2.07601
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",128,15,1.56842,0.001741,0.485686,0.058656,2.16436,2.1145
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",128,16,1.52589,0.00191,0.490084,0.06256,2.14707,2.08044
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",128,17,1.55728,0.00164,0.486245,0.059936,2.1574,2.1051
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",128,18,1.60038,0.00209,0.485914,0.05712,2.19708,2.14551
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",128,19,1.54848,0.00161,0.485904,0.059136,2.14619,2.09513
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",128,20,1.49786,0.00161,0.484904,0.060192,2.09755,2.04456
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",128,21,1.5712,0.00187,0.486467,0.06016,2.17059,2.1197
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",128,22,1.53043,0.00159,0.486824,0.059488,2.13252,2.07833
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",128,23,1.51053,0.00157,0.486816,0.060512,2.11155,2.05943
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",128,24,1.52086,0.00178,0.486294,0.06032,2.11973,2.06926
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",128,25,1.48573,0.001541,0.485987,0.061344,2.08374,2.0346
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",128,26,1.62707,0.001758,0.485916,0.059488,2.22334,2.17423
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",128,27,1.48877,0.0016,0.492854,0.058656,2.09338,2.04188
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",128,28,1.51843,0.001699,0.486096,0.057632,2.1166,2.06386
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",128,29,1.52867,0.00167,0.486254,0.059104,2.12411,2.0757
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",128,30,1.56234,0.00165,0.485495,0.06,2.15892,2.10948
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",128,31,1.50979,0.0019,0.486974,0.060064,2.10961,2.05873
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",128,32,1.51578,0.001631,0.486575,0.058944,2.11617,2.06293
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",128,33,1.50458,0.001559,0.489347,0.060352,2.11163,2.05583
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",128,34,1.52138,0.00218,0.493875,0.063968,2.15641,2.0814
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",128,35,1.52045,0.00212,0.490306,0.0616,2.14973,2.07447
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",128,36,1.50093,0.001651,0.486367,0.058752,2.09938,2.0477
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",128,37,1.53664,0.00164,0.486234,0.060064,2.1339,2.08458
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",128,38,1.5433,0.00164,0.485774,0.065824,2.15356,2.09653
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",128,39,1.50822,0.001691,0.557465,0.0576,2.17892,2.12498
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",128,40,1.5856,0.00176,0.486325,0.058624,2.18378,2.13231
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",128,41,1.52262,0.00177,0.486636,0.060512,2.12442,2.07154
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",128,42,1.51184,0.001741,0.484826,0.05776,2.10628,2.05617
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",128,43,1.53658,0.0017,0.486225,0.059104,2.13698,2.08361
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",128,44,1.48557,0.00158,0.485686,0.058528,2.08298,2.03136
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",128,45,1.56426,0.001691,0.485046,0.059616,2.15955,2.11061
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",128,46,1.53379,0.00162,0.484755,0.060448,2.13495,2.08062
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",128,47,1.52445,0.00189,0.485955,0.059808,2.16776,2.0721
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",128,48,1.56813,0.001639,0.485715,0.058624,2.16668,2.11411
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",128,49,1.51437,0.001641,0.486105,0.059296,2.11206,2.06141
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",128,50,1.49859,0.00158,0.485515,0.059168,2.09392,2.04486
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",128,51,1.55283,0.00158,0.485484,0.0608,2.15274,2.1007
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",128,52,1.52582,0.001849,0.486546,0.060544,2.12468,2.07476
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",128,53,1.488,0.00157,0.485985,0.058016,2.08735,2.03357
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",128,54,1.48342,0.00154,0.485294,0.057984,2.07511,2.02824
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",128,55,1.544,0.001979,0.492196,0.063488,2.18066,2.10166
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",128,56,1.50797,0.00149,0.484834,0.0584,2.10428,2.05269
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",128,57,1.51734,0.00181,0.486084,0.058176,2.11366,2.06341
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",128,58,1.51331,0.00151,0.492534,0.059264,2.12647,2.06662
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",128,59,1.49939,0.00158,0.478797,0.0592,2.08318,2.03897
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",128,60,1.5721,0.00177,0.485325,0.059936,2.16882,2.11913
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",128,61,1.52938,0.00172,0.486144,0.058368,2.1288,2.07561
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",128,62,1.62403,0.001678,0.486065,0.058112,2.2219,2.16989
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",128,63,1.52445,0.00171,0.486314,0.059712,2.12526,2.07218
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",128,64,1.48086,0.00159,0.482714,0.060544,2.07459,2.02571
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",128,65,1.57107,0.00204,0.493634,0.062336,2.20567,2.12908
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",128,66,1.48122,0.0018,0.478467,0.061088,2.06712,2.02257
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",128,67,1.61706,0.00208,0.493086,0.063104,2.25165,2.17533
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",128,68,1.52662,0.00204,0.492554,0.0624,2.15891,2.08362
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",128,69,1.53587,0.00168,0.479415,0.060256,2.12674,2.07722
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",128,70,1.4967,0.001709,0.486217,0.058208,2.09326,2.04284
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",128,71,1.5129,0.00154,0.485275,0.059456,2.10994,2.05917
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",128,72,1.51632,0.00194,0.487374,0.059936,2.11594,2.06557
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",128,73,1.5345,0.001621,0.486696,0.058048,2.13031,2.08086
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",128,74,1.50262,0.00166,0.484776,0.05744,2.09824,2.0465
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",192,0,6.23888,0.00213,1.48372,0.183584,7.98992,7.90831
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",192,1,5.59926,0.00217,1.4843,0.185568,7.3366,7.2713
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",192,2,5.58918,0.002239,1.48654,0.185024,7.34976,7.26298
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",192,3,5.43373,0.002111,1.48195,0.185088,7.1608,7.10287
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",192,4,5.48995,0.00208,1.48554,0.183744,7.22013,7.16132
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",192,5,5.45709,0.001991,1.48776,0.184864,7.19512,7.1317
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",192,6,5.88624,0.00216,1.4849,0.184992,7.61339,7.55829
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",192,7,5.50458,0.00159,1.48019,0.178816,7.22568,7.16518
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",192,8,5.59779,0.00178,1.48236,0.181888,7.32285,7.26381
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",192,9,5.66701,0.001889,1.48099,0.182912,7.39324,7.33279
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",192,10,5.83126,0.00215,1.48744,0.185568,7.58317,7.50642
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",192,11,5.76528,0.00182,1.48517,0.184064,7.498,7.43634
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",192,12,5.87955,0.0022,1.49404,0.185792,7.64203,7.56158
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",192,13,5.51638,0.00194,1.48539,0.185344,7.25335,7.18905
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",192,14,5.43165,0.002189,1.48566,0.185568,7.16361,7.10507
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",192,15,5.41395,0.001989,1.48367,0.184096,7.14051,7.08371
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",192,16,5.63942,0.002161,1.48934,0.184512,7.37752,7.31544
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",192,17,5.56803,0.00196,1.48527,0.184832,7.29888,7.24009
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",192,18,5.48419,0.00205,1.48634,0.187328,7.22075,7.15991
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",192,19,5.51878,0.00226,1.48412,0.1848,7.2475,7.18996
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",192,20,6.05475,0.00219,1.48668,0.186496,7.80686,7.73012
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",192,21,5.76726,0.00213,1.48571,0.182944,7.5086,7.43804
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",192,22,5.60886,0.00197,1.48513,0.185056,7.34072,7.28102
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",192,23,5.51942,0.00228,1.48308,0.184288,7.2455,7.18907
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",192,24,5.55014,0.00177,1.48364,0.183264,7.2805,7.21882
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",192,25,5.76531,0.00209,1.48599,0.184096,7.49494,7.43748
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",192,26,5.93382,0.00198,1.48551,0.186144,7.68302,7.60746
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",192,27,5.54624,0.002231,1.4851,0.18368,7.27829,7.21725
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",192,28,5.48934,0.001992,1.48758,0.186208,7.22837,7.16513
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",192,29,5.44771,0.00212,1.48579,0.185728,7.18247,7.12135
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",192,30,5.57478,0.00169,1.48139,0.18064,7.29549,7.2385
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",192,31,5.53091,0.001731,1.48228,0.180832,7.25788,7.19576
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",192,32,5.63027,0.002319,1.48354,0.184352,7.35749,7.30048
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",192,33,5.54422,0.00186,1.4815,0.18544,7.27081,7.21303
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",192,34,5.7624,0.00189,1.48484,0.1816,7.49566,7.43074
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",192,35,5.76659,0.00188,1.49288,0.185568,7.50485,7.44692
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",192,36,5.57149,0.00188,1.48257,0.184768,7.30067,7.24071
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",192,37,5.49594,0.00203,1.48153,0.184512,7.22415,7.16401
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",192,38,5.45952,0.00189,1.48268,0.180416,7.18643,7.12451
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",192,39,5.52515,0.00228,1.48383,0.182688,7.2523,7.19395
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",192,40,5.43389,0.00234,1.48235,0.183552,7.16442,7.10213
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",192,41,5.41242,0.00211,1.48354,0.183552,7.14403,7.08162
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",192,42,5.90259,0.001961,1.47904,0.184512,7.62844,7.56811
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",192,43,5.84643,0.001879,1.4809,0.182144,7.56926,7.51135
