dim,precision,solver_type,api,bc_name,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",64,0,183.604,0.0028,0.06755,68.3277,252.117,252.002
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",64,57,0.152768,0.001549,0.04138,0.012416,0.263557,0.208113
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",64,58,0.149472,0.001731,0.04194,0.01392,0.260257,0.207063
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",64,59,0.150432,0.001599,0.041189,0.012704,0.258647,0.205924
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",64,60,0.159136,0.001551,0.04194,0.013024,0.271007,0.215651
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",64,61,0.147168,0.001591,0.034089,0.014208,0.241277,0.197056
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",64,62,0.151328,0.00156,0.04091,0.013472,0.261207,0.20727
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",64,63,0.15248,0.00155,0.042209,0.013344,0.264707,0.209583
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",64,64,0.15504,0.001501,0.041829,0.012832,0.267327,0.211202
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",64,65,0.147296,0.00155,0.04185,0.013472,0.257357,0.204168
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",64,66,0.239648,0.00158,0.042079,0.014016,0.351936,0.297323
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",64,67,0.14976,0.001619,0.04205,0.012736,0.258547,0.206165
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",64,68,0.14832,0.001592,0.04092,0.012576,0.256837,0.203408
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",64,69,0.322656,0.00161,0.041549,0.013184,0.428436,0.378999
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",64,70,0.154496,0.00162,0.040769,0.012032,0.263297,0.208917
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",64,71,0.148576,0.00165,0.04355,0.012768,0.262057,0.206544
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",64,72,0.14512,0.00159,0.041428,0.013472,0.254027,0.20161
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",64,73,0.148064,0.0016,0.04083,0.013056,0.256227,0.20355
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",64,74,0.1568,0.00157,0.04183,0.012736,0.266647,0.212936
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",128,0,1.0216,0.002011,0.078129,0.034624,1.2023,1.13636
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",128,1,0.80624,0.00178,0.073659,0.031296,0.97094,0.912975
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",128,2,0.795616,0.001629,0.074589,0.030496,0.958859,0.90233
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",128,3,0.805152,0.00168,0.072299,0.030816,0.964119,0.909947
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",128,4,0.795872,0.001809,0.071959,0.030848,0.956839,0.900488
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",128,5,0.79552,0.001589,0.071308,0.027008,0.95077,0.895425
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",128,6,0.786944,0.001599,0.07249,0.02864,0.94576,0.889673
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",128,7,0.777024,0.00156,0.07284,0.02752,0.985009,0.878944
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",128,8,0.957088,0.00154,0.07198,0.030976,1.11855,1.06158
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",128,9,0.78112,0.001651,0.071579,0.029184,0.93797,0.883534
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",128,10,0.842816,0.001621,0.07329,0.03008,1.00386,0.947807
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",128,11,0.771968,0.001609,0.072539,0.030304,0.9328,0.87642
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",128,12,0.775136,0.00167,0.07282,0.02928,0.93442,0.878906
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",128,13,0.777888,0.00163,0.072038,0.029984,0.93607,0.88154
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",128,14,0.774272,0.00163,0.071589,0.028384,0.93178,0.875875
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",128,15,0.776096,0.001609,0.072049,0.029056,1.01479,0.87881
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",128,16,0.774688,0.00157,0.07157,0.030656,0.935179,0.878484
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",128,17,0.780032,0.00174,0.07478,0.027968,0.940499,0.88452
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",128,18,0.830816,0.00176,0.071969,0.029248,0.990099,0.933793
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",128,19,0.773088,0.001859,0.07263,0.028544,0.9313,0.876121
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",128,20,0.772064,0.00151,0.07225,0.028768,0.928469,0.874592
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",128,21,0.77056,0.0016,0.071429,0.028256,0.92612,0.871845
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",128,22,0.774912,0.00167,0.07137,0.029632,0.93367,0.877584
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",128,23,0.789024,0.00162,0.07189,0.027424,0.944389,0.889958
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",128,24,0.777344,0.001602,0.065618,0.031488,0.92179,0.876052
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",128,25,0.782816,0.00158,0.06831,0.032,0.936629,0.884706
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",128,26,0.872384,0.00159,0.07249,0.028864,1.03001,0.975328
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",128,27,0.7816,0.00162,0.073668,0.030144,0.94312,0.887032
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",128,28,0.776512,0.001631,0.0721,0.02896,0.93316,0.879203
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",128,29,0.77504,0.001529,0.072449,0.02864,0.93257,0.877658
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",128,30,0.783264,0.00164,0.074399,0.02832,0.94393,0.887623
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",128,31,0.77232,0.00161,0.07194,0.029728,0.936049,0.875598
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",128,32,0.78592,0.00164,0.07197,0.028384,0.945439,0.887914
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",128,33,0.780512,0.00161,0.072439,0.029888,0.93996,0.884449
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",128,34,0.788384,0.001829,0.072779,0.030112,0.94819,0.893104
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",128,35,0.780288,0.001739,0.073039,0.028672,0.94181,0.883738
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",128,36,0.774816,0.00156,0.07223,0.028608,0.940999,0.877214
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",128,37,0.775584,0.001701,0.072119,0.029696,0.93401,0.8791
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",128,38,0.806144,0.001861,0.081299,0.037728,1.0084,0.927032
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",128,39,0.7808,0.00165,0.07184,0.028928,0.93885,0.883218
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",128,40,0.776672,0.001661,0.072489,0.029664,0.93505,0.880486
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",128,41,0.832704,0.00156,0.071979,0.030496,0.993258,0.936739
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",128,42,0.88448,0.001719,0.072388,0.03024,1.04709,0.988827
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",128,43,0.770784,0.00172,0.073089,0.03856,0.93989,0.884153
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",128,44,0.778944,0.00162,0.07289,0.029536,0.938339,0.88299
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",128,45,0.784384,0.001711,0.072488,0.03088,0.94638,0.889463
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",128,46,0.772736,0.001629,0.072469,0.029632,0.93269,0.876466
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",128,47,0.762656,0.00165,0.077359,0.02976,0.92671,0.871425
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",128,48,0.773216,0.00165,0.072289,0.02976,0.93136,0.876915
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",128,49,0.777632,0.00162,0.071949,0.029664,0.944299,0.880865
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",128,50,0.915392,0.00164,0.072711,0.029024,1.07542,1.01877
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",128,51,0.87024,0.00171,0.071858,0.030688,1.02748,0.974496
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",128,52,0.817824,0.001761,0.072348,0.029536,0.975049,0.921469
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",128,53,0.775424,0.00168,0.07544,0.031104,0.93812,0.883648
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",128,54,0.777312,0.001669,0.071809,0.028672,0.9345,0.879462
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",128,55,0.783936,0.00158,0.07123,0.02864,0.94162,0.885386
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",128,56,0.773952,0.00159,0.0715,0.028992,0.932389,0.876034
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",128,57,0.7736,0.00154,0.072219,0.028672,0.930039,0.876031
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",128,58,0.778176,0.001581,0.071909,0.030752,0.93978,0.882418
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",128,59,0.786176,0.00163,0.07175,0.026912,0.942759,0.886468
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",128,60,0.780128,0.00165,0.07314,0.029568,0.942549,0.884486
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",128,61,0.768704,0.00155,0.072979,0.027808,0.993199,0.871041
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",128,62,0.85312,0.001669,0.072369,0.02944,1.01147,0.956598
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",128,63,0.781152,0.00163,0.073029,0.029824,0.941349,0.885635
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",128,64,0.770592,0.00164,0.065719,0.030816,0.915859,0.868767
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",128,65,0.784928,0.001691,0.071448,0.031168,0.94232,0.889235
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",128,66,0.7656,0.001659,0.072028,0.028864,0.93391,0.868151
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",128,67,0.775712,0.00164,0.072209,0.028672,0.933389,0.878233
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",128,68,0.808032,0.001899,0.081649,0.03728,1.01068,0.92886
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",128,69,0.781024,0.00176,0.072608,0.0304,0.94222,0.885792
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",128,70,0.7752,0.00161,0.07276,0.027456,0.933579,0.877026
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",128,71,0.780416,0.00174,0.074599,0.02992,0.942659,0.886675
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",128,72,0.781088,0.00162,0.071579,0.02928,0.939559,0.883567
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",128,73,0.781536,0.00161,0.07173,0.029312,0.93981,0.884188
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",128,74,0.771232,0.001601,0.072219,0.028672,0.92846,0.873724
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",192,0,2.9056,0.002219,0.151738,0.076128,3.2186,3.13568
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",192,1,2.5655,0.00188,0.150988,0.075968,2.85909,2.79434
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",192,2,2.59875,0.002211,0.153317,0.089888,2.92991,2.84417
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",192,3,2.70237,0.00215,0.158117,0.08384,3.02864,2.94648
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",192,4,2.52848,0.0018,0.149299,0.07728,2.81907,2.75686
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",192,5,2.54432,0.00173,0.147819,0.078592,2.8325,2.77246
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",192,6,2.56563,0.00188,0.149147,0.075328,2.8567,2.79199
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",192,7,2.68554,0.001859,0.149439,0.079648,2.97812,2.91648
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",192,8,2.66838,0.002268,0.155547,0.08192,2.99379,2.90812
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",192,9,2.66544,0.00193,0.149898,0.07936,2.95968,2.89663
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",192,10,2.5871,0.001769,0.148057,0.080352,2.88257,2.81728
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",192,11,2.57686,0.001771,0.14881,0.078528,2.8671,2.80597
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",192,12,2.57677,0.0016,0.147999,0.075712,2.86095,2.80208
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",192,13,2.52045,0.0018,0.148369,0.079808,2.81046,2.75043
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",192,14,2.5464,0.002379,0.154198,0.083072,2.86994,2.78605
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",192,15,2.55466,0.00175,0.14956,0.07856,2.84642,2.78453
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",192,16,2.71123,0.00174,0.151238,0.076768,3.0057,2.94098
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",192,17,2.61792,0.00196,0.144478,0.079776,2.90234,2.84413
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",192,18,2.55613,0.001901,0.146928,0.078208,2.84344,2.78316
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",192,19,2.54387,0.00193,0.147719,0.076416,2.83296,2.76994
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",192,20,2.56973,0.00169,0.147,0.079232,2.85778,2.79765
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",192,21,2.55187,0.001799,0.147279,0.078176,2.84549,2.77913
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",192,22,2.66976,0.00198,0.148508,0.07856,2.96245,2.89881
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",192,23,2.53216,0.001801,0.148267,0.080128,2.82292,2.76236
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",192,24,2.6232,0.001859,0.147438,0.077536,2.91076,2.85003
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",192,25,2.55389,0.001799,0.14866,0.07584,2.84456,2.78019
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",192,26,2.55366,0.001619,0.1464,0.076,2.8381,2.77768
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",192,27,2.52096,0.001821,0.149969,0.07904,2.81718,2.75179
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",192,28,2.56096,0.00173,0.1496,0.07728,2.85127,2.78957
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",192,29,2.5385,0.0017,0.147598,0.07712,2.8278,2.76491
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",192,30,2.5369,0.00193,0.149558,0.077088,2.8278,2.76547
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",192,31,2.60195,0.00166,0.147208,0.074464,2.88603,2.82528
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",192,32,2.5481,0.00172,0.148208,0.076736,2.83929,2.77476
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",192,33,2.52486,0.00174,0.14891,0.078912,2.81622,2.75443
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",192,34,2.57677,0.00162,0.14789,0.076832,2.86326,2.80311
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",192,35,2.74742,0.00184,0.15498,0.077344,3.04196,2.98159
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",192,36,2.55056,0.002011,0.149397,0.076736,2.84292,2.7787
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",192,37,2.5553,0.00167,0.147048,0.074816,2.84079,2.77883
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",192,38,2.52918,0.00187,0.14852,0.07952,2.82467,2.75909
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",192,39,2.62957,0.00227,0.15558,0.081152,2.95382,2.86857
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",192,40,2.59542,0.00191,0.148728,0.081696,2.88753,2.82776
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",192,41,2.5583,0.002059,0.149188,0.075776,2.84754,2.78533
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",192,42,2.5617,0.001601,0.148237,0.077792,2.85145,2.78933
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",192,43,2.56378,0.00237,0.16113,0.082016,2.89314,2.80929
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",192,44,2.55757,0.002021,0.154287,0.081088,2.87877,2.79496
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",192,45,2.60403,0.00192,0.149567,0.077344,2.89515,2.83286
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",192,46,2.56589,0.00169,0.146429,0.077056,2.85087,2.79106
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",192,47,2.62141,0.00197,0.150258,0.079424,2.91777,2.85306
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",192,48,2.55466,0.00164,0.145809,0.076288,2.83763,2.77839
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",192,49,2.60211,0.0017,0.1484,0.075776,2.8904,2.82799
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",192,50,2.56976,0.002079,0.154017,0.08464,2.89514,2.8105
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",192,51,2.5575,0.001949,0.150128,0.080448,2.85152,2.79003
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",192,52,2.58662,0.00191,0.149518,0.07936,2.87932,2.81741
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",192,53,2.55536,0.00209,0.150268,0.079808,2.85086,2.78753
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",192,54,2.55533,0.0018,0.14725,0.076064,2.84363,2.78044
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",192,55,2.54093,0.00178,0.15009,0.0808,2.83856,2.7736
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",192,56,2.52474,0.00189,0.154797,0.077728,2.82344,2.75915
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",192,57,2.60102,0.00168,0.142329,0.082976,2.88421,2.82801
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",192,58,2.58778,0.00194,0.149817,0.076,2.88041,2.81553
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",192,59,2.57136,0.00171,0.150548,0.07648,2.86169,2.8001
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",192,60,2.60102,0.001721,0.147848,0.077056,2.88958,2.82765
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",192,61,2.56624,0.00186,0.146988,0.07728,2.85088,2.79237
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",192,62,2.62451,0.00217,0.15413,0.080768,2.94615,2.86158
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",192,63,2.57379,0.00187,0.150217,0.07648,2.86458,2.80236
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",192,64,2.55418,0.00175,0.185098,0.079136,2.88124,2.82016
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",192,65,2.5623,0.00166,0.147058,0.07616,2.84814,2.78718
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",192,66,2.53971,0.00186,0.149128,0.07632,2.83343,2.76702
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",192,67,2.53162,0.00179,0.143938,0.0784,2.81023,2.75574
