dim,precision,solver_type,api,bc_name,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
2,double,uniform,GPU,"P | P | P | P",256,38,0.008128,0,0.059929,0.016064,0.134519,0.084121
2,double,uniform,GPU,"P | P | P | P",256,39,0.007936,0,0.0597,0.01552,0.135308,0.083156
2,double,uniform,GPU,"P | P | P | P",256,40,0.008608,0,0.05948,0.016576,0.140188,0.084664
2,double,uniform,GPU,"P | P | P | P",256,41,0.008448,0,0.05963,0.016768,0.133609,0.084846
2,double,uniform,GPU,"P | P | P | P",256,42,0.009088,0,0.0601,0.017888,0.138779,0.087076
2,double,uniform,GPU,"P | P | P | P",256,43,0.007808,0,0.059959,0.016288,0.134799,0.084055
2,double,uniform,GPU,"P | P | P | P",256,44,0.00816,0,0.059759,0.01632,0.135148,0.084239
2,double,uniform,GPU,"P | P | P | P",256,45,0.008384,0,0.059389,0.018144,0.136259,0.085917
2,double,uniform,GPU,"P | P | P | P",256,46,0.00864,0,0.05967,0.016736,0.134569,0.085046
2,double,uniform,GPU,"P | P | P | P",256,47,0.013696,0,0.056289,0.019168,0.130108,0.089153
2,double,uniform,GPU,"P | P | P | P",256,48,0.008,0,0.059849,0.017088,0.136308,0.084937
2,double,uniform,GPU,"P | P | P | P",256,49,0.00928,0,0.059739,0.017312,0.136478,0.086331
2,double,uniform,GPU,"P | P | P | P",256,50,0.008512,0,0.060179,0.016928,0.141698,0.085619
2,double,uniform,GPU,"P | P | P | P",256,51,0.008736,0,0.150268,0.016544,0.228757,0.175548
2,double,uniform,GPU,"P | P | P | P",256,52,0.010816,0,0.059989,0.015904,0.135659,0.086709
2,double,uniform,GPU,"P | P | P | P",256,53,0.00912,0,0.059499,0.016384,0.134478,0.085003
2,double,uniform,GPU,"P | P | P | P",256,54,0.009664,0,0.06026,0.015712,0.135869,0.085636
2,double,uniform,GPU,"P | P | P | P",256,55,0.007936,0,0.05986,0.01632,0.134959,0.084116
2,double,uniform,GPU,"P | P | P | P",256,56,0.00896,0,0.060229,0.017024,0.136999,0.086213
2,double,uniform,GPU,"P | P | P | P",256,57,0.008896,0,0.05969,0.016512,0.135339,0.085098
2,double,uniform,GPU,"P | P | P | P",256,58,0.008704,0,0.05973,0.01648,0.141859,0.084914
2,double,uniform,GPU,"P | P | P | P",256,59,0.00864,0,0.05953,0.016576,0.138899,0.084746
2,double,uniform,GPU,"P | P | P | P",256,60,0.009088,0,0.055779,0.018176,0.124659,0.083043
2,double,uniform,GPU,"P | P | P | P",256,61,0.009312,0,0.06056,0.016576,0.138069,0.086448
2,double,uniform,GPU,"P | P | P | P",256,62,0.008384,0,0.05977,0.01648,0.135368,0.084634
2,double,uniform,GPU,"P | P | P | P",256,63,0.010592,0,0.060349,0.018176,0.139568,0.089117
2,double,uniform,GPU,"P | P | P | P",256,64,0.008576,0,0.06003,0.01776,0.137469,0.086366
2,double,uniform,GPU,"P | P | P | P",256,65,0.0064,0,0.05967,0.017696,0.134669,0.083766
2,double,uniform,GPU,"P | P | P | P",256,66,0.008064,0,0.05992,0.016832,0.135269,0.084816
2,double,uniform,GPU,"P | P | P | P",256,67,0.009216,0,0.059829,0.016992,0.135268,0.086037
2,double,uniform,GPU,"P | P | P | P",256,68,0.013728,0,0.059809,0.018112,0.141509,0.091649
2,double,uniform,GPU,"P | P | P | P",256,69,0.008672,0,0.059429,0.0168,0.135198,0.084901
2,double,uniform,GPU,"P | P | P | P",256,70,0.007872,0,0.06,0.015008,0.134849,0.08288
2,double,uniform,GPU,"P | P | P | P",256,71,0.008256,0,0.06002,0.016864,0.136428,0.08514
2,double,uniform,GPU,"P | P | P | P",256,72,0.00864,0,0.059779,0.016384,0.135558,0.084803
2,double,uniform,GPU,"P | P | P | P",256,73,0.007872,0,0.05981,0.016096,0.134889,0.083778
2,double,uniform,GPU,"P | P | P | P",256,74,0.00768,0,0.059449,0.016128,0.133689,0.083257
2,double,uniform,GPU,"P | P | P | P",320,0,0.018592,0,0.069659,0.02752,0.174809,0.115771
2,double,uniform,GPU,"P | P | P | P",320,1,0.01072,0,0.065619,0.017344,0.151038,0.093683
2,double,uniform,GPU,"P | P | P | P",320,2,0.009888,0,0.065269,0.017792,0.150829,0.092949
2,double,uniform,GPU,"P | P | P | P",320,3,0.009536,0,0.065369,0.017696,0.149078,0.092601
2,double,uniform,GPU,"P | P | P | P",320,4,0.010624,0,0.070449,0.017216,0.156228,0.098289
2,double,uniform,GPU,"P | P | P | P",320,5,0.00912,0,0.06477,0.016384,0.146228,0.090274
2,double,uniform,GPU,"P | P | P | P",320,6,0.011136,0,0.06256,0.02192,0.142168,0.095616
2,double,uniform,GPU,"P | P | P | P",320,7,0.01024,0,0.064619,0.015008,0.147809,0.089867
2,double,uniform,GPU,"P | P | P | P",320,8,0.01088,0,0.065319,0.020416,0.154628,0.096615
2,double,uniform,GPU,"P | P | P | P",320,9,0.00992,0,0.064699,0.016992,0.149688,0.091611
2,double,uniform,GPU,"P | P | P | P",320,10,0.114496,0,0.06499,0.016128,0.253357,0.195614
2,double,uniform,GPU,"P | P | P | P",320,11,0.007904,0,0.064979,0.016736,0.145199,0.089619
2,double,uniform,GPU,"P | P | P | P",320,12,0.008576,0,0.06571,0.017376,0.148998,0.091662
2,double,uniform,GPU,"P | P | P | P",320,13,0.008448,0,0.065039,0.019712,0.148968,0.093199
2,double,uniform,GPU,"P | P | P | P",320,14,0.009504,0,0.06487,0.015296,0.146879,0.08967
2,double,uniform,GPU,"P | P | P | P",320,15,0.01088,0,0.06461,0.017536,0.149479,0.093026
2,double,uniform,GPU,"P | P | P | P",320,16,0.011232,0,0.06487,0.02112,0.153668,0.097222
2,double,uniform,GPU,"P | P | P | P",320,17,0.009824,0,0.064709,0.017952,0.149548,0.092485
2,double,uniform,GPU,"P | P | P | P",320,18,0.0104,0,0.063739,0.019936,0.145848,0.094075
2,double,uniform,GPU,"P | P | P | P",320,19,0.010688,0,0.064959,0.019008,0.150208,0.094655
2,double,uniform,GPU,"P | P | P | P",320,20,0.00848,0,0.065269,0.01792,0.150829,0.091669
2,double,uniform,GPU,"P | P | P | P",320,21,0.010304,0,0.065089,0.017344,0.150938,0.092737
2,double,uniform,GPU,"P | P | P | P",320,22,0.010144,0,0.064729,0.016608,0.148649,0.091481
2,double,uniform,GPU,"P | P | P | P",320,23,0.009088,0,0.065079,0.017568,0.149348,0.091735
2,double,uniform,GPU,"P | P | P | P",320,24,0.010304,0,0.06502,0.0184,0.149788,0.093724
2,double,uniform,GPU,"P | P | P | P",320,25,0.010272,0,0.065688,0.017184,0.150708,0.093144
2,double,uniform,GPU,"P | P | P | P",320,26,0.009856,0,0.06502,0.017504,0.150569,0.09238
2,double,uniform,GPU,"P | P | P | P",320,27,0.01056,0,0.065109,0.016352,0.150599,0.092021
2,double,uniform,GPU,"P | P | P | P",320,28,0.007808,0,0.06482,0.019264,0.146218,0.091892
2,double,uniform,GPU,"P | P | P | P",320,29,0.0096,0,0.065369,0.018208,0.150249,0.093177
2,double,uniform,GPU,"P | P | P | P",320,30,0.010624,0,0.064719,0.01776,0.150018,0.093103
2,double,uniform,GPU,"P | P | P | P",320,31,0.0096,0,0.065329,0.017248,0.148759,0.092177
2,double,uniform,GPU,"P | P | P | P",320,32,0.008032,0,0.065189,0.01824,0.148668,0.091461
2,double,uniform,GPU,"P | P | P | P",320,33,0.010944,0,0.06487,0.018624,0.150448,0.094438
2,double,uniform,GPU,"P | P | P | P",320,34,0.015456,0,0.06467,0.018112,0.154648,0.098238
2,double,uniform,GPU,"P | P | P | P",320,35,0.011136,0,0.064909,0.016832,0.157218,0.092877
2,double,uniform,GPU,"P | P | P | P",320,36,0.010048,0,0.065129,0.015872,0.147698,0.091049
2,double,uniform,GPU,"P | P | P | P",320,37,0.01024,0,0.062769,0.018816,0.143858,0.091825
2,double,uniform,GPU,"P | P | P | P",320,38,0.0112,0,0.06494,0.016864,0.150578,0.093004
2,double,uniform,GPU,"P | P | P | P",320,39,0.010816,0,0.065309,0.017088,0.150658,0.093213
2,double,uniform,GPU,"P | P | P | P",320,40,0.008224,0,0.065059,0.018144,0.148668,0.091427
2,double,uniform,GPU,"P | P | P | P",320,41,0.010848,0,0.06438,0.018368,0.149309,0.093596
2,double,uniform,GPU,"P | P | P | P",320,42,0.010656,0,0.061089,0.022208,0.140148,0.093953
2,double,uniform,GPU,"P | P | P | P",320,43,0.010048,0,0.061349,0.022752,0.142568,0.094149
2,double,uniform,GPU,"P | P | P | P",320,44,0.008512,0,0.064869,0.017248,0.147108,0.090629
2,double,uniform,GPU,"P | P | P | P",320,45,0.010592,0,0.065299,0.0184,0.150098,0.094291
2,double,uniform,GPU,"P | P | P | P",320,46,0.009344,0,0.06506,0.01824,0.149018,0.092644
2,double,uniform,GPU,"P | P | P | P",320,47,0.00944,0,0.064789,0.01728,0.150059,0.091509
2,double,uniform,GPU,"P | P | P | P",320,48,0.010496,0,0.06471,0.015552,0.149089,0.090758
2,double,uniform,GPU,"P | P | P | P",320,49,0.009856,0,0.064739,0.018304,0.149249,0.092899
2,double,uniform,GPU,"P | P | P | P",320,50,0.00864,0,0.06525,0.016256,0.146658,0.090146
2,double,uniform,GPU,"P | P | P | P",320,51,0.011232,0,0.064859,0.017696,0.152088,0.093787
2,double,uniform,GPU,"P | P | P | P",320,52,0.0072,0,0.06552,0.01808,0.153288,0.0908
2,double,uniform,GPU,"P | P | P | P",320,53,0.009216,0,0.06488,0.01872,0.246038,0.092816
2,double,uniform,GPU,"P | P | P | P",320,54,0.010624,0,0.06498,0.019456,0.152809,0.09506
2,double,uniform,GPU,"P | P | P | P",320,55,0.00944,0,0.064669,0.017632,0.148078,0.091741
2,double,uniform,GPU,"P | P | P | P",320,56,0.009568,0,0.06539,0.015552,0.146458,0.09051
2,double,uniform,GPU,"P | P | P | P",320,57,0.011232,0,0.06542,0.017504,0.151888,0.094156
2,double,uniform,GPU,"P | P | P | P",320,58,0.009568,0,0.064989,0.016896,0.149999,0.091453
2,double,uniform,GPU,"P | P | P | P",320,59,0.017536,0,0.064559,0.018624,0.157108,0.100719
2,double,uniform,GPU,"P | P | P | P",320,60,0.010816,0,0.065489,0.017664,0.150108,0.093969
2,double,uniform,GPU,"P | P | P | P",320,61,0.011136,0,0.064839,0.016256,0.150928,0.092231
2,double,uniform,GPU,"P | P | P | P",320,62,0.01104,0,0.06496,0.016672,0.150628,0.092672
2,double,uniform,GPU,"P | P | P | P",320,63,0.010528,0,0.06506,0.016928,0.149129,0.092516
2,double,uniform,GPU,"P | P | P | P",320,64,0.011072,0,0.065009,0.014496,0.148588,0.090577
2,double,uniform,GPU,"P | P | P | P",320,65,0.009312,0,0.06556,0.019712,0.151838,0.094584
2,double,uniform,GPU,"P | P | P | P",320,66,0.010144,0,0.064949,0.01792,0.149708,0.093013
2,double,uniform,GPU,"P | P | P | P",320,67,0.009408,0,0.064739,0.016544,0.146798,0.090691
2,double,uniform,GPU,"P | P | P | P",320,68,0.010368,0,0.064559,0.01552,0.147968,0.090447
2,double,uniform,GPU,"P | P | P | P",320,69,0.010304,0,0.06499,0.016928,0.148758,0.092222
2,double,uniform,GPU,"P | P | P | P",320,70,0.01104,0,0.064759,0.016736,0.149619,0.092535
2,double,uniform,GPU,"P | P | P | P",320,71,0.011232,0,0.064859,0.016736,0.149828,0.092827
2,double,uniform,GPU,"P | P | P | P",320,72,0.00816,0,0.065239,0.018816,0.147798,0.092215
2,double,uniform,GPU,"P | P | P | P",320,73,0.010464,0,0.064879,0.016416,0.148838,0.091759
2,double,uniform,GPU,"P | P | P | P",320,74,0.011232,0,0.062089,0.019712,0.142029,0.093033
2,double,uniform,GPU,"P | P | P | P",384,0,0.01984,0,0.073509,0.031296,0.173799,0.124645
2,double,uniform,GPU,"P | P | P | P",384,1,0.011296,0,0.06947,0.022592,0.149398,0.103358
2,double,uniform,GPU,"P | P | P | P",384,2,0.011008,0,0.073399,0.019584,0.159428,0.103991
2,double,uniform,GPU,"P | P | P | P",384,3,0.011104,0,0.072859,0.019488,0.159108,0.103451
2,double,uniform,GPU,"P | P | P | P",384,4,0.0096,0,0.073579,0.019808,0.159538,0.102987
2,double,uniform,GPU,"P | P | P | P",384,5,0.012928,0,0.073579,0.021632,0.162608,0.108139
2,double,uniform,GPU,"P | P | P | P",384,6,0.010208,0,0.07295,0.017312,0.157239,0.10047
2,double,uniform,GPU,"P | P | P | P",384,7,0.009568,0,0.079549,0.018752,0.164468,0.107869
2,double,uniform,GPU,"P | P | P | P",384,8,0.01744,0,0.07314,0.018816,0.166608,0.109396
2,double,uniform,GPU,"P | P | P | P",384,9,0.009664,0,0.072969,0.019296,0.157949,0.101929
2,double,uniform,GPU,"P | P | P | P",384,10,0.010432,0,0.07372,0.019168,0.159988,0.10332
2,double,uniform,GPU,"P | P | P | P",384,11,0.011008,0,0.072999,0.01952,0.160558,0.103527
2,double,uniform,GPU,"P | P | P | P",384,12,0.009888,0,0.073139,0.019456,0.160918,0.102483
2,double,uniform,GPU,"P | P | P | P",384,13,0.010848,0,0.073109,0.019008,0.165788,0.102965
2,double,uniform,GPU,"P | P | P | P",384,14,0.0104,0,0.07325,0.020128,0.158878,0.103778
2,double,uniform,GPU,"P | P | P | P",384,15,0.009824,0,0.07338,0.018176,0.158958,0.10138
2,double,uniform,GPU,"P | P | P | P",384,16,0.010176,0,0.073099,0.018272,0.158388,0.101547
2,double,uniform,GPU,"P | P | P | P",384,17,0.010976,0,0.072929,0.018688,0.159098,0.102593
2,double,uniform,GPU,"P | P | P | P",384,18,0.009632,0,0.072659,0.01952,0.158709,0.101811
2,double,uniform,GPU,"P | P | P | P",384,19,0.008608,0,0.073809,0.019264,0.158409,0.101681
2,double,uniform,GPU,"P | P | P | P",384,20,0.010848,0,0.070319,0.023136,0.151598,0.104303
2,double,uniform,GPU,"P | P | P | P",384,21,0.010464,0,0.073189,0.02,0.160088,0.103653
2,double,uniform,GPU,"P | P | P | P",384,22,0.009536,0,0.072849,0.01856,0.158039,0.100945
2,double,uniform,GPU,"P | P | P | P",384,23,0.010816,0,0.073019,0.017216,0.158188,0.101051
2,double,uniform,GPU,"P | P | P | P",384,24,0.010112,0,0.073139,0.019168,0.158328,0.102419
2,double,uniform,GPU,"P | P | P | P",384,25,0.010624,0,0.073149,0.020096,0.159028,0.103869
2,double,uniform,GPU,"P | P | P | P",384,26,0.00992,0,0.072829,0.018432,0.157568,0.101181
2,double,uniform,GPU,"P | P | P | P",384,27,0.016544,0,0.07281,0.019008,0.165518,0.108362
2,double,uniform,GPU,"P | P | P | P",384,28,0.01072,0,0.073449,0.01952,0.159939,0.103689
2,double,uniform,GPU,"P | P | P | P",384,29,0.009568,0,0.072969,0.019328,0.158778,0.101865
2,double,uniform,GPU,"P | P | P | P",384,30,0.009792,0,0.073269,0.01872,0.158738,0.101781
2,double,uniform,GPU,"P | P | P | P",384,31,0.009856,0,0.07289,0.020256,0.159478,0.103002
2,double,uniform,GPU,"P | P | P | P",384,32,0.009568,0,0.0704,0.022976,0.160618,0.102944
2,double,uniform,GPU,"P | P | P | P",384,33,0.011232,0,0.073229,0.018528,0.158838,0.102989
2,double,uniform,GPU,"P | P | P | P",384,34,0.009664,0,0.07308,0.016832,0.156109,0.099576
2,double,uniform,GPU,"P | P | P | P",384,35,0.012032,0,0.073089,0.01952,0.160979,0.104641
2,double,uniform,GPU,"P | P | P | P",384,36,0.017536,0,0.072649,0.019648,0.166559,0.109833
2,double,uniform,GPU,"P | P | P | P",384,37,0.01008,0,0.073149,0.019712,0.159338,0.102941
2,double,uniform,GPU,"P | P | P | P",384,38,0.010144,0,0.073288,0.021344,0.159198,0.104776
2,double,uniform,GPU,"P | P | P | P",384,39,0.010112,0,0.07318,0.021312,0.159399,0.104604
2,double,uniform,GPU,"P | P | P | P",384,40,0.010624,0,0.073449,0.01936,0.159538,0.103433
2,double,uniform,GPU,"P | P | P | P",384,41,0.010432,0,0.073089,0.019104,0.158829,0.102625
2,double,uniform,GPU,"P | P | P | P",384,42,0.011968,0,0.073279,0.019104,0.160148,0.104351
2,double,uniform,GPU,"P | P | P | P",384,43,0.010112,0,0.07299,0.017792,0.157298,0.100894
2,double,uniform,GPU,"P | P | P | P",384,44,0.01712,0,0.072749,0.018016,0.165208,0.107885
2,double,uniform,GPU,"P | P | P | P",384,45,0.009888,0,0.073529,0.019552,0.157728,0.102969
2,double,uniform,GPU,"P | P | P | P",384,46,0.010304,0,0.073179,0.018432,0.158638,0.101915
2,double,uniform,GPU,"P | P | P | P",384,47,0.010112,0,0.073319,0.020096,0.166408,0.103527
2,double,uniform,GPU,"P | P | P | P",384,48,0.01072,0,0.07283,0.018688,0.158928,0.102238
2,double,uniform,GPU,"P | P | P | P",384,49,0.010016,0,0.073069,0.016512,0.156269,0.099597
2,double,uniform,GPU,"P | P | P | P",384,50,0.010784,0,0.07317,0.01984,0.160069,0.103794
2,double,uniform,GPU,"P | P | P | P",384,51,0.011264,0,0.06962,0.024352,0.150499,0.105236
2,double,uniform,GPU,"P | P | P | P",384,52,0.019584,0,0.073059,0.01856,0.167588,0.111203
2,double,uniform,GPU,"P | P | P | P",384,53,0.010048,0,0.07327,0.01952,0.159418,0.102838
2,double,uniform,GPU,"P | P | P | P",384,54,0.010432,0,0.073359,0.01952,0.161198,0.103311
2,double,uniform,GPU,"P | P | P | P",384,55,0.010624,0,0.07292,0.020064,0.160578,0.103608
2,double,uniform,GPU,"P | P | P | P",384,56,0.009952,0,0.073269,0.017696,0.157079,0.100917
2,double,uniform,GPU,"P | P | P | P",384,57,0.009856,0,0.073429,0.019392,0.158948,0.102677
2,double,uniform,GPU,"P | P | P | P",384,58,0.009632,0,0.07334,0.01904,0.160368,0.102012
2,double,uniform,GPU,"P | P | P | P",384,59,0.01632,0,0.073289,0.01872,0.164438,0.108329
2,double,uniform,GPU,"P | P | P | P",384,60,0.017536,0,0.072919,0.01712,0.164139,0.107575
2,double,uniform,GPU,"P | P | P | P",384,61,0.010432,0,0.073449,0.018112,0.158259,0.101993
2,double,uniform,GPU,"P | P | P | P",384,62,0.009952,0,0.072748,0.019136,0.158788,0.101836
2,double,uniform,GPU,"P | P | P | P",384,63,0.011232,0,0.069859,0.023392,0.151219,0.104483
2,double,uniform,GPU,"P | P | P | P",384,64,0.010048,0,0.073109,0.019552,0.158828,0.102709
2,double,uniform,GPU,"P | P | P | P",384,65,0.01024,0,0.07361,0.02032,0.161088,0.10417
2,double,uniform,GPU,"P | P | P | P",384,66,0.009792,0,0.073188,0.020864,0.158858,0.103844
2,double,uniform,GPU,"P | P | P | P",384,67,0.010144,0,0.073179,0.019296,0.159368,0.102619
2,double,uniform,GPU,"P | P | P | P",384,68,0.011328,0,0.073009,0.017024,0.157598,0.101361
2,double,uniform,GPU,"P | P | P | P",384,69,0.00944,0,0.072868,0.020928,0.159568,0.103236
2,double,uniform,GPU,"P | P | P | P",384,70,0.017984,0,0.069319,0.022272,0.159519,0.109575
2,double,uniform,GPU,"P | P | P | P",384,71,0.017376,0,0.073139,0.020064,0.166948,0.110579
2,double,uniform,GPU,"P | P | P | P",384,72,0.010816,0,0.073259,0.018144,0.158909,0.102219
2,double,uniform,GPU,"P | P | P | P",384,73,0.01104,0,0.072819,0.01792,0.157888,0.101779
2,double,uniform,GPU,"P | P | P | P",384,74,0.019072,0,0.073519,0.020032,0.311346,0.112623
2,double,uniform,GPU,"P | P | P | P",448,0,0.02832,0,0.092089,0.033408,0.207448,0.153817
2,double,uniform,GPU,"P | P | P | P",448,1,0.012,0,0.087638,0.02208,0.174528,0.121718
2,double,uniform,GPU,"P | P | P | P",448,2,0.010304,0,0.086959,0.022208,0.171348,0.119471
2,double,uniform,GPU,"P | P | P | P",448,3,0.01088,0,0.08754,0.020768,0.171649,0.119188
2,double,uniform,GPU,"P | P | P | P",448,4,0.01392,0,0.087389,0.021856,0.173648,0.123165
2,double,uniform,GPU,"P | P | P | P",448,5,0.010528,0,0.087209,0.022432,0.171458,0.120169
2,double,uniform,GPU,"P | P | P | P",448,6,0.014272,0,0.088159,0.0208,0.173989,0.123231
2,double,uniform,GPU,"P | P | P | P",448,7,0.013216,0,0.087069,0.020992,0.173048,0.121277
2,double,uniform,GPU,"P | P | P | P",448,8,0.013792,0,0.083589,0.027872,0.166868,0.125253
2,double,uniform,GPU,"P | P | P | P",448,9,0.018944,0,0.08734,0.0224,0.180568,0.128684
2,double,uniform,GPU,"P | P | P | P",448,10,0.011136,0,0.087458,0.0216,0.171988,0.120194
2,double,uniform,GPU,"P | P | P | P",448,11,0.01136,0,0.087739,0.02224,0.173288,0.121339
2,double,uniform,GPU,"P | P | P | P",448,12,0.01056,0,0.08754,0.021248,0.171058,0.119348
2,double,uniform,GPU,"P | P | P | P",448,13,0.012032,0,0.087329,0.02272,0.173888,0.122081
2,double,uniform,GPU,"P | P | P | P",448,14,0.011616,0,0.087419,0.022208,0.172259,0.121243
2,double,uniform,GPU,"P | P | P | P",448,15,0.011904,0,0.087088,0.02128,0.171718,0.120272
2,double,uniform,GPU,"P | P | P | P",448,16,0.011392,0,0.087379,0.021344,0.171338,0.120115
2,double,uniform,GPU,"P | P | P | P",448,17,0.011296,0,0.087139,0.02208,0.172078,0.120515
2,double,uniform,GPU,"P | P | P | P",448,18,0.0112,0,0.086729,0.020096,0.169878,0.118025
2,double,uniform,GPU,"P | P | P | P",448,19,0.012416,0,0.087388,0.02112,0.173268,0.120924
2,double,uniform,GPU,"P | P | P | P",448,20,0.014432,0,0.087199,0.020384,0.173328,0.122015
2,double,uniform,GPU,"P | P | P | P",448,21,0.011712,0,0.086959,0.022784,0.172368,0.121455
2,double,uniform,GPU,"P | P | P | P",448,22,0.011456,0,0.087389,0.023072,0.172318,0.121917
2,double,uniform,GPU,"P | P | P | P",448,23,0.011808,0,0.087678,0.022336,0.172458,0.121822
2,double,uniform,GPU,"P | P | P | P",448,24,0.011648,0,0.087139,0.0224,0.172578,0.121187
2,double,uniform,GPU,"P | P | P | P",448,25,0.012544,0,0.087549,0.021312,0.173138,0.121405
2,double,uniform,GPU,"P | P | P | P",448,26,0.011456,0,0.083519,0.024864,0.161599,0.119839
2,double,uniform,GPU,"P | P | P | P",448,27,0.013312,0,0.087149,0.0224,0.173948,0.122861
2,double,uniform,GPU,"P | P | P | P",448,28,0.0112,0,0.087049,0.020352,0.170038,0.118601
2,double,uniform,GPU,"P | P | P | P",448,29,0.011168,0,0.086899,0.020288,0.170088,0.118355
2,double,uniform,GPU,"P | P | P | P",448,30,0.012512,0,0.087468,0.02144,0.172878,0.12142
2,double,uniform,GPU,"P | P | P | P",448,31,0.010112,0,0.087549,0.02256,0.170978,0.120221
2,double,uniform,GPU,"P | P | P | P",448,32,0.012768,0,0.08815,0.020704,0.181658,0.121622
2,double,uniform,GPU,"P | P | P | P",448,33,0.011104,0,0.08549,0.023808,0.166769,0.120402
2,double,uniform,GPU,"P | P | P | P",448,34,0.0144,0,0.087648,0.02112,0.174268,0.123168
2,double,uniform,GPU,"P | P | P | P",448,35,0.011488,0,0.08754,0.02432,0.174258,0.123348
2,double,uniform,GPU,"P | P | P | P",448,36,0.011296,0,0.087359,0.022208,0.172078,0.120863
2,double,uniform,GPU,"P | P | P | P",448,37,0.011104,0,0.087829,0.021632,0.171729,0.120565
2,double,uniform,GPU,"P | P | P | P",448,38,0.0112,0,0.087219,0.021088,0.170848,0.119507
2,double,uniform,GPU,"P | P | P | P",448,39,0.012256,0,0.087009,0.022176,0.170458,0.121441
2,double,uniform,GPU,"P | P | P | P",448,40,0.010816,0,0.087269,0.022464,0.171758,0.120549
2,double,uniform,GPU,"P | P | P | P",448,41,0.013216,0,0.087379,0.025568,0.177859,0.126163
2,double,uniform,GPU,"P | P | P | P",448,42,0.010848,0,0.087298,0.020064,0.291777,0.11821
2,double,uniform,GPU,"P | P | P | P",448,43,0.012416,0,0.08689,0.02032,0.171268,0.119626
2,double,uniform,GPU,"P | P | P | P",448,44,0.01072,0,0.086799,0.020384,0.169438,0.117903
2,double,uniform,GPU,"P | P | P | P",448,45,0.01264,0,0.087419,0.021664,0.173428,0.121723
2,double,uniform,GPU,"P | P | P | P",448,46,0.01376,0,0.087389,0.02384,0.175718,0.124989
2,double,uniform,GPU,"P | P | P | P",448,47,0.011168,0,0.087419,0.020448,0.168658,0.119035
2,double,uniform,GPU,"P | P | P | P",448,48,0.010624,0,0.087169,0.020864,0.170418,0.118657
2,double,uniform,GPU,"P | P | P | P",448,49,0.01216,0,0.087409,0.021696,0.171788,0.121265
2,double,uniform,GPU,"P | P | P | P",448,50,0.011648,0,0.087529,0.022624,0.173818,0.121801
2,double,uniform,GPU,"P | P | P | P",448,51,0.013088,0,0.087299,0.020768,0.173648,0.121155
2,double,uniform,GPU,"P | P | P | P",448,52,0.011872,0,0.087619,0.024032,0.171488,0.123523
2,double,uniform,GPU,"P | P | P | P",448,53,0.012576,0,0.087479,0.023616,0.174418,0.123671
2,double,uniform,GPU,"P | P | P | P",448,54,0.01136,0,0.086919,0.021696,0.172258,0.119975
2,double,uniform,GPU,"P | P | P | P",448,55,0.010112,0,0.087179,0.020928,0.169948,0.118219
2,double,uniform,GPU,"P | P | P | P",448,56,0.010944,0,0.08723,0.022656,0.171748,0.12083
2,double,uniform,GPU,"P | P | P | P",448,57,0.01104,0,0.083609,0.023936,0.163468,0.118585
2,double,uniform,GPU,"P | P | P | P",448,58,0.01264,0,0.084659,0.024928,0.164249,0.122227
2,double,uniform,GPU,"P | P | P | P",448,59,0.011872,0,0.087529,0.021856,0.171788,0.121257
2,double,uniform,GPU,"P | P | P | P",448,60,0.01456,0,0.087479,0.022272,0.176598,0.124311
2,double,uniform,GPU,"P | P | P | P",448,61,0.011328,0,0.087238,0.020896,0.171148,0.119462
2,double,uniform,GPU,"P | P | P | P",448,62,0.01088,0,0.087268,0.021792,0.179028,0.11994
2,double,uniform,GPU,"P | P | P | P",448,63,0.011328,0,0.0878,0.02192,0.172298,0.121048
2,double,uniform,GPU,"P | P | P | P",448,64,0.011712,0,0.087299,0.021952,0.172208,0.120963
2,double,uniform,GPU,"P | P | P | P",448,65,0.011424,0,0.087779,0.023008,0.173268,0.122211
2,double,uniform,GPU,"P | P | P | P",448,66,0.012096,0,0.087989,0.021184,0.173058,0.121269
2,double,uniform,GPU,"P | P | P | P",448,67,0.011008,0,0.087368,0.02144,0.171918,0.119816
2,double,uniform,GPU,"P | P | P | P",448,68,0.011872,0,0.087769,0.022496,0.172979,0.122137
2,double,uniform,GPU,"P | P | P | P",448,69,0.010912,0,0.086769,0.019936,0.169728,0.117617
2,double,uniform,GPU,"P | P | P | P",448,70,0.010592,0,0.08594,0.0208,0.168119,0.117332
2,double,uniform,GPU,"P | P | P | P",448,71,0.011136,0,0.08743,0.021728,0.171908,0.120294
2,double,uniform,GPU,"P | P | P | P",448,72,0.011136,0,0.09185,0.023136,0.176018,0.126122
2,double,uniform,GPU,"P | P | P | P",448,73,0.010208,0,0.194809,0.022528,0.278397,0.227545
2,double,uniform,GPU,"P | P | P | P",448,74,0.01056,0,0.086989,0.020256,0.169418,0.117805
2,double,uniform,GPU,"P | P | P | P",512,0,0.02,0,0.090409,0.03296,0.203838,0.143369
2,double,uniform,GPU,"P | P | P | P",512,1,0.012832,0,0.094099,0.022528,0.189318,0.129459
2,double,uniform,GPU,"P | P | P | P",512,2,0.01232,0,0.086269,0.02384,0.181468,0.122429
2,double,uniform,GPU,"P | P | P | P",512,3,0.01184,0,0.086109,0.025792,0.183218,0.123741
2,double,uniform,GPU,"P | P | P | P",512,4,0.014656,0,0.086089,0.024064,0.184108,0.124809
