dim,precision,solver_type,api,bc_name,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",192,42,0.04336,0.002009,0.151448,0.044256,0.296537,0.241073
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",192,43,0.044608,0.00179,0.151148,0.044512,0.296517,0.242058
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",192,44,0.044768,0.00742,0.151388,0.044128,0.301947,0.247704
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",192,45,0.0648,0.00206,0.158428,0.049728,0.329437,0.275016
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",192,46,0.044448,0.001709,0.151938,0.043872,0.297997,0.241967
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",192,47,0.044544,0.001759,0.152659,0.045728,0.299327,0.24469
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",192,48,0.044992,0.00157,0.151749,0.045472,0.298007,0.243783
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",192,49,0.043744,0.0017,0.151669,0.044352,0.296687,0.241465
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",192,50,0.044256,0.001729,0.151368,0.045024,0.297337,0.242377
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",192,51,0.044896,0.001559,0.153517,0.044,0.299357,0.243972
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",192,52,0.044736,0.00161,0.152669,0.046624,0.300336,0.245639
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",192,53,0.045056,0.00167,0.152978,0.044032,0.298487,0.243736
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",192,54,0.045216,0.00165,0.151957,0.045984,0.297917,0.244807
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",192,55,0.044192,0.00179,0.152039,0.044032,0.296647,0.242053
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",192,56,0.0448,0.00184,0.151388,0.044576,0.296477,0.242604
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",192,57,0.045024,0.001821,0.151978,0.044704,0.296937,0.243527
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",192,58,0.045344,0.001601,0.152168,0.04528,0.299467,0.244393
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",192,59,0.045472,0.001701,0.152739,0.04432,0.298567,0.244232
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",192,60,0.049632,0.00184,0.152318,0.04208,0.300566,0.24587
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",192,61,0.045152,0.00189,0.152739,0.04672,0.302126,0.246501
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",192,62,0.04496,0.001679,0.151048,0.043168,0.294717,0.240855
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",192,63,0.044416,0.00167,0.153289,0.044576,0.297807,0.243951
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",192,64,0.061536,0.0021,0.157938,0.048512,0.325566,0.270086
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",192,65,0.046528,0.001691,0.151628,0.0456,0.299587,0.245447
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",192,66,0.0448,0.001699,0.151989,0.045792,0.297406,0.24428
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",192,67,0.044256,0.00186,0.150408,0.047872,0.299847,0.244396
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",192,68,0.044224,0.00166,0.151809,0.046496,0.298187,0.244189
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",192,69,0.04448,0.001829,0.153348,0.04448,0.299187,0.244137
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",192,70,0.044736,0.00193,0.152018,0.047008,0.299787,0.245692
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",192,71,0.046432,0.00177,0.152888,0.046048,0.301827,0.247138
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",192,72,0.04576,0.001789,0.151587,0.046336,0.298066,0.245472
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",192,73,0.045056,0.00183,0.151548,0.044768,0.298907,0.243202
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",192,74,0.044992,0.001711,0.150677,0.045184,0.296197,0.242564
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",256,0,0.163296,0.002229,0.293577,0.101216,0.620933,0.560318
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",256,1,0.164064,0.002119,0.289396,0.102528,0.614533,0.558107
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",256,2,0.16064,0.00203,0.290976,0.100352,0.610613,0.553998
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",256,3,0.158752,0.00191,0.288507,0.100128,0.605583,0.549297
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",256,4,0.15856,0.001921,0.288458,0.102112,0.607283,0.551051
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",256,5,0.167776,0.00213,0.290455,0.098656,0.618503,0.559017
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",256,6,0.157984,0.00218,0.284365,0.101536,0.596953,0.546065
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",256,7,0.163168,0.00212,0.290236,0.101024,0.613954,0.556548
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",256,8,0.161504,0.00206,0.288278,0.102784,0.610673,0.554626
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",256,9,0.164832,0.002021,0.290085,0.100288,0.613603,0.557226
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",256,10,0.156416,0.0019,0.289758,0.102048,0.606483,0.550122
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",256,11,0.16096,0.002081,0.289807,0.101984,0.615333,0.554832
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",256,12,0.172672,0.00213,0.292647,0.103264,0.631943,0.570713
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",256,13,0.160512,0.00198,0.291455,0.10208,0.621143,0.556027
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",256,14,0.169248,0.002251,0.292177,0.102688,0.623523,0.566364
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",256,15,0.16352,0.00194,0.290638,0.101408,0.614893,0.557506
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",256,16,0.166752,0.002078,0.291998,0.102944,0.620353,0.563772
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",256,17,0.16448,0.00214,0.292557,0.101088,0.616833,0.560265
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",256,18,0.158432,0.00194,0.288866,0.100224,0.604653,0.549462
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",256,19,0.157088,0.00195,0.288517,0.099328,0.604513,0.546883
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",256,20,0.16528,0.00218,0.290337,0.101856,0.614643,0.559653
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",256,21,0.156896,0.001878,0.289096,0.100192,0.605963,0.548062
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",256,22,0.161952,0.00189,0.289497,0.1016,0.611083,0.554939
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",256,23,0.172896,0.002097,0.290177,0.102432,0.627233,0.567602
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",256,24,0.171712,0.0022,0.292387,0.10304,0.628662,0.569339
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",256,25,0.16064,0.00202,0.289097,0.099552,0.608193,0.551309
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",256,26,0.165024,0.00205,0.291917,0.101664,0.617713,0.560655
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",256,27,0.172288,0.00206,0.291358,0.102272,0.627653,0.567978
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",256,28,0.16048,0.00212,0.290677,0.102016,0.610684,0.555293
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",256,29,0.17232,0.002231,0.292265,0.103232,0.631663,0.570048
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",256,30,0.163104,0.00211,0.289827,0.099552,0.605183,0.554593
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",256,31,0.162208,0.00212,0.283128,0.101344,0.600733,0.5488
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",256,32,0.171616,0.00226,0.286997,0.105024,0.622703,0.565897
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",256,33,0.159072,0.001909,0.288017,0.101216,0.607433,0.550214
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",256,34,0.164512,0.00208,0.291877,0.099904,0.614943,0.558373
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",256,35,0.162432,0.002119,0.289826,0.100768,0.611283,0.555145
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",256,36,0.165184,0.00203,0.288476,0.100576,0.613204,0.556266
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",256,37,0.158656,0.00194,0.289777,0.100416,0.613353,0.550789
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",256,38,0.161248,0.00207,0.287865,0.10384,0.608713,0.555023
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",256,39,0.168288,0.00215,0.290427,0.102624,0.620024,0.563489
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",256,40,0.167104,0.002021,0.290767,0.10176,0.618413,0.561652
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",256,41,0.157184,0.00203,0.289297,0.100992,0.606223,0.549503
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",256,42,0.158752,0.00206,0.296887,0.10208,0.615433,0.559779
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",256,43,0.156768,0.00225,0.286887,0.101248,0.600603,0.547153
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",256,44,0.16048,0.00206,0.289275,0.102784,0.610724,0.554599
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",256,45,0.159136,0.0021,0.290067,0.101184,0.609933,0.552487
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",256,46,0.15888,0.002049,0.291165,0.102528,0.610723,0.554622
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",256,47,0.171008,0.002021,0.291127,0.101152,0.627273,0.565308
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",256,48,0.166528,0.00212,0.290568,0.102624,0.620063,0.56184
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",256,49,0.157984,0.00176,0.288816,0.100928,0.605283,0.549488
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",256,50,0.165056,0.00216,0.291457,0.103264,0.616143,0.561937
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",256,51,0.158752,0.00203,0.287686,0.099936,0.603744,0.548404
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",256,52,0.161184,0.00193,0.288997,0.100448,0.606513,0.552559
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",256,53,0.163488,0.00211,0.290206,0.10192,0.616303,0.557724
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",256,54,0.167264,0.00212,0.290775,0.1008,0.618053,0.560959
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",256,55,0.162688,0.002031,0.289606,0.099648,0.609563,0.553973
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",256,56,0.172288,0.002171,0.291566,0.102336,0.629093,0.568361
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",256,57,0.15536,0.00214,0.289287,0.101504,0.603103,0.548291
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",256,58,0.169216,0.002151,0.292926,0.10304,0.627113,0.567333
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",256,59,0.157792,0.00172,0.289336,0.100192,0.604734,0.54904
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",256,60,0.160544,0.001649,0.287556,0.101088,0.607843,0.550837
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",256,61,0.16176,0.002111,0.288197,0.100416,0.604283,0.552484
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",256,62,0.162976,0.00182,0.291686,0.102272,0.615893,0.558754
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",256,63,0.165824,0.002,0.282548,0.102752,0.602113,0.553124
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",256,64,0.167168,0.002059,0.289056,0.102048,0.616703,0.560331
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",256,65,0.162336,0.00195,0.290806,0.100064,0.611303,0.555156
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",256,66,0.164736,0.002091,0.291618,0.101216,0.615743,0.559661
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",256,67,0.158976,0.001999,0.289387,0.10048,0.605873,0.550842
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",256,68,0.159872,0.001991,0.289668,0.099776,0.608453,0.551307
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",256,69,0.161248,0.00199,0.288216,0.101472,0.609403,0.552926
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",256,70,0.156576,0.00196,0.290207,0.10032,0.604533,0.549063
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",256,71,0.168064,0.00199,0.289597,0.102208,0.619133,0.561859
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",256,72,0.169792,0.00203,0.290457,0.102784,0.622573,0.565063
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",256,73,0.156128,0.00192,0.288617,0.102208,0.606283,0.548873
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",256,74,0.159648,0.0019,0.287895,0.100928,0.606394,0.550371
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",320,0,0.404064,0.00213,0.84401,0.192192,1.51062,1.4424
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",320,1,0.402848,0.0021,0.843121,0.192448,1.54676,1.44052
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",320,2,0.405504,0.00222,0.84831,0.19024,1.51467,1.44627
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",320,3,0.406624,0.00236,0.841191,0.190944,1.50807,1.44112
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",320,4,0.403776,0.00214,0.838761,0.19088,1.49955,1.43556
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",320,5,0.394944,0.002161,0.839631,0.18816,1.49024,1.4249
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",320,6,0.405568,0.00213,0.84297,0.191552,1.51155,1.44222
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",320,7,0.403328,0.00213,0.84378,0.191808,1.50479,1.44105
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",320,8,0.395616,0.0019,0.84022,0.187392,1.48514,1.42513
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",320,9,0.394304,0.00217,0.838291,0.188576,1.48446,1.42334
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",320,10,0.390848,0.001989,0.838079,0.187552,1.47913,1.41847
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",320,11,0.39312,0.002001,0.84067,0.189824,1.48522,1.42561
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",320,12,0.392512,0.002411,0.839041,0.18992,1.48333,1.42388
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",320,13,0.393344,0.001819,0.836901,0.187968,1.50775,1.42003
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",320,14,0.392288,0.00215,0.839201,0.189952,1.48332,1.42359
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",320,15,0.392768,0.001819,0.839981,0.189216,1.48448,1.42378
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",320,16,0.407552,0.002101,0.842971,0.192416,1.51745,1.44504
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",320,17,0.4056,0.00209,0.843551,0.189664,1.50918,1.44091
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",320,18,0.404992,0.00205,0.84227,0.192448,1.50973,1.44176
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",320,19,0.40384,0.001969,0.84214,0.190976,1.50537,1.43893
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",320,20,0.403424,0.00216,0.839151,0.190336,1.50361,1.43507
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",320,21,0.404512,0.002101,0.84102,0.189856,1.50573,1.43749
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",320,22,0.402304,0.0021,0.84071,0.19072,1.49289,1.43583
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",320,23,0.405952,0.00217,0.84346,0.189056,1.51126,1.44064
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",320,24,0.40448,0.002091,0.841201,0.189024,1.50282,1.4368
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",320,25,0.399264,0.00182,0.840751,0.191424,1.49273,1.43326
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",320,26,0.40512,0.0021,0.845191,0.199936,1.52045,1.45235
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",320,27,0.405568,0.0021,0.850651,0.190304,1.51762,1.44862
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",320,28,0.403584,0.002089,0.843121,0.1928,1.50984,1.44159
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",320,29,0.404864,0.00221,0.8433,0.19088,1.50361,1.44125
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",320,30,0.403168,0.00225,0.841791,0.190624,1.49772,1.43783
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",320,31,0.398112,0.00195,0.839731,0.189472,1.48788,1.42926
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",320,32,0.40016,0.002071,0.84023,0.188128,1.5782,1.43059
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",320,33,0.39216,0.001891,0.836291,0.190592,1.47631,1.42093
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",320,34,0.39232,0.001949,0.83491,0.192288,1.47767,1.42147
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",320,35,0.397888,0.00174,0.840231,0.19264,1.49343,1.4325
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",320,36,0.406496,0.002111,0.84369,0.190464,1.51169,1.44276
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",320,37,0.405664,0.0022,0.850661,0.18944,1.56665,1.44797
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",320,38,0.403616,0.00211,0.842611,0.19216,1.50807,1.4405
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",320,39,0.406656,0.00213,0.846211,0.190784,1.5145,1.44578
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",320,40,0.404224,0.00206,0.834981,0.189952,1.4912,1.43122
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",320,41,0.406656,0.002,0.844441,0.189088,1.51175,1.44218
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",320,42,0.408192,0.002129,0.84263,0.190944,1.5116,1.44389
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",320,43,0.406432,0.0021,0.842741,0.192064,1.51047,1.44334
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",320,44,0.404128,0.00207,0.843751,0.191776,1.5081,1.44173
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",320,45,0.404896,0.00214,0.843241,0.191232,1.50976,1.44151
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",320,46,0.392704,0.001821,0.837603,0.19216,1.48295,1.42429
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",320,47,0.398016,0.00193,0.836541,0.189216,1.50796,1.4257
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",320,48,0.40608,0.00212,0.84183,0.192576,1.50917,1.44261
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",320,49,0.409664,0.00209,0.842481,0.192672,1.51283,1.44691
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",320,50,0.403104,0.002129,0.8424,0.190848,1.50052,1.43848
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",320,51,0.404768,0.002149,0.84211,0.189888,1.50283,1.43892
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",320,52,0.410624,0.0021,0.84473,0.191008,1.51612,1.44846
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",320,53,0.406176,0.002259,0.84336,0.189664,1.51031,1.44146
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",320,54,0.403456,0.00233,0.83665,0.190816,1.49609,1.43325
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",320,55,0.405696,0.00217,0.841861,0.190688,1.51436,1.44042
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",320,56,0.402752,0.00232,0.84091,0.190176,1.50244,1.43616
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",320,57,0.404224,0.00207,0.83728,0.190368,1.49778,1.43394
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",320,58,0.406144,0.00212,0.841131,0.192192,1.51036,1.44159
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",320,59,0.405024,0.00214,0.843621,0.198112,1.51759,1.4489
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",320,60,0.405632,0.00225,0.84316,0.188544,1.50969,1.43959
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",320,61,0.405856,0.002041,0.84341,0.190592,1.5115,1.4419
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",320,62,0.406688,0.002201,0.844509,0.192896,1.51426,1.44629
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",320,63,0.406624,0.00217,0.842231,0.190592,1.51176,1.44162
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",320,64,0.406016,0.00214,0.842271,0.192,1.51749,1.44243
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",320,65,0.405088,0.002041,0.843341,0.192032,1.5111,1.4425
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",320,66,0.4064,0.00207,0.838359,0.190912,1.50326,1.43774
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",320,67,0.406816,0.002019,0.844049,0.192192,1.51595,1.44508
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",320,68,0.405632,0.00198,0.843091,0.190304,1.50755,1.44101
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",320,69,0.404352,0.00203,0.842391,0.188832,1.50787,1.43761
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",320,70,0.412704,0.002058,0.84238,0.192096,1.51774,1.44924
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",320,71,0.407072,0.00212,0.84146,0.190432,1.50882,1.44108
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",320,72,0.404896,0.00211,0.842121,0.189856,1.50694,1.43898
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",320,73,0.40768,0.002022,0.84076,0.192512,1.50958,1.44297
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",320,74,0.405632,0.00214,0.843281,0.193088,1.50516,1.44414
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",384,0,0.688736,0.00205,2.1312,0.66032,3.54843,3.4823
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",384,1,0.687328,0.00197,2.1306,0.659488,3.55043,3.47938
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",384,2,0.688544,0.002139,2.13109,0.657984,3.55259,3.47976
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",384,3,0.689472,0.0022,2.12874,0.661024,3.54887,3.48143
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",384,4,0.688224,0.00223,2.12948,0.66096,3.54936,3.48089
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",384,5,0.686304,0.002061,2.13027,0.782752,3.66123,3.60138
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",384,6,0.688992,0.00209,2.13569,0.6592,3.55452,3.48597
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",384,7,0.691104,0.002139,2.12764,0.674336,3.63492,3.49522
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",384,8,0.688896,0.002011,2.13575,0.660224,3.55647,3.48688
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",384,9,0.689248,0.00197,2.13795,0.66064,3.61086,3.4898
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",384,10,0.688448,0.00228,2.13247,0.665248,3.55855,3.48844
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",384,11,0.68992,0.00211,2.13402,0.660384,3.55901,3.48643
3,float,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",384,12,0.690496,0.0022,2.13049,0.660032,3.55256,3.48322
