dim,precision,solver_type,api,bc_name,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",64,0,185.361,0,0.11367,52.2023,237.779,237.677
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,33,0.038752,0,0.491746,0.064512,0.646943,0.59501
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,34,0.019904,0,0.490704,0.059136,0.623564,0.569744
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,35,0.020992,0,0.490666,0.060096,0.625133,0.571754
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,36,0.039008,0,0.500145,0.063968,0.658343,0.603121
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,37,0.022688,0,0.489266,0.056768,0.623523,0.568722
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,38,0.037184,0,0.492885,0.063424,0.648843,0.593493
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,39,0.022464,0,0.488896,0.05712,0.622353,0.56848
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,40,0.0384,0,0.493525,0.063552,0.649713,0.595477
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,41,0.027712,0,0.491925,0.062688,0.636743,0.582325
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,42,0.029536,0,0.489106,0.060768,0.632663,0.57941
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,43,0.019936,0,0.489224,0.059712,0.622554,0.568872
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,44,0.027936,0,0.488604,0.061216,0.632853,0.577756
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,45,0.022496,0,0.488866,0.060928,0.626943,0.57229
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,46,0.020576,0,0.486766,0.062784,0.621333,0.570126
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,47,0.021024,0,0.489334,0.061184,0.624764,0.571542
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,48,0.028544,0,0.487536,0.058432,0.628643,0.574512
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,49,0.02784,0,0.488375,0.05792,0.631324,0.574135
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,50,0.033728,0,0.493166,0.061056,0.642643,0.58795
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,51,0.021184,0,0.488935,0.058592,0.622324,0.568711
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,52,0.02784,0,0.485684,0.061536,0.624204,0.57506
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,53,0.022112,0,0.488614,0.058592,0.623254,0.569318
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,54,0.035776,0,0.494524,0.063136,0.648403,0.593436
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,55,0.023072,0,0.487964,0.059712,0.621334,0.570748
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,56,0.021632,0,0.489565,0.058304,0.622044,0.569501
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,57,0.022016,0,0.489546,0.059968,0.625283,0.57153
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,58,0.037696,0,0.493584,0.065184,0.653033,0.596464
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,59,0.019168,0,0.489974,0.061088,0.624073,0.57023
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,60,0.020352,0,0.488334,0.060256,0.622093,0.568942
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,61,0.028544,0,0.488575,0.057952,0.628943,0.575071
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,62,0.021824,0,0.488894,0.060192,0.623754,0.57091
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,63,0.038944,0,0.492806,0.063968,0.649443,0.595718
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,64,0.0208,0,0.483895,0.076096,0.626434,0.580791
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,65,0.037184,0,0.494026,0.063488,0.649343,0.594698
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,66,0.020608,0,0.488994,0.06032,0.623723,0.569922
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,67,0.036224,0,0.492316,0.06464,0.647233,0.59318
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,68,0.028032,0,0.488274,0.05744,0.627304,0.573746
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,69,0.021728,0,0.491106,0.058912,0.626023,0.571746
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,70,0.019968,0,0.491344,0.060832,0.625393,0.572144
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,71,0.022528,0,0.486104,0.061408,0.619664,0.57004
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,72,0.02,0,0.488924,0.060192,0.622704,0.569116
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,73,0.020736,0,0.487475,0.058112,0.619383,0.566323
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,74,0.03808,0,0.546264,0.061888,0.700903,0.646232
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,0,0.105376,0,1.67278,0.187936,2.02161,1.96609
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,1,0.12144,0,1.67543,0.18768,2.04306,1.98455
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,2,0.117408,0,1.6753,0.185344,2.03616,1.97805
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,3,0.108416,0,1.67982,0.185696,2.02962,1.97393
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,4,0.107488,0,1.67479,0.188224,2.02675,1.9705
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,5,0.10576,0,1.67389,0.185792,2.02194,1.96544
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,6,0.118528,0,1.67582,0.187232,2.03768,1.98158
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,7,0.116352,0,1.67351,0.186144,2.03324,1.97601
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,8,0.111424,0,1.67436,0.187552,2.02996,1.97334
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,9,0.121632,0,1.67593,0.183072,2.03841,1.98064
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,10,0.114368,0,1.67517,0.18544,2.03678,1.97498
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,11,0.107232,0,1.67408,0.183968,2.0217,1.96528
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,12,0.112256,0,1.67576,0.18544,2.03125,1.97346
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,13,0.105856,0,1.67425,0.184928,2.01989,1.96504
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,14,0.113984,0,1.68453,0.187392,2.04447,1.98591
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,15,0.10656,0,1.67468,0.185408,2.02312,1.96665
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,16,0.114944,0,1.67509,0.188608,2.03646,1.97864
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,17,0.118656,0,1.67584,0.183296,2.03532,1.97779
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,18,0.11104,0,1.67523,0.184736,2.0277,1.97101
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,19,0.107904,0,1.6763,0.185568,2.0277,1.96977
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,20,0.114688,0,1.67578,0.18576,2.03522,1.97623
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,21,0.115168,0,1.677,0.185344,2.03518,1.97751
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,22,0.117984,0,1.67423,0.187904,2.03745,1.98012
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,23,0.114592,0,1.67871,0.186752,2.03571,1.98006
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,24,0.10624,0,1.67477,0.187488,2.02395,1.9685
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,25,0.103872,0,1.67374,0.183872,2.0169,1.96149
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,26,0.117248,0,1.67657,0.18512,2.03703,1.97894
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,27,0.108,0,1.69065,0.187904,2.04338,1.98656
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,28,0.118496,0,1.67669,0.188224,2.04179,1.98341
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,29,0.120096,0,1.67349,0.184256,2.03147,1.97784
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,30,0.112256,0,1.67549,0.186752,2.03106,1.9745
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,31,0.110112,0,1.67446,0.186752,2.03058,1.97133
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,32,0.105632,0,1.6763,0.188576,2.02811,1.97051
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,33,0.117152,0,1.6762,0.1848,2.03706,1.97815
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,34,0.109536,0,1.68814,0.187552,2.04118,1.98523
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,35,0.11696,0,1.72924,0.184608,2.08828,2.03081
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,36,0.119808,0,1.67384,0.186592,2.03117,1.98024
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,37,0.1096,0,1.67372,0.185792,2.02676,1.96911
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,38,0.10784,0,1.67461,0.184608,2.02242,1.96706
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,39,0.110976,0,1.67659,0.185664,2.03024,1.97323
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,40,0.107072,0,1.67382,0.186112,2.02238,1.96701
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,41,0.106848,0,1.67402,0.186464,2.02378,1.96733
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,42,0.119072,0,1.6766,0.18784,2.0406,1.98351
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,43,0.10704,0,1.67431,0.184032,2.0216,1.96539
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,44,0.107744,0,1.67137,0.185152,2.01748,1.96427
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,45,0.121984,0,1.67565,0.187328,2.04641,1.98496
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,46,0.117152,0,1.67689,0.187104,2.03849,1.98115
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,47,0.112064,0,1.7228,0.186912,2.07837,2.02178
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,48,0.116928,0,1.67495,0.186688,2.0369,1.97857
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,49,0.11872,0,1.67579,0.184224,2.03775,1.97874
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,50,0.111648,0,1.67374,0.190176,2.0324,1.97557
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,51,0.105824,0,1.67598,0.184736,2.02275,1.96654
