dim,precision,solver_type,api,bc_name,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
1,float,uniform,GPU,"Ds | Ns",64,0,0.075296,0,0.049579,199.256,199.473,199.381
1,float,uniform,GPU,"Ds | Ns",64,57,0.012992,0,0.01922,0.005344,0.071689,0.037556
1,float,uniform,GPU,"Ds | Ns",64,58,0.01232,0,0.019889,0.005152,0.070539,0.037361
1,float,uniform,GPU,"Ds | Ns",64,59,0.01216,0,0.01891,0.006848,0.071679,0.037918
1,float,uniform,GPU,"Ds | Ns",64,60,0.01216,0,0.0193,0.006208,0.076539,0.037668
1,float,uniform,GPU,"Ds | Ns",64,61,0.105376,0,0.01897,0.005824,0.162838,0.13017
1,float,uniform,GPU,"Ds | Ns",64,62,0.013152,0,0.01897,0.007584,0.07381,0.039706
1,float,uniform,GPU,"Ds | Ns",64,63,0.011904,0,0.0171,0.007072,0.064409,0.036076
1,float,uniform,GPU,"Ds | Ns",64,64,0.012192,0,0.019349,0.007648,0.071949,0.039189
1,float,uniform,GPU,"Ds | Ns",64,65,0.011968,0,0.019289,0.00752,0.071369,0.038777
1,float,uniform,GPU,"Ds | Ns",64,66,0.013088,0,0.019439,0.005184,0.070559,0.037711
1,float,uniform,GPU,"Ds | Ns",64,67,0.012928,0,0.017679,0.006016,0.068919,0.036623
1,float,uniform,GPU,"Ds | Ns",64,68,0.012768,0,0.01896,0.005184,0.069119,0.036912
1,float,uniform,GPU,"Ds | Ns",64,69,0.013344,0,0.01988,0.00832,0.074829,0.041544
1,float,uniform,GPU,"Ds | Ns",64,70,0.01168,0,0.01916,0.005312,0.070599,0.036152
1,float,uniform,GPU,"Ds | Ns",64,71,0.01424,0,0.01948,0.005152,0.073059,0.038872
1,float,uniform,GPU,"Ds | Ns",64,72,0.012832,0,0.01879,0.00464,0.075669,0.036262
1,float,uniform,GPU,"Ds | Ns",64,73,0.012608,0,0.01931,0.013856,0.080868,0.045774
1,float,uniform,GPU,"Ds | Ns",64,74,0.01232,0,0.018899,0.005856,0.180918,0.037075
1,float,uniform,GPU,"Ds | Ns",128,0,0.023424,0,0.0252,0.01472,0.104948,0.063344
1,float,uniform,GPU,"Ds | Ns",128,1,0.012864,0,0.01592,0.008992,0.067619,0.037776
1,float,uniform,GPU,"Ds | Ns",128,2,0.013632,0,0.0154,0.006912,0.064409,0.035944
1,float,uniform,GPU,"Ds | Ns",128,3,0.01152,0,0.01936,0.008,0.073129,0.03888
1,float,uniform,GPU,"Ds | Ns",128,4,0.011776,0,0.018999,0.013888,0.076949,0.044663
1,float,uniform,GPU,"Ds | Ns",128,5,0.013024,0,0.02441,0.007648,0.07832,0.045082
1,float,uniform,GPU,"Ds | Ns",128,6,0.020928,0,0.01942,0.005856,0.079199,0.046204
1,float,uniform,GPU,"Ds | Ns",128,7,0.01296,0,0.01958,0.007904,0.073159,0.040444
1,float,uniform,GPU,"Ds | Ns",128,8,0.014496,0,0.020051,0.005984,0.073889,0.040531
1,float,uniform,GPU,"Ds | Ns",128,9,0.012192,0,0.01938,0.006048,0.07078,0.03762
1,float,uniform,GPU,"Ds | Ns",128,10,0.011584,0,0.01877,0.006176,0.180268,0.03653
1,float,uniform,GPU,"Ds | Ns",128,11,0.012896,0,0.01919,0.005568,0.069949,0.037654
1,float,uniform,GPU,"Ds | Ns",128,12,0.012928,0,0.019439,0.005408,0.070609,0.037775
1,float,uniform,GPU,"Ds | Ns",128,13,0.013664,0,0.02013,0.006176,0.07237,0.03997
1,float,uniform,GPU,"Ds | Ns",128,14,0.013344,0,0.01948,0.00544,0.071409,0.038264
1,float,uniform,GPU,"Ds | Ns",128,15,0.011168,0,0.01891,0.005632,0.067679,0.03571
1,float,uniform,GPU,"Ds | Ns",128,16,0.012544,0,0.01935,0.005184,0.070659,0.037078
1,float,uniform,GPU,"Ds | Ns",128,17,0.01184,0,0.01936,0.00624,0.076179,0.03744
1,float,uniform,GPU,"Ds | Ns",128,18,0.012608,0,0.0191,0.005632,0.069719,0.03734
1,float,uniform,GPU,"Ds | Ns",128,19,0.012512,0,0.01902,0.00544,0.07076,0.036972
1,float,uniform,GPU,"Ds | Ns",128,20,0.012128,0,0.01882,0.006016,0.068629,0.036964
1,float,uniform,GPU,"Ds | Ns",128,21,0.012256,0,0.01927,0.006272,0.070239,0.037798
1,float,uniform,GPU,"Ds | Ns",128,22,0.012224,0,0.01906,0.005408,0.070439,0.036692
1,float,uniform,GPU,"Ds | Ns",128,23,0.013184,0,0.01889,0.005728,0.070369,0.037802
1,float,uniform,GPU,"Ds | Ns",128,24,0.012544,0,0.01908,0.0064,0.07006,0.038024
1,float,uniform,GPU,"Ds | Ns",128,25,0.012416,0,0.01978,0.00528,0.071149,0.037476
1,float,uniform,GPU,"Ds | Ns",128,26,0.012256,0,0.01947,0.008032,0.077839,0.039758
1,float,uniform,GPU,"Ds | Ns",128,27,0.01728,0,0.01956,0.005728,0.083659,0.042568
1,float,uniform,GPU,"Ds | Ns",128,28,0.011008,0,0.018829,0.005856,0.068559,0.035693
1,float,uniform,GPU,"Ds | Ns",128,29,0.012512,0,0.01887,0.007808,0.071989,0.03919
1,float,uniform,GPU,"Ds | Ns",128,30,0.013472,0,0.01976,0.008416,0.075939,0.041648
1,float,uniform,GPU,"Ds | Ns",128,31,0.012768,0,0.019399,0.007456,0.072399,0.039623
1,float,uniform,GPU,"Ds | Ns",128,32,0.014304,0,0.01971,0.00656,0.07273,0.040574
1,float,uniform,GPU,"Ds | Ns",128,33,0.011808,0,0.01923,0.006432,0.070439,0.03747
1,float,uniform,GPU,"Ds | Ns",128,34,0.013184,0,0.02028,0.005856,0.072639,0.03932
1,float,uniform,GPU,"Ds | Ns",128,35,0.01232,0,0.01916,0.005632,0.0694,0.037112
1,float,uniform,GPU,"Ds | Ns",128,36,0.013088,0,0.01945,0.006112,0.071049,0.03865
1,float,uniform,GPU,"Ds | Ns",128,37,0.01248,0,0.019091,0.005728,0.069609,0.037299
1,float,uniform,GPU,"Ds | Ns",128,38,0.013344,0,0.01942,0.004992,0.07107,0.037756
1,float,uniform,GPU,"Ds | Ns",128,39,0.012288,0,0.01958,0.006112,0.070779,0.03798
1,float,uniform,GPU,"Ds | Ns",128,40,0.012352,0,0.01951,0.005216,0.070079,0.037078
1,float,uniform,GPU,"Ds | Ns",128,41,0.0136,0,0.019279,0.005472,0.071349,0.038351
1,float,uniform,GPU,"Ds | Ns",128,42,0.012416,0,0.01921,0.00576,0.070089,0.037386
1,float,uniform,GPU,"Ds | Ns",128,43,0.012864,0,0.019201,0.00592,0.071299,0.037985
1,float,uniform,GPU,"Ds | Ns",128,44,0.011552,0,0.019369,0.006368,0.070289,0.037289
1,float,uniform,GPU,"Ds | Ns",128,45,0.011936,0,0.01904,0.006336,0.070469,0.037312
1,float,uniform,GPU,"Ds | Ns",128,46,0.013792,0,0.018969,0.006176,0.070939,0.038937
1,float,uniform,GPU,"Ds | Ns",128,47,0.010944,0,0.01935,0.007712,0.075369,0.038006
1,float,uniform,GPU,"Ds | Ns",128,48,0.01216,0,0.01943,0.006816,0.162888,0.038406
1,float,uniform,GPU,"Ds | Ns",128,49,0.012928,0,0.018919,0.006016,0.072659,0.037863
1,float,uniform,GPU,"Ds | Ns",128,50,0.012608,0,0.019319,0.008416,0.073349,0.040343
1,float,uniform,GPU,"Ds | Ns",128,51,0.01264,0,0.01911,0.005184,0.069899,0.036934
1,float,uniform,GPU,"Ds | Ns",128,52,0.0112,0,0.01978,0.005184,0.069719,0.036164
1,float,uniform,GPU,"Ds | Ns",128,53,0.01216,0,0.019,0.005344,0.070669,0.036504
1,float,uniform,GPU,"Ds | Ns",128,54,0.01328,0,0.019509,0.006784,0.074759,0.039573
1,float,uniform,GPU,"Ds | Ns",128,55,0.012608,0,0.018901,0.003552,0.069399,0.035061
1,float,uniform,GPU,"Ds | Ns",128,56,0.012096,0,0.01917,0.00592,0.07044,0.037186
1,float,uniform,GPU,"Ds | Ns",128,57,0.012256,0,0.019239,0.007616,0.073229,0.039111
1,float,uniform,GPU,"Ds | Ns",128,58,0.011744,0,0.01913,0.012704,0.077179,0.043578
1,float,uniform,GPU,"Ds | Ns",128,59,0.014464,0,0.01993,0.0064,0.073329,0.040794
1,float,uniform,GPU,"Ds | Ns",128,60,0.012,0,0.019591,0.007616,0.072999,0.039207
1,float,uniform,GPU,"Ds | Ns",128,61,0.014944,0,0.020279,0.00736,0.075639,0.042583
1,float,uniform,GPU,"Ds | Ns",128,62,0.013216,0,0.01918,0.005664,0.070729,0.03806
1,float,uniform,GPU,"Ds | Ns",128,63,0.013312,0,0.01959,0.00624,0.071899,0.039142
1,float,uniform,GPU,"Ds | Ns",128,64,0.012224,0,0.01934,0.0056,0.070229,0.037164
1,float,uniform,GPU,"Ds | Ns",128,65,0.01264,0,0.01554,0.006912,0.0628,0.035092
1,float,uniform,GPU,"Ds | Ns",128,66,0.012736,0,0.01948,0.005888,0.071509,0.038104
1,float,uniform,GPU,"Ds | Ns",128,67,0.014592,0,0.02013,0.00592,0.073599,0.040642
1,float,uniform,GPU,"Ds | Ns",128,68,0.01344,0,0.02562,0.005376,0.077729,0.044436
1,float,uniform,GPU,"Ds | Ns",128,69,0.014208,0,0.01898,0.004992,0.072369,0.03818
1,float,uniform,GPU,"Ds | Ns",128,70,0.012416,0,0.01937,0.005856,0.069949,0.037642
1,float,uniform,GPU,"Ds | Ns",128,71,0.012416,0,0.01916,0.005984,0.071199,0.03756
1,float,uniform,GPU,"Ds | Ns",128,72,0.015296,0,0.01921,0.008384,0.076289,0.04289
1,float,uniform,GPU,"Ds | Ns",128,73,0.013056,0,0.01917,0.005888,0.07095,0.038114
1,float,uniform,GPU,"Ds | Ns",128,74,0.012448,0,0.01977,0.006624,0.07143,0.038842
1,float,uniform,GPU,"Ds | Ns",192,0,0.025088,0,0.02555,0.01552,0.107849,0.066158
1,float,uniform,GPU,"Ds | Ns",192,1,0.013376,0,0.020179,0.005728,0.073109,0.039283
1,float,uniform,GPU,"Ds | Ns",192,2,0.012192,0,0.02023,0.008576,0.076059,0.040998
1,float,uniform,GPU,"Ds | Ns",192,3,0.013152,0,0.01957,0.00576,0.07061,0.038482
1,float,uniform,GPU,"Ds | Ns",192,4,0.011488,0,0.020169,0.006496,0.069599,0.038153
1,float,uniform,GPU,"Ds | Ns",192,5,0.014016,0,0.01722,0.007104,0.066799,0.03834
1,float,uniform,GPU,"Ds | Ns",192,6,0.013088,0,0.02004,0.004864,0.071499,0.037992
1,float,uniform,GPU,"Ds | Ns",192,7,0.013216,0,0.02084,0.00544,0.074329,0.039496
1,float,uniform,GPU,"Ds | Ns",192,8,0.013792,0,0.020089,0.005952,0.072019,0.039833
1,float,uniform,GPU,"Ds | Ns",192,9,0.012864,0,0.02561,0.006304,0.077139,0.044778
1,float,uniform,GPU,"Ds | Ns",192,10,0.012704,0,0.01987,0.006048,0.07076,0.038622
1,float,uniform,GPU,"Ds | Ns",192,11,0.013664,0,0.02022,0.006432,0.072519,0.040316
1,float,uniform,GPU,"Ds | Ns",192,12,0.01424,0,0.02101,0.006112,0.075069,0.041362
1,float,uniform,GPU,"Ds | Ns",192,13,0.013216,0,0.02002,0.006304,0.072709,0.03954
1,float,uniform,GPU,"Ds | Ns",192,14,0.0128,0,0.0203,0.008032,0.073489,0.041132
1,float,uniform,GPU,"Ds | Ns",192,15,0.012192,0,0.01997,0.006048,0.070389,0.03821
1,float,uniform,GPU,"Ds | Ns",192,16,0.012352,0,0.02055,0.00624,0.07167,0.039142
1,float,uniform,GPU,"Ds | Ns",192,17,0.012096,0,0.020009,0.005792,0.070779,0.037897
1,float,uniform,GPU,"Ds | Ns",192,18,0.012992,0,0.01644,0.007456,0.06479,0.036888
1,float,uniform,GPU,"Ds | Ns",192,19,0.012064,0,0.020049,0.117184,0.181348,0.149297
1,float,uniform,GPU,"Ds | Ns",192,20,0.011136,0,0.02038,0.008384,0.073439,0.0399
1,float,uniform,GPU,"Ds | Ns",192,21,0.013184,0,0.02025,0.008448,0.074619,0.041882
1,float,uniform,GPU,"Ds | Ns",192,22,0.013984,0,0.020019,0.006688,0.072889,0.040691
1,float,uniform,GPU,"Ds | Ns",192,23,0.01344,0,0.01999,0.006304,0.0714,0.039734
1,float,uniform,GPU,"Ds | Ns",192,24,0.012704,0,0.01998,0.006272,0.07155,0.038956
1,float,uniform,GPU,"Ds | Ns",192,25,0.012128,0,0.020429,0.007616,0.073429,0.040173
1,float,uniform,GPU,"Ds | Ns",192,26,0.013248,0,0.02012,0.005856,0.073219,0.039224
1,float,uniform,GPU,"Ds | Ns",192,27,0.012992,0,0.020359,0.005536,0.071829,0.038887
1,float,uniform,GPU,"Ds | Ns",192,28,0.01216,0,0.01972,0.005952,0.069179,0.037832
1,float,uniform,GPU,"Ds | Ns",192,29,0.012256,0,0.020069,0.007776,0.073839,0.040101
1,float,uniform,GPU,"Ds | Ns",192,30,0.012704,0,0.01984,0.00576,0.07034,0.038304
1,float,uniform,GPU,"Ds | Ns",192,31,0.012128,0,0.01988,0.006368,0.070939,0.038376
1,float,uniform,GPU,"Ds | Ns",192,32,0.014592,0,0.02053,0.006048,0.073529,0.04117
1,float,uniform,GPU,"Ds | Ns",192,33,0.01248,0,0.020069,0.005088,0.070359,0.037637
1,float,uniform,GPU,"Ds | Ns",192,34,0.013632,0,0.02068,0.005664,0.07399,0.039976
1,float,uniform,GPU,"Ds | Ns",192,35,0.012224,0,0.01995,0.006208,0.071219,0.038382
1,float,uniform,GPU,"Ds | Ns",192,36,0.012576,0,0.025409,0.006432,0.076289,0.044417
1,float,uniform,GPU,"Ds | Ns",192,37,0.012416,0,0.01983,0.005888,0.070449,0.038134
1,float,uniform,GPU,"Ds | Ns",192,38,0.013184,0,0.01838,0.007168,0.0695,0.038732
1,float,uniform,GPU,"Ds | Ns",192,39,0.01312,0,0.020579,0.005216,0.072739,0.038915
1,float,uniform,GPU,"Ds | Ns",192,40,0.013696,0,0.02007,0.006272,0.072769,0.040038
1,float,uniform,GPU,"Ds | Ns",192,41,0.013152,0,0.02068,0.009376,0.07566,0.043208
1,float,uniform,GPU,"Ds | Ns",192,42,0.012832,0,0.01987,0.005824,0.071429,0.038526
1,float,uniform,GPU,"Ds | Ns",192,43,0.01264,0,0.01994,0.006304,0.071149,0.038884
1,float,uniform,GPU,"Ds | Ns",192,44,0.012128,0,0.020439,0.005664,0.071129,0.038231
1,float,uniform,GPU,"Ds | Ns",192,45,0.012896,0,0.0201,0.006656,0.0721,0.039652
1,float,uniform,GPU,"Ds | Ns",192,46,0.012096,0,0.0197,0.008384,0.0731,0.04018
1,float,uniform,GPU,"Ds | Ns",192,47,0.01232,0,0.01995,0.006592,0.071649,0.038862
1,float,uniform,GPU,"Ds | Ns",192,48,0.012128,0,0.020319,0.005824,0.070299,0.038271
1,float,uniform,GPU,"Ds | Ns",192,49,0.014016,0,0.02038,0.00592,0.073549,0.040316
1,float,uniform,GPU,"Ds | Ns",192,50,0.012448,0,0.01644,0.007488,0.06431,0.036376
1,float,uniform,GPU,"Ds | Ns",192,51,0.01216,0,0.02002,0.006304,0.071399,0.038484
1,float,uniform,GPU,"Ds | Ns",192,52,0.012704,0,0.02046,0.007904,0.072939,0.041068
1,float,uniform,GPU,"Ds | Ns",192,53,0.01552,0,0.020029,0.006016,0.076439,0.041565
1,float,uniform,GPU,"Ds | Ns",192,54,0.012768,0,0.020249,0.005152,0.072119,0.038169
1,float,uniform,GPU,"Ds | Ns",192,55,0.01216,0,0.02006,0.005344,0.070539,0.037564
1,float,uniform,GPU,"Ds | Ns",192,56,0.012416,0,0.02017,0.00784,0.073889,0.040426
1,float,uniform,GPU,"Ds | Ns",192,57,0.012096,0,0.02005,0.006656,0.079299,0.038802
1,float,uniform,GPU,"Ds | Ns",192,58,0.014688,0,0.020699,0.006112,0.074939,0.041499
1,float,uniform,GPU,"Ds | Ns",192,59,0.012992,0,0.02004,0.006272,0.07081,0.039304
1,float,uniform,GPU,"Ds | Ns",192,60,0.013024,0,0.0202,0.006016,0.07167,0.03924
1,float,uniform,GPU,"Ds | Ns",192,61,0.01328,0,0.01978,0.00608,0.072659,0.03914
1,float,uniform,GPU,"Ds | Ns",192,62,0.012736,0,0.02013,0.006304,0.071739,0.03917
1,float,uniform,GPU,"Ds | Ns",192,63,0.012064,0,0.01966,0.007936,0.072749,0.03966
1,float,uniform,GPU,"Ds | Ns",192,64,0.012736,0,0.020029,0.006112,0.070959,0.038877
1,float,uniform,GPU,"Ds | Ns",192,65,0.012704,0,0.02048,0.00752,0.080849,0.040704
1,float,uniform,GPU,"Ds | Ns",192,66,0.014048,0,0.02074,0.005856,0.073339,0.040644
1,float,uniform,GPU,"Ds | Ns",192,67,0.012832,0,0.020109,0.008096,0.074419,0.041037
1,float,uniform,GPU,"Ds | Ns",192,68,0.012672,0,0.019159,0.007776,0.071199,0.039607
1,float,uniform,GPU,"Ds | Ns",192,69,0.011744,0,0.020109,0.005888,0.070529,0.037741
1,float,uniform,GPU,"Ds | Ns",192,70,0.012544,0,0.02023,0.006496,0.072679,0.03927
1,float,uniform,GPU,"Ds | Ns",192,71,0.011776,0,0.01982,0.006144,0.070709,0.03774
1,float,uniform,GPU,"Ds | Ns",192,72,0.013312,0,0.02009,0.00528,0.071649,0.038682
1,float,uniform,GPU,"Ds | Ns",192,73,0.01136,0,0.020209,0.008032,0.072899,0.039601
1,float,uniform,GPU,"Ds | Ns",192,74,0.012448,0,0.01989,0.008544,0.07368,0.040882
1,float,uniform,GPU,"Ds | Ns",256,0,0.031168,0,0.02533,0.01552,0.113619,0.072018
1,float,uniform,GPU,"Ds | Ns",256,1,0.012736,0,0.02384,0.004864,0.078439,0.04144
1,float,uniform,GPU,"Ds | Ns",256,2,0.013824,0,0.01952,0.006176,0.07254,0.03952
1,float,uniform,GPU,"Ds | Ns",256,3,0.013312,0,0.01926,0.005216,0.07117,0.037788
1,float,uniform,GPU,"Ds | Ns",256,4,0.013056,0,0.01973,0.006176,0.072819,0.038962
1,float,uniform,GPU,"Ds | Ns",256,5,0.012192,0,0.01695,0.008832,0.06696,0.037974
1,float,uniform,GPU,"Ds | Ns",256,6,0.012992,0,0.019679,0.006016,0.071129,0.038687
1,float,uniform,GPU,"Ds | Ns",256,7,0.014784,0,0.01624,0.007136,0.067999,0.03816
1,float,uniform,GPU,"Ds | Ns",256,8,0.014464,0,0.01975,0.006368,0.073409,0.040582
1,float,uniform,GPU,"Ds | Ns",256,9,0.013536,0,0.01984,0.005504,0.072079,0.03888
1,float,uniform,GPU,"Ds | Ns",256,10,0.014176,0,0.019699,0.00624,0.072789,0.040115
1,float,uniform,GPU,"Ds | Ns",256,11,0.012352,0,0.01892,0.006432,0.070249,0.037704
1,float,uniform,GPU,"Ds | Ns",256,12,0.013248,0,0.0191,0.006176,0.07112,0.038524
1,float,uniform,GPU,"Ds | Ns",256,13,0.014912,0,0.01964,0.005984,0.075619,0.040536
1,float,uniform,GPU,"Ds | Ns",256,14,0.014112,0,0.020459,0.007744,0.075719,0.042315
1,float,uniform,GPU,"Ds | Ns",256,15,0.012,0,0.01986,0.005632,0.07121,0.037492
1,float,uniform,GPU,"Ds | Ns",256,16,0.012544,0,0.01951,0.00624,0.07171,0.038294
1,float,uniform,GPU,"Ds | Ns",256,17,0.01216,0,0.019139,0.00608,0.070469,0.037379
1,float,uniform,GPU,"Ds | Ns",256,18,0.011904,0,0.0195,0.0064,0.071349,0.037804
1,float,uniform,GPU,"Ds | Ns",256,19,0.012672,0,0.024348,0.006176,0.073309,0.043196
1,float,uniform,GPU,"Ds | Ns",256,20,0.012928,0,0.0194,0.007648,0.073469,0.039976
1,float,uniform,GPU,"Ds | Ns",256,21,0.01152,0,0.019299,0.005184,0.068739,0.036003
1,float,uniform,GPU,"Ds | Ns",256,22,0.0128,0,0.02003,0.006368,0.071689,0.039198
1,float,uniform,GPU,"Ds | Ns",256,23,0.011264,0,0.02003,0.006528,0.070189,0.037822
1,float,uniform,GPU,"Ds | Ns",256,24,0.014368,0,0.01967,0.006112,0.073,0.04015
1,float,uniform,GPU,"Ds | Ns",256,25,0.012704,0,0.019159,0.00672,0.071209,0.038583
1,float,uniform,GPU,"Ds | Ns",256,26,0.012224,0,0.0194,0.005888,0.070869,0.037512
1,float,uniform,GPU,"Ds | Ns",256,27,0.012832,0,0.019689,0.007296,0.072279,0.039817
1,float,uniform,GPU,"Ds | Ns",256,28,0.012256,0,0.01955,0.004928,0.072239,0.036734
1,float,uniform,GPU,"Ds | Ns",256,29,0.01376,0,0.01974,0.005792,0.072339,0.039292
1,float,uniform,GPU,"Ds | Ns",256,30,0.012896,0,0.0195,0.00512,0.070789,0.037516
1,float,uniform,GPU,"Ds | Ns",256,31,0.012064,0,0.01946,0.006336,0.071259,0.03786
1,float,uniform,GPU,"Ds | Ns",256,32,0.012512,0,0.01963,0.00592,0.071439,0.038062
1,float,uniform,GPU,"Ds | Ns",256,33,0.01664,0,0.019569,0.006304,0.075379,0.042513
1,float,uniform,GPU,"Ds | Ns",256,34,0.013984,0,0.02028,0.006176,0.072839,0.04044
1,float,uniform,GPU,"Ds | Ns",256,35,0.01392,0,0.019419,0.00528,0.071949,0.038619
1,float,uniform,GPU,"Ds | Ns",256,36,0.012896,0,0.02021,0.005728,0.07292,0.038834
1,float,uniform,GPU,"Ds | Ns",256,37,0.012576,0,0.01989,0.006016,0.077829,0.038482
1,float,uniform,GPU,"Ds | Ns",256,38,0.012896,0,0.01934,0.004928,0.071229,0.037164
1,float,uniform,GPU,"Ds | Ns",256,39,0.011904,0,0.01912,0.00576,0.070009,0.036784
