dim,precision,solver_type,api,bc_name,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,GPU,"N | N | N | N | N | N",64,0,182.027,0,0.054019,51.1807,233.358,233.262
3,float,uniform,GPU,"N | N | N | N | N | N",64,1,0.009696,0,0.036229,0.00944,0.109069,0.055365
3,float,uniform,GPU,"N | N | N | N | N | N",64,2,0.01408,0,0.03202,0.009408,0.107869,0.055508
3,float,uniform,GPU,"N | N | N | N | N | N",64,3,0.015488,0,0.031529,0.00944,0.107648,0.056457
3,float,uniform,GPU,"N | N | N | N | N | N",64,4,0.014944,0,0.03136,0.009312,0.108019,0.055616
3,float,uniform,GPU,"N | N | N | N | N | N",64,5,0.016032,0,0.03751,0.008608,0.114758,0.06215
3,float,uniform,GPU,"N | N | N | N | N | N",64,6,0.008224,0,0.03166,0.008896,0.099968,0.04878
3,float,uniform,GPU,"N | N | N | N | N | N",64,7,0.015168,0,0.031039,0.00896,0.106939,0.055167
3,float,uniform,GPU,"N | N | N | N | N | N",64,8,0.015872,0,0.03138,0.008864,0.106099,0.056116
3,float,uniform,GPU,"N | N | N | N | N | N",64,9,0.014368,0,0.03165,0.008704,0.105809,0.054722
3,float,uniform,GPU,"N | N | N | N | N | N",64,10,0.013952,0,0.031249,0.010944,0.108209,0.056145
3,float,uniform,GPU,"N | N | N | N | N | N",64,11,0.014624,0,0.031029,0.009184,0.107179,0.054837
3,float,uniform,GPU,"N | N | N | N | N | N",64,12,0.0152,0,0.0316,0.009856,0.178318,0.056656
3,float,uniform,GPU,"N | N | N | N | N | N",64,13,0.015424,0,0.03158,0.00928,0.108449,0.056284
3,float,uniform,GPU,"N | N | N | N | N | N",64,14,0.015808,0,0.0314,0.00992,0.110919,0.057128
3,float,uniform,GPU,"N | N | N | N | N | N",64,15,0.016192,0,0.031249,0.008768,0.107639,0.056209
3,float,uniform,GPU,"N | N | N | N | N | N",64,16,0.013472,0,0.03135,0.009792,0.170458,0.054614
3,float,uniform,GPU,"N | N | N | N | N | N",64,17,0.015136,0,0.03149,0.009216,0.108209,0.055842
3,float,uniform,GPU,"N | N | N | N | N | N",64,18,0.008672,0,0.03191,0.010752,0.101859,0.051334
3,float,uniform,GPU,"N | N | N | N | N | N",64,19,0.015488,0,0.03132,0.007584,0.108659,0.054392
