dim,precision,solver_type,api,bc_name,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",64,0,0.073728,0.002901,0.088598,217.698,217.971,217.863
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",192,55,0.05088,0.00155,0.152628,0.078976,0.343027,0.284034
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",192,56,0.058528,0.00169,0.161528,0.083296,0.369696,0.305042
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",192,57,0.068448,0.00201,0.163488,0.086016,0.383675,0.319962
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",192,58,0.052576,0.001619,0.161268,0.076736,0.355496,0.292199
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",192,59,0.067264,0.002089,0.158048,0.085056,0.369856,0.312457
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",192,60,0.067904,0.002101,0.164938,0.08672,0.386336,0.321663
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",192,61,0.055808,0.00184,0.160149,0.084576,0.365427,0.302373
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",192,62,0.06864,0.00202,0.164237,0.08288,0.381936,0.317777
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",192,63,0.055328,0.00192,0.16021,0.083328,0.364506,0.300786
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",192,64,0.054496,0.00163,0.155389,0.083264,0.351176,0.294779
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",192,65,0.061792,0.00208,0.16217,0.083296,0.383385,0.309338
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",192,66,0.06976,0.00237,0.165028,0.086656,0.387135,0.323814
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",192,67,0.06464,0.00187,0.163349,0.08512,0.379145,0.314979
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",192,68,0.060032,0.00183,0.160919,0.082976,0.370756,0.305757
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",192,69,0.052224,0.00202,0.159509,0.08256,0.360206,0.296313
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",192,70,0.051744,0.00177,0.157799,0.081632,0.356826,0.292945
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",192,71,0.061088,0.00205,0.154108,0.083072,0.355276,0.300318
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",192,72,0.055552,0.00171,0.159069,0.079136,0.359106,0.295467
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",192,73,0.054048,0.00221,0.158868,0.082496,0.361626,0.297622
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",192,74,0.06704,0.00216,0.162938,0.084992,0.380465,0.31713
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",256,0,0.128192,0.00217,0.409445,0.305152,0.91763,0.844959
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",256,1,0.1592,0.00221,0.410945,0.30832,0.949949,0.880675
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",256,2,0.14976,0.00216,0.402406,0.304128,0.91698,0.858454
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",256,3,0.15248,0.002071,0.396356,0.309344,0.923379,0.860251
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",256,4,0.152256,0.0023,0.407085,0.311008,0.940489,0.872649
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",256,5,0.152224,0.00207,0.409725,0.299648,0.93131,0.863667
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",256,6,0.152672,0.002041,0.404635,0.308192,0.938419,0.86754
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",256,7,0.153568,0.008,0.409156,0.30976,0.95137,0.880484
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",256,8,0.15008,0.002221,0.407456,0.302432,0.931349,0.862189
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",256,9,0.153504,0.002289,0.409235,0.30224,0.92944,0.867268
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",256,10,0.151168,0.00204,0.407365,0.304448,0.931169,0.865021
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",256,11,0.153408,0.00219,0.411675,0.304672,0.94474,0.871945
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",256,12,0.151264,0.002389,0.407936,0.304704,0.933979,0.866293
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",256,13,0.151168,0.00218,0.403467,0.307296,0.930189,0.864111
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",256,14,0.150816,0.00219,0.408465,0.310208,0.94114,0.871679
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",256,15,0.153952,0.002239,0.407525,0.308352,0.94122,0.872068
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",256,16,0.151456,0.00223,0.406226,0.306912,0.934849,0.866824
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",256,17,0.151424,0.00214,0.404106,0.307072,0.93115,0.864742
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",256,18,0.153184,0.00233,0.412057,0.306496,0.944769,0.874067
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",256,19,0.152416,0.00203,0.409555,0.303392,0.938319,0.867393
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",256,20,0.152832,0.002001,0.406675,0.311936,0.94003,0.873444
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",256,21,0.150816,0.00226,0.409655,0.306112,0.936249,0.868843
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",256,22,0.148384,0.00216,0.403286,0.308992,0.9293,0.862822
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",256,23,0.154496,0.00221,0.405925,0.311136,0.94191,0.873767
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",256,24,0.146912,0.002049,0.403995,0.304384,0.92376,0.85734
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",256,25,0.15056,0.002189,0.406508,0.311296,0.937039,0.870553
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",256,26,0.154208,0.002161,0.405926,0.308704,0.93835,0.870999
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",256,27,0.151936,0.002021,0.409554,0.29936,0.929739,0.862871
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",256,28,0.146048,0.0021,0.406265,0.304,0.924609,0.858413
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",256,29,0.15296,0.00218,0.407155,0.307488,0.939359,0.869783
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",256,30,0.152544,0.002201,0.405315,0.303552,0.931689,0.863612
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",256,31,0.15072,0.00221,0.410456,0.304,0.940019,0.867386
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",256,32,0.153984,0.0022,0.412585,0.30256,0.935059,0.871329
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",256,33,0.15168,0.002079,0.419585,0.303904,0.94063,0.877248
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",256,34,0.152672,0.002029,0.409136,0.310752,0.948049,0.874589
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",256,35,0.151744,0.002271,0.414335,0.302656,0.938919,0.871006
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",256,36,0.151968,0.002051,0.405715,0.30976,0.93632,0.869494
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",256,37,0.14592,0.001909,0.405775,0.304672,0.92522,0.858276
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",256,38,0.152064,0.00212,0.403814,0.305376,0.93169,0.863374
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",256,39,0.151168,0.00207,0.408705,0.304576,0.93274,0.866519
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",256,40,0.155104,0.00215,0.408255,0.308032,0.944239,0.873541
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",256,41,0.151616,0.0022,0.408846,0.310816,0.94257,0.873478
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",256,42,0.153312,0.0022,0.407176,0.307168,0.941,0.869856
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",256,43,0.152576,0.002079,0.403326,0.306976,0.92968,0.864957
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",256,44,0.151424,0.00231,0.414075,0.308448,0.941729,0.876257
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",256,45,0.150912,0.00216,0.405525,0.307968,0.93425,0.866565
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",256,46,0.155904,0.00204,0.404865,0.305024,0.935089,0.867833
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",256,47,0.151712,0.00215,0.411195,0.29968,0.93166,0.864737
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",256,48,0.152864,0.001969,0.412225,0.303616,0.939999,0.870674
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",256,49,0.154848,0.002141,0.403096,0.305952,0.933709,0.866037
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",256,50,0.15472,0.00207,0.409406,0.305472,0.940859,0.871668
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",256,51,0.151232,0.00202,0.407085,0.30592,0.93367,0.866257
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",256,52,0.152096,0.00209,0.407004,0.305664,0.93479,0.866854
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",256,53,0.15392,0.00203,0.405145,0.310016,0.943559,0.871111
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",256,54,0.15248,0.002099,0.408735,0.311552,0.941739,0.874866
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",256,55,0.15104,0.002349,0.403375,0.307872,0.92655,0.864636
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",256,56,0.153248,0.00218,0.410125,0.304992,0.93758,0.870545
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",256,57,0.15168,0.00218,0.399586,0.306848,0.92344,0.860294
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",256,58,0.149152,0.002101,0.410096,0.30432,0.933089,0.865669
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",256,59,0.153504,0.00241,0.410526,0.308832,0.94773,0.875272
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",256,60,0.151648,0.002061,0.404996,0.306592,0.939169,0.865297
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",256,61,0.152352,0.00219,0.406485,0.307936,0.937219,0.868963
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",256,62,0.153536,0.00215,0.406315,0.310688,0.94023,0.872689
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",256,63,0.155648,0.00223,0.412605,0.307232,0.94454,0.877715
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",256,64,0.151584,0.002069,0.407406,0.306304,0.933149,0.867363
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",256,65,0.152704,0.002079,0.404876,0.308512,0.935849,0.868171
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",256,66,0.148992,0.00218,0.404376,0.3048,0.92721,0.860348
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",256,67,0.15504,0.00212,0.403785,0.302336,0.92452,0.863281
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",256,68,0.154048,0.00207,0.404926,0.308608,0.93758,0.869652
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",256,69,0.151264,0.00215,0.413245,0.306304,0.944379,0.872963
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",256,70,0.149632,0.002169,0.405936,0.305888,0.936979,0.863625
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",256,71,0.15232,0.00223,0.408755,0.305088,0.941979,0.868393
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",256,72,0.148896,0.00214,0.406576,0.307136,0.93124,0.864748
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",256,73,0.153312,0.002079,0.406176,0.308704,0.942,0.870271
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",256,74,0.149216,0.002318,0.408136,0.300032,0.92627,0.859702
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",320,0,0.358208,0.0022,1.65253,0.852896,2.94295,2.86584
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",320,1,0.359488,0.00214,1.61111,0.85552,2.90454,2.82826
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",320,2,0.358048,0.00226,1.61317,0.86064,2.91088,2.83412
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",320,3,0.359488,0.002359,1.68308,0.855392,2.97937,2.90032
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",320,4,0.359872,0.00212,1.61288,0.857568,2.91172,2.83244
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",320,5,0.360864,0.00222,1.61316,0.858912,2.91519,2.83516
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",320,6,0.355456,0.00221,1.67432,0.850816,2.95127,2.8828
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",320,7,0.359456,0.002081,1.61014,0.864352,2.91109,2.83603
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",320,8,0.358496,0.0022,1.61379,0.850688,2.90191,2.82518
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",320,9,0.359936,0.00243,1.61234,0.85536,2.93048,2.83007
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",320,10,0.360896,0.00208,1.61356,0.854368,2.90867,2.83091
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",320,11,0.35856,0.002289,1.61101,0.854144,2.90208,2.826
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",320,12,0.356352,0.002,1.61264,0.858848,2.90838,2.82984
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",320,13,0.36128,0.00231,1.61129,0.862848,2.92004,2.83773
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",320,14,0.35584,0.002,1.6122,0.858848,2.90662,2.82889
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",320,15,0.361024,0.0024,1.60649,0.85648,2.90285,2.8264
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",320,16,0.3472,0.00221,1.60972,0.851328,2.87612,2.81046
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",320,17,0.346912,0.00206,1.60391,0.851232,2.87221,2.80412
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",320,18,0.35856,0.00223,1.61105,0.853664,2.90412,2.82551
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",320,19,0.358816,0.00219,1.61414,0.854592,2.91561,2.82974
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",320,20,0.357728,0.00211,1.61255,0.85264,2.90264,2.82503
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",320,21,0.35712,0.002079,1.61573,0.852352,2.90695,2.82728
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",320,22,0.356128,0.002019,1.61227,0.8552,2.90361,2.82562
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",320,23,0.350464,0.00216,1.6097,0.851392,2.87839,2.81372
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",320,24,0.358272,0.00206,1.614,0.853056,2.90584,2.82739
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",320,25,0.362816,0.002269,1.60984,0.852896,2.90681,2.82782
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",320,26,0.356576,0.00233,1.61707,0.853792,2.90917,2.82977
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",320,27,0.355776,0.002231,1.60945,0.87152,2.91619,2.83898
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",320,28,0.358688,0.00231,1.60981,0.855296,2.90493,2.82611
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",320,29,0.360192,0.00216,1.68091,0.855616,2.97409,2.89888
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",320,30,0.358016,0.00208,1.61146,0.85616,2.90922,2.82772
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",320,31,0.35936,0.002621,1.61431,0.856,2.91528,2.83229
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",320,32,0.35728,0.00213,1.62487,0.852576,2.91493,2.83686
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",320,33,0.358368,0.002231,1.61212,0.852576,2.90465,2.8253
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",320,34,0.35392,0.00203,1.61335,0.854688,2.89294,2.82399
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",320,35,0.359936,0.00248,1.61489,0.853216,2.90618,2.83052
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",320,36,0.347904,0.002171,1.61225,0.851328,2.8822,2.81365
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",320,37,0.361536,0.00225,1.60954,0.85552,2.90834,2.82885
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",320,38,0.359232,0.002241,1.61497,0.854496,3.00819,2.83094
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",320,39,0.359104,0.00211,1.61436,0.863616,2.91688,2.83919
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",320,40,0.3568,0.00208,1.61198,0.85504,2.89872,2.8259
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",320,41,0.366112,0.00213,1.61317,0.852352,2.91079,2.83377
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",320,42,0.355328,0.00214,1.61463,0.854784,2.89812,2.82688
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",320,43,0.352704,0.002052,1.60826,0.857792,2.88997,2.82081
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",320,44,0.357664,0.00221,1.61261,0.855744,2.9107,2.82823
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",320,45,0.360704,0.00229,1.60818,0.854784,2.90566,2.82596
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",320,46,0.358144,0.00218,1.61049,0.855136,2.90325,2.82595
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",320,47,0.356832,0.002241,1.61449,0.85248,2.90561,2.82604
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",320,48,0.360448,0.00238,1.65922,0.85792,2.95783,2.87997
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",320,49,0.356832,0.0024,1.61167,0.8656,2.98102,2.8365
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",320,50,0.360384,0.00205,1.61251,0.85248,2.90355,2.82743
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",320,51,0.360672,0.0022,1.60914,0.85552,2.90552,2.82753
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",320,52,0.358432,0.002269,1.61379,0.8536,2.90635,2.82809
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",320,53,0.358272,0.002151,1.61655,0.85232,2.90998,2.82929
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",320,54,0.358208,0.002211,1.61222,0.853184,2.90493,2.82582
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",320,55,0.355104,0.00213,1.6084,0.85584,2.89253,2.82148
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",320,56,0.35792,0.002079,1.613,0.855264,2.90705,2.82827
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",320,57,0.359712,0.00235,1.614,0.85648,2.9108,2.83254
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",320,58,0.360224,0.00216,1.61379,0.85504,2.91369,2.83122
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",320,59,0.356288,0.0023,1.61243,0.856128,2.89563,2.82715
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",320,60,0.348992,0.00213,1.61199,0.86064,2.88769,2.82375
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",320,61,0.362752,0.00207,1.61102,0.854432,2.91025,2.83028
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",320,62,0.360288,0.002331,1.60998,0.853984,2.90591,2.82658
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",320,63,0.357536,0.00221,1.61187,0.861728,2.91272,2.83334
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",320,64,0.361792,0.00258,1.61213,0.85488,2.908,2.83138
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",320,65,0.359168,0.00213,1.61554,0.85408,2.90763,2.83092
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",320,66,0.356192,0.002039,1.61142,0.85472,2.90216,2.82437
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",320,67,0.354848,0.002199,1.61098,0.851872,2.88877,2.8199
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",320,68,0.357984,0.00236,1.66918,0.851296,2.95939,2.88082
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",320,69,0.364192,0.00209,1.61389,0.855232,2.91293,2.83541
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",320,70,0.35744,0.0022,1.61427,0.867968,2.92128,2.84188
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",320,71,0.445568,0.0022,1.61746,0.850816,2.99246,2.91605
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",320,72,0.3568,0.00207,1.61356,0.85408,2.90532,2.82651
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",320,73,0.359488,0.002209,1.61183,0.850976,2.90248,2.8245
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",320,74,0.355808,0.00221,1.61851,0.855552,2.9107,2.83208
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",384,0,0.629312,0.002151,2.8996,1.53664,5.14797,5.0677
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",384,1,0.626848,0.002179,2.90295,1.54656,5.1621,5.07854
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",384,2,0.630848,0.002459,2.89907,1.53462,5.14572,5.067
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",384,3,0.62352,0.00225,2.89702,1.54112,5.13941,5.06391
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",384,4,0.62992,0.002109,2.89797,1.5375,5.1466,5.0675
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",384,5,0.627616,0.002119,2.89734,1.54944,5.15654,5.07651
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",384,6,0.627552,0.00229,2.89766,1.53622,5.14332,5.06372
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",384,7,0.63056,0.00211,2.89926,1.53562,5.15083,5.06754
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",384,8,0.62768,0.002279,2.89979,1.55139,5.16208,5.08114
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",384,9,0.627904,0.0023,2.8996,1.53958,5.15047,5.06939
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",384,10,0.624448,0.002269,2.89582,1.536,5.14186,5.05853
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",384,11,0.627616,0.00205,2.89726,1.53642,5.14468,5.06334
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",384,12,0.625312,0.0022,2.90395,1.53408,5.14471,5.06554
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",384,13,0.62752,0.00244,2.90033,1.53533,5.14238,5.06562
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",384,14,0.629952,0.00209,2.89911,1.53446,5.14613,5.06561
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",384,15,0.628224,0.00212,2.89782,1.53622,5.14608,5.06439
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",384,16,0.624704,0.002071,2.89776,1.53936,5.1443,5.06389
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",384,17,0.626784,0.00208,2.89907,1.54227,5.14784,5.0702
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",384,18,0.62608,0.00206,2.90111,1.53731,5.14549,5.06656
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",384,19,0.62576,0.00235,2.90303,1.54045,5.15097,5.07158
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",384,20,0.625248,0.00233,2.90199,1.54272,5.15208,5.07229
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",384,21,0.6288,0.00237,2.89576,1.5361,5.13603,5.06302
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",384,22,0.627584,0.0022,2.89973,1.5352,5.14452,5.06471
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",384,23,0.628928,0.002319,2.90417,1.5385,5.154,5.07391
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",384,24,0.6256,0.00218,2.89854,1.53923,5.14276,5.06555
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",384,25,0.629024,0.00212,2.90436,1.53635,5.15371,5.07185
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",384,26,0.626624,0.00216,2.90252,1.53382,5.14566,5.06512
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",384,27,0.625952,0.00236,2.89797,1.53635,5.14064,5.06263
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",384,28,0.62656,0.00211,2.89778,1.53315,5.14097,5.0596
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",384,29,0.625216,0.00231,2.90058,1.53478,5.14159,5.06289
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",384,30,0.6264,0.00214,2.89609,1.53482,5.13607,5.05944
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",384,31,0.62864,0.00209,2.90033,1.53456,5.14649,5.06562
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",384,32,0.624768,0.002179,2.90362,1.53632,5.14847,5.06688
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",384,33,0.629024,0.00219,2.89968,1.53258,5.13993,5.06347
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",384,34,0.627808,0.00213,2.90149,1.5392,5.14753,5.07063
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",384,35,0.62928,0.00206,2.8929,1.53558,5.13959,5.05982
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",384,36,0.626112,0.002361,2.90316,1.53968,5.15213,5.07131
