dim,precision,solver_type,api,bc_name,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,CPU,"P | P | P | P | D | N",256,4,13.5867,0.00226,4.72197,0.902528,19.2962,19.2134
3,double,uniform,CPU,"P | P | P | P | D | N",256,5,12.8854,0.002269,4.7397,0.903648,18.6091,18.531
3,double,uniform,CPU,"P | P | P | P | D | N",256,6,13.3338,0.002341,4.74262,0.900512,19.0591,18.9793
3,double,uniform,CPU,"P | P | P | P | D | N",256,7,13.2373,0.00221,4.72528,0.896032,18.9439,18.8609
3,double,uniform,CPU,"P | P | P | P | D | N",256,8,13.3758,0.00237,4.71948,0.9016,19.0745,18.9993
3,double,uniform,CPU,"P | P | P | P | D | N",256,9,13.5793,0.00242,4.72879,0.898976,19.2906,19.2094
3,double,uniform,CPU,"P | P | P | P | D | N",256,10,13.3815,0.002451,4.73324,0.899232,19.1017,19.0164
3,double,uniform,CPU,"P | P | P | P | D | N",256,11,13.9027,0.00212,4.7243,0.90544,19.6179,19.5345
3,double,uniform,CPU,"P | P | P | P | D | N",256,12,13.3567,0.00222,4.74401,0.902688,19.0818,19.0056
3,double,uniform,CPU,"P | P | P | P | D | N",256,13,13.4387,0.002329,4.72165,0.89872,19.1434,19.0614
3,double,uniform,CPU,"P | P | P | P | D | N",256,14,13.2012,0.002319,4.74487,0.903392,18.9331,18.8518
3,double,uniform,CPU,"P | P | P | P | D | N",256,15,12.8816,0.00234,4.72587,0.906304,18.6432,18.5161
3,double,uniform,CPU,"P | P | P | P | D | N",256,16,13.4683,0.00269,4.73407,0.89952,19.1898,19.1045
3,double,uniform,CPU,"P | P | P | P | D | N",256,17,13.8575,0.002281,4.72811,0.907968,19.5822,19.4959
3,double,uniform,CPU,"P | P | P | P | D | N",256,18,13.4413,0.002249,4.73831,0.9032,19.169,19.0851
3,double,uniform,CPU,"P | P | P | P | D | N",256,19,13.4189,0.00246,4.72663,0.901728,19.1335,19.0497
3,double,uniform,CPU,"P | P | P | P | D | N",256,20,12.898,0.00228,4.72937,0.905792,18.6195,18.5354
3,double,uniform,CPU,"P | P | P | P | D | N",256,21,13.7464,0.00229,4.73013,0.901504,19.4633,19.3803
3,double,uniform,CPU,"P | P | P | P | D | N",256,22,13.566,0.00244,4.74016,0.899936,19.2933,19.2086
3,double,uniform,CPU,"P | P | P | P | D | N",256,23,14.2854,0.0023,4.74426,0.901984,20.026,19.9339
3,double,uniform,CPU,"P | P | P | P | D | N",256,24,13.335,0.002389,4.73882,0.902784,19.0716,18.979
3,double,uniform,CPU,"P | P | P | P | D | N",256,25,13.5892,0.00227,4.73964,0.898624,19.3101,19.2298
3,double,uniform,CPU,"P | P | P | P | D | N",256,26,13.4663,0.002229,4.72911,0.905696,19.2129,19.1033
3,double,uniform,CPU,"P | P | P | P | D | N",256,27,13.1649,0.00222,4.73425,0.905728,18.8907,18.8071
3,double,uniform,CPU,"P | P | P | P | D | N",256,28,14.0121,0.002391,4.72455,0.904096,19.7267,19.6431
3,double,uniform,CPU,"P | P | P | P | D | N",256,29,13.8211,0.002599,4.72683,0.906336,19.5463,19.4568
3,double,uniform,CPU,"P | P | P | P | D | N",256,30,13.2125,0.00235,4.72185,0.898368,18.9171,18.8351
3,double,uniform,CPU,"P | P | P | P | D | N",256,31,13.5336,0.002619,4.72582,0.904576,19.2494,19.1666
3,double,uniform,CPU,"P | P | P | P | D | N",256,32,13.6878,0.00246,4.73787,0.901024,19.4215,19.3291
3,double,uniform,CPU,"P | P | P | P | D | N",256,33,13.0006,0.00247,4.72787,0.906432,18.7225,18.6373
3,double,uniform,CPU,"P | P | P | P | D | N",256,34,13.4811,0.00239,4.72213,0.901184,19.1898,19.1068
3,double,uniform,CPU,"P | P | P | P | D | N",256,35,13.4592,0.00251,4.72573,0.900512,19.1703,19.088
3,double,uniform,CPU,"P | P | P | P | D | N",256,36,13.1934,0.002701,4.72962,0.899712,18.9071,18.8254
3,double,uniform,CPU,"P | P | P | P | D | N",256,37,13.6757,0.00248,4.73684,0.903456,19.3974,19.3185
3,double,uniform,CPU,"P | P | P | P | D | N",256,38,13.3253,0.00234,4.72809,0.906144,19.0392,18.9619
3,double,uniform,CPU,"P | P | P | P | D | N",256,39,13.4227,0.00254,4.72122,0.899232,19.1259,19.0457
3,double,uniform,CPU,"P | P | P | P | D | N",256,40,13.5383,0.00239,4.72342,0.900832,19.2499,19.165
3,double,uniform,CPU,"P | P | P | P | D | N",256,41,13.7798,0.00229,4.73727,0.903264,19.5016,19.4226
3,double,uniform,CPU,"P | P | P | P | D | N",256,42,13.1523,0.00244,4.72549,0.900864,18.8617,18.781
3,double,uniform,CPU,"P | P | P | P | D | N",256,43,13.3651,0.00246,4.78444,0.901568,19.1355,19.0536
3,double,uniform,CPU,"P | P | P | P | D | N",256,44,14.0271,0.002541,4.73551,0.902496,19.7499,19.6677
3,double,uniform,CPU,"P | P | P | P | D | N",256,45,13.1749,0.00239,4.74288,0.901056,18.9046,18.8212
3,double,uniform,CPU,"P | P | P | P | D | N",256,46,13.5149,0.00247,4.72687,0.901984,19.2395,19.1463
3,double,uniform,CPU,"P | P | P | P | D | N",256,47,13.0936,0.00228,4.72618,0.902592,18.8114,18.7247
3,double,uniform,CPU,"P | P | P | P | D | N",256,48,13.513,0.00224,4.73187,0.903776,19.2342,19.1509
3,double,uniform,CPU,"P | P | P | P | D | N",256,49,13.6734,0.002328,4.72667,0.898272,19.3817,19.3007
3,double,uniform,CPU,"P | P | P | P | D | N",256,50,13.011,0.00253,4.72119,0.897792,18.7161,18.6326
3,double,uniform,CPU,"P | P | P | P | D | N",256,51,13.445,0.002451,4.74865,0.903552,19.1823,19.0996
3,double,uniform,CPU,"P | P | P | P | D | N",256,52,13.5097,0.002651,4.73634,0.901248,19.2319,19.1499
3,double,uniform,CPU,"P | P | P | P | D | N",256,53,13.8663,0.00248,4.74159,0.904192,19.5999,19.5146
3,double,uniform,CPU,"P | P | P | P | D | N",256,54,13.4195,0.00247,4.72835,0.901216,19.1335,19.0515
3,double,uniform,CPU,"P | P | P | P | D | N",256,55,13.1269,0.00263,4.72578,0.903936,18.8434,18.7593
3,double,uniform,CPU,"P | P | P | P | D | N",256,56,14.0319,0.00235,4.72571,0.905056,19.7509,19.665
3,double,uniform,CPU,"P | P | P | P | D | N",256,57,14.0782,0.002489,4.72539,0.903424,19.8036,19.7095
3,double,uniform,CPU,"P | P | P | P | D | N",256,58,13.8156,0.00249,4.7272,0.902464,19.5322,19.4478
3,double,uniform,CPU,"P | P | P | P | D | N",256,59,13.5334,0.00236,4.72777,0.9008,19.2477,19.1644
3,double,uniform,CPU,"P | P | P | P | D | N",256,60,13.011,0.00242,4.7245,0.905184,18.7271,18.6431
3,double,uniform,CPU,"P | P | P | P | D | N",256,61,13.905,0.00246,4.74428,0.9016,19.6374,19.5533
3,double,uniform,CPU,"P | P | P | P | D | N",256,62,12.8877,0.00246,4.72447,0.909056,18.6512,18.5237
3,double,uniform,CPU,"P | P | P | P | D | N",256,63,13.7512,0.00238,4.73136,0.900704,19.4752,19.3856
3,double,uniform,CPU,"P | P | P | P | D | N",256,64,13.7486,0.00249,4.73474,0.904832,19.4743,19.3907
3,double,uniform,CPU,"P | P | P | P | D | N",256,65,13.5299,0.00247,4.72783,0.902304,19.2414,19.1625
3,double,uniform,CPU,"P | P | P | P | D | N",256,66,13.9253,0.00218,4.72255,0.90928,19.6417,19.5593
3,double,uniform,CPU,"P | P | P | P | D | N",256,67,13.5132,0.002332,4.72599,0.902336,19.2352,19.1438
3,double,uniform,CPU,"P | P | P | P | D | N",256,68,13.6749,0.00242,4.73877,0.903776,19.4118,19.3199
3,double,uniform,CPU,"P | P | P | P | D | N",256,69,13.9996,0.00244,4.72093,0.904736,19.7205,19.6277
3,double,uniform,CPU,"P | P | P | P | D | N",256,70,13.121,0.00292,4.72755,0.904416,18.8418,18.7558
3,double,uniform,CPU,"P | P | P | P | D | N",256,71,13.2372,0.00247,4.7248,0.899616,18.9527,18.864
3,double,uniform,CPU,"P | P | P | P | D | N",256,72,13.4254,0.002268,4.72466,0.905664,19.141,19.058
3,double,uniform,CPU,"P | P | P | P | D | N",256,73,13.6351,0.00242,4.72445,0.903232,19.3448,19.2652
3,double,uniform,CPU,"P | P | P | P | D | N",256,74,13.8787,0.00218,4.72596,0.903744,19.5968,19.5105
3,double,uniform,CPU,"P | P | P | P | D | N",320,0,25.8844,0.00262,10.584,1.83238,38.4018,38.3035
3,double,uniform,CPU,"P | P | P | P | D | N",320,1,25.0482,0.002511,10.5855,1.8336,37.5575,37.4698
3,double,uniform,CPU,"P | P | P | P | D | N",320,2,25.0758,0.00283,10.5787,1.83574,37.5854,37.4931
3,double,uniform,CPU,"P | P | P | P | D | N",320,3,25.1135,0.002521,10.5967,1.8335,37.6388,37.5462
3,double,uniform,CPU,"P | P | P | P | D | N",320,4,25.1216,0.00235,10.569,1.83955,37.6554,37.5326
3,double,uniform,CPU,"P | P | P | P | D | N",320,5,25.6367,0.0025,10.588,1.8344,38.1589,38.0616
3,double,uniform,CPU,"P | P | P | P | D | N",320,6,25.4218,0.00283,10.5899,1.83494,37.949,37.8495
3,double,uniform,CPU,"P | P | P | P | D | N",320,7,25.6538,0.002419,10.587,1.8376,38.178,38.0809
3,double,uniform,CPU,"P | P | P | P | D | N",320,8,25.2567,0.00247,10.5898,1.82608,37.7644,37.6751
3,double,uniform,CPU,"P | P | P | P | D | N",320,9,25.2661,0.00262,10.5661,1.83277,37.7615,37.6676
3,double,uniform,CPU,"P | P | P | P | D | N",320,10,25.5765,0.002551,10.6092,1.83661,38.1219,38.0248
3,double,uniform,CPU,"P | P | P | P | D | N",320,11,25.7274,0.00244,10.5772,1.83299,38.2342,38.1401
3,double,uniform,CPU,"P | P | P | P | D | N",320,12,25.0499,0.002601,10.5895,1.83331,37.5643,37.4753
3,double,uniform,CPU,"P | P | P | P | D | N",320,13,25.2882,0.00238,10.5794,1.8361,37.7954,37.7061
3,double,uniform,CPU,"P | P | P | P | D | N",320,14,25.6072,0.002471,10.5821,1.83184,38.1194,38.0236
3,double,uniform,CPU,"P | P | P | P | D | N",320,15,25.349,0.002869,10.5764,1.83459,37.8633,37.7629
3,double,uniform,CPU,"P | P | P | P | D | N",320,16,25.4326,0.002291,10.5855,1.83491,37.9509,37.8554
3,double,uniform,CPU,"P | P | P | P | D | N",320,17,25.1754,0.00231,10.5666,1.83104,37.6697,37.5754
3,double,uniform,CPU,"P | P | P | P | D | N",320,18,25.1713,0.00222,10.5763,1.83584,37.6761,37.5856
3,double,uniform,CPU,"P | P | P | P | D | N",320,19,25.243,0.00232,10.5891,1.83168,37.7589,37.6661
3,double,uniform,CPU,"P | P | P | P | D | N",320,20,25.4761,0.00225,10.6004,1.8319,37.9999,37.9107
3,double,uniform,CPU,"P | P | P | P | D | N",320,21,25.2298,0.00234,10.5755,1.83696,37.7408,37.6446
3,double,uniform,CPU,"P | P | P | P | D | N",320,22,25.3308,0.00244,10.584,1.83325,37.8449,37.7506
3,double,uniform,CPU,"P | P | P | P | D | N",320,23,25.0405,0.00254,10.5797,1.82979,37.5427,37.4526
3,double,uniform,CPU,"P | P | P | P | D | N",320,24,25.1092,0.00253,10.5807,1.83658,37.6209,37.529
3,double,uniform,CPU,"P | P | P | P | D | N",320,25,25.5194,0.00255,10.5709,1.83718,38.0284,37.9301
3,double,uniform,CPU,"P | P | P | P | D | N",320,26,24.9775,0.0027,10.5821,1.83053,37.4805,37.3928
3,double,uniform,CPU,"P | P | P | P | D | N",320,27,25.028,0.002319,10.583,1.83245,37.5368,37.4458
3,double,uniform,CPU,"P | P | P | P | D | N",320,28,25.4081,0.00226,10.5838,1.82544,37.9175,37.8195
3,double,uniform,CPU,"P | P | P | P | D | N",320,29,25.3153,0.00236,10.5745,1.836,37.8171,37.7282
3,double,uniform,CPU,"P | P | P | P | D | N",320,30,25.5519,0.0026,10.5872,1.83283,38.0716,37.9746
3,double,uniform,CPU,"P | P | P | P | D | N",320,31,25.0167,0.002371,10.5756,1.83491,37.5222,37.4295
3,double,uniform,CPU,"P | P | P | P | D | N",320,32,25.3775,0.002541,10.5862,1.8327,37.8944,37.7989
3,double,uniform,CPU,"P | P | P | P | D | N",320,33,25.0809,0.002271,10.5784,1.83533,37.5832,37.4969
3,double,uniform,CPU,"P | P | P | P | D | N",320,34,25.414,0.00241,10.5817,1.83738,37.936,37.8355
3,double,uniform,CPU,"P | P | P | P | D | N",320,35,25.2475,0.00243,10.5765,1.83693,37.754,37.6633
3,double,uniform,CPU,"P | P | P | P | D | N",320,36,25.4717,0.00247,10.5846,1.82982,37.9854,37.8886
3,double,uniform,CPU,"P | P | P | P | D | N",320,37,25.423,0.00235,10.5768,1.83389,37.9336,37.836
3,double,uniform,CPU,"P | P | P | P | D | N",320,38,25.5695,0.002361,10.574,1.83699,38.0701,37.9829
3,double,uniform,CPU,"P | P | P | P | D | N",320,39,25.284,0.00333,10.5896,1.85846,37.8515,37.7354
3,double,uniform,CPU,"P | P | P | P | D | N",320,40,25.151,0.00273,10.575,1.83581,37.6609,37.5646
3,double,uniform,CPU,"P | P | P | P | D | N",320,41,25.5198,0.00221,10.581,1.83098,38.0288,37.934
3,double,uniform,CPU,"P | P | P | P | D | N",320,42,25.3941,0.002729,10.5818,1.82912,37.9041,37.8077
3,double,uniform,CPU,"P | P | P | P | D | N",320,43,25.3069,0.002401,10.5826,1.8335,37.8219,37.7255
3,double,uniform,CPU,"P | P | P | P | D | N",320,44,25.4203,0.00237,10.571,1.83226,37.9222,37.8259
3,double,uniform,CPU,"P | P | P | P | D | N",320,45,25.3164,0.00246,10.5864,1.83386,37.8342,37.7391
3,double,uniform,CPU,"P | P | P | P | D | N",320,46,25.8161,0.002591,10.5804,1.82742,38.3219,38.2265
3,double,uniform,CPU,"P | P | P | P | D | N",320,47,25.0794,0.002269,10.583,1.83677,37.5945,37.5014
3,double,uniform,CPU,"P | P | P | P | D | N",320,48,25.3609,0.00242,10.5928,1.83443,37.9445,37.7905
3,double,uniform,CPU,"P | P | P | P | D | N",320,49,25.3047,0.002221,10.589,1.82541,37.813,37.7213
3,double,uniform,CPU,"P | P | P | P | D | N",320,50,25.2669,0.002439,10.5804,1.83552,37.7828,37.6853
3,double,uniform,CPU,"P | P | P | P | D | N",320,51,25.455,0.002679,10.5801,1.83315,37.9647,37.8709
3,double,uniform,CPU,"P | P | P | P | D | N",320,52,25.1927,0.002481,10.5715,1.82518,37.6811,37.5918
3,double,uniform,CPU,"P | P | P | P | D | N",320,53,24.959,0.00241,10.5888,1.83616,37.4741,37.3864
3,double,uniform,CPU,"P | P | P | P | D | N",320,54,25.2279,0.00236,10.6273,1.83174,37.7806,37.6893
3,double,uniform,CPU,"P | P | P | P | D | N",320,55,25.5232,0.00231,10.5885,1.82986,38.0396,37.9439
3,double,uniform,CPU,"P | P | P | P | D | N",320,56,25.5847,0.002329,10.5843,1.832,38.1011,38.0034
3,double,uniform,CPU,"P | P | P | P | D | N",320,57,25.5605,0.00255,10.5748,1.83824,38.0732,37.9761
3,double,uniform,CPU,"P | P | P | P | D | N",320,58,25.5072,0.00243,10.5766,1.83482,38.0144,37.9211
3,double,uniform,CPU,"P | P | P | P | D | N",320,59,25.5061,0.002449,10.5773,1.83338,38.0155,37.9193
3,double,uniform,CPU,"P | P | P | P | D | N",320,60,25.3231,0.00245,10.5844,1.83622,37.8447,37.7462
3,double,uniform,CPU,"P | P | P | P | D | N",320,61,25.6437,0.00222,10.582,1.83539,38.1584,38.0633
3,double,uniform,CPU,"P | P | P | P | D | N",320,62,25.4084,0.002261,10.5886,1.83603,37.9298,37.8352
3,double,uniform,CPU,"P | P | P | P | D | N",320,63,25.2034,0.00237,10.5815,1.83379,37.7102,37.6211
3,double,uniform,CPU,"P | P | P | P | D | N",320,64,25.6349,0.00245,10.5802,1.83517,38.1532,38.0527
3,double,uniform,CPU,"P | P | P | P | D | N",320,65,25.3684,0.00249,10.5836,1.83354,37.8899,37.7879
3,double,uniform,CPU,"P | P | P | P | D | N",320,66,25.3475,0.00253,10.5801,1.83949,37.8594,37.7696
3,double,uniform,CPU,"P | P | P | P | D | N",320,67,25.5326,0.002331,10.597,1.82928,38.0572,37.9612
3,double,uniform,CPU,"P | P | P | P | D | N",320,68,25.2517,0.00259,10.5918,1.83226,37.7715,37.6784
3,double,uniform,CPU,"P | P | P | P | D | N",320,69,25.4195,0.00243,10.5773,1.83315,37.9265,37.8324
3,double,uniform,CPU,"P | P | P | P | D | N",320,70,25.4137,0.00246,10.5913,1.83216,37.936,37.8397
3,double,uniform,CPU,"P | P | P | P | D | N",320,71,26.005,0.00241,10.5861,1.83677,38.5297,38.4303
3,double,uniform,CPU,"P | P | P | P | D | N",320,72,25.295,0.002479,10.5873,1.82925,37.8063,37.7141
3,double,uniform,CPU,"P | P | P | P | D | N",320,73,25.4103,0.00249,10.5789,1.83568,37.9225,37.8274
3,double,uniform,CPU,"P | P | P | P | D | N",320,74,25.5903,0.00216,10.5808,1.83149,38.0993,38.0047
3,double,uniform,CPU,"P | P | P | P | D | N",384,0,41.9981,0.00244,15.6584,3.20243,60.9863,60.8614
3,double,uniform,CPU,"P | P | P | P | D | N",384,1,41.1951,0.002541,15.674,3.20058,60.1814,60.0723
3,double,uniform,CPU,"P | P | P | P | D | N",384,2,41.3629,0.00231,15.6622,3.19955,60.3325,60.2269
3,double,uniform,CPU,"P | P | P | P | D | N",384,3,41.1301,0.002389,15.6778,3.19488,60.1066,60.0052
3,double,uniform,CPU,"P | P | P | P | D | N",384,4,41.3485,0.00223,15.6642,3.2063,60.3224,60.2212
3,double,uniform,CPU,"P | P | P | P | D | N",384,5,41.3655,0.002351,15.6637,3.20202,60.3369,60.2335
3,double,uniform,CPU,"P | P | P | P | D | N",384,6,41.4556,0.002648,15.6703,3.2016,60.4321,60.3301
3,double,uniform,CPU,"P | P | P | P | D | N",384,7,41.3257,0.00239,15.6708,3.19994,60.2986,60.1988
3,double,uniform,CPU,"P | P | P | P | D | N",384,8,41.3248,0.0023,15.6745,3.19984,60.3052,60.2015
3,double,uniform,CPU,"P | P | P | P | D | N",384,9,41.2107,0.00256,15.6869,3.20464,60.2064,60.1048
3,double,uniform,CPU,"P | P | P | P | D | N",384,10,41.2406,0.00254,15.6641,3.19875,60.2108,60.1061
3,double,uniform,CPU,"P | P | P | P | D | N",384,11,41.4924,0.00247,15.6696,3.20371,60.4697,60.3683
3,double,uniform,CPU,"P | P | P | P | D | N",384,12,41.1702,0.00238,15.6708,3.20224,60.1489,60.0456
3,double,uniform,CPU,"P | P | P | P | D | N",384,13,41.1931,0.00239,15.6735,3.1985,60.1695,60.0675
3,double,uniform,CPU,"P | P | P | P | D | N",384,14,41.4116,0.00256,15.6685,3.20102,60.3872,60.2837
3,double,uniform,CPU,"P | P | P | P | D | N",384,15,41.3111,0.00227,15.6683,3.19984,60.2829,60.1815
3,double,uniform,CPU,"P | P | P | P | D | N",384,16,41.2147,0.002209,15.6644,3.20541,60.1864,60.0866
3,double,uniform,CPU,"P | P | P | P | D | N",384,17,40.9509,0.00225,15.671,3.208,59.9336,59.8321
3,double,uniform,CPU,"P | P | P | P | D | N",384,18,41.1272,0.00246,15.6687,3.19853,60.0976,59.9969
3,double,uniform,CPU,"P | P | P | P | D | N",384,19,41.1152,0.0024,15.6683,3.19731,60.0835,59.9831
3,double,uniform,CPU,"P | P | P | P | D | N",384,20,41.2089,0.00228,15.6573,3.20253,60.1765,60.0709
3,double,uniform,CPU,"P | P | P | P | D | N",384,21,41.2701,0.00235,15.6664,3.20582,60.2653,60.1446
3,double,uniform,CPU,"P | P | P | P | D | N",384,22,41.0223,0.002289,15.6727,3.19894,59.9997,59.8962
3,double,uniform,CPU,"P | P | P | P | D | N",384,23,41.2155,0.002549,15.6643,3.2025,60.1856,60.0848
3,double,uniform,CPU,"P | P | P | P | D | N",384,24,41.0387,0.00235,15.6702,3.19894,60.0116,59.9102
3,double,uniform,CPU,"P | P | P | P | D | N",384,25,41.1714,0.002589,15.6764,3.19683,60.1498,60.0472
3,double,uniform,CPU,"P | P | P | P | D | N",384,26,41.3342,0.002389,15.6667,3.19814,60.3046,60.2014
3,double,uniform,CPU,"P | P | P | P | D | N",384,27,41.3208,0.00267,15.6589,3.20074,60.2843,60.1831
3,double,uniform,CPU,"P | P | P | P | D | N",384,28,41.2818,0.00227,15.6705,3.20259,60.2594,60.1572
3,double,uniform,CPU,"P | P | P | P | D | N",384,29,41.2522,0.002309,15.685,3.20326,60.2432,60.1428
3,double,uniform,CPU,"P | P | P | P | D | N",384,30,41.6057,0.00258,15.6678,3.20035,60.5792,60.4764
3,double,uniform,CPU,"P | P | P | P | D | N",384,31,41.0867,0.00247,15.6623,3.20134,60.0561,59.9528
3,double,uniform,CPU,"P | P | P | P | D | N",384,32,41.2179,0.0026,15.6652,3.20826,60.202,60.094
3,double,uniform,CPU,"P | P | P | P | D | N",384,33,41.3998,0.00238,15.681,3.20355,60.3893,60.2868
3,double,uniform,CPU,"P | P | P | P | D | N",384,34,41.0788,0.00243,15.6698,3.19818,60.0495,59.9492
3,double,uniform,CPU,"P | P | P | P | D | N",384,35,41.1789,0.002501,15.6677,3.20218,60.1584,60.0513
3,double,uniform,CPU,"P | P | P | P | D | N",384,36,41.1794,0.00254,15.6675,3.19773,60.1504,60.0472
3,double,uniform,CPU,"P | P | P | P | D | N",384,37,41.1534,0.00219,15.6656,3.19888,60.1238,60.0201
3,double,uniform,CPU,"P | P | P | P | D | N",384,38,41.1289,0.00267,15.675,3.20019,60.1054,60.0067
3,double,uniform,CPU,"P | P | P | P | D | N",384,39,41.0417,0.00235,15.6636,3.21197,60.0224,59.9196
3,double,uniform,CPU,"P | P | P | P | D | N",384,40,41.3694,0.002689,15.6762,3.19296,60.3477,60.2412
3,double,uniform,CPU,"P | P | P | P | D | N",384,41,41.1569,0.00235,15.6623,3.20253,60.1286,60.0241
3,double,uniform,CPU,"P | P | P | P | D | N",384,42,41.2812,0.002431,15.6683,3.19885,60.2511,60.1508
3,double,uniform,CPU,"P | P | P | P | D | N",384,43,41.0545,0.002371,15.6773,3.19754,60.0338,59.9317
3,double,uniform,CPU,"P | P | P | P | D | N",384,44,41.0085,0.00237,15.6666,3.19766,59.9746,59.8751
3,double,uniform,CPU,"P | P | P | P | D | N",384,45,41.0635,0.00233,15.6687,3.19914,60.0357,59.9336
3,double,uniform,CPU,"P | P | P | P | D | N",384,46,41.0701,0.00221,15.6618,3.20682,60.0465,59.9409
3,double,uniform,CPU,"P | P | P | P | D | N",384,47,41.1644,0.002429,15.6667,3.20128,60.1371,60.0348
3,double,uniform,CPU,"P | P | P | P | D | N",384,48,41.121,0.00258,15.6507,3.20298,60.0768,59.9772
3,double,uniform,CPU,"P | P | P | P | D | N",384,49,41.2107,0.002421,15.6589,3.20464,60.1783,60.0766
3,double,uniform,CPU,"P | P | P | P | D | N",384,50,41.1713,0.00191,15.669,3.20227,60.1456,60.0445
3,double,uniform,CPU,"P | P | P | P | D | N",384,51,41.1691,0.002571,15.6557,3.19882,60.129,60.0262
3,double,uniform,CPU,"P | P | P | P | D | N",384,52,41.0847,0.0022,15.6543,3.20048,60.0395,59.9416
3,double,uniform,CPU,"P | P | P | P | D | N",384,53,41.2924,0.002469,15.6546,3.2023,60.2533,60.1518
3,double,uniform,CPU,"P | P | P | P | D | N",384,54,40.8976,0.00224,15.6563,3.20144,59.8624,59.7576
3,double,uniform,CPU,"P | P | P | P | D | N",384,55,41.0972,0.0022,15.6636,3.2033,60.064,59.9663
3,double,uniform,CPU,"P | P | P | P | D | N",384,56,41.1797,0.00244,15.6574,3.19568,60.1338,60.0352
3,double,uniform,CPU,"P | P | P | P | D | N",384,57,41.1918,0.00233,15.6627,3.19702,60.154,60.0539
3,double,uniform,CPU,"P | P | P | P | D | N",384,58,41.2738,0.0028,15.6609,3.19981,60.2383,60.1373
3,double,uniform,CPU,"P | P | P | P | D | N",384,59,41.2183,0.00239,15.6656,3.20272,60.191,60.089
3,double,uniform,CPU,"P | P | P | P | D | N",384,60,41.0492,0.00218,15.665,3.20573,60.0248,59.9221
3,double,uniform,CPU,"P | P | P | P | D | N",384,61,41.6383,0.00257,15.6587,3.20445,60.6085,60.504
3,double,uniform,CPU,"P | P | P | P | D | N",384,62,41.3389,0.002232,15.662,3.20051,60.3064,60.2037
3,double,uniform,CPU,"P | P | P | P | D | N",384,63,41.3383,0.00229,15.6797,3.19664,60.3217,60.2169
3,double,uniform,CPU,"P | P | P | P | D | N",384,64,41.2241,0.00217,15.662,3.19693,60.1869,60.0852
3,double,uniform,CPU,"P | P | P | P | D | N",384,65,41.1515,0.00231,15.6636,3.20362,60.1201,60.021
3,double,uniform,CPU,"P | P | P | P | D | N",384,66,41.5492,0.00262,15.6612,3.1992,60.5136,60.4121
3,double,uniform,CPU,"P | P | P | P | D | N",384,67,41.2192,0.00219,15.6687,3.20163,60.1913,60.0918
3,double,uniform,CPU,"P | P | P | P | D | N",384,68,41.2557,0.00231,15.6641,3.19786,60.223,60.1199
3,double,uniform,CPU,"P | P | P | P | D | N",384,69,41.2019,0.002369,15.6867,3.19946,60.1933,60.0904
3,double,uniform,CPU,"P | P | P | P | D | N",384,70,41.2043,0.00252,15.6695,3.20358,60.1824,60.0799
3,double,uniform,CPU,"P | P | P | P | D | N",384,71,41.3246,0.00218,15.6608,3.1993,60.2889,60.1869
3,double,uniform,CPU,"P | P | P | P | D | N",384,72,41.0409,0.00207,15.672,3.20109,60.0162,59.9161
3,double,uniform,CPU,"P | P | P | P | D | N",384,73,41.1718,0.002421,15.6712,3.196,60.1439,60.0414
3,double,uniform,CPU,"P | P | P | P | D | N",384,74,41.1084,0.00242,15.6602,3.20701,60.0782,59.9781
3,double,uniform,CPU,"P | P | P | P | D | N",448,0,63.9133,0.00259,30.2079,5.08224,99.3155,99.206
3,double,uniform,CPU,"P | P | P | P | D | N",448,1,63.3979,0.00268,30.1938,5.08701,98.7885,98.6815
3,double,uniform,CPU,"P | P | P | P | D | N",448,2,63.5082,0.002622,30.2043,5.08403,98.909,98.7992
3,double,uniform,CPU,"P | P | P | P | D | N",448,3,63.2505,0.00262,30.2157,5.08358,98.6578,98.5524
3,double,uniform,CPU,"P | P | P | P | D | N",448,4,63.3289,0.00276,30.1975,5.08266,98.7164,98.6119
3,double,uniform,CPU,"P | P | P | P | D | N",448,5,63.501,0.002349,30.202,5.08342,98.9004,98.7887
3,double,uniform,CPU,"P | P | P | P | D | N",448,6,63.5955,0.00239,30.1983,5.08653,98.9881,98.8828
3,double,uniform,CPU,"P | P | P | P | D | N",448,7,63.3832,0.002559,30.2017,5.08362,98.7789,98.6711
3,double,uniform,CPU,"P | P | P | P | D | N",448,8,63.6582,0.00268,30.2099,5.08502,99.0586,98.9559
3,double,uniform,CPU,"P | P | P | P | D | N",448,9,63.3509,0.00328,30.2062,5.08506,98.7504,98.6455
3,double,uniform,CPU,"P | P | P | P | D | N",448,10,63.4592,0.0027,30.2137,5.0839,98.8608,98.7595
3,double,uniform,CPU,"P | P | P | P | D | N",448,11,63.5075,0.002431,30.2004,5.08922,98.9071,98.7996
3,double,uniform,CPU,"P | P | P | P | D | N",448,12,63.1894,0.0027,30.2096,5.08291,98.5911,98.4846
3,double,uniform,CPU,"P | P | P | P | D | N",448,13,63.5256,0.00245,30.2045,5.08058,98.9203,98.8131
3,double,uniform,CPU,"P | P | P | P | D | N",448,14,63.4212,0.00258,30.208,5.08522,98.8237,98.717
3,double,uniform,CPU,"P | P | P | P | D | N",448,15,63.7027,0.002621,30.2082,5.09142,99.1106,99.0049
