dim,precision,solver_type,api,bc_name,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,GPU,"N | D | N | N | N | N",64,0,0.073792,0.00245,0.211358,202.493,202.882,202.781
3,double,uniform,GPU,"N | D | N | N | N | N",256,9,0.394592,0.00238,11.8196,0.422528,12.7513,12.6391
3,double,uniform,GPU,"N | D | N | N | N | N",256,10,0.38576,0.002101,11.8183,0.419328,12.6881,12.6255
3,double,uniform,GPU,"N | D | N | N | N | N",256,11,0.386752,0.00216,11.8177,0.421632,12.6903,12.6283
3,double,uniform,GPU,"N | D | N | N | N | N",256,12,0.386592,0.00211,11.8174,0.41936,12.6892,12.6255
3,double,uniform,GPU,"N | D | N | N | N | N",256,13,0.386784,0.00222,11.8192,0.420768,12.6906,12.629
3,double,uniform,GPU,"N | D | N | N | N | N",256,14,0.392128,0.0024,11.8187,0.42208,12.6988,12.6353
3,double,uniform,GPU,"N | D | N | N | N | N",256,15,0.388608,0.00231,11.82,0.423744,12.6962,12.6347
3,double,uniform,GPU,"N | D | N | N | N | N",256,16,0.398848,0.00218,11.8146,0.421536,12.7052,12.6372
3,double,uniform,GPU,"N | D | N | N | N | N",256,17,0.38688,0.00218,11.8182,0.420576,12.691,12.6279
3,double,uniform,GPU,"N | D | N | N | N | N",256,18,0.401408,0.002309,11.8203,0.421568,12.7197,12.6456
3,double,uniform,GPU,"N | D | N | N | N | N",256,19,0.384928,0.0019,11.8203,0.42,12.688,12.6272
3,double,uniform,GPU,"N | D | N | N | N | N",256,20,0.397984,0.0023,11.8201,0.422944,12.7151,12.6433
3,double,uniform,GPU,"N | D | N | N | N | N",256,21,0.390016,0.00224,11.818,0.418848,12.6922,12.6291
3,double,uniform,GPU,"N | D | N | N | N | N",256,22,0.396896,0.0022,11.8196,0.419968,12.7098,12.6387
3,double,uniform,GPU,"N | D | N | N | N | N",256,23,0.383008,0.00236,11.8185,0.422624,12.6891,12.6265
3,double,uniform,GPU,"N | D | N | N | N | N",256,24,0.387136,0.002111,11.8186,0.420256,12.6918,12.6281
3,double,uniform,GPU,"N | D | N | N | N | N",256,25,0.385696,0.00201,11.8145,0.418944,12.6822,12.6212
3,double,uniform,GPU,"N | D | N | N | N | N",256,26,0.385504,0.0019,11.8162,0.422016,12.6873,12.6257
3,double,uniform,GPU,"N | D | N | N | N | N",256,27,0.394304,0.002331,11.8215,0.421056,12.7047,12.6392
3,double,uniform,GPU,"N | D | N | N | N | N",256,28,0.397408,0.002441,11.8206,0.419296,12.7128,12.6398
3,double,uniform,GPU,"N | D | N | N | N | N",256,29,0.400352,0.002409,11.8224,0.42032,12.7148,12.6455
3,double,uniform,GPU,"N | D | N | N | N | N",256,30,0.391392,0.002219,11.8193,0.421184,12.6931,12.634
3,double,uniform,GPU,"N | D | N | N | N | N",256,31,0.382688,0.002111,11.8186,0.422784,12.6873,12.6262
3,double,uniform,GPU,"N | D | N | N | N | N",256,32,0.388832,0.00236,11.8173,0.420064,12.691,12.6286
3,double,uniform,GPU,"N | D | N | N | N | N",256,33,0.395616,0.002021,11.8245,0.422208,12.71,12.6443
3,double,uniform,GPU,"N | D | N | N | N | N",256,34,0.419488,0.003249,11.827,0.421632,12.7639,12.6714
3,double,uniform,GPU,"N | D | N | N | N | N",256,35,0.397056,0.00249,11.8217,0.419424,12.7117,12.6407
3,double,uniform,GPU,"N | D | N | N | N | N",256,36,0.383648,0.002271,11.8185,0.419296,12.6846,12.6237
3,double,uniform,GPU,"N | D | N | N | N | N",256,37,0.403424,0.002329,11.8229,0.423712,12.7289,12.6524
3,double,uniform,GPU,"N | D | N | N | N | N",256,38,0.388032,0.00203,11.8158,0.420128,12.6885,12.626
3,double,uniform,GPU,"N | D | N | N | N | N",256,39,0.398688,0.00219,11.8213,0.420736,12.7135,12.6429
3,double,uniform,GPU,"N | D | N | N | N | N",256,40,0.3968,0.002381,11.8197,0.421088,12.7103,12.64
3,double,uniform,GPU,"N | D | N | N | N | N",256,41,0.39264,0.001979,11.8191,0.421152,12.6979,12.6349
3,double,uniform,GPU,"N | D | N | N | N | N",256,42,0.396864,0.002359,11.8202,0.42288,12.7128,12.6423
3,double,uniform,GPU,"N | D | N | N | N | N",256,43,0.385568,0.002149,11.8178,0.42128,12.688,12.6268
3,double,uniform,GPU,"N | D | N | N | N | N",256,44,0.38672,0.00209,11.8193,0.4208,12.6908,12.6289
3,double,uniform,GPU,"N | D | N | N | N | N",256,45,0.38624,0.002279,11.8191,0.421952,12.6922,12.6296
3,double,uniform,GPU,"N | D | N | N | N | N",256,46,0.386304,0.00213,11.819,0.421664,12.6902,12.6291
3,double,uniform,GPU,"N | D | N | N | N | N",256,47,0.397952,0.00232,11.8221,0.420064,12.7136,12.6424
3,double,uniform,GPU,"N | D | N | N | N | N",256,48,0.39024,0.00213,11.8185,0.418112,12.6905,12.629
3,double,uniform,GPU,"N | D | N | N | N | N",256,49,0.384704,0.00229,11.8208,0.420192,12.6938,12.628
3,double,uniform,GPU,"N | D | N | N | N | N",256,50,0.385312,0.0021,11.8179,0.422528,12.6931,12.6278
3,double,uniform,GPU,"N | D | N | N | N | N",256,51,0.386592,0.00212,11.819,0.422304,12.692,12.63
3,double,uniform,GPU,"N | D | N | N | N | N",256,52,0.3864,0.00224,11.8187,0.4184,12.6895,12.6257
3,double,uniform,GPU,"N | D | N | N | N | N",256,53,0.384192,0.00226,11.8185,0.420352,12.6863,12.6253
3,double,uniform,GPU,"N | D | N | N | N | N",256,54,0.386368,0.00206,11.8167,0.421632,12.6877,12.6267
3,double,uniform,GPU,"N | D | N | N | N | N",256,55,0.397536,0.002471,11.8217,0.420864,12.7168,12.6425
3,double,uniform,GPU,"N | D | N | N | N | N",256,56,0.39728,0.00238,11.8193,0.42096,12.711,12.64
3,double,uniform,GPU,"N | D | N | N | N | N",256,57,0.399296,0.002161,11.8225,0.42144,12.7171,12.6453
3,double,uniform,GPU,"N | D | N | N | N | N",256,58,0.393632,0.0022,11.8196,0.422304,12.7002,12.6377
3,double,uniform,GPU,"N | D | N | N | N | N",256,59,0.38768,0.002199,11.8191,0.421728,12.6934,12.6307
3,double,uniform,GPU,"N | D | N | N | N | N",256,60,0.38224,0.002401,11.8211,0.419968,12.6922,12.6257
3,double,uniform,GPU,"N | D | N | N | N | N",256,61,0.389632,0.002269,11.8191,0.41776,12.6929,12.6288
3,double,uniform,GPU,"N | D | N | N | N | N",256,62,0.385312,0.002051,11.8191,0.42272,12.6903,12.6292
3,double,uniform,GPU,"N | D | N | N | N | N",256,63,0.395872,0.002339,11.8201,0.42064,12.7075,12.6389
3,double,uniform,GPU,"N | D | N | N | N | N",256,64,0.385856,0.002229,11.8179,0.420064,12.6869,12.626
3,double,uniform,GPU,"N | D | N | N | N | N",256,65,0.398496,0.00239,11.8297,0.422112,12.7302,12.6527
3,double,uniform,GPU,"N | D | N | N | N | N",256,66,0.391008,0.00231,11.8185,0.419584,12.6913,12.6314
3,double,uniform,GPU,"N | D | N | N | N | N",256,67,0.396992,0.00221,11.8278,0.422144,12.7209,12.6492
3,double,uniform,GPU,"N | D | N | N | N | N",256,68,0.398848,0.00218,11.8223,0.423488,12.7179,12.6468
3,double,uniform,GPU,"N | D | N | N | N | N",256,69,0.401984,0.00216,11.8214,0.422528,12.7201,12.648
3,double,uniform,GPU,"N | D | N | N | N | N",256,70,0.385696,0.002139,11.8224,0.421536,12.6924,12.6318
3,double,uniform,GPU,"N | D | N | N | N | N",256,71,0.386016,0.00206,11.8182,0.42192,12.6914,12.6282
3,double,uniform,GPU,"N | D | N | N | N | N",256,72,0.397408,0.002359,11.828,0.421568,12.7217,12.6493
3,double,uniform,GPU,"N | D | N | N | N | N",256,73,0.39216,0.00216,11.8208,0.419712,12.7003,12.6349
3,double,uniform,GPU,"N | D | N | N | N | N",256,74,0.386752,0.00219,11.82,0.420928,12.6928,12.6298
3,double,uniform,GPU,"N | D | N | N | N | N",320,0,0.764704,0.00236,29.0637,0.822848,30.7296,30.6536
3,double,uniform,GPU,"N | D | N | N | N | N",320,1,0.771968,0.00256,29.0634,0.823424,30.7397,30.6614
3,double,uniform,GPU,"N | D | N | N | N | N",320,2,0.77264,0.00229,29.0672,0.82112,30.7397,30.6632
3,double,uniform,GPU,"N | D | N | N | N | N",320,3,0.770176,0.00233,29.0657,0.825664,30.7402,30.6639
3,double,uniform,GPU,"N | D | N | N | N | N",320,4,0.766656,0.00217,29.0647,0.823424,30.7349,30.657
3,double,uniform,GPU,"N | D | N | N | N | N",320,5,0.770304,0.00228,29.0638,0.822048,30.7372,30.6584
3,double,uniform,GPU,"N | D | N | N | N | N",320,6,0.768192,0.002449,29.0617,0.822304,30.7322,30.6546
3,double,uniform,GPU,"N | D | N | N | N | N",320,7,0.7664,0.002549,29.06,0.82576,30.729,30.6548
3,double,uniform,GPU,"N | D | N | N | N | N",320,8,0.764928,0.00245,29.06,0.820576,30.7249,30.648
3,double,uniform,GPU,"N | D | N | N | N | N",320,9,0.768448,0.002569,29.0661,0.822208,30.7356,30.6593
3,double,uniform,GPU,"N | D | N | N | N | N",320,10,0.768992,0.002461,29.0674,0.821536,30.736,30.6604
3,double,uniform,GPU,"N | D | N | N | N | N",320,11,0.765568,0.002311,29.063,0.822144,30.726,30.653
3,double,uniform,GPU,"N | D | N | N | N | N",320,12,0.764192,0.002239,29.0611,0.824896,30.7281,30.6524
3,double,uniform,GPU,"N | D | N | N | N | N",320,13,0.76544,0.00219,29.0606,0.821664,30.7253,30.6499
3,double,uniform,GPU,"N | D | N | N | N | N",320,14,0.76736,0.00221,29.0643,0.823296,30.7322,30.6572
3,double,uniform,GPU,"N | D | N | N | N | N",320,15,0.770848,0.0024,29.0616,0.822176,30.7325,30.6571
3,double,uniform,GPU,"N | D | N | N | N | N",320,16,0.766272,0.002461,29.061,0.821344,30.7256,30.651
3,double,uniform,GPU,"N | D | N | N | N | N",320,17,0.7672,0.002199,29.0601,0.824224,30.7307,30.6537
3,double,uniform,GPU,"N | D | N | N | N | N",320,18,0.767648,0.0023,29.0597,0.822912,30.7301,30.6525
3,double,uniform,GPU,"N | D | N | N | N | N",320,19,0.767104,0.002421,29.0598,0.82336,30.7273,30.6526
3,double,uniform,GPU,"N | D | N | N | N | N",320,20,0.764992,0.00231,29.0596,0.821792,30.7216,30.6487
3,double,uniform,GPU,"N | D | N | N | N | N",320,21,0.770944,0.00256,29.064,0.823264,30.7368,30.6608
3,double,uniform,GPU,"N | D | N | N | N | N",320,22,0.76688,0.0027,29.0619,0.821184,30.7259,30.6527
3,double,uniform,GPU,"N | D | N | N | N | N",320,23,0.769216,0.00231,29.0667,0.821792,30.7355,30.66
3,double,uniform,GPU,"N | D | N | N | N | N",320,24,0.76736,0.00245,29.0668,0.824992,30.7382,30.6616
3,double,uniform,GPU,"N | D | N | N | N | N",320,25,0.767648,0.00216,29.0629,0.823104,30.734,30.6559
3,double,uniform,GPU,"N | D | N | N | N | N",320,26,0.766432,0.00244,29.0625,0.82192,30.7301,30.6533
3,double,uniform,GPU,"N | D | N | N | N | N",320,27,0.769248,0.00241,29.0623,0.822976,30.7369,30.6569
3,double,uniform,GPU,"N | D | N | N | N | N",320,28,0.767104,0.002159,29.0651,0.820384,30.7317,30.6548
3,double,uniform,GPU,"N | D | N | N | N | N",320,29,0.7728,0.00287,29.0919,0.821856,30.7836,30.6895
3,double,uniform,GPU,"N | D | N | N | N | N",320,30,0.76672,0.00232,29.064,0.822336,30.7343,30.6554
3,double,uniform,GPU,"N | D | N | N | N | N",320,31,0.766368,0.0026,29.0631,0.822272,30.7298,30.6543
3,double,uniform,GPU,"N | D | N | N | N | N",320,32,0.763456,0.00242,29.0637,0.820576,30.7277,30.6501
3,double,uniform,GPU,"N | D | N | N | N | N",320,33,0.763392,0.00218,29.0643,0.823264,30.7275,30.6531
3,double,uniform,GPU,"N | D | N | N | N | N",320,34,0.766272,0.002479,29.0569,0.82192,30.7213,30.6476
3,double,uniform,GPU,"N | D | N | N | N | N",320,35,0.767552,0.00217,29.0635,0.820352,30.7301,30.6536
3,double,uniform,GPU,"N | D | N | N | N | N",320,36,0.770368,0.00251,29.0657,0.82288,30.7366,30.6615
3,double,uniform,GPU,"N | D | N | N | N | N",320,37,0.767072,0.00237,29.063,0.82384,30.7351,30.6562
3,double,uniform,GPU,"N | D | N | N | N | N",320,38,0.769056,0.00222,29.0659,0.82016,30.7362,30.6573
3,double,uniform,GPU,"N | D | N | N | N | N",320,39,0.76704,0.00236,29.0642,0.821344,30.7326,30.655
3,double,uniform,GPU,"N | D | N | N | N | N",320,40,0.7656,0.002311,29.0641,0.820576,30.729,30.6525
3,double,uniform,GPU,"N | D | N | N | N | N",320,41,0.767264,0.00254,29.0618,0.824096,30.7387,30.6557
3,double,uniform,GPU,"N | D | N | N | N | N",320,42,0.762144,0.002499,29.0651,0.823552,30.7253,30.6533
3,double,uniform,GPU,"N | D | N | N | N | N",320,43,0.765504,0.00243,29.0615,0.823104,30.7294,30.6526
3,double,uniform,GPU,"N | D | N | N | N | N",320,44,0.764992,0.00223,29.0633,0.825184,30.7292,30.6557
3,double,uniform,GPU,"N | D | N | N | N | N",320,45,0.76672,0.00231,29.0642,0.822752,30.73,30.656
3,double,uniform,GPU,"N | D | N | N | N | N",320,46,0.765408,0.00232,29.0631,0.82032,30.7249,30.6511
3,double,uniform,GPU,"N | D | N | N | N | N",320,47,0.76864,0.00248,29.0696,0.823744,30.7412,30.6644
3,double,uniform,GPU,"N | D | N | N | N | N",320,48,0.764704,0.00229,29.0639,0.82384,30.7295,30.6548
3,double,uniform,GPU,"N | D | N | N | N | N",320,49,0.767712,0.00228,29.0613,0.823168,30.7298,30.6545
3,double,uniform,GPU,"N | D | N | N | N | N",320,50,0.768512,0.002251,29.0634,0.820704,30.7349,30.6549
3,double,uniform,GPU,"N | D | N | N | N | N",320,51,0.769664,0.002469,29.0681,0.824096,30.7427,30.6644
3,double,uniform,GPU,"N | D | N | N | N | N",320,52,0.763328,0.00223,29.0615,0.822528,30.7253,30.6496
3,double,uniform,GPU,"N | D | N | N | N | N",320,53,0.768032,0.00252,29.0632,0.822976,30.7308,30.6568
3,double,uniform,GPU,"N | D | N | N | N | N",320,54,0.765376,0.002261,29.0627,0.824896,30.7302,30.6552
3,double,uniform,GPU,"N | D | N | N | N | N",320,55,0.766176,0.002281,29.0605,0.82384,30.7286,30.6528
3,double,uniform,GPU,"N | D | N | N | N | N",320,56,0.76608,0.002449,29.0603,0.821824,30.726,30.6507
3,double,uniform,GPU,"N | D | N | N | N | N",320,57,0.764576,0.002201,29.063,0.820416,30.7237,30.6502
3,double,uniform,GPU,"N | D | N | N | N | N",320,58,0.764448,0.00241,29.0628,0.822336,30.7269,30.652
3,double,uniform,GPU,"N | D | N | N | N | N",320,59,0.763744,0.00219,29.0629,0.820672,30.7239,30.6495
3,double,uniform,GPU,"N | D | N | N | N | N",320,60,0.770464,0.00222,29.0679,0.824384,30.7414,30.665
3,double,uniform,GPU,"N | D | N | N | N | N",320,61,0.768992,0.00209,29.0703,0.82176,30.7406,30.6631
3,double,uniform,GPU,"N | D | N | N | N | N",320,62,0.767264,0.00217,29.0619,0.820448,30.7296,30.6518
3,double,uniform,GPU,"N | D | N | N | N | N",320,63,0.76512,0.00252,29.0636,0.81952,30.728,30.6507
3,double,uniform,GPU,"N | D | N | N | N | N",320,64,0.765536,0.00266,29.0614,0.822304,30.7303,30.6519
3,double,uniform,GPU,"N | D | N | N | N | N",320,65,0.765792,0.002391,29.0599,0.819168,30.7213,30.6473
3,double,uniform,GPU,"N | D | N | N | N | N",320,66,0.766272,0.002249,29.0658,0.820992,30.7307,30.6553
3,double,uniform,GPU,"N | D | N | N | N | N",320,67,0.768096,0.00232,29.0633,0.822848,30.7341,30.6566
3,double,uniform,GPU,"N | D | N | N | N | N",320,68,0.764928,0.00217,29.0647,0.8224,30.731,30.6542
3,double,uniform,GPU,"N | D | N | N | N | N",320,69,0.766752,0.002311,29.0644,0.81952,30.73,30.653
3,double,uniform,GPU,"N | D | N | N | N | N",320,70,0.766176,0.00244,29.0629,0.829632,30.7357,30.6611
3,double,uniform,GPU,"N | D | N | N | N | N",320,71,0.767872,0.002241,29.0742,0.82336,30.7426,30.6677
3,double,uniform,GPU,"N | D | N | N | N | N",320,72,0.764544,0.00216,29.0621,0.822752,30.7245,30.6515
3,double,uniform,GPU,"N | D | N | N | N | N",320,73,0.768288,0.002289,29.0629,0.822144,30.7312,30.6556
3,double,uniform,GPU,"N | D | N | N | N | N",320,74,0.770688,0.00235,29.0662,0.823584,30.7416,30.6628
3,double,uniform,GPU,"N | D | N | N | N | N",384,0,1.28752,0.00286,137.414,1.42458,140.221,140.129
3,double,uniform,GPU,"N | D | N | N | N | N",384,1,1.28157,0.003169,137.408,1.42973,140.212,140.122
3,double,uniform,GPU,"N | D | N | N | N | N",384,2,1.28125,0.00272,137.411,1.42768,140.219,140.122
3,double,uniform,GPU,"N | D | N | N | N | N",384,3,1.28179,0.00289,137.409,1.42832,140.213,140.122
3,double,uniform,GPU,"N | D | N | N | N | N",384,4,1.2823,0.00282,137.411,1.42922,140.221,140.125
3,double,uniform,GPU,"N | D | N | N | N | N",384,5,1.28358,0.00275,137.417,1.42893,140.231,140.132
3,double,uniform,GPU,"N | D | N | N | N | N",384,6,1.28262,0.00283,137.413,1.42819,140.223,140.126
3,double,uniform,GPU,"N | D | N | N | N | N",384,7,1.28256,0.0029,137.413,1.42394,140.218,140.122
3,double,uniform,GPU,"N | D | N | N | N | N",384,8,1.28198,0.00272,137.415,1.42928,140.223,140.129
3,double,uniform,GPU,"N | D | N | N | N | N",384,9,1.28138,0.002799,137.41,1.43037,140.217,140.124
3,double,uniform,GPU,"N | D | N | N | N | N",384,10,1.28294,0.00287,137.418,1.42771,140.226,140.131
3,double,uniform,GPU,"N | D | N | N | N | N",384,11,1.28598,0.003071,137.41,1.4255,140.218,140.124
3,double,uniform,GPU,"N | D | N | N | N | N",384,12,1.28371,0.0029,137.423,1.43078,140.238,140.141
3,double,uniform,GPU,"N | D | N | N | N | N",384,13,1.28346,0.00276,137.419,1.42829,140.23,140.134
3,double,uniform,GPU,"N | D | N | N | N | N",384,14,1.28474,0.00272,137.417,1.42944,140.228,140.134
3,double,uniform,GPU,"N | D | N | N | N | N",384,15,1.28045,0.00259,137.416,1.42666,140.219,140.126
3,double,uniform,GPU,"N | D | N | N | N | N",384,16,1.28278,0.00263,137.415,1.42899,140.225,140.13
3,double,uniform,GPU,"N | D | N | N | N | N",384,17,1.28259,0.00282,137.413,1.43059,140.223,140.129
3,double,uniform,GPU,"N | D | N | N | N | N",384,18,1.28243,0.0029,137.417,1.42986,140.226,140.132
3,double,uniform,GPU,"N | D | N | N | N | N",384,19,1.28461,0.00281,137.407,1.43168,140.219,140.126
3,double,uniform,GPU,"N | D | N | N | N | N",384,20,1.28435,0.00269,137.411,1.42675,140.22,140.124
3,double,uniform,GPU,"N | D | N | N | N | N",384,21,1.2847,0.002929,137.414,1.42774,140.221,140.13
3,double,uniform,GPU,"N | D | N | N | N | N",384,22,1.28259,0.00279,137.409,1.42656,140.216,140.121
3,double,uniform,GPU,"N | D | N | N | N | N",384,23,1.2831,0.002759,137.41,1.42525,140.214,140.121
3,double,uniform,GPU,"N | D | N | N | N | N",384,24,1.28269,0.00271,137.415,1.42582,140.22,140.126
3,double,uniform,GPU,"N | D | N | N | N | N",384,25,1.2903,0.00337,137.415,1.42947,140.235,140.138
3,double,uniform,GPU,"N | D | N | N | N | N",384,26,1.28186,0.00258,137.413,1.42656,140.223,140.124
3,double,uniform,GPU,"N | D | N | N | N | N",384,27,1.28291,0.00295,137.415,1.42749,140.223,140.128
3,double,uniform,GPU,"N | D | N | N | N | N",384,28,1.2857,0.002621,137.416,1.42947,140.229,140.133
3,double,uniform,GPU,"N | D | N | N | N | N",384,29,1.28579,0.00307,137.413,1.4296,140.228,140.132
3,double,uniform,GPU,"N | D | N | N | N | N",384,30,1.2816,0.00267,137.41,1.42755,140.212,140.122
3,double,uniform,GPU,"N | D | N | N | N | N",384,31,1.28134,0.00262,137.412,1.42749,140.224,140.123
3,double,uniform,GPU,"N | D | N | N | N | N",384,32,1.28314,0.00278,137.413,1.42832,140.224,140.128
3,double,uniform,GPU,"N | D | N | N | N | N",384,33,1.28493,0.00291,137.41,1.42726,140.216,140.125
3,double,uniform,GPU,"N | D | N | N | N | N",384,34,1.28256,0.00246,137.411,1.42963,140.22,140.125
3,double,uniform,GPU,"N | D | N | N | N | N",384,35,1.28554,0.0028,137.408,1.42749,140.218,140.124
3,double,uniform,GPU,"N | D | N | N | N | N",384,36,1.28246,0.003039,137.411,1.42723,140.221,140.123
3,double,uniform,GPU,"N | D | N | N | N | N",384,37,1.28243,0.00266,137.411,1.42554,140.216,140.122
3,double,uniform,GPU,"N | D | N | N | N | N",384,38,1.28157,0.00295,137.409,1.4297,140.215,140.123
3,double,uniform,GPU,"N | D | N | N | N | N",384,39,1.28496,0.002769,137.415,1.42858,140.227,140.131
3,double,uniform,GPU,"N | D | N | N | N | N",384,40,1.2833,0.002709,137.416,1.4281,140.222,140.13
3,double,uniform,GPU,"N | D | N | N | N | N",384,41,1.28205,0.00265,137.41,1.42835,140.217,140.123
3,double,uniform,GPU,"N | D | N | N | N | N",384,42,1.28214,0.003089,137.42,1.42774,140.225,140.133
3,double,uniform,GPU,"N | D | N | N | N | N",384,43,1.28467,0.00258,137.41,1.42851,140.222,140.126
3,double,uniform,GPU,"N | D | N | N | N | N",384,44,1.28221,0.002669,137.412,1.42672,140.216,140.124
3,double,uniform,GPU,"N | D | N | N | N | N",384,45,1.28272,0.00305,137.409,1.42995,140.218,140.125
3,double,uniform,GPU,"N | D | N | N | N | N",384,46,1.28301,0.00267,137.41,1.42659,140.217,140.122
3,double,uniform,GPU,"N | D | N | N | N | N",384,47,1.28179,0.00268,137.411,1.43018,140.22,140.126
3,double,uniform,GPU,"N | D | N | N | N | N",384,48,1.28659,0.00297,137.412,1.43398,140.23,140.136
3,double,uniform,GPU,"N | D | N | N | N | N",384,49,1.28262,0.0028,137.41,1.42918,140.217,140.125
3,double,uniform,GPU,"N | D | N | N | N | N",384,50,1.28154,0.00272,137.407,1.42829,140.209,140.119
3,double,uniform,GPU,"N | D | N | N | N | N",384,51,1.28294,0.00293,137.41,1.42963,140.221,140.125
3,double,uniform,GPU,"N | D | N | N | N | N",384,52,1.28253,0.00318,137.406,1.42816,140.21,140.119
3,double,uniform,GPU,"N | D | N | N | N | N",384,53,1.28582,0.002879,137.414,1.42928,140.227,140.132
3,double,uniform,GPU,"N | D | N | N | N | N",384,54,1.28464,0.002629,137.413,1.42784,140.225,140.128
3,double,uniform,GPU,"N | D | N | N | N | N",384,55,1.28538,0.00304,137.409,1.42931,140.222,140.127
3,double,uniform,GPU,"N | D | N | N | N | N",384,56,1.28189,0.003039,137.411,1.42442,140.215,140.121
3,double,uniform,GPU,"N | D | N | N | N | N",384,57,1.28086,0.00256,137.411,1.42669,140.215,140.121
3,double,uniform,GPU,"N | D | N | N | N | N",384,58,1.28346,0.003001,137.411,1.43472,140.226,140.133
3,double,uniform,GPU,"N | D | N | N | N | N",384,59,1.28326,0.00259,137.411,1.42784,140.219,140.125
3,double,uniform,GPU,"N | D | N | N | N | N",384,60,1.2825,0.00578,137.411,1.42874,140.223,140.128
3,double,uniform,GPU,"N | D | N | N | N | N",384,61,1.28214,0.002901,137.408,1.42797,140.215,140.121
3,double,uniform,GPU,"N | D | N | N | N | N",384,62,1.28794,0.002629,137.408,1.4265,140.219,140.125
3,double,uniform,GPU,"N | D | N | N | N | N",384,63,1.28131,0.00265,137.409,1.42723,140.214,140.12
3,double,uniform,GPU,"N | D | N | N | N | N",384,64,1.28445,0.002841,137.41,1.42938,140.22,140.127
3,double,uniform,GPU,"N | D | N | N | N | N",384,65,1.28429,0.00257,137.417,1.43021,140.228,140.134
3,double,uniform,GPU,"N | D | N | N | N | N",384,66,1.28227,0.002599,137.41,1.42784,140.218,140.123
3,double,uniform,GPU,"N | D | N | N | N | N",384,67,1.28134,0.002901,137.41,1.42954,140.214,140.123
3,double,uniform,GPU,"N | D | N | N | N | N",384,68,1.28192,0.00258,137.413,1.42739,140.222,140.125
3,double,uniform,GPU,"N | D | N | N | N | N",384,69,1.28746,0.00295,137.413,1.42896,140.229,140.132
3,double,uniform,GPU,"N | D | N | N | N | N",384,70,1.28202,0.00263,137.413,1.42746,140.218,140.125
3,double,uniform,GPU,"N | D | N | N | N | N",384,71,1.28282,0.00242,137.414,1.42646,140.221,140.126
3,double,uniform,GPU,"N | D | N | N | N | N",384,72,1.28166,0.00251,137.419,1.42768,140.229,140.131
3,double,uniform,GPU,"N | D | N | N | N | N",384,73,1.2832,0.00267,137.412,1.42598,140.22,140.124
3,double,uniform,GPU,"N | D | N | N | N | N",384,74,1.28275,0.002629,137.41,1.42458,140.212,140.12
3,double,uniform,GPU,"N | D | N | N | N | N",448,0,2.30272,0.00288,219.601,2.25898,224.264,224.165
3,double,uniform,GPU,"N | D | N | N | N | N",448,1,2.29779,0.00277,219.592,2.26502,224.257,224.157
3,double,uniform,GPU,"N | D | N | N | N | N",448,2,2.29763,0.00315,219.605,2.25667,224.26,224.162
3,double,uniform,GPU,"N | D | N | N | N | N",448,3,2.30083,0.0029,219.625,2.25498,224.284,224.184
3,double,uniform,GPU,"N | D | N | N | N | N",448,4,2.30298,0.0029,219.63,2.26509,224.299,224.201
3,double,uniform,GPU,"N | D | N | N | N | N",448,5,2.29866,0.00295,219.595,2.25811,224.254,224.155
3,double,uniform,GPU,"N | D | N | N | N | N",448,6,2.29901,0.003171,219.645,2.25648,224.303,224.204
3,double,uniform,GPU,"N | D | N | N | N | N",448,7,2.2967,0.003,219.612,2.26102,224.268,224.172
3,double,uniform,GPU,"N | D | N | N | N | N",448,8,2.29565,0.00306,219.626,2.26077,224.283,224.185
3,double,uniform,GPU,"N | D | N | N | N | N",448,9,2.29667,0.00287,219.606,2.25555,224.262,224.161
3,double,uniform,GPU,"N | D | N | N | N | N",448,10,2.29731,0.00296,219.601,2.26208,224.267,224.163
3,double,uniform,GPU,"N | D | N | N | N | N",448,11,2.30304,0.00288,219.613,2.2577,224.273,224.176
3,double,uniform,GPU,"N | D | N | N | N | N",448,12,2.2983,0.002931,219.619,2.25901,224.272,224.179
3,double,uniform,GPU,"N | D | N | N | N | N",448,13,2.30006,0.00289,219.641,2.24698,224.294,224.191
3,double,uniform,GPU,"N | D | N | N | N | N",448,14,2.29725,0.00279,219.615,2.2569,224.274,224.172
3,double,uniform,GPU,"N | D | N | N | N | N",448,15,2.29894,0.00274,219.628,2.2544,224.285,224.184
3,double,uniform,GPU,"N | D | N | N | N | N",448,16,2.29757,0.002841,219.601,2.26122,224.26,224.163
3,double,uniform,GPU,"N | D | N | N | N | N",448,17,2.29843,0.00302,219.609,2.25706,224.264,224.168
3,double,uniform,GPU,"N | D | N | N | N | N",448,18,2.30269,0.00279,219.592,2.26246,224.257,224.16
3,double,uniform,GPU,"N | D | N | N | N | N",448,19,2.29856,0.0029,219.605,2.25386,224.26,224.161
3,double,uniform,GPU,"N | D | N | N | N | N",448,20,2.29632,0.00261,219.602,2.26278,224.26,224.164
3,double,uniform,GPU,"N | D | N | N | N | N",448,21,2.29971,0.00271,219.619,2.26272,224.281,224.185
3,double,uniform,GPU,"N | D | N | N | N | N",448,22,2.29594,0.002839,219.598,2.25376,224.246,224.15
3,double,uniform,GPU,"N | D | N | N | N | N",448,23,2.2969,0.00275,219.627,2.25216,224.277,224.178
3,double,uniform,GPU,"N | D | N | N | N | N",448,24,2.29827,0.00279,219.605,2.25526,224.254,224.161
