dim,precision,solver_type,api,bc_name,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",192,65,5.6808,0.0022,1.55626,0.335424,7.64402,7.57469
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",192,66,5.86045,0.00201,1.55413,0.33328,7.81804,7.74987
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",192,67,5.97165,0.002231,1.56663,0.332992,7.96389,7.8735
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",192,68,5.40749,0.00198,1.55277,0.332384,7.36244,7.29463
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",192,69,5.47994,0.00231,1.57106,0.336384,7.45935,7.38969
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",192,70,5.47562,0.00234,1.56881,0.333248,7.45056,7.38002
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",192,71,5.62256,0.00199,1.55667,0.33216,7.58344,7.51338
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",192,72,5.57267,0.00197,1.55529,0.331552,7.52825,7.46149
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",192,73,5.85222,0.00222,1.55673,0.332896,7.81501,7.74407
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",192,74,5.48282,0.00226,1.55785,0.329504,7.4403,7.37243
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",256,0,14.7937,0.002371,3.99934,0.931968,19.8233,19.7274
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",256,1,12.9956,0.0023,4.02466,0.905952,18.0177,17.9285
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",256,2,13.3074,0.00228,4.00116,0.903968,18.2963,18.2148
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",256,3,13.1415,0.00221,3.99472,0.89664,18.1179,18.035
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",256,4,12.8886,0.00227,4.01338,0.905984,17.8929,17.8102
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",256,5,13.1671,0.002351,4.00302,0.901024,18.1586,18.0735
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",256,6,13.7219,0.00232,3.99778,0.90288,18.7652,18.6249
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",256,7,13.0018,0.00214,4.00089,0.902048,17.9889,17.9068
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",256,8,13.1156,0.00221,3.99994,0.902048,18.0998,18.0198
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",256,9,13.546,0.002391,4.01449,0.9064,18.5493,18.4693
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",256,10,13.0487,0.00225,4.00184,0.898752,18.0339,17.9516
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",256,11,12.7715,0.00221,4.0047,0.908736,17.815,17.6872
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",256,12,14.1153,0.00235,4.00038,0.901664,19.1134,19.0197
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",256,13,13.2702,0.00221,3.99827,0.90448,18.2564,18.1751
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",256,14,13.4283,0.00247,3.99807,0.90656,18.4225,18.3354
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",256,15,12.9031,0.00225,3.997,0.909216,17.891,17.8116
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",256,16,13.0977,0.002299,4.00789,0.900576,18.0975,18.0085
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",256,17,14.141,0.002189,3.99791,0.89984,19.1256,19.0409
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",256,18,13.7298,0.002201,4.00284,0.899456,18.7189,18.6343
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",256,19,13.1815,0.002269,3.99776,0.89904,18.1694,18.0806
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",256,20,13.9277,0.00226,4.00732,0.902624,18.9197,18.8399
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",256,21,13.1073,0.00252,3.99655,0.903584,18.0884,18.0099
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",256,22,13.1518,0.002141,3.99997,0.90256,18.1398,18.0565
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",256,23,13.3103,0.002531,4.00484,0.896448,18.2967,18.2141
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",256,24,13.2326,0.0022,3.99521,0.901056,18.2123,18.131
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",256,25,13.7356,0.00252,3.99643,0.903968,18.7327,18.6385
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",256,26,13.1471,0.002139,3.99624,0.902336,18.1374,18.0478
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",256,27,14.0388,0.00216,3.99908,0.905024,19.0281,18.9451
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",256,28,13.5197,0.00251,4.00025,0.901312,18.507,18.4238
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",256,29,14.128,0.00228,4.01195,0.906784,19.1307,19.049
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",256,30,13.2571,0.0023,3.99602,0.904832,18.2399,18.1602
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",256,31,13.3546,0.00213,3.99981,0.898592,18.3367,18.2551
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",256,32,13.0159,0.00232,4.00026,0.899936,18.0024,17.9185
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",256,33,13.5075,0.00214,3.99925,0.902912,18.4962,18.4118
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",256,34,13.34,0.002321,4.01443,0.902624,18.3342,18.2593
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",256,35,13.8255,0.00224,4.00471,0.903456,18.8147,18.7359
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",256,36,13.5005,0.00222,4.01083,0.90272,18.4985,18.4163
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",256,37,13.1402,0.002309,3.99596,0.90208,18.1214,18.0405
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",256,38,13.8182,0.00223,3.99665,0.900064,18.7965,18.7171
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",256,39,13.2958,0.002221,3.99727,0.89536,18.2737,18.1907
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",256,40,13.3527,0.00226,3.99692,0.903648,18.3339,18.2555
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",256,41,13.0403,0.00222,4.00887,0.905248,18.0379,17.9566
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",256,42,13.7449,0.002281,4.00421,0.9024,18.7358,18.6538
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",256,43,13.9218,0.00218,4.00544,0.901856,18.9106,18.8312
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",256,44,13.6715,0.00239,4.00039,0.902432,18.6602,18.5767
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",256,45,13.428,0.00229,3.99736,0.900576,18.4691,18.3282
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",256,46,13.0045,0.002129,3.99595,0.903776,17.9862,17.9063
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",256,47,13.6812,0.0022,3.99592,0.900448,18.6567,18.5798
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",256,48,13.9795,0.002031,3.99602,0.901024,18.9542,18.8785
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",256,49,13.2255,0.00199,3.99516,0.895264,18.1951,18.1179
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",256,50,13.2692,0.002021,3.9926,0.90288,18.2427,18.1666
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",256,51,13.6708,0.002291,3.99601,0.898688,18.6503,18.5678
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",256,52,13.9129,0.00225,3.99977,0.901568,18.8985,18.8164
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",256,53,13.0084,0.00247,4.00052,0.90224,17.9955,17.9136
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",256,54,13.1203,0.00222,4.00709,0.904128,18.1242,18.0337
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",256,55,13.656,0.00205,4.00444,0.901248,18.6465,18.5638
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",256,56,13.5454,0.00269,3.99495,0.903552,18.5243,18.4466
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",256,57,13.1928,0.002729,4.00894,0.902176,18.1894,18.1066
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",256,58,13.4766,0.00249,4.00623,0.905536,18.4731,18.3908
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",256,59,13.8897,0.00226,3.99408,0.904512,18.8711,18.7905
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",256,60,13.6674,0.00239,3.9971,0.90096,18.6495,18.5678
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",256,61,14.4028,0.002371,4.01155,0.905376,19.4192,19.3221
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",256,62,13.639,0.002319,4.00756,0.90096,18.631,18.5498
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",256,63,13.3056,0.00241,3.99571,0.90032,18.283,18.204
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",256,64,13.6892,0.00231,4.00258,0.902816,18.6793,18.5969
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",256,65,14.0257,0.00224,3.99474,0.90096,19.0037,18.9237
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",256,66,13.2294,0.00233,3.99835,0.900512,18.2123,18.1306
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",256,67,13.2281,0.00207,3.99776,0.897184,18.2112,18.1251
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",256,68,13.2423,0.00206,3.99865,0.901696,18.2255,18.1447
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",256,69,13.5474,0.00242,3.99802,0.904544,18.5311,18.4524
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",256,70,13.2209,0.00227,4.00371,0.900032,18.2067,18.1269
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",256,71,13.68,0.002281,3.99728,0.897344,18.6568,18.5769
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",256,72,13.4044,0.002221,3.99709,0.901152,18.3873,18.3048
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",256,73,13.9645,0.00229,4.01394,0.904032,18.9703,18.8848
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",256,74,12.9472,0.00239,3.99725,0.903968,17.9325,17.8508
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",320,0,25.8183,0.00238,9.13366,1.83942,36.893,36.7937
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",320,1,25.3475,0.002499,9.11981,1.83117,36.394,36.3009
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",320,2,25.8191,0.002281,9.12106,1.83395,36.8766,36.7764
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",320,3,25.6213,0.002451,9.0956,1.83197,36.6457,36.5513
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",320,4,25.6249,0.00238,9.12398,1.82422,36.6717,36.5755
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",320,5,25.4179,0.00287,9.11162,1.83363,36.4554,36.366
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",320,6,25.5686,0.002451,9.13492,1.8361,36.6327,36.5421
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",320,7,25.4871,0.00253,9.12067,1.83488,36.5403,36.4452
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",320,8,25.6542,0.002581,9.11764,1.83674,36.7072,36.6112
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",320,9,25.4197,0.00235,9.10949,1.8345,36.4517,36.3661
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",320,10,25.4128,0.00223,9.11256,1.83318,36.4549,36.3607
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",320,11,25.6598,0.00238,9.11561,1.83878,36.7138,36.6166
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",320,12,25.5242,0.00243,9.11236,1.83206,36.5636,36.4711
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",320,13,25.6135,0.00227,9.09464,1.83782,36.6444,36.5482
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",320,14,25.4471,0.002229,9.12111,1.8351,36.4984,36.4056
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",320,15,25.5714,0.00241,9.11641,1.83046,36.6182,36.5207
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",320,16,25.5585,0.00235,9.11602,1.83318,36.6007,36.51
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",320,17,25.3117,0.002299,9.11438,1.83878,36.3541,36.2672
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",320,18,25.0931,0.0024,9.11173,1.83603,36.1328,36.0433
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",320,19,25.56,0.00264,9.11498,1.83056,36.6049,36.5082
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",320,20,25.3747,0.002511,9.10984,1.83514,36.411,36.3222
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",320,21,25.0407,0.00254,9.11465,1.83754,36.0843,35.9954
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",320,22,25.2756,0.00244,9.11992,1.83539,36.3293,36.2334
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",320,23,25.4864,0.002429,9.12879,1.83651,36.5413,36.4541
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",320,24,25.5713,0.00237,9.12901,1.82861,36.6284,36.5313
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",320,25,25.55,0.00226,9.12028,1.83635,36.6018,36.5089
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",320,26,25.369,0.002179,9.12337,1.83427,36.4207,36.3288
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",320,27,25.4626,0.00228,9.1177,1.84144,36.5197,36.424
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",320,28,25.4168,0.002349,9.12605,1.82755,36.467,36.3728
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",320,29,25.7478,0.002411,9.12043,1.83456,36.795,36.7052
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",320,30,25.6062,0.002542,9.11971,1.83197,36.6528,36.5604
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",320,31,25.3397,0.002419,9.11565,1.8336,36.3824,36.2914
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",320,32,25.5863,0.00235,9.13329,1.83814,36.6583,36.5601
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",320,33,25.6272,0.00252,9.1343,1.83757,36.6941,36.6016
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",320,34,25.3534,0.002321,9.11156,1.83363,36.3918,36.3009
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",320,35,25.7745,0.00243,9.12707,1.83648,36.8314,36.7404
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",320,36,25.4257,0.00235,9.13321,1.83325,36.4835,36.3945
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",320,37,25.2315,0.002349,9.11268,1.83862,36.2847,36.1852
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",320,38,25.3044,0.00233,9.12962,1.83315,36.3602,36.2695
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",320,39,25.4099,0.00268,9.1242,1.82362,36.4531,36.3604
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",320,40,25.298,0.00223,9.1225,1.82314,36.3386,36.2459
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",320,41,25.2855,0.00239,9.12325,1.83488,36.3375,36.2461
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",320,42,25.6766,0.002569,9.12687,1.83149,36.7258,36.6375
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",320,43,25.8648,0.00239,9.11999,1.83619,36.9137,36.8233
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",320,44,25.7844,0.00233,9.12496,1.83338,36.8347,36.7451
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",320,45,26.1131,0.00247,9.12551,1.82893,37.1673,37.07
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",320,46,25.6961,0.00279,9.12133,1.8344,36.7545,36.6546
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",320,47,25.5209,0.002361,9.11965,1.83392,36.5677,36.4768
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",320,48,25.2463,0.002311,9.1193,1.83434,36.294,36.2022
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",320,49,25.5264,0.002581,9.12047,1.83427,36.5743,36.4837
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",320,50,25.5845,0.002741,9.12726,1.83555,36.6512,36.5501
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",320,51,26.0219,0.002379,9.12412,1.83133,37.0767,36.9797
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",320,52,25.3336,0.002229,9.1258,1.83078,36.3892,36.2924
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",320,53,25.1578,0.00233,9.13419,1.83696,36.2283,36.1312
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",320,54,25.5585,0.002281,9.11896,1.83206,36.6061,36.5118
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",320,55,25.2988,0.00232,9.11454,1.83462,36.3522,36.2503
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",320,56,25.2356,0.00258,9.12438,1.83248,36.2841,36.195
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",320,57,25.3471,0.00225,9.11759,1.83571,36.3895,36.3027
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",320,58,25.3669,0.00258,9.11915,1.83232,36.4166,36.3209
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",320,59,25.5909,0.002779,9.13279,1.8353,36.6546,36.5618
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",320,60,25.6308,0.00242,9.10463,1.83235,36.6606,36.5702
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",320,61,25.5062,0.002372,9.10031,1.83094,36.5322,36.4399
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",320,62,25.4241,0.002539,9.12473,1.83152,36.4803,36.3829
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",320,63,25.3968,0.002341,9.123,1.83168,36.4485,36.3539
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",320,64,25.1769,0.00268,9.11238,1.83683,36.2282,36.1288
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",320,65,25.5135,0.00201,9.13068,1.83466,36.5755,36.4808
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",320,66,25.5303,0.002349,9.11588,1.83558,36.5746,36.4841
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",320,67,25.6487,0.0024,9.12588,1.83482,36.7128,36.6118
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",320,68,25.3613,0.00267,9.11742,1.83222,36.4042,36.3136
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",320,69,25.5134,0.00244,9.13039,1.82979,36.5652,36.4761
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",320,70,25.5188,0.00256,9.10586,1.83571,36.5671,36.463
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",320,71,25.5676,0.00245,9.12731,1.8369,36.6259,36.5342
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",320,72,25.1695,0.0024,9.12386,1.83187,36.2195,36.1276
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",320,73,25.5457,0.00243,9.12743,1.83283,36.6053,36.5084
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",320,74,25.5429,0.00225,9.11778,1.83734,36.5902,36.5003
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",384,0,42.3712,0.00223,13.4019,3.20048,59.0803,58.9758
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",384,1,41.4246,0.00267,13.3928,3.2008,58.1183,58.0209
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",384,2,41.5174,0.002421,13.3693,3.20173,58.1919,58.0909
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",384,3,41.3684,0.00241,13.3734,3.19901,58.0416,57.9432
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",384,4,41.3844,0.00227,13.3801,3.20451,58.0723,57.9713
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",384,5,41.3262,0.002771,13.3823,3.2017,58.01,57.913
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",384,6,41.841,0.0023,13.3862,3.19901,58.5291,58.4285
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",384,7,41.9495,0.0026,13.3898,3.20048,58.6448,58.5424
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",384,8,41.6021,0.00262,13.3662,3.20195,58.269,58.1729
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",384,9,41.2744,0.002271,13.3938,3.19482,57.9639,57.8652
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",384,10,41.9687,0.0024,13.3775,3.20518,58.6525,58.5538
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",384,11,41.4964,0.00237,13.3627,3.20224,58.1619,58.0637
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",384,12,41.5046,0.00248,13.3756,3.20298,58.1882,58.0857
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",384,13,41.5152,0.002301,13.401,3.20259,58.2208,58.1211
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",384,14,41.5647,0.00243,13.3983,3.19923,58.266,58.1647
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",384,15,41.6105,0.0023,13.388,3.20547,58.3069,58.2063
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",384,16,41.5165,0.00246,13.3811,3.19472,58.1959,58.0948
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",384,17,41.4143,0.00244,13.3877,3.20314,58.1052,58.0076
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",384,18,41.4562,0.002341,13.374,3.20723,58.1385,58.0398
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",384,19,41.3808,0.002501,13.3443,3.20352,58.0297,57.9311
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",384,20,41.5437,0.00237,13.3774,3.20038,58.225,58.1238
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",384,21,41.1755,0.0025,13.3756,3.20006,57.8575,57.7537
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",384,22,41.6805,0.002699,13.3832,3.20115,58.3692,58.2676
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",384,23,41.5723,0.002339,13.3753,3.20058,58.2487,58.1506
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",384,24,41.3345,0.00234,13.36,3.20464,58.0179,57.9015
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",384,25,41.3959,0.00248,13.3766,3.2,58.0735,57.975
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",384,26,41.0408,0.0025,13.3839,3.20205,57.7232,57.6292
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",384,27,41.463,0.002591,13.3926,3.20483,58.1621,58.063
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",384,28,41.4011,0.00241,13.3837,3.20554,58.0977,57.9927
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",384,29,41.3921,0.00252,13.3761,3.19603,58.0659,57.9668
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",384,30,41.4456,0.00242,13.3938,3.20208,58.1465,58.0439
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",384,31,41.4449,0.00255,13.3887,3.19862,58.1354,58.0348
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",384,32,41.3869,0.00236,13.3792,3.20259,58.0734,57.971
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",384,33,41.6081,0.00228,13.357,3.20374,58.2725,58.1712
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",384,34,41.4974,0.002409,13.3711,3.20317,58.1742,58.0741
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",384,35,41.4335,0.002561,13.3703,3.19997,58.1067,58.0064
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",384,36,41.7593,0.00233,13.3726,3.20352,58.4364,58.3378
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",384,37,41.7952,0.00238,13.3794,3.20064,58.4821,58.3776
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",384,38,41.3676,0.00242,13.3597,3.20202,58.0369,57.9318
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",384,39,41.3647,0.00246,13.384,3.19878,58.0511,57.9499
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",384,40,41.5594,0.00256,13.3538,3.20118,58.2183,58.1169
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",384,41,41.2246,0.002451,13.3741,3.20106,57.8981,57.8022
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",384,42,41.6258,0.00241,13.3904,3.20029,58.3237,58.2189
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",384,43,41.5366,0.00238,13.385,3.21024,58.2358,58.1343
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",384,44,41.77,0.00217,13.3787,3.20237,58.4471,58.3533
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",384,45,41.475,0.00264,13.3766,3.20022,58.1502,58.0544
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",384,46,41.4387,0.00244,13.374,3.20259,58.1119,58.0177
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",384,47,41.3021,0.002439,13.3871,3.2033,57.9971,57.895
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",384,48,41.4379,0.00253,13.3666,3.20061,58.1045,58.0076
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",384,49,41.4795,0.0024,13.3723,3.20051,58.1556,58.0547
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",384,50,41.7003,0.002469,13.3647,3.20522,58.3752,58.2726
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",384,51,41.6983,0.002441,13.3645,3.20093,58.3636,58.2662
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",384,52,41.246,0.00246,13.373,3.20682,57.9276,57.8283
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",384,53,41.5187,0.00244,13.3852,3.1991,58.2053,58.1054
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",384,54,41.6101,0.00265,13.4001,3.19853,58.3092,58.2114
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",384,55,41.4392,0.002348,13.383,3.20218,58.1247,58.0267
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",384,56,41.5671,0.002499,13.3754,3.20022,58.2435,58.1453
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",384,57,41.3092,0.0026,13.3381,3.20032,57.95,57.8503
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",384,58,41.3549,0.002779,13.3701,3.2025,58.0262,57.9303
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",384,59,41.4201,0.002521,13.3724,3.20336,58.0987,57.9983
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",384,60,41.3704,0.00241,13.3831,3.20365,58.0608,57.9596
