dim,precision,solver_type,api,bc_name,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",64,0,185.639,0.00298,0.060189,52.425,441.585,238.128
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",64,17,0.150464,0.00173,0.02421,0.022912,0.275687,0.199316
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",64,18,0.147968,0.00166,0.023499,0.02208,0.270287,0.195207
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",64,19,0.151264,0.00152,0.02297,0.023712,0.273547,0.199466
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",64,20,0.159488,0.00155,0.02286,0.02336,0.279257,0.207258
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",64,21,0.149792,0.00177,0.02081,0.023168,0.259687,0.19554
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",64,22,0.14976,0.00161,0.023619,0.023488,0.270687,0.198477
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",64,23,0.150144,0.001619,0.02333,0.02368,0.271797,0.198773
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",64,24,0.148064,0.001499,0.02325,0.02496,0.269987,0.197773
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",64,25,0.150912,0.001511,0.023081,0.021696,0.270937,0.1972
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",64,26,0.150272,0.001649,0.0233,0.023424,0.275577,0.198645
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",64,27,0.150208,0.00156,0.02079,0.024128,0.261537,0.196686
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",64,28,0.147808,0.00161,0.02417,0.023296,0.268827,0.196884
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",64,29,0.148928,0.00166,0.023599,0.023456,0.270277,0.197643
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",64,30,0.152608,0.0015,0.02379,0.022784,0.273477,0.200682
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",64,31,0.15072,0.00161,0.02338,0.02272,0.269747,0.19843
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",64,32,0.151744,0.00158,0.02374,0.023392,0.272717,0.200456
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",64,33,0.150112,0.001719,0.02117,0.023488,0.260507,0.196489
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",64,34,0.147904,0.001639,0.02328,0.022912,0.267577,0.195735
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",64,35,0.14928,0.00154,0.02313,0.023456,0.270577,0.197406
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",64,36,0.15104,0.001541,0.023199,0.023648,0.274597,0.199428
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",64,37,0.147968,0.001739,0.02282,0.02336,0.270637,0.195887
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",64,38,0.152576,0.00159,0.02176,0.024064,0.267047,0.19999
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",64,39,0.149984,0.00152,0.02035,0.023712,0.260007,0.195566
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",64,40,0.14992,0.00166,0.02339,0.023552,0.271138,0.198522
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",64,41,0.149408,0.00157,0.022949,0.023136,0.268137,0.197063
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",64,42,0.160384,0.0016,0.02341,0.021792,0.281697,0.207186
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",64,43,0.149664,0.00158,0.02368,0.022592,0.271577,0.197516
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",64,44,0.153824,0.00158,0.02316,0.024896,0.275947,0.20346
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",64,45,0.154112,0.00157,0.02328,0.02288,0.272127,0.201842
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",64,46,0.153184,0.00157,0.0231,0.021696,0.273037,0.19955
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",64,47,0.15024,0.00185,0.02437,0.023232,0.272627,0.199692
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",64,48,0.148384,0.00153,0.02334,0.02368,0.269788,0.196934
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",64,49,0.149408,0.001599,0.02363,0.023616,0.272017,0.198253
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",64,50,0.14944,0.00183,0.02297,0.024992,0.362127,0.199232
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",64,51,0.147648,0.0016,0.02337,0.02272,0.267617,0.195338
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",64,52,0.150112,0.00163,0.02346,0.022784,0.272247,0.197986
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",64,53,0.153408,0.00156,0.02436,0.02368,0.276747,0.203008
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",64,54,0.14976,0.00164,0.02376,0.023712,0.272627,0.198872
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",64,55,0.151136,0.001622,0.02307,0.023168,0.273307,0.198996
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",64,56,0.147328,0.001731,0.023399,0.021728,0.419195,0.194186
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",64,57,0.15344,0.00163,0.0233,0.023424,0.274397,0.201794
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",64,58,0.150688,0.00159,0.02308,0.023104,0.275587,0.198462
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",64,59,0.148,0.00157,0.02363,0.022336,0.269608,0.195536
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",64,60,0.14944,0.00154,0.023399,0.022688,0.271117,0.197067
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",64,61,0.152736,0.001629,0.022901,0.023264,0.274927,0.20053
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",64,62,0.15344,0.001609,0.023269,0.022752,0.275397,0.20107
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",64,63,0.15136,0.001611,0.022569,0.024864,0.274887,0.200404
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",64,64,0.149728,0.001729,0.02281,0.023264,0.270078,0.197531
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",64,65,0.14992,0.001589,0.023669,0.023264,0.271167,0.198442
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",64,66,0.148896,0.00152,0.0238,0.02192,0.272047,0.196136
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",64,67,0.155648,0.00165,0.02377,0.022176,0.285697,0.203244
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",64,68,0.147648,0.00159,0.0204,0.0232,0.257937,0.192838
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",64,69,0.150272,0.00163,0.02327,0.023456,0.270787,0.198628
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",64,70,0.154592,0.00153,0.023009,0.022944,0.274577,0.202075
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",64,71,0.150016,0.001849,0.02326,0.024448,0.272157,0.199573
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",64,72,0.158432,0.001711,0.02433,0.023584,0.283457,0.208057
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",64,73,0.151648,0.0017,0.023369,0.022848,0.269537,0.199565
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",64,74,0.150432,0.00151,0.02313,0.023456,0.273898,0.198528
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,0,0.995136,0.001591,0.04643,0.045312,1.20651,1.08847
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,1,0.795616,0.001779,0.04277,0.042336,0.9868,0.882501
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,2,0.77296,0.00159,0.03811,0.044128,0.95239,0.856788
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,3,0.782848,0.001641,0.04194,0.042368,0.97375,0.868797
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,4,0.80176,0.00174,0.04635,0.045792,1.0275,0.895642
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,5,0.792128,0.00167,0.04196,0.042368,0.98319,0.878126
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,6,0.79152,0.001639,0.041828,0.042816,0.981819,0.877803
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,7,0.790016,0.0016,0.04153,0.04304,0.977,0.876186
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,8,0.787616,0.00163,0.0413,0.042336,0.97852,0.872882
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,9,0.787072,0.00169,0.04261,0.042304,0.979709,0.873676
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,10,0.813088,0.001861,0.047218,0.0448,1.03944,0.906967
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,11,0.780992,0.001709,0.042209,0.042208,0.97103,0.867118
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,12,0.796928,0.00176,0.041779,0.042272,0.98913,0.882739
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,13,0.791456,0.001621,0.04202,0.042816,0.982499,0.877913
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,14,0.778848,0.00163,0.04159,0.042272,0.96877,0.86434
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,15,0.822272,0.001802,0.046789,0.046528,1.04848,0.917391
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,16,0.835968,0.00162,0.04158,0.041856,1.02533,0.921024
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,17,0.786144,0.00188,0.042519,0.043424,0.978529,0.873967
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,18,0.78432,0.001751,0.042568,0.042272,0.97523,0.870911
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,19,0.783552,0.001491,0.041669,0.043072,0.96934,0.869784
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,20,0.785696,0.00162,0.041818,0.042688,0.97833,0.871822
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,21,1.01418,0.00157,0.04261,0.041952,1.20773,1.10031
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,22,0.94608,0.00166,0.04222,0.04304,1.13744,1.033
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,23,0.776,0.001639,0.04158,0.04256,0.96415,0.861779
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,24,0.859072,0.001651,0.041529,0.042528,1.0483,0.94478
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,25,0.860128,0.00169,0.041459,0.042144,1.05091,0.945421
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,26,0.79056,0.001681,0.04251,0.042848,0.9816,0.877599
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,27,0.775936,0.00154,0.03834,0.044064,0.95646,0.85988
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,28,0.794976,0.001601,0.042379,0.042592,0.985489,0.881548
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,29,0.902752,0.0017,0.04184,0.042016,1.09304,0.988308
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,30,0.78544,0.001599,0.04161,0.043744,0.97658,0.872393
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,31,0.781888,0.00164,0.04191,0.042592,0.97055,0.86803
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,32,0.779456,0.00162,0.04161,0.041888,0.96946,0.864574
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,33,0.792032,0.00175,0.041969,0.04224,0.98416,0.877991
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,34,0.792608,0.00166,0.042108,0.04272,0.98641,0.879096
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,35,0.785632,0.00186,0.03823,0.044352,0.96633,0.870074
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,36,0.784864,0.00165,0.041529,0.043872,0.9739,0.871915
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,37,0.879616,0.001579,0.04163,0.042208,1.07163,0.965033
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,38,0.783488,0.00175,0.04315,0.043744,0.97903,0.872132
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,39,0.783616,0.001899,0.04182,0.042208,0.97383,0.869543
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,40,0.788352,0.001631,0.04149,0.041664,0.976609,0.873137
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,41,0.770144,0.00166,0.04184,0.042112,0.96013,0.855756
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,42,0.896288,0.001821,0.041909,0.042368,1.08705,0.982386
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,43,0.77808,0.001819,0.038898,0.041984,0.96047,0.860781
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,44,0.781344,0.00166,0.043,0.043584,0.97199,0.869588
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,45,0.77504,0.001659,0.042049,0.043744,0.96545,0.862492
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,46,0.782848,0.001619,0.04186,0.04336,0.971829,0.869687
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,47,0.937952,0.001721,0.041889,0.042144,1.12832,1.02371
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,48,0.782208,0.00161,0.042429,0.04288,0.97313,0.869127
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,49,0.774752,0.00156,0.041549,0.04192,0.96333,0.859781
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,50,0.787136,0.00164,0.0423,0.042272,0.97843,0.873348
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,51,0.778784,0.00161,0.04133,0.042336,0.97638,0.86406
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,52,0.7888,0.001631,0.041438,0.041888,0.97968,0.873757
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,53,0.787008,0.001689,0.04191,0.0432,0.97719,0.873807
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,54,0.783776,0.00173,0.042509,0.042752,0.97563,0.870767
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,55,0.784768,0.001602,0.041789,0.042304,0.975249,0.870463
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,56,0.784672,0.00168,0.042208,0.043776,0.978549,0.872336
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,57,0.800768,0.00154,0.04174,0.042752,0.989349,0.8868
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,58,0.787008,0.00164,0.04179,0.042304,0.97717,0.872742
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,59,0.889312,0.00164,0.041419,0.04272,1.07857,0.975091
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,60,0.792384,0.00163,0.04152,0.042528,0.98242,0.878062
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,61,0.807328,0.00183,0.04737,0.046144,1.03221,0.902672
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,62,0.787424,0.001591,0.04313,0.043936,0.98303,0.876081
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,63,0.782976,0.00165,0.04251,0.042944,0.97579,0.87008
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,64,0.78016,0.00186,0.0422,0.042944,0.97402,0.867164
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,65,0.784,0.00166,0.03992,0.043968,0.96814,0.869548
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,66,0.803552,0.00162,0.04155,0.042208,0.994939,0.88893
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,67,0.869376,0.001529,0.04225,0.043328,1.0598,0.956483
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,68,0.946272,0.00167,0.041659,0.042176,1.13681,1.03178
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,69,0.791264,0.00156,0.03781,0.044128,0.97226,0.874762
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,70,0.91872,0.00163,0.0422,0.042176,1.11094,1.00473
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,71,0.788544,0.001709,0.0421,0.042944,0.980829,0.875297
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,72,0.788448,0.00155,0.041949,0.042784,0.98034,0.874731
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,73,0.783552,0.001661,0.042349,0.042816,0.972829,0.870378
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,74,0.788928,0.00161,0.04184,0.042048,0.97995,0.874426
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,0,2.91878,0.00201,0.088569,0.065184,3.23862,3.07455
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,1,2.73091,0.00185,0.088829,0.066304,3.05772,2.88789
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,2,2.60349,0.00189,0.089349,0.065728,2.92689,2.76045
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,3,2.58832,0.00186,0.088499,0.066656,2.91179,2.74534
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,4,2.57421,0.00191,0.089309,0.065824,2.89901,2.73125
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,5,2.68845,0.0018,0.086789,0.065824,2.98783,2.84286
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,6,2.57744,0.001779,0.085429,0.064288,2.86921,2.72894
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,7,2.58314,0.00174,0.084689,0.064352,2.87683,2.73392
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,8,2.68995,0.001989,0.089138,0.065984,3.01237,2.84706
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,9,2.65651,0.00165,0.085749,0.065568,2.95306,2.80948
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,10,2.63443,0.001611,0.084738,0.064704,2.92701,2.78548
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,11,2.58077,0.001939,0.089379,0.065312,2.90288,2.7374
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,12,2.60403,0.00202,0.08939,0.0656,2.92806,2.76104
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,13,2.57811,0.00192,0.090019,0.065696,2.90284,2.73575
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,14,2.57776,0.00209,0.087349,0.064832,2.87978,2.73203
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,15,2.57904,0.00174,0.084209,0.06592,2.87535,2.73091
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,16,2.70144,0.00198,0.086439,0.065024,2.99471,2.85488
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,17,2.72077,0.0017,0.085309,0.064896,3.01534,2.87267
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,18,2.64784,0.00182,0.087069,0.064768,2.95516,2.8015
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,19,2.67434,0.00165,0.085589,0.0648,2.96972,2.82638
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,20,2.65891,0.00171,0.086,0.064768,2.95462,2.81139
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,21,2.58694,0.001999,0.08957,0.065696,2.9113,2.74421
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,22,2.59462,0.001879,0.089518,0.065696,2.91628,2.75172
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,23,2.65069,0.001951,0.085829,0.065408,2.94743,2.80388
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,24,2.6575,0.00191,0.087949,0.06592,2.96523,2.81328
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,25,2.56666,0.001821,0.088859,0.065856,2.88922,2.72319
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,26,2.63005,0.00189,0.089589,0.066272,2.95644,2.7878
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,27,2.66794,0.001772,0.086438,0.065408,2.96384,2.82155
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,28,2.67766,0.00177,0.085239,0.065408,2.97188,2.83008
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,29,2.61126,0.00178,0.087849,0.06544,2.92574,2.76633
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,30,2.59293,0.00165,0.086829,0.0656,2.89207,2.74701
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,31,2.60144,0.002091,0.089779,0.065568,2.92486,2.75888
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,32,2.61834,0.00185,0.086389,0.064928,2.92153,2.7715
