dim,precision,solver_type,api,bc_name,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",192,67,0.111424,0.00179,1.54435,0.33744,2.06131,1.995
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",192,68,0.11232,0.00197,1.53751,0.332544,2.04978,1.98434
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",192,69,0.116096,0.001858,1.5435,0.333472,2.06116,1.99493
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",192,70,0.115136,0.00215,1.53595,0.336576,2.05547,1.98981
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",192,71,0.109088,0.00192,1.54595,0.335488,2.05863,1.99245
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",192,72,0.110912,0.00198,1.54166,0.334848,2.05709,1.9894
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",192,73,0.112992,0.00191,1.53605,0.335424,2.05362,1.98638
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",192,74,0.125664,0.00218,1.53844,0.334368,2.06585,2.00065
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",256,0,0.365824,0.002201,3.96108,0.9104,5.31972,5.23951
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",256,1,0.366592,0.00244,3.9471,0.912608,5.31185,5.22874
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",256,2,0.365664,0.002221,3.95088,0.904608,5.30239,5.22338
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",256,3,0.365984,0.002222,3.945,0.906176,5.30423,5.21939
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",256,4,0.368192,0.00255,3.94615,0.907552,5.30655,5.22445
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",256,5,0.366848,0.002209,3.94563,0.90416,5.29615,5.21885
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",256,6,0.355488,0.00212,3.9425,0.90864,5.28063,5.20875
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",256,7,0.35568,0.00217,3.94483,0.90832,5.27935,5.211
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",256,8,0.366272,0.00232,3.94776,0.909664,5.30573,5.22602
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",256,9,0.349984,0.00216,3.95015,0.906432,5.2769,5.20873
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",256,10,0.36368,0.002201,3.94516,0.907392,5.29435,5.21843
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",256,11,0.367232,0.00232,3.94872,0.902656,5.29875,5.22093
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",256,12,0.35008,0.002191,3.94157,0.905408,5.26834,5.19925
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",256,13,0.367392,0.00242,3.94633,0.907584,5.33616,5.22373
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",256,14,0.355552,0.00228,3.94551,0.905024,5.27907,5.20837
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",256,15,0.366496,0.00207,3.94469,0.911712,5.30607,5.22497
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",256,16,0.367968,0.00214,3.95452,0.907168,5.31131,5.2318
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",256,17,0.36688,0.002189,3.95003,0.909856,5.31116,5.22896
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",256,18,0.369952,0.002201,3.94668,0.90352,5.29486,5.22236
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",256,19,0.355776,0.00205,3.95675,0.901696,5.28931,5.21628
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",256,20,0.352224,0.00193,3.94593,0.903168,5.27635,5.20325
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",256,21,0.353632,0.002221,3.94454,0.903744,5.27154,5.20414
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",256,22,0.3568,0.002321,3.94084,0.90256,5.26973,5.20252
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",256,23,0.35568,0.002129,3.94417,0.901696,5.27222,5.20368
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",256,24,0.35728,0.00202,3.93888,0.901216,5.26608,5.1994
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",256,25,0.353888,0.001971,3.95338,0.909568,5.2887,5.21881
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",256,26,0.369856,0.00241,3.94697,0.90832,5.30449,5.22756
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",256,27,0.368096,0.00207,3.94461,0.905376,5.30046,5.22015
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",256,28,0.350304,0.00214,3.94328,0.905632,5.27425,5.20136
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",256,29,0.368352,0.002211,3.94745,0.903968,5.3013,5.22198
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",256,30,0.368096,0.002252,3.94821,0.90976,5.30832,5.22832
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",256,31,0.369824,0.002308,3.9452,0.903072,5.30015,5.22041
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",256,32,0.36528,0.00237,3.94688,0.907136,5.29792,5.22167
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",256,33,0.367808,0.00203,3.95266,0.907328,5.31014,5.22983
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",256,34,0.367296,0.00242,3.94685,0.904576,5.3024,5.22114
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",256,35,0.367616,0.00238,3.94526,0.90496,5.2988,5.22022
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",256,36,0.367072,0.00217,3.95292,0.908608,5.30762,5.23077
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",256,37,0.356384,0.00241,3.94596,0.909312,5.2839,5.21407
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",256,38,0.35952,0.00215,3.94236,0.900288,5.2751,5.20432
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",256,39,0.367232,0.002351,3.94784,0.903968,5.30434,5.22139
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",256,40,0.363392,0.00214,3.95076,0.906048,5.29838,5.22234
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",256,41,0.366656,0.00246,3.94642,0.906112,5.30104,5.22165
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",256,42,0.365056,0.00226,3.9475,0.908768,5.30346,5.22359
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",256,43,0.359904,0.00209,3.94419,0.906624,5.29005,5.21281
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",256,44,0.353056,0.002009,3.94192,0.902816,5.26961,5.1998
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",256,45,0.35792,0.00199,3.94247,0.906112,5.27759,5.20849
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",256,46,0.35328,0.00209,3.95347,0.907456,5.28799,5.2163
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",256,47,0.366016,0.002188,3.9471,0.909184,5.30268,5.22448
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",256,48,0.3656,0.002369,3.9449,0.901888,5.29285,5.21475
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",256,49,0.368032,0.00209,3.95431,0.91248,5.31701,5.23691
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",256,50,0.365312,0.00211,3.94963,0.907648,5.30446,5.2247
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",256,51,0.36688,0.002209,3.94924,0.90544,5.30278,5.22377
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",256,52,0.363552,0.00204,3.94517,0.9056,5.29282,5.21636
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",256,53,0.36752,0.00199,3.94644,0.906208,5.30042,5.22215
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",256,54,0.356672,0.00208,3.94407,0.901472,5.27212,5.20429
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",256,55,0.357376,0.00201,3.94592,0.905376,5.28025,5.21068
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",256,56,0.354304,0.00203,3.93984,0.902272,5.27096,5.19844
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",256,57,0.358432,0.00229,3.94234,0.901344,5.27967,5.2044
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",256,58,0.357792,0.00189,3.94382,0.901216,5.27507,5.20471
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",256,59,0.366272,0.002222,3.94286,0.904192,5.30232,5.21554
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",256,60,0.368672,0.00237,3.94427,0.906304,5.30079,5.22161
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",256,61,0.359904,0.0023,3.94122,0.903584,5.27262,5.20701
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",256,62,0.36848,0.00217,3.94757,0.90976,5.30277,5.22798
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",256,63,0.357792,0.00186,3.94509,0.905344,5.28488,5.21008
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",256,64,0.352992,0.00232,3.94472,0.905536,5.27512,5.20556
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",256,65,0.355072,0.00209,3.94315,0.903776,5.2755,5.20408
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",256,66,0.351136,0.00222,3.94279,0.90288,5.2683,5.19902
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",256,67,0.355808,0.00212,3.94038,0.904,5.27097,5.20231
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",256,68,0.35408,0.00207,4.01751,0.905824,5.35155,5.27948
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",256,69,0.363488,0.00213,3.94605,0.904576,5.29516,5.21624
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",256,70,0.356608,0.002169,3.9412,0.900096,5.27025,5.20007
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",256,71,0.35328,0.002,3.94341,0.904672,5.27098,5.20336
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",256,72,0.369344,0.002361,3.95051,0.906912,5.30893,5.22912
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",256,73,0.348832,0.00241,3.94235,0.906656,5.26746,5.20025
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",256,74,0.357504,0.00202,3.94501,0.906752,5.28136,5.21129
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",320,0,0.75104,0.00207,9.04162,1.83779,11.712,11.6325
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",320,1,0.750144,0.00224,9.01124,1.8352,11.6771,11.5988
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",320,2,0.75152,0.002121,9.04221,1.83946,11.7187,11.6353
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",320,3,0.74848,0.002301,9.02555,1.8391,11.6928,11.6154
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",320,4,0.750624,0.00252,9.04716,1.83965,11.7186,11.64
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",320,5,0.753184,0.00248,9.03063,1.83539,11.7011,11.6217
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",320,6,0.749568,0.002309,9.03956,1.83526,11.7039,11.6267
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",320,7,0.749728,0.0025,9.02805,1.83712,11.6949,11.6174
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",320,8,0.751072,0.00219,9.04905,1.83952,11.7224,11.6418
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",320,9,0.749888,0.002312,9.03242,1.83907,11.705,11.6237
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",320,10,0.750624,0.00246,9.04944,1.83507,11.7181,11.6376
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",320,11,0.746272,0.002391,9.03342,1.83568,11.698,11.6178
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",320,12,0.7512,0.00241,9.04022,1.83677,11.7102,11.6306
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",320,13,0.756288,0.00279,9.033,1.83875,11.7113,11.6308
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",320,14,0.75264,0.00235,9.02079,1.83766,11.7002,11.6134
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",320,15,0.748416,0.002171,9.03259,1.8344,11.6935,11.6176
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",320,16,0.75104,0.00219,9.03859,1.84077,11.7092,11.6326
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",320,17,0.752064,0.002159,9.03346,1.83898,11.7024,11.6267
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",320,18,0.750208,0.00231,9.03064,1.84109,11.7085,11.6242
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",320,19,0.749408,0.002251,9.03608,1.83446,11.6999,11.6222
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",320,20,0.747392,0.002279,9.03515,1.8351,11.6962,11.6199
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",320,21,0.749888,0.00218,9.03138,1.836,11.6989,11.6194
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",320,22,0.748672,0.002201,9.04185,1.83741,11.7102,11.6301
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",320,23,0.750304,0.0023,9.03283,1.83629,11.6961,11.6217
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",320,24,0.749024,0.00247,9.03114,1.83578,11.6961,11.6184
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",320,25,0.751712,0.00242,9.04227,1.83987,11.7186,11.6363
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",320,26,0.75072,0.00206,9.03675,1.83485,11.7062,11.6244
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",320,27,0.750016,0.00226,9.03292,1.83414,11.6999,11.6193
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",320,28,0.749824,0.002051,9.04044,1.83997,11.7089,11.6323
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",320,29,0.751456,0.00216,9.04032,1.83968,11.7147,11.6336
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",320,30,0.749888,0.00204,9.03937,1.83754,11.7076,11.6288
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",320,31,0.750368,0.00227,9.03053,1.83504,11.6949,11.6182
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",320,32,0.749088,0.002391,9.04231,1.83882,11.7117,11.6326
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",320,33,0.753376,0.00238,9.03617,1.83594,11.7108,11.6279
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",320,34,0.7528,0.00235,9.04155,1.84333,11.7198,11.64
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",320,35,0.75264,0.002291,9.04169,1.8359,11.7157,11.6325
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",320,36,0.7488,0.002431,9.02106,1.83533,11.6832,11.6076
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",320,37,0.753088,0.002271,9.0351,1.83798,11.7104,11.6284
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",320,38,0.751136,0.002209,9.04318,1.83254,11.7089,11.6291
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",320,39,0.751648,0.002619,9.05019,1.8369,11.7212,11.6414
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",320,40,0.748928,0.002089,9.04023,1.83933,11.7065,11.6306
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",320,41,0.750112,0.00221,9.0337,1.83584,11.7036,11.6219
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",320,42,0.750368,0.002181,9.04476,1.83827,11.7136,11.6356
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",320,43,0.750048,0.00266,9.04966,1.83322,11.7148,11.6356
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",320,44,0.745408,0.002241,9.04262,1.83514,11.7033,11.6254
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",320,45,0.751584,0.00235,9.03867,1.83821,11.7131,11.6308
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",320,46,0.753632,0.00208,9.01542,1.83907,11.687,11.6102
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",320,47,0.750624,0.0026,9.03038,1.83885,11.7013,11.6225
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",320,48,0.747648,0.00199,9.03489,1.83734,11.6987,11.6219
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",320,49,0.750944,0.002451,9.03947,1.83878,11.7111,11.6317
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",320,50,0.751488,0.002411,9.04299,1.83798,11.7131,11.6349
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",320,51,0.75024,0.00216,9.03678,1.83402,11.7048,11.6232
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",320,52,0.751008,0.002751,9.03868,1.84077,11.7163,11.6332
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",320,53,0.748768,0.00204,9.03354,1.84045,11.7008,11.6248
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",320,54,0.750336,0.002059,9.03196,1.83498,11.6977,11.6193
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",320,55,0.750016,0.00228,9.04776,1.83037,11.7085,11.6304
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",320,56,0.750336,0.00233,9.03022,1.83773,11.7032,11.6206
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",320,57,0.74864,0.002189,9.03486,1.83526,11.6965,11.621
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",320,58,0.749312,0.00225,9.03037,1.83373,11.6919,11.6157
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",320,59,0.751136,0.00225,9.03474,1.84083,11.7082,11.629
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",320,60,0.750464,0.001969,9.03733,1.83421,11.7028,11.624
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",320,61,0.749408,0.002259,9.03469,1.83686,11.7023,11.6232
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",320,62,0.747744,0.00237,9.03054,1.82538,11.6833,11.606
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",320,63,0.749376,0.00231,9.0319,1.82992,11.6942,11.6135
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",320,64,0.749504,0.00245,9.04405,1.83994,11.7141,11.6359
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",320,65,0.750368,0.0023,9.04031,1.83885,11.7141,11.6318
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",320,66,0.749472,0.00204,9.03995,1.83309,11.7006,11.6245
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",320,67,0.748928,0.0022,9.04751,1.83686,11.711,11.6355
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",320,68,0.750944,0.00273,9.04226,1.83818,11.7141,11.6341
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",320,69,0.747872,0.00193,9.03492,1.83741,11.6982,11.6221
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",320,70,0.750368,0.002419,9.03805,1.83661,11.7053,11.6274
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",320,71,0.749888,0.00245,9.01998,1.83373,11.6809,11.606
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",320,72,0.749952,0.002439,9.02716,1.83542,11.6966,11.615
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",320,73,0.75056,0.002039,9.03547,1.83834,11.7069,11.6264
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",320,74,0.749824,0.002469,9.04014,1.83514,11.706,11.6276
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",384,0,1.26627,0.002219,13.1151,3.2032,17.6682,17.5868
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",384,1,1.26704,0.00242,13.1093,3.20358,17.6657,17.5824
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",384,2,1.2673,0.002069,13.1228,3.19674,17.669,17.5889
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",384,3,1.26774,0.00219,13.1193,3.20195,17.673,17.5912
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",384,4,1.26656,0.00234,13.1183,3.2016,17.6715,17.5888
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",384,5,1.26621,0.002471,13.1209,3.20323,17.6718,17.5928
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",384,6,1.26589,0.002011,13.1199,3.20182,17.6707,17.5896
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",384,7,1.2673,0.0022,13.1248,3.20346,17.6814,17.5978
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",384,8,1.26675,0.00206,13.1175,3.19942,17.6673,17.5857
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",384,9,1.27021,0.00221,13.1179,3.20147,17.6727,17.5918
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",384,10,1.26736,0.00254,13.1298,3.20422,17.6849,17.604
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",384,11,1.26672,0.0022,13.1118,3.19747,17.6628,17.5782
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",384,12,1.26726,0.002511,13.109,3.20851,17.6753,17.5873
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",384,13,1.26829,0.002381,13.1087,3.20474,17.6667,17.5841
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",384,14,1.27075,0.002289,13.121,3.21331,17.6932,17.6074
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",384,15,1.26701,0.00233,13.1081,3.19523,17.6571,17.5727
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",384,16,1.2671,0.00239,13.1199,3.20534,17.6794,17.5948
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",384,17,1.26707,0.00221,13.1241,3.20698,17.6811,17.6004
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",384,18,1.26646,0.00226,13.1107,3.19824,17.6589,17.5777
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",384,19,1.26701,0.00195,13.117,3.20016,17.6669,17.5861
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",384,20,1.26912,0.0023,13.129,3.20454,17.6903,17.6049
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",384,21,1.2681,0.002191,13.1301,3.20138,17.6864,17.6018
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",384,22,1.26995,0.00217,13.0962,3.2072,17.6616,17.5755
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",384,23,1.2679,0.00233,13.1091,3.20416,17.6667,17.5835
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",384,24,1.2697,0.002378,13.1174,3.19891,17.6754,17.5884
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",384,25,1.27149,0.002511,13.1238,3.20304,17.682,17.6008
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",384,26,1.26765,0.00226,13.1136,3.20176,17.6687,17.5852
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",384,27,1.26746,0.002229,13.1282,3.20118,17.6811,17.5991
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",384,28,1.26774,0.001929,13.1157,3.20563,17.675,17.591
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",384,29,1.26669,0.00205,13.1206,3.20064,17.6727,17.5899
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",384,30,1.27309,0.0023,13.121,3.20115,17.6811,17.5976
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",384,31,1.26726,0.002121,13.1288,3.20291,17.6843,17.6011
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",384,32,1.26851,0.002421,13.1219,3.20026,17.6765,17.5931
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",384,33,1.26752,0.002181,13.1233,3.20518,17.6824,17.5982
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",384,34,1.27104,0.00233,13.1333,3.20867,17.7003,17.6153
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",384,35,1.27245,0.00218,13.1236,3.20435,17.6843,17.6026
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",384,36,1.27094,0.002441,13.1312,3.20381,17.6941,17.6084
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",384,37,1.26778,0.002259,13.122,3.2048,17.6805,17.5968
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",384,38,1.26886,0.0022,13.12,3.20813,17.6852,17.5992
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",384,39,1.27462,0.002261,13.1248,3.2017,17.686,17.6034
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",384,40,1.26714,0.00208,13.1124,3.19872,17.6621,17.5804
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",384,41,1.26611,0.00205,13.1126,3.21555,17.6805,17.5963
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",384,42,1.26691,0.001969,13.1179,3.20147,17.6683,17.5883
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",384,43,1.26688,0.00191,13.1178,3.20336,17.6706,17.5899
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",384,44,1.26442,0.00244,13.1171,3.20278,17.6641,17.5868
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",384,45,1.26886,0.001979,13.1143,3.20333,17.6753,17.5885
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",384,46,1.26602,0.00196,13.1212,3.19818,17.6674,17.5873
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",384,47,1.2657,0.00239,13.1259,3.20509,17.6783,17.5991
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",384,48,1.268,0.00226,13.1068,3.20291,17.6608,17.58
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",384,49,1.26688,0.001929,13.1233,3.20355,17.6819,17.5957
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",384,50,1.26765,0.00189,13.1249,3.20758,17.6855,17.602
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",384,51,1.26758,0.0023,13.1297,3.20355,17.6858,17.6031
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",384,52,1.26954,0.002419,13.1209,3.20413,17.6808,17.597
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",384,53,1.26506,0.002449,13.1059,3.20269,17.6583,17.5761
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",384,54,1.26803,0.002461,13.1282,3.20022,17.6818,17.5989
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",384,55,1.26605,0.0021,13.1219,3.19958,17.672,17.5896
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",384,56,1.26931,0.00212,13.1058,3.20589,17.6681,17.5831
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",384,57,1.27011,0.00209,13.1259,3.20752,17.6909,17.6057
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",384,58,1.26966,0.00221,13.1049,3.20195,17.6639,17.5787
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",384,59,1.26842,0.00213,13.1104,3.20227,17.6648,17.5832
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",384,60,1.2681,0.00197,13.1152,3.20525,17.6755,17.5905
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",384,61,1.26666,0.002029,13.1184,3.20086,17.6668,17.5879
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",384,62,1.26954,0.00225,13.1149,3.20211,17.6687,17.5888
