dim,precision,solver_type,api,bc_name,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
1,float,uniform,CPU,"P | P",256,57,0.019456,0,0.01798,0.01552,0.100399,0.052956
1,float,uniform,CPU,"P | P",256,58,0.020992,0,0.01763,0.015008,0.097699,0.05363
1,float,uniform,CPU,"P | P",256,59,0.022016,0,0.014379,0.017536,0.092929,0.053931
1,float,uniform,CPU,"P | P",256,60,0.020928,0,0.01837,0.015008,0.100699,0.054306
1,float,uniform,CPU,"P | P",256,61,0.02112,0,0.01747,0.015968,0.098649,0.054558
1,float,uniform,CPU,"P | P",256,62,0.019872,0,0.01782,0.016864,0.101109,0.054556
1,float,uniform,CPU,"P | P",256,63,0.018336,0,0.01773,0.015648,0.096769,0.051714
1,float,uniform,CPU,"P | P",256,64,0.021536,0,0.01793,0.017504,0.103219,0.05697
1,float,uniform,CPU,"P | P",256,65,0.018368,0,0.018,0.013888,0.095328,0.050256
1,float,uniform,CPU,"P | P",256,66,0.018944,0,0.023379,0.0168,0.103979,0.059123
1,float,uniform,CPU,"P | P",256,67,0.020992,0,0.01761,0.013984,0.096349,0.052586
1,float,uniform,CPU,"P | P",256,68,0.018816,0,0.01718,0.014944,0.097019,0.05094
1,float,uniform,CPU,"P | P",256,69,0.01856,0,0.017529,0.013824,0.094389,0.049913
1,float,uniform,CPU,"P | P",256,70,0.019808,0,0.017479,0.016352,0.101609,0.053639
1,float,uniform,CPU,"P | P",256,71,0.019552,0,0.01772,0.01552,0.100269,0.052792
1,float,uniform,CPU,"P | P",256,72,0.019744,0,0.01798,0.016672,0.100269,0.054396
1,float,uniform,CPU,"P | P",256,73,0.021344,0,0.01764,0.013888,0.095469,0.052872
1,float,uniform,CPU,"P | P",256,74,0.0192,0,0.01767,0.015392,0.097429,0.052262
1,float,uniform,CPU,"P | P",320,0,0.02656,0,0.022041,0.030944,0.132038,0.079545
1,float,uniform,CPU,"P | P",320,1,0.022496,0,0.01845,0.014784,0.10035,0.05573
1,float,uniform,CPU,"P | P",320,2,0.019456,0,0.017959,0.014496,0.097019,0.051911
1,float,uniform,CPU,"P | P",320,3,0.021568,0,0.01812,0.016448,0.101599,0.056136
1,float,uniform,CPU,"P | P",320,4,0.01904,0,0.018081,0.017344,0.098549,0.054465
1,float,uniform,CPU,"P | P",320,5,0.01952,0,0.018149,0.01696,0.100219,0.054629
1,float,uniform,CPU,"P | P",320,6,0.01968,0,0.018109,0.015072,0.098079,0.052861
1,float,uniform,CPU,"P | P",320,7,0.020128,0,0.01836,0.016096,0.100549,0.054584
1,float,uniform,CPU,"P | P",320,8,0.018912,0,0.01788,0.013344,0.093439,0.050136
1,float,uniform,CPU,"P | P",320,9,0.110688,0,0.01451,0.01424,0.176308,0.139438
1,float,uniform,CPU,"P | P",320,10,0.021696,0,0.018098,0.014496,0.098619,0.05429
1,float,uniform,CPU,"P | P",320,11,0.021184,0,0.0182,0.016,0.100569,0.055384
1,float,uniform,CPU,"P | P",320,12,0.019616,0,0.01789,0.013472,0.094699,0.050978
1,float,uniform,CPU,"P | P",320,13,0.019936,0,0.01798,0.013408,0.095569,0.051324
1,float,uniform,CPU,"P | P",320,14,0.018752,0,0.018229,0.01264,0.094559,0.049621
1,float,uniform,CPU,"P | P",320,15,0.018976,0,0.01768,0.013984,0.095019,0.05064
1,float,uniform,CPU,"P | P",320,16,0.020096,0,0.01779,0.014112,0.09523,0.051998
1,float,uniform,CPU,"P | P",320,17,0.01968,0,0.01831,0.014528,0.098339,0.052518
1,float,uniform,CPU,"P | P",320,18,0.01872,0,0.017909,0.015296,0.096909,0.051925
1,float,uniform,CPU,"P | P",320,19,0.018592,0,0.018118,0.016928,0.098309,0.053638
1,float,uniform,CPU,"P | P",320,20,0.020064,0,0.01775,0.01392,0.095449,0.051734
1,float,uniform,CPU,"P | P",320,21,0.020384,0,0.02123,0.014048,0.100969,0.055662
1,float,uniform,CPU,"P | P",320,22,0.039552,0,0.021349,0.035168,0.158538,0.096069
1,float,uniform,CPU,"P | P",320,23,0.019968,0,0.01863,0.015296,0.101589,0.053894
1,float,uniform,CPU,"P | P",320,24,0.01904,0,0.01786,0.013472,0.095488,0.050372
1,float,uniform,CPU,"P | P",320,25,0.02032,0,0.01795,0.01664,0.101549,0.05491
1,float,uniform,CPU,"P | P",320,26,0.0192,0,0.0184,0.013664,0.096719,0.051264
1,float,uniform,CPU,"P | P",320,27,0.018976,0,0.017731,0.016064,0.098019,0.052771
1,float,uniform,CPU,"P | P",320,28,0.020352,0,0.01794,0.016512,0.100079,0.054804
1,float,uniform,CPU,"P | P",320,29,0.019616,0,0.01801,0.015904,0.098139,0.05353
1,float,uniform,CPU,"P | P",320,30,0.020704,0,0.01862,0.016768,0.100829,0.056092
1,float,uniform,CPU,"P | P",320,31,0.02032,0,0.01841,0.015968,0.100699,0.054698
1,float,uniform,CPU,"P | P",320,32,0.0192,0,0.01775,0.014368,0.097088,0.051318
1,float,uniform,CPU,"P | P",320,33,0.019744,0,0.01805,0.014464,0.09739,0.052258
1,float,uniform,CPU,"P | P",320,34,0.019808,0,0.01791,0.01504,0.097649,0.052758
1,float,uniform,CPU,"P | P",320,35,0.018272,0,0.01417,0.016928,0.087509,0.04937
1,float,uniform,CPU,"P | P",320,36,0.018944,0,0.018229,0.01456,0.095939,0.051733
1,float,uniform,CPU,"P | P",320,37,0.020032,0,0.01788,0.014848,0.099518,0.05276
1,float,uniform,CPU,"P | P",320,38,0.020128,0,0.01812,0.016224,0.100859,0.054472
1,float,uniform,CPU,"P | P",320,39,0.019488,0,0.01949,0.01408,0.098999,0.053058
1,float,uniform,CPU,"P | P",320,40,0.024448,0,0.01816,0.016032,0.104259,0.05864
1,float,uniform,CPU,"P | P",320,41,0.020416,0,0.01413,0.014144,0.085119,0.04869
1,float,uniform,CPU,"P | P",320,42,0.020128,0,0.01802,0.01472,0.095929,0.052868
1,float,uniform,CPU,"P | P",320,43,0.020544,0,0.01788,0.015104,0.098939,0.053528
1,float,uniform,CPU,"P | P",320,44,0.018624,0,0.018109,0.013856,0.095389,0.050589
1,float,uniform,CPU,"P | P",320,45,0.018048,0,0.01798,0.013856,0.094709,0.049884
1,float,uniform,CPU,"P | P",320,46,0.020832,0,0.01816,0.014656,0.096449,0.053648
1,float,uniform,CPU,"P | P",320,47,0.01808,0,0.017949,0.0136,0.093729,0.049629
1,float,uniform,CPU,"P | P",320,48,0.019456,0,0.01796,0.01216,0.099029,0.049576
1,float,uniform,CPU,"P | P",320,49,0.02064,0,0.017639,0.014368,0.096239,0.052647
1,float,uniform,CPU,"P | P",320,50,0.020448,0,0.01802,0.01504,0.101269,0.053508
1,float,uniform,CPU,"P | P",320,51,0.019072,0,0.01828,0.015296,0.098529,0.052648
1,float,uniform,CPU,"P | P",320,52,0.021408,0,0.019849,0.016704,0.315497,0.057961
1,float,uniform,CPU,"P | P",320,53,0.019424,0,0.017719,0.01392,0.097659,0.051063
1,float,uniform,CPU,"P | P",320,54,0.020192,0,0.01843,0.012704,0.096369,0.051326
1,float,uniform,CPU,"P | P",320,55,0.021024,0,0.01406,0.01696,0.088429,0.052044
1,float,uniform,CPU,"P | P",320,56,0.020896,0,0.01788,0.016704,0.100889,0.05548
1,float,uniform,CPU,"P | P",320,57,0.019616,0,0.018509,0.016704,0.102229,0.054829
1,float,uniform,CPU,"P | P",320,58,0.019136,0,0.0183,0.016448,0.098689,0.053884
1,float,uniform,CPU,"P | P",320,59,0.020224,0,0.01808,0.014496,0.098339,0.0528
1,float,uniform,CPU,"P | P",320,60,0.019264,0,0.017629,0.014176,0.095549,0.051069
1,float,uniform,CPU,"P | P",320,61,0.0192,0,0.017811,0.013952,0.095689,0.050963
1,float,uniform,CPU,"P | P",320,62,0.020064,0,0.01789,0.014816,0.096949,0.05277
1,float,uniform,CPU,"P | P",320,63,0.019968,0,0.01758,0.013408,0.094369,0.050956
1,float,uniform,CPU,"P | P",320,64,0.020032,0,0.018381,0.015872,0.099739,0.054285
1,float,uniform,CPU,"P | P",320,65,0.02016,0,0.01777,0.01632,0.102159,0.05425
1,float,uniform,CPU,"P | P",320,66,0.01856,0,0.01792,0.014304,0.095289,0.050784
1,float,uniform,CPU,"P | P",320,67,0.018656,0,0.01788,0.016032,0.096649,0.052568
1,float,uniform,CPU,"P | P",320,68,0.018496,0,0.01448,0.014368,0.085079,0.047344
1,float,uniform,CPU,"P | P",320,69,0.018816,0,0.01787,0.0128,0.091959,0.049486
1,float,uniform,CPU,"P | P",320,70,0.019712,0,0.0177,0.013824,0.096069,0.051236
1,float,uniform,CPU,"P | P",320,71,0.019072,0,0.01781,0.015168,0.097508,0.05205
1,float,uniform,CPU,"P | P",320,72,0.019264,0,0.01812,0.015616,0.103849,0.053
1,float,uniform,CPU,"P | P",320,73,0.017888,0,0.01775,0.015136,0.095279,0.050774
1,float,uniform,CPU,"P | P",320,74,0.018336,0,0.0142,0.020256,0.089808,0.052792
1,float,uniform,CPU,"P | P",384,0,0.0264,0,0.021889,0.02864,0.133599,0.076929
1,float,uniform,CPU,"P | P",384,1,0.019968,0,0.0181,0.013952,0.095459,0.05202
1,float,uniform,CPU,"P | P",384,2,0.02032,0,0.01815,0.015072,0.097949,0.053542
1,float,uniform,CPU,"P | P",384,3,0.019552,0,0.0179,0.013856,0.096799,0.051308
1,float,uniform,CPU,"P | P",384,4,0.02176,0,0.018299,0.01584,0.102399,0.055899
1,float,uniform,CPU,"P | P",384,5,0.019104,0,0.01686,0.017088,0.092528,0.053052
1,float,uniform,CPU,"P | P",384,6,0.02224,0,0.01886,0.017312,0.105629,0.058412
1,float,uniform,CPU,"P | P",384,7,0.018912,0,0.01796,0.015136,0.099679,0.052008
1,float,uniform,CPU,"P | P",384,8,0.01856,0,0.018399,0.016448,0.098959,0.053407
1,float,uniform,CPU,"P | P",384,9,0.019872,0,0.01769,0.014816,0.097109,0.052378
1,float,uniform,CPU,"P | P",384,10,0.02208,0,0.01818,0.016416,0.101499,0.056676
1,float,uniform,CPU,"P | P",384,11,0.020032,0,0.014701,0.017504,0.096389,0.052237
1,float,uniform,CPU,"P | P",384,12,0.019968,0,0.110497,0.015328,0.188918,0.145793
1,float,uniform,CPU,"P | P",384,13,0.019232,0,0.01825,0.015712,0.098869,0.053194
1,float,uniform,CPU,"P | P",384,14,0.018336,0,0.01777,0.013504,0.094108,0.04961
1,float,uniform,CPU,"P | P",384,15,0.02032,0,0.01863,0.015008,0.099309,0.053958
1,float,uniform,CPU,"P | P",384,16,0.019168,0,0.017881,0.01488,0.096929,0.051929
1,float,uniform,CPU,"P | P",384,17,0.018016,0,0.017958,0.013344,0.093169,0.049318
1,float,uniform,CPU,"P | P",384,18,0.019392,0,0.01807,0.016736,0.100269,0.054198
1,float,uniform,CPU,"P | P",384,19,0.021088,0,0.018049,0.016544,0.102739,0.055681
1,float,uniform,CPU,"P | P",384,20,0.01904,0,0.01794,0.015264,0.097259,0.052244
1,float,uniform,CPU,"P | P",384,21,0.019136,0,0.01806,0.015296,0.097429,0.052492
1,float,uniform,CPU,"P | P",384,22,0.019168,0,0.018171,0.0144,0.097459,0.051739
1,float,uniform,CPU,"P | P",384,23,0.018752,0,0.01829,0.013248,0.095298,0.05029
1,float,uniform,CPU,"P | P",384,24,0.019328,0,0.018179,0.015392,0.098649,0.052899
1,float,uniform,CPU,"P | P",384,25,0.020192,0,0.0141,0.01504,0.08743,0.049332
1,float,uniform,CPU,"P | P",384,26,0.01872,0,0.01819,0.014848,0.097329,0.051758
1,float,uniform,CPU,"P | P",384,27,0.018176,0,0.01828,0.014464,0.096319,0.05092
1,float,uniform,CPU,"P | P",384,28,0.020224,0,0.01797,0.01488,0.097819,0.053074
1,float,uniform,CPU,"P | P",384,29,0.018656,0,0.01804,0.015808,0.096839,0.052504
1,float,uniform,CPU,"P | P",384,30,0.020192,0,0.018099,0.015744,0.100229,0.054035
1,float,uniform,CPU,"P | P",384,31,0.02016,0,0.01831,0.015008,0.098449,0.053478
1,float,uniform,CPU,"P | P",384,32,0.021632,0,0.0187,0.015328,0.103929,0.05566
1,float,uniform,CPU,"P | P",384,33,0.02048,0,0.01836,0.016096,0.099669,0.054936
1,float,uniform,CPU,"P | P",384,34,0.021728,0,0.01826,0.017664,0.104699,0.057652
1,float,uniform,CPU,"P | P",384,35,0.01936,0,0.018019,0.01584,0.099799,0.053219
1,float,uniform,CPU,"P | P",384,36,0.01888,0,0.01861,0.015232,0.099109,0.052722
1,float,uniform,CPU,"P | P",384,37,0.019808,0,0.018169,0.015904,0.098809,0.053881
1,float,uniform,CPU,"P | P",384,38,0.018752,0,0.01407,0.015808,0.085249,0.04863
1,float,uniform,CPU,"P | P",384,39,0.021472,0,0.018499,0.015744,0.101859,0.055715
1,float,uniform,CPU,"P | P",384,40,0.025664,0,0.018099,0.014976,0.103399,0.058739
1,float,uniform,CPU,"P | P",384,41,0.019264,0,0.01812,0.02016,0.102189,0.057544
1,float,uniform,CPU,"P | P",384,42,0.02016,0,0.018139,0.02352,0.106489,0.061819
1,float,uniform,CPU,"P | P",384,43,0.019008,0,0.01414,0.015008,0.085239,0.048156
1,float,uniform,CPU,"P | P",384,44,0.019104,0,0.0142,0.017696,0.087509,0.051
1,float,uniform,CPU,"P | P",384,45,0.019808,0,0.0184,0.014784,0.095019,0.052992
1,float,uniform,CPU,"P | P",384,46,0.019296,0,0.01826,0.015008,0.101459,0.052564
1,float,uniform,CPU,"P | P",384,47,0.019968,0,0.01823,0.01424,0.096779,0.052438
1,float,uniform,CPU,"P | P",384,48,0.019168,0,0.01792,0.01536,0.097289,0.052448
1,float,uniform,CPU,"P | P",384,49,0.020512,0,0.01838,0.014464,0.097919,0.053356
1,float,uniform,CPU,"P | P",384,50,0.019776,0,0.01907,0.015232,0.098499,0.054078
1,float,uniform,CPU,"P | P",384,51,0.020096,0,0.01837,0.013504,0.09443,0.05197
1,float,uniform,CPU,"P | P",384,52,0.02064,0,0.0181,0.014848,0.097008,0.053588
1,float,uniform,CPU,"P | P",384,53,0.018528,0,0.0182,0.015872,0.098069,0.0526
1,float,uniform,CPU,"P | P",384,54,0.018688,0,0.01829,0.01504,0.096438,0.052018
1,float,uniform,CPU,"P | P",384,55,0.020352,0,0.01809,0.014976,0.09721,0.053418
1,float,uniform,CPU,"P | P",384,56,0.018208,0,0.01833,0.013536,0.093769,0.050074
1,float,uniform,CPU,"P | P",384,57,0.02048,0,0.01804,0.014336,0.099379,0.052856
1,float,uniform,CPU,"P | P",384,58,0.020512,0,0.018329,0.015488,0.098169,0.054329
1,float,uniform,CPU,"P | P",384,59,0.0208,0,0.01876,0.015424,0.103689,0.054984
1,float,uniform,CPU,"P | P",384,60,0.018336,0,0.01836,0.015392,0.098439,0.052088
1,float,uniform,CPU,"P | P",384,61,0.020704,0,0.017989,0.017216,0.103119,0.055909
1,float,uniform,CPU,"P | P",384,62,0.019104,0,0.01779,0.014912,0.098419,0.051806
1,float,uniform,CPU,"P | P",384,63,0.020576,0,0.01852,0.014496,0.099248,0.053592
1,float,uniform,CPU,"P | P",384,64,0.02016,0,0.01632,0.016064,0.090319,0.052544
1,float,uniform,CPU,"P | P",384,65,0.020672,0,0.017811,0.015232,0.097809,0.053715
1,float,uniform,CPU,"P | P",384,66,0.019328,0,0.018329,0.015648,0.100799,0.053305
1,float,uniform,CPU,"P | P",384,67,0.01984,0,0.01825,0.015904,0.098329,0.053994
1,float,uniform,CPU,"P | P",384,68,0.019648,0,0.01818,0.014464,0.097869,0.052292
1,float,uniform,CPU,"P | P",384,69,0.018976,0,0.01781,0.014368,0.095459,0.051154
1,float,uniform,CPU,"P | P",384,70,0.02032,0,0.01812,0.015008,0.09855,0.053448
1,float,uniform,CPU,"P | P",384,71,0.01952,0,0.017959,0.014528,0.096079,0.052007
1,float,uniform,CPU,"P | P",384,72,0.018816,0,0.01785,0.015456,0.096549,0.052122
1,float,uniform,CPU,"P | P",384,73,0.020288,0,0.01826,0.016288,0.100519,0.054836
1,float,uniform,CPU,"P | P",384,74,0.02048,0,0.01801,0.0168,0.103259,0.05529
1,float,uniform,CPU,"P | P",448,0,0.027456,0,0.02197,0.035648,0.138718,0.085074
1,float,uniform,CPU,"P | P",448,1,0.019072,0,0.0185,0.01568,0.099109,0.053252
1,float,uniform,CPU,"P | P",448,2,0.02096,0,0.01805,0.017824,0.104479,0.056834
1,float,uniform,CPU,"P | P",448,3,0.020928,0,0.01796,0.013984,0.099179,0.052872
1,float,uniform,CPU,"P | P",448,4,0.021344,0,0.018269,0.01568,0.100369,0.055293
1,float,uniform,CPU,"P | P",448,5,0.020896,0,0.01809,0.016576,0.102179,0.055562
1,float,uniform,CPU,"P | P",448,6,0.019392,0,0.01782,0.01664,0.099259,0.053852
1,float,uniform,CPU,"P | P",448,7,0.019488,0,0.018,0.01776,0.102638,0.055248
1,float,uniform,CPU,"P | P",448,8,0.018528,0,0.01804,0.016608,0.098689,0.053176
1,float,uniform,CPU,"P | P",448,9,0.019968,0,0.01473,0.01568,0.089969,0.050378
1,float,uniform,CPU,"P | P",448,10,0.019264,0,0.01772,0.013152,0.102999,0.050136
1,float,uniform,CPU,"P | P",448,11,0.019808,0,0.01783,0.01648,0.106489,0.054118
1,float,uniform,CPU,"P | P",448,12,0.018304,0,0.017599,0.013952,0.094669,0.049855
1,float,uniform,CPU,"P | P",448,13,0.018912,0,0.01821,0.0152,0.095809,0.052322
1,float,uniform,CPU,"P | P",448,14,0.019616,0,0.017929,0.016352,0.099859,0.053897
1,float,uniform,CPU,"P | P",448,15,0.020128,0,0.01805,0.0168,0.101979,0.054978
1,float,uniform,CPU,"P | P",448,16,0.026784,0,0.017879,0.01568,0.104029,0.060343
1,float,uniform,CPU,"P | P",448,17,0.019264,0,0.0179,0.014912,0.096539,0.052076
1,float,uniform,CPU,"P | P",448,18,0.02576,0,0.01807,0.015456,0.104619,0.059286
1,float,uniform,CPU,"P | P",448,19,0.018176,0,0.018249,0.020672,0.102449,0.057097
1,float,uniform,CPU,"P | P",448,20,0.021248,0,0.01791,0.015456,0.098269,0.054614
1,float,uniform,CPU,"P | P",448,21,0.018496,0,0.017709,0.02048,0.101979,0.056685
1,float,uniform,CPU,"P | P",448,22,0.018912,0,0.01789,0.014144,0.097049,0.050946
1,float,uniform,CPU,"P | P",448,23,0.018464,0,0.017931,0.012736,0.092119,0.049131
1,float,uniform,CPU,"P | P",448,24,0.018688,0,0.01789,0.015584,0.103469,0.052162
1,float,uniform,CPU,"P | P",448,25,0.018784,0,0.017899,0.016416,0.099169,0.053099
1,float,uniform,CPU,"P | P",448,26,0.02096,0,0.017759,0.020224,0.105149,0.058943
1,float,uniform,CPU,"P | P",448,27,0.02,0,0.01777,0.015072,0.097599,0.052842
1,float,uniform,CPU,"P | P",448,28,0.019872,0,0.01497,0.016608,0.090059,0.05145
1,float,uniform,CPU,"P | P",448,29,0.018912,0,0.01637,0.01696,0.089389,0.052242
1,float,uniform,CPU,"P | P",448,30,0.021728,0,0.01866,0.01456,0.328087,0.054948
1,float,uniform,CPU,"P | P",448,31,0.020736,0,0.01778,0.015936,0.099988,0.054452
1,float,uniform,CPU,"P | P",448,32,0.020576,0,0.01838,0.014336,0.099899,0.053292
1,float,uniform,CPU,"P | P",448,33,0.019552,0,0.017869,0.017248,0.100839,0.054669
1,float,uniform,CPU,"P | P",448,34,0.019872,0,0.017989,0.014688,0.098289,0.052549
1,float,uniform,CPU,"P | P",448,35,0.021536,0,0.01843,0.014176,0.099649,0.054142
1,float,uniform,CPU,"P | P",448,36,0.01968,0,0.01697,0.015968,0.096629,0.052618
1,float,uniform,CPU,"P | P",448,37,0.019744,0,0.017969,0.013376,0.096679,0.051089
1,float,uniform,CPU,"P | P",448,38,0.018976,0,0.017969,0.014144,0.094309,0.051089
1,float,uniform,CPU,"P | P",448,39,0.021216,0,0.0183,0.017344,0.102819,0.05686
1,float,uniform,CPU,"P | P",448,40,0.019136,0,0.01787,0.014336,0.097459,0.051342
1,float,uniform,CPU,"P | P",448,41,0.020128,0,0.01783,0.014592,0.095969,0.05255
1,float,uniform,CPU,"P | P",448,42,0.019872,0,0.01812,0.015584,0.100519,0.053576
1,float,uniform,CPU,"P | P",448,43,0.020544,0,0.02048,0.016352,0.102069,0.057376
1,float,uniform,CPU,"P | P",448,44,0.019264,0,0.0178,0.014656,0.096489,0.05172
1,float,uniform,CPU,"P | P",448,45,0.019104,0,0.01815,0.013888,0.095959,0.051142
1,float,uniform,CPU,"P | P",448,46,0.019328,0,0.01805,0.014272,0.103369,0.05165
1,float,uniform,CPU,"P | P",448,47,0.018944,0,0.01843,0.015808,0.099089,0.053182
1,float,uniform,CPU,"P | P",448,48,0.018752,0,0.01789,0.015744,0.097299,0.052386
1,float,uniform,CPU,"P | P",448,49,0.019872,0,0.017831,0.01456,0.097029,0.052263
1,float,uniform,CPU,"P | P",448,50,0.01824,0,0.01767,0.014048,0.094389,0.049958
1,float,uniform,CPU,"P | P",448,51,0.018912,0,0.01785,0.01296,0.093489,0.049722
1,float,uniform,CPU,"P | P",448,52,0.019488,0,0.01772,0.015488,0.097658,0.052696
1,float,uniform,CPU,"P | P",448,53,0.0192,0,0.017689,0.015808,0.097619,0.052697
1,float,uniform,CPU,"P | P",448,54,0.020224,0,0.01767,0.01488,0.097809,0.052774
1,float,uniform,CPU,"P | P",448,55,0.02096,0,0.01802,0.015648,0.101749,0.054628
1,float,uniform,CPU,"P | P",448,56,0.019136,0,0.0185,0.015392,0.100579,0.053028
1,float,uniform,CPU,"P | P",448,57,0.018336,0,0.01783,0.014848,0.095969,0.051014
1,float,uniform,CPU,"P | P",448,58,0.020384,0,0.018169,0.017664,0.103879,0.056217
1,float,uniform,CPU,"P | P",448,59,0.020064,0,0.0183,0.013984,0.098409,0.052348
1,float,uniform,CPU,"P | P",448,60,0.020832,0,0.01785,0.016448,0.101499,0.05513
1,float,uniform,CPU,"P | P",448,61,0.019232,0,0.01425,0.016544,0.086109,0.050026
1,float,uniform,CPU,"P | P",448,62,0.018336,0,0.01621,0.016064,0.087129,0.05061
1,float,uniform,CPU,"P | P",448,63,0.020544,0,0.01842,0.01552,0.100439,0.054484
1,float,uniform,CPU,"P | P",448,64,0.020352,0,0.01814,0.017536,0.100798,0.056028
1,float,uniform,CPU,"P | P",448,65,0.01936,0,0.01773,0.01648,0.097169,0.05357
1,float,uniform,CPU,"P | P",448,66,0.020192,0,0.01781,0.014048,0.097509,0.05205
1,float,uniform,CPU,"P | P",448,67,0.019296,0,0.01806,0.014848,0.098069,0.052204
1,float,uniform,CPU,"P | P",448,68,0.020192,0,0.01817,0.015008,0.099318,0.05337
1,float,uniform,CPU,"P | P",448,69,0.020128,0,0.01817,0.017184,0.103189,0.055482
1,float,uniform,CPU,"P | P",448,70,0.019232,0,0.01801,0.015328,0.098669,0.05257
1,float,uniform,CPU,"P | P",448,71,0.019168,0,0.01761,0.01632,0.096899,0.053098
1,float,uniform,CPU,"P | P",448,72,0.019328,0,0.01783,0.01536,0.098869,0.052518
1,float,uniform,CPU,"P | P",448,73,0.01872,0,0.018119,0.014944,0.097749,0.051783
1,float,uniform,CPU,"P | P",448,74,0.018272,0,0.018161,0.013632,0.095009,0.050065
1,float,uniform,CPU,"P | P",512,0,0.02608,0,0.021689,0.030016,0.131159,0.077785
1,float,uniform,CPU,"P | P",512,1,0.020512,0,0.01818,0.015232,0.112138,0.053924
1,float,uniform,CPU,"P | P",512,2,0.020128,0,0.01782,0.017856,0.103318,0.055804
1,float,uniform,CPU,"P | P",512,3,0.019616,0,0.01779,0.015296,0.099529,0.052702
1,float,uniform,CPU,"P | P",512,4,0.020896,0,0.01755,0.015232,0.099789,0.053678
1,float,uniform,CPU,"P | P",512,5,0.019648,0,0.01751,0.014368,0.097869,0.051526
1,float,uniform,CPU,"P | P",512,6,0.01968,0,0.01754,0.015232,0.097089,0.052452
1,float,uniform,CPU,"P | P",512,7,0.019136,0,0.01744,0.014272,0.097109,0.050848
1,float,uniform,CPU,"P | P",512,8,0.021152,0,0.01761,0.016704,0.103929,0.055466
1,float,uniform,CPU,"P | P",512,9,0.018464,0,0.01408,0.015904,0.085169,0.048448
1,float,uniform,CPU,"P | P",512,10,0.017152,0,0.01419,0.016704,0.087899,0.048046
1,float,uniform,CPU,"P | P",512,11,0.020032,0,0.01786,0.013152,0.093829,0.051044
1,float,uniform,CPU,"P | P",512,12,0.019136,0,0.01813,0.013152,0.097069,0.050418
1,float,uniform,CPU,"P | P",512,13,0.02048,0,0.01778,0.013824,0.097739,0.052084
1,float,uniform,CPU,"P | P",512,14,0.018656,0,0.01758,0.01472,0.096229,0.050956
1,float,uniform,CPU,"P | P",512,15,0.01936,0,0.01788,0.013152,0.100539,0.050392
1,float,uniform,CPU,"P | P",512,16,0.0192,0,0.01751,0.015616,0.100969,0.052326
1,float,uniform,CPU,"P | P",512,17,0.020512,0,0.01789,0.013024,0.095439,0.051426
1,float,uniform,CPU,"P | P",512,18,0.020064,0,0.023419,0.01328,0.104409,0.056763
1,float,uniform,CPU,"P | P",512,19,0.02032,0,0.01804,0.013344,0.098559,0.051704
1,float,uniform,CPU,"P | P",512,20,0.019424,0,0.01787,0.014368,0.097199,0.051662
1,float,uniform,CPU,"P | P",512,21,0.022336,0,0.018289,0.016064,0.105639,0.056689
1,float,uniform,CPU,"P | P",512,22,0.018944,0,0.01745,0.014976,0.097219,0.05137
1,float,uniform,CPU,"P | P",512,23,0.029696,0,0.018449,0.014368,0.110409,0.062513
1,float,uniform,CPU,"P | P",512,24,0.020672,0,0.017449,0.014496,0.099489,0.052617
1,float,uniform,CPU,"P | P",512,25,0.020512,0,0.018259,0.01328,0.106759,0.052051
1,float,uniform,CPU,"P | P",512,26,0.020608,0,0.01781,0.01504,0.100939,0.053458
1,float,uniform,CPU,"P | P",512,27,0.018432,0,0.01771,0.014048,0.096799,0.05019
1,float,uniform,CPU,"P | P",512,28,0.020352,0,0.01782,0.015584,0.101179,0.053756
1,float,uniform,CPU,"P | P",512,29,0.020736,0,0.01774,0.015456,0.100209,0.053932
1,float,uniform,CPU,"P | P",512,30,0.020448,0,0.014241,0.01472,0.087669,0.049409
1,float,uniform,CPU,"P | P",512,31,0.01952,0,0.01775,0.014592,0.096809,0.051862
1,float,uniform,CPU,"P | P",512,32,0.019648,0,0.01761,0.016864,0.101518,0.054122
1,float,uniform,CPU,"P | P",512,33,0.019264,0,0.017589,0.013568,0.095739,0.050421
1,float,uniform,CPU,"P | P",512,34,0.019296,0,0.017689,0.01536,0.098009,0.052345
1,float,uniform,CPU,"P | P",512,35,0.020672,0,0.01779,0.01456,0.100319,0.053022
1,float,uniform,CPU,"P | P",512,36,0.020256,0,0.01791,0.014944,0.100749,0.05311
1,float,uniform,CPU,"P | P",512,37,0.01936,0,0.01728,0.014624,0.096279,0.051264
1,float,uniform,CPU,"P | P",512,38,0.019328,0,0.01781,0.014784,0.098509,0.051922
1,float,uniform,CPU,"P | P",512,39,0.018944,0,0.01778,0.014176,0.098549,0.0509
1,float,uniform,CPU,"P | P",512,40,0.019232,0,0.01832,0.016032,0.099678,0.053584
1,float,uniform,CPU,"P | P",512,41,0.018976,0,0.017699,0.014656,0.098199,0.051331
1,float,uniform,CPU,"P | P",512,42,0.018624,0,0.0152,0.016096,0.086579,0.04992
1,float,uniform,CPU,"P | P",512,43,0.018816,0,0.01773,0.013504,0.096659,0.05005
1,float,uniform,CPU,"P | P",512,44,0.018112,0,0.01398,0.014016,0.082649,0.046108
1,float,uniform,CPU,"P | P",512,45,0.01936,0,0.01786,0.013728,0.097729,0.050948
1,float,uniform,CPU,"P | P",512,46,0.021056,0,0.01767,0.013376,0.099508,0.052102
