dim,precision,solver_type,api,bc_name,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",64,0,184.48,0,0.05506,52.0602,236.695,236.595
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",64,21,0.013792,0,0.02762,0.007072,0.102089,0.048484
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",64,22,0.01568,0,0.027919,0.008416,0.104339,0.052015
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",64,23,0.015296,0,0.02721,0.007872,0.103319,0.050378
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",64,24,0.014656,0,0.02721,0.008576,0.103809,0.050442
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",64,25,0.015296,0,0.02703,0.00832,0.103729,0.050646
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",64,26,0.015584,0,0.02766,0.010272,0.109819,0.053516
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",64,27,0.01552,0,0.0271,0.007872,0.104229,0.050492
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",64,28,0.016064,0,0.02438,0.010048,0.095879,0.050492
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",64,29,0.014208,0,0.02705,0.007552,0.101979,0.04881
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",64,30,0.01488,0,0.027579,0.009088,0.103839,0.051547
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",64,31,0.013984,0,0.02751,0.007712,0.102969,0.049206
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",64,32,0.013792,0,0.027949,0.009216,0.103859,0.050957
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",64,33,0.01488,0,0.027099,0.007072,0.103299,0.049051
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",64,34,0.012928,0,0.0276,0.00912,0.102859,0.049648
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",64,35,0.014432,0,0.02788,0.0088,0.104449,0.051112
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",64,36,0.008832,0,0.02822,0.009088,0.099829,0.04614
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",64,37,0.016576,0,0.027229,0.007328,0.105179,0.051133
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",64,38,0.013408,0,0.027969,0.0088,0.103339,0.050177
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",64,39,0.0144,0,0.027609,0.007776,0.299557,0.049785
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",64,40,0.016992,0,0.0279,0.008544,0.105039,0.053436
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",64,41,0.017088,0,0.0251,0.009216,0.09577,0.051404
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",64,42,0.008448,0,0.0275,0.010336,0.098718,0.046284
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",64,43,0.013952,0,0.02736,0.008064,0.103318,0.049376
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",64,44,0.016576,0,0.02791,0.00784,0.104839,0.052326
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",64,45,0.008032,0,0.027249,0.00656,0.094929,0.041841
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",64,46,0.0136,0,0.0281,0.007648,0.106329,0.049348
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",64,47,0.014368,0,0.02508,0.011872,0.095979,0.05132
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",64,48,0.016064,0,0.03016,0.008,0.108189,0.054224
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",64,49,0.014016,0,0.027509,0.007008,0.103189,0.048533
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",64,50,0.014816,0,0.02722,0.006432,0.102669,0.048468
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",64,51,0.014848,0,0.02729,0.008128,0.102769,0.050266
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",64,52,0.008416,0,0.02751,0.008096,0.096369,0.044022
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",64,53,0.014208,0,0.027299,0.006784,0.102399,0.048291
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",64,54,0.014208,0,0.02705,0.009408,0.102238,0.050666
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",64,55,0.013152,0,0.026789,0.0096,0.102819,0.049541
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",64,56,0.015776,0,0.02734,0.007968,0.103678,0.051084
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",64,57,0.014848,0,0.02742,0.008864,0.103959,0.051132
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",64,58,0.013248,0,0.027689,0.01072,0.103699,0.051657
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",64,59,0.01424,0,0.02674,0.00752,0.102179,0.0485
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",64,60,0.01392,0,0.02781,0.007072,0.102959,0.048802
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",64,61,0.01344,0,0.02874,0.008704,0.104139,0.050884
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",64,62,0.014656,0,0.02747,0.008,0.103798,0.050126
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",64,63,0.015776,0,0.027099,0.007424,0.105098,0.050299
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",64,64,0.01424,0,0.02717,0.009312,0.103899,0.050722
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",64,65,0.014816,0,0.02711,0.00976,0.104619,0.051686
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",64,66,0.016192,0,0.02754,0.009216,0.104278,0.052948
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",64,67,0.015456,0,0.02784,0.007968,0.103729,0.051264
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",64,68,0.013376,0,0.027419,0.007872,0.102389,0.048667
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",64,69,0.013824,0,0.02722,0.007712,0.102058,0.048756
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",64,70,0.016768,0,0.052609,0.00864,0.130929,0.078017
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",64,71,0.014432,0,0.0272,0.008224,0.103509,0.049856
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",64,72,0.016192,0,0.027709,0.010656,0.105039,0.054557
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",64,73,0.01248,0,0.02724,0.009184,0.106458,0.048904
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",64,74,0.014656,0,0.02742,0.008256,0.103319,0.050332
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,0,0.028192,0,0.062149,0.021376,0.166108,0.111717
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,1,0.018976,0,0.05783,0.019488,0.147308,0.096294
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,2,0.018752,0,0.057429,0.018656,0.147528,0.094837
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,3,0.023776,0,0.058739,0.018336,0.153929,0.100851
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,4,0.01952,0,0.058469,0.02512,0.155488,0.103109
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,5,0.033472,0,0.063709,0.022336,0.173118,0.119517
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,6,0.018496,0,0.058469,0.018912,0.149589,0.095877
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,7,0.02032,0,0.057529,0.018432,0.148308,0.096281
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,8,0.026016,0,0.057469,0.019104,0.154688,0.102589
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,9,0.01872,0,0.05777,0.018784,0.148609,0.095274
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,10,0.018816,0,0.058139,0.020096,0.149508,0.097051
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,11,0.025568,0,0.064829,0.018688,0.162638,0.109085
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,12,0.026432,0,0.05717,0.019136,0.155359,0.102738
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,13,0.01808,0,0.05724,0.01952,0.146029,0.09484
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,14,0.019328,0,0.057899,0.018496,0.158628,0.095723
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,15,0.018688,0,0.05789,0.018944,0.147468,0.095522
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,16,0.026496,0,0.057799,0.019392,0.153938,0.103687
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,17,0.018336,0,0.058239,0.0184,0.153808,0.094975
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,18,0.02688,0,0.05382,0.0208,0.147258,0.1015
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,19,0.025152,0,0.058539,0.017632,0.154908,0.101323
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,20,0.03248,0,0.061979,0.024224,0.171258,0.118683
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,21,0.018016,0,0.058099,0.019904,0.147928,0.096019
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,22,0.018848,0,0.058269,0.018272,0.147278,0.095389
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,23,0.019136,0,0.057949,0.01888,0.147899,0.095965
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,24,0.018368,0,0.05791,0.018848,0.147258,0.095126
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,25,0.01872,0,0.05805,0.018048,0.148728,0.094818
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,26,0.025184,0,0.05759,0.019584,0.153479,0.102358
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,27,0.02592,0,0.057729,0.017824,0.155558,0.101473
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,28,0.026208,0,0.060239,0.018656,0.158378,0.105103
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,29,0.026272,0,0.058169,0.01968,0.156008,0.104121
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,30,0.026912,0,0.05709,0.020384,0.156338,0.104386
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,31,0.019296,0,0.0577,0.018816,0.148549,0.095812
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,32,0.01936,0,0.05818,0.019264,0.149189,0.096804
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,33,0.026656,0,0.058389,0.019392,0.155698,0.104437
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,34,0.018912,0,0.057929,0.018272,0.145738,0.095113
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,35,0.026688,0,0.05445,0.020352,0.147078,0.10149
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,36,0.026016,0,0.05751,0.018368,0.153729,0.101894
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,37,0.017792,0,0.058419,0.01808,0.147308,0.094291
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,38,0.018976,0,0.057619,0.017568,0.146718,0.094163
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,39,0.027328,0,0.054819,0.02096,0.148279,0.103107
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,40,0.01952,0,0.05798,0.018336,0.147948,0.095836
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,41,0.01872,0,0.05745,0.019168,0.147719,0.095338
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,42,0.01872,0,0.058229,0.020128,0.149278,0.097077
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,43,0.018432,0,0.05851,0.017696,0.149299,0.094638
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,44,0.025088,0,0.057449,0.01984,0.153108,0.102377
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,45,0.025824,0,0.057869,0.018048,0.154559,0.101741
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,46,0.024416,0,0.057369,0.01904,0.153428,0.100825
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,47,0.025664,0,0.0585,0.01824,0.155068,0.102404
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,48,0.026048,0,0.058299,0.019008,0.155648,0.103355
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,49,0.026688,0,0.057619,0.017664,0.154788,0.101971
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,50,0.01984,0,0.058039,0.016352,0.147818,0.094231
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,51,0.018528,0,0.057989,0.019648,0.149568,0.096165
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,52,0.017952,0,0.058629,0.01952,0.146728,0.096101
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,53,0.02688,0,0.058099,0.018944,0.155199,0.103923
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,54,0.025184,0,0.137758,0.019488,0.235118,0.18243
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,55,0.026176,0,0.059049,0.019968,0.157539,0.105193
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,56,0.019264,0,0.05895,0.018624,0.148439,0.096838
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,57,0.02608,0,0.05798,0.020992,0.156228,0.105052
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,58,0.019488,0,0.05815,0.017856,0.147498,0.095494
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,59,0.018464,0,0.057469,0.019584,0.147178,0.095517
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,60,0.026272,0,0.05803,0.02016,0.163538,0.104462
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,61,0.027232,0,0.057869,0.0184,0.141458,0.103501
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,62,0.026464,0,0.056859,0.01888,0.153648,0.102203
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,63,0.025696,0,0.057569,0.019008,0.154898,0.102273
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,64,0.019104,0,0.057679,0.019136,0.147698,0.095919
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,65,0.027008,0,0.058209,0.018656,0.156388,0.103873
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,66,0.02624,0,0.0572,0.017632,0.155208,0.101072
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,67,0.022304,0,0.057839,0.018656,0.150199,0.098799
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,68,0.035456,0,0.06324,0.022272,0.173948,0.120968
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,69,0.026976,0,0.058,0.01776,0.156479,0.102736
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,70,0.018592,0,0.058019,0.018144,0.147109,0.094755
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,71,0.018304,0,0.05836,0.019232,0.148008,0.095896
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,72,0.026496,0,0.057679,0.019744,0.159838,0.103919
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,73,0.0256,0,0.05848,0.019232,0.155169,0.103312
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,74,0.01984,0,0.057229,0.0192,0.146019,0.096269
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,0,0.064864,0,0.131429,0.05072,0.300897,0.247013
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,1,0.066048,0,0.13153,0.049344,0.298977,0.246922
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,2,0.044448,0,0.128368,0.047136,0.271807,0.219952
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,3,0.052288,0,0.128378,0.046464,0.277966,0.22713
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,4,0.047104,0,0.128319,0.047136,0.274927,0.222559
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,5,0.064224,0,0.131418,0.0488,0.295466,0.244442
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,6,0.045504,0,0.128979,0.04816,0.275827,0.222643
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,7,0.063296,0,0.132029,0.049792,0.298787,0.245117
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,8,0.046208,0,0.129118,0.047904,0.274346,0.22323
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,9,0.045472,0,0.129269,0.04896,0.276617,0.223701
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,10,0.044608,0,0.125658,0.046976,0.267457,0.217242
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,11,0.057728,0,0.130639,0.04944,0.289827,0.237807
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,12,0.045088,0,0.12848,0.047008,0.272677,0.220576
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,13,0.045152,0,0.128308,0.049408,0.276556,0.222868
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,14,0.045376,0,0.125879,0.049408,0.270207,0.220663
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,15,0.04928,0,0.127938,0.046464,0.280126,0.223682
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,16,0.04912,0,0.128958,0.047296,0.277076,0.225374
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,17,0.043808,0,0.127399,0.045248,0.270417,0.216455
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,18,0.042528,0,0.128238,0.046368,0.275967,0.217134
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,19,0.04512,0,0.12698,0.046304,0.271597,0.218404
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,20,0.044704,0,0.12806,0.048736,0.273847,0.2215
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,21,0.044768,0,0.12772,0.046272,0.271757,0.21876
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,22,0.044224,0,0.128288,0.045344,0.271257,0.217856
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,23,0.044256,0,0.127069,0.045856,0.269207,0.217181
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,24,0.043488,0,0.127498,0.046336,0.269017,0.217322
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,25,0.044416,0,0.12688,0.045472,0.269737,0.216768
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,26,0.045376,0,0.127318,0.048288,0.272917,0.220982
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,27,0.062112,0,0.130838,0.048896,0.293977,0.241846
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,28,0.046944,0,0.128388,0.0464,0.274237,0.221732
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,29,0.062944,0,0.138838,0.047872,0.301977,0.249654
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,30,0.048992,0,0.128228,0.048576,0.280517,0.225796
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,31,0.043776,0,0.129139,0.047872,0.273467,0.220787
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,32,0.046784,0,0.128068,0.046144,0.273517,0.220996
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,33,0.045696,0,0.127998,0.04672,0.273708,0.220414
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,34,0.0456,0,0.128258,0.048032,0.275008,0.22189
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,35,0.044384,0,0.128378,0.047872,0.274187,0.220634
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,36,0.043616,0,0.127108,0.046016,0.270967,0.21674
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,37,0.043744,0,0.128348,0.04912,0.273837,0.221212
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,38,0.046304,0,0.127748,0.046944,0.274348,0.220996
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,39,0.044544,0,0.127608,0.04512,0.269537,0.217272
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,40,0.045376,0,0.128078,0.047104,0.273437,0.220558
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,41,0.045024,0,0.127899,0.044896,0.270517,0.217819
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,42,0.051456,0,0.12753,0.046272,0.278227,0.225258
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,43,0.044064,0,0.126908,0.045696,0.268897,0.216668
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,44,0.04496,0,0.127908,0.04624,0.272667,0.219108
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,45,0.045984,0,0.127858,0.04688,0.272826,0.220722
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,46,0.043104,0,0.127348,0.048576,0.272577,0.219028
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,47,0.044416,0,0.128448,0.045152,0.271127,0.218016
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,48,0.043904,0,0.124058,0.047776,0.261787,0.215738
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,49,0.061888,0,0.131198,0.0488,0.295156,0.241886
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,50,0.046336,0,0.128529,0.046752,0.274147,0.221617
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,51,0.04592,0,0.128128,0.048352,0.274227,0.2224
