dim,precision,solver_type,api,bc_name,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",192,38,0.049152,0.001661,0.152008,0.046336,0.302577,0.249157
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",192,39,0.052128,0.001649,0.152709,0.047456,0.309027,0.253942
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",192,40,0.050272,0.0016,0.152829,0.047616,0.306336,0.252317
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",192,41,0.068416,0.00189,0.159757,0.052448,0.337516,0.282511
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",192,42,0.050688,0.00161,0.154317,0.049056,0.311547,0.255671
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",192,43,0.051456,0.001712,0.152627,0.049888,0.311007,0.255683
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",192,44,0.066656,0.00226,0.159758,0.052,0.336926,0.280674
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",192,45,0.051136,0.00187,0.154797,0.049472,0.311827,0.257275
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",192,46,0.050144,0.00173,0.153867,0.04784,0.307366,0.253581
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",192,47,0.066432,0.001879,0.159278,0.051776,0.334306,0.279365
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",192,48,0.049536,0.001671,0.15261,0.049088,0.308097,0.252905
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",192,49,0.066912,0.002029,0.159318,0.0528,0.335716,0.281059
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",192,50,0.050048,0.001779,0.153619,0.049184,0.309047,0.25463
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",192,51,0.068448,0.00185,0.159567,0.053664,0.337916,0.283529
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",192,52,0.06304,0.00189,0.160008,0.053024,0.332766,0.277962
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",192,53,0.052224,0.00151,0.153517,0.047904,0.310326,0.255155
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",192,54,0.0608,0.001961,0.158198,0.05152,0.327337,0.272479
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",192,55,0.051424,0.00183,0.153449,0.048608,0.310466,0.255311
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",192,56,0.050944,0.002281,0.153288,0.047328,0.307726,0.253841
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",192,57,0.050048,0.001739,0.15257,0.047136,0.306946,0.251493
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",192,58,0.059168,0.001901,0.156748,0.051296,0.324136,0.269113
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",192,59,0.050944,0.00165,0.153499,0.050496,0.316397,0.256589
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",192,60,0.065856,0.00185,0.159898,0.051936,0.333706,0.27954
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",192,61,0.067616,0.00207,0.16073,0.05344,0.337886,0.283856
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",192,62,0.054528,0.001549,0.15464,0.049504,0.313316,0.260221
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",192,63,0.049728,0.00147,0.151809,0.047264,0.303967,0.250271
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",192,64,0.050016,0.001631,0.151519,0.048384,0.306587,0.25155
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",192,65,0.049504,0.00164,0.151539,0.046496,0.306936,0.249179
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",192,66,0.061088,0.00181,0.150738,0.051232,0.314487,0.264868
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",192,67,0.050496,0.00165,0.153798,0.047744,0.308307,0.253688
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",192,68,0.06496,0.00199,0.160228,0.052512,0.336136,0.27969
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",192,69,0.053056,0.00177,0.154017,0.048544,0.312537,0.257387
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",192,70,0.049568,0.00184,0.153067,0.047072,0.304506,0.251547
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",192,71,0.049056,0.00195,0.150218,0.049792,0.305197,0.251016
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",192,72,0.049664,0.001591,0.15133,0.047552,0.303747,0.250137
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",192,73,0.050432,0.00161,0.152178,0.048032,0.305897,0.252252
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",192,74,0.049984,0.001751,0.152168,0.049344,0.306987,0.253247
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",256,0,0.141248,0.00202,0.285767,0.104352,0.589533,0.533387
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",256,1,0.159168,0.00218,0.276066,0.106912,0.597734,0.544326
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",256,2,0.154272,0.00205,0.285437,0.107872,0.610183,0.549631
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",256,3,0.15392,0.002081,0.284896,0.105664,0.604373,0.546561
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",256,4,0.163264,0.002281,0.303156,0.108448,0.667943,0.577149
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",256,5,0.154304,0.00208,0.282576,0.106784,0.606423,0.545744
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",256,6,0.147968,0.00203,0.285627,0.107488,0.600873,0.543113
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",256,7,0.151008,0.00185,0.284337,0.105856,0.599954,0.543051
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",256,8,0.154912,0.00201,0.284487,0.105248,0.604453,0.546657
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",256,9,0.153792,0.00207,0.283878,0.104544,0.609603,0.544284
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",256,10,0.156352,0.00199,0.283977,0.106272,0.605933,0.548591
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",256,11,0.152832,0.00207,0.284087,0.105792,0.601923,0.544781
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",256,12,0.138336,0.00157,0.280387,0.103456,0.579083,0.523749
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",256,13,0.152608,0.001871,0.282417,0.10448,0.597793,0.541376
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",256,14,0.15536,0.00191,0.277867,0.108992,0.595613,0.544129
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",256,15,0.150688,0.002131,0.283808,0.104096,0.599103,0.540723
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",256,16,0.141184,0.00182,0.281476,0.104224,0.590544,0.528704
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",256,17,0.154912,0.002,0.277717,0.1072,0.594364,0.541829
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",256,18,0.150752,0.00193,0.283146,0.106656,0.602143,0.542484
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",256,19,0.153888,0.002009,0.284967,0.10336,0.610283,0.544224
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",256,20,0.151712,0.00221,0.283757,0.104992,0.596893,0.542671
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",256,21,0.151424,0.00212,0.284407,0.106464,0.600873,0.544415
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",256,22,0.151904,0.00186,0.283127,0.103808,0.597204,0.540699
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",256,23,0.154848,0.00199,0.283697,0.105088,0.606683,0.545623
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",256,24,0.14944,0.00186,0.284645,0.105376,0.597573,0.541321
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",256,25,0.152416,0.00189,0.283397,0.10448,0.599173,0.542183
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",256,26,0.147296,0.001859,0.282476,0.106592,0.594903,0.538223
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",256,27,0.155104,0.00198,0.284247,0.103936,0.605523,0.545267
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",256,28,0.146784,0.00174,0.282637,0.105056,0.592523,0.536217
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",256,29,0.1536,0.002071,0.285666,0.107488,0.608293,0.548825
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",256,30,0.152096,0.00185,0.284157,0.106496,0.597583,0.544599
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",256,31,0.1512,0.0019,0.283878,0.103968,0.597593,0.540946
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",256,32,0.150272,0.00194,0.285196,0.106368,0.599703,0.543776
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",256,33,0.152,0.002,0.284705,0.106208,0.604193,0.544913
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",256,34,0.135616,0.00177,0.272507,0.10272,0.565553,0.512613
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",256,35,0.142816,0.00189,0.280607,0.103968,0.586274,0.529281
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",256,36,0.141952,0.001931,0.282346,0.104384,0.586583,0.530613
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",256,37,0.151616,0.00189,0.284897,0.104704,0.602493,0.543107
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",256,38,0.153184,0.002071,0.282608,0.108736,0.606523,0.546599
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",256,39,0.151968,0.002289,0.283876,0.107168,0.603693,0.545301
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",256,40,0.153536,0.001839,0.285687,0.104544,0.602533,0.545606
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",256,41,0.147808,0.002,0.284317,0.106304,0.597713,0.540429
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",256,42,0.142976,0.0019,0.283017,0.104512,0.589434,0.532405
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",256,43,0.145088,0.00206,0.280397,0.104096,0.588324,0.531641
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",256,44,0.15472,0.00202,0.285486,0.107616,0.606274,0.549842
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",256,45,0.147392,0.00196,0.281387,0.105856,0.592574,0.536595
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",256,46,0.148032,0.001871,0.284407,0.105024,0.597293,0.539334
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",256,47,0.131584,0.00157,0.277507,0.102112,0.569523,0.512773
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",256,48,0.150624,0.00192,0.279867,0.105312,0.592223,0.537723
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",256,49,0.149504,0.00203,0.283327,0.105984,0.598013,0.540845
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",256,50,0.14736,0.00199,0.289447,0.107456,0.603154,0.546253
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",256,51,0.150112,0.001899,0.283888,0.103744,0.596933,0.539643
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",256,52,0.152096,0.001821,0.284298,0.105664,0.601773,0.543879
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",256,53,0.146208,0.002,0.280086,0.106048,0.590394,0.534342
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",256,54,0.156704,0.002118,0.284849,0.106304,0.608023,0.549975
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",256,55,0.149664,0.001911,0.282337,0.103168,0.592713,0.53708
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",256,56,0.151648,0.00206,0.286507,0.10592,0.604723,0.546135
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",256,57,0.14944,0.0019,0.283916,0.106112,0.597993,0.541368
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",256,58,0.155168,0.00189,0.283767,0.105376,0.603143,0.546201
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",256,59,0.150368,0.00194,0.283597,0.104768,0.597893,0.540673
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",256,60,0.151328,0.0019,0.284807,0.106496,0.601033,0.544531
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",256,61,0.153792,0.0019,0.284467,0.104896,0.606174,0.545055
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",256,62,0.14304,0.00219,0.274977,0.10608,0.580233,0.526287
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",256,63,0.134528,0.00175,0.277087,0.097504,0.568863,0.510869
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",256,64,0.13632,0.001509,0.278686,0.1008,0.599214,0.517315
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",256,65,0.150176,0.00197,0.283406,0.105952,0.602283,0.541504
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",256,66,0.15408,0.00188,0.284746,0.108448,0.606074,0.549154
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",256,67,0.153824,0.001918,0.284947,0.103264,0.601503,0.543953
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",256,68,0.147488,0.00193,0.284076,0.106208,0.596494,0.539702
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",256,69,0.148576,0.00186,0.283227,0.106112,0.596553,0.539775
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",256,70,0.152096,0.001981,0.284056,0.106368,0.601353,0.544501
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",256,71,0.15344,0.002061,0.284637,0.103392,0.602304,0.54353
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",256,72,0.14944,0.00617,0.282776,0.103424,0.597843,0.54181
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",256,73,0.153088,0.00206,0.284607,0.1056,0.602503,0.545355
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",256,74,0.15024,0.00188,0.283537,0.105376,0.598043,0.541033
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",320,0,0.358304,0.00202,0.83285,0.193216,1.45085,1.38639
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",320,1,0.357216,0.00201,0.832531,0.191936,1.44418,1.38369
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",320,2,0.357344,0.00187,0.83319,0.189696,1.44603,1.3821
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",320,3,0.3544,0.00199,0.832401,0.189888,1.43991,1.37868
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",320,4,0.355616,0.00189,0.82993,0.193856,1.43765,1.38129
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",320,5,0.360128,0.001901,0.83175,0.190208,1.45104,1.38399
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",320,6,0.358144,0.001951,0.833451,0.19792,1.45667,1.39147
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",320,7,0.353824,0.00193,0.832772,0.194752,1.44992,1.38328
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",320,8,0.355776,0.002061,0.83224,0.191232,1.44046,1.38131
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",320,9,0.357184,0.002041,0.834751,0.192832,1.45427,1.38681
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",320,10,0.358272,0.00227,0.83379,0.190144,1.45004,1.38448
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",320,11,0.3584,0.002289,0.831361,0.19936,1.45813,1.39141
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",320,12,0.3584,0.00201,0.83333,0.192288,1.45316,1.38603
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",320,13,0.34848,0.002069,0.82845,0.189376,1.4259,1.36837
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",320,14,0.445696,0.00721,0.83122,0.189088,1.53232,1.47321
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",320,15,0.353504,0.001799,0.831841,0.194208,1.43607,1.38135
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",320,16,0.358944,0.00187,0.8333,0.193216,1.45626,1.38733
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",320,17,0.347232,0.001958,0.830812,0.188608,1.42682,1.36861
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",320,18,0.362208,0.00207,0.832931,0.190592,1.45608,1.3878
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",320,19,0.35808,0.00192,0.83593,0.19296,1.45547,1.38889
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",320,20,0.358368,0.00206,0.82432,0.190336,1.43343,1.37508
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",320,21,0.356384,0.00199,0.83248,0.189984,1.44743,1.38084
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",320,22,0.35712,0.00209,0.83293,0.191584,1.46096,1.38372
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",320,23,0.358496,0.00219,0.82973,0.19824,1.45409,1.38866
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",320,24,0.356288,0.002121,0.83352,0.19152,1.45159,1.38345
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",320,25,0.357536,0.002261,0.83232,0.191232,1.45544,1.38335
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",320,26,0.356256,0.00201,0.83418,0.191808,1.45472,1.38425
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",320,27,0.35888,0.00189,0.832061,0.191872,1.45013,1.3847
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",320,28,0.3584,0.00191,0.822791,0.192096,1.4346,1.3752
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",320,29,0.350464,0.00207,0.831211,0.189568,1.43211,1.37331
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",320,30,0.360544,0.00208,0.833722,0.202176,1.4646,1.39852
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",320,31,0.36,0.00213,0.83259,0.191488,1.4595,1.38621
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",320,32,0.354048,0.00189,0.83105,0.191968,1.43842,1.37896
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",320,33,0.347552,0.001689,0.827371,0.191488,1.42521,1.3681
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",320,34,0.340704,0.00183,0.827261,0.189312,1.41617,1.35911
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",320,35,0.354944,0.00194,0.83304,0.195136,1.44285,1.38506
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",320,36,0.35824,0.00191,0.826551,0.192768,1.44501,1.37947
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",320,37,0.345856,0.00183,0.83037,0.19184,1.4273,1.3699
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",320,38,0.356096,0.001839,0.832742,0.19376,1.4456,1.38444
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",320,39,0.362624,0.001919,0.833209,0.194176,1.45803,1.39193
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",320,40,0.356224,0.00192,0.83091,0.197312,1.44294,1.38637
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",320,41,0.358944,0.00197,0.83287,0.191904,1.45544,1.38569
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",320,42,0.352352,0.002051,0.828741,0.190208,1.43086,1.37335
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",320,43,0.353472,0.00201,0.84574,0.189984,1.45253,1.39121
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",320,44,0.349984,0.001899,0.829039,0.198272,1.43521,1.37919
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",320,45,0.359296,0.00208,0.8335,0.192576,1.45423,1.38745
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",320,46,0.357344,0.00187,0.825891,0.19008,1.43642,1.37519
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",320,47,0.357568,0.0019,0.83193,0.19184,1.45145,1.38324
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",320,48,0.3528,0.00196,0.83147,0.190848,1.43546,1.37708
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",320,49,0.358432,0.001899,0.834691,0.190336,1.45461,1.38536
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",320,50,0.347168,0.00181,0.828843,0.190624,1.42603,1.36845
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",320,51,0.34528,0.00195,0.83034,0.19808,1.43254,1.37565
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",320,52,0.341056,0.00193,0.82827,0.192128,1.42065,1.36338
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",320,53,0.35616,0.002021,0.83272,0.191488,1.45101,1.38239
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",320,54,0.357984,0.00209,0.830192,0.190272,1.44825,1.38054
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",320,55,0.352736,0.00188,0.83786,0.188928,1.4394,1.3814
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",320,56,0.354176,0.00194,0.8325,0.193728,1.44921,1.38234
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",320,57,0.360544,0.0021,0.833632,0.19408,1.5636,1.39036
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",320,58,0.364416,0.00201,0.82724,0.196736,1.45343,1.3904
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",320,59,0.359232,0.00206,0.834391,0.192512,1.45505,1.3882
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",320,60,0.346656,0.001921,0.855391,0.19568,1.45703,1.39965
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",320,61,0.351104,0.00221,0.832241,0.190752,1.43522,1.37631
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",320,62,0.351552,0.00187,0.82983,0.190272,1.43195,1.37352
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",320,63,0.358752,0.00199,0.84491,0.193088,1.46166,1.39874
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",320,64,0.3576,0.001921,0.833162,0.19152,1.45402,1.3842
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",320,65,0.354144,0.00196,0.831272,0.1912,1.44511,1.37858
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",320,66,0.356128,0.00222,0.83336,0.193632,1.45202,1.38534
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",320,67,0.356512,0.00194,0.830941,0.191616,1.44244,1.38101
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",320,68,0.358848,0.001901,0.82545,0.19184,1.43554,1.37804
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",320,69,0.34816,0.00177,0.827671,0.198336,1.43202,1.37594
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",320,70,0.357376,0.00191,0.83324,0.193856,1.45288,1.38638
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",320,71,0.3568,0.00197,0.83254,0.196672,1.45273,1.38798
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",320,72,0.355872,0.00204,0.833002,0.192192,1.4562,1.38311
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",320,73,0.35744,0.001991,0.825331,0.191584,1.43685,1.37635
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",320,74,0.356896,0.002141,0.841893,0.194464,1.47046,1.39539
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",384,0,0.621504,0.00185,2.12634,0.632256,3.4492,3.38195
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",384,1,0.625888,0.002041,2.12174,0.633376,3.44773,3.38304
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",384,2,0.627776,0.00186,2.12738,0.639936,3.4651,3.39695
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",384,3,0.624192,0.00173,2.12883,0.63264,3.47677,3.38739
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",384,4,0.626144,0.00211,2.12823,0.632672,3.46115,3.38915
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",384,5,0.626048,0.00184,2.1292,0.632608,3.45767,3.3897
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",384,6,0.622816,0.00179,2.12705,0.63152,3.46141,3.38317
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",384,7,0.624704,0.00173,2.12925,0.635744,3.46081,3.39143
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",384,8,0.626112,0.00179,2.12795,0.634464,3.4603,3.39031
