dim,precision,solver_type,api,bc_name,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",64,0,0.193504,0,0.090228,200.529,200.912,200.813
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",64,15,0.138336,0,0.0278,0.011008,0.208388,0.177144
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",64,16,0.144096,0,0.03234,0.008448,0.224528,0.184884
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",64,17,0.14224,0,0.03128,0.00784,0.224997,0.18136
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",64,18,0.142016,0,0.03301,0.009056,0.224057,0.184082
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",64,19,0.14176,0,0.030339,0.008032,0.220557,0.180131
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",64,20,0.140224,0,0.030909,0.010176,0.221657,0.181309
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",64,21,0.144288,0,0.03034,0.014144,0.230087,0.188772
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",64,22,0.140928,0,0.02783,0.01136,0.213378,0.180118
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",64,23,0.143552,0,0.03094,0.009664,0.224338,0.184156
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",64,24,0.144544,0,0.03072,0.007168,0.224227,0.182432
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",64,25,0.144032,0,0.030819,0.00816,0.227607,0.183011
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",64,26,0.143264,0,0.03075,0.008384,0.222788,0.182398
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",64,27,0.145504,0,0.031149,0.009312,0.229397,0.185965
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",64,28,0.142944,0,0.029359,0.011008,0.215077,0.183311
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",64,29,0.144832,0,0.03249,0.12336,0.342036,0.300682
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",64,30,0.142016,0,0.032289,0.0096,0.226957,0.183905
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",64,31,0.148448,0,0.033019,0.010592,0.233938,0.192059
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",64,32,0.144192,0,0.031299,0.009952,0.225177,0.185443
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",64,33,0.143744,0,0.03912,0.009504,0.232887,0.192368
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",64,34,0.1416,0,0.03234,0.00976,0.225578,0.1837
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",64,35,0.14496,0,0.03184,0.009216,0.225988,0.186016
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",64,36,0.143008,0,0.03394,0.007776,0.226008,0.184724
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",64,37,0.143392,0,0.03036,0.008832,0.334956,0.182584
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",64,38,0.140256,0,0.03071,0.008928,0.220487,0.179894
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",64,39,0.14448,0,0.0319,0.009024,0.227577,0.185404
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",64,40,0.14976,0,0.0336,0.009888,0.234857,0.193248
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",64,41,0.147136,0,0.03078,0.010496,0.228628,0.188412
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",64,42,0.143936,0,0.03178,0.008352,0.227587,0.184068
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",64,43,0.151104,0,0.03132,0.00944,0.232037,0.191864
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",64,44,0.14416,0,0.031909,0.007488,0.231338,0.183557
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",64,45,0.14192,0,0.031229,0.009152,0.222367,0.182301
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",64,46,0.143776,0,0.03051,0.008992,0.223137,0.183278
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",64,47,0.146304,0,0.03025,0.01136,0.228368,0.187914
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",64,48,0.143776,0,0.030879,0.011136,0.232077,0.185791
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",64,49,0.145728,0,0.0311,0.008768,0.225818,0.185596
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",64,50,0.146176,0,0.03057,0.008928,0.227277,0.185674
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",64,51,0.141088,0,0.030839,0.007264,0.221317,0.179191
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",64,52,0.143648,0,0.03035,0.010528,0.224507,0.184526
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",64,53,0.14512,0,0.03555,0.008608,0.231348,0.189278
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",64,54,0.143552,0,0.03177,0.009248,0.226768,0.18457
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",64,55,0.144224,0,0.03356,0.00912,0.229298,0.186904
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",64,56,0.14624,0,0.030739,0.00912,0.228007,0.186099
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",64,57,0.146624,0,0.033899,0.008128,0.232347,0.188651
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",64,58,0.143872,0,0.03105,0.00832,0.224507,0.183242
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",64,59,0.143584,0,0.03095,0.00976,0.222868,0.184294
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",64,60,0.231104,0,0.032589,0.009568,0.314477,0.273261
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",64,61,0.142016,0,0.031229,0.008064,0.222997,0.181309
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",64,62,0.144768,0,0.03371,0.008512,0.228277,0.18699
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",64,63,0.147168,0,0.030399,0.011872,0.229887,0.189439
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",64,64,0.15296,0,0.03113,0.010048,0.235447,0.194138
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",64,65,0.142912,0,0.032209,0.00992,0.223867,0.185041
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",64,66,0.14176,0,0.032569,0.009728,0.225538,0.184057
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",64,67,0.152256,0,0.031029,0.008736,0.233767,0.192021
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",64,68,0.14208,0,0.032129,0.008,0.226047,0.182209
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",64,69,0.143648,0,0.03187,0.010816,0.228678,0.186334
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",64,70,0.142464,0,0.03128,0.008224,0.222297,0.181968
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",64,71,0.140224,0,0.028089,0.01104,0.211637,0.179353
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",64,72,0.143456,0,0.03103,0.010848,0.227227,0.185334
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",64,73,0.140416,0,0.0304,0.010656,0.222048,0.181472
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",64,74,0.1416,0,0.0303,0.008544,0.220477,0.180444
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",128,0,0.8176,0,0.0799,0.027232,0.978548,0.924732
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",128,1,0.813888,0,0.066989,0.021056,0.943819,0.901933
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",128,2,0.803392,0,0.068379,0.01968,0.93312,0.891451
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",128,3,0.8216,0,0.070149,0.019776,0.951789,0.911525
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",128,4,0.80784,0,0.066279,0.02096,0.937419,0.895079
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",128,5,0.810208,0,0.067479,0.020416,0.942549,0.898103
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",128,6,0.79744,0,0.210867,0.020544,1.07036,1.02885
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",128,7,0.813984,0,0.06794,0.020032,0.942769,0.901956
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",128,8,0.792768,0,0.067939,0.020192,0.922849,0.880899
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",128,9,0.851232,0,0.066389,0.020672,0.978988,0.938293
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",128,10,0.797312,0,0.066239,0.019584,0.924429,0.883135
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",128,11,0.795648,0,0.062349,0.022048,0.917209,0.880045
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",128,12,0.81136,0,0.066799,0.020352,0.940129,0.898511
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",128,13,0.803328,0,0.065979,0.01952,0.936559,0.888827
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",128,14,0.802592,0,0.06656,0.019584,0.938219,0.888736
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",128,15,0.79664,0,0.0638,0.020544,0.91612,0.880984
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",128,16,0.811648,0,0.069149,0.020672,0.944469,0.901469
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",128,17,0.820224,0,0.069009,0.019776,0.953349,0.909009
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",128,18,0.816064,0,0.066719,0.02048,0.943549,0.903263
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",128,19,0.808736,0,0.068549,0.021632,0.938269,0.898917
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",128,20,0.885152,0,0.069709,0.017408,1.01529,0.972269
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",128,21,0.807264,0,0.066769,0.020352,0.936609,0.894385
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",128,22,0.800128,0,0.067059,0.020192,0.931759,0.887379
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",128,23,0.810656,0,0.067619,0.020384,0.937969,0.898659
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",128,24,0.885536,0,0.066679,0.019488,1.01395,0.971703
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",128,25,0.817888,0,0.068509,0.020384,0.949499,0.906781
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",128,26,0.810048,0,0.066429,0.020832,0.938349,0.897309
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",128,27,0.809632,0,0.065189,0.022272,0.935899,0.897093
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",128,28,0.798432,0,0.065899,0.018912,0.924019,0.883243
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",128,29,0.807008,0,0.06729,0.019456,0.935179,0.893754
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",128,30,0.807776,0,0.066349,0.018048,0.934559,0.892173
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",128,31,0.869632,0,0.067269,0.021024,0.999558,0.957925
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",128,32,0.803264,0,0.070499,0.020512,0.9381,0.894275
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",128,33,0.814464,0,0.06884,0.020608,0.948189,0.903912
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",128,34,0.804352,0,0.066479,0.019808,0.932499,0.890639
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",128,35,0.805024,0,0.06771,0.021408,0.934519,0.894142
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",128,36,0.798976,0,0.066959,0.019488,0.926409,0.885423
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",128,37,0.8088,0,0.068629,0.01968,0.938609,0.897109
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",128,38,0.79168,0,0.064049,0.021728,0.913689,0.877457
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",128,39,0.806528,0,0.0681,0.020736,0.936669,0.895364
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",128,40,0.805888,0,0.067478,0.019104,0.93494,0.89247
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",128,41,0.898464,0,0.067419,0.019488,1.02889,0.985371
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",128,42,0.79568,0,0.103918,0.02048,0.960499,0.920078
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",128,43,0.800352,0,0.066279,0.019648,0.926339,0.886279
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",128,44,0.79424,0,0.065759,0.019808,0.921269,0.879807
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",128,45,0.815424,0,0.067049,0.020736,0.944999,0.903209
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",128,46,0.809408,0,0.06652,0.019968,0.937629,0.895896
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",128,47,0.81088,0,0.06699,0.019072,0.938099,0.896942
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",128,48,0.931808,0,0.067709,0.020128,1.06253,1.01964
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",128,49,0.806912,0,0.070179,0.021184,0.943249,0.898275
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",128,50,0.7976,0,0.068679,0.020448,0.931149,0.886727
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",128,51,0.902048,0,0.067278,0.018656,1.03073,0.987982
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",128,52,0.849792,0,0.068149,0.019936,0.980059,0.937877
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",128,53,0.799584,0,0.069009,0.019648,0.931659,0.888241
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",128,54,0.806016,0,0.066428,0.01968,0.942379,0.892124
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",128,55,0.815584,0,0.067839,0.019424,0.946969,0.902847
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",128,56,0.810528,0,0.067039,0.02032,0.940159,0.897887
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",128,57,0.793088,0,0.067429,0.020736,0.924219,0.881253
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",128,58,0.81264,0,0.06797,0.020928,0.942619,0.901538
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",128,59,0.803136,0,0.066279,0.018144,0.92804,0.887559
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",128,60,0.915392,0,0.065969,0.022496,1.04502,1.00386
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",128,61,0.810048,0,0.066979,0.020064,0.936678,0.897091
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",128,62,0.804288,0,0.066928,0.020256,0.932359,0.891472
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",128,63,0.807072,0,0.066738,0.021184,0.937549,0.894994
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",128,64,0.803552,0,0.073289,0.020896,0.940069,0.897737
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",128,65,0.808672,0,0.069078,0.021632,0.943069,0.899382
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",128,66,0.8456,0,0.067959,0.02048,0.976618,0.934039
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",128,67,0.7992,0,0.068089,0.022016,0.933529,0.889305
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",128,68,0.808128,0,0.066779,0.020192,0.937319,0.895099
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",128,69,0.872544,0,0.067729,0.020576,1.00307,0.960849
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",128,70,0.8,0,0.068939,0.02032,0.930369,0.889259
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",128,71,0.843072,0,0.066729,0.020032,0.972778,0.929833
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",128,72,0.801152,0,0.067819,0.019552,0.93097,0.888523
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",128,73,0.799168,0,0.066778,0.021344,1.04058,0.88729
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",128,74,0.80192,0,0.066909,0.020096,0.937519,0.888925
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",192,0,2.66688,0,0.158138,0.05152,2.93867,2.87654
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",192,1,2.60822,0,0.152438,0.067264,2.87813,2.82793
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",192,2,2.64752,0,0.150278,0.049632,2.8932,2.84743
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",192,3,2.57971,0,0.146188,0.04816,2.82164,2.77406
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",192,4,2.59776,0,0.146388,0.049248,2.83979,2.7934
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",192,5,2.61779,0,0.143198,0.047488,2.8522,2.80848
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",192,6,2.59878,0,0.147519,0.046432,2.84111,2.79274
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",192,7,2.61267,0,0.147969,0.048704,2.85615,2.80935
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",192,8,2.58592,0,0.147668,0.048096,2.82884,2.78168
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",192,9,2.60858,0,0.146339,0.048032,2.85257,2.80295
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",192,10,2.63949,0,0.143869,0.048,2.87639,2.83136
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",192,11,2.64064,0,0.145068,0.045888,2.88048,2.8316
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",192,12,2.6311,0,0.149238,0.048672,2.87709,2.82901
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",192,13,2.60317,0,0.150168,0.048704,2.84906,2.80204
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",192,14,2.64051,0,0.146778,0.047456,2.88451,2.83475
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",192,15,2.71827,0,0.144968,0.049024,2.95969,2.91226
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",192,16,2.61837,0,0.145418,0.04816,2.85852,2.81195
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",192,17,2.58675,0,0.145768,0.0488,2.82477,2.78132
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",192,18,2.58454,0,0.147879,0.045536,2.82456,2.77796
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",192,19,2.57062,0,0.167657,0.048064,2.83493,2.78634
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",192,20,2.58058,0,0.146108,0.048864,2.83133,2.77555
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",192,21,2.74986,0,0.159218,0.052832,3.06764,2.96191
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",192,22,2.61616,0,0.145879,0.049568,2.86044,2.81161
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",192,23,2.60787,0,0.149538,0.046688,2.85356,2.8041
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",192,24,2.58557,0,0.148797,0.048512,2.82632,2.78288
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",192,25,2.56883,0,0.146548,0.0488,2.8121,2.76418
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",192,26,2.71322,0,0.159097,0.052416,2.99397,2.92473
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",192,27,2.5896,0,0.157188,0.0528,2.86812,2.79959
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",192,28,2.63344,0,0.149499,0.050496,2.88583,2.83344
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",192,29,2.68838,0,0.155879,0.053312,2.96464,2.89758
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",192,30,2.58128,0,0.145819,0.04944,2.81957,2.77654
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",192,31,2.61648,0,0.146308,0.046176,2.85828,2.80896
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",192,32,2.62714,0,0.14488,0.048544,2.86435,2.82056
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",192,33,2.62634,0,0.143369,0.046176,2.86082,2.81588
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",192,34,2.67834,0,0.148479,0.048576,2.92446,2.87539
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",192,35,2.61219,0,0.147239,0.047936,2.85509,2.80737
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",192,36,2.58058,0,0.146369,0.049504,2.82589,2.77645
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",192,37,2.6632,0,0.144538,0.047648,2.9014,2.85539
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",192,38,2.63613,0,0.144349,0.04832,2.87264,2.8288
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",192,39,2.60912,0,0.150068,0.047936,2.8582,2.80712
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",192,40,2.59613,0,0.148038,0.046592,2.83685,2.79076
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",192,41,2.56621,0,0.146008,0.048992,2.8105,2.76121
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",192,42,2.59245,0,0.154998,0.048768,2.84338,2.79621
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",192,43,2.61629,0,0.159168,0.054176,2.89724,2.82963
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",192,44,2.68496,0,0.145828,0.050848,2.92977,2.88164
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",192,45,2.61203,0,0.149988,0.049952,2.85974,2.81197
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",192,46,2.59997,0,0.147737,0.04864,2.8433,2.79634
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",192,47,2.56822,0,0.146149,0.046112,2.80964,2.76048
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",192,48,2.57779,0,0.144308,0.047456,2.8165,2.76956
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",192,49,2.59606,0,0.143458,0.047008,2.83058,2.78653
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",192,50,2.60208,0,0.149418,0.049056,2.8489,2.80055
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",192,51,2.56758,0,0.147638,0.04704,2.8095,2.76226
